Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 1'],[' 4271+'],[' 2140'],"[' 603.357s (Solving', ' 590.63s 1st Model', ' 37.54s Unsat', ' 0.00s)']",[' 601.688s'], ,[' 160239890'],"[' 13519709 (Analyzed', ' 13173064)']","[' 26114    (Average', ' 504.44 Last', ' 35592)']",[' 4156.9  '],"[' 2140     (Average Length', ' 1148.83 Splits', ' 0)']","[' 13173064 (Deleted', ' 13005499)']","[' 264      (Ratio', '   0.00%)']","[' 23338    (Ratio', '   0.18%)']","[' 13173064 (Average Length', '   13.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13173064 (Average', ' 11.66 Max', ' 4647 Sum', ' 153629670)']","[' 13172336 (Average', ' 11.61 Max', ' 4647 Sum', ' 152905195 Ratio', '  99.53%)']","[' 728      (Average', ' 995.16 Max', ' 1389 Sum', ' 724475 Ratio', '   0.47%)']", ,[' 116429  '],[' 6856    '],[' 108192  '],[' 50366   '],"[' 136153   (Atom=Atom', ' 36936 Body=Body', ' 24629 Other', ' 74588)']",[' Yes'],"[' 9316     (Eliminated', '    0 Frozen', ' 9316)']","[' 3530     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.79378'],[' 0'], ,[' 355.564'],[' 0'],[' 15.4009'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.66501e+08'],[' 2.83957e+08'],[' 0'],[' 1.8009e+10'],[' 0'],[' 0'],[' 936 '],[' 1783 '],[' 2491 '],[' 3212 '],[' 4 '],[' 0 ']
Solving...,TA62, , ,[' 1'],[' 4833+'],[' 2421'],"[' 603.754s (Solving', ' 588.91s 1st Model', ' 126.06s Unsat', ' 0.00s)']",[' 601.984s'], ,[' 204166234'],"[' 10086735 (Analyzed', ' 9775778)']","[' 21292    (Average', ' 459.13 Last', ' 309238)']",[' 4085.8  '],"[' 2421     (Average Length', ' 1273.43 Splits', ' 0)']","[' 9775778  (Deleted', ' 9653408)']","[' 324      (Ratio', '   0.00%)']","[' 29518    (Ratio', '   0.30%)']","[' 9775778  (Average Length', '   14.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9775778  (Average', ' 20.19 Max', ' 3885 Sum', ' 197375400)']","[' 9775044  (Average', ' 20.10 Max', ' 3885 Sum', ' 196519024 Ratio', '  99.57%)']","[' 734      (Average', ' 1166.72 Max', ' 1530 Sum', ' 856376 Ratio', '   0.43%)']", ,[' 117430  '],[' 6909    '],[' 109296  '],[' 51105   '],"[' 137919   (Atom=Atom', ' 37457 Body=Body', ' 24822 Other', ' 75640)']",[' Yes'],"[' 9595     (Eliminated', '    0 Frozen', ' 9595)']","[' 4736     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.17428'],[' 0'], ,[' 317.2'],[' 0'],[' 16.641'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.36851e+08'],[' 4.26818e+08'],[' 0'],[' 1.51433e+10'],[' 0'],[' 0'],[' 942 '],[' 1792 '],[' 2567 '],[' 3307 '],[' 4 '],[' 0 ']
Solving...,TA63, , ,[' 1'],[' 4983+'],[' 2496'],"[' 603.754s (Solving', ' 588.56s 1st Model', ' 346.52s Unsat', ' 0.00s)']",[' 602.250s'], ,[' 217980960'],"[' 9613970  (Analyzed', ' 9287131)']","[' 22039    (Average', ' 421.40 Last', ' 455730)']",[' 4163.8  '],"[' 2496     (Average Length', ' 1316.77 Splits', ' 0)']","[' 9287131  (Deleted', ' 9171077)']","[' 341      (Ratio', '   0.00%)']","[' 26812    (Ratio', '   0.29%)']","[' 9287131  (Average Length', '   12.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9287131  (Average', ' 22.69 Max', ' 3984 Sum', ' 210758771)']","[' 9286495  (Average', ' 22.62 Max', ' 3984 Sum', ' 210048723 Ratio', '  99.66%)']","[' 636      (Average', ' 1116.43 Max', ' 2654 Sum', ' 710048 Ratio', '   0.34%)']", ,[' 116731  '],[' 6805    '],[' 108719  '],[' 50653   '],"[' 136445   (Atom=Atom', ' 37091 Body=Body', ' 24466 Other', ' 74888)']",[' Yes'],"[' 9595     (Eliminated', '    0 Frozen', ' 9595)']","[' 3907     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.28427'],[' 0'], ,[' 299.8'],[' 0'],[' 17.6129'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.98721e+08'],[' 4.71077e+08'],[' 0'],[' 1.34906e+10'],[' 0'],[' 0'],[' 885 '],[' 1554 '],[' 2288 '],[' 2975 '],[' 4 '],[' 0 ']
Solving...,TA64, , ,[' 1'],[' 4999+'],[' 2504'],"[' 603.953s (Solving', ' 589.44s 1st Model', ' 335.78s Unsat', ' 0.00s)']",[' 601.953s'], ,[' 200615838'],"[' 10841019 (Analyzed', ' 10439760)']","[' 24157    (Average', ' 432.16 Last', ' 203916)']",[' 4088.2  '],"[' 2504     (Average Length', ' 1301.94 Splits', ' 0)']","[' 10439760 (Deleted', ' 10328679)']","[' 284      (Ratio', '   0.00%)']","[' 27624    (Ratio', '   0.26%)']","[' 10439760 (Average Length', '   13.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10439760 (Average', ' 18.53 Max', ' 3959 Sum', ' 193427498)']","[' 10439049 (Average', ' 18.45 Max', ' 3959 Sum', ' 192607636 Ratio', '  99.58%)']","[' 711      (Average', ' 1153.11 Max', ' 1617 Sum', ' 819862 Ratio', '   0.42%)']", ,[' 117249  '],[' 6850    '],[' 109137  '],[' 50949   '],"[' 137067   (Atom=Atom', ' 37234 Body=Body', ' 24584 Other', ' 75249)']",[' Yes'],"[' 9529     (Eliminated', '    0 Frozen', ' 9529)']","[' 4426     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.20637'],[' 0'], ,[' 307.16'],[' 0'],[' 16.2463'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.49552e+08'],[' 4.33713e+08'],[' 0'],[' 1.41848e+10'],[' 0'],[' 0'],[' 998 '],[' 1634 '],[' 2306 '],[' 2981 '],[' 4 '],[' 0 ']
Solving...,TA65, , ,[' 1'],[' 4751+'],[' 2380'],"[' 603.566s (Solving', ' 589.33s 1st Model', ' 380.45s Unsat', ' 0.00s)']",[' 601.688s'], ,[' 227871910'],"[' 8124846  (Analyzed', ' 7874294)']","[' 19202    (Average', ' 410.08 Last', ' 549247)']",[' 3782.2  '],"[' 2380     (Average Length', ' 1250.61 Splits', ' 0)']","[' 7874294  (Deleted', ' 7780836)']","[' 312      (Ratio', '   0.00%)']","[' 28517    (Ratio', '   0.36%)']","[' 7874294  (Average Length', '   12.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7874294  (Average', ' 28.18 Max', ' 3760 Sum', ' 221930626)']","[' 7873583  (Average', ' 28.08 Max', ' 3760 Sum', ' 221076330 Ratio', '  99.62%)']","[' 711      (Average', ' 1201.54 Max', ' 1646 Sum', ' 854296 Ratio', '   0.38%)']", ,[' 116643  '],[' 6802    '],[' 108453  '],[' 50515   '],"[' 136002   (Atom=Atom', ' 36930 Body=Body', ' 24450 Other', ' 74622)']",[' Yes'],"[' 9415     (Eliminated', '    0 Frozen', ' 9415)']","[' 4541     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.91543'],[' 0'], ,[' 292.038'],[' 0'],[' 17.6753'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.4382e+08'],[' 5.11652e+08'],[' 0'],[' 1.29698e+10'],[' 0'],[' 0'],[' 820 '],[' 1533 '],[' 2264 '],[' 2978 '],[' 4 '],[' 0 ']
Solving...,TA66, , ,[' 1'],[' 4837+'],[' 2423'],"[' 581.967s (Solving', ' 567.05s 1st Model', ' 259.30s Unsat', ' 65.93s)']",[' 578.625s'], ,[' 183610237'],"[' 8670412  (Analyzed', ' 8397506)']","[' 20017    (Average', ' 419.52 Last', ' 271684)']",[' 4036.0  '],"[' 2423     (Average Length', ' 1285.56 Splits', ' 0)']","[' 8397506  (Deleted', ' 8282725)']","[' 284      (Ratio', '   0.00%)']","[' 26630    (Ratio', '   0.32%)']","[' 8397506  (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8397506  (Average', ' 21.08 Max', ' 4601 Sum', ' 177045317)']","[' 8396827  (Average', ' 20.99 Max', ' 4601 Sum', ' 176249092 Ratio', '  99.55%)']","[' 679      (Average', ' 1172.64 Max', ' 1622 Sum', ' 796225 Ratio', '   0.45%)']", ,[' 117111  '],[' 6879    '],[' 109047  '],[' 50872   '],"[' 137381   (Atom=Atom', ' 37301 Body=Body', ' 24699 Other', ' 75381)']",[' Yes'],"[' 9585     (Eliminated', '    0 Frozen', ' 9585)']","[' 4250     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.18787'],[' 0'], ,[' 294.715'],[' 0'],[' 15.3101'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.11973e+08'],[' 4.06707e+08'],[' 0'],[' 1.32288e+10'],[' 0'],[' 0'],[' 827 '],[' 1543 '],[' 2292 '],[' 3079 '],[' 3 '],[' 1 ']
Solving...,TA67, , ,[' 1'],[' 4461+'],[' 2235'],"[' 603.614s (Solving', ' 589.63s 1st Model', ' 146.19s Unsat', ' 0.00s)']",[' 601.609s'], ,[' 151710619'],"[' 11765051 (Analyzed', ' 11388514)']","[' 24358    (Average', ' 467.55 Last', ' 320306)']",[' 4075.6  '],"[' 2235     (Average Length', ' 1194.87 Splits', ' 0)']","[' 11388514 (Deleted', ' 11255475)']","[' 265      (Ratio', '   0.00%)']","[' 22285    (Ratio', '   0.20%)']","[' 11388514 (Average Length', '   14.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11388514 (Average', ' 12.75 Max', ' 4397 Sum', ' 145186082)']","[' 11387772 (Average', ' 12.68 Max', ' 4397 Sum', ' 144349597 Ratio', '  99.42%)']","[' 742      (Average', ' 1127.34 Max', ' 1477 Sum', ' 836485 Ratio', '   0.58%)']", ,[' 116950  '],[' 6898    '],[' 108717  '],[' 50700   '],"[' 137051   (Atom=Atom', ' 37183 Body=Body', ' 24752 Other', ' 75116)']",[' Yes'],"[' 9445     (Eliminated', '    0 Frozen', ' 9445)']","[' 3432     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.84709'],[' 0'], ,[' 355.896'],[' 0'],[' 15.2937'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.92534e+08'],[' 3.02826e+08'],[' 0'],[' 1.79004e+10'],[' 0'],[' 0'],[' 967 '],[' 1697 '],[' 2586 '],[' 3209 '],[' 4 '],[' 0 ']
Solving...,TA68, , ,[' 1'],[' 4105+'],[' 2057'],"[' 603.037s (Solving', ' 590.77s 1st Model', ' 88.67s Unsat', ' 0.00s)']",[' 600.969s'], ,[' 146228823'],"[' 14920400 (Analyzed', ' 14574723)']","[' 29061    (Average', ' 501.52 Last', ' 122520)']",[' 4172.3  '],"[' 2057     (Average Length', ' 1120.86 Splits', ' 0)']","[' 14574723 (Deleted', ' 14393616)']","[' 244      (Ratio', '   0.00%)']","[' 20672    (Ratio', '   0.14%)']","[' 14574723 (Average Length', '   13.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14574723 (Average', '  9.60 Max', ' 4179 Sum', ' 139895837)']","[' 14573878 (Average', '  9.54 Max', ' 4179 Sum', ' 139050302 Ratio', '  99.40%)']","[' 845      (Average', ' 1000.63 Max', ' 1371 Sum', ' 845535 Ratio', '   0.60%)']", ,[' 116116  '],[' 6787    '],[' 107735  '],[' 50034   '],"[' 134813   (Atom=Atom', ' 36570 Body=Body', ' 24401 Other', ' 73842)']",[' Yes'],"[' 9166     (Eliminated', '    0 Frozen', ' 9166)']","[' 3109     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.7218'],[' 0'], ,[' 366.141'],[' 0'],[' 14.5965'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.23275e+08'],[' 2.44951e+08'],[' 0'],[' 1.92552e+10'],[' 0'],[' 0'],[' 865 '],[' 1693 '],[' 2438 '],[' 3129 '],[' 4 '],[' 0 ']
Solving...,TA69, , ,[' 1'],[' 4901+'],[' 2455'],"[' 603.516s (Solving', ' 589.22s 1st Model', ' 353.13s Unsat', ' 0.00s)']",[' 601.344s'], ,[' 185018479'],"[' 10590068 (Analyzed', ' 10183115)']","[' 23122    (Average', ' 440.41 Last', ' 453755)']",[' 4121.4  '],"[' 2455     (Average Length', ' 1284.74 Splits', ' 0)']","[' 10183115 (Deleted', ' 10067884)']","[' 357      (Ratio', '   0.00%)']","[' 25570    (Ratio', '   0.25%)']","[' 10183115 (Average Length', '   13.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10183115 (Average', ' 17.47 Max', ' 4130 Sum', ' 177931882)']","[' 10182369 (Average', ' 17.39 Max', ' 4130 Sum', ' 177054333 Ratio', '  99.51%)']","[' 746      (Average', ' 1176.34 Max', ' 1645 Sum', ' 877549 Ratio', '   0.49%)']", ,[' 116648  '],[' 6849    '],[' 108608  '],[' 50571   '],"[' 136946   (Atom=Atom', ' 37210 Body=Body', ' 24571 Other', ' 75165)']",[' Yes'],"[' 9526     (Eliminated', '    0 Frozen', ' 9526)']","[' 3934     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.12783'],[' 0'], ,[' 323.821'],[' 0'],[' 16.7904'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.93218e+08'],[' 3.86375e+08'],[' 0'],[' 1.45798e+10'],[' 0'],[' 0'],[' 1048 '],[' 1815 '],[' 2524 '],[' 3275 '],[' 4 '],[' 0 ']
Solving...,TA70, , ,[' 1'],[' 4817+'],[' 2413'],"[' 603.548s (Solving', ' 589.79s 1st Model', ' 187.22s Unsat', ' 0.00s)']",[' 601.797s'], ,[' 157928981'],"[' 11121372 (Analyzed', ' 10960690)']","[' 23512    (Average', ' 466.17 Last', ' 392917)']",[' 4197.0  '],"[' 2413     (Average Length', ' 1282.98 Splits', ' 0)']","[' 10960690 (Deleted', ' 10844272)']","[' 338      (Ratio', '   0.00%)']","[' 22631    (Ratio', '   0.21%)']","[' 10960690 (Average Length', '   13.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10960690 (Average', ' 13.78 Max', ' 4413 Sum', ' 151053376)']","[' 10960025 (Average', ' 13.71 Max', ' 4413 Sum', ' 150220045 Ratio', '  99.45%)']","[' 665      (Average', ' 1253.13 Max', ' 1685 Sum', ' 833331 Ratio', '   0.55%)']", ,[' 116900  '],[' 6907    '],[' 108893  '],[' 50709   '],"[' 137680   (Atom=Atom', ' 37379 Body=Body', ' 24764 Other', ' 75537)']",[' Yes'],"[' 9572     (Eliminated', '    0 Frozen', ' 9572)']","[' 3271     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.04656'],[' 0'], ,[' 345.544'],[' 0'],[' 14.8976'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.25208e+08'],[' 3.32068e+08'],[' 0'],[' 1.68257e+10'],[' 0'],[' 0'],[' 1039 '],[' 1785 '],[' 2661 '],[' 3353 '],[' 4 '],[' 0 ']
