Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 
Solving...,TA61, ,[' 1'],[' 9867+'],[' 4935'],"[' 573.945s (Solving', ' 496.04s 1st Model', ' 349.85s Unsat', ' 0.00s)']",[' 572.000s'], ,[' 498412077'],"[' 1026632  (Analyzed', ' 186563)']","[' 4284     (Average', ' 43.55 Last', ' 16000)']",[' 26279.4 '],"[' 4935     (Average Length', ' 2467.00 Splits', ' 0)']","[' 186563   (Deleted', ' 162025)']","[' 94       (Ratio', '   0.05%)']","[' 20225    (Ratio', '  10.84%)']","[' 186563   (Average Length', '   44.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 186563   (Average', ' 2036.85 Max', ' 24413 Sum', ' 380001043)']","[' 186563   (Average', ' 2036.85 Max', ' 24413 Sum', ' 380001043 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 139424  '],[' 25500   '],[' 143357  '],[' 104884  '],"[' 314648   (Atom=Atom', ' 80382 Body=Body', ' 50950 Other', ' 183316)']",[' Yes'],"[' 30433    (Eliminated', '    0 Frozen', ' 30433)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.5437'],[' 0'], ,[' 163.262'],[' 0'],[' 25.6989'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.03251e+08'],[' 5.63938e+08'],[' 0'],[' 2.04781e+09'],[' 0'],[' 0'],[' 3985 ']
Solving...,TA62, ,[' 1'],[' 12519+'],[' 6261'],"[' 775.817s (Solving', ' 669.59s 1st Model', ' 491.40s Unsat', ' 0.00s)']",[' 772.578s'], ,[' 655491448'],"[' 1580467  (Analyzed', ' 238624)']","[' 5616     (Average', ' 42.49 Last', ' 16713)']",[' 26507.1 '],"[' 6261     (Average Length', ' 3130.00 Splits', ' 0)']","[' 238624   (Deleted', ' 209860)']","[' 90       (Ratio', '   0.04%)']","[' 25736    (Ratio', '  10.79%)']","[' 238624   (Average Length', '   45.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 238624   (Average', ' 2127.58 Max', ' 24406 Sum', ' 507691354)']","[' 238624   (Average', ' 2127.58 Max', ' 24406 Sum', ' 507691354 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 140750  '],[' 25500   '],[' 146009  '],[' 106210  '],"[' 318626   (Atom=Atom', ' 81708 Body=Body', ' 50950 Other', ' 185968)']",[' Yes'],"[' 31759    (Eliminated', '    0 Frozen', ' 31759)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.9325'],[' 0'], ,[' 223.716'],[' 0'],[' 33.3049'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.15362e+08'],[' 7.63769e+08'],[' 0'],[' 3.31482e+09'],[' 0'],[' 0'],[' 4017 ']
Solving...,TA63, ,[' 1'],[' 10187+'],[' 5095'],"[' 745.391s (Solving', ' 665.89s 1st Model', ' 519.74s Unsat', ' 0.00s)']",[' 743.313s'], ,[' 673792162'],"[' 1081408  (Analyzed', ' 283768)']","[' 4482     (Average', ' 63.31 Last', ' 18591)']",[' 26312.5 '],"[' 5095     (Average Length', ' 2547.00 Splits', ' 0)']","[' 283768   (Deleted', ' 247954)']","[' 144      (Ratio', '   0.05%)']","[' 32048    (Ratio', '  11.29%)']","[' 283768   (Average Length', '   42.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 283768   (Average', ' 1944.59 Max', ' 24400 Sum', ' 551813042)']","[' 283768   (Average', ' 1944.59 Max', ' 24400 Sum', ' 551813042 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 139584  '],[' 25500   '],[' 143677  '],[' 105044  '],"[' 315128   (Atom=Atom', ' 80542 Body=Body', ' 50950 Other', ' 183636)']",[' Yes'],"[' 30593    (Eliminated', '    0 Frozen', ' 30593)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.9558'],[' 0'], ,[' 213.473'],[' 0'],[' 34.7202'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.81246e+08'],[' 8.22251e+08'],[' 0'],[' 2.72265e+09'],[' 0'],[' 0'],[' 3767 ']
Solving...,TA64, ,[' 1'],[' 13019+'],[' 6511'],"[' 912.605s (Solving', ' 807.75s 1st Model', ' 634.03s Unsat', ' 0.00s)']",[' 910.375s'], ,[' 797795442'],"[' 1453758  (Analyzed', ' 334588)']","[' 5795     (Average', ' 57.74 Last', ' 29362)']",[' 26700.1 '],"[' 6511     (Average Length', ' 3255.00 Splits', ' 0)']","[' 334588   (Deleted', ' 294110)']","[' 110      (Ratio', '   0.03%)']","[' 34796    (Ratio', '  10.40%)']","[' 334588   (Average Length', '   44.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 334588   (Average', ' 1924.43 Max', ' 24431 Sum', ' 643892381)']","[' 334588   (Average', ' 1924.43 Max', ' 24431 Sum', ' 643892381 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 141000  '],[' 25500   '],[' 146509  '],[' 106460  '],"[' 319376   (Atom=Atom', ' 81958 Body=Body', ' 50950 Other', ' 186468)']",[' Yes'],"[' 32009    (Eliminated', '    0 Frozen', ' 32009)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.2703'],[' 0'], ,[' 260.814'],[' 0'],[' 40.264'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.05483e+09'],[' 9.86015e+08'],[' 0'],[' 3.65308e+09'],[' 0'],[' 0'],[' 3646 ']
Solving...,TA65, ,[' 1'],[' 12629+'],[' 6316'],"[' 860.414s (Solving', ' 755.03s 1st Model', ' 585.00s Unsat', ' 0.00s)']",[' 856.563s'], ,[' 762255851'],"[' 1391825  (Analyzed', ' 301769)']","[' 5471     (Average', ' 55.16 Last', ' 31173)']",[' 26666.0 '],"[' 6316     (Average Length', ' 3157.50 Splits', ' 0)']","[' 301769   (Deleted', ' 263986)']","[' 111      (Ratio', '   0.04%)']","[' 32427    (Ratio', '  10.75%)']","[' 301769   (Average Length', '   43.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 301769   (Average', ' 2029.95 Max', ' 24407 Sum', ' 612574990)']","[' 301769   (Average', ' 2029.95 Max', ' 24407 Sum', ' 612574990 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 140805  '],[' 25500   '],[' 146119  '],[' 106265  '],"[' 318791   (Atom=Atom', ' 81763 Body=Body', ' 50950 Other', ' 186078)']",[' Yes'],"[' 31814    (Eliminated', '    0 Frozen', ' 31814)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.0775'],[' 0'], ,[' 245.735'],[' 0'],[' 38.1534'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.81561e+08'],[' 9.17449e+08'],[' 0'],[' 3.46514e+09'],[' 0'],[' 0'],[' 3830 ']
Solving...,TA66, ,[' 1'],[' 7943+'],[' 3973'],"[' 402.926s (Solving', ' 342.77s 1st Model', ' 213.67s Unsat', ' 0.00s)']",[' 400.734s'], ,[' 362497343'],"[' 804220   (Analyzed', ' 107947)']","[' 3316     (Average', ' 32.55 Last', ' 3095)']",[' 26158.4 '],"[' 3973     (Average Length', ' 1986.00 Splits', ' 0)']","[' 107947   (Deleted', ' 90510)']","[' 53       (Ratio', '   0.05%)']","[' 12193    (Ratio', '  11.30%)']","[' 107947   (Average Length', '   44.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 107947   (Average', ' 2461.86 Max', ' 24400 Sum', ' 265750065)']","[' 107947   (Average', ' 2461.86 Max', ' 24400 Sum', ' 265750065 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 138462  '],[' 25500   '],[' 141433  '],[' 103922  '],"[' 311762   (Atom=Atom', ' 79420 Body=Body', ' 50950 Other', ' 181392)']",[' Yes'],"[' 29471    (Eliminated', '    0 Frozen', ' 29471)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.0489'],[' 0'], ,[' 114.303'],[' 0'],[' 18.1245'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.15421e+08'],[' 3.89193e+08'],[' 0'],[' 1.51367e+09'],[' 0'],[' 0'],[' 3948 ']
Solving...,TA67, ,[' 1'],[' 11919+'],[' 5961'],"[' 706.145s (Solving', ' 607.44s 1st Model', ' 432.32s Unsat', ' 0.00s)']",[' 702.734s'], ,[' 554712346'],"[' 1526487  (Analyzed', ' 174918)']","[' 5111     (Average', ' 34.22 Last', ' 9632)']",[' 26622.0 '],"[' 5961     (Average Length', ' 2980.00 Splits', ' 0)']","[' 174918   (Deleted', ' 153211)']","[' 67       (Ratio', '   0.04%)']","[' 18759    (Ratio', '  10.72%)']","[' 174918   (Average Length', '   44.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 174918   (Average', ' 2357.49 Max', ' 24399 Sum', ' 412367450)']","[' 174918   (Average', ' 2357.49 Max', ' 24399 Sum', ' 412367450 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 140450  '],[' 25500   '],[' 145409  '],[' 105910  '],"[' 317726   (Atom=Atom', ' 81408 Body=Body', ' 50950 Other', ' 185368)']",[' Yes'],"[' 31459    (Eliminated', '    0 Frozen', ' 31459)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.4317'],[' 0'], ,[' 210.049'],[' 0'],[' 31.5178'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.55631e+08'],[' 6.14729e+08'],[' 0'],[' 2.80056e+09'],[' 0'],[' 0'],[' 4020 ']
Solving...,TA68, ,[' 1'],[' 9623+'],[' 4813'],"[' 589.157s (Solving', ' 502.86s 1st Model', ' 336.31s Unsat', ' 0.00s)']",[' 586.609s'], ,[' 398483145'],"[' 928145   (Analyzed', ' 116808)']","[' 3773     (Average', ' 30.96 Last', ' 8379)']",[' 26395.1 '],"[' 4813     (Average Length', ' 2406.00 Splits', ' 0)']","[' 116808   (Deleted', ' 98648)']","[' 51       (Ratio', '   0.04%)']","[' 13088    (Ratio', '  11.20%)']","[' 116808   (Average Length', '   44.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 116808   (Average', ' 2415.82 Max', ' 24414 Sum', ' 282187378)']","[' 116808   (Average', ' 2415.82 Max', ' 24414 Sum', ' 282187378 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 139302  '],[' 25500   '],[' 143113  '],[' 104762  '],"[' 314282   (Atom=Atom', ' 80260 Body=Body', ' 50950 Other', ' 183072)']",[' Yes'],"[' 30311    (Eliminated', '    0 Frozen', ' 30311)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.7243'],[' 0'], ,[' 177.373'],[' 0'],[' 27.5355'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.57942e+08'],[' 4.2924e+08'],[' 0'],[' 1.83499e+09'],[' 0'],[' 0'],[' 3842 ']
Solving...,TA69, ,[' 1'],[' 9975+'],[' 4989'],"[' 722.500s (Solving', ' 629.18s 1st Model', ' 453.85s Unsat', ' 0.00s)']",[' 717.375s'], ,[' 500261574'],"[' 1144049  (Analyzed', ' 162836)']","[' 4291     (Average', ' 37.95 Last', ' 9424)']",[' 26302.5 '],"[' 4989     (Average Length', ' 2494.00 Splits', ' 0)']","[' 162836   (Deleted', ' 141245)']","[' 73       (Ratio', '   0.04%)']","[' 17836    (Ratio', '  10.95%)']","[' 162836   (Average Length', '   46.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 162836   (Average', ' 2336.41 Max', ' 24418 Sum', ' 380450975)']","[' 162836   (Average', ' 2336.41 Max', ' 24418 Sum', ' 380450975 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 139478  '],[' 25500   '],[' 143465  '],[' 104938  '],"[' 314810   (Atom=Atom', ' 80436 Body=Body', ' 50950 Other', ' 183424)']",[' Yes'],"[' 30487    (Eliminated', '    0 Frozen', ' 30487)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.6779'],[' 0'], ,[' 222.138'],[' 0'],[' 34.2576'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.88803e+08'],[' 5.52298e+08'],[' 0'],[' 2.37565e+09'],[' 0'],[' 0'],[' 4138 ']
Solving...,TA70, ,[' 1'],[' 10717+'],[' 5360'],"[' 889.992s (Solving', ' 789.15s 1st Model', ' 604.27s Unsat', ' 0.00s)']",[' 884.813s'], ,[' 615328214'],"[' 1377279  (Analyzed', ' 214023)']","[' 4653     (Average', ' 46.00 Last', ' 17134)']",[' 26351.4 '],"[' 5360     (Average Length', ' 2679.50 Splits', ' 0)']","[' 214023   (Deleted', ' 186476)']","[' 102      (Ratio', '   0.05%)']","[' 24033    (Ratio', '  11.23%)']","[' 214023   (Average Length', '   45.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 214023   (Average', ' 2276.42 Max', ' 24428 Sum', ' 487206510)']","[' 214023   (Average', ' 2276.42 Max', ' 24428 Sum', ' 487206510 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 139849  '],[' 25500   '],[' 144207  '],[' 105309  '],"[' 315923   (Atom=Atom', ' 80807 Body=Body', ' 50950 Other', ' 184166)']",[' Yes'],"[' 30858    (Eliminated', '    0 Frozen', ' 30858)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.5257'],[' 0'], ,[' 276.13'],[' 0'],[' 43.1456'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.47326e+08'],[' 7.00164e+08'],[' 0'],[' 2.93268e+09'],[' 0'],[' 0'],[' 4130 ']
