Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 1'],[' 4963+'],[' 2487'],"[' 603.246s (Solving', ' 590.73s 1st Model', ' 38.99s Unsat', ' 0.00s)']",[' 601.922s'], ,[' 126969654'],"[' 18631708 (Analyzed', ' 18399345)']","[' 36121    (Average', ' 509.38 Last', ' 55236)']",[' 3796.4  '],"[' 2487     (Average Length', ' 1296.06 Splits', ' 0)']","[' 18399345 (Deleted', ' 18143039)']","[' 239      (Ratio', '   0.00%)']","[' 20165    (Ratio', '   0.11%)']","[' 18399345 (Average Length', '   12.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18399345 (Average', '  6.56 Max', ' 4166 Sum', ' 120721637)']","[' 18398678 (Average', '  6.52 Max', ' 4166 Sum', ' 119937328 Ratio', '  99.35%)']","[' 667      (Average', ' 1175.88 Max', ' 1732 Sum', ' 784309 Ratio', '   0.65%)']", ,[' 113357  '],[' 6241    '],[' 105840  '],[' 50234   '],"[' 129748   (Atom=Atom', ' 36128 Body=Body', ' 23894 Other', ' 69726)']",[' Yes'],"[' 9089     (Eliminated', '    0 Frozen', ' 9089)']","[' 3185     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.65996'],[' 0'], ,[' 374.312'],[' 0'],[' 13.5017'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.05902e+08'],[' 2.23976e+08'],[' 0'],[' 2.29776e+10'],[' 0'],[' 0'],[' 754 '],[' 1410 '],[' 2097 '],[' 2682 '],[' 3187 '],[' 5 '],[' 0 ']
Solving...,TA62, , ,[' 1'],[' 5383+'],[' 2697'],"[' 559.706s (Solving', ' 546.33s 1st Model', ' 139.20s Unsat', ' 72.06s)']",[' 558.438s'], ,[' 154400205'],"[' 15062390 (Analyzed', ' 14719781)']","[' 30615    (Average', ' 480.80 Last', ' 114138)']",[' 4058.9  '],"[' 2697     (Average Length', ' 1375.56 Splits', ' 0)']","[' 14719781 (Deleted', ' 14516818)']","[' 314      (Ratio', '   0.00%)']","[' 19059    (Ratio', '   0.13%)']","[' 14719781 (Average Length', '   12.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14719781 (Average', ' 10.00 Max', ' 4813 Sum', ' 147151688)']","[' 14719016 (Average', '  9.94 Max', ' 4813 Sum', ' 146259902 Ratio', '  99.39%)']","[' 765      (Average', ' 1165.73 Max', ' 1863 Sum', ' 891786 Ratio', '   0.61%)']", ,[' 113681  '],[' 6277    '],[' 106369  '],[' 50539   '],"[' 131010   (Atom=Atom', ' 36518 Body=Body', ' 24009 Other', ' 70483)']",[' Yes'],"[' 9303     (Eliminated', '    0 Frozen', ' 9303)']","[' 2961     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.8995'],[' 0'], ,[' 321.36'],[' 0'],[' 13.47'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.9289e+08'],[' 2.99638e+08'],[' 0'],[' 1.84756e+10'],[' 0'],[' 0'],[' 831 '],[' 1465 '],[' 2090 '],[' 2689 '],[' 3205 '],[' 4 '],[' 1 ']
Solving...,TA63, , ,[' 1'],[' 4559+'],[' 2285'],"[' 603.182s (Solving', ' 591.78s 1st Model', ' 143.15s Unsat', ' 0.00s)']",[' 601.922s'], ,[' 163967806'],"[' 16186299 (Analyzed', ' 15994486)']","[' 32957    (Average', ' 485.31 Last', ' 596780)']",[' 3563.9  '],"[' 2285     (Average Length', ' 1201.03 Splits', ' 0)']","[' 15994486 (Deleted', ' 15801582)']","[' 301      (Ratio', '   0.00%)']","[' 21714    (Ratio', '   0.14%)']","[' 15994486 (Average Length', '   12.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15994486 (Average', '  9.91 Max', ' 3736 Sum', ' 158432178)']","[' 15993804 (Average', '  9.86 Max', ' 3736 Sum', ' 157721222 Ratio', '  99.55%)']","[' 682      (Average', ' 1042.46 Max', ' 1663 Sum', ' 710956 Ratio', '   0.45%)']", ,[' 113295  '],[' 6243    '],[' 105648  '],[' 50126   '],"[' 128785   (Atom=Atom', ' 35832 Body=Body', ' 23789 Other', ' 69164)']",[' Yes'],"[' 8884     (Eliminated', '    0 Frozen', ' 8884)']","[' 3151     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.3667'],[' 0'], ,[' 345.033'],[' 0'],[' 14.4561'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.64391e+08'],[' 3.45824e+08'],[' 0'],[' 2.00306e+10'],[' 0'],[' 0'],[' 779 '],[' 1329 '],[' 1892 '],[' 2468 '],[' 2970 '],[' 5 '],[' 0 ']
Solving...,TA64, , ,[' 1'],[' 4745+'],[' 2378'],"[' 603.050s (Solving', ' 591.25s 1st Model', ' 80.13s Unsat', ' 0.00s)']",[' 600.719s'], ,[' 127308263'],"[' 18063049 (Analyzed', ' 17757885)']","[' 35776    (Average', ' 496.36 Last', ' 424561)']",[' 3918.3  '],"[' 2378     (Average Length', ' 1239.94 Splits', ' 0)']","[' 17757885 (Deleted', ' 17550137)']","[' 244      (Ratio', '   0.00%)']","[' 16829    (Ratio', '   0.09%)']","[' 17757885 (Average Length', '   13.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17757885 (Average', '  6.81 Max', ' 4014 Sum', ' 120851894)']","[' 17757128 (Average', '  6.76 Max', ' 4014 Sum', ' 119999053 Ratio', '  99.29%)']","[' 757      (Average', ' 1126.61 Max', ' 1677 Sum', ' 852841 Ratio', '   0.71%)']", ,[' 112893  '],[' 6254    '],[' 105379  '],[' 49899   '],"[' 129568   (Atom=Atom', ' 36050 Body=Body', ' 23897 Other', ' 69621)']",[' Yes'],"[' 8937     (Eliminated', '    0 Frozen', ' 8937)']","[' 2888     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.57405'],[' 0'], ,[' 374.583'],[' 0'],[' 13.5405'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.32307e+08'],[' 2.4282e+08'],[' 0'],[' 2.24219e+10'],[' 0'],[' 0'],[' 1092 '],[' 1534 '],[' 2003 '],[' 2642 '],[' 3050 '],[' 5 '],[' 0 ']
Solving...,TA65, , ,[' 1'],[' 4923+'],[' 2467'],"[' 603.269s (Solving', ' 590.81s 1st Model', ' 59.41s Unsat', ' 0.00s)']",[' 601.813s'], ,[' 164105853'],"[' 16780845 (Analyzed', ' 16532017)']","[' 32717    (Average', ' 505.30 Last', ' 119734)']",[' 3764.8  '],"[' 2467     (Average Length', ' 1294.51 Splits', ' 0)']","[' 16532017 (Deleted', ' 16336988)']","[' 255      (Ratio', '   0.00%)']","[' 21703    (Ratio', '   0.13%)']","[' 16532017 (Average Length', '   12.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16532017 (Average', '  9.55 Max', ' 4575 Sum', ' 157893303)']","[' 16531352 (Average', '  9.50 Max', ' 4575 Sum', ' 157131576 Ratio', '  99.52%)']","[' 665      (Average', ' 1145.45 Max', ' 1780 Sum', ' 761727 Ratio', '   0.48%)']", ,[' 113364  '],[' 6262    '],[' 105952  '],[' 50224   '],"[' 129734   (Atom=Atom', ' 36110 Body=Body', ' 23898 Other', ' 69726)']",[' Yes'],"[' 9098     (Eliminated', '    0 Frozen', ' 9098)']","[' 3129     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.6718'],[' 0'], ,[' 343.447'],[' 0'],[' 13.886'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.57416e+08'],[' 3.40997e+08'],[' 0'],[' 1.96755e+10'],[' 0'],[' 0'],[' 750 '],[' 1308 '],[' 1869 '],[' 2548 '],[' 3044 '],[' 5 '],[' 0 ']
Solving...,TA66, , ,[' 1'],[' 4913+'],[' 2462'],"[' 504.424s (Solving', ' 492.52s 1st Model', ' 57.38s Unsat', ' 16.52s)']",[' 503.688s'], ,[' 98066490'],"[' 13592493 (Analyzed', ' 13379895)']","[' 27721    (Average', ' 482.66 Last', ' 248416)']",[' 3933.1  '],"[' 2462     (Average Length', ' 1277.58 Splits', ' 0)']","[' 13379895 (Deleted', ' 13213789)']","[' 216      (Ratio', '   0.00%)']","[' 16114    (Ratio', '   0.12%)']","[' 13379895 (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13379895 (Average', '  6.85 Max', ' 5113 Sum', ' 91697368)']","[' 13379205 (Average', '  6.79 Max', ' 5113 Sum', ' 90900908 Ratio', '  99.13%)']","[' 690      (Average', ' 1154.29 Max', ' 1770 Sum', ' 796460 Ratio', '   0.87%)']", ,[' 113120  '],[' 6251    '],[' 105687  '],[' 50128   '],"[' 129587   (Atom=Atom', ' 36073 Body=Body', ' 23887 Other', ' 69627)']",[' Yes'],"[' 9041     (Eliminated', '    0 Frozen', ' 9041)']","[' 2239     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.64951'],[' 0'], ,[' 331.839'],[' 0'],[' 10.6385'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.13215e+08'],[' 1.55602e+08'],[' 0'],[' 2.05484e+10'],[' 0'],[' 0'],[' 812 '],[' 1423 '],[' 1964 '],[' 2638 '],[' 3134 '],[' 4 '],[' 1 ']
Solving...,TA67, , ,[' 1'],[' 4441+'],[' 2226'],"[' 603.097s (Solving', ' 591.85s 1st Model', ' 41.72s Unsat', ' 0.00s)']",[' 601.844s'], ,[' 140394310'],"[' 18205495 (Analyzed', ' 18017491)']","[' 35600    (Average', ' 506.11 Last', ' 140500)']",[' 3751.8  '],"[' 2226     (Average Length', ' 1165.35 Splits', ' 0)']","[' 18017491 (Deleted', ' 17805473)']","[' 288      (Ratio', '   0.00%)']","[' 19989    (Ratio', '   0.11%)']","[' 18017491 (Average Length', '   12.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18017491 (Average', '  7.46 Max', ' 3888 Sum', ' 134480269)']","[' 18016846 (Average', '  7.43 Max', ' 3888 Sum', ' 133814946 Ratio', '  99.51%)']","[' 645      (Average', ' 1031.51 Max', ' 1567 Sum', ' 665323 Ratio', '   0.49%)']", ,[' 113095  '],[' 6288    '],[' 105480  '],[' 49977   '],"[' 129543   (Atom=Atom', ' 36017 Body=Body', ' 24001 Other', ' 69525)']",[' Yes'],"[' 8922     (Eliminated', '    0 Frozen', ' 8922)']","[' 3076     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.40155'],[' 0'], ,[' 371.634'],[' 0'],[' 14.1251'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.56954e+08'],[' 2.63352e+08'],[' 0'],[' 2.27475e+10'],[' 0'],[' 0'],[' 876 '],[' 1458 '],[' 2089 '],[' 2656 '],[' 3157 '],[' 5 '],[' 0 ']
Solving...,TA68, , ,[' 1'],[' 4909+'],[' 2460'],"[' 548.400s (Solving', ' 536.17s 1st Model', ' 164.73s Unsat', ' 43.63s)']",[' 547.109s'], ,[' 145929678'],"[' 16071174 (Analyzed', ' 15761303)']","[' 33301    (Average', ' 473.30 Last', ' 367038)']",[' 3876.1  '],"[' 2460     (Average Length', ' 1270.23 Splits', ' 0)']","[' 15761303 (Deleted', ' 15550679)']","[' 260      (Ratio', '   0.00%)']","[' 19044    (Ratio', '   0.12%)']","[' 15761303 (Average Length', '   11.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15761303 (Average', '  8.85 Max', ' 3817 Sum', ' 139435573)']","[' 15760613 (Average', '  8.80 Max', ' 3817 Sum', ' 138650112 Ratio', '  99.44%)']","[' 690      (Average', ' 1138.35 Max', ' 1723 Sum', ' 785461 Ratio', '   0.56%)']", ,[' 113178  '],[' 6209    '],[' 105583  '],[' 50087   '],"[' 129146   (Atom=Atom', ' 35974 Body=Body', ' 23766 Other', ' 69406)']",[' Yes'],"[' 9001     (Eliminated', '    0 Frozen', ' 9001)']","[' 2832     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.66598'],[' 0'], ,[' 314.084'],[' 0'],[' 13.0553'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.82863e+08'],[' 2.8474e+08'],[' 0'],[' 1.8121e+10'],[' 0'],[' 0'],[' 781 '],[' 1287 '],[' 1886 '],[' 2410 '],[' 2954 '],[' 4 '],[' 1 ']
Solving...,TA69, , ,[' 1'],[' 4659+'],[' 2335'],"[' 603.111s (Solving', ' 591.40s 1st Model', ' 112.88s Unsat', ' 0.00s)']",[' 601.516s'], ,[' 163059178'],"[' 17099398 (Analyzed', ' 16879328)']","[' 33773    (Average', ' 499.79 Last', ' 687699)']",[' 3718.9  '],"[' 2335     (Average Length', ' 1219.32 Splits', ' 0)']","[' 16879328 (Deleted', ' 16698302)']","[' 324      (Ratio', '   0.00%)']","[' 21893    (Ratio', '   0.13%)']","[' 16879328 (Average Length', '   14.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16879328 (Average', '  9.31 Max', ' 3957 Sum', ' 157082863)']","[' 16878667 (Average', '  9.26 Max', ' 3957 Sum', ' 156337545 Ratio', '  99.53%)']","[' 661      (Average', ' 1127.56 Max', ' 1652 Sum', ' 745318 Ratio', '   0.47%)']", ,[' 113385  '],[' 6329    '],[' 105990  '],[' 50290   '],"[' 130546   (Atom=Atom', ' 36302 Body=Body', ' 24156 Other', ' 70088)']",[' Yes'],"[' 9060     (Eliminated', '    0 Frozen', ' 9060)']","[' 3219     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.50404'],[' 0'], ,[' 359.926'],[' 0'],[' 14.8333'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.14927e+08'],[' 3.12583e+08'],[' 0'],[' 2.17579e+10'],[' 0'],[' 0'],[' 978 '],[' 1549 '],[' 2139 '],[' 2783 '],[' 3298 '],[' 5 '],[' 0 ']
Solving...,TA70, , ,[' 1'],[' 4301+'],[' 2156'],"[' 602.816s (Solving', ' 592.56s 1st Model', ' 36.32s Unsat', ' 0.00s)']",[' 601.609s'], ,[' 123677780'],"[' 17475252 (Analyzed', ' 17242112)']","[' 33780    (Average', ' 510.42 Last', ' 120500)']",[' 3697.1  '],"[' 2156     (Average Length', ' 1153.07 Splits', ' 0)']","[' 17242112 (Deleted', ' 17017351)']","[' 335      (Ratio', '   0.00%)']","[' 14960    (Ratio', '   0.09%)']","[' 17242112 (Average Length', '   12.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17242112 (Average', '  6.85 Max', ' 4387 Sum', ' 118130082)']","[' 17241398 (Average', '  6.81 Max', ' 4387 Sum', ' 117358284 Ratio', '  99.35%)']","[' 714      (Average', ' 1080.95 Max', ' 1583 Sum', ' 771798 Ratio', '   0.65%)']", ,[' 112473  '],[' 6252    '],[' 104962  '],[' 49669   '],"[' 128180   (Atom=Atom', ' 35611 Body=Body', ' 23743 Other', ' 68826)']",[' Yes'],"[' 8820     (Eliminated', '    0 Frozen', ' 8820)']","[' 2828     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.25525'],[' 0'], ,[' 383.308'],[' 0'],[' 13.5223'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.38868e+08'],[' 2.48414e+08'],[' 0'],[' 2.34758e+10'],[' 0'],[' 0'],[' 880 '],[' 1529 '],[' 2404 '],[' 2969 '],[' 3530 '],[' 5 '],[' 0 ']
