Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Completion Time for Window 10 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 885'],[' 453'],"[' 7.448s (Solving', ' 4.45s 1st Model', ' 1.05s Unsat', ' 0.30s)']",[' 7.500s'], ,[' 700663  '],"[' 45579    (Analyzed', ' 15912)']","[' 250      (Average', ' 63.65 Last', ' 325)']",[' 1078.9  '],"[' 453      (Average Length', ' 214.67 Splits', ' 0)']","[' 15912    (Deleted', ' 8539)']","[' 67       (Ratio', '   0.42%)']","[' 359      (Ratio', '   2.26%)']","[' 15912    (Average Length', '    7.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15912    (Average', ' 18.24 Max', ' 1550 Sum', ' 290229)']","[' 15832    (Average', ' 18.08 Max', ' 1550 Sum', ' 287755 Ratio', '  99.15%)']","[' 80       (Average', ' 30.93 Max', ' 307 Sum', '   2474 Ratio', '   0.85%)']", ,[' 71611   '],[' 2404    '],[' 71288   '],[' 40216   '],"[' 120644   (Atom=Atom', ' 38560 Body=Body', ' 21479 Other', ' 60605)']",[' Yes'],"[' 2831     (Eliminated', '    0 Frozen', ' 2831)']","[' 1        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.669239'],[' 0'], ,[' 1.63339'],[' 0'],[' 0.0712857'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.58506e+06'],[' 6.26335e+06'],[' 0'],[' 4.88302e+07'],[' 0'],[' 0'],[' 572 '],[' 853 '],[' 1216 '],[' 1624 '],[' 1993 '],[' 2366 '],[' 2680 '],[' 3018 '],[' 3332 '],[' 3520 '],[' 0 '],[' 10 ']
Solving...,TA52, , ,[' 899'],[' 460'],"[' 11.231s (Solving', ' 8.17s 1st Model', ' 1.01s Unsat', ' 0.46s)']",[' 11.078s'], ,[' 773868  '],"[' 276301   (Analyzed', ' 25999)']","[' 508      (Average', ' 51.18 Last', ' 139)']",[' 1049.5  '],"[' 460      (Average Length', ' 221.83 Splits', ' 0)']","[' 25999    (Deleted', ' 16649)']","[' 73       (Ratio', '   0.28%)']","[' 554      (Ratio', '   2.13%)']","[' 25999    (Average Length', '    7.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 25999    (Average', '  5.88 Max', ' 547 Sum', ' 152982)']","[' 25921    (Average', '  5.79 Max', ' 481 Sum', ' 150426 Ratio', '  98.33%)']","[' 78       (Average', ' 32.77 Max', ' 344 Sum', '   2556 Ratio', '   1.67%)']", ,[' 71757   '],[' 2434    '],[' 71446   '],[' 40463   '],"[' 121385   (Atom=Atom', ' 38777 Body=Body', ' 21509 Other', ' 61099)']",[' Yes'],"[' 2873     (Eliminated', '    0 Frozen', ' 2873)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.697991'],[' 0'], ,[' 4.81308'],[' 0'],[' 0.0927946'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.85815e+06'],[' 6.29524e+06'],[' 0'],[' 2.96402e+08'],[' 0'],[' 0'],[' 522 '],[' 814 '],[' 1277 '],[' 1614 '],[' 1992 '],[' 2378 '],[' 2703 '],[' 3035 '],[' 3342 '],[' 3521 '],[' 0 '],[' 10 ']
Solving...,TA53, , ,[' 945'],[' 483'],"[' 13.241s (Solving', ' 10.26s 1st Model', ' 0.84s Unsat', ' 4.72s)']",[' 13.297s'], ,[' 1174894 '],"[' 500531   (Analyzed', ' 359044)']","[' 1402     (Average', ' 256.09 Last', ' 294)']",[' 1020.5  '],"[' 483      (Average Length', ' 229.41 Splits', ' 0)']","[' 359044   (Deleted', ' 349090)']","[' 83       (Ratio', '   0.02%)']","[' 718      (Ratio', '   0.20%)']","[' 359044   (Average Length', '    9.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 359044   (Average', '  1.82 Max', ' 1192 Sum', ' 652147)']","[' 358961   (Average', '  1.82 Max', ' 1192 Sum', ' 652064 Ratio', '  99.99%)']","[' 83       (Average', '  1.00 Max', '   1 Sum', '     83 Ratio', '   0.01%)']", ,[' 71871   '],[' 2423    '],[' 71578   '],[' 40629   '],"[' 121883   (Atom=Atom', ' 38954 Body=Body', ' 21498 Other', ' 61431)']",[' Yes'],"[' 2880     (Eliminated', '    0 Frozen', ' 2880)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.635412'],[' 0'], ,[' 4.78161'],[' 0'],[' 0.140479'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.60485e+06'],[' 6.41819e+06'],[' 0'],[' 2.70035e+08'],[' 0'],[' 0'],[' 426 '],[' 759 '],[' 1066 '],[' 1447 '],[' 1716 '],[' 2076 '],[' 2437 '],[' 2755 '],[' 3068 '],[' 3259 '],[' 0 '],[' 10 ']
Solving...,TA54, , ,[' 1167'],[' 594'],"[' 14.720s (Solving', ' 10.89s 1st Model', ' 1.44s Unsat', ' 5.35s)']",[' 14.375s'], ,[' 1001569 '],"[' 53025    (Analyzed', ' 47951)']","[' 189      (Average', ' 253.71 Last', ' 336)']",[' 1158.2  '],"[' 594      (Average Length', ' 280.43 Splits', ' 0)']","[' 47951    (Deleted', ' 43184)']","[' 56       (Ratio', '   0.12%)']","[' 509      (Ratio', '   1.06%)']","[' 47951    (Average Length', '    8.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 47951    (Average', ' 10.10 Max', ' 1590 Sum', ' 484152)']","[' 47892    (Average', ' 10.07 Max', ' 1590 Sum', ' 482787 Ratio', '  99.72%)']","[' 59       (Average', ' 23.14 Max', ' 168 Sum', '   1365 Ratio', '   0.28%)']", ,[' 71636   '],[' 2399    '],[' 71442   '],[' 40150   '],"[' 120446   (Atom=Atom', ' 38499 Body=Body', ' 21474 Other', ' 60473)']",[' Yes'],"[' 2955     (Eliminated', '    0 Frozen', ' 2955)']","[' 1        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.858216'],[' 0'], ,[' 6.56486'],[' 0'],[' 0.157545'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.93343e+06'],[' 8.46998e+06'],[' 0'],[' 6.90527e+08'],[' 0'],[' 0'],[' 535 '],[' 904 '],[' 1163 '],[' 1497 '],[' 1839 '],[' 2117 '],[' 2409 '],[' 2688 '],[' 3038 '],[' 3230 '],[' 0 '],[' 10 ']
Solving...,TA55, , ,[' 1085'],[' 553'],"[' 8.807s (Solving', ' 5.25s 1st Model', ' 1.44s Unsat', ' 0.14s)']",[' 8.594s'], ,[' 853709  '],"[' 14039    (Analyzed', ' 5269)']","[' 33       (Average', ' 159.67 Last', ' 156)']",[' 1122.0  '],"[' 553      (Average Length', ' 263.84 Splits', ' 0)']","[' 5269     (Deleted', ' 0)']","[' 82       (Ratio', '   1.56%)']","[' 333      (Ratio', '   6.32%)']","[' 5269     (Average Length', '    6.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5269     (Average', ' 71.97 Max', ' 1568 Sum', ' 379217)']","[' 5185     (Average', ' 71.67 Max', ' 1568 Sum', ' 377623 Ratio', '  99.58%)']","[' 84       (Average', ' 18.98 Max', ' 224 Sum', '   1594 Ratio', '   0.42%)']", ,[' 71229   '],[' 2387    '],[' 70998   '],[' 40175   '],"[' 120521   (Atom=Atom', ' 38536 Body=Body', ' 21462 Other', ' 60523)']",[' Yes'],"[' 2906     (Eliminated', '    0 Frozen', ' 2906)']","[' 1        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.79799'],[' 0'], ,[' 1.78684'],[' 0'],[' 0.0837566'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.78138e+06'],[' 7.44667e+06'],[' 0'],[' 4.32395e+07'],[' 0'],[' 0'],[' 425 '],[' 795 '],[' 1133 '],[' 1475 '],[' 1892 '],[' 2349 '],[' 2656 '],[' 2968 '],[' 3224 '],[' 3451 '],[' 0 '],[' 10 ']
Solving...,TA56, , ,[' 705'],[' 363'],"[' 11.947s (Solving', ' 9.56s 1st Model', ' 0.85s Unsat', ' 4.21s)']",[' 11.938s'], ,[' 663955  '],"[' 246286   (Analyzed', ' 65767)']","[' 571      (Average', ' 115.18 Last', ' 625)']",[' 996.7   '],"[' 363      (Average Length', ' 173.65 Splits', ' 0)']","[' 65767    (Deleted', ' 57959)']","[' 82       (Ratio', '   0.12%)']","[' 543      (Ratio', '   0.83%)']","[' 65767    (Average Length', '    8.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 65767    (Average', '  2.91 Max', ' 640 Sum', ' 191361)']","[' 65683    (Average', '  2.90 Max', ' 640 Sum', ' 190401 Ratio', '  99.50%)']","[' 84       (Average', ' 11.43 Max', ' 293 Sum', '    960 Ratio', '   0.50%)']", ,[' 71055   '],[' 2394    '],[' 70652   '],[' 40040   '],"[' 120116   (Atom=Atom', ' 38394 Body=Body', ' 21469 Other', ' 60253)']",[' Yes'],"[' 2741     (Eliminated', '    0 Frozen', ' 2741)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.53233'],[' 0'], ,[' 6.74873'],[' 0'],[' 0.128062'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.45865e+06'],[' 4.92286e+06'],[' 0'],[' 6.43775e+08'],[' 0'],[' 0'],[' 571 '],[' 876 '],[' 1258 '],[' 1625 '],[' 1891 '],[' 2340 '],[' 2610 '],[' 2903 '],[' 3216 '],[' 3480 '],[' 0 '],[' 10 ']
Solving...,TA57, , ,[' 929'],[' 475'],"[' 7.839s (Solving', ' 4.79s 1st Model', ' 1.24s Unsat', ' 0.31s)']",[' 7.641s'], ,[' 755345  '],"[' 12114    (Analyzed', ' 6741)']","[' 52       (Average', ' 129.63 Last', ' 248)']",[' 1122.7  '],"[' 475      (Average Length', ' 229.52 Splits', ' 0)']","[' 6741     (Deleted', ' 0)']","[' 75       (Ratio', '   1.11%)']","[' 365      (Ratio', '   5.41%)']","[' 6741     (Average Length', '    6.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6741     (Average', ' 49.95 Max', ' 1607 Sum', ' 336685)']","[' 6657     (Average', ' 49.63 Max', ' 1607 Sum', ' 334583 Ratio', '  99.38%)']","[' 84       (Average', ' 25.02 Max', ' 170 Sum', '   2102 Ratio', '   0.62%)']", ,[' 71675   '],[' 2423    '],[' 71382   '],[' 40311   '],"[' 120929   (Atom=Atom', ' 38636 Body=Body', ' 21498 Other', ' 60795)']",[' Yes'],"[' 2880     (Eliminated', '    0 Frozen', ' 2880)']","[' 1        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.703425'],[' 0'], ,[' 1.67628'],[' 0'],[' 0.0742796'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.94797e+06'],[' 6.6467e+06'],[' 0'],[' 5.68351e+07'],[' 0'],[' 0'],[' 600 '],[' 905 '],[' 1288 '],[' 1607 '],[' 1969 '],[' 2483 '],[' 2782 '],[' 3120 '],[' 3457 '],[' 3665 '],[' 0 '],[' 10 ']
Solving...,TA58, , ,[' 983'],[' 502'],"[' 10.215s (Solving', ' 7.01s 1st Model', ' 1.11s Unsat', ' 0.48s)']",[' 10.031s'], ,[' 787909  '],"[' 132937   (Analyzed', ' 7275)']","[' 166      (Average', ' 43.83 Last', ' 190)']",[' 1092.9  '],"[' 502      (Average Length', ' 241.30 Splits', ' 0)']","[' 7275     (Deleted', ' 3191)']","[' 81       (Ratio', '   1.11%)']","[' 421      (Ratio', '   5.79%)']","[' 7275     (Average Length', '    6.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7275     (Average', ' 33.49 Max', ' 1104 Sum', ' 243640)']","[' 7194     (Average', ' 33.42 Max', ' 1104 Sum', ' 243149 Ratio', '  99.80%)']","[' 81       (Average', '  6.06 Max', '  83 Sum', '    491 Ratio', '   0.20%)']", ,[' 71580   '],[' 2407    '],[' 71306   '],[' 40244   '],"[' 120728   (Atom=Atom', ' 38585 Body=Body', ' 21482 Other', ' 60661)']",[' Yes'],"[' 2883     (Eliminated', '    0 Frozen', ' 2883)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.722712'],[' 0'], ,[' 3.8071'],[' 0'],[' 0.0919158'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.09946e+06'],[' 6.67209e+06'],[' 0'],[' 2.32978e+08'],[' 0'],[' 0'],[' 464 '],[' 853 '],[' 1111 '],[' 1556 '],[' 1900 '],[' 2287 '],[' 2599 '],[' 2912 '],[' 3249 '],[' 3504 '],[' 0 '],[' 10 ']
Solving...,TA59, , ,[' 987'],[' 504'],"[' 9.122s (Solving', ' 5.95s 1st Model', ' 1.02s Unsat', ' 0.19s)']",[' 9.156s'], ,[' 763679  '],"[' 129077   (Analyzed', ' 6126)']","[' 290      (Average', ' 21.12 Last', ' 125)']",[' 1061.7  '],"[' 504      (Average Length', ' 241.34 Splits', ' 0)']","[' 6126     (Deleted', ' 0)']","[' 77       (Ratio', '   1.26%)']","[' 346      (Ratio', '   5.65%)']","[' 6126     (Average Length', '    6.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6126     (Average', ' 38.75 Max', ' 1584 Sum', ' 237371)']","[' 6045     (Average', ' 38.40 Max', ' 1584 Sum', ' 235260 Ratio', '  99.11%)']","[' 81       (Average', ' 26.06 Max', ' 386 Sum', '   2111 Ratio', '   0.89%)']", ,[' 71095   '],[' 2390    '],[' 70824   '],[' 40199   '],"[' 120593   (Atom=Atom', ' 38557 Body=Body', ' 21465 Other', ' 60571)']",[' Yes'],"[' 2869     (Eliminated', '    0 Frozen', ' 2869)']","[' 1        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.715601'],[' 0'], ,[' 2.69523'],[' 0'],[' 0.0797107'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.77454e+06'],[' 6.35915e+06'],[' 0'],[' 1.32232e+08'],[' 0'],[' 0'],[' 430 '],[' 765 '],[' 1085 '],[' 1404 '],[' 1775 '],[' 2170 '],[' 2565 '],[' 2914 '],[' 3258 '],[' 3472 '],[' 0 '],[' 10 ']
Solving...,TA60, , ,[' 873'],[' 447'],"[' 6.920s (Solving', ' 4.01s 1st Model', ' 1.08s Unsat', ' 0.11s)']",[' 6.969s'], ,[' 686055  '],"[' 9732     (Analyzed', ' 4166)']","[' 37       (Average', ' 112.59 Last', ' 75)']",[' 1041.3  '],"[' 447      (Average Length', ' 215.76 Splits', ' 0)']","[' 4166     (Deleted', ' 0)']","[' 84       (Ratio', '   2.02%)']","[' 282      (Ratio', '   6.77%)']","[' 4166     (Average Length', '    5.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4166     (Average', ' 76.96 Max', ' 1576 Sum', ' 320611)']","[' 4077     (Average', ' 76.72 Max', ' 1576 Sum', ' 319610 Ratio', '  99.69%)']","[' 89       (Average', ' 11.25 Max', ' 357 Sum', '   1001 Ratio', '   0.31%)']", ,[' 71403   '],[' 2396    '],[' 71081   '],[' 40156   '],"[' 120464   (Atom=Atom', ' 38508 Body=Body', ' 21471 Other', ' 60485)']",[' Yes'],"[' 2824     (Eliminated', '    0 Frozen', ' 2824)']","[' 3        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.656881'],[' 0'], ,[' 1.3398'],[' 0'],[' 0.0670121'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.99984e+06'],[' 5.74016e+06'],[' 0'],[' 2.90572e+07'],[' 0'],[' 0'],[' 462 '],[' 800 '],[' 1157 '],[' 1488 '],[' 1850 '],[' 2235 '],[' 2606 '],[' 2894 '],[' 3234 '],[' 3423 '],[' 0 '],[' 10 ']
