Optimal Found Or Timeout,Instances,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Optimization,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNKNOWN,TA41,[' 2244+'],[' 2245'],"[' 595.894s (Solving', ' 580.80s 1st Model', ' 517.80s Unsat', ' 0.00s)']",[' 595.406s'], ,[' 332768672'],"[' 1374876  (Analyzed', ' 1374876)']","[' 3945     (Average', ' 348.51 Last', ' 12205)']",[' 8408.1  '],"[' 2245     (Average Length', ' 1.00 Splits', ' 0)']","[' 1374876  (Deleted', ' 1338090)']","[' 375      (Ratio', '   0.03%)']","[' 32515    (Ratio', '   2.36%)']","[' 1374876  (Average Length', '   25.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1374876  (Average', ' 228.14 Max', ' 8650 Sum', ' 313665271)']","[' 1374876  (Average', ' 228.14 Max', ' 8650 Sum', ' 313665271 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 51785   '],[' 9300    '],[' 51185   '],[' 45841   '],"[' 120119   (Atom=Atom', ' 28439 Body=Body', ' 28440 Other', ' 63240)']",[' Yes'],"[' 11544    (Eliminated', '    0 Frozen', ' 9300)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2559'],[' 3.05393'],[' 0'], ,[' 203.293'],[' 0'],[' 23.4256'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.00974e+09'],[' 9.08426e+08'],[' 0'],[' 7.32619e+09'],[' 0'],[' 0']
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNKNOWN,TA42,[' 2407+'],[' 2408'],"[' 595.961s (Solving', ' 580.52s 1st Model', ' 571.38s Unsat', ' 0.00s)']",[' 595.000s'], ,[' 351435708'],"[' 1395149  (Analyzed', ' 1395149)']","[' 4259     (Average', ' 327.58 Last', ' 5862)']",[' 8405.8  '],"[' 2408     (Average Length', ' 1.00 Splits', ' 0)']","[' 1395149  (Deleted', ' 1358584)']","[' 381      (Ratio', '   0.03%)']","[' 32734    (Ratio', '   2.35%)']","[' 1395149  (Average Length', '   23.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1395149  (Average', ' 237.22 Max', ' 8642 Sum', ' 330960000)']","[' 1395149  (Average', ' 237.22 Max', ' 8642 Sum', ' 330960000 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 51948   '],[' 9300    '],[' 51348   '],[' 45841   '],"[' 120119   (Atom=Atom', ' 28439 Body=Body', ' 28440 Other', ' 63240)']",[' Yes'],"[' 11707    (Eliminated', '    0 Frozen', ' 9300)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2437'],[' 3.28203'],[' 0'], ,[' 202.609'],[' 0'],[' 23.6654'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.0361e+09'],[' 9.37367e+08'],[' 0'],[' 7.61971e+09'],[' 0'],[' 0']
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNKNOWN,TA43,[' 2527+'],[' 2528'],"[' 596.036s (Solving', ' 580.58s 1st Model', ' 516.48s Unsat', ' 0.00s)']",[' 594.484s'], ,[' 357890551'],"[' 1457021  (Analyzed', ' 1457021)']","[' 4485     (Average', ' 324.87 Last', ' 12171)']",[' 8360.2  '],"[' 2528     (Average Length', ' 1.00 Splits', ' 0)']","[' 1457021  (Deleted', ' 1420114)']","[' 352      (Ratio', '   0.02%)']","[' 32011    (Ratio', '   2.20%)']","[' 1457021  (Average Length', '   25.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1457021  (Average', ' 230.95 Max', ' 8631 Sum', ' 336492775)']","[' 1457021  (Average', ' 230.95 Max', ' 8631 Sum', ' 336492775 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 52068   '],[' 9300    '],[' 51468   '],[' 45841   '],"[' 120119   (Atom=Atom', ' 28439 Body=Body', ' 28440 Other', ' 63240)']",[' Yes'],"[' 11827    (Eliminated', '    0 Frozen', ' 9300)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2376'],[' 3.07291'],[' 0'], ,[' 202.337'],[' 0'],[' 22.7331'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.09359e+09'],[' 9.87463e+08'],[' 0'],[' 8.165e+09'],[' 0'],[' 0']
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNKNOWN,TA44,[' 1986+'],[' 1987'],"[' 596.914s (Solving', ' 584.97s 1st Model', ' 521.38s Unsat', ' 0.00s)']",[' 596.125s'], ,[' 364034621'],"[' 1488904  (Analyzed', ' 1488904)']","[' 4118     (Average', ' 361.56 Last', ' 12753)']",[' 8385.1  '],"[' 1987     (Average Length', ' 1.00 Splits', ' 0)']","[' 1488904  (Deleted', ' 1446690)']","[' 463      (Ratio', '   0.03%)']","[' 34853    (Ratio', '   2.34%)']","[' 1488904  (Average Length', '   26.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1488904  (Average', ' 233.15 Max', ' 8643 Sum', ' 347133728)']","[' 1488904  (Average', ' 233.15 Max', ' 8643 Sum', ' 347133728 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 51527   '],[' 9300    '],[' 50927   '],[' 45841   '],"[' 120119   (Atom=Atom', ' 28439 Body=Body', ' 28440 Other', ' 63240)']",[' Yes'],"[' 11286    (Eliminated', '    0 Frozen', ' 9300)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2546'],[' 2.41241'],[' 0'], ,[' 200.607'],[' 0'],[' 22.7377'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.14032e+09'],[' 1.03342e+09'],[' 0'],[' 7.62367e+09'],[' 0'],[' 0']
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNKNOWN,TA45,[' 2760+'],[' 2761'],"[' 595.936s (Solving', ' 579.07s 1st Model', ' 552.58s Unsat', ' 0.00s)']",[' 595.531s'], ,[' 356609296'],"[' 1375571  (Analyzed', ' 1375571)']","[' 4103     (Average', ' 335.26 Last', ' 14533)']",[' 8372.4  '],"[' 2761     (Average Length', ' 1.00 Splits', ' 0)']","[' 1375571  (Deleted', ' 1334937)']","[' 379      (Ratio', '   0.03%)']","[' 33200    (Ratio', '   2.41%)']","[' 1375571  (Average Length', '   25.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1375571  (Average', ' 242.27 Max', ' 8635 Sum', ' 333253119)']","[' 1375571  (Average', ' 242.27 Max', ' 8635 Sum', ' 333253119 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 52301   '],[' 9300    '],[' 51701   '],[' 45841   '],"[' 120119   (Atom=Atom', ' 28439 Body=Body', ' 28440 Other', ' 63240)']",[' Yes'],"[' 12060    (Eliminated', '    0 Frozen', ' 9300)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2512'],[' 3.35622'],[' 0'], ,[' 202.199'],[' 0'],[' 23.022'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.0906e+09'],[' 9.86996e+08'],[' 0'],[' 8.1348e+09'],[' 0'],[' 0']
