Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, ,[' 1'],[' 6103+'],[' 3060'],"[' 1013.881s (Solving', ' 953.11s 1st Model', ' 163.67s Unsat', ' 0.00s)']",[' 1010.531s'], ,[' 126386792'],"[' 9360606  (Analyzed', ' 8924888)']","[' 18473    (Average', ' 483.13 Last', ' 60587)']",[' 5875.4  '],"[' 3060     (Average Length', ' 1372.36 Splits', ' 0)']","[' 8924888  (Deleted', ' 8784142)']","[' 84       (Ratio', '   0.00%)']","[' 26135    (Ratio', '   0.29%)']","[' 8924888  (Average Length', '   16.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8924888  (Average', ' 12.78 Max', ' 7417 Sum', ' 114062905)']","[' 8923030  (Average', ' 12.52 Max', ' 7417 Sum', ' 111711929 Ratio', '  97.94%)']","[' 1858     (Average', ' 1265.33 Max', ' 6577 Sum', ' 2350976 Ratio', '   2.06%)']", ,[' 365958  '],[' 14093   '],[' 366644  '],[' 212715  '],"[' 638141   (Atom=Atom', ' 200620 Body=Body', ' 114993 Other', ' 322528)']",[' Yes'],"[' 16779    (Eliminated', '    0 Frozen', ' 16779)']","[' 5158     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.2076'],[' 0'], ,[' 781.146'],[' 0'],[' 14.7705'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.54439e+08'],[' 5.0168e+08'],[' 0'],[' 8.8927e+10'],[' 0'],[' 0'],[' 1187 '],[' 2043 '],[' 2977 '],[' 3728 '],[' 4648 '],[' 5567 '],[' 6187 '],[' 6766 '],[' 8 '],[' 0 ']
Solving...,TA72, ,[' 1'],[' 5779+'],[' 2898'],"[' 1012.905s (Solving', ' 958.08s 1st Model', ' 80.83s Unsat', ' 0.00s)']",[' 1008.703s'], ,[' 90205580'],"[' 10174562 (Analyzed', ' 9884293)']","[' 20639    (Average', ' 478.91 Last', ' 54450)']",[' 6141.5  '],"[' 2898     (Average Length', ' 1296.27 Splits', ' 0)']","[' 9884293  (Deleted', ' 9714427)']","[' 51       (Ratio', '   0.00%)']","[' 14038    (Ratio', '   0.14%)']","[' 9884293  (Average Length', '   14.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9884293  (Average', '  7.88 Max', ' 8124 Sum', ' 77911616)']","[' 9882496  (Average', '  7.64 Max', ' 8124 Sum', ' 75498778 Ratio', '  96.90%)']","[' 1797     (Average', ' 1342.70 Max', ' 2246 Sum', ' 2412838 Ratio', '   3.10%)']", ,[' 364455  '],[' 13852   '],[' 364979  '],[' 212278  '],"[' 636830   (Atom=Atom', ' 200424 Body=Body', ' 114752 Other', ' 321654)']",[' Yes'],"[' 16376    (Eliminated', '    0 Frozen', ' 16376)']","[' 2833     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.9886'],[' 0'], ,[' 813.277'],[' 0'],[' 13.285'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.01822e+08'],[' 3.63922e+08'],[' 0'],[' 9.15302e+10'],[' 0'],[' 0'],[' 944 '],[' 1814 '],[' 2504 '],[' 3200 '],[' 3949 '],[' 4656 '],[' 5455 '],[' 6037 '],[' 8 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 6429+'],[' 3223'],"[' 1018.187s (Solving', ' 950.66s 1st Model', ' 211.04s Unsat', ' 0.00s)']",[' 1013.000s'], ,[' 119958398'],"[' 9115495  (Analyzed', ' 8675139)']","[' 18774    (Average', ' 462.08 Last', ' 78703)']",[' 6040.4  '],"[' 3223     (Average Length', ' 1465.93 Splits', ' 0)']","[' 8675139  (Deleted', ' 8533255)']","[' 93       (Ratio', '   0.00%)']","[' 24850    (Ratio', '   0.29%)']","[' 8675139  (Average Length', '   14.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8675139  (Average', ' 12.30 Max', ' 7322 Sum', ' 106711938)']","[' 8673374  (Average', ' 12.03 Max', ' 7322 Sum', ' 104359458 Ratio', '  97.80%)']","[' 1765     (Average', ' 1332.85 Max', ' 2508 Sum', ' 2352480 Ratio', '   2.20%)']", ,[' 365435  '],[' 13965   '],[' 366269  '],[' 212162  '],"[' 636482   (Atom=Atom', ' 200195 Body=Body', ' 114865 Other', ' 321422)']",[' Yes'],"[' 16799    (Eliminated', '    0 Frozen', ' 16799)']","[' 5023     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.9658'],[' 0'], ,[' 777.113'],[' 0'],[' 14.6395'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.36596e+08'],[' 4.85662e+08'],[' 0'],[' 8.57959e+10'],[' 0'],[' 0'],[' 1126 '],[' 1936 '],[' 2828 '],[' 3599 '],[' 4633 '],[' 5301 '],[' 5969 '],[' 6599 '],[' 8 '],[' 0 ']
Solving...,TA74, ,[' 1'],[' 5659+'],[' 2838'],"[' 1014.721s (Solving', ' 943.32s 1st Model', ' 105.17s Unsat', ' 0.00s)']",[' 996.469s'], ,[' 84103072'],"[' 9404527  (Analyzed', ' 9050452)']","[' 19688    (Average', ' 459.69 Last', ' 24411)']",[' 6010.6  '],"[' 2838     (Average Length', ' 1304.86 Splits', ' 0)']","[' 9050452  (Deleted', ' 8883481)']","[' 44       (Ratio', '   0.00%)']","[' 16600    (Ratio', '   0.18%)']","[' 9050452  (Average Length', '   13.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9050452  (Average', '  7.94 Max', ' 8270 Sum', ' 71859679)']","[' 9048808  (Average', '  7.73 Max', ' 8270 Sum', ' 70003759 Ratio', '  97.42%)']","[' 1644     (Average', ' 1128.91 Max', ' 2180 Sum', ' 1855920 Ratio', '   2.58%)']", ,[' 363924  '],[' 14000   '],[' 364461  '],[' 211526  '],"[' 634574   (Atom=Atom', ' 199524 Body=Body', ' 114900 Other', ' 320150)']",[' Yes'],"[' 16537    (Eliminated', '    0 Frozen', ' 16537)']","[' 3054     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.6516'],[' 0'], ,[' 787.068'],[' 0'],[' 13.512'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.95445e+08'],[' 3.5832e+08'],[' 0'],[' 8.79022e+10'],[' 0'],[' 0'],[' 1026 '],[' 1829 '],[' 2785 '],[' 3515 '],[' 4545 '],[' 5346 '],[' 6148 '],[' 6695 '],[' 8 '],[' 0 ']
Solving...,TA75, ,[' 1'],[' 6377+'],[' 3197'],"[' 1012.278s (Solving', ' 956.43s 1st Model', ' 415.32s Unsat', ' 0.00s)']",[' 1008.266s'], ,[' 153062609'],"[' 10506171 (Analyzed', ' 10115808)']","[' 22650    (Average', ' 446.61 Last', ' 142392)']",[' 5283.8  '],"[' 3197     (Average Length', ' 1419.75 Splits', ' 0)']","[' 10115808 (Deleted', ' 9935045)']","[' 121      (Ratio', '   0.00%)']","[' 33932    (Ratio', '   0.34%)']","[' 10115808 (Average Length', '   16.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10115808 (Average', ' 14.06 Max', ' 6663 Sum', ' 142257197)']","[' 10114083 (Average', ' 13.82 Max', ' 6663 Sum', ' 139778087 Ratio', '  98.26%)']","[' 1725     (Average', ' 1437.17 Max', ' 2478 Sum', ' 2479110 Ratio', '   1.74%)']", ,[' 365884  '],[' 14022   '],[' 366639  '],[' 212307  '],"[' 636917   (Atom=Atom', ' 200283 Body=Body', ' 114922 Other', ' 321712)']",[' Yes'],"[' 16777    (Eliminated', '    0 Frozen', ' 16777)']","[' 6627     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.0009'],[' 0'], ,[' 754.296'],[' 0'],[' 15.9559'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.70596e+08'],[' 6.01562e+08'],[' 0'],[' 9.46261e+10'],[' 0'],[' 0'],[' 993 '],[' 1785 '],[' 2601 '],[' 3315 '],[' 4115 '],[' 4839 '],[' 5526 '],[' 6080 '],[' 8 '],[' 0 ']
Solving...,TA76, ,[' 1'],[' 5869+'],[' 2943'],"[' 1013.117s (Solving', ' 960.43s 1st Model', ' 134.36s Unsat', ' 0.00s)']",[' 1010.813s'], ,[' 116889755'],"[' 11214207 (Analyzed', ' 10860851)']","[' 23044    (Average', ' 471.31 Last', ' 61805)']",[' 5555.1  '],"[' 2943     (Average Length', ' 1309.03 Splits', ' 0)']","[' 10860851 (Deleted', ' 10694297)']","[' 52       (Ratio', '   0.00%)']","[' 23115    (Ratio', '   0.21%)']","[' 10860851 (Average Length', '   13.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10860851 (Average', '  9.77 Max', ' 7237 Sum', ' 106074896)']","[' 10858941 (Average', '  9.54 Max', ' 7237 Sum', ' 103574979 Ratio', '  97.64%)']","[' 1910     (Average', ' 1308.86 Max', ' 2282 Sum', ' 2499917 Ratio', '   2.36%)']", ,[' 362724  '],[' 13833   '],[' 363265  '],[' 209580  '],"[' 628736   (Atom=Atom', ' 197745 Body=Body', ' 114733 Other', ' 316258)']",[' Yes'],"[' 16374    (Eliminated', '    0 Frozen', ' 16374)']","[' 4280     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.3539'],[' 0'], ,[' 804.75'],[' 0'],[' 13.8725'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.92036e+08'],[' 4.39628e+08'],[' 0'],[' 1.0202e+11'],[' 0'],[' 0'],[' 1016 '],[' 1868 '],[' 2556 '],[' 3251 '],[' 4052 '],[' 4787 '],[' 5477 '],[' 6103 '],[' 8 '],[' 0 ']
Solving...,TA77, ,[' 1'],[' 6027+'],[' 3022'],"[' 1013.427s (Solving', ' 958.54s 1st Model', ' 159.43s Unsat', ' 0.00s)']",[' 1011.609s'], ,[' 124183345'],"[' 11850855 (Analyzed', ' 11373190)']","[' 23964    (Average', ' 474.59 Last', ' 16527)']",[' 5895.6  '],"[' 3022     (Average Length', ' 1352.51 Splits', ' 0)']","[' 11373190 (Deleted', ' 11193625)']","[' 68       (Ratio', '   0.00%)']","[' 22839    (Ratio', '   0.20%)']","[' 11373190 (Average Length', '   14.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11373190 (Average', '  9.83 Max', ' 7700 Sum', ' 111776537)']","[' 11371441 (Average', '  9.63 Max', ' 7700 Sum', ' 109471506 Ratio', '  97.94%)']","[' 1749     (Average', ' 1317.91 Max', ' 2249 Sum', ' 2305031 Ratio', '   2.06%)']", ,[' 363930  '],[' 13851   '],[' 364551  '],[' 211971  '],"[' 635909   (Atom=Atom', ' 200118 Body=Body', ' 114751 Other', ' 321040)']",[' Yes'],"[' 16472    (Eliminated', '    0 Frozen', ' 16472)']","[' 3964     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.8358'],[' 0'], ,[' 797.373'],[' 0'],[' 14.4542'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.25765e+08'],[' 4.70394e+08'],[' 0'],[' 1.05006e+11'],[' 0'],[' 0'],[' 1147 '],[' 1916 '],[' 2694 '],[' 3463 '],[' 4284 '],[' 5071 '],[' 5790 '],[' 6321 '],[' 8 '],[' 0 ']
Solving...,TA78, ,[' 1'],[' 5477+'],[' 2747'],"[' 1012.565s (Solving', ' 962.01s 1st Model', ' 67.57s Unsat', ' 0.00s)']",[' 1010.297s'], ,[' 114743527'],"[' 9953446  (Analyzed', ' 9663208)']","[' 18528    (Average', ' 521.55 Last', ' 11629)']",[' 5682.8  '],"[' 2747     (Average Length', ' 1247.82 Splits', ' 0)']","[' 9663208  (Deleted', ' 9511593)']","[' 62       (Ratio', '   0.00%)']","[' 21827    (Ratio', '   0.23%)']","[' 9663208  (Average Length', '   17.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9663208  (Average', ' 10.78 Max', ' 7352 Sum', ' 104151613)']","[' 9661266  (Average', ' 10.54 Max', ' 7352 Sum', ' 101834479 Ratio', '  97.78%)']","[' 1942     (Average', ' 1193.17 Max', ' 2154 Sum', ' 2317134 Ratio', '   2.22%)']", ,[' 364458  '],[' 13986   '],[' 364874  '],[' 211071  '],"[' 633209   (Atom=Atom', ' 199083 Body=Body', ' 114886 Other', ' 319240)']",[' Yes'],"[' 16402    (Eliminated', '    0 Frozen', ' 16402)']","[' 4592     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.6817'],[' 0'], ,[' 816.865'],[' 0'],[' 13.9974'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.83443e+08'],[' 4.36909e+08'],[' 0'],[' 1.06997e+11'],[' 0'],[' 0'],[' 1123 '],[' 2032 '],[' 2837 '],[' 3641 '],[' 4386 '],[' 5107 '],[' 5834 '],[' 6413 '],[' 8 '],[' 0 ']
Solving...,TA79, ,[' 1'],[' 6025+'],[' 3021'],"[' 1013.056s (Solving', ' 958.39s 1st Model', ' 156.06s Unsat', ' 0.00s)']",[' 1010.859s'], ,[' 120873333'],"[' 9989787  (Analyzed', ' 9738934)']","[' 20278    (Average', ' 480.27 Last', ' 99523)']",[' 5687.1  '],"[' 3021     (Average Length', ' 1358.02 Splits', ' 0)']","[' 9738934  (Deleted', ' 9590457)']","[' 64       (Ratio', '   0.00%)']","[' 24569    (Ratio', '   0.25%)']","[' 9738934  (Average Length', '   15.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9738934  (Average', ' 11.26 Max', ' 7195 Sum', ' 109704432)']","[' 9736998  (Average', ' 11.00 Max', ' 7195 Sum', ' 107088527 Ratio', '  97.62%)']","[' 1936     (Average', ' 1351.19 Max', ' 2328 Sum', ' 2615905 Ratio', '   2.38%)']", ,[' 365806  '],[' 14001   '],[' 366426  '],[' 211848  '],"[' 635540   (Atom=Atom', ' 199845 Body=Body', ' 114901 Other', ' 320794)']",[' Yes'],"[' 16621    (Eliminated', '    0 Frozen', ' 16621)']","[' 4603     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.6952'],[' 0'], ,[' 801.013'],[' 0'],[' 13.7839'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.33625e+08'],[' 4.79702e+08'],[' 0'],[' 1.03761e+11'],[' 0'],[' 0'],[' 954 '],[' 1769 '],[' 2617 '],[' 3320 '],[' 4141 '],[' 4882 '],[' 5633 '],[' 6211 '],[' 8 '],[' 0 ']
Solving...,TA80, ,[' 1'],[' 5629+'],[' 2823'],"[' 1012.952s (Solving', ' 961.51s 1st Model', ' 137.59s Unsat', ' 0.00s)']",[' 1010.750s'], ,[' 140450066'],"[' 8046483  (Analyzed', ' 7726219)']","[' 17761    (Average', ' 435.01 Last', ' 37222)']",[' 5531.5  '],"[' 2823     (Average Length', ' 1286.33 Splits', ' 0)']","[' 7726219  (Deleted', ' 7588335)']","[' 90       (Ratio', '   0.00%)']","[' 28240    (Ratio', '   0.37%)']","[' 7726219  (Average Length', '   15.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7726219  (Average', ' 16.85 Max', ' 6988 Sum', ' 130151204)']","[' 7724392  (Average', ' 16.53 Max', ' 6988 Sum', ' 127708202 Ratio', '  98.12%)']","[' 1827     (Average', ' 1337.17 Max', ' 2210 Sum', ' 2443002 Ratio', '   1.88%)']", ,[' 365593  '],[' 13966   '],[' 366062  '],[' 212041  '],"[' 636119   (Atom=Atom', ' 200073 Body=Body', ' 114866 Other', ' 321180)']",[' Yes'],"[' 16435    (Eliminated', '    0 Frozen', ' 16435)']","[' 5413     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.9545'],[' 0'], ,[' 790.118'],[' 0'],[' 14.7104'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.01163e+08'],[' 5.34223e+08'],[' 0'],[' 1.02784e+11'],[' 0'],[' 0'],[' 932 '],[' 1850 '],[' 2858 '],[' 3529 '],[' 4151 '],[' 4827 '],[' 5546 '],[' 6070 '],[' 8 '],[' 0 ']
