Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 1'],[' 4541+'],[' 2275'],"[' 603.171s (Solving', ' 590.87s 1st Model', ' 172.41s Unsat', ' 0.00s)']",[' 601.984s'], ,[' 220902428'],"[' 9134348  (Analyzed', ' 8860951)']","[' 19164    (Average', ' 462.37 Last', ' 432274)']",[' 3988.5  '],"[' 2275     (Average Length', ' 1198.39 Splits', ' 0)']","[' 8860951  (Deleted', ' 8769043)']","[' 300      (Ratio', '   0.00%)']","[' 28839    (Ratio', '   0.33%)']","[' 8860951  (Average Length', '   13.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8860951  (Average', ' 24.20 Max', ' 3847 Sum', ' 214472974)']","[' 8860270  (Average', ' 24.12 Max', ' 3847 Sum', ' 213694475 Ratio', '  99.64%)']","[' 681      (Average', ' 1143.17 Max', ' 1516 Sum', ' 778499 Ratio', '   0.36%)']", ,[' 116578  '],[' 6832    '],[' 108343  '],[' 50485   '],"[' 136169   (Atom=Atom', ' 36962 Body=Body', ' 24540 Other', ' 74667)']",[' Yes'],"[' 9354     (Eliminated', '    0 Frozen', ' 9354)']","[' 4360     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.73022'],[' 0'], ,[' 315.733'],[' 0'],[' 17.2301'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.21834e+08'],[' 4.97226e+08'],[' 0'],[' 1.5135e+10'],[' 0'],[' 0'],[' 921 '],[' 1875 '],[' 2552 '],[' 3185 '],[' 4 '],[' 0 ']
Solving...,TA62, , ,[' 1'],[' 5031+'],[' 2520'],"[' 603.410s (Solving', ' 589.81s 1st Model', ' 260.23s Unsat', ' 0.00s)']",[' 602.438s'], ,[' 214683690'],"[' 9816076  (Analyzed', ' 9455809)']","[' 22276    (Average', ' 424.48 Last', ' 367430)']",[' 4176.1  '],"[' 2520     (Average Length', ' 1301.31 Splits', ' 0)']","[' 9455809  (Deleted', ' 9363289)']","[' 303      (Ratio', '   0.00%)']","[' 26246    (Ratio', '   0.28%)']","[' 9455809  (Average Length', '   13.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9455809  (Average', ' 21.93 Max', ' 4446 Sum', ' 207374153)']","[' 9455148  (Average', ' 21.84 Max', ' 4446 Sum', ' 206531791 Ratio', '  99.59%)']","[' 661      (Average', ' 1274.38 Max', ' 1627 Sum', ' 842362 Ratio', '   0.41%)']", ,[' 117101  '],[' 6834    '],[' 109056  '],[' 50823   '],"[' 136943   (Atom=Atom', ' 37227 Body=Body', ' 24515 Other', ' 75201)']",[' Yes'],"[' 9595     (Eliminated', '    0 Frozen', ' 9595)']","[' 3815     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.09314'],[' 0'], ,[' 320.523'],[' 0'],[' 16.8463'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.81856e+08'],[' 4.60258e+08'],[' 0'],[' 1.53882e+10'],[' 0'],[' 0'],[' 895 '],[' 1784 '],[' 2521 '],[' 3169 '],[' 4 '],[' 0 ']
Solving...,TA63, , ,[' 1'],[' 4977+'],[' 2493'],"[' 603.787s (Solving', ' 588.56s 1st Model', ' 229.87s Unsat', ' 0.00s)']",[' 601.484s'], ,[' 181470249'],"[' 10479016 (Analyzed', ' 10077016)']","[' 20935    (Average', ' 481.35 Last', ' 393961)']",[' 4141.0  '],"[' 2493     (Average Length', ' 1303.55 Splits', ' 0)']","[' 10077016 (Deleted', ' 9947888)']","[' 293      (Ratio', '   0.00%)']","[' 26381    (Ratio', '   0.26%)']","[' 10077016 (Average Length', '   12.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10077016 (Average', ' 17.29 Max', ' 4003 Sum', ' 174198800)']","[' 10076407 (Average', ' 17.22 Max', ' 4003 Sum', ' 173523711 Ratio', '  99.61%)']","[' 609      (Average', ' 1108.52 Max', ' 1669 Sum', ' 675089 Ratio', '   0.39%)']", ,[' 117067  '],[' 6864    '],[' 109084  '],[' 50938   '],"[' 136984   (Atom=Atom', ' 37221 Body=Body', ' 24547 Other', ' 75216)']",[' Yes'],"[' 9554     (Eliminated', '    0 Frozen', ' 9554)']","[' 3529     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.39766'],[' 0'], ,[' 312.397'],[' 0'],[' 16.3069'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.83589e+08'],[' 3.78956e+08'],[' 0'],[' 1.27401e+10'],[' 0'],[' 0'],[' 1005 '],[' 1673 '],[' 2354 '],[' 2992 '],[' 4 '],[' 0 ']
Solving...,TA64, , ,[' 1'],[' 4837+'],[' 2423'],"[' 604.282s (Solving', ' 587.94s 1st Model', ' 350.13s Unsat', ' 0.00s)']",[' 602.766s'], ,[' 177905519'],"[' 8528540  (Analyzed', ' 8147302)']","[' 18824    (Average', ' 432.81 Last', ' 327640)']",[' 4198.5  '],"[' 2423     (Average Length', ' 1259.07 Splits', ' 0)']","[' 8147302  (Deleted', ' 8054579)']","[' 242      (Ratio', '   0.00%)']","[' 24946    (Ratio', '   0.31%)']","[' 8147302  (Average Length', '   14.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8147302  (Average', ' 20.95 Max', ' 4538 Sum', ' 170656258)']","[' 8146633  (Average', ' 20.85 Max', ' 4538 Sum', ' 169892767 Ratio', '  99.55%)']","[' 669      (Average', ' 1141.24 Max', ' 1590 Sum', ' 763491 Ratio', '   0.45%)']", ,[' 115956  '],[' 6845    '],[' 108101  '],[' 50184   '],"[' 136789   (Atom=Atom', ' 37159 Body=Body', ' 24572 Other', ' 75058)']",[' Yes'],"[' 9416     (Eliminated', '    0 Frozen', ' 9416)']","[' 3587     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.70303'],[' 0'], ,[' 297.339'],[' 0'],[' 16.4726'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.74852e+08'],[' 3.7582e+08'],[' 0'],[' 1.09741e+10'],[' 0'],[' 0'],[' 1171 '],[' 1746 '],[' 2442 '],[' 3040 '],[' 4 '],[' 0 ']
Solving...,TA65, , ,[' 1'],[' 4741+'],[' 2375'],"[' 603.358s (Solving', ' 590.23s 1st Model', ' 227.24s Unsat', ' 0.00s)']",[' 601.328s'], ,[' 208175363'],"[' 10766251 (Analyzed', ' 10385709)']","[' 22887    (Average', ' 453.78 Last', ' 168235)']",[' 4065.2  '],"[' 2375     (Average Length', ' 1257.20 Splits', ' 0)']","[' 10385709 (Deleted', ' 10248665)']","[' 276      (Ratio', '   0.00%)']","[' 27588    (Ratio', '   0.27%)']","[' 10385709 (Average Length', '   12.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10385709 (Average', ' 19.38 Max', ' 4033 Sum', ' 201320699)']","[' 10385037 (Average', ' 19.31 Max', ' 4033 Sum', ' 200528393 Ratio', '  99.61%)']","[' 672      (Average', ' 1179.03 Max', ' 1670 Sum', ' 792306 Ratio', '   0.39%)']", ,[' 116772  '],[' 6893    '],[' 108691  '],[' 50647   '],"[' 137447   (Atom=Atom', ' 37321 Body=Body', ' 24728 Other', ' 75398)']",[' Yes'],"[' 9512     (Eliminated', '    0 Frozen', ' 9512)']","[' 4153     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.92577'],[' 0'], ,[' 309.949'],[' 0'],[' 16.74'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.62257e+08'],[' 4.48824e+08'],[' 0'],[' 1.43115e+10'],[' 0'],[' 0'],[' 882 '],[' 1619 '],[' 2385 '],[' 3070 '],[' 4 '],[' 0 ']
Solving...,TA66, , ,[' 1'],[' 5441+'],[' 2725'],"[' 604.255s (Solving', ' 587.68s 1st Model', ' 311.76s Unsat', ' 0.00s)']",[' 592.063s'], ,[' 174652024'],"[' 9335539  (Analyzed', ' 8853274)']","[' 20608    (Average', ' 429.60 Last', ' 330361)']",[' 4201.0  '],"[' 2725     (Average Length', ' 1391.65 Splits', ' 0)']","[' 8853274  (Deleted', ' 8719262)']","[' 267      (Ratio', '   0.00%)']","[' 24186    (Ratio', '   0.27%)']","[' 8853274  (Average Length', '   11.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8853274  (Average', ' 18.86 Max', ' 3983 Sum', ' 166951032)']","[' 8852580  (Average', ' 18.75 Max', ' 3983 Sum', ' 165996538 Ratio', '  99.43%)']","[' 694      (Average', ' 1375.35 Max', ' 1823 Sum', ' 954494 Ratio', '   0.57%)']", ,[' 116472  '],[' 6826    '],[' 108657  '],[' 50493   '],"[' 137424   (Atom=Atom', ' 37378 Body=Body', ' 24503 Other', ' 75543)']",[' Yes'],"[' 9732     (Eliminated', '    0 Frozen', ' 9732)']","[' 3839     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.71189'],[' 0'], ,[' 313.285'],[' 0'],[' 16.3975'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.83233e+08'],[' 3.79431e+08'],[' 0'],[' 1.36083e+10'],[' 0'],[' 0'],[' 889 '],[' 1596 '],[' 2352 '],[' 3057 '],[' 4 '],[' 0 ']
Solving...,TA67, , ,[' 1'],[' 5137+'],[' 2573'],"[' 603.957s (Solving', ' 588.09s 1st Model', ' 268.07s Unsat', ' 0.00s)']",[' 595.594s'], ,[' 173187810'],"[' 10898157 (Analyzed', ' 10421543)']","[' 23232    (Average', ' 448.59 Last', ' 441690)']",[' 4192.1  '],"[' 2573     (Average Length', ' 1328.11 Splits', ' 0)']","[' 10421543 (Deleted', ' 10283051)']","[' 276      (Ratio', '   0.00%)']","[' 25470    (Ratio', '   0.24%)']","[' 10421543 (Average Length', '   13.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10421543 (Average', ' 15.91 Max', ' 4564 Sum', ' 165757443)']","[' 10420808 (Average', ' 15.81 Max', ' 4564 Sum', ' 164799521 Ratio', '  99.42%)']","[' 735      (Average', ' 1303.30 Max', ' 1703 Sum', ' 957922 Ratio', '   0.58%)']", ,[' 117041  '],[' 6863    '],[' 109059  '],[' 50823   '],"[' 137402   (Atom=Atom', ' 37351 Body=Body', ' 24578 Other', ' 75473)']",[' Yes'],"[' 9643     (Eliminated', '    0 Frozen', ' 9643)']","[' 3944     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.47378'],[' 0'], ,[' 319.975'],[' 0'],[' 15.7536'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.53985e+08'],[' 3.57089e+08'],[' 0'],[' 1.42493e+10'],[' 0'],[' 0'],[' 1037 '],[' 1787 '],[' 2468 '],[' 3106 '],[' 4 '],[' 0 ']
Solving...,TA68, , ,[' 1'],[' 4873+'],[' 2441'],"[' 608.453s (Solving', ' 574.97s 1st Model', ' 181.22s Unsat', ' 0.00s)']",[' 596.844s'], ,[' 91672058'],"[' 8870448  (Analyzed', ' 8394662)']","[' 17050    (Average', ' 492.36 Last', ' 69358)']",[' 4379.4  '],"[' 2441     (Average Length', ' 1273.81 Splits', ' 0)']","[' 8394662  (Deleted', ' 8265747)']","[' 154      (Ratio', '   0.00%)']","[' 19002    (Ratio', '   0.23%)']","[' 8394662  (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8394662  (Average', ' 10.02 Max', ' 4282 Sum', ' 84113777)']","[' 8393899  (Average', '  9.92 Max', ' 4282 Sum', ' 83242752 Ratio', '  98.96%)']","[' 763      (Average', ' 1141.58 Max', ' 1609 Sum', ' 871025 Ratio', '   1.04%)']", ,[' 116922  '],[' 6840    '],[' 108771  '],[' 50700   '],"[' 136792   (Atom=Atom', ' 37165 Body=Body', ' 24577 Other', ' 75050)']",[' Yes'],"[' 9457     (Eliminated', '    0 Frozen', ' 9457)']","[' 2991     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.74152'],[' 0'], ,[' 273.696'],[' 0'],[' 15.1208'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.99039e+08'],[' 1.50973e+08'],[' 0'],[' 7.10672e+09'],[' 0'],[' 0'],[' 891 '],[' 1769 '],[' 2368 '],[' 3078 '],[' 4 '],[' 0 ']
Solving...,TA69, , ,[' 1'],[' 5105+'],[' 2557'],"[' 606.167s (Solving', ' 580.02s 1st Model', ' 191.68s Unsat', ' 0.00s)']",[' 597.906s'], ,[' 138787754'],"[' 4631154  (Analyzed', ' 4270895)']","[' 10648    (Average', ' 401.10 Last', ' 145571)']",[' 4264.9  '],"[' 2557     (Average Length', ' 1330.52 Splits', ' 0)']","[' 4270895  (Deleted', ' 4202249)']","[' 259      (Ratio', '   0.01%)']","[' 24890    (Ratio', '   0.58%)']","[' 4270895  (Average Length', '   14.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4270895  (Average', ' 30.78 Max', ' 4426 Sum', ' 131445399)']","[' 4270220  (Average', ' 30.58 Max', ' 4426 Sum', ' 130586642 Ratio', '  99.35%)']","[' 675      (Average', ' 1272.23 Max', ' 1746 Sum', ' 858757 Ratio', '   0.65%)']", ,[' 116808  '],[' 6892    '],[' 108987  '],[' 50792   '],"[' 137887   (Atom=Atom', ' 37465 Body=Body', ' 24702 Other', ' 75720)']",[' Yes'],"[' 9616     (Eliminated', '    0 Frozen', ' 9616)']","[' 3713     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.06377'],[' 0'], ,[' 280.513'],[' 0'],[' 17.0569'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.32585e+08'],[' 2.71305e+08'],[' 0'],[' 1.03548e+10'],[' 0'],[' 0'],[' 1105 '],[' 1811 '],[' 2656 '],[' 3287 '],[' 4 '],[' 0 ']
Solving...,TA70, , ,[' 1'],[' 4939+'],[' 2474'],"[' 603.252s (Solving', ' 590.13s 1st Model', ' 102.51s Unsat', ' 0.00s)']",[' 601.375s'], ,[' 195315823'],"[' 12530710 (Analyzed', ' 12143150)']","[' 23665    (Average', ' 513.13 Last', ' 511080)']",[' 4188.6  '],"[' 2474     (Average Length', ' 1279.34 Splits', ' 0)']","[' 12143150 (Deleted', ' 12012143)']","[' 362      (Ratio', '   0.00%)']","[' 25389    (Ratio', '   0.21%)']","[' 12143150 (Average Length', '   14.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12143150 (Average', ' 15.47 Max', ' 4199 Sum', ' 187876094)']","[' 12142508 (Average', ' 15.41 Max', ' 4199 Sum', ' 187108008 Ratio', '  99.59%)']","[' 642      (Average', ' 1196.40 Max', ' 1602 Sum', ' 768086 Ratio', '   0.41%)']", ,[' 117045  '],[' 6881    '],[' 109089  '],[' 50944   '],"[' 137391   (Atom=Atom', ' 37309 Body=Body', ' 24669 Other', ' 75413)']",[' Yes'],"[' 9553     (Eliminated', '    0 Frozen', ' 9553)']","[' 3753     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.84633'],[' 0'], ,[' 340.854'],[' 0'],[' 15.6913'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.182e+08'],[' 4.10145e+08'],[' 0'],[' 1.94619e+10'],[' 0'],[' 0'],[' 1064 '],[' 1962 '],[' 2647 '],[' 3315 '],[' 4 '],[' 0 ']
