Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 1'],[' 5593+'],[' 2800'],"[' 604.083s (Solving', ' 586.46s 1st Model', ' 499.66s Unsat', ' 0.00s)']",[' 602.016s'], ,[' 291021800'],"[' 3537934  (Analyzed', ' 2725599)']","[' 9563     (Average', ' 285.02 Last', ' 180693)']",[' 5379.9  '],"[' 2800     (Average Length', ' 1482.06 Splits', ' 0)']","[' 2725599  (Deleted', ' 2667698)']","[' 317      (Ratio', '   0.01%)']","[' 42966    (Ratio', '   1.58%)']","[' 2725599  (Average Length', '   15.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2725599  (Average', ' 102.70 Max', ' 5256 Sum', ' 279906602)']","[' 2724939  (Average', ' 102.33 Max', ' 5256 Sum', ' 278916466 Ratio', '  99.65%)']","[' 660      (Average', ' 1500.21 Max', ' 1874 Sum', ' 990136 Ratio', '   0.35%)']", ,[' 131964  '],[' 9068    '],[' 124599  '],[' 60535   '],"[' 175171   (Atom=Atom', ' 45932 Body=Body', ' 31304 Other', ' 97935)']",[' Yes'],"[' 11955    (Eliminated', '    0 Frozen', ' 11955)']","[' 5439     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.86144'],[' 0'], ,[' 223.345'],[' 0'],[' 19.6665'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.78958e+08'],[' 7.58021e+08'],[' 0'],[' 7.70224e+09'],[' 0'],[' 0'],[' 1164 '],[' 2315 '],[' 3262 '],[' 3 '],[' 0 ']
Solving...,TA62, , ,[' 1'],[' 6025+'],[' 3016'],"[' 604.972s (Solving', ' 583.96s 1st Model', ' 488.81s Unsat', ' 0.00s)']",[' 601.375s'], ,[' 282518418'],"[' 3636203  (Analyzed', ' 2624619)']","[' 9492     (Average', ' 276.51 Last', ' 185622)']",[' 5649.7  '],"[' 3016     (Average Length', ' 1572.38 Splits', ' 0)']","[' 2624619  (Deleted', ' 2564580)']","[' 318      (Ratio', '   0.01%)']","[' 44072    (Ratio', '   1.68%)']","[' 2624619  (Average Length', '   16.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2624619  (Average', ' 102.82 Max', ' 5401 Sum', ' 269859318)']","[' 2623959  (Average', ' 102.44 Max', ' 5401 Sum', ' 268861351 Ratio', '  99.63%)']","[' 660      (Average', ' 1512.07 Max', ' 1874 Sum', ' 997967 Ratio', '   0.37%)']", ,[' 132179  '],[' 9071    '],[' 124992  '],[' 60766   '],"[' 175870   (Atom=Atom', ' 46160 Body=Body', ' 31319 Other', ' 98391)']",[' Yes'],"[' 12149    (Eliminated', '    0 Frozen', ' 12149)']","[' 5790     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.51788'],[' 0'], ,[' 218.679'],[' 0'],[' 19.4761'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.33046e+08'],[' 7.18214e+08'],[' 0'],[' 7.32925e+09'],[' 0'],[' 0'],[' 1200 '],[' 2401 '],[' 3401 '],[' 3 '],[' 0 ']
Solving...,TA63, , ,[' 1'],[' 6305+'],[' 3156'],"[' 605.102s (Solving', ' 582.56s 1st Model', ' 478.10s Unsat', ' 0.00s)']",[' 598.891s'], ,[' 281729742'],"[' 3924452  (Analyzed', ' 3144160)']","[' 10595    (Average', ' 296.76 Last', ' 312691)']",[' 5635.5  '],"[' 3156     (Average Length', ' 1610.05 Splits', ' 0)']","[' 3144160  (Deleted', ' 3084481)']","[' 320      (Ratio', '   0.01%)']","[' 40319    (Ratio', '   1.28%)']","[' 3144160  (Average Length', '   15.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3144160  (Average', ' 85.56 Max', ' 5433 Sum', ' 269020340)']","[' 3143448  (Average', ' 85.19 Max', ' 5433 Sum', ' 267851691 Ratio', '  99.57%)']","[' 712      (Average', ' 1641.36 Max', ' 3108 Sum', ' 1168649 Ratio', '   0.43%)']", ,[' 131899  '],[' 9025    '],[' 124806  '],[' 60589   '],"[' 175537   (Atom=Atom', ' 46085 Body=Body', ' 31188 Other', ' 98264)']",[' Yes'],"[' 12184    (Eliminated', '    0 Frozen', ' 12184)']","[' 5625     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.74876'],[' 0'], ,[' 226.026'],[' 0'],[' 19.0886'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.07562e+08'],[' 6.87476e+08'],[' 0'],[' 7.92992e+09'],[' 0'],[' 0'],[' 1201 '],[' 2193 '],[' 3103 '],[' 3 '],[' 0 ']
Solving...,TA64, , ,[' 1'],[' 6003+'],[' 3005'],"[' 604.663s (Solving', ' 584.74s 1st Model', ' 361.80s Unsat', ' 0.00s)']",[' 602.438s'], ,[' 284171227'],"[' 5217985  (Analyzed', ' 4254827)']","[' 11838    (Average', ' 359.42 Last', ' 157861)']",[' 5666.7  '],"[' 3005     (Average Length', ' 1555.66 Splits', ' 0)']","[' 4254827  (Deleted', ' 4179433)']","[' 312      (Ratio', '   0.01%)']","[' 42616    (Ratio', '   1.00%)']","[' 4254827  (Average Length', '   16.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4254827  (Average', ' 63.83 Max', ' 5385 Sum', ' 271590298)']","[' 4254081  (Average', ' 63.55 Max', ' 5385 Sum', ' 270410875 Ratio', '  99.57%)']","[' 746      (Average', ' 1581.00 Max', ' 1864 Sum', ' 1179423 Ratio', '   0.43%)']", ,[' 132151  '],[' 9064    '],[' 124898  '],[' 60797   '],"[' 175641   (Atom=Atom', ' 46078 Body=Body', ' 31293 Other', ' 98270)']",[' Yes'],"[' 12064    (Eliminated', '    0 Frozen', ' 12064)']","[' 6110     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.38569'],[' 0'], ,[' 238.668'],[' 0'],[' 18.9943'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.03174e+08'],[' 6.84868e+08'],[' 0'],[' 9.06964e+09'],[' 0'],[' 0'],[' 1311 '],[' 2275 '],[' 3134 '],[' 3 '],[' 0 ']
Solving...,TA65, , ,[' 1'],[' 6197+'],[' 3102'],"[' 605.104s (Solving', ' 584.37s 1st Model', ' 500.62s Unsat', ' 0.00s)']",[' 603.078s'], ,[' 298262372'],"[' 3682120  (Analyzed', ' 2877525)']","[' 10528    (Average', ' 273.32 Last', ' 163414)']",[' 5710.5  '],"[' 3102     (Average Length', ' 1595.21 Splits', ' 0)']","[' 2877525  (Deleted', ' 2816451)']","[' 307      (Ratio', '   0.01%)']","[' 41206    (Ratio', '   1.43%)']","[' 2877525  (Average Length', '   15.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2877525  (Average', ' 99.15 Max', ' 5471 Sum', ' 285301049)']","[' 2876881  (Average', ' 98.81 Max', ' 5434 Sum', ' 284319065 Ratio', '  99.66%)']","[' 644      (Average', ' 1524.82 Max', ' 1855 Sum', ' 981984 Ratio', '   0.34%)']", ,[' 132109  '],[' 9067    '],[' 124961  '],[' 60709   '],"[' 175980   (Atom=Atom', ' 46206 Body=Body', ' 31268 Other', ' 98506)']",[' Yes'],"[' 12152    (Eliminated', '    0 Frozen', ' 12152)']","[' 5516     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.46228'],[' 0'], ,[' 221.177'],[' 0'],[' 19.6278'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.77469e+08'],[' 7.52077e+08'],[' 0'],[' 7.84435e+09'],[' 0'],[' 0'],[' 1122 '],[' 2125 '],[' 3091 '],[' 3 '],[' 0 ']
Solving...,TA66, , ,[' 1'],[' 7049+'],[' 3528'],"[' 605.448s (Solving', ' 581.47s 1st Model', ' 470.54s Unsat', ' 0.00s)']",[' 602.172s'], ,[' 288807557'],"[' 4155881  (Analyzed', ' 3075107)']","[' 10990    (Average', ' 279.81 Last', ' 188213)']",[' 6025.1  '],"[' 3528     (Average Length', ' 1805.49 Splits', ' 0)']","[' 3075107  (Deleted', ' 3016270)']","[' 326      (Ratio', '   0.01%)']","[' 40495    (Ratio', '   1.32%)']","[' 3075107  (Average Length', '   15.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3075107  (Average', ' 88.97 Max', ' 5503 Sum', ' 273588525)']","[' 3074414  (Average', ' 88.59 Max', ' 5497 Sum', ' 272427436 Ratio', '  99.58%)']","[' 693      (Average', ' 1675.45 Max', ' 2071 Sum', ' 1161089 Ratio', '   0.42%)']", ,[' 132962  '],[' 9128    '],[' 126192  '],[' 61473   '],"[' 178245   (Atom=Atom', ' 46882 Body=Body', ' 31515 Other', ' 99848)']",[' Yes'],"[' 12643    (Eliminated', '    0 Frozen', ' 12643)']","[' 5428     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.18749'],[' 0'], ,[' 222.518'],[' 0'],[' 19.4606'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.30604e+08'],[' 7.09247e+08'],[' 0'],[' 8.02215e+09'],[' 0'],[' 0'],[' 1166 '],[' 2192 '],[' 3231 '],[' 3 '],[' 0 ']
Solving...,TA67, , ,[' 1'],[' 6227+'],[' 3117'],"[' 604.799s (Solving', ' 584.55s 1st Model', ' 349.52s Unsat', ' 0.00s)']",[' 602.500s'], ,[' 281369176'],"[' 5147316  (Analyzed', ' 4184987)']","[' 11605    (Average', ' 360.62 Last', ' 163399)']",[' 5822.3  '],"[' 3117     (Average Length', ' 1609.12 Splits', ' 0)']","[' 4184987  (Deleted', ' 4117345)']","[' 382      (Ratio', '   0.01%)']","[' 40017    (Ratio', '   0.96%)']","[' 4184987  (Average Length', '   17.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4184987  (Average', ' 63.98 Max', ' 5525 Sum', ' 267738082)']","[' 4184282  (Average', ' 63.72 Max', ' 5525 Sum', ' 266648254 Ratio', '  99.59%)']","[' 705      (Average', ' 1545.86 Max', ' 1907 Sum', ' 1089828 Ratio', '   0.41%)']", ,[' 132297  '],[' 9056    '],[' 125180  '],[' 60878   '],"[' 175844   (Atom=Atom', ' 46139 Body=Body', ' 31263 Other', ' 98442)']",[' Yes'],"[' 12181    (Eliminated', '    0 Frozen', ' 12181)']","[' 5653     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.37822'],[' 0'], ,[' 243.284'],[' 0'],[' 19.5012'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.78708e+08'],[' 6.60012e+08'],[' 0'],[' 9.37294e+09'],[' 0'],[' 0'],[' 1300 '],[' 2384 '],[' 3268 '],[' 3 '],[' 0 ']
Solving...,TA68, , ,[' 1'],[' 6217+'],[' 3112'],"[' 605.203s (Solving', ' 583.66s 1st Model', ' 500.69s Unsat', ' 0.00s)']",[' 602.172s'], ,[' 286474496'],"[' 3929696  (Analyzed', ' 3367604)']","[' 11172    (Average', ' 301.43 Last', ' 393584)']",[' 5675.2  '],"[' 3112     (Average Length', ' 1613.39 Splits', ' 0)']","[' 3367604  (Deleted', ' 3305364)']","[' 307      (Ratio', '   0.01%)']","[' 39591    (Ratio', '   1.18%)']","[' 3367604  (Average Length', '   14.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3367604  (Average', ' 81.38 Max', ' 5470 Sum', ' 274050660)']","[' 3366891  (Average', ' 81.03 Max', ' 5470 Sum', ' 272890258 Ratio', '  99.58%)']","[' 713      (Average', ' 1627.49 Max', ' 1952 Sum', ' 1160402 Ratio', '   0.42%)']", ,[' 131972  '],[' 9025    '],[' 124905  '],[' 60592   '],"[' 175346   (Atom=Atom', ' 46037 Body=Body', ' 31153 Other', ' 98156)']",[' Yes'],"[' 12206    (Eliminated', '    0 Frozen', ' 12206)']","[' 5508     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.71721'],[' 0'], ,[' 226.603'],[' 0'],[' 19.5569'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.00651e+08'],[' 6.79964e+08'],[' 0'],[' 7.39876e+09'],[' 0'],[' 0'],[' 1121 '],[' 2151 '],[' 3126 '],[' 3 '],[' 0 ']
Solving...,TA69, , ,[' 1'],[' 6005+'],[' 3006'],"[' 604.690s (Solving', ' 584.51s 1st Model', ' 370.86s Unsat', ' 0.00s)']",[' 602.500s'], ,[' 279312512'],"[' 4095864  (Analyzed', ' 3174083)']","[' 9573     (Average', ' 331.57 Last', ' 194258)']",[' 5735.6  '],"[' 3006     (Average Length', ' 1563.31 Splits', ' 0)']","[' 3174083  (Deleted', ' 3106805)']","[' 370      (Ratio', '   0.01%)']","[' 43279    (Ratio', '   1.36%)']","[' 3174083  (Average Length', '   17.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3174083  (Average', ' 83.87 Max', ' 5430 Sum', ' 266213526)']","[' 3173523  (Average', ' 83.63 Max', ' 5430 Sum', ' 265439662 Ratio', '  99.71%)']","[' 560      (Average', ' 1381.90 Max', ' 1840 Sum', ' 773864 Ratio', '   0.29%)']", ,[' 132266  '],[' 9092    '],[' 125059  '],[' 60796   '],"[' 176084   (Atom=Atom', ' 46201 Body=Body', ' 31388 Other', ' 98495)']",[' Yes'],"[' 12144    (Eliminated', '    0 Frozen', ' 12144)']","[' 5454     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.4038'],[' 0'], ,[' 226.353'],[' 0'],[' 18.8317'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.29009e+08'],[' 7.12403e+08'],[' 0'],[' 8.29289e+09'],[' 0'],[' 0'],[' 1369 '],[' 2454 '],[' 3456 '],[' 3 '],[' 0 ']
Solving...,TA70, , ,[' 1'],[' 5649+'],[' 2828'],"[' 604.948s (Solving', ' 585.99s 1st Model', ' 310.48s Unsat', ' 0.00s)']",[' 601.609s'], ,[' 268520119'],"[' 4698818  (Analyzed', ' 3810968)']","[' 11084    (Average', ' 343.83 Last', ' 312094)']",[' 5469.6  '],"[' 2828     (Average Length', ' 1480.15 Splits', ' 0)']","[' 3810968  (Deleted', ' 3742616)']","[' 442      (Ratio', '   0.01%)']","[' 38998    (Ratio', '   1.02%)']","[' 3810968  (Average Length', '   16.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3810968  (Average', ' 67.43 Max', ' 5549 Sum', ' 256982341)']","[' 3810312  (Average', ' 67.17 Max', ' 5549 Sum', ' 255966392 Ratio', '  99.60%)']","[' 656      (Average', ' 1548.70 Max', ' 1843 Sum', ' 1015949 Ratio', '   0.40%)']", ,[' 131796  '],[' 9057    '],[' 124445  '],[' 60509   '],"[' 175028   (Atom=Atom', ' 45878 Body=Body', ' 31287 Other', ' 97863)']",[' Yes'],"[' 11992    (Eliminated', '    0 Frozen', ' 11992)']","[' 5333     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.00273'],[' 0'], ,[' 255.255'],[' 0'],[' 19.2274'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.32785e+08'],[' 6.27995e+08'],[' 0'],[' 9.662e+09'],[' 0'],[' 0'],[' 1218 '],[' 2540 '],[' 3449 '],[' 3 '],[' 0 ']
