Optimal Found Or Timeout,Instances,Solving...,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , , , ,[' 1'],[' 773+'],[' 394'],"[' 726.160s (Solving', ' 724.52s 1st Model', ' 0.74s Unsat', ' 9.34s)']",[' 724.938s'], ,[' 59881207'],"[' 38029477 (Analyzed', ' 38010118)']","[' 70203    (Average', ' 541.43 Last', ' 2393)']",[' 1478.3  '],"[' 394      (Average Length', ' 267.89 Splits', ' 0)']","[' 38010118 (Deleted', ' 37604879)']","[' 5        (Ratio', '   0.00%)']","[' 3411     (Ratio', '   0.01%)']","[' 38010118 (Average Length', '   13.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 38010118 (Average', '  1.54 Max', ' 1978 Sum', ' 58349263)']","[' 38009723 (Average', '  1.53 Max', ' 1978 Sum', ' 58251067 Ratio', '  99.83%)']","[' 395      (Average', ' 248.60 Max', ' 357 Sum', '  98196 Ratio', '   0.17%)']", ,[' 64846   '],[' 2614    '],[' 59546   '],[' 21348   '],"[' 56137    (Atom=Atom', ' 16141 Body=Body', ' 10092 Other', ' 29904)']",[' Yes'],"[' 3531     (Eliminated', '    0 Frozen', ' 3531)']","[' 484      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.28938'],[' 0'], ,[' 480.748'],[' 0'],[' 12.8075'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.48547e+08'],[' 6.16779e+07'],[' 0'],[' 3.22696e+10'],[' 0'],[' 0'],[' 647 '],[' 1219 '],[' 1527 '],[' 2365 '],[' 2598 '],[' 2927 '],[' 3494 '],[' 5 '],[' 2 ']
Solving...,TA52, , , , ,[' 1'],[' 715+'],[' 365'],"[' 1000.769s (Solving', ' 999.22s 1st Model', ' 0.73s Unsat', ' 0.00s)']",[' 998.250s'], ,[' 84606828'],"[' 54580994 (Analyzed', ' 54562388)']","[' 100292   (Average', ' 544.04 Last', ' 265277)']",[' 1453.6  '],"[' 365      (Average Length', ' 255.05 Splits', ' 0)']","[' 54562388 (Deleted', ' 53934406)']","[' 9        (Ratio', '   0.00%)']","[' 3508     (Ratio', '   0.01%)']","[' 54562388 (Average Length', '   13.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 54562388 (Average', '  1.52 Max', ' 2162 Sum', ' 82667810)']","[' 54561859 (Average', '  1.51 Max', ' 1874 Sum', ' 82528288 Ratio', '  99.83%)']","[' 529      (Average', ' 263.75 Max', ' 345 Sum', ' 139522 Ratio', '   0.17%)']", ,[' 64687   '],[' 2675    '],[' 59504   '],[' 21322   '],"[' 57019    (Atom=Atom', ' 16356 Body=Body', ' 10275 Other', ' 30388)']",[' Yes'],"[' 3570     (Eliminated', '    0 Frozen', ' 3570)']","[' 541      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.264753'],[' 0'], ,[' 655.964'],[' 0'],[' 16.2128'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.06894e+08'],[' 8.44205e+07'],[' 0'],[' 4.34073e+10'],[' 0'],[' 0'],[' 655 '],[' 1267 '],[' 1760 '],[' 2200 '],[' 2738 '],[' 3147 '],[' 3538 '],[' 7 '],[' 0 ']
Solving...,TA53, , , , , ,[' 887'],[' 451'],"[' 458.480s (Solving', ' 456.66s 1st Model', ' 0.91s Unsat', ' 167.53s)']",[' 457.031s'], ,[' 40407007'],"[' 24555704 (Analyzed', ' 24534240)']","[' 47889    (Average', ' 512.31 Last', ' 126630)']",[' 1504.5  '],"[' 451      (Average Length', ' 298.58 Splits', ' 0)']","[' 24534240 (Deleted', ' 24226152)']","[' 37       (Ratio', '   0.00%)']","[' 2052     (Ratio', '   0.01%)']","[' 24534240 (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24534240 (Average', '  1.60 Max', ' 2023 Sum', ' 39338205)']","[' 24533854 (Average', '  1.60 Max', ' 1974 Sum', ' 39234065 Ratio', '  99.74%)']","[' 386      (Average', ' 269.79 Max', ' 430 Sum', ' 104140 Ratio', '   0.26%)']", ,[' 64460   '],[' 2584    '],[' 59283   '],[' 21212   '],"[' 55811    (Atom=Atom', ' 16078 Body=Body', ' 10002 Other', ' 29731)']",[' Yes'],"[' 3559     (Eliminated', '    0 Frozen', ' 3559)']","[' 309      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.329487'],[' 0'], ,[' 287.859'],[' 0'],[' 6.94653'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.05622e+08'],[' 4.71219e+07'],[' 0'],[' 1.82203e+10'],[' 0'],[' 0'],[' 612 '],[' 1072 '],[' 1453 '],[' 1802 '],[' 2276 '],[' 2873 '],[' 3371 '],[' 2 '],[' 5 ']
Solving...,TA54, , , , , ,[' 909'],[' 462'],"[' 551.308s (Solving', ' 549.55s 1st Model', ' 0.88s Unsat', ' 117.55s)']",[' 550.344s'], ,[' 44934651'],"[' 29440763 (Analyzed', ' 29410932)']","[' 53197    (Average', ' 552.87 Last', ' 562906)']",[' 1435.1  '],"[' 462      (Average Length', ' 295.74 Splits', ' 0)']","[' 29410932 (Deleted', ' 29083530)']","[' 33       (Ratio', '   0.00%)']","[' 2263     (Ratio', '   0.01%)']","[' 29410932 (Average Length', '   13.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 29410932 (Average', '  1.49 Max', ' 2467 Sum', ' 43771287)']","[' 29410541 (Average', '  1.48 Max', ' 2076 Sum', ' 43648390 Ratio', '  99.72%)']","[' 391      (Average', ' 314.31 Max', ' 454 Sum', ' 122897 Ratio', '   0.28%)']", ,[' 64802   '],[' 2626    '],[' 59583   '],[' 21432   '],"[' 56536    (Atom=Atom', ' 16257 Body=Body', ' 10128 Other', ' 30151)']",[' Yes'],"[' 3609     (Eliminated', '    0 Frozen', ' 3609)']","[' 358      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.325221'],[' 0'], ,[' 343.496'],[' 0'],[' 7.43972'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.11274e+08'],[' 4.44936e+07'],[' 0'],[' 2.10065e+10'],[' 0'],[' 0'],[' 541 '],[' 1061 '],[' 1556 '],[' 1909 '],[' 2315 '],[' 3176 '],[' 3629 '],[' 3 '],[' 4 ']
Solving...,TA55, , , , , ,[' 869'],[' 442'],"[' 639.912s (Solving', ' 637.94s 1st Model', ' 1.05s Unsat', ' 63.87s)']",[' 632.406s'], ,[' 50157888'],"[' 32951011 (Analyzed', ' 32921681)']","[' 62337    (Average', ' 528.12 Last', ' 347243)']",[' 1469.6  '],"[' 442      (Average Length', ' 292.60 Splits', ' 0)']","[' 32921681 (Deleted', ' 32541238)']","[' 26       (Ratio', '   0.00%)']","[' 2433     (Ratio', '   0.01%)']","[' 32921681 (Average Length', '   13.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 32921681 (Average', '  1.48 Max', ' 2041 Sum', ' 48851807)']","[' 32921119 (Average', '  1.48 Max', ' 1867 Sum', ' 48682409 Ratio', '  99.65%)']","[' 562      (Average', ' 301.42 Max', ' 423 Sum', ' 169398 Ratio', '   0.35%)']", ,[' 64855   '],[' 2664    '],[' 59723   '],[' 21411   '],"[' 57030    (Atom=Atom', ' 16389 Body=Body', ' 10242 Other', ' 30399)']",[' Yes'],"[' 3630     (Eliminated', '    0 Frozen', ' 3630)']","[' 423      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.341838'],[' 0'], ,[' 396.955'],[' 0'],[' 9.6254'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.2491e+08'],[' 5.00083e+07'],[' 0'],[' 2.34774e+10'],[' 0'],[' 0'],[' 769 '],[' 1207 '],[' 1678 '],[' 2167 '],[' 2553 '],[' 2962 '],[' 3459 '],[' 4 '],[' 3 ']
Solving...,TA56, , , , ,[' 1'],[' 853+'],[' 434'],"[' 353.565s (Solving', ' 351.79s 1st Model', ' 0.95s Unsat', ' 62.38s)']",[' 349.047s'], ,[' 29197725'],"[' 18637620 (Analyzed', ' 18611884)']","[' 35153    (Average', ' 529.45 Last', ' 95719)']",[' 1661.4  '],"[' 434      (Average Length', ' 288.62 Splits', ' 0)']","[' 18611884 (Deleted', ' 18375067)']","[' 4        (Ratio', '   0.00%)']","[' 1790     (Ratio', '   0.01%)']","[' 18611884 (Average Length', '   12.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18611884 (Average', '  1.51 Max', ' 2056 Sum', ' 28140358)']","[' 18611459 (Average', '  1.51 Max', ' 2056 Sum', ' 28033616 Ratio', '  99.62%)']","[' 425      (Average', ' 251.16 Max', ' 372 Sum', ' 106742 Ratio', '   0.38%)']", ,[' 64699   '],[' 2662    '],[' 59634   '],[' 21341   '],"[' 56996    (Atom=Atom', ' 16373 Body=Body', ' 10236 Other', ' 30387)']",[' Yes'],"[' 3622     (Eliminated', '    0 Frozen', ' 3622)']","[' 167      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.332576'],[' 0'], ,[' 228.559'],[' 0'],[' 6.91893'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.24197e+07'],[' 3.03497e+07'],[' 0'],[' 1.32853e+10'],[' 0'],[' 0'],[' 865 '],[' 1323 '],[' 1767 '],[' 2149 '],[' 2529 '],[' 2886 '],[' 3582 '],[' 2 '],[' 5 ']
Solving...,TA57, , , , , ,[' 825'],[' 420'],"[' 860.533s (Solving', ' 858.37s 1st Model', ' 1.03s Unsat', ' 0.08s)']",[' 852.141s'], ,[' 63296013'],"[' 45024656 (Analyzed', ' 45006785)']","[' 84133    (Average', ' 534.95 Last', ' 28952)']",[' 1534.4  '],"[' 420      (Average Length', ' 280.28 Splits', ' 0)']","[' 45006785 (Deleted', ' 44503590)']","[' 20       (Ratio', '   0.00%)']","[' 2400     (Ratio', '   0.01%)']","[' 45006785 (Average Length', '   12.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 45006785 (Average', '  1.37 Max', ' 1890 Sum', ' 61718447)']","[' 45006267 (Average', '  1.37 Max', ' 1886 Sum', ' 61587733 Ratio', '  99.79%)']","[' 518      (Average', ' 252.34 Max', ' 365 Sum', ' 130714 Ratio', '   0.21%)']", ,[' 64875   '],[' 2632    '],[' 59597   '],[' 21401   '],"[' 56445    (Atom=Atom', ' 16230 Body=Body', ' 10144 Other', ' 30071)']",[' Yes'],"[' 3575     (Eliminated', '    0 Frozen', ' 3575)']","[' 491      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.393963'],[' 0'], ,[' 507.991'],[' 0'],[' 11.0802'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.66841e+08'],[' 6.33745e+07'],[' 0'],[' 2.79523e+10'],[' 0'],[' 0'],[' 628 '],[' 1246 '],[' 1680 '],[' 2148 '],[' 2817 '],[' 3076 '],[' 3532 '],[' 6 '],[' 1 ']
Solving...,TA58, , , , , ,[' 945'],[' 480'],"[' 782.671s (Solving', ' 780.68s 1st Model', ' 1.12s Unsat', ' 205.86s)']",[' 779.516s'], ,[' 61501906'],"[' 46525014 (Analyzed', ' 46511906)']","[' 89572    (Average', ' 519.27 Last', ' 166790)']",[' 1524.6  '],"[' 480      (Average Length', ' 303.08 Splits', ' 0)']","[' 46511906 (Deleted', ' 45917595)']","[' 39       (Ratio', '   0.00%)']","[' 1898     (Ratio', '   0.00%)']","[' 46511906 (Average Length', '   11.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 46511906 (Average', '  1.29 Max', ' 2310 Sum', ' 59923308)']","[' 46511475 (Average', '  1.29 Max', ' 1986 Sum', ' 59796039 Ratio', '  99.79%)']","[' 431      (Average', ' 295.29 Max', ' 443 Sum', ' 127269 Ratio', '   0.21%)']", ,[' 64781   '],[' 2606    '],[' 59577   '],[' 21385   '],"[' 56258    (Atom=Atom', ' 16195 Body=Body', ' 10068 Other', ' 29995)']",[' Yes'],"[' 3612     (Eliminated', '    0 Frozen', ' 3612)']","[' 301      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.370084'],[' 0'], ,[' 449.944'],[' 0'],[' 8.82508'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.61108e+08'],[' 5.6883e+07'],[' 0'],[' 2.766e+10'],[' 0'],[' 0'],[' 586 '],[' 1143 '],[' 1565 '],[' 2087 '],[' 2575 '],[' 3213 '],[' 3528 '],[' 4 '],[' 3 ']
Solving...,TA59, , , , ,[' 1'],[' 913+'],[' 464'],"[' 464.893s (Solving', ' 462.19s 1st Model', ' 1.74s Unsat', ' 172.70s)']",[' 462.016s'], ,[' 28790951'],"[' 19624618 (Analyzed', ' 19602158)']","[' 39870    (Average', ' 491.65 Last', ' 106908)']",[' 1613.6  '],"[' 464      (Average Length', ' 296.01 Splits', ' 0)']","[' 19602158 (Deleted', ' 19303200)']","[' 19       (Ratio', '   0.00%)']","[' 1961     (Ratio', '   0.01%)']","[' 19602158 (Average Length', '   11.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19602158 (Average', '  1.42 Max', ' 2064 Sum', ' 27815963)']","[' 19601740 (Average', '  1.41 Max', ' 1987 Sum', ' 27697382 Ratio', '  99.57%)']","[' 418      (Average', ' 283.69 Max', ' 390 Sum', ' 118581 Ratio', '   0.43%)']", ,[' 64534   '],[' 2606    '],[' 59414   '],[' 21248   '],"[' 56178    (Atom=Atom', ' 16179 Body=Body', ' 10068 Other', ' 29931)']",[' Yes'],"[' 3592     (Eliminated', '    0 Frozen', ' 3592)']","[' 179      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.500807'],[' 0'], ,[' 299.858'],[' 0'],[' 8.17755'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.70437e+07'],[' 3.25722e+07'],[' 0'],[' 1.75845e+10'],[' 0'],[' 0'],[' 514 '],[' 1024 '],[' 1501 '],[' 2045 '],[' 2410 '],[' 2819 '],[' 3287 '],[' 2 '],[' 5 ']
Solving...,TA60, , , , , ,[' 995'],[' 505'],"[' 466.480s (Solving', ' 464.58s 1st Model', ' 1.02s Unsat', ' 31.65s)']",[' 465.984s'], ,[' 42365015'],"[' 28146313 (Analyzed', ' 28117456)']","[' 54147    (Average', ' 519.28 Last', ' 3288)']",[' 1689.6  '],"[' 505      (Average Length', ' 319.96 Splits', ' 0)']","[' 28117456 (Deleted', ' 27762896)']","[' 12       (Ratio', '   0.00%)']","[' 1786     (Ratio', '   0.01%)']","[' 28117456 (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 28117456 (Average', '  1.46 Max', ' 2349 Sum', ' 40975691)']","[' 28117074 (Average', '  1.45 Max', ' 2087 Sum', ' 40866322 Ratio', '  99.73%)']","[' 382      (Average', ' 286.31 Max', ' 557 Sum', ' 109369 Ratio', '   0.27%)']", ,[' 65249   '],[' 2656    '],[' 60025   '],[' 21650   '],"[' 57097    (Atom=Atom', ' 16420 Body=Body', ' 10218 Other', ' 30459)']",[' Yes'],"[' 3685     (Eliminated', '    0 Frozen', ' 3685)']","[' 277      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.364433'],[' 0'], ,[' 279.84'],[' 0'],[' 6.65355'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.0736e+08'],[' 4.36513e+07'],[' 0'],[' 1.72611e+10'],[' 0'],[' 0'],[' 647 '],[' 1094 '],[' 1528 '],[' 1975 '],[' 2324 '],[' 2898 '],[' 3249 '],[' 3 '],[' 4 ']
