Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 1'],[' 7703+'],[' 3855'],"[' 607.749s (Solving', ' 578.23s 1st Model', ' 472.34s Unsat', ' 0.00s)']",[' 605.125s'], ,[' 334208126'],"[' 2749430  (Analyzed', ' 2443244)']","[' 8734     (Average', ' 279.74 Last', ' 212487)']",[' 7158.1  '],"[' 3855     (Average Length', ' 2010.55 Splits', ' 0)']","[' 2443244  (Deleted', ' 2377347)']","[' 317      (Ratio', '   0.01%)']","[' 48290    (Ratio', '   1.98%)']","[' 2443244  (Average Length', '   16.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2443244  (Average', ' 128.93 Max', ' 7056 Sum', ' 315012896)']","[' 2442499  (Average', ' 128.41 Max', ' 7056 Sum', ' 313743768 Ratio', '  99.60%)']","[' 745      (Average', ' 1703.53 Max', ' 2050 Sum', ' 1269128 Ratio', '   0.40%)']", ,[' 148035  '],[' 11266   '],[' 143138  '],[' 76368   '],"[' 219674   (Atom=Atom', ' 58111 Body=Body', ' 40971 Other', ' 120592)']",[' Yes'],"[' 15220    (Eliminated', '    0 Frozen', ' 15220)']","[' 6403     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.8718'],[' 0'], ,[' 189.728'],[' 0'],[' 19.4829'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.78271e+08'],[' 8.5701e+08'],[' 0'],[' 5.77713e+09'],[' 0'],[' 0'],[' 1162 '],[' 2331 '],[' 3303 '],[' 3 '],[' 0 ']
Solving...,TA62, , ,[' 1'],[' 6403+'],[' 3205'],"[' 605.889s (Solving', ' 583.35s 1st Model', ' 434.98s Unsat', ' 0.00s)']",[' 604.891s'], ,[' 347563159'],"[' 2823897  (Analyzed', ' 2536450)']","[' 9097     (Average', ' 278.82 Last', ' 180870)']",[' 6738.3  '],"[' 3205     (Average Length', ' 1721.08 Splits', ' 0)']","[' 2536450  (Deleted', ' 2468129)']","[' 358      (Ratio', '   0.01%)']","[' 51726    (Ratio', '   2.04%)']","[' 2536450  (Average Length', '   17.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2536450  (Average', ' 130.98 Max', ' 6849 Sum', ' 332230790)']","[' 2535638  (Average', ' 130.44 Max', ' 6849 Sum', ' 330862045 Ratio', '  99.59%)']","[' 812      (Average', ' 1685.65 Max', ' 1997 Sum', ' 1368745 Ratio', '   0.41%)']", ,[' 148014  '],[' 11330   '],[' 142466  '],[' 76269   '],"[' 218335   (Atom=Atom', ' 57638 Body=Body', ' 41057 Other', ' 119640)']",[' Yes'],"[' 14644    (Eliminated', '    0 Frozen', ' 14644)']","[' 6495     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.56516'],[' 0'], ,[' 197.147'],[' 0'],[' 20.3625'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.0156e+09'],[' 8.91792e+08'],[' 0'],[' 6.13477e+09'],[' 0'],[' 0'],[' 1199 '],[' 2441 '],[' 3404 '],[' 3 '],[' 0 ']
Solving...,TA63, , ,[' 1'],[' 7193+'],[' 3600'],"[' 607.121s (Solving', ' 579.62s 1st Model', ' 452.53s Unsat', ' 0.00s)']",[' 603.875s'], ,[' 317172416'],"[' 3668608  (Analyzed', ' 2998256)']","[' 10397    (Average', ' 288.38 Last', ' 317459)']",[' 6959.5  '],"[' 3600     (Average Length', ' 1895.16 Splits', ' 0)']","[' 2998256  (Deleted', ' 2929508)']","[' 354      (Ratio', '   0.01%)']","[' 46942    (Ratio', '   1.57%)']","[' 2998256  (Average Length', '   16.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2998256  (Average', ' 99.83 Max', ' 7045 Sum', ' 299323683)']","[' 2997517  (Average', ' 99.36 Max', ' 7045 Sum', ' 297910020 Ratio', '  99.53%)']","[' 739      (Average', ' 1912.94 Max', ' 3530 Sum', ' 1413663 Ratio', '   0.47%)']", ,[' 147707  '],[' 11240   '],[' 142481  '],[' 76081   '],"[' 218585   (Atom=Atom', ' 57738 Body=Body', ' 40957 Other', ' 119890)']",[' Yes'],"[' 14898    (Eliminated', '    0 Frozen', ' 14898)']","[' 5912     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.38545'],[' 0'], ,[' 203.282'],[' 0'],[' 19.6177'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.66078e+08'],[' 7.48991e+08'],[' 0'],[' 6.34485e+09'],[' 0'],[' 0'],[' 1199 '],[' 2251 '],[' 3239 '],[' 3 '],[' 0 ']
Solving...,TA64, , ,[' 1'],[' 7033+'],[' 3520'],"[' 607.296s (Solving', ' 579.77s 1st Model', ' 353.30s Unsat', ' 0.00s)']",[' 603.063s'], ,[' 307792084'],"[' 4273618  (Analyzed', ' 3796080)']","[' 10610    (Average', ' 357.78 Last', ' 157861)']",[' 7086.5  '],"[' 3520     (Average Length', ' 1824.26 Splits', ' 0)']","[' 3796080  (Deleted', ' 3717382)']","[' 334      (Ratio', '   0.01%)']","[' 46917    (Ratio', '   1.24%)']","[' 3796080  (Average Length', '   17.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3796080  (Average', ' 76.29 Max', ' 7161 Sum', ' 289586202)']","[' 3795369  (Average', ' 75.99 Max', ' 7161 Sum', ' 288457963 Ratio', '  99.61%)']","[' 711      (Average', ' 1586.83 Max', ' 1870 Sum', ' 1128239 Ratio', '   0.39%)']", ,[' 147832  '],[' 11297   '],[' 142483  '],[' 76251   '],"[' 219166   (Atom=Atom', ' 57892 Body=Body', ' 41077 Other', ' 120197)']",[' Yes'],"[' 14848    (Eliminated', '    0 Frozen', ' 14848)']","[' 5765     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.48909'],[' 0'], ,[' 210.378'],[' 0'],[' 19.1529'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.04679e+08'],[' 6.973e+08'],[' 0'],[' 6.72624e+09'],[' 0'],[' 0'],[' 1311 '],[' 2281 '],[' 3153 '],[' 3 '],[' 0 ']
Solving...,TA65, , ,[' 1'],[' 7299+'],[' 3653'],"[' 607.055s (Solving', ' 580.27s 1st Model', ' 501.92s Unsat', ' 0.00s)']",[' 604.828s'], ,[' 332760152'],"[' 2707424  (Analyzed', ' 2294304)']","[' 8721     (Average', ' 263.08 Last', ' 163414)']",[' 7085.3  '],"[' 3653     (Average Length', ' 1933.04 Splits', ' 0)']","[' 2294304  (Deleted', ' 2226869)']","[' 346      (Ratio', '   0.02%)']","[' 47868    (Ratio', '   2.09%)']","[' 2294304  (Average Length', '   16.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2294304  (Average', ' 136.81 Max', ' 7523 Sum', ' 313878646)']","[' 2293853  (Average', ' 136.52 Max', ' 7523 Sum', ' 313216245 Ratio', '  99.79%)']","[' 451      (Average', ' 1468.74 Max', ' 2130 Sum', ' 662401 Ratio', '   0.21%)']", ,[' 147855  '],[' 11276   '],[' 142754  '],[' 76193   '],"[' 219186   (Atom=Atom', ' 57936 Body=Body', ' 40963 Other', ' 120287)']",[' Yes'],"[' 15034    (Eliminated', '    0 Frozen', ' 15034)']","[' 3631     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.40059'],[' 0'], ,[' 191.388'],[' 0'],[' 20.3429'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.34813e+08'],[' 8.18631e+08'],[' 0'],[' 5.53378e+09'],[' 0'],[' 0'],[' 1122 '],[' 2173 '],[' 3143 '],[' 3 '],[' 0 ']
Solving...,TA66, , ,[' 1'],[' 7619+'],[' 3813'],"[' 606.890s (Solving', ' 579.90s 1st Model', ' 473.72s Unsat', ' 0.00s)']",[' 604.391s'], ,[' 337356050'],"[' 3428123  (Analyzed', ' 2797351)']","[' 10478    (Average', ' 266.97 Last', ' 188080)']",[' 7013.7  '],"[' 3813     (Average Length', ' 2012.91 Splits', ' 0)']","[' 2797351  (Deleted', ' 2729999)']","[' 342      (Ratio', '   0.01%)']","[' 48076    (Ratio', '   1.72%)']","[' 2797351  (Average Length', '   16.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2797351  (Average', ' 113.90 Max', ' 7038 Sum', ' 318629362)']","[' 2796652  (Average', ' 113.42 Max', ' 7038 Sum', ' 317261780 Ratio', '  99.57%)']","[' 699      (Average', ' 1956.48 Max', ' 2423 Sum', ' 1367582 Ratio', '   0.43%)']", ,[' 147857  '],[' 11258   '],[' 142808  '],[' 76179   '],"[' 219275   (Atom=Atom', ' 57951 Body=Body', ' 40942 Other', ' 120382)']",[' Yes'],"[' 15098    (Eliminated', '    0 Frozen', ' 15098)']","[' 5703     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.45754'],[' 0'], ,[' 199.169'],[' 0'],[' 19.9021'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.52627e+08'],[' 8.29049e+08'],[' 0'],[' 6.46106e+09'],[' 0'],[' 0'],[' 1157 '],[' 2236 '],[' 3256 '],[' 3 '],[' 0 ']
Solving...,TA67, , ,[' 1'],[' 7089+'],[' 3548'],"[' 606.629s (Solving', ' 581.15s 1st Model', ' 337.25s Unsat', ' 0.00s)']",[' 604.719s'], ,[' 327658347'],"[' 4534896  (Analyzed', ' 3975381)']","[' 10803    (Average', ' 367.99 Last', ' 141841)']",[' 7058.2  '],"[' 3548     (Average Length', ' 1890.18 Splits', ' 0)']","[' 3975381  (Deleted', ' 3895074)']","[' 383      (Ratio', '   0.01%)']","[' 48368    (Ratio', '   1.22%)']","[' 3975381  (Average Length', '   17.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3975381  (Average', ' 77.90 Max', ' 7110 Sum', ' 309684729)']","[' 3974655  (Average', ' 77.57 Max', ' 7110 Sum', ' 308386259 Ratio', '  99.58%)']","[' 726      (Average', ' 1788.53 Max', ' 4485 Sum', ' 1298470 Ratio', '   0.42%)']", ,[' 147866  '],[' 11243   '],[' 142651  '],[' 76124   '],"[' 218049   (Atom=Atom', ' 57564 Body=Body', ' 40843 Other', ' 119642)']",[' Yes'],"[' 14875    (Eliminated', '    0 Frozen', ' 14875)']","[' 6062     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.14716'],[' 0'], ,[' 213.383'],[' 0'],[' 19.4184'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.79881e+08'],[' 7.64481e+08'],[' 0'],[' 7.54442e+09'],[' 0'],[' 0'],[' 1300 '],[' 2415 '],[' 3304 '],[' 3 '],[' 0 ']
Solving...,TA68, , ,[' 1'],[' 7673+'],[' 3840'],"[' 607.160s (Solving', ' 579.61s 1st Model', ' 466.52s Unsat', ' 0.00s)']",[' 605.469s'], ,[' 340700660'],"[' 3534070  (Analyzed', ' 3219720)']","[' 11000    (Average', ' 292.70 Last', ' 393584)']",[' 7077.8  '],"[' 3840     (Average Length', ' 2001.15 Splits', ' 0)']","[' 3219720  (Deleted', ' 3150991)']","[' 347      (Ratio', '   0.01%)']","[' 46020    (Ratio', '   1.43%)']","[' 3219720  (Average Length', '   15.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3219720  (Average', ' 99.98 Max', ' 7022 Sum', ' 321899615)']","[' 3219014  (Average', ' 99.56 Max', ' 7022 Sum', ' 320559388 Ratio', '  99.58%)']","[' 706      (Average', ' 1898.34 Max', ' 2336 Sum', ' 1340227 Ratio', '   0.42%)']", ,[' 147901  '],[' 11237   '],[' 142854  '],[' 76317   '],"[' 219197   (Atom=Atom', ' 57959 Body=Body', ' 40905 Other', ' 120333)']",[' Yes'],"[' 15059    (Eliminated', '    0 Frozen', ' 15059)']","[' 5664     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.55223'],[' 0'], ,[' 201.886'],[' 0'],[' 20.0768'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.31668e+08'],[' 8.07574e+08'],[' 0'],[' 6.38124e+09'],[' 0'],[' 0'],[' 1120 '],[' 2212 '],[' 3220 '],[' 3 '],[' 0 ']
Solving...,TA69, , ,[' 1'],[' 6371+'],[' 3189'],"[' 605.806s (Solving', ' 583.62s 1st Model', ' 361.53s Unsat', ' 0.00s)']",[' 603.578s'], ,[' 334840156'],"[' 3510113  (Analyzed', ' 2811102)']","[' 8790     (Average', ' 319.81 Last', ' 87900)']",[' 6688.4  '],"[' 3189     (Average Length', ' 1739.38 Splits', ' 0)']","[' 2811102  (Deleted', ' 2739096)']","[' 395      (Ratio', '   0.01%)']","[' 53164    (Ratio', '   1.89%)']","[' 2811102  (Average Length', '   18.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2811102  (Average', ' 113.55 Max', ' 6813 Sum', ' 319196678)']","[' 2810399  (Average', ' 113.12 Max', ' 6813 Sum', ' 318002336 Ratio', '  99.63%)']","[' 703      (Average', ' 1698.92 Max', ' 2161 Sum', ' 1194342 Ratio', '   0.37%)']", ,[' 147945  '],[' 11346   '],[' 142383  '],[' 76126   '],"[' 218509   (Atom=Atom', ' 57678 Body=Body', ' 41144 Other', ' 119687)']",[' Yes'],"[' 14654    (Eliminated', '    0 Frozen', ' 14654)']","[' 6530     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.44574'],[' 0'], ,[' 200.841'],[' 0'],[' 19.5336'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.85688e+08'],[' 8.68642e+08'],[' 0'],[' 6.80351e+09'],[' 0'],[' 0'],[' 1369 '],[' 2537 '],[' 3509 '],[' 3 '],[' 0 ']
Solving...,TA70, , ,[' 1'],[' 7009+'],[' 3508'],"[' 606.442s (Solving', ' 581.62s 1st Model', ' 482.79s Unsat', ' 0.00s)']",[' 604.703s'], ,[' 337631145'],"[' 3489650  (Analyzed', ' 3040607)']","[' 10425    (Average', ' 291.66 Last', ' 312094)']",[' 6794.2  '],"[' 3508     (Average Length', ' 1852.66 Splits', ' 0)']","[' 3040607  (Deleted', ' 2974567)']","[' 438      (Ratio', '   0.01%)']","[' 49831    (Ratio', '   1.64%)']","[' 3040607  (Average Length', '   16.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3040607  (Average', ' 105.49 Max', ' 6728 Sum', ' 320751581)']","[' 3039910  (Average', ' 105.07 Max', ' 6728 Sum', ' 319481343 Ratio', '  99.60%)']","[' 697      (Average', ' 1822.44 Max', ' 3726 Sum', ' 1270238 Ratio', '   0.40%)']", ,[' 147927  '],[' 11278   '],[' 142630  '],[' 76218   '],"[' 218207   (Atom=Atom', ' 57632 Body=Body', ' 40875 Other', ' 119700)']",[' Yes'],"[' 14854    (Eliminated', '    0 Frozen', ' 14854)']","[' 5930     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.99495'],[' 0'], ,[' 204.579'],[' 0'],[' 20.0307'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.62776e+08'],[' 8.43855e+08'],[' 0'],[' 6.68513e+09'],[' 0'],[' 0'],[' 1217 '],[' 2462 '],[' 3401 '],[' 3 '],[' 0 ']
