Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, ,[' 1'],[' 6787+'],[' 3400'],"[' 1016.384s (Solving', ' 944.40s 1st Model', ' 299.50s Unsat', ' 0.00s)']",[' 1011.375s'], ,[' 238260007'],"[' 7975314  (Analyzed', ' 7113436)']","[' 14515    (Average', ' 490.07 Last', ' 54710)']",[' 7852.9  '],"[' 3400     (Average Length', ' 1543.48 Splits', ' 0)']","[' 7113436  (Deleted', ' 6992112)']","[' 75       (Ratio', '   0.00%)']","[' 41814    (Ratio', '   0.59%)']","[' 7113436  (Average Length', '   19.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7113436  (Average', ' 30.71 Max', ' 9511 Sum', ' 218423957)']","[' 7111081  (Average', ' 30.29 Max', ' 9511 Sum', ' 215446272 Ratio', '  98.64%)']","[' 2355     (Average', ' 1264.41 Max', ' 2353 Sum', ' 2977685 Ratio', '   1.36%)']", ,[' 380752  '],[' 18117   '],[' 381711  '],[' 221465  '],"[' 664391   (Atom=Atom', ' 205346 Body=Body', ' 119017 Other', ' 340028)']",[' Yes'],"[' 21076    (Eliminated', '    0 Frozen', ' 21076)']","[' 7276     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.2776'],[' 0'], ,[' 686.984'],[' 0'],[' 21.4342'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.30748e+08'],[' 7.63547e+08'],[' 0'],[' 6.061e+10'],[' 0'],[' 0'],[' 1254 '],[' 2500 '],[' 3613 '],[' 4564 '],[' 5503 '],[' 6437 '],[' 6 '],[' 0 ']
Solving...,TA72, ,[' 1'],[' 7083+'],[' 3548'],"[' 1016.290s (Solving', ' 945.72s 1st Model', ' 521.13s Unsat', ' 0.00s)']",[' 1012.297s'], ,[' 291807973'],"[' 4203687  (Analyzed', ' 3725084)']","[' 10014    (Average', ' 371.99 Last', ' 256215)']",[' 6684.0  '],"[' 3548     (Average Length', ' 1574.82 Splits', ' 0)']","[' 3725084  (Deleted', ' 3612314)']","[' 100      (Ratio', '   0.00%)']","[' 60355    (Ratio', '   1.62%)']","[' 3725084  (Average Length', '   16.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3725084  (Average', ' 74.12 Max', ' 8213 Sum', ' 276099398)']","[' 3722940  (Average', ' 73.24 Max', ' 8213 Sum', ' 272814313 Ratio', '  98.81%)']","[' 2144     (Average', ' 1532.22 Max', ' 2444 Sum', ' 3285085 Ratio', '   1.19%)']", ,[' 379785  '],[' 17917   '],[' 380834  '],[' 221595  '],"[' 664781   (Atom=Atom', ' 205676 Body=Body', ' 118817 Other', ' 340288)']",[' Yes'],"[' 20966    (Eliminated', '    0 Frozen', ' 20966)']","[' 11267    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.9822'],[' 0'], ,[' 603.942'],[' 0'],[' 22.604'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.12848e+09'],[' 1.02112e+09'],[' 0'],[' 5.4027e+10'],[' 0'],[' 0'],[' 960 '],[' 1936 '],[' 2859 '],[' 3717 '],[' 4720 '],[' 5663 '],[' 6 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 6981+'],[' 3497'],"[' 1013.846s (Solving', ' 944.47s 1st Model', ' 482.40s Unsat', ' 0.00s)']",[' 1020.953s'], ,[' 279249695'],"[' 6978971  (Analyzed', ' 6160058)']","[' 14101    (Average', ' 436.85 Last', ' 143002)']",[' 7101.3  '],"[' 3497     (Average Length', ' 1570.89 Splits', ' 0)']","[' 6160058  (Deleted', ' 6043976)']","[' 99       (Ratio', '   0.00%)']","[' 54813    (Ratio', '   0.89%)']","[' 6160058  (Average Length', '   20.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6160058  (Average', ' 42.55 Max', ' 8152 Sum', ' 262097550)']","[' 6157468  (Average', ' 41.97 Max', ' 8152 Sum', ' 258528526 Ratio', '  98.64%)']","[' 2590     (Average', ' 1378.00 Max', ' 2493 Sum', ' 3569024 Ratio', '   1.36%)']", ,[' 378994  '],[' 18049   '],[' 380028  '],[' 218832  '],"[' 656492   (Atom=Atom', ' 202781 Body=Body', ' 118949 Other', ' 334762)']",[' Yes'],"[' 21083    (Eliminated', '    0 Frozen', ' 21083)']","[' 10124    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.7834'],[' 0'], ,[' 660.783'],[' 0'],[' 22.2349'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.66283e+08'],[' 8.77664e+08'],[' 0'],[' 6.04387e+10'],[' 0'],[' 0'],[' 1306 '],[' 2304 '],[' 3282 '],[' 4283 '],[' 5296 '],[' 6183 '],[' 6 '],[' 0 ']
Solving...,TA74, ,[' 1'],[' 6517+'],[' 3265'],"[' 1008.753s (Solving', ' 945.87s 1st Model', ' 203.45s Unsat', ' 0.00s)']",[' 1012.797s'], ,[' 242100297'],"[' 5804258  (Analyzed', ' 5397710)']","[' 12203    (Average', ' 442.33 Last', ' 58636)']",[' 6944.0  '],"[' 3265     (Average Length', ' 1466.40 Splits', ' 0)']","[' 5397710  (Deleted', ' 5272975)']","[' 84       (Ratio', '   0.00%)']","[' 46345    (Ratio', '   0.86%)']","[' 5397710  (Average Length', '   19.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5397710  (Average', ' 42.10 Max', ' 8975 Sum', ' 227233377)']","[' 5395136  (Average', ' 41.37 Max', ' 8975 Sum', ' 223317657 Ratio', '  98.28%)']","[' 2574     (Average', ' 1521.26 Max', ' 2277 Sum', ' 3915720 Ratio', '   1.72%)']", ,[' 379955  '],[' 18010   '],[' 380798  '],[' 221719  '],"[' 665153   (Atom=Atom', ' 205707 Body=Body', ' 118910 Other', ' 340536)']",[' Yes'],"[' 20853    (Eliminated', '    0 Frozen', ' 20853)']","[' 8980     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.7011'],[' 0'], ,[' 690.416'],[' 0'],[' 19.9847'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.31105e+08'],[' 8.43194e+08'],[' 0'],[' 7.06004e+10'],[' 0'],[' 0'],[' 1152 '],[' 2023 '],[' 3085 '],[' 4072 '],[' 5135 '],[' 6040 '],[' 6 '],[' 0 ']
Solving...,TA75, ,[' 1'],[' 8145+'],[' 4079'],"[' 1018.007s (Solving', ' 932.18s 1st Model', ' 488.01s Unsat', ' 0.00s)']",[' 1014.422s'], ,[' 300401150'],"[' 4822144  (Analyzed', ' 4287374)']","[' 10849    (Average', ' 395.19 Last', ' 185597)']",[' 7114.5  '],"[' 4079     (Average Length', ' 1835.50 Splits', ' 0)']","[' 4287374  (Deleted', ' 4170616)']","[' 167      (Ratio', '   0.00%)']","[' 65053    (Ratio', '   1.52%)']","[' 4287374  (Average Length', '   18.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4287374  (Average', ' 65.66 Max', ' 8008 Sum', ' 281505835)']","[' 4285275  (Average', ' 64.83 Max', ' 8008 Sum', ' 277953265 Ratio', '  98.74%)']","[' 2099     (Average', ' 1692.51 Max', ' 2794 Sum', ' 3552570 Ratio', '   1.26%)']", ,[' 381455  '],[' 18189   '],[' 382931  '],[' 222242  '],"[' 666722   (Atom=Atom', ' 206051 Body=Body', ' 119089 Other', ' 341582)']",[' Yes'],"[' 21665    (Eliminated', '    0 Frozen', ' 21665)']","[' 11955    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.9803'],[' 0'], ,[' 587.558'],[' 0'],[' 23.1031'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.16456e+09'],[' 1.05635e+09'],[' 0'],[' 4.97293e+10'],[' 0'],[' 0'],[' 1205 '],[' 2149 '],[' 3209 '],[' 4272 '],[' 5237 '],[' 6220 '],[' 6 '],[' 0 ']
Solving...,TA76, ,[' 1'],[' 7073+'],[' 3543'],"[' 1016.832s (Solving', ' 938.83s 1st Model', ' 507.41s Unsat', ' 0.00s)']",[' 1010.734s'], ,[' 294049262'],"[' 5552492  (Analyzed', ' 5047696)']","[' 12273    (Average', ' 411.28 Last', ' 82855)']",[' 6962.1  '],"[' 3543     (Average Length', ' 1601.24 Splits', ' 0)']","[' 5047696  (Deleted', ' 4921958)']","[' 92       (Ratio', '   0.00%)']","[' 62203    (Ratio', '   1.23%)']","[' 5047696  (Average Length', '   16.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5047696  (Average', ' 54.91 Max', ' 7799 Sum', ' 277163679)']","[' 5045577  (Average', ' 54.31 Max', ' 7799 Sum', ' 274131598 Ratio', '  98.91%)']","[' 2119     (Average', ' 1430.90 Max', ' 2459 Sum', ' 3032081 Ratio', '   1.09%)']", ,[' 379783  '],[' 17950   '],[' 380883  '],[' 221917  '],"[' 665747   (Atom=Atom', ' 205965 Body=Body', ' 118850 Other', ' 340932)']",[' Yes'],"[' 21050    (Eliminated', '    0 Frozen', ' 21050)']","[' 11958    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.6765'],[' 0'], ,[' 590.447'],[' 0'],[' 23.8461'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.10635e+09'],[' 1.00357e+09'],[' 0'],[' 4.48388e+10'],[' 0'],[' 0'],[' 1131 '],[' 2066 '],[' 3041 '],[' 3959 '],[' 4864 '],[' 5794 '],[' 6 '],[' 0 ']
Solving...,TA77, ,[' 1'],[' 6633+'],[' 3323'],"[' 1015.268s (Solving', ' 946.47s 1st Model', ' 458.23s Unsat', ' 0.00s)']",[' 1007.422s'], ,[' 260137330'],"[' 7090485  (Analyzed', ' 6499060)']","[' 14214    (Average', ' 457.23 Last', ' 185393)']",[' 6881.1  '],"[' 3323     (Average Length', ' 1497.44 Splits', ' 0)']","[' 6499060  (Deleted', ' 6369359)']","[' 58       (Ratio', '   0.00%)']","[' 52234    (Ratio', '   0.80%)']","[' 6499060  (Average Length', '   18.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6499060  (Average', ' 37.65 Max', ' 8104 Sum', ' 244694497)']","[' 6496515  (Average', ' 37.10 Max', ' 8104 Sum', ' 241101336 Ratio', '  98.53%)']","[' 2545     (Average', ' 1411.85 Max', ' 2353 Sum', ' 3593161 Ratio', '   1.47%)']", ,[' 378206  '],[' 17953   '],[' 379126  '],[' 218898  '],"[' 656690   (Atom=Atom', ' 202943 Body=Body', ' 118853 Other', ' 334894)']",[' Yes'],"[' 20873    (Eliminated', '    0 Frozen', ' 20873)']","[' 9619     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.6172'],[' 0'], ,[' 655.79'],[' 0'],[' 22.2761'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.07655e+08'],[' 8.26435e+08'],[' 0'],[' 5.39894e+10'],[' 0'],[' 0'],[' 1068 '],[' 2140 '],[' 3042 '],[' 4060 '],[' 5075 '],[' 5958 '],[' 6 '],[' 0 ']
Solving...,TA78, ,[' 1'],[' 6635+'],[' 3324'],"[' 1016.936s (Solving', ' 937.94s 1st Model', ' 352.58s Unsat', ' 0.00s)']",[' 1001.625s'], ,[' 237007080'],"[' 6321009  (Analyzed', ' 5627723)']","[' 12963    (Average', ' 434.14 Last', ' 73799)']",[' 7362.4  '],"[' 3324     (Average Length', ' 1485.69 Splits', ' 0)']","[' 5627723  (Deleted', ' 5518214)']","[' 77       (Ratio', '   0.00%)']","[' 43921    (Ratio', '   0.78%)']","[' 5627723  (Average Length', '   22.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5627723  (Average', ' 39.06 Max', ' 9048 Sum', ' 219809532)']","[' 5625182  (Average', ' 38.42 Max', ' 9048 Sum', ' 216222770 Ratio', '  98.37%)']","[' 2541     (Average', ' 1411.56 Max', ' 2310 Sum', ' 3586762 Ratio', '   1.63%)']", ,[' 380342  '],[' 18124   '],[' 381209  '],[' 221526  '],"[' 664574   (Atom=Atom', ' 205400 Body=Body', ' 119024 Other', ' 340150)']",[' Yes'],"[' 20991    (Eliminated', '    0 Frozen', ' 20991)']","[' 8115     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.8699'],[' 0'], ,[' 650.923'],[' 0'],[' 22.2818'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.09373e+08'],[' 7.37554e+08'],[' 0'],[' 4.4145e+10'],[' 0'],[' 0'],[' 1276 '],[' 2257 '],[' 3170 '],[' 4173 '],[' 5220 '],[' 6141 '],[' 6 '],[' 0 ']
Solving...,TA79, ,[' 1'],[' 7367+'],[' 3690'],"[' 1020.639s (Solving', ' 925.34s 1st Model', ' 406.28s Unsat', ' 0.00s)']",[' 1007.672s'], ,[' 231678619'],"[' 3482443  (Analyzed', ' 2949014)']","[' 7763     (Average', ' 379.88 Last', ' 53680)']",[' 7159.2  '],"[' 3690     (Average Length', ' 1616.96 Splits', ' 0)']","[' 2949014  (Deleted', ' 2855835)']","[' 51       (Ratio', '   0.00%)']","[' 50970    (Ratio', '   1.73%)']","[' 2949014  (Average Length', '   19.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2949014  (Average', ' 72.42 Max', ' 8688 Sum', ' 213562003)']","[' 2946855  (Average', ' 71.30 Max', ' 8688 Sum', ' 210276992 Ratio', '  98.46%)']","[' 2159     (Average', ' 1521.54 Max', ' 2578 Sum', ' 3285011 Ratio', '   1.54%)']", ,[' 381206  '],[' 18068   '],[' 382315  '],[' 221886  '],"[' 665654   (Atom=Atom', ' 205816 Body=Body', ' 118968 Other', ' 340870)']",[' Yes'],"[' 21177    (Eliminated', '    0 Frozen', ' 21177)']","[' 8551     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 18.9957'],[' 0'], ,[' 586.815'],[' 0'],[' 23.4047'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.55376e+08'],[' 7.87155e+08'],[' 0'],[' 3.37574e+10'],[' 0'],[' 0'],[' 1147 '],[' 2101 '],[' 3029 '],[' 4033 '],[' 4939 '],[' 5855 '],[' 6 '],[' 0 ']
Solving...,TA80, ,[' 1'],[' 6355+'],[' 3184'],"[' 1017.400s (Solving', ' 937.87s 1st Model', ' 354.28s Unsat', ' 0.00s)']",[' 1005.594s'], ,[' 229300351'],"[' 4449524  (Analyzed', ' 3933462)']","[' 9000     (Average', ' 437.05 Last', ' 88882)']",[' 7107.5  '],"[' 3184     (Average Length', ' 1443.18 Splits', ' 0)']","[' 3933462  (Deleted', ' 3825812)']","[' 58       (Ratio', '   0.00%)']","[' 51003    (Ratio', '   1.30%)']","[' 3933462  (Average Length', '   20.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3933462  (Average', ' 54.34 Max', ' 8496 Sum', ' 213741996)']","[' 3930880  (Average', ' 53.48 Max', ' 8496 Sum', ' 210355795 Ratio', '  98.42%)']","[' 2582     (Average', ' 1311.46 Max', ' 2202 Sum', ' 3386201 Ratio', '   1.58%)']", ,[' 380206  '],[' 18191   '],[' 380967  '],[' 220903  '],"[' 662705   (Atom=Atom', ' 204710 Body=Body', ' 119091 Other', ' 338904)']",[' Yes'],"[' 20952    (Eliminated', '    0 Frozen', ' 20952)']","[' 9732     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.8613'],[' 0'], ,[' 625.785'],[' 0'],[' 22.9509'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.39074e+08'],[' 7.68887e+08'],[' 0'],[' 4.0032e+10'],[' 0'],[' 0'],[' 1136 '],[' 2292 '],[' 3206 '],[' 4217 '],[' 5078 '],[' 6028 '],[' 6 '],[' 0 ']
