Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , ,[' 1'],[' 9299+'],[' 4656'],"[' 619.270s (Solving', ' 553.90s 1st Model', ' 115.29s Unsat', ' 0.00s)']",[' 617.359s'], ,[' 269332053'],"[' 3306408  (Analyzed', ' 2712984)']","[' 7312     (Average', ' 371.03 Last', ' 23583)']",[' 10933.5 '],"[' 4656     (Average Length', ' 2377.89 Splits', ' 0)']","[' 2712984  (Deleted', ' 2625310)']","[' 569      (Ratio', '   0.02%)']","[' 40076    (Ratio', '   1.48%)']","[' 2712984  (Average Length', '   26.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2712984  (Average', ' 86.75 Max', ' 14483 Sum', ' 235363628)']","[' 2709748  (Average', ' 84.25 Max', ' 14483 Sum', ' 228580317 Ratio', '  97.12%)']","[' 3236     (Average', ' 2096.20 Max', ' 3342 Sum', ' 6783311 Ratio', '   2.88%)']", ,[' 377589  '],[' 22424   '],[' 345719  '],[' 166702  '],"[' 416180   (Atom=Atom', ' 113464 Body=Body', ' 79451 Other', ' 223265)']",[' Yes'],"[' 27633    (Eliminated', '    0 Frozen', ' 27633)']","[' 7509     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.4843'],[' 0'], ,[' 167.656'],[' 0'],[' 16.1743'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.80554e+08'],[' 4.28794e+08'],[' 0'],[' 6.26226e+09'],[' 0'],[' 0'],[' 1559 '],[' 2763 '],[' 3667 '],[' 4742 '],[' 5705 '],[' 6892 '],[' 6 '],[' 0 ']
Solving...,TA72, , , ,[' 1'],[' 9469+'],[' 4741'],"[' 618.707s (Solving', ' 554.37s 1st Model', ' 138.17s Unsat', ' 0.00s)']",[' 616.859s'], ,[' 268449693'],"[' 3010262  (Analyzed', ' 2299531)']","[' 7247     (Average', ' 317.31 Last', ' 135143)']",[' 10657.6 '],"[' 4741     (Average Length', ' 2411.18 Splits', ' 0)']","[' 2299531  (Deleted', ' 2216899)']","[' 574      (Ratio', '   0.02%)']","[' 40969    (Ratio', '   1.78%)']","[' 2299531  (Average Length', '   23.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2299531  (Average', ' 102.42 Max', ' 14808 Sum', ' 235523545)']","[' 2296377  (Average', ' 99.31 Max', ' 14808 Sum', ' 228375949 Ratio', '  96.97%)']","[' 3154     (Average', ' 2266.20 Max', ' 3522 Sum', ' 7147596 Ratio', '   3.03%)']", ,[' 376000  '],[' 22000   '],[' 343678  '],[' 165020  '],"[' 411977   (Atom=Atom', ' 112479 Body=Body', ' 78641 Other', ' 220857)']",[' Yes'],"[' 27418    (Eliminated', '    0 Frozen', ' 27418)']","[' 7505     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.2947'],[' 0'], ,[' 162.351'],[' 0'],[' 15.744'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.20643e+08'],[' 4.62506e+08'],[' 0'],[' 6.0939e+09'],[' 0'],[' 0'],[' 1144 '],[' 2219 '],[' 3314 '],[' 4202 '],[' 5025 '],[' 5916 '],[' 6 '],[' 0 ']
Solving...,TA73, , , , ,[' 8725+'],[' 4368'],"[' 623.976s (Solving', ' 554.41s 1st Model', ' 124.66s Unsat', ' 0.00s)']",[' 621.688s'], ,[' 267996689'],"[' 4869429  (Analyzed', ' 4124797)']","[' 10001    (Average', ' 412.44 Last', ' 12355)']",[' 11475.7 '],"[' 4369     (Average Length', ' 2293.07 Splits', ' 0)']","[' 4124797  (Deleted', ' 4022037)']","[' 457      (Ratio', '   0.01%)']","[' 34308    (Ratio', '   0.83%)']","[' 4124797  (Average Length', '   24.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4124797  (Average', ' 56.08 Max', ' 15486 Sum', ' 231301302)']","[' 4122230  (Average', ' 54.99 Max', ' 15486 Sum', ' 226811942 Ratio', '  98.06%)']","[' 2567     (Average', ' 1748.87 Max', ' 3307 Sum', ' 4489360 Ratio', '   1.94%)']", ,[' 375956  '],[' 22278   '],[' 344004  '],[' 165406  '],"[' 412075   (Atom=Atom', ' 112355 Body=Body', ' 78820 Other', ' 220900)']",[' Yes'],"[' 27231    (Eliminated', '    0 Frozen', ' 27231)']","[' 5831     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.3868'],[' 0'], ,[' 177.899'],[' 0'],[' 15.9716'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.38017e+08'],[' 3.88146e+08'],[' 0'],[' 7.26674e+09'],[' 0'],[' 0'],[' 1749 '],[' 2634 '],[' 3440 '],[' 4611 '],[' 5323 '],[' 6523 '],[' 6 '],[' 0 ']
Solving...,TA74, , , ,[' 1'],[' 9107+'],[' 4560'],"[' 618.421s (Solving', ' 555.01s 1st Model', ' 128.61s Unsat', ' 0.00s)']",[' 616.969s'], ,[' 267527635'],"[' 4747239  (Analyzed', ' 4302923)']","[' 10592    (Average', ' 406.24 Last', ' 2591)']",[' 11057.4 '],"[' 4560     (Average Length', ' 2351.46 Splits', ' 0)']","[' 4302923  (Deleted', ' 4204033)']","[' 621      (Ratio', '   0.01%)']","[' 33682    (Ratio', '   0.78%)']","[' 4302923  (Average Length', '   19.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4302923  (Average', ' 54.48 Max', ' 14602 Sum', ' 234436241)']","[' 4299417  (Average', ' 52.77 Max', ' 14602 Sum', ' 227082555 Ratio', '  96.86%)']","[' 3506     (Average', ' 2097.46 Max', ' 5374 Sum', ' 7353686 Ratio', '   3.14%)']", ,[' 376788  '],[' 22118   '],[' 344199  '],[' 165667  '],"[' 412361   (Atom=Atom', ' 112512 Body=Body', ' 78687 Other', ' 221162)']",[' Yes'],"[' 27376    (Eliminated', '    0 Frozen', ' 27376)']","[' 5965     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.2363'],[' 0'], ,[' 183.448'],[' 0'],[' 16.4887'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.37184e+08'],[' 3.86407e+08'],[' 0'],[' 7.34788e+09'],[' 0'],[' 0'],[' 1264 '],[' 2393 '],[' 3463 '],[' 4191 '],[' 5249 '],[' 5927 '],[' 6 '],[' 0 ']
Solving...,TA75, , , , ,[' 9129+'],[' 4571'],"[' 621.310s (Solving', ' 553.28s 1st Model', ' 116.52s Unsat', ' 0.00s)']",[' 619.813s'], ,[' 262056119'],"[' 4703624  (Analyzed', ' 4024332)']","[' 9669     (Average', ' 416.21 Last', ' 13356)']",[' 11542.4 '],"[' 4572     (Average Length', ' 2339.91 Splits', ' 0)']","[' 4024332  (Deleted', ' 3931599)']","[' 569      (Ratio', '   0.01%)']","[' 31653    (Ratio', '   0.79%)']","[' 4024332  (Average Length', '   25.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4024332  (Average', ' 56.17 Max', ' 14969 Sum', ' 226061624)']","[' 4020785  (Average', ' 54.41 Max', ' 14969 Sum', ' 218959812 Ratio', '  96.86%)']","[' 3547     (Average', ' 2002.20 Max', ' 3272 Sum', ' 7101812 Ratio', '   3.14%)']", ,[' 377533  '],[' 22333   '],[' 345385  '],[' 166450  '],"[' 414204   (Atom=Atom', ' 113009 Body=Body', ' 79088 Other', ' 222107)']",[' Yes'],"[' 27480    (Eliminated', '    0 Frozen', ' 27480)']","[' 6371     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.649'],[' 0'], ,[' 186.566'],[' 0'],[' 15.8368'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.15525e+08'],[' 3.67639e+08'],[' 0'],[' 7.98142e+09'],[' 0'],[' 0'],[' 1576 '],[' 2681 '],[' 3546 '],[' 4285 '],[' 5684 '],[' 6585 '],[' 6 '],[' 0 ']
Solving...,TA76, , , , ,[' 9659+'],[' 4836'],"[' 621.644s (Solving', ' 552.31s 1st Model', ' 120.60s Unsat', ' 0.00s)']",[' 619.469s'], ,[' 248066762'],"[' 4900895  (Analyzed', ' 4399738)']","[' 10761    (Average', ' 408.86 Last', ' 7525)']",[' 11029.6 '],"[' 4837     (Average Length', ' 2438.05 Splits', ' 0)']","[' 4399738  (Deleted', ' 4310337)']","[' 611      (Ratio', '   0.01%)']","[' 32409    (Ratio', '   0.74%)']","[' 4399738  (Average Length', '   20.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4399738  (Average', ' 48.50 Max', ' 14246 Sum', ' 213393976)']","[' 4396196  (Average', ' 46.75 Max', ' 14246 Sum', ' 205679202 Ratio', '  96.38%)']","[' 3542     (Average', ' 2178.08 Max', ' 3413 Sum', ' 7714774 Ratio', '   3.62%)']", ,[' 377277  '],[' 22084   '],[' 344727  '],[' 166210  '],"[' 411627   (Atom=Atom', ' 112372 Body=Body', ' 78502 Other', ' 220753)']",[' Yes'],"[' 27475    (Eliminated', '    0 Frozen', ' 27475)']","[' 6229     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.6519'],[' 0'], ,[' 184.065'],[' 0'],[' 15.1814'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.07022e+08'],[' 3.57591e+08'],[' 0'],[' 7.80953e+09'],[' 0'],[' 0'],[' 1286 '],[' 2351 '],[' 3285 '],[' 4291 '],[' 4993 '],[' 6242 '],[' 6 '],[' 0 ']
Solving...,TA77, , , ,[' 1'],[' 9221+'],[' 4617'],"[' 617.819s (Solving', ' 553.09s 1st Model', ' 128.47s Unsat', ' 0.00s)']",[' 616.047s'], ,[' 269465800'],"[' 4990714  (Analyzed', ' 4134451)']","[' 9861     (Average', ' 419.27 Last', ' 12481)']",[' 11088.8 '],"[' 4617     (Average Length', ' 2342.12 Splits', ' 0)']","[' 4134451  (Deleted', ' 4046287)']","[' 593      (Ratio', '   0.01%)']","[' 35750    (Ratio', '   0.86%)']","[' 4134451  (Average Length', '   22.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4134451  (Average', ' 56.68 Max', ' 14775 Sum', ' 234356155)']","[' 4131193  (Average', ' 55.13 Max', ' 14775 Sum', ' 227939769 Ratio', '  97.26%)']","[' 3258     (Average', ' 1969.42 Max', ' 3365 Sum', ' 6416386 Ratio', '   2.74%)']", ,[' 374886  '],[' 21896   '],[' 342505  '],[' 164116  '],"[' 408996   (Atom=Atom', ' 111641 Body=Body', ' 78023 Other', ' 219332)']",[' Yes'],"[' 27172    (Eliminated', '    0 Frozen', ' 27172)']","[' 6471     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.4959'],[' 0'], ,[' 172.896'],[' 0'],[' 15.9929'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.54571e+08'],[' 4.01455e+08'],[' 0'],[' 6.86834e+09'],[' 0'],[' 0'],[' 1575 '],[' 2221 '],[' 3275 '],[' 4379 '],[' 5399 '],[' 6094 '],[' 6 '],[' 0 ']
Solving...,TA78, , , ,[' 1'],[' 9539+'],[' 4776'],"[' 617.690s (Solving', ' 553.03s 1st Model', ' 98.47s Unsat', ' 0.00s)']",[' 616.172s'], ,[' 254867152'],"[' 4716982  (Analyzed', ' 4098676)']","[' 9635     (Average', ' 425.39 Last', ' 68818)']",[' 10632.1 '],"[' 4776     (Average Length', ' 2423.03 Splits', ' 0)']","[' 4098676  (Deleted', ' 4011125)']","[' 667      (Ratio', '   0.02%)']","[' 33647    (Ratio', '   0.82%)']","[' 4098676  (Average Length', '   21.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4098676  (Average', ' 54.58 Max', ' 14048 Sum', ' 223721857)']","[' 4094708  (Average', ' 52.39 Max', ' 14048 Sum', ' 214714364 Ratio', '  95.97%)']","[' 3968     (Average', ' 2270.03 Max', ' 3450 Sum', ' 9007493 Ratio', '   4.03%)']", ,[' 375746  '],[' 22181   '],[' 344198  '],[' 165426  '],"[' 412039   (Atom=Atom', ' 112489 Body=Body', ' 78583 Other', ' 220967)']",[' Yes'],"[' 27490    (Eliminated', '    0 Frozen', ' 27490)']","[' 6538     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.3601'],[' 0'], ,[' 179.963'],[' 0'],[' 15.3974'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.36344e+08'],[' 3.85294e+08'],[' 0'],[' 7.65535e+09'],[' 0'],[' 0'],[' 1294 '],[' 2404 '],[' 3404 '],[' 4248 '],[' 5559 '],[' 6570 '],[' 6 '],[' 0 ']
Solving...,TA79, , , ,[' 1'],[' 10137+'],[' 5075'],"[' 620.305s (Solving', ' 550.38s 1st Model', ' 148.43s Unsat', ' 0.00s)']",[' 618.844s'], ,[' 246219147'],"[' 3982097  (Analyzed', ' 2941271)']","[' 7834     (Average', ' 375.45 Last', ' 77153)']",[' 10767.4 '],"[' 5075     (Average Length', ' 2580.54 Splits', ' 0)']","[' 2941271  (Deleted', ' 2847029)']","[' 561      (Ratio', '   0.02%)']","[' 38827    (Ratio', '   1.32%)']","[' 2941271  (Average Length', '   18.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2941271  (Average', ' 71.17 Max', ' 14139 Sum', ' 209332835)']","[' 2938409  (Average', ' 69.14 Max', ' 14139 Sum', ' 203370353 Ratio', '  97.15%)']","[' 2862     (Average', ' 2083.33 Max', ' 3710 Sum', ' 5962482 Ratio', '   2.85%)']", ,[' 377262  '],[' 22052   '],[' 345036  '],[' 166025  '],"[' 412858   (Atom=Atom', ' 112709 Body=Body', ' 78573 Other', ' 221576)']",[' Yes'],"[' 27671    (Eliminated', '    0 Frozen', ' 27671)']","[' 7713     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.5542'],[' 0'], ,[' 148.856'],[' 0'],[' 14.6441'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.58409e+08'],[' 4.06478e+08'],[' 0'],[' 5.09112e+09'],[' 0'],[' 0'],[' 1252 '],[' 2254 '],[' 3115 '],[' 4093 '],[' 5145 '],[' 6195 '],[' 6 '],[' 0 ']
Solving...,TA80, , , ,[' 1'],[' 9541+'],[' 4777'],"[' 619.619s (Solving', ' 550.68s 1st Model', ' 128.17s Unsat', ' 0.00s)']",[' 617.906s'], ,[' 269818846'],"[' 3835064  (Analyzed', ' 3201711)']","[' 8484     (Average', ' 377.38 Last', ' 15288)']",[' 11351.7 '],"[' 4777     (Average Length', ' 2430.60 Splits', ' 0)']","[' 3201711  (Deleted', ' 3117073)']","[' 541      (Ratio', '   0.02%)']","[' 37895    (Ratio', '   1.18%)']","[' 3201711  (Average Length', '   26.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3201711  (Average', ' 72.36 Max', ' 14807 Sum', ' 231685306)']","[' 3198776  (Average', ' 70.66 Max', ' 14807 Sum', ' 226233957 Ratio', '  97.65%)']","[' 2935     (Average', ' 1857.36 Max', ' 3456 Sum', ' 5451349 Ratio', '   2.35%)']", ,[' 375379  '],[' 22204   '],[' 343981  '],[' 165012  '],"[' 414271   (Atom=Atom', ' 113075 Body=Body', ' 79122 Other', ' 222074)']",[' Yes'],"[' 27604    (Eliminated', '    0 Frozen', ' 27604)']","[' 7334     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.0469'],[' 0'], ,[' 164.316'],[' 0'],[' 15.8047'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.53325e+08'],[' 4.00592e+08'],[' 0'],[' 6.20341e+09'],[' 0'],[' 0'],[' 1597 '],[' 2585 '],[' 3199 '],[' 4216 '],[' 5099 '],[' 6338 '],[' 6 '],[' 0 ']
