Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 2879'],[' 1446'],"[' 194.064s (Solving', ' 184.96s 1st Model', ' 6.13s Unsat', ' 168.17s)']",[' 193.172s'], ,[' 23220252'],"[' 10522285 (Analyzed', ' 10414917)']","[' 18489    (Average', ' 563.30 Last', ' 792)']",[' 2532.2  '],"[' 1446     (Average Length', ' 675.41 Splits', ' 0)']","[' 10414917 (Deleted', ' 10252270)']","[' 105      (Ratio', '   0.00%)']","[' 3038     (Ratio', '   0.03%)']","[' 10414917 (Average Length', '   11.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10414917 (Average', '  1.97 Max', ' 3074 Sum', ' 20493167)']","[' 10414440 (Average', '  1.94 Max', ' 3074 Sum', ' 20235044 Ratio', '  98.74%)']","[' 477      (Average', ' 541.14 Max', ' 1099 Sum', ' 258123 Ratio', '   1.26%)']", ,[' 101847  '],[' 4855    '],[' 102137  '],[' 56917   '],"[' 170747   (Atom=Atom', ' 53060 Body=Body', ' 30305 Other', ' 87382)']",[' Yes'],"[' 6145     (Eliminated', '    0 Frozen', ' 6145)']","[' 425      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.27394'],[' 0'], ,[' 104.155'],[' 0'],[' 3.20109'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.30808e+07'],[' 5.64112e+07'],[' 0'],[' 6.96317e+09'],[' 0'],[' 0'],[' 682 '],[' 1267 '],[' 1909 '],[' 2478 '],[' 2990 '],[' 3399 '],[' 0 '],[' 6 ']
Solving...,TA62, , ,[' 2889'],[' 1451'],"[' 442.791s (Solving', ' 434.09s 1st Model', ' 9.03s Unsat', ' 86.94s)']",[' 442.063s'], ,[' 24255373'],"[' 7647392  (Analyzed', ' 7259157)']","[' 15460    (Average', ' 469.54 Last', ' 22313)']",[' 2459.6  '],"[' 1451     (Average Length', ' 670.79 Splits', ' 0)']","[' 7259157  (Deleted', ' 7133068)']","[' 95       (Ratio', '   0.00%)']","[' 4929     (Ratio', '   0.07%)']","[' 7259157  (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7259157  (Average', '  2.94 Max', ' 3070 Sum', ' 21365038)']","[' 7258746  (Average', '  2.90 Max', ' 2941 Sum', ' 21076058 Ratio', '  98.65%)']","[' 411      (Average', ' 703.11 Max', ' 1092 Sum', ' 288980 Ratio', '   1.35%)']", ,[' 102127  '],[' 4878    '],[' 102411  '],[' 57527   '],"[' 172577   (Atom=Atom', ' 53647 Body=Body', ' 30328 Other', ' 88602)']",[' Yes'],"[' 6162     (Eliminated', '    0 Frozen', ' 6162)']","[' 767      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.13048'],[' 0'], ,[' 368.104'],[' 0'],[' 5.68182'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.96965e+07'],[' 6.44304e+07'],[' 0'],[' 4.56463e+10'],[' 0'],[' 0'],[' 683 '],[' 1297 '],[' 1884 '],[' 2392 '],[' 3027 '],[' 3453 '],[' 2 '],[' 4 ']
Solving...,TA63, , ,[' 2905'],[' 1459'],"[' 68.718s (Solving', ' 59.92s 1st Model', ' 7.41s Unsat', ' 41.57s)']",[' 68.375s'], ,[' 7736243 '],"[' 540087   (Analyzed', ' 369598)']","[' 1520     (Average', ' 243.16 Last', ' 5870)']",[' 2595.4  '],"[' 1459     (Average Length', ' 673.89 Splits', ' 0)']","[' 369598   (Deleted', ' 353404)']","[' 79       (Ratio', '   0.02%)']","[' 2518     (Ratio', '   0.68%)']","[' 369598   (Average Length', '    9.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 369598   (Average', ' 13.26 Max', ' 3275 Sum', ' 4901125)']","[' 369295   (Average', ' 12.87 Max', ' 3275 Sum', ' 4757766 Ratio', '  97.07%)']","[' 303      (Average', ' 473.13 Max', ' 1351 Sum', ' 143359 Ratio', '   2.93%)']", ,[' 101800  '],[' 4828    '],[' 102087  '],[' 57125   '],"[' 171371   (Atom=Atom', ' 53295 Body=Body', ' 30278 Other', ' 87798)']",[' Yes'],"[' 6115     (Eliminated', '    0 Frozen', ' 6115)']","[' 160      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.21244'],[' 0'], ,[' 46.3486'],[' 0'],[' 0.812772'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.78324e+07'],[' 3.47127e+07'],[' 0'],[' 6.48812e+09'],[' 0'],[' 0'],[' 687 '],[' 1206 '],[' 1802 '],[' 2305 '],[' 2805 '],[' 3221 '],[' 0 '],[' 6 ']
Solving...,TA64, , ,[' 2865'],[' 1439'],"[' 207.003s (Solving', ' 198.26s 1st Model', ' 7.56s Unsat', ' 13.81s)']",[' 206.219s'], ,[' 26748834'],"[' 11179604 (Analyzed', ' 11027000)']","[' 19811    (Average', ' 556.61 Last', ' 2212)']",[' 2579.3  '],"[' 1439     (Average Length', ' 663.91 Splits', ' 0)']","[' 11027000 (Deleted', ' 10838394)']","[' 75       (Ratio', '   0.00%)']","[' 2511     (Ratio', '   0.02%)']","[' 11027000 (Average Length', '   11.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11027000 (Average', '  2.15 Max', ' 3230 Sum', ' 23756245)']","[' 11026576 (Average', '  2.14 Max', ' 3230 Sum', ' 23573171 Ratio', '  99.23%)']","[' 424      (Average', ' 431.78 Max', ' 1100 Sum', ' 183074 Ratio', '   0.77%)']", ,[' 102062  '],[' 4881    '],[' 102322  '],[' 56996   '],"[' 170984   (Atom=Atom', ' 53113 Body=Body', ' 30331 Other', ' 87540)']",[' Yes'],"[' 6141     (Eliminated', '    0 Frozen', ' 6141)']","[' 343      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.25532'],[' 0'], ,[' 116.351'],[' 0'],[' 3.37634'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.47542e+07'],[' 6.26321e+07'],[' 0'],[' 7.74481e+09'],[' 0'],[' 0'],[' 918 '],[' 1555 '],[' 2256 '],[' 2765 '],[' 3242 '],[' 3633 '],[' 1 '],[' 5 ']
Solving...,TA65, , ,[' 2961'],[' 1487'],"[' 230.519s (Solving', ' 221.62s 1st Model', ' 14.19s Unsat', ' 196.94s)']",[' 229.844s'], ,[' 18958732'],"[' 6584731  (Analyzed', ' 6469286)']","[' 13595    (Average', ' 475.86 Last', ' 79966)']",[' 2364.3  '],"[' 1487     (Average Length', ' 683.81 Splits', ' 0)']","[' 6469286  (Deleted', ' 6349291)']","[' 110      (Ratio', '   0.00%)']","[' 4384     (Ratio', '   0.07%)']","[' 6469286  (Average Length', '   10.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6469286  (Average', '  2.54 Max', ' 2981 Sum', ' 16433618)']","[' 6468867  (Average', '  2.50 Max', ' 2981 Sum', ' 16203504 Ratio', '  98.60%)']","[' 419      (Average', ' 549.20 Max', ' 1166 Sum', ' 230114 Ratio', '   1.40%)']", ,[' 102105  '],[' 4888    '],[' 102425  '],[' 57429   '],"[' 172283   (Atom=Atom', ' 53539 Body=Body', ' 30338 Other', ' 88406)']",[' Yes'],"[' 6208     (Eliminated', '    0 Frozen', ' 6208)']","[' 619      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.22831'],[' 0'], ,[' 164.293'],[' 0'],[' 2.99068'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.34935e+07'],[' 5.24544e+07'],[' 0'],[' 2.08478e+10'],[' 0'],[' 0'],[' 686 '],[' 1243 '],[' 1804 '],[' 2380 '],[' 2916 '],[' 3346 '],[' 0 '],[' 6 ']
Solving...,TA66, , ,[' 3341'],[' 1677'],"[' 112.927s (Solving', ' 102.58s 1st Model', ' 9.87s Unsat', ' 79.92s)']",[' 112.375s'], ,[' 9805065 '],"[' 1163393  (Analyzed', ' 1000548)']","[' 3041     (Average', ' 329.02 Last', ' 4765)']",[' 2707.7  '],"[' 1677     (Average Length', ' 768.07 Splits', ' 0)']","[' 1000548  (Deleted', ' 962285)']","[' 86       (Ratio', '   0.01%)']","[' 2962     (Ratio', '   0.30%)']","[' 1000548  (Average Length', '   10.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1000548  (Average', '  6.59 Max', ' 3131 Sum', ' 6589806)']","[' 1000158  (Average', '  6.37 Max', ' 3131 Sum', ' 6372063 Ratio', '  96.70%)']","[' 390      (Average', ' 558.32 Max', ' 1266 Sum', ' 217743 Ratio', '   3.30%)']", ,[' 102358  '],[' 4853    '],[' 102828  '],[' 57440   '],"[' 172316   (Atom=Atom', ' 53585 Body=Body', ' 30303 Other', ' 88428)']",[' Yes'],"[' 6323     (Eliminated', '    0 Frozen', ' 6323)']","[' 357      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.59806'],[' 0'], ,[' 81.2464'],[' 0'],[' 1.44814'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.87328e+07'],[' 4.27586e+07'],[' 0'],[' 1.0714e+10'],[' 0'],[' 0'],[' 719 '],[' 1216 '],[' 1765 '],[' 2354 '],[' 2939 '],[' 3403 '],[' 0 '],[' 6 ']
Solving...,TA67, , ,[' 2979'],[' 1496'],"[' 92.243s (Solving', ' 82.82s 1st Model', ' 10.52s Unsat', ' 61.06s)']",[' 91.422s'], ,[' 8880405 '],"[' 1113442  (Analyzed', ' 988592)']","[' 3004     (Average', ' 329.09 Last', ' 14010)']",[' 2685.4  '],"[' 1496     (Average Length', ' 686.58 Splits', ' 0)']","[' 988592   (Deleted', ' 952927)']","[' 110      (Ratio', '   0.01%)']","[' 2952     (Ratio', '   0.30%)']","[' 988592   (Average Length', '   10.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 988592   (Average', '  5.97 Max', ' 3357 Sum', ' 5900154)']","[' 988269   (Average', '  5.81 Max', ' 3357 Sum', ' 5745130 Ratio', '  97.37%)']","[' 323      (Average', ' 479.95 Max', ' 972 Sum', ' 155024 Ratio', '   2.63%)']", ,[' 102447  '],[' 4889    '],[' 102759  '],[' 58153   '],"[' 174455   (Atom=Atom', ' 54262 Body=Body', ' 30339 Other', ' 89854)']",[' Yes'],"[' 6201     (Eliminated', '    0 Frozen', ' 6201)']","[' 230      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.32891'],[' 0'], ,[' 63.3027'],[' 0'],[' 1.15503'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.22397e+07'],[' 3.70024e+07'],[' 0'],[' 8.10961e+09'],[' 0'],[' 0'],[' 754 '],[' 1316 '],[' 1870 '],[' 2463 '],[' 3038 '],[' 3459 '],[' 0 '],[' 6 ']
Solving...,TA68, , ,[' 2935'],[' 1474'],"[' 40.191s (Solving', ' 30.84s 1st Model', ' 5.84s Unsat', ' 6.40s)']",[' 39.906s'], ,[' 7289629 '],"[' 949863   (Analyzed', ' 168847)']","[' 1428     (Average', ' 118.24 Last', ' 2881)']",[' 2748.0  '],"[' 1474     (Average Length', ' 674.03 Splits', ' 0)']","[' 168847   (Deleted', ' 155130)']","[' 97       (Ratio', '   0.06%)']","[' 2164     (Ratio', '   1.28%)']","[' 168847   (Average Length', '    8.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 168847   (Average', ' 21.46 Max', ' 3368 Sum', ' 3623628)']","[' 168565   (Average', ' 20.38 Max', ' 3368 Sum', ' 3441252 Ratio', '  94.97%)']","[' 282      (Average', ' 646.72 Max', ' 1087 Sum', ' 182376 Ratio', '   5.03%)']", ,[' 102437  '],[' 4835    '],[' 102742  '],[' 58409   '],"[' 175223   (Atom=Atom', ' 54572 Body=Body', ' 30285 Other', ' 90366)']",[' Yes'],"[' 6140     (Eliminated', '    0 Frozen', ' 6140)']","[' 162      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.24109'],[' 0'], ,[' 17.5091'],[' 0'],[' 0.48739'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.70131e+07'],[' 3.39122e+07'],[' 0'],[' 1.6401e+09'],[' 0'],[' 0'],[' 668 '],[' 1203 '],[' 1717 '],[' 2284 '],[' 2841 '],[' 3323 '],[' 0 '],[' 6 ']
Solving...,TA69, , ,[' 3201'],[' 1607'],"[' 308.555s (Solving', ' 298.58s 1st Model', ' 8.43s Unsat', ' 113.02s)']",[' 307.391s'], ,[' 32231479'],"[' 12680669 (Analyzed', ' 12544369)']","[' 23087    (Average', ' 543.35 Last', ' 2557)']",[' 2510.6  '],"[' 1607     (Average Length', ' 731.59 Splits', ' 0)']","[' 12544369 (Deleted', ' 12363042)']","[' 121      (Ratio', '   0.00%)']","[' 4461     (Ratio', '   0.04%)']","[' 12544369 (Average Length', '   12.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12544369 (Average', '  2.33 Max', ' 3124 Sum', ' 29215542)']","[' 12543855 (Average', '  2.30 Max', ' 2977 Sum', ' 28887469 Ratio', '  98.88%)']","[' 514      (Average', ' 638.27 Max', ' 1200 Sum', ' 328073 Ratio', '   1.12%)']", ,[' 102300  '],[' 4912    '],[' 102697  '],[' 57367   '],"[' 172097   (Atom=Atom', ' 53453 Body=Body', ' 30362 Other', ' 88282)']",[' Yes'],"[' 6309     (Eliminated', '    0 Frozen', ' 6309)']","[' 751      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.42856'],[' 0'], ,[' 206.208'],[' 0'],[' 4.39994'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.10542e+08'],[' 7.41274e+07'],[' 0'],[' 2.19717e+10'],[' 0'],[' 0'],[' 908 '],[' 1396 '],[' 1961 '],[' 2564 '],[' 3044 '],[' 3527 '],[' 1 '],[' 5 ']
Solving...,TA70, , ,[' 2793'],[' 1403'],"[' 371.807s (Solving', ' 362.97s 1st Model', ' 18.01s Unsat', ' 8.56s)']",[' 370.609s'], ,[' 17365613'],"[' 4608190  (Analyzed', ' 4465098)']","[' 10161    (Average', ' 439.43 Last', ' 98208)']",[' 2484.2  '],"[' 1403     (Average Length', ' 657.46 Splits', ' 0)']","[' 4465098  (Deleted', ' 4364488)']","[' 135      (Ratio', '   0.00%)']","[' 4487     (Ratio', '   0.10%)']","[' 4465098  (Average Length', '   11.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4465098  (Average', '  3.32 Max', ' 2993 Sum', ' 14811940)']","[' 4464603  (Average', '  3.26 Max', ' 2993 Sum', ' 14539634 Ratio', '  98.16%)']","[' 495      (Average', ' 550.11 Max', ' 1073 Sum', ' 272306 Ratio', '   1.84%)']", ,[' 102185  '],[' 4894    '],[' 102451  '],[' 57421   '],"[' 172259   (Atom=Atom', ' 53525 Body=Body', ' 30344 Other', ' 88390)']",[' Yes'],"[' 6160     (Eliminated', '    0 Frozen', ' 6160)']","[' 694      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.14737'],[' 0'], ,[' 315.653'],[' 0'],[' 4.61029'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.89034e+07'],[' 5.32965e+07'],[' 0'],[' 4.09213e+10'],[' 0'],[' 0'],[' 738 '],[' 1353 '],[' 2135 '],[' 2732 '],[' 3393 '],[' 3826 '],[' 2 '],[' 4 ']
