Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, ,[' 1'],[' 3345+'],[' 1678'],"[' 984.581s (Solving', ' 974.36s 1st Model', ' 11.67s Unsat', ' 181.13s)']",[' 981.594s'], ,[' 53709803'],"[' 18865508 (Analyzed', ' 18608998)']","[' 35212    (Average', ' 528.48 Last', ' 100487)']",[' 2923.5  '],"[' 1678     (Average Length', ' 778.91 Splits', ' 0)']","[' 18608998 (Deleted', ' 18312509)']","[' 86       (Ratio', '   0.00%)']","[' 7328     (Ratio', '   0.04%)']","[' 18608998 (Average Length', '   11.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18608998 (Average', '  2.68 Max', ' 3179 Sum', ' 49832161)']","[' 18608332 (Average', '  2.65 Max', ' 3179 Sum', ' 49385666 Ratio', '  99.10%)']","[' 666      (Average', ' 670.41 Max', ' 1130 Sum', ' 446495 Ratio', '   0.90%)']", ,[' 104446  '],[' 5678    '],[' 104961  '],[' 58485   '],"[' 175451   (Atom=Atom', ' 53805 Body=Body', ' 31128 Other', ' 90518)']",[' Yes'],"[' 7193     (Eliminated', '    0 Frozen', ' 7193)']","[' 1222     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.55116'],[' 0'], ,[' 821.786'],[' 0'],[' 13.3971'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.6416e+08'],[' 1.1161e+08'],[' 0'],[' 9.34049e+10'],[' 0'],[' 0'],[' 761 '],[' 1380 '],[' 2029 '],[' 2764 '],[' 3352 '],[' 4 '],[' 1 ']
Solving...,TA62, , ,[' 3673'],[' 1842'],"[' 655.946s (Solving', ' 643.11s 1st Model', ' 48.70s Unsat', ' 31.32s)']",[' 654.453s'], ,[' 46363655'],"[' 9132687  (Analyzed', ' 8911168)']","[' 19665    (Average', ' 453.15 Last', ' 109901)']",[' 2954.0  '],"[' 1842     (Average Length', ' 844.10 Splits', ' 0)']","[' 8911168  (Deleted', ' 8754383)']","[' 100      (Ratio', '   0.00%)']","[' 9793     (Ratio', '   0.11%)']","[' 8911168  (Average Length', '   11.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8911168  (Average', '  4.76 Max', ' 2984 Sum', ' 42430647)']","[' 8910497  (Average', '  4.71 Max', ' 2984 Sum', ' 41944990 Ratio', '  98.86%)']","[' 671      (Average', ' 723.78 Max', ' 1255 Sum', ' 485657 Ratio', '   1.14%)']", ,[' 105115  '],[' 5739    '],[' 105747  '],[' 59284   '],"[' 177848   (Atom=Atom', ' 54543 Body=Body', ' 31189 Other', ' 92116)']",[' Yes'],"[' 7371     (Eliminated', '    0 Frozen', ' 7371)']","[' 1901     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.19719'],[' 0'], ,[' 540.387'],[' 0'],[' 9.01039'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.66422e+08'],[' 1.27087e+08'],[' 0'],[' 5.70878e+10'],[' 0'],[' 0'],[' 724 '],[' 1463 '],[' 2151 '],[' 2735 '],[' 3380 '],[' 3 '],[' 2 ']
Solving...,TA63, , ,[' 3339'],[' 1675'],"[' 294.873s (Solving', ' 284.50s 1st Model', ' 25.89s Unsat', ' 45.97s)']",[' 293.594s'], ,[' 42123283'],"[' 12108496 (Analyzed', ' 11905518)']","[' 21814    (Average', ' 545.77 Last', ' 31432)']",[' 2920.6  '],"[' 1675     (Average Length', ' 771.64 Splits', ' 0)']","[' 11905518 (Deleted', ' 11711658)']","[' 187      (Ratio', '   0.00%)']","[' 7416     (Ratio', '   0.06%)']","[' 11905518 (Average Length', '   11.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11905518 (Average', '  3.22 Max', ' 3377 Sum', ' 38281770)']","[' 11904926 (Average', '  3.19 Max', ' 3377 Sum', ' 38011196 Ratio', '  99.29%)']","[' 592      (Average', ' 457.05 Max', ' 2853 Sum', ' 270574 Ratio', '   0.71%)']", ,[' 104532  '],[' 5683    '],[' 105023  '],[' 58497   '],"[' 175487   (Atom=Atom', ' 53812 Body=Body', ' 31133 Other', ' 90542)']",[' Yes'],"[' 7174     (Eliminated', '    0 Frozen', ' 7174)']","[' 947      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.55238'],[' 0'], ,[' 173.829'],[' 0'],[' 5.51405'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.41921e+08'],[' 1.0236e+08'],[' 0'],[' 1.19412e+10'],[' 0'],[' 0'],[' 826 '],[' 1355 '],[' 1960 '],[' 2623 '],[' 3177 '],[' 1 '],[' 4 ']
Solving...,TA64, , ,[' 3431'],[' 1721'],"[' 643.787s (Solving', ' 633.11s 1st Model', ' 15.35s Unsat', ' 16.77s)']",[' 639.141s'], ,[' 58223199'],"[' 18876716 (Analyzed', ' 18635255)']","[' 33818    (Average', ' 551.05 Last', ' 15828)']",[' 2827.6  '],"[' 1721     (Average Length', ' 784.42 Splits', ' 0)']","[' 18635255 (Deleted', ' 18386570)']","[' 104      (Ratio', '   0.00%)']","[' 8867     (Ratio', '   0.05%)']","[' 18635255 (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18635255 (Average', '  2.91 Max', ' 3127 Sum', ' 54270562)']","[' 18634683 (Average', '  2.89 Max', ' 3127 Sum', ' 53892232 Ratio', '  99.30%)']","[' 572      (Average', ' 661.42 Max', ' 1164 Sum', ' 378330 Ratio', '   0.70%)']", ,[' 104717  '],[' 5700    '],[' 105225  '],[' 58676   '],"[' 176024   (Atom=Atom', ' 53974 Body=Body', ' 31150 Other', ' 90900)']",[' Yes'],"[' 7208     (Eliminated', '    0 Frozen', ' 7208)']","[' 1528     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.65511'],[' 0'], ,[' 482.312'],[' 0'],[' 9.33501'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.79577e+08'],[' 1.23465e+08'],[' 0'],[' 4.36047e+10'],[' 0'],[' 0'],[' 811 '],[' 1446 '],[' 2050 '],[' 2718 '],[' 3257 '],[' 3 '],[' 2 ']
Solving...,TA65, , ,[' 3425'],[' 1718'],"[' 588.503s (Solving', ' 578.04s 1st Model', ' 21.78s Unsat', ' 151.20s)']",[' 585.172s'], ,[' 43901702'],"[' 15672911 (Analyzed', ' 15463936)']","[' 28403    (Average', ' 544.45 Last', ' 27197)']",[' 2744.8  '],"[' 1718     (Average Length', ' 777.75 Splits', ' 0)']","[' 15463936 (Deleted', ' 15204819)']","[' 117      (Ratio', '   0.00%)']","[' 8302     (Ratio', '   0.05%)']","[' 15463936 (Average Length', '   11.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15463936 (Average', '  2.61 Max', ' 3083 Sum', ' 40367248)']","[' 15463249 (Average', '  2.58 Max', ' 3022 Sum', ' 39891530 Ratio', '  98.82%)']","[' 687      (Average', ' 692.46 Max', ' 1914 Sum', ' 475718 Ratio', '   1.18%)']", ,[' 104488  '],[' 5647    '],[' 104988  '],[' 58262   '],"[' 174782   (Atom=Atom', ' 53613 Body=Body', ' 31097 Other', ' 90072)']",[' Yes'],"[' 7147     (Eliminated', '    0 Frozen', ' 7147)']","[' 1397     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.52987'],[' 0'], ,[' 441.18'],[' 0'],[' 8.90545'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.38914e+08'],[' 9.40779e+07'],[' 0'],[' 4.07977e+10'],[' 0'],[' 0'],[' 720 '],[' 1257 '],[' 1859 '],[' 2521 '],[' 3089 '],[' 2 '],[' 3 ']
Solving...,TA66, , ,[' 3371'],[' 1691'],"[' 484.979s (Solving', ' 474.30s 1st Model', ' 25.52s Unsat', ' 43.47s)']",[' 483.125s'], ,[' 36828997'],"[' 13307492 (Analyzed', ' 13089556)']","[' 24825    (Average', ' 527.27 Last', ' 38908)']",[' 2865.8  '],"[' 1691     (Average Length', ' 774.52 Splits', ' 0)']","[' 13089556 (Deleted', ' 12873962)']","[' 117      (Ratio', '   0.00%)']","[' 6780     (Ratio', '   0.05%)']","[' 13089556 (Average Length', '   11.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13089556 (Average', '  2.53 Max', ' 3402 Sum', ' 33061857)']","[' 13088996 (Average', '  2.50 Max', ' 3402 Sum', ' 32702880 Ratio', '  98.91%)']","[' 560      (Average', ' 641.03 Max', ' 1192 Sum', ' 358977 Ratio', '   1.09%)']", ,[' 105098  '],[' 5725    '],[' 105603  '],[' 59101   '],"[' 177299   (Atom=Atom', ' 54374 Body=Body', ' 31175 Other', ' 91750)']",[' Yes'],"[' 7230     (Eliminated', '    0 Frozen', ' 7230)']","[' 1130     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.6303'],[' 0'], ,[' 363.325'],[' 0'],[' 8.40141'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.16511e+08'],[' 7.96535e+07'],[' 0'],[' 3.61054e+10'],[' 0'],[' 0'],[' 761 '],[' 1338 '],[' 1967 '],[' 2754 '],[' 3365 '],[' 2 '],[' 3 ']
Solving...,TA67, , ,[' 3189'],[' 1600'],"[' 459.798s (Solving', ' 449.52s 1st Model', ' 17.55s Unsat', ' 27.11s)']",[' 456.516s'], ,[' 43894821'],"[' 12969973 (Analyzed', ' 12776721)']","[' 22872    (Average', ' 558.62 Last', ' 13320)']",[' 2961.9  '],"[' 1600     (Average Length', ' 753.46 Splits', ' 0)']","[' 12776721 (Deleted', ' 12625622)']","[' 105      (Ratio', '   0.00%)']","[' 6790     (Ratio', '   0.05%)']","[' 12776721 (Average Length', '   13.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12776721 (Average', '  3.14 Max', ' 3466 Sum', ' 40082406)']","[' 12776147 (Average', '  3.11 Max', ' 3466 Sum', ' 39745131 Ratio', '  99.16%)']","[' 574      (Average', ' 587.59 Max', ' 1136 Sum', ' 337275 Ratio', '   0.84%)']", ,[' 105440  '],[' 5820    '],[' 105897  '],[' 59871   '],"[' 179609   (Atom=Atom', ' 55049 Body=Body', ' 31270 Other', ' 93290)']",[' Yes'],"[' 7277     (Eliminated', '    0 Frozen', ' 7277)']","[' 1215     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.5335'],[' 0'], ,[' 335.597'],[' 0'],[' 7.02954'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.35082e+08'],[' 9.45029e+07'],[' 0'],[' 3.40854e+10'],[' 0'],[' 0'],[' 851 '],[' 1375 '],[' 2084 '],[' 2925 '],[' 3466 '],[' 2 '],[' 3 ']
Solving...,TA68, , ,[' 3243'],[' 1627'],"[' 477.617s (Solving', ' 466.55s 1st Model', ' 31.32s Unsat', ' 26.02s)']",[' 474.688s'], ,[' 40112961'],"[' 14459447 (Analyzed', ' 14284688)']","[' 26902    (Average', ' 530.99 Last', ' 29705)']",[' 2983.4  '],"[' 1627     (Average Length', ' 757.90 Splits', ' 0)']","[' 14284688 (Deleted', ' 14082998)']","[' 105      (Ratio', '   0.00%)']","[' 6663     (Ratio', '   0.05%)']","[' 14284688 (Average Length', '   11.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14284688 (Average', '  2.53 Max', ' 3477 Sum', ' 36160306)']","[' 14284195 (Average', '  2.52 Max', ' 3477 Sum', ' 35929652 Ratio', '  99.36%)']","[' 493      (Average', ' 467.86 Max', ' 1172 Sum', ' 230654 Ratio', '   0.64%)']", ,[' 104330  '],[' 5621    '],[' 104783  '],[' 58375   '],"[' 175121   (Atom=Atom', ' 53752 Body=Body', ' 31071 Other', ' 90298)']",[' Yes'],"[' 7074     (Eliminated', '    0 Frozen', ' 7074)']","[' 715      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.78811'],[' 0'], ,[' 342.266'],[' 0'],[' 7.6755'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.27482e+08'],[' 8.72434e+07'],[' 0'],[' 2.69343e+10'],[' 0'],[' 0'],[' 687 '],[' 1365 '],[' 1955 '],[' 2540 '],[' 3139 '],[' 2 '],[' 3 ']
Solving...,TA69, , ,[' 3157'],[' 1584'],"[' 625.157s (Solving', ' 615.23s 1st Model', ' 11.70s Unsat', ' 3.30s)']",[' 622.109s'], ,[' 41431750'],"[' 16041955 (Analyzed', ' 15832539)']","[' 29047    (Average', ' 545.07 Last', ' 3738)']",[' 2913.9  '],"[' 1584     (Average Length', ' 730.46 Splits', ' 0)']","[' 15832539 (Deleted', ' 15598169)']","[' 48       (Ratio', '   0.00%)']","[' 4290     (Ratio', '   0.03%)']","[' 15832539 (Average Length', '   11.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15832539 (Average', '  2.38 Max', ' 3547 Sum', ' 37692377)']","[' 15831926 (Average', '  2.36 Max', ' 3547 Sum', ' 37335634 Ratio', '  99.05%)']","[' 613      (Average', ' 581.96 Max', ' 1122 Sum', ' 356743 Ratio', '   0.95%)']", ,[' 104665  '],[' 5710    '],[' 105083  '],[' 58515   '],"[' 175541   (Atom=Atom', ' 53803 Body=Body', ' 31160 Other', ' 90578)']",[' Yes'],"[' 7128     (Eliminated', '    0 Frozen', ' 7128)']","[' 783      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.34918'],[' 0'], ,[' 480.357'],[' 0'],[' 9.45073'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.25054e+08'],[' 8.21084e+07'],[' 0'],[' 4.04114e+10'],[' 0'],[' 0'],[' 915 '],[' 1635 '],[' 2288 '],[' 2939 '],[' 3629 '],[' 3 '],[' 2 ']
Solving...,TA70, , ,[' 3261'],[' 1636'],"[' 646.923s (Solving', ' 636.62s 1st Model', ' 18.76s Unsat', ' 12.61s)']",[' 644.016s'], ,[' 73025541'],"[' 14461652 (Analyzed', ' 14303497)']","[' 26447    (Average', ' 540.84 Last', ' 5553)']",[' 2838.8  '],"[' 1636     (Average Length', ' 762.05 Splits', ' 0)']","[' 14303497 (Deleted', ' 14076521)']","[' 157      (Ratio', '   0.00%)']","[' 8697     (Ratio', '   0.06%)']","[' 14303497 (Average Length', '   12.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14303497 (Average', '  4.84 Max', ' 3401 Sum', ' 69300433)']","[' 14302964 (Average', '  4.82 Max', ' 3401 Sum', ' 68961757 Ratio', '  99.51%)']","[' 533      (Average', ' 635.41 Max', ' 1166 Sum', ' 338676 Ratio', '   0.49%)']", ,[' 105209  '],[' 5765    '],[' 105676  '],[' 59110   '],"[' 177326   (Atom=Atom', ' 54343 Body=Body', ' 31215 Other', ' 91768)']",[' Yes'],"[' 7232     (Eliminated', '    0 Frozen', ' 7232)']","[' 1563     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.84676'],[' 0'], ,[' 480.861'],[' 0'],[' 10.61'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.41029e+08'],[' 1.72913e+08'],[' 0'],[' 4.67944e+10'],[' 0'],[' 0'],[' 830 '],[' 1573 '],[' 2496 '],[' 3125 '],[' 3701 '],[' 3 '],[' 2 ']
