Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , ,[' 1'],[' 6799+'],[' 3408'],"[' 611.821s (Solving', ' 572.42s 1st Model', ' 53.31s Unsat', ' 0.00s)']",[' 610.156s'], ,[' 175925762'],"[' 9786525  (Analyzed', ' 9378291)']","[' 19800    (Average', ' 473.65 Last', ' 93950)']",[' 8954.7  '],"[' 3408     (Average Length', ' 1774.56 Splits', ' 0)']","[' 9378291  (Deleted', ' 9249158)']","[' 512      (Ratio', '   0.01%)']","[' 22904    (Ratio', '   0.24%)']","[' 9378291  (Average Length', '   22.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9378291  (Average', ' 16.53 Max', ' 12337 Sum', ' 154977205)']","[' 9375376  (Average', ' 16.05 Max', ' 12337 Sum', ' 150515945 Ratio', '  97.12%)']","[' 2915     (Average', ' 1530.45 Max', ' 2615 Sum', ' 4461260 Ratio', '   2.88%)']", ,[' 333228  '],[' 17509   '],[' 306599  '],[' 136840  '],"[' 328309   (Atom=Atom', ' 91264 Body=Body', ' 62969 Other', ' 174076)']",[' Yes'],"[' 21698    (Eliminated', '    0 Frozen', ' 21698)']","[' 3950     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.39437'],[' 0'], ,[' 299.017'],[' 0'],[' 13.2265'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.81627e+08'],[' 2.34639e+08'],[' 0'],[' 1.75225e+10'],[' 0'],[' 0'],[' 1360 '],[' 2314 '],[' 2930 '],[' 3758 '],[' 4348 '],[' 4813 '],[' 5642 '],[' 6373 '],[' 8 '],[' 0 ']
Solving...,TA72, , , ,[' 1'],[' 7215+'],[' 3616'],"[' 612.296s (Solving', ' 569.76s 1st Model', ' 54.70s Unsat', ' 0.00s)']",[' 610.359s'], ,[' 168432987'],"[' 9951624  (Analyzed', ' 9672605)']","[' 20868    (Average', ' 463.51 Last', ' 15960)']",[' 8970.3  '],"[' 3616     (Average Length', ' 1847.61 Splits', ' 0)']","[' 9672605  (Deleted', ' 9547861)']","[' 413      (Ratio', '   0.00%)']","[' 19183    (Ratio', '   0.20%)']","[' 9672605  (Average Length', '   19.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9672605  (Average', ' 15.13 Max', ' 12122 Sum', ' 146344986)']","[' 9669850  (Average', ' 14.67 Max', ' 12122 Sum', ' 141857515 Ratio', '  96.93%)']","[' 2755     (Average', ' 1628.85 Max', ' 2745 Sum', ' 4487471 Ratio', '   3.07%)']", ,[' 330073  '],[' 16953   '],[' 303165  '],[' 134005  '],"[' 323990   (Atom=Atom', ' 90288 Body=Body', ' 61964 Other', ' 171738)']",[' Yes'],"[' 21526    (Eliminated', '    0 Frozen', ' 21526)']","[' 3304     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.86749'],[' 0'], ,[' 297.987'],[' 0'],[' 13.4237'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.61778e+08'],[' 2.1771e+08'],[' 0'],[' 1.81923e+10'],[' 0'],[' 0'],[' 996 '],[' 1934 '],[' 2498 '],[' 3552 '],[' 4136 '],[' 4729 '],[' 5470 '],[' 5927 '],[' 8 '],[' 0 ']
Solving...,TA73, , , ,[' 1'],[' 6769+'],[' 3393'],"[' 611.700s (Solving', ' 572.52s 1st Model', ' 51.39s Unsat', ' 0.00s)']",[' 609.906s'], ,[' 174765157'],"[' 10466792 (Analyzed', ' 9959574)']","[' 21528    (Average', ' 462.63 Last', ' 85616)']",[' 9003.7  '],"[' 3393     (Average Length', ' 1774.58 Splits', ' 0)']","[' 9959574  (Deleted', ' 9845661)']","[' 536      (Ratio', '   0.01%)']","[' 19655    (Ratio', '   0.20%)']","[' 9959574  (Average Length', '   21.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9959574  (Average', ' 15.45 Max', ' 12065 Sum', ' 153830307)']","[' 9956450  (Average', ' 14.97 Max', ' 12065 Sum', ' 149142925 Ratio', '  96.95%)']","[' 3124     (Average', ' 1500.44 Max', ' 2669 Sum', ' 4687382 Ratio', '   3.05%)']", ,[' 329352  '],[' 17137   '],[' 303311  '],[' 133697  '],"[' 323758   (Atom=Atom', ' 90153 Body=Body', ' 62075 Other', ' 171530)']",[' Yes'],"[' 21379    (Eliminated', '    0 Frozen', ' 21379)']","[' 3232     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.48016'],[' 0'], ,[' 305.911'],[' 0'],[' 13.4865'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.6796e+08'],[' 2.22651e+08'],[' 0'],[' 1.8783e+10'],[' 0'],[' 0'],[' 1408 '],[' 2247 '],[' 2962 '],[' 3473 '],[' 4306 '],[' 4922 '],[' 5598 '],[' 6500 '],[' 8 '],[' 0 ']
Solving...,TA74, , , ,[' 1'],[' 7151+'],[' 3584'],"[' 611.476s (Solving', ' 570.27s 1st Model', ' 52.66s Unsat', ' 0.00s)']",[' 609.859s'], ,[' 158595762'],"[' 10372475 (Analyzed', ' 10084291)']","[' 22358    (Average', ' 451.04 Last', ' 7117)']",[' 8781.8  '],"[' 3584     (Average Length', ' 1843.33 Splits', ' 0)']","[' 10084291 (Deleted', ' 9946491)']","[' 608      (Ratio', '   0.01%)']","[' 19188    (Ratio', '   0.19%)']","[' 10084291 (Average Length', '   18.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10084291 (Average', ' 13.67 Max', ' 11780 Sum', ' 137844629)']","[' 10081095 (Average', ' 13.18 Max', ' 11780 Sum', ' 132906881 Ratio', '  96.42%)']","[' 3196     (Average', ' 1544.98 Max', ' 2651 Sum', ' 4937748 Ratio', '   3.58%)']", ,[' 329718  '],[' 16714   '],[' 302325  '],[' 133120  '],"[' 321425   (Atom=Atom', ' 89553 Body=Body', ' 61384 Other', ' 170488)']",[' Yes'],"[' 21412    (Eliminated', '    0 Frozen', ' 21412)']","[' 3316     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.85303'],[' 0'], ,[' 304.803'],[' 0'],[' 13.2022'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.50028e+08'],[' 2.07581e+08'],[' 0'],[' 1.82636e+10'],[' 0'],[' 0'],[' 1107 '],[' 1776 '],[' 2475 '],[' 3437 '],[' 4087 '],[' 4969 '],[' 5578 '],[' 6088 '],[' 8 '],[' 0 ']
Solving...,TA75, , , ,[' 1'],[' 5371+'],[' 2694'],"[' 609.537s (Solving', ' 579.25s 1st Model', ' 40.18s Unsat', ' 0.00s)']",[' 608.125s'], ,[' 167830932'],"[' 10248864 (Analyzed', ' 10039818)']","[' 21498    (Average', ' 467.01 Last', ' 11210)']",[' 7710.4  '],"[' 2694     (Average Length', ' 1477.40 Splits', ' 0)']","[' 10039818 (Deleted', ' 9907632)']","[' 682      (Ratio', '   0.01%)']","[' 22711    (Ratio', '   0.23%)']","[' 10039818 (Average Length', '   21.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10039818 (Average', ' 15.42 Max', ' 11574 Sum', ' 154828457)']","[' 10036374 (Average', ' 14.96 Max', ' 11574 Sum', ' 150210989 Ratio', '  97.02%)']","[' 3444     (Average', ' 1340.73 Max', ' 2243 Sum', ' 4617468 Ratio', '   2.98%)']", ,[' 332724  '],[' 17435   '],[' 305437  '],[' 136038  '],"[' 324209   (Atom=Atom', ' 90076 Body=Body', ' 62524 Other', ' 171609)']",[' Yes'],"[' 21053    (Eliminated', '    0 Frozen', ' 21053)']","[' 4115     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.41287'],[' 0'], ,[' 340.902'],[' 0'],[' 13.9552'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.76588e+08'],[' 2.3e+08'],[' 0'],[' 2.17473e+10'],[' 0'],[' 0'],[' 1125 '],[' 2101 '],[' 2703 '],[' 3574 '],[' 4264 '],[' 5089 '],[' 6151 '],[' 6350 '],[' 8 '],[' 0 ']
Solving...,TA76, , , ,[' 1'],[' 7157+'],[' 3587'],"[' 611.177s (Solving', ' 572.15s 1st Model', ' 50.24s Unsat', ' 0.00s)']",[' 609.344s'], ,[' 155104661'],"[' 10542391 (Analyzed', ' 10293640)']","[' 21899    (Average', ' 470.05 Last', ' 3379)']",[' 8165.0  '],"[' 3587     (Average Length', ' 1832.67 Splits', ' 0)']","[' 10293640 (Deleted', ' 10149882)']","[' 496      (Ratio', '   0.00%)']","[' 21886    (Ratio', '   0.21%)']","[' 10293640 (Average Length', '   18.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10293640 (Average', ' 13.25 Max', ' 11594 Sum', ' 136387874)']","[' 10290738 (Average', ' 12.78 Max', ' 11594 Sum', ' 131601016 Ratio', '  96.49%)']","[' 2902     (Average', ' 1649.50 Max', ' 2805 Sum', ' 4786858 Ratio', '   3.51%)']", ,[' 328716  '],[' 16720   '],[' 301726  '],[' 132678  '],"[' 321501   (Atom=Atom', ' 89541 Body=Body', ' 61407 Other', ' 170553)']",[' Yes'],"[' 21353    (Eliminated', '    0 Frozen', ' 21353)']","[' 3837     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.3325'],[' 0'], ,[' 305.972'],[' 0'],[' 12.7427'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.58683e+08'],[' 2.11669e+08'],[' 0'],[' 1.87487e+10'],[' 0'],[' 0'],[' 983 '],[' 1829 '],[' 2667 '],[' 3300 '],[' 3962 '],[' 4724 '],[' 5372 '],[' 6264 '],[' 8 '],[' 0 ']
Solving...,TA77, , , ,[' 1'],[' 6955+'],[' 3486'],"[' 611.986s (Solving', ' 571.58s 1st Model', ' 54.35s Unsat', ' 0.00s)']",[' 610.641s'], ,[' 164752203'],"[' 10336190 (Analyzed', ' 10010913)']","[' 21792    (Average', ' 459.38 Last', ' 15955)']",[' 8974.1  '],"[' 3486     (Average Length', ' 1779.80 Splits', ' 0)']","[' 10010913 (Deleted', ' 9881682)']","[' 548      (Ratio', '   0.01%)']","[' 18636    (Ratio', '   0.19%)']","[' 10010913 (Average Length', '   21.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10010913 (Average', ' 14.26 Max', ' 12230 Sum', ' 142750630)']","[' 10008010 (Average', ' 13.86 Max', ' 12230 Sum', ' 138765105 Ratio', '  97.21%)']","[' 2903     (Average', ' 1372.90 Max', ' 2598 Sum', ' 3985525 Ratio', '   2.79%)']", ,[' 329107  '],[' 16912   '],[' 302640  '],[' 133138  '],"[' 321888   (Atom=Atom', ' 89645 Body=Body', ' 61576 Other', ' 170667)']",[' Yes'],"[' 21331    (Eliminated', '    0 Frozen', ' 21331)']","[' 3421     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.70667'],[' 0'], ,[' 306.251'],[' 0'],[' 12.8607'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.5672e+08'],[' 2.11838e+08'],[' 0'],[' 1.84845e+10'],[' 0'],[' 0'],[' 1424 '],[' 2052 '],[' 2581 '],[' 3306 '],[' 4021 '],[' 4841 '],[' 5611 '],[' 6182 '],[' 8 '],[' 0 ']
Solving...,TA78, , , ,[' 1'],[' 6635+'],[' 3326'],"[' 610.487s (Solving', ' 571.74s 1st Model', ' 53.27s Unsat', ' 0.00s)']",[' 608.734s'], ,[' 156835850'],"[' 10630179 (Analyzed', ' 10368976)']","[' 21726    (Average', ' 477.26 Last', ' 72173)']",[' 9124.5  '],"[' 3326     (Average Length', ' 1731.57 Splits', ' 0)']","[' 10368976 (Deleted', ' 10225662)']","[' 444      (Ratio', '   0.00%)']","[' 19043    (Ratio', '   0.18%)']","[' 10368976 (Average Length', '   19.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10368976 (Average', ' 13.08 Max', ' 12079 Sum', ' 135587287)']","[' 10366202 (Average', ' 12.68 Max', ' 12079 Sum', ' 131430426 Ratio', '  96.93%)']","[' 2774     (Average', ' 1498.51 Max', ' 2590 Sum', ' 4156861 Ratio', '   3.07%)']", ,[' 329406  '],[' 16941   '],[' 302644  '],[' 133510  '],"[' 322312   (Atom=Atom', ' 89768 Body=Body', ' 61735 Other', ' 170809)']",[' Yes'],"[' 21266    (Eliminated', '    0 Frozen', ' 21266)']","[' 3493     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.32273'],[' 0'], ,[' 314.433'],[' 0'],[' 13.3645'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.4418e+08'],[' 2.0024e+08'],[' 0'],[' 1.95365e+10'],[' 0'],[' 0'],[' 1104 '],[' 1914 '],[' 2772 '],[' 3379 '],[' 4140 '],[' 4929 '],[' 5792 '],[' 6177 '],[' 8 '],[' 0 ']
Solving...,TA79, , , ,[' 1'],[' 7181+'],[' 3599'],"[' 611.498s (Solving', ' 572.29s 1st Model', ' 52.83s Unsat', ' 0.00s)']",[' 610.094s'], ,[' 157824865'],"[' 10294757 (Analyzed', ' 9768055)']","[' 21280    (Average', ' 459.03 Last', ' 30687)']",[' 8334.9  '],"[' 3599     (Average Length', ' 1829.66 Splits', ' 0)']","[' 9768055  (Deleted', ' 9629765)']","[' 471      (Ratio', '   0.00%)']","[' 22206    (Ratio', '   0.23%)']","[' 9768055  (Average Length', '   17.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9768055  (Average', ' 14.09 Max', ' 11968 Sum', ' 137629370)']","[' 9765377  (Average', ' 13.65 Max', ' 11968 Sum', ' 133367972 Ratio', '  96.90%)']","[' 2678     (Average', ' 1591.26 Max', ' 2739 Sum', ' 4261398 Ratio', '   3.10%)']", ,[' 329051  '],[' 16693   '],[' 301776  '],[' 132635  '],"[' 322916   (Atom=Atom', ' 89990 Body=Body', ' 61751 Other', ' 171175)']",[' Yes'],"[' 21435    (Eliminated', '    0 Frozen', ' 21435)']","[' 4084     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.40207'],[' 0'], ,[' 304.44'],[' 0'],[' 12.959'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.70703e+08'],[' 2.23054e+08'],[' 0'],[' 1.85702e+10'],[' 0'],[' 0'],[' 959 '],[' 1637 '],[' 2415 '],[' 3182 '],[' 3843 '],[' 4690 '],[' 5396 '],[' 6046 '],[' 8 '],[' 0 ']
Solving...,TA80, , , ,[' 1'],[' 7607+'],[' 3812'],"[' 612.556s (Solving', ' 568.28s 1st Model', ' 59.28s Unsat', ' 0.00s)']",[' 611.219s'], ,[' 163068436'],"[' 8783844  (Analyzed', ' 8390045)']","[' 18368    (Average', ' 456.78 Last', ' 8684)']",[' 8886.5  '],"[' 3812     (Average Length', ' 1920.83 Splits', ' 0)']","[' 8390045  (Deleted', ' 8269742)']","[' 527      (Ratio', '   0.01%)']","[' 22484    (Ratio', '   0.27%)']","[' 8390045  (Average Length', '   20.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8390045  (Average', ' 16.75 Max', ' 11822 Sum', ' 140535553)']","[' 8387038  (Average', ' 16.16 Max', ' 11822 Sum', ' 135595818 Ratio', '  96.49%)']","[' 3007     (Average', ' 1642.75 Max', ' 2818 Sum', ' 4939735 Ratio', '   3.51%)']", ,[' 328645  '],[' 16945   '],[' 302575  '],[' 132875  '],"[' 325679   (Atom=Atom', ' 90730 Body=Body', ' 62191 Other', ' 172758)']",[' Yes'],"[' 21671    (Eliminated', '    0 Frozen', ' 21671)']","[' 4154     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.38711'],[' 0'], ,[' 291.094'],[' 0'],[' 12.9579'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.72292e+08'],[' 2.25947e+08'],[' 0'],[' 1.73964e+10'],[' 0'],[' 0'],[' 1201 '],[' 2078 '],[' 2626 '],[' 3244 '],[' 3969 '],[' 4633 '],[' 5409 '],[' 5814 '],[' 8 '],[' 0 ']
