Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, ,[' 1'],[' 6413+'],[' 3212'],"[' 1016.893s (Solving', ' 947.00s 1st Model', ' 167.83s Unsat', ' 0.00s)']",[' 1013.906s'], ,[' 369698068'],"[' 5768240  (Analyzed', ' 4573818)']","[' 10253    (Average', ' 446.10 Last', ' 19933)']",[' 9716.0  '],"[' 3212     (Average Length', ' 1509.21 Splits', ' 0)']","[' 4573818  (Deleted', ' 4465440)']","[' 86       (Ratio', '   0.00%)']","[' 56704    (Ratio', '   1.24%)']","[' 4573818  (Average Length', '   29.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4573818  (Average', ' 75.56 Max', ' 11800 Sum', ' 345618399)']","[' 4570703  (Average', ' 74.63 Max', ' 11800 Sum', ' 341334156 Ratio', '  98.76%)']","[' 3115     (Average', ' 1375.36 Max', ' 2112 Sum', ' 4284243 Ratio', '   1.24%)']", ,[' 397827  '],[' 22188   '],[' 398785  '],[' 235075  '],"[' 705221   (Atom=Atom', ' 214885 Body=Body', ' 123088 Other', ' 367248)']",[' Yes'],"[' 25146    (Eliminated', '    0 Frozen', ' 25146)']","[' 10059    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.0506'],[' 0'], ,[' 632.277'],[' 0'],[' 25.415'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.19643e+09'],[' 1.11259e+09'],[' 0'],[' 5.68044e+10'],[' 0'],[' 0'],[' 1694 '],[' 3173 '],[' 5067 '],[' 6287 '],[' 7677 '],[' 5 '],[' 0 ']
Solving...,TA72, ,[' 1'],[' 6847+'],[' 3429'],"[' 1016.268s (Solving', ' 944.57s 1st Model', ' 124.51s Unsat', ' 0.00s)']",[' 1011.422s'], ,[' 319776068'],"[' 7582496  (Analyzed', ' 6287731)']","[' 13076    (Average', ' 480.86 Last', ' 40063)']",[' 10161.1 '],"[' 3429     (Average Length', ' 1591.91 Splits', ' 0)']","[' 6287731  (Deleted', ' 6185303)']","[' 62       (Ratio', '   0.00%)']","[' 38737    (Ratio', '   0.62%)']","[' 6287731  (Average Length', '   24.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6287731  (Average', ' 46.53 Max', ' 13202 Sum', ' 292580168)']","[' 6284860  (Average', ' 45.88 Max', ' 13202 Sum', ' 288480188 Ratio', '  98.60%)']","[' 2871     (Average', ' 1428.07 Max', ' 2389 Sum', ' 4099980 Ratio', '   1.40%)']", ,[' 394942  '],[' 21908   '],[' 396017  '],[' 233760  '],"[' 701276   (Atom=Atom', ' 213850 Body=Body', ' 122808 Other', ' 364618)']",[' Yes'],"[' 24983    (Eliminated', '    0 Frozen', ' 24983)']","[' 7506     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.3622'],[' 0'], ,[' 668.899'],[' 0'],[' 23.7925'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.48828e+08'],[' 8.81393e+08'],[' 0'],[' 6.03857e+10'],[' 0'],[' 0'],[' 1430 '],[' 2976 '],[' 4355 '],[' 5868 '],[' 7186 '],[' 5 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 7691+'],[' 3851'],"[' 1016.948s (Solving', ' 942.74s 1st Model', ' 179.82s Unsat', ' 0.00s)']",[' 1014.250s'], ,[' 398067425'],"[' 7430570  (Analyzed', ' 5574953)']","[' 12070    (Average', ' 461.89 Last', ' 14036)']",[' 9505.6  '],"[' 3851     (Average Length', ' 1755.52 Splits', ' 0)']","[' 5574953  (Deleted', ' 5460983)']","[' 76       (Ratio', '   0.00%)']","[' 55250    (Ratio', '   0.99%)']","[' 5574953  (Average Length', '   27.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5574953  (Average', ' 66.46 Max', ' 11906 Sum', ' 370538859)']","[' 5572074  (Average', ' 65.57 Max', ' 11906 Sum', ' 365539541 Ratio', '  98.65%)']","[' 2879     (Average', ' 1736.48 Max', ' 2645 Sum', ' 4999318 Ratio', '   1.35%)']", ,[' 397433  '],[' 21983   '],[' 398789  '],[' 234693  '],"[' 704075   (Atom=Atom', ' 214708 Body=Body', ' 122883 Other', ' 366484)']",[' Yes'],"[' 25339    (Eliminated', '    0 Frozen', ' 25339)']","[' 10024    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.9459'],[' 0'], ,[' 615.442'],[' 0'],[' 26.4045'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.21028e+09'],[' 1.1207e+09'],[' 0'],[' 5.4992e+10'],[' 0'],[' 0'],[' 1763 '],[' 3037 '],[' 4414 '],[' 5960 '],[' 7267 '],[' 5 '],[' 0 ']
Solving...,TA74, ,[' 1'],[' 6493+'],[' 3252'],"[' 1015.971s (Solving', ' 948.22s 1st Model', ' 221.03s Unsat', ' 0.00s)']",[' 1014.391s'], ,[' 345214353'],"[' 4045033  (Analyzed', ' 3428972)']","[' 8582     (Average', ' 399.55 Last', ' 37386)']",[' 9791.6  '],"[' 3252     (Average Length', ' 1535.21 Splits', ' 0)']","[' 3428972  (Deleted', ' 3334462)']","[' 98       (Ratio', '   0.00%)']","[' 54704    (Ratio', '   1.60%)']","[' 3428972  (Average Length', '   25.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3428972  (Average', ' 93.64 Max', ' 12742 Sum', ' 321105919)']","[' 3426389  (Average', ' 92.56 Max', ' 12742 Sum', ' 317377908 Ratio', '  98.84%)']","[' 2583     (Average', ' 1443.29 Max', ' 2158 Sum', ' 3728011 Ratio', '   1.16%)']", ,[' 394879  '],[' 21997   '],[' 395891  '],[' 234472  '],"[' 703412   (Atom=Atom', ' 214473 Body=Body', ' 122897 Other', ' 366042)']",[' Yes'],"[' 25009    (Eliminated', '    0 Frozen', ' 25009)']","[' 9496     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.6147'],[' 0'], ,[' 631.934'],[' 0'],[' 23.3328'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.22242e+09'],[' 1.13253e+09'],[' 0'],[' 5.97473e+10'],[' 0'],[' 0'],[' 1322 '],[' 2955 '],[' 4648 '],[' 6102 '],[' 7400 '],[' 5 '],[' 0 ']
Solving...,TA75, ,[' 1'],[' 6777+'],[' 3394'],"[' 1015.822s (Solving', ' 947.30s 1st Model', ' 115.52s Unsat', ' 0.00s)']",[' 1013.406s'], ,[' 326802848'],"[' 4510762  (Analyzed', ' 3928344)']","[' 9399     (Average', ' 417.95 Last', ' 10394)']",[' 9423.0  '],"[' 3394     (Average Length', ' 1570.96 Splits', ' 0)']","[' 3928344  (Deleted', ' 3829237)']","[' 92       (Ratio', '   0.00%)']","[' 50437    (Ratio', '   1.28%)']","[' 3928344  (Average Length', '   24.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3928344  (Average', ' 77.41 Max', ' 12275 Sum', ' 304085256)']","[' 3925102  (Average', ' 76.16 Max', ' 12275 Sum', ' 299172694 Ratio', '  98.38%)']","[' 3242     (Average', ' 1515.29 Max', ' 2365 Sum', ' 4912562 Ratio', '   1.62%)']", ,[' 395264  '],[' 22030   '],[' 396319  '],[' 232583  '],"[' 697745   (Atom=Atom', ' 212551 Body=Body', ' 122930 Other', ' 362264)']",[' Yes'],"[' 25085    (Eliminated', '    0 Frozen', ' 25085)']","[' 9150     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.6936'],[' 0'], ,[' 652.983'],[' 0'],[' 22.5416'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.1536e+09'],[' 1.07157e+09'],[' 0'],[' 6.53429e+10'],[' 0'],[' 0'],[' 1332 '],[' 2959 '],[' 4275 '],[' 5697 '],[' 7283 '],[' 5 '],[' 0 ']
Solving...,TA76, ,[' 1'],[' 6837+'],[' 3424'],"[' 1016.123s (Solving', ' 948.80s 1st Model', ' 109.64s Unsat', ' 0.00s)']",[' 1014.063s'], ,[' 313505434'],"[' 4497781  (Analyzed', ' 3772795)']","[' 9352     (Average', ' 403.42 Last', ' 24790)']",[' 9158.2  '],"[' 3424     (Average Length', ' 1597.95 Splits', ' 0)']","[' 3772795  (Deleted', ' 3675472)']","[' 86       (Ratio', '   0.00%)']","[' 50886    (Ratio', '   1.35%)']","[' 3772795  (Average Length', '   23.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3772795  (Average', ' 77.11 Max', ' 12298 Sum', ' 290935251)']","[' 3770019  (Average', ' 75.93 Max', ' 12298 Sum', ' 286484385 Ratio', '  98.47%)']","[' 2776     (Average', ' 1603.34 Max', ' 2563 Sum', ' 4450866 Ratio', '   1.53%)']", ,[' 394867  '],[' 21869   '],[' 395945  '],[' 232956  '],"[' 698864   (Atom=Atom', ' 213085 Body=Body', ' 122769 Other', ' 363010)']",[' Yes'],"[' 24947    (Eliminated', '    0 Frozen', ' 24947)']","[' 9772     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.5819'],[' 0'], ,[' 656.696'],[' 0'],[' 21.6'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.11636e+09'],[' 1.02752e+09'],[' 0'],[' 6.71886e+10'],[' 0'],[' 0'],[' 1390 '],[' 2804 '],[' 4280 '],[' 5576 '],[' 7228 '],[' 5 '],[' 0 ']
Solving...,TA77, ,[' 1'],[' 7523+'],[' 3767'],"[' 1017.556s (Solving', ' 943.92s 1st Model', ' 126.56s Unsat', ' 0.00s)']",[' 1014.781s'], ,[' 322277447'],"[' 8420026  (Analyzed', ' 6704679)']","[' 13622    (Average', ' 492.19 Last', ' 228020)']",[' 9973.7  '],"[' 3767     (Average Length', ' 1727.35 Splits', ' 0)']","[' 6704679  (Deleted', ' 6602508)']","[' 59       (Ratio', '   0.00%)']","[' 39729    (Ratio', '   0.59%)']","[' 6704679  (Average Length', '   24.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6704679  (Average', ' 43.84 Max', ' 12681 Sum', ' 293952250)']","[' 6701571  (Average', ' 43.08 Max', ' 12681 Sum', ' 288837350 Ratio', '  98.26%)']","[' 3108     (Average', ' 1645.72 Max', ' 2699 Sum', ' 5114900 Ratio', '   1.74%)']", ,[' 393429  '],[' 21700   '],[' 394731  '],[' 231930  '],"[' 695786   (Atom=Atom', ' 212228 Body=Body', ' 122600 Other', ' 360958)']",[' Yes'],"[' 25002    (Eliminated', '    0 Frozen', ' 25002)']","[' 7210     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.8199'],[' 0'], ,[' 678.537'],[' 0'],[' 23.3803'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.66719e+08'],[' 8.94181e+08'],[' 0'],[' 6.59309e+10'],[' 0'],[' 0'],[' 1509 '],[' 2868 '],[' 4268 '],[' 5661 '],[' 6992 '],[' 5 '],[' 0 ']
Solving...,TA78, ,[' 1'],[' 6797+'],[' 3404'],"[' 1016.514s (Solving', ' 946.93s 1st Model', ' 130.14s Unsat', ' 0.00s)']",[' 1015.016s'], ,[' 298678347'],"[' 7432557  (Analyzed', ' 6284845)']","[' 13703    (Average', ' 458.65 Last', ' 90132)']",[' 10359.8 '],"[' 3404     (Average Length', ' 1604.21 Splits', ' 0)']","[' 6284845  (Deleted', ' 6177713)']","[' 73       (Ratio', '   0.00%)']","[' 36998    (Ratio', '   0.59%)']","[' 6284845  (Average Length', '   24.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6284845  (Average', ' 43.19 Max', ' 13358 Sum', ' 271459562)']","[' 6281859  (Average', ' 42.50 Max', ' 13358 Sum', ' 267104494 Ratio', '  98.40%)']","[' 2986     (Average', ' 1458.50 Max', ' 2229 Sum', ' 4355068 Ratio', '   1.60%)']", ,[' 394682  '],[' 21858   '],[' 395798  '],[' 232569  '],"[' 697703   (Atom=Atom', ' 212709 Body=Body', ' 122758 Other', ' 362236)']",[' Yes'],"[' 24974    (Eliminated', '    0 Frozen', ' 24974)']","[' 6567     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.8936'],[' 0'], ,[' 702.48'],[' 0'],[' 21.6653'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.26345e+08'],[' 8.55707e+08'],[' 0'],[' 7.05448e+10'],[' 0'],[' 0'],[' 1565 '],[' 3127 '],[' 4869 '],[' 6315 '],[' 7666 '],[' 5 '],[' 0 ']
Solving...,TA79, ,[' 1'],[' 6727+'],[' 3369'],"[' 1015.965s (Solving', ' 950.30s 1st Model', ' 103.32s Unsat', ' 0.00s)']",[' 1013.938s'], ,[' 343966281'],"[' 5376827  (Analyzed', ' 4331190)']","[' 9326     (Average', ' 464.42 Last', ' 8470)']",[' 8813.6  '],"[' 3369     (Average Length', ' 1541.30 Splits', ' 0)']","[' 4331190  (Deleted', ' 4224282)']","[' 100      (Ratio', '   0.00%)']","[' 56926    (Ratio', '   1.31%)']","[' 4331190  (Average Length', '   25.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4331190  (Average', ' 74.51 Max', ' 11524 Sum', ' 322721407)']","[' 4328249  (Average', ' 73.42 Max', ' 11524 Sum', ' 318010444 Ratio', '  98.54%)']","[' 2941     (Average', ' 1601.82 Max', ' 2309 Sum', ' 4710963 Ratio', '   1.46%)']", ,[' 394765  '],[' 21795   '],[' 395748  '],[' 232873  '],"[' 698615   (Atom=Atom', ' 213076 Body=Body', ' 122695 Other', ' 362844)']",[' Yes'],"[' 24778    (Eliminated', '    0 Frozen', ' 24778)']","[' 10793    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.2555'],[' 0'], ,[' 640.506'],[' 0'],[' 23.4159'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.1837e+09'],[' 1.09136e+09'],[' 0'],[' 6.34853e+10'],[' 0'],[' 0'],[' 1421 '],[' 2677 '],[' 4093 '],[' 5498 '],[' 6930 '],[' 5 '],[' 0 ']
Solving...,TA80, ,[' 1'],[' 7307+'],[' 3659'],"[' 1018.915s (Solving', ' 935.44s 1st Model', ' 406.24s Unsat', ' 0.00s)']",[' 1016.625s'], ,[' 390309616'],"[' 5408034  (Analyzed', ' 4305086)']","[' 10299    (Average', ' 418.01 Last', ' 89835)']",[' 9040.8  '],"[' 3659     (Average Length', ' 1675.93 Splits', ' 0)']","[' 4305086  (Deleted', ' 4182530)']","[' 101      (Ratio', '   0.00%)']","[' 69339    (Ratio', '   1.61%)']","[' 4305086  (Average Length', '   24.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4305086  (Average', ' 84.95 Max', ' 10906 Sum', ' 365702966)']","[' 4302470  (Average', ' 83.97 Max', ' 10906 Sum', ' 361487810 Ratio', '  98.85%)']","[' 2616     (Average', ' 1611.30 Max', ' 2394 Sum', ' 4215156 Ratio', '   1.15%)']", ,[' 395706  '],[' 21886   '],[' 396912  '],[' 233780  '],"[' 701336   (Atom=Atom', ' 213892 Body=Body', ' 122786 Other', ' 364658)']",[' Yes'],"[' 25092    (Eliminated', '    0 Frozen', ' 25092)']","[' 12942    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.8973'],[' 0'], ,[' 552.313'],[' 0'],[' 27.1358'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.33767e+09'],[' 1.22953e+09'],[' 0'],[' 4.20464e+10'],[' 0'],[' 0'],[' 1562 '],[' 2771 '],[' 3963 '],[' 5407 '],[' 6530 '],[' 5 '],[' 0 ']
