Optimal Found Or Timeout,Instances,Solving...,Solving...,Solving...,Solving...,Solving...,Solving...,Solving...,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,Dmu33_Clus(1), , , , , , , , , , ,[' 1'],[' 3641+'],[' 1824'],"[' 602.670s (Solving', ' 593.59s 1st Model', ' 506.49s Unsat', ' 0.00s)']",[' 598.000s'], ,[' 176393147'],"[' 6570431  (Analyzed', ' 6270588)']","[' 17321    (Average', ' 362.02 Last', ' 504185)']",[' 3574.5  '],"[' 1824     (Average Length', ' 971.91 Splits', ' 0)']","[' 6270588  (Deleted', ' 6214232)']","[' 1239     (Ratio', '   0.02%)']","[' 31573    (Ratio', '   0.50%)']","[' 6270588  (Average Length', '   16.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6270588  (Average', ' 27.30 Max', ' 3800 Sum', ' 171162537)']","[' 6270318  (Average', ' 27.25 Max', ' 3800 Sum', ' 170850791 Ratio', '  99.82%)']","[' 270      (Average', ' 1154.61 Max', ' 1191 Sum', ' 311746 Ratio', '   0.18%)']", ,[' 93898   '],[' 6152    '],[' 87730   '],[' 39988   '],"[' 117555   (Atom=Atom', ' 30677 Body=Body', ' 20478 Other', ' 66400)']",[' Yes'],"[' 8150     (Eliminated', '    0 Frozen', ' 8150)']","[' 2296     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.8966'],[' 0'], ,[' 305.965'],[' 0'],[' 15.8066'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.79573e+08'],[' 5.85816e+08'],[' 0'],[' 1.2534e+10'],[' 0'],[' 0'],[' 2969 '],[' 5595 '],[' 7831 '],[' 3 '],[' 0 ']
Solving...,Dmu33_Clus(10), , , , , , , , , , ,[' 1'],[' 3505+'],[' 1756'],"[' 602.528s (Solving', ' 593.62s 1st Model', ' 375.28s Unsat', ' 0.00s)']",[' 600.313s'], ,[' 196627505'],"[' 7021645  (Analyzed', ' 6729576)']","[' 16415    (Average', ' 409.97 Last', ' 451466)']",[' 3785.1  '],"[' 1756     (Average Length', ' 949.00 Splits', ' 0)']","[' 6729576  (Deleted', ' 6647973)']","[' 856      (Ratio', '   0.01%)']","[' 43074    (Ratio', '   0.64%)']","[' 6729576  (Average Length', '   20.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6729576  (Average', ' 28.43 Max', ' 4124 Sum', ' 191298379)']","[' 6729154  (Average', ' 28.36 Max', ' 4124 Sum', ' 190854549 Ratio', '  99.77%)']","[' 422      (Average', ' 1051.73 Max', ' 1214 Sum', ' 443830 Ratio', '   0.23%)']", ,[' 100738  '],[' 7086    '],[' 94094   '],[' 44492   '],"[' 131311   (Atom=Atom', ' 34345 Body=Body', ' 23280 Other', ' 73686)']",[' Yes'],"[' 9026     (Eliminated', '    0 Frozen', ' 9026)']","[' 5346     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.78914'],[' 0'], ,[' 298.417'],[' 0'],[' 15.8459'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.64422e+08'],[' 6.6624e+08'],[' 0'],[' 1.60001e+10'],[' 0'],[' 0'],[' 2974 '],[' 5444 '],[' 8614 '],[' 3 '],[' 0 ']
Solving...,Dmu33_Clus(11), , , , , , , , , , ,[' 1'],[' 4029+'],[' 2018'],"[' 602.948s (Solving', ' 592.30s 1st Model', ' 364.59s Unsat', ' 0.00s)']",[' 600.359s'], ,[' 220814605'],"[' 5915002  (Analyzed', ' 5512975)']","[' 14338    (Average', ' 384.50 Last', ' 706100)']",[' 4035.6  '],"[' 2018     (Average Length', ' 1077.29 Splits', ' 0)']","[' 5512975  (Deleted', ' 5436361)']","[' 902      (Ratio', '   0.02%)']","[' 50362    (Ratio', '   0.91%)']","[' 5512975  (Average Length', '   18.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5512975  (Average', ' 38.92 Max', ' 4024 Sum', ' 214584855)']","[' 5512415  (Average', ' 38.82 Max', ' 4024 Sum', ' 213993061 Ratio', '  99.72%)']","[' 560      (Average', ' 1056.78 Max', ' 1282 Sum', ' 591794 Ratio', '   0.28%)']", ,[' 102256  '],[' 7255    '],[' 95817   '],[' 45540   '],"[' 134555   (Atom=Atom', ' 35283 Body=Body', ' 23787 Other', ' 75485)']",[' Yes'],"[' 9455     (Eliminated', '    0 Frozen', ' 9455)']","[' 5927     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.06202'],[' 0'], ,[' 267.079'],[' 0'],[' 16.0274'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.90609e+08'],[' 7.85739e+08'],[' 0'],[' 1.33017e+10'],[' 0'],[' 0'],[' 2990 '],[' 5495 '],[' 8043 '],[' 3 '],[' 0 ']
Solving...,Dmu33_Clus(12), , , , , , , , , , ,[' 1'],[' 3597+'],[' 1802'],"[' 602.364s (Solving', ' 594.50s 1st Model', ' 368.89s Unsat', ' 0.00s)']",[' 600.938s'], ,[' 211440306'],"[' 7232092  (Analyzed', ' 6881294)']","[' 16858    (Average', ' 408.19 Last', ' 1618088)']",[' 3613.1  '],"[' 1802     (Average Length', ' 963.84 Splits', ' 0)']","[' 6881294  (Deleted', ' 6808655)']","[' 1207     (Ratio', '   0.02%)']","[' 41063    (Ratio', '   0.60%)']","[' 6881294  (Average Length', '   17.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6881294  (Average', ' 29.98 Max', ' 3820 Sum', ' 206321247)']","[' 6880806  (Average', ' 29.91 Max', ' 3820 Sum', ' 205813604 Ratio', '  99.75%)']","[' 488      (Average', ' 1040.25 Max', ' 1227 Sum', ' 507643 Ratio', '   0.25%)']", ,[' 96514   '],[' 6611    '],[' 90532   '],[' 41772   '],"[' 123590   (Atom=Atom', ' 32428 Body=Body', ' 21828 Other', ' 69334)']",[' Yes'],"[' 8591     (Eliminated', '    0 Frozen', ' 8591)']","[' 4868     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.64983'],[' 0'], ,[' 293.946'],[' 0'],[' 15.8974'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.36259e+08'],[' 7.28705e+08'],[' 0'],[' 1.53793e+10'],[' 0'],[' 0'],[' 2832 '],[' 5478 '],[' 8441 '],[' 3 '],[' 0 ']
Solving...,Dmu33_Clus(13), , , , , , , , , , ,[' 1'],[' 3703+'],[' 1855'],"[' 602.317s (Solving', ' 592.96s 1st Model', ' 288.92s Unsat', ' 0.00s)']",[' 601.109s'], ,[' 217189927'],"[' 6537586  (Analyzed', ' 6141331)']","[' 14901    (Average', ' 412.14 Last', ' 729282)']",[' 3898.2  '],"[' 1855     (Average Length', ' 994.46 Splits', ' 0)']","[' 6141331  (Deleted', ' 6066430)']","[' 929      (Ratio', '   0.02%)']","[' 43838    (Ratio', '   0.71%)']","[' 6141331  (Average Length', '   18.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6141331  (Average', ' 34.42 Max', ' 3963 Sum', ' 211388797)']","[' 6140821  (Average', ' 34.34 Max', ' 3963 Sum', ' 210880858 Ratio', '  99.76%)']","[' 510      (Average', ' 995.96 Max', ' 1210 Sum', ' 507939 Ratio', '   0.24%)']", ,[' 99317   '],[' 6888    '],[' 92896   '],[' 43547   '],"[' 128592   (Atom=Atom', ' 33652 Body=Body', ' 22686 Other', ' 72254)']",[' Yes'],"[' 8925     (Eliminated', '    0 Frozen', ' 8925)']","[' 4810     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.8198'],[' 0'], ,[' 277.262'],[' 0'],[' 15.9026'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.84232e+08'],[' 7.75793e+08'],[' 0'],[' 1.41395e+10'],[' 0'],[' 0'],[' 2885 '],[' 5567 '],[' 7943 '],[' 3 '],[' 0 ']
Solving...,Dmu33_Clus(14), , , , , , , , , , ,[' 1'],[' 3883+'],[' 1945'],"[' 602.267s (Solving', ' 592.77s 1st Model', ' 425.01s Unsat', ' 0.00s)']",[' 601.531s'], ,[' 201076412'],"[' 7236270  (Analyzed', ' 6838750)']","[' 18325    (Average', ' 373.19 Last', ' 471406)']",[' 3759.9  '],"[' 1945     (Average Length', ' 1036.34 Splits', ' 0)']","[' 6838750  (Deleted', ' 6770954)']","[' 1144     (Ratio', '   0.02%)']","[' 36217    (Ratio', '   0.53%)']","[' 6838750  (Average Length', '   16.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6838750  (Average', ' 28.55 Max', ' 3888 Sum', ' 195262055)']","[' 6838291  (Average', ' 28.48 Max', ' 3888 Sum', ' 194799317 Ratio', '  99.76%)']","[' 459      (Average', ' 1008.14 Max', ' 1256 Sum', ' 462738 Ratio', '   0.24%)']", ,[' 96061   '],[' 6466    '],[' 90045   '],[' 41401   '],"[' 122239   (Atom=Atom', ' 32033 Body=Body', ' 21411 Other', ' 68795)']",[' Yes'],"[' 8571     (Eliminated', '    0 Frozen', ' 8571)']","[' 4687     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.88713'],[' 0'], ,[' 294.91'],[' 0'],[' 15.8856'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.1278e+08'],[' 7.03309e+08'],[' 0'],[' 1.47879e+10'],[' 0'],[' 0'],[' 2835 '],[' 5536 '],[' 8117 '],[' 3 '],[' 0 ']
Solving...,Dmu33_Clus(15), , , , , , , , , , ,[' 1'],[' 3387+'],[' 1697'],"[' 602.410s (Solving', ' 594.09s 1st Model', ' 366.81s Unsat', ' 0.00s)']",[' 601.047s'], ,[' 207321639'],"[' 6566205  (Analyzed', ' 6250829)']","[' 16190    (Average', ' 386.09 Last', ' 790103)']",[' 3787.3  '],"[' 1697     (Average Length', ' 917.51 Splits', ' 0)']","[' 6250829  (Deleted', ' 6182520)']","[' 1105     (Ratio', '   0.02%)']","[' 38546    (Ratio', '   0.62%)']","[' 6250829  (Average Length', '   18.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6250829  (Average', ' 32.33 Max', ' 4018 Sum', ' 202096459)']","[' 6250353  (Average', ' 32.26 Max', ' 4018 Sum', ' 201634059 Ratio', '  99.77%)']","[' 476      (Average', ' 971.43 Max', ' 1140 Sum', ' 462400 Ratio', '   0.23%)']", ,[' 97652   '],[' 6693    '],[' 91229   '],[' 42241   '],"[' 125168   (Atom=Atom', ' 32728 Body=Body', ' 22107 Other', ' 70333)']",[' Yes'],"[' 8586     (Eliminated', '    0 Frozen', ' 8586)']","[' 4821     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.6065'],[' 0'], ,[' 290.426'],[' 0'],[' 16.4142'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.1659e+08'],[' 7.10432e+08'],[' 0'],[' 1.42778e+10'],[' 0'],[' 0'],[' 2718 '],[' 5577 '],[' 8295 '],[' 3 '],[' 0 ']
Solving...,Dmu33_Clus(2), , , , , , , , , , ,[' 1'],[' 3653+'],[' 1830'],"[' 602.241s (Solving', ' 593.82s 1st Model', ' 512.51s Unsat', ' 0.00s)']",[' 601.250s'], ,[' 198538251'],"[' 6820018  (Analyzed', ' 6551054)']","[' 18537    (Average', ' 353.40 Last', ' 473355)']",[' 3357.1  '],"[' 1830     (Average Length', ' 975.07 Splits', ' 0)']","[' 6551054  (Deleted', ' 6486710)']","[' 1263     (Ratio', '   0.02%)']","[' 36165    (Ratio', '   0.55%)']","[' 6551054  (Average Length', '   17.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6551054  (Average', ' 29.60 Max', ' 3258 Sum', ' 193902407)']","[' 6550477  (Average', ' 29.51 Max', ' 3258 Sum', ' 193340439 Ratio', '  99.71%)']","[' 577      (Average', ' 973.95 Max', ' 1157 Sum', ' 561968 Ratio', '   0.29%)']", ,[' 94155   '],[' 6190    '],[' 87987   '],[' 40136   '],"[' 118105   (Atom=Atom', ' 30835 Body=Body', ' 20592 Other', ' 66678)']",[' Yes'],"[' 8183     (Eliminated', '    0 Frozen', ' 8183)']","[' 4617     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.75716'],[' 0'], ,[' 303.738'],[' 0'],[' 15.8064'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.11744e+08'],[' 7.01994e+08'],[' 0'],[' 1.608e+10'],[' 0'],[' 0'],[' 3075 '],[' 5544 '],[' 7663 '],[' 3 '],[' 0 ']
Solving...,Dmu33_Clus(3), , , , , , , , , , ,[' 1'],[' 3639+'],[' 1823'],"[' 602.272s (Solving', ' 593.66s 1st Model', ' 510.39s Unsat', ' 0.00s)']",[' 601.188s'], ,[' 204400579'],"[' 6404120  (Analyzed', ' 6133438)']","[' 17489    (Average', ' 350.70 Last', ' 486957)']",[' 3382.2  '],"[' 1823     (Average Length', ' 976.72 Splits', ' 0)']","[' 6133438  (Deleted', ' 6068531)']","[' 1388     (Ratio', '   0.02%)']","[' 37709    (Ratio', '   0.61%)']","[' 6133438  (Average Length', '   18.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6133438  (Average', ' 32.56 Max', ' 3261 Sum', ' 199698706)']","[' 6132905  (Average', ' 32.47 Max', ' 3216 Sum', ' 199166433 Ratio', '  99.73%)']","[' 533      (Average', ' 998.64 Max', ' 1153 Sum', ' 532273 Ratio', '   0.27%)']", ,[' 93714   '],[' 6133    '],[' 87605   '],[' 39823   '],"[' 117204   (Atom=Atom', ' 30600 Body=Body', ' 20421 Other', ' 66183)']",[' Yes'],"[' 8146     (Eliminated', '    0 Frozen', ' 8146)']","[' 5007     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.75112'],[' 0'], ,[' 292.025'],[' 0'],[' 15.7946'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.57311e+08'],[' 7.46625e+08'],[' 0'],[' 1.4992e+10'],[' 0'],[' 0'],[' 3128 '],[' 5759 '],[' 8037 '],[' 3 '],[' 0 ']
Solving...,Dmu33_Clus(4), , , , , , , , , , ,[' 1'],[' 3747+'],[' 1877'],"[' 602.400s (Solving', ' 594.23s 1st Model', ' 392.19s Unsat', ' 0.00s)']",[' 601.172s'], ,[' 205359813'],"[' 6853658  (Analyzed', ' 6497149)']","[' 18039    (Average', ' 360.17 Last', ' 411167)']",[' 3463.5  '],"[' 1877     (Average Length', ' 1006.83 Splits', ' 0)']","[' 6497149  (Deleted', ' 6432193)']","[' 1384     (Ratio', '   0.02%)']","[' 35662    (Ratio', '   0.55%)']","[' 6497149  (Average Length', '   18.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6497149  (Average', ' 30.84 Max', ' 3416 Sum', ' 200366147)']","[' 6496630  (Average', ' 30.75 Max', ' 3416 Sum', ' 199817271 Ratio', '  99.73%)']","[' 519      (Average', ' 1057.56 Max', ' 1250 Sum', ' 548876 Ratio', '   0.27%)']", ,[' 93378   '],[' 6109    '],[' 87440   '],[' 39641   '],"[' 116757   (Atom=Atom', ' 30537 Body=Body', ' 20340 Other', ' 65880)']",[' Yes'],"[' 8160     (Eliminated', '    0 Frozen', ' 8160)']","[' 4336     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.74111'],[' 0'], ,[' 291.783'],[' 0'],[' 15.8564'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.62647e+08'],[' 7.48722e+08'],[' 0'],[' 1.44491e+10'],[' 0'],[' 0'],[' 3076 '],[' 5692 '],[' 7996 '],[' 3 '],[' 0 ']
