Optimal Found Or Timeout,Instances,Solving...,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , , ,[' 1'],[' 3633+'],[' 1825'],"[' 1007.142s (Solving', ' 986.51s 1st Model', ' 21.40s Unsat', ' 0.00s)']",[' 1002.891s'], ,[' 135120788'],"[' 24574130 (Analyzed', ' 24313122)']","[' 47481    (Average', ' 512.06 Last', ' 148187)']",[' 6691.1  '],"[' 1825     (Average Length', ' 1039.36 Splits', ' 0)']","[' 24313122 (Deleted', ' 24069332)']","[' 13       (Ratio', '   0.00%)']","[' 11355    (Ratio', '   0.05%)']","[' 24313122 (Average Length', '   18.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24313122 (Average', '  5.18 Max', ' 8931 Sum', ' 125930543)']","[' 24310663 (Average', '  5.08 Max', ' 8931 Sum', ' 123461736 Ratio', '  98.04%)']","[' 2459     (Average', ' 1003.99 Max', ' 1394 Sum', ' 2468807 Ratio', '   1.96%)']", ,[' 279803  '],[' 12450   '],[' 255558  '],[' 90675   '],"[' 236837   (Atom=Atom', ' 65884 Body=Body', ' 43240 Other', ' 127713)']",[' Yes'],"[' 15635    (Eliminated', '    0 Frozen', ' 15635)']","[' 2245     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.01165'],[' 0'], ,[' 722.716'],[' 0'],[' 18.5044'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.25817e+08'],[' 1.52936e+08'],[' 0'],[' 4.59456e+10'],[' 0'],[' 0'],[' 1067 '],[' 2037 '],[' 2908 '],[' 3601 '],[' 4263 '],[' 5414 '],[' 5969 '],[' 6400 '],[' 8 '],[' 0 ']
Solving...,TA72, , , , ,[' 1'],[' 3587+'],[' 1802'],"[' 1007.061s (Solving', ' 985.67s 1st Model', ' 21.63s Unsat', ' 0.00s)']",[' 1003.734s'], ,[' 136117793'],"[' 24279647 (Analyzed', ' 24035700)']","[' 46550    (Average', ' 516.34 Last', ' 49814)']",[' 6961.9  '],"[' 1802     (Average Length', ' 1032.10 Splits', ' 0)']","[' 24035700 (Deleted', ' 23807307)']","[' 17       (Ratio', '   0.00%)']","[' 11108    (Ratio', '   0.05%)']","[' 24035700 (Average Length', '   17.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24035700 (Average', '  5.25 Max', ' 9259 Sum', ' 126266693)']","[' 24033486 (Average', '  5.16 Max', ' 9259 Sum', ' 124095699 Ratio', '  98.28%)']","[' 2214     (Average', ' 980.58 Max', ' 1343 Sum', ' 2170994 Ratio', '   1.72%)']", ,[' 281190  '],[' 12400   '],[' 256328  '],[' 91302   '],"[' 235773   (Atom=Atom', ' 65661 Body=Body', ' 43090 Other', ' 127022)']",[' Yes'],"[' 15617    (Eliminated', '    0 Frozen', ' 15617)']","[' 2010     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.18076'],[' 0'], ,[' 720.238'],[' 0'],[' 18.4085'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.25878e+08'],[' 1.5564e+08'],[' 0'],[' 4.36512e+10'],[' 0'],[' 0'],[' 883 '],[' 1672 '],[' 2410 '],[' 3324 '],[' 3942 '],[' 4979 '],[' 5309 '],[' 6354 '],[' 8 '],[' 0 ']
Solving...,TA73, , , , ,[' 1'],[' 3751+'],[' 1884'],"[' 1006.441s (Solving', ' 986.80s 1st Model', ' 18.60s Unsat', ' 0.00s)']",[' 1002.500s'], ,[' 153223835'],"[' 28719671 (Analyzed', ' 28426440)']","[' 51842    (Average', ' 548.33 Last', ' 371457)']",[' 6796.3  '],"[' 1884     (Average Length', ' 1059.61 Splits', ' 0)']","[' 28426440 (Deleted', ' 28174612)']","[' 15       (Ratio', '   0.00%)']","[' 11865    (Ratio', '   0.04%)']","[' 28426440 (Average Length', '   18.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 28426440 (Average', '  5.05 Max', ' 10285 Sum', ' 143435830)']","[' 28424094 (Average', '  4.96 Max', ' 9142 Sum', ' 140859328 Ratio', '  98.20%)']","[' 2346     (Average', ' 1098.25 Max', ' 1428 Sum', ' 2576502 Ratio', '   1.80%)']", ,[' 280106  '],[' 12487   '],[' 256280  '],[' 90575   '],"[' 237368   (Atom=Atom', ' 66091 Body=Body', ' 43351 Other', ' 127926)']",[' Yes'],"[' 15743    (Eliminated', '    0 Frozen', ' 15743)']","[' 2026     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.88294'],[' 0'], ,[' 711.88'],[' 0'],[' 17.579'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.54435e+08'],[' 1.70278e+08'],[' 0'],[' 4.8456e+10'],[' 0'],[' 0'],[' 1084 '],[' 2099 '],[' 2972 '],[' 3536 '],[' 4329 '],[' 5085 '],[' 5724 '],[' 6491 '],[' 8 '],[' 0 ']
Solving...,TA74, , , , ,[' 1'],[' 3809+'],[' 1913'],"[' 1006.444s (Solving', ' 986.22s 1st Model', ' 19.90s Unsat', ' 0.00s)']",[' 1003.938s'], ,[' 140140113'],"[' 27829533 (Analyzed', ' 27474529)']","[' 52034    (Average', ' 528.01 Last', ' 164859)']",[' 6588.1  '],"[' 1913     (Average Length', ' 1071.25 Splits', ' 0)']","[' 27474529 (Deleted', ' 27203462)']","[' 11       (Ratio', '   0.00%)']","[' 11284    (Ratio', '   0.04%)']","[' 27474529 (Average Length', '   17.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 27474529 (Average', '  4.75 Max', ' 10081 Sum', ' 130399633)']","[' 27472198 (Average', '  4.66 Max', ' 8947 Sum', ' 128015835 Ratio', '  98.17%)']","[' 2331     (Average', ' 1022.65 Max', ' 1432 Sum', ' 2383798 Ratio', '   1.83%)']", ,[' 281769  '],[' 12315   '],[' 256623  '],[' 91472   '],"[' 234772   (Atom=Atom', ' 65432 Body=Body', ' 42835 Other', ' 126505)']",[' Yes'],"[' 15573    (Eliminated', '    0 Frozen', ' 15573)']","[' 2127     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.93314'],[' 0'], ,[' 725.439'],[' 0'],[' 17.2114'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.41108e+08'],[' 1.63177e+08'],[' 0'],[' 4.81445e+10'],[' 0'],[' 0'],[' 957 '],[' 1790 '],[' 2495 '],[' 3435 '],[' 4181 '],[' 4809 '],[' 5259 '],[' 5976 '],[' 8 '],[' 0 ']
Solving...,TA75, , , , ,[' 1'],[' 3559+'],[' 1788'],"[' 1006.304s (Solving', ' 986.84s 1st Model', ' 20.90s Unsat', ' 0.00s)']",[' 1003.875s'], ,[' 145414663'],"[' 28150261 (Analyzed', ' 27895502)']","[' 52640    (Average', ' 529.93 Last', ' 105683)']",[' 6810.6  '],"[' 1788     (Average Length', ' 998.90 Splits', ' 0)']","[' 27895502 (Deleted', ' 27625318)']","[' 13       (Ratio', '   0.00%)']","[' 12206    (Ratio', '   0.04%)']","[' 27895502 (Average Length', '   17.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 27895502 (Average', '  4.87 Max', ' 9237 Sum', ' 135768210)']","[' 27893151 (Average', '  4.79 Max', ' 9237 Sum', ' 133575273 Ratio', '  98.38%)']","[' 2351     (Average', ' 932.77 Max', ' 1379 Sum', ' 2192937 Ratio', '   1.62%)']", ,[' 283532  '],[' 12569   '],[' 258110  '],[' 92548   '],"[' 238132   (Atom=Atom', ' 66323 Body=Body', ' 43597 Other', ' 128212)']",[' Yes'],"[' 15713    (Eliminated', '    0 Frozen', ' 15713)']","[' 1995     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.79139'],[' 0'], ,[' 724.115'],[' 0'],[' 17.497'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.40419e+08'],[' 1.61261e+08'],[' 0'],[' 4.8811e+10'],[' 0'],[' 0'],[' 1175 '],[' 1824 '],[' 2725 '],[' 3388 '],[' 4012 '],[' 4696 '],[' 5595 '],[' 6302 '],[' 8 '],[' 0 ']
Solving...,TA76, , , , ,[' 1'],[' 3195+'],[' 1606'],"[' 1006.344s (Solving', ' 987.70s 1st Model', ' 17.91s Unsat', ' 0.00s)']",[' 1003.281s'], ,[' 122800513'],"[' 27105236 (Analyzed', ' 26814255)']","[' 50452    (Average', ' 531.48 Last', ' 110796)']",[' 6155.2  '],"[' 1606     (Average Length', ' 945.38 Splits', ' 0)']","[' 26814255 (Deleted', ' 26560264)']","[' 12       (Ratio', '   0.00%)']","[' 9672     (Ratio', '   0.04%)']","[' 26814255 (Average Length', '   17.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 26814255 (Average', '  4.29 Max', ' 9011 Sum', ' 115103829)']","[' 26812015 (Average', '  4.21 Max', ' 9011 Sum', ' 112969639 Ratio', '  98.15%)']","[' 2240     (Average', ' 952.76 Max', ' 1400 Sum', ' 2134190 Ratio', '   1.85%)']", ,[' 279938  '],[' 12171   '],[' 254896  '],[' 90211   '],"[' 231666   (Atom=Atom', ' 64549 Body=Body', ' 42403 Other', ' 124714)']",[' Yes'],"[' 15180    (Eliminated', '    0 Frozen', ' 15180)']","[' 1810     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.58247'],[' 0'], ,[' 732.5'],[' 0'],[' 16.0999'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.09735e+08'],[' 1.36688e+08'],[' 0'],[' 4.32525e+10'],[' 0'],[' 0'],[' 1151 '],[' 1886 '],[' 2669 '],[' 3448 '],[' 3827 '],[' 4616 '],[' 5550 '],[' 6296 '],[' 8 '],[' 0 ']
Solving...,TA77, , , , ,[' 1'],[' 3309+'],[' 1663'],"[' 1008.167s (Solving', ' 984.86s 1st Model', ' 26.51s Unsat', ' 0.00s)']",[' 1004.531s'], ,[' 97255322'],"[' 18395679 (Analyzed', ' 18153385)']","[' 35447    (Average', ' 512.13 Last', ' 43186)']",[' 6727.6  '],"[' 1663     (Average Length', ' 960.99 Splits', ' 0)']","[' 18153385 (Deleted', ' 17953710)']","[' 14       (Ratio', '   0.00%)']","[' 10054    (Ratio', '   0.06%)']","[' 18153385 (Average Length', '   18.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18153385 (Average', '  4.87 Max', ' 10599 Sum', ' 88424564)']","[' 18151397 (Average', '  4.77 Max', ' 9383 Sum', ' 86653459 Ratio', '  98.00%)']","[' 1988     (Average', ' 890.90 Max', ' 1326 Sum', ' 1771105 Ratio', '   2.00%)']", ,[' 281984  '],[' 12335   '],[' 256724  '],[' 91363   '],"[' 234261   (Atom=Atom', ' 65262 Body=Body', ' 42895 Other', ' 126104)']",[' Yes'],"[' 15383    (Eliminated', '    0 Frozen', ' 15383)']","[' 1693     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.4761'],[' 0'], ,[' 693.033'],[' 0'],[' 16.3776'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.62551e+08'],[' 1.10406e+08'],[' 0'],[' 3.34922e+10'],[' 0'],[' 0'],[' 1116 '],[' 1960 '],[' 2879 '],[' 3209 '],[' 3943 '],[' 4580 '],[' 5304 '],[' 6318 '],[' 8 '],[' 0 ']
Solving...,TA78, , , , ,[' 1'],[' 3549+'],[' 1783'],"[' 1006.420s (Solving', ' 985.72s 1st Model', ' 21.43s Unsat', ' 0.00s)']",[' 1003.547s'], ,[' 140138364'],"[' 28814769 (Analyzed', ' 28500072)']","[' 52759    (Average', ' 540.19 Last', ' 210004)']",[' 6910.6  '],"[' 1783     (Average Length', ' 1016.31 Splits', ' 0)']","[' 28500072 (Deleted', ' 28233826)']","[' 22       (Ratio', '   0.00%)']","[' 10531    (Ratio', '   0.04%)']","[' 28500072 (Average Length', '   18.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 28500072 (Average', '  4.57 Max', ' 9212 Sum', ' 130276883)']","[' 28497835 (Average', '  4.49 Max', ' 9212 Sum', ' 128093246 Ratio', '  98.32%)']","[' 2237     (Average', ' 976.15 Max', ' 1368 Sum', ' 2183637 Ratio', '   1.68%)']", ,[' 281909  '],[' 12376   '],[' 256715  '],[' 91561   '],"[' 235314   (Atom=Atom', ' 65546 Body=Body', ' 43018 Other', ' 126750)']",[' Yes'],"[' 15550    (Eliminated', '    0 Frozen', ' 15550)']","[' 2178     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.06527'],[' 0'], ,[' 718.449'],[' 0'],[' 16.997'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.37554e+08'],[' 1.56763e+08'],[' 0'],[' 4.74462e+10'],[' 0'],[' 0'],[' 1090 '],[' 1821 '],[' 2555 '],[' 3338 '],[' 3923 '],[' 4703 '],[' 5530 '],[' 6245 '],[' 8 '],[' 0 ']
Solving...,TA79, , , , ,[' 1'],[' 3739+'],[' 1878'],"[' 1006.308s (Solving', ' 986.72s 1st Model', ' 20.99s Unsat', ' 0.00s)']",[' 1002.266s'], ,[' 132173250'],"[' 26440806 (Analyzed', ' 26136756)']","[' 49889    (Average', ' 523.90 Last', ' 424033)']",[' 6669.9  '],"[' 1878     (Average Length', ' 1068.72 Splits', ' 0)']","[' 26136756 (Deleted', ' 25876704)']","[' 12       (Ratio', '   0.00%)']","[' 11075    (Ratio', '   0.04%)']","[' 26136756 (Average Length', '   16.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 26136756 (Average', '  4.68 Max', ' 10050 Sum', ' 122351083)']","[' 26134721 (Average', '  4.60 Max', ' 9315 Sum', ' 120271132 Ratio', '  98.30%)']","[' 2035     (Average', ' 1022.09 Max', ' 1553 Sum', ' 2079951 Ratio', '   1.70%)']", ,[' 282090  '],[' 12382   '],[' 257119  '],[' 91540   '],"[' 235770   (Atom=Atom', ' 65665 Body=Body', ' 43036 Other', ' 127069)']",[' Yes'],"[' 15636    (Eliminated', '    0 Frozen', ' 15636)']","[' 2099     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.74922'],[' 0'], ,[' 728.924'],[' 0'],[' 18.5413'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.33615e+08'],[' 1.56233e+08'],[' 0'],[' 4.94957e+10'],[' 0'],[' 0'],[' 906 '],[' 1822 '],[' 2436 '],[' 3261 '],[' 3834 '],[' 4518 '],[' 5356 '],[' 6032 '],[' 8 '],[' 0 ']
Solving...,TA80, , , , ,[' 1'],[' 3489+'],[' 1753'],"[' 1005.919s (Solving', ' 987.74s 1st Model', ' 19.46s Unsat', ' 0.00s)']",[' 1003.750s'], ,[' 127645663'],"[' 25175062 (Analyzed', ' 24928234)']","[' 47417    (Average', ' 525.72 Last', ' 65077)']",[' 6302.3  '],"[' 1753     (Average Length', ' 1000.42 Splits', ' 0)']","[' 24928234 (Deleted', ' 24682843)']","[' 21       (Ratio', '   0.00%)']","[' 12235    (Ratio', '   0.05%)']","[' 24928234 (Average Length', '   18.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24928234 (Average', '  4.79 Max', ' 9080 Sum', ' 119293420)']","[' 24925858 (Average', '  4.69 Max', ' 9078 Sum', ' 116998654 Ratio', '  98.08%)']","[' 2376     (Average', ' 965.81 Max', ' 1518 Sum', ' 2294766 Ratio', '   1.92%)']", ,[' 280855  '],[' 12579   '],[' 256418  '],[' 91385   '],"[' 238187   (Atom=Atom', ' 66328 Body=Body', ' 43627 Other', ' 128232)']",[' Yes'],"[' 15705    (Eliminated', '    0 Frozen', ' 15705)']","[' 2097     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.44195'],[' 0'], ,[' 745.451'],[' 0'],[' 17.9695'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.2036e+08'],[' 1.47934e+08'],[' 0'],[' 4.93968e+10'],[' 0'],[' 0'],[' 1189 '],[' 2024 '],[' 2525 '],[' 3090 '],[' 3879 '],[' 4528 '],[' 5792 '],[' 5986 '],[' 8 '],[' 0 ']
