Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, ,[' 1'],[' 10713+'],[' 5363'],"[' 1023.369s (Solving', ' 941.34s 1st Model', ' 397.39s Unsat', ' 0.00s)']",[' 1019.578s'], ,[' 485243826'],"[' 9513678  (Analyzed', ' 8862786)']","[' 18600    (Average', ' 476.49 Last', ' 85806)']",[' 10053.9 '],"[' 5363     (Average Length', ' 2378.32 Splits', ' 0)']","[' 8862786  (Deleted', ' 8695396)']","[' 112      (Ratio', '   0.00%)']","[' 74341    (Ratio', '   0.84%)']","[' 8862786  (Average Length', '   20.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8862786  (Average', ' 50.66 Max', ' 11396 Sum', ' 448973865)']","[' 8859838  (Average', ' 49.96 Max', ' 11396 Sum', ' 442790383 Ratio', '  98.62%)']","[' 2948     (Average', ' 2097.52 Max', ' 3707 Sum', ' 6183482 Ratio', '   1.38%)']", ,[' 349101  '],[' 21700   '],[' 341072  '],[' 138470  '],"[' 410694   (Atom=Atom', ' 116916 Body=Body', ' 77752 Other', ' 216026)']",[' Yes'],"[' 26014    (Eliminated', '    0 Frozen', ' 26014)']","[' 13217    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.4758'],[' 0'], ,[' 444.564'],[' 0'],[' 32.404'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.73466e+08'],[' 8.56116e+08'],[' 0'],[' 2.00217e+10'],[' 0'],[' 0'],[' 1254 '],[' 2357 '],[' 3470 '],[' 4451 '],[' 5391 '],[' 6347 '],[' 6 '],[' 0 ']
Solving...,TA72, ,[' 1'],[' 10731+'],[' 5372'],"[' 1022.720s (Solving', ' 921.79s 1st Model', ' 562.37s Unsat', ' 0.00s)']",[' 1006.672s'], ,[' 461902375'],"[' 3721313  (Analyzed', ' 3408889)']","[' 9933     (Average', ' 343.19 Last', ' 102815)']",[' 9182.0  '],"[' 5372     (Average Length', ' 2351.58 Splits', ' 0)']","[' 3408889  (Deleted', ' 3278219)']","[' 118      (Ratio', '   0.00%)']","[' 82846    (Ratio', '   2.43%)']","[' 3408889  (Average Length', '   17.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3408889  (Average', ' 126.38 Max', ' 10953 Sum', ' 430830112)']","[' 3406165  (Average', ' 124.53 Max', ' 10953 Sum', ' 424509723 Ratio', '  98.53%)']","[' 2724     (Average', ' 2320.26 Max', ' 3763 Sum', ' 6320389 Ratio', '   1.47%)']", ,[' 346656  '],[' 21423   '],[' 338651  '],[' 136745  '],"[' 407076   (Atom=Atom', ' 115953 Body=Body', ' 77055 Other', ' 214068)']",[' Yes'],"[' 25697    (Eliminated', '    0 Frozen', ' 25697)']","[' 14638    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 18.6522'],[' 0'], ,[' 345.645'],[' 0'],[' 33.272'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.08376e+09'],[' 9.54432e+08'],[' 0'],[' 1.1089e+10'],[' 0'],[' 0'],[' 960 '],[' 1938 '],[' 2908 '],[' 3785 '],[' 4776 '],[' 5713 '],[' 6 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 11213+'],[' 5613'],"[' 1022.065s (Solving', ' 939.27s 1st Model', ' 552.90s Unsat', ' 0.00s)']",[' 1018.750s'], ,[' 508947768'],"[' 6796696  (Analyzed', ' 6133552)']","[' 15176    (Average', ' 404.16 Last', ' 187466)']",[' 9926.1  '],"[' 5613     (Average Length', ' 2513.08 Splits', ' 0)']","[' 6133552  (Deleted', ' 5987356)']","[' 129      (Ratio', '   0.00%)']","[' 84778    (Ratio', '   1.38%)']","[' 6133552  (Average Length', '   21.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6133552  (Average', ' 76.97 Max', ' 11091 Sum', ' 472126325)']","[' 6130916  (Average', ' 75.99 Max', ' 11091 Sum', ' 466096530 Ratio', '  98.72%)']","[' 2636     (Average', ' 2287.48 Max', ' 4044 Sum', ' 6029795 Ratio', '   1.28%)']", ,[' 349097  '],[' 21643   '],[' 341339  '],[' 138583  '],"[' 410248   (Atom=Atom', ' 116861 Body=Body', ' 77563 Other', ' 215824)']",[' Yes'],"[' 26194    (Eliminated', '    0 Frozen', ' 26194)']","[' 14832    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.2173'],[' 0'], ,[' 401.93'],[' 0'],[' 32.6598'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.12736e+09'],[' 9.95681e+08'],[' 0'],[' 1.56096e+10'],[' 0'],[' 0'],[' 1306 '],[' 2304 '],[' 3313 '],[' 4281 '],[' 5316 '],[' 6204 '],[' 6 '],[' 0 ']
Solving...,TA74, ,[' 1'],[' 11989+'],[' 6001'],"[' 1022.335s (Solving', ' 937.73s 1st Model', ' 364.39s Unsat', ' 0.00s)']",[' 1019.391s'], ,[' 504130607'],"[' 6164003  (Analyzed', ' 5749571)']","[' 14108    (Average', ' 407.54 Last', ' 82713)']",[' 9752.0  '],"[' 6001     (Average Length', ' 2611.58 Splits', ' 0)']","[' 5749571  (Deleted', ' 5596272)']","[' 145      (Ratio', '   0.00%)']","[' 81908    (Ratio', '   1.42%)']","[' 5749571  (Average Length', '   20.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5749571  (Average', ' 81.25 Max', ' 11118 Sum', ' 467143479)']","[' 5746793  (Average', ' 80.06 Max', ' 11118 Sum', ' 460333810 Ratio', '  98.54%)']","[' 2778     (Average', ' 2451.28 Max', ' 3862 Sum', ' 6809669 Ratio', '   1.46%)']", ,[' 348340  '],[' 21516   '],[' 340778  '],[' 138085  '],"[' 410124   (Atom=Atom', ' 116881 Body=Body', ' 77294 Other', ' 215949)']",[' Yes'],"[' 26298    (Eliminated', '    0 Frozen', ' 26298)']","[' 14833    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.9264'],[' 0'], ,[' 420.556'],[' 0'],[' 31.7141'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.21128e+09'],[' 1.06884e+09'],[' 0'],[' 2.01433e+10'],[' 0'],[' 0'],[' 1152 '],[' 1982 '],[' 3022 '],[' 3999 '],[' 5077 '],[' 5996 '],[' 6 '],[' 0 ']
Solving...,TA75, ,[' 1'],[' 11739+'],[' 5876'],"[' 1021.834s (Solving', ' 944.21s 1st Model', ' 579.66s Unsat', ' 0.00s)']",[' 1019.313s'], ,[' 550427419'],"[' 4984271  (Analyzed', ' 4497840)']","[' 12301    (Average', ' 365.65 Last', ' 114161)']",[' 9295.5  '],"[' 5876     (Average Length', ' 2546.00 Splits', ' 0)']","[' 4497840  (Deleted', ' 4354886)']","[' 225      (Ratio', '   0.01%)']","[' 97200    (Ratio', '   2.16%)']","[' 4497840  (Average Length', '   19.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4497840  (Average', ' 114.53 Max', ' 11192 Sum', ' 515159044)']","[' 4495628  (Average', ' 113.33 Max', ' 11192 Sum', ' 509733298 Ratio', '  98.95%)']","[' 2212     (Average', ' 2452.87 Max', ' 4054 Sum', ' 5425746 Ratio', '   1.05%)']", ,[' 350531  '],[' 21838   '],[' 342757  '],[' 139816  '],"[' 413400   (Atom=Atom', ' 117744 Body=Body', ' 78037 Other', ' 217619)']",[' Yes'],"[' 26348    (Eliminated', '    0 Frozen', ' 26348)']","[' 15997    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.5262'],[' 0'], ,[' 366.941'],[' 0'],[' 32.7529'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.39937e+09'],[' 1.23691e+09'],[' 0'],[' 1.45892e+10'],[' 0'],[' 0'],[' 1205 '],[' 2093 '],[' 3082 '],[' 4169 '],[' 5110 '],[' 6064 '],[' 6 '],[' 0 ']
Solving...,TA76, ,[' 1'],[' 11405+'],[' 5709'],"[' 1021.231s (Solving', ' 940.81s 1st Model', ' 636.75s Unsat', ' 0.00s)']",[' 1018.922s'], ,[' 536462798'],"[' 7334773  (Analyzed', ' 6830177)']","[' 16452    (Average', ' 415.16 Last', ' 90377)']",[' 9440.9  '],"[' 5709     (Average Length', ' 2529.72 Splits', ' 0)']","[' 6830177  (Deleted', ' 6665641)']","[' 163      (Ratio', '   0.00%)']","[' 92774    (Ratio', '   1.36%)']","[' 6830177  (Average Length', '   16.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6830177  (Average', ' 73.53 Max', ' 10237 Sum', ' 502211671)']","[' 6827514  (Average', ' 72.61 Max', ' 10237 Sum', ' 495909975 Ratio', '  98.75%)']","[' 2663     (Average', ' 2366.39 Max', ' 3816 Sum', ' 6301696 Ratio', '   1.25%)']", ,[' 346966  '],[' 21463   '],[' 339288  '],[' 137061  '],"[' 409806   (Atom=Atom', ' 116765 Body=Body', ' 77468 Other', ' 215573)']",[' Yes'],"[' 26175    (Eliminated', '    0 Frozen', ' 26175)']","[' 16708    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.1373'],[' 0'], ,[' 386.243'],[' 0'],[' 32.3344'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.3314e+09'],[' 1.1719e+09'],[' 0'],[' 1.57677e+10'],[' 0'],[' 0'],[' 1131 '],[' 2079 '],[' 3015 '],[' 3934 '],[' 4842 '],[' 5788 '],[' 6 '],[' 0 ']
Solving...,TA77, ,[' 1'],[' 10415+'],[' 5214'],"[' 1018.878s (Solving', ' 947.83s 1st Model', ' 596.20s Unsat', ' 0.00s)']",[' 1029.703s'], ,[' 533179547'],"[' 8999310  (Analyzed', ' 8259162)']","[' 17766    (Average', ' 464.89 Last', ' 119838)']",[' 9358.2  '],"[' 5214     (Average Length', ' 2285.80 Splits', ' 0)']","[' 8259162  (Deleted', ' 8088895)']","[' 120      (Ratio', '   0.00%)']","[' 87240    (Ratio', '   1.06%)']","[' 8259162  (Average Length', '   18.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8259162  (Average', ' 60.64 Max', ' 10509 Sum', ' 500827260)']","[' 8256344  (Average', ' 59.92 Max', ' 10509 Sum', ' 494917407 Ratio', '  98.82%)']","[' 2818     (Average', ' 2097.18 Max', ' 6306 Sum', ' 5909853 Ratio', '   1.18%)']", ,[' 346181  '],[' 21398   '],[' 338213  '],[' 136385  '],"[' 406529   (Atom=Atom', ' 115756 Body=Body', ' 77034 Other', ' 213739)']",[' Yes'],"[' 25656    (Eliminated', '    0 Frozen', ' 25656)']","[' 15819    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.2691'],[' 0'], ,[' 426.047'],[' 0'],[' 33.3109'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.22677e+09'],[' 1.07833e+09'],[' 0'],[' 1.89147e+10'],[' 0'],[' 0'],[' 1068 '],[' 2051 '],[' 2974 '],[' 3992 '],[' 5026 '],[' 5916 '],[' 6 '],[' 0 ']
Solving...,TA78, ,[' 1'],[' 10959+'],[' 5486'],"[' 1021.105s (Solving', ' 945.16s 1st Model', ' 608.90s Unsat', ' 0.00s)']",[' 1018.406s'], ,[' 540003268'],"[' 7432519  (Analyzed', ' 7003297)']","[' 15396    (Average', ' 454.88 Last', ' 188954)']",[' 9383.1  '],"[' 5486     (Average Length', ' 2410.65 Splits', ' 0)']","[' 7003297  (Deleted', ' 6841246)']","[' 130      (Ratio', '   0.00%)']","[' 92723    (Ratio', '   1.32%)']","[' 7003297  (Average Length', '   23.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7003297  (Average', ' 72.30 Max', ' 10489 Sum', ' 506354807)']","[' 7000646  (Average', ' 71.49 Max', ' 10489 Sum', ' 500687299 Ratio', '  98.88%)']","[' 2651     (Average', ' 2137.88 Max', ' 3703 Sum', ' 5667508 Ratio', '   1.12%)']", ,[' 347873  '],[' 21561   '],[' 339934  '],[' 137553  '],"[' 409637   (Atom=Atom', ' 116632 Body=Body', ' 77500 Other', ' 215505)']",[' Yes'],"[' 25973    (Eliminated', '    0 Frozen', ' 25973)']","[' 16487    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.2303'],[' 0'], ,[' 399.975'],[' 0'],[' 32.6407'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.28569e+09'],[' 1.1258e+09'],[' 0'],[' 1.8091e+10'],[' 0'],[' 0'],[' 1276 '],[' 2103 '],[' 3049 '],[' 3977 '],[' 4982 '],[' 5913 '],[' 6 '],[' 0 ']
Solving...,TA79, ,[' 1'],[' 10819+'],[' 5416'],"[' 1020.341s (Solving', ' 946.53s 1st Model', ' 601.32s Unsat', ' 0.00s)']",[' 1017.859s'], ,[' 559898608'],"[' 5121166  (Analyzed', ' 4801358)']","[' 12394    (Average', ' 387.39 Last', ' 98600)']",[' 9084.2  '],"[' 5416     (Average Length', ' 2409.29 Splits', ' 0)']","[' 4801358  (Deleted', ' 4651831)']","[' 125      (Ratio', '   0.00%)']","[' 100331   (Ratio', '   2.09%)']","[' 4801358  (Average Length', '   20.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4801358  (Average', ' 110.18 Max', ' 10039 Sum', ' 529033223)']","[' 4798759  (Average', ' 108.91 Max', ' 10039 Sum', ' 522896008 Ratio', '  98.84%)']","[' 2599     (Average', ' 2361.38 Max', ' 3766 Sum', ' 6137215 Ratio', '   1.16%)']", ,[' 348063  '],[' 21562   '],[' 340079  '],[' 137631  '],"[' 409401   (Atom=Atom', ' 116610 Body=Body', ' 77500 Other', ' 215291)']",[' Yes'],"[' 25950    (Eliminated', '    0 Frozen', ' 25950)']","[' 18092    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.9139'],[' 0'], ,[' 365.174'],[' 0'],[' 33.04'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.42325e+09'],[' 1.25733e+09'],[' 0'],[' 1.4423e+10'],[' 0'],[' 0'],[' 1147 '],[' 2067 '],[' 3006 '],[' 3955 '],[' 4924 '],[' 5837 '],[' 6 '],[' 0 ']
Solving...,TA80, ,[' 1'],[' 11399+'],[' 5706'],"[' 1021.082s (Solving', ' 940.80s 1st Model', ' 472.76s Unsat', ' 0.00s)']",[' 1019.031s'], ,[' 541685119'],"[' 6797317  (Analyzed', ' 6065285)']","[' 15165    (Average', ' 399.95 Last', ' 68998)']",[' 9549.5  '],"[' 5706     (Average Length', ' 2466.80 Splits', ' 0)']","[' 6065285  (Deleted', ' 5906859)']","[' 154      (Ratio', '   0.00%)']","[' 94164    (Ratio', '   1.55%)']","[' 6065285  (Average Length', '   20.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6065285  (Average', ' 83.41 Max', ' 10576 Sum', ' 505891906)']","[' 6062690  (Average', ' 82.42 Max', ' 10576 Sum', ' 499879575 Ratio', '  98.81%)']","[' 2595     (Average', ' 2316.89 Max', ' 3845 Sum', ' 6012331 Ratio', '   1.19%)']", ,[' 348757  '],[' 21701   '],[' 340799  '],[' 138424  '],"[' 413255   (Atom=Atom', ' 117663 Body=Body', ' 78140 Other', ' 217452)']",[' Yes'],"[' 26193    (Eliminated', '    0 Frozen', ' 26193)']","[' 17188    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.9121'],[' 0'], ,[' 390.452'],[' 0'],[' 32.6483'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.28758e+09'],[' 1.13212e+09'],[' 0'],[' 1.64819e+10'],[' 0'],[' 0'],[' 1136 '],[' 2132 '],[' 3002 '],[' 3946 '],[' 4829 '],[' 5765 '],[' 6 '],[' 0 ']
