Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 
Solving...,TA41, ,[' 1'],[' 2351+'],[' 1179'],"[' 201.500s (Solving', ' 198.41s 1st Model', ' 44.16s Unsat', ' 0.00s)']",[' 201.250s'], ,[' 35550339'],"[' 6326398  (Analyzed', ' 6095124)']","[' 12968    (Average', ' 470.01 Last', ' 532499)']",[' 2098.0  '],"[' 1179     (Average Length', ' 573.56 Splits', ' 0)']","[' 6095124  (Deleted', ' 6006903)']","[' 124      (Ratio', '   0.00%)']","[' 6818     (Ratio', '   0.11%)']","[' 6095124  (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6095124  (Average', '  5.48 Max', ' 2037 Sum', ' 33426313)']","[' 6094892  (Average', '  5.46 Max', ' 2037 Sum', ' 33300124 Ratio', '  99.62%)']","[' 232      (Average', ' 543.92 Max', ' 972 Sum', ' 126189 Ratio', '   0.38%)']", ,[' 45405   '],[' 3561    '],[' 45922   '],[' 25507   '],"[' 76517    (Atom=Atom', ' 22544 Body=Body', ' 12831 Other', ' 41142)']",[' Yes'],"[' 4678     (Eliminated', '    0 Frozen', ' 4678)']","[' 1125     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.85468'],[' 0'], ,[' 144.431'],[' 0'],[' 3.6048'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.01084e+08'],[' 7.02417e+07'],[' 0'],[' 1.39957e+10'],[' 0'],[' 0'],[' 843 '],[' 1609 '],[' 2525 ']
Solving...,TA42, , ,[' 2263'],[' 1135'],"[' 153.730s (Solving', ' 150.34s 1st Model', ' 8.83s Unsat', ' 13.23s)']",[' 153.344s'], ,[' 20191958'],"[' 6352445  (Analyzed', ' 6126928)']","[' 13133    (Average', ' 466.53 Last', ' 251674)']",[' 2135.9  '],"[' 1135     (Average Length', ' 538.49 Splits', ' 0)']","[' 6126928  (Deleted', ' 6012031)']","[' 87       (Ratio', '   0.00%)']","[' 3680     (Ratio', '   0.06%)']","[' 6126928  (Average Length', '   11.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6126928  (Average', '  2.95 Max', ' 2164 Sum', ' 18073393)']","[' 6126649  (Average', '  2.93 Max', ' 2164 Sum', ' 17946803 Ratio', '  99.30%)']","[' 279      (Average', ' 453.73 Max', ' 672 Sum', ' 126590 Ratio', '   0.70%)']", ,[' 44959   '],[' 3458    '],[' 45404   '],[' 24920   '],"[' 74756    (Atom=Atom', ' 22060 Body=Body', ' 12728 Other', ' 39968)']",[' Yes'],"[' 4503     (Eliminated', '    0 Frozen', ' 4503)']","[' 684      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.856855'],[' 0'], ,[' 108.947'],[' 0'],[' 2.66791'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.52445e+07'],[' 3.53668e+07'],[' 0'],[' 9.99991e+09'],[' 0'],[' 0'],[' 1039 '],[' 1771 '],[' 2567 ']
Solving...,TA43, ,[' 1'],[' 2287+'],[' 1147'],"[' 201.733s (Solving', ' 198.34s 1st Model', ' 4.17s Unsat', ' 0.00s)']",[' 201.375s'], ,[' 35471586'],"[' 6143341  (Analyzed', ' 5968980)']","[' 11804    (Average', ' 505.67 Last', ' 95901)']",[' 2074.3  '],"[' 1147     (Average Length', ' 555.51 Splits', ' 0)']","[' 5968980  (Deleted', ' 5880313)']","[' 158      (Ratio', '   0.00%)']","[' 7022     (Ratio', '   0.12%)']","[' 5968980  (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5968980  (Average', '  5.61 Max', ' 2162 Sum', ' 33465731)']","[' 5968745  (Average', '  5.58 Max', ' 2162 Sum', ' 33334638 Ratio', '  99.61%)']","[' 235      (Average', ' 557.84 Max', ' 755 Sum', ' 131093 Ratio', '   0.39%)']", ,[' 45500   '],[' 3599    '],[' 45984   '],[' 25553   '],"[' 76655    (Atom=Atom', ' 22552 Body=Body', ' 12869 Other', ' 41234)']",[' Yes'],"[' 4683     (Eliminated', '    0 Frozen', ' 4683)']","[' 1093     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.777798'],[' 0'], ,[' 146.103'],[' 0'],[' 3.59854'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.92684e+07'],[' 7.07487e+07'],[' 0'],[' 1.43551e+10'],[' 0'],[' 0'],[' 783 '],[' 1617 '],[' 2526 ']
Solving...,TA44, ,[' 1'],[' 2045+'],[' 1026'],"[' 201.530s (Solving', ' 198.39s 1st Model', ' 3.65s Unsat', ' 0.00s)']",[' 201.109s'], ,[' 27524194'],"[' 6549406  (Analyzed', ' 6314101)']","[' 13776    (Average', ' 458.34 Last', ' 55884)']",[' 2087.8  '],"[' 1026     (Average Length', ' 499.02 Splits', ' 0)']","[' 6314101  (Deleted', ' 6215275)']","[' 100      (Ratio', '   0.00%)']","[' 6338     (Ratio', '   0.10%)']","[' 6314101  (Average Length', '   13.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6314101  (Average', '  4.05 Max', ' 2122 Sum', ' 25547895)']","[' 6313808  (Average', '  4.02 Max', ' 2122 Sum', ' 25399394 Ratio', '  99.42%)']","[' 293      (Average', ' 506.83 Max', ' 665 Sum', ' 148501 Ratio', '   0.58%)']", ,[' 45136   '],[' 3535    '],[' 45509   '],[' 25264   '],"[' 75788    (Atom=Atom', ' 22327 Body=Body', ' 12805 Other', ' 40656)']",[' Yes'],"[' 4508     (Eliminated', '    0 Frozen', ' 4508)']","[' 951      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.737799'],[' 0'], ,[' 151.58'],[' 0'],[' 3.3977'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.4561e+07'],[' 5.17648e+07'],[' 0'],[' 1.49519e+10'],[' 0'],[' 0'],[' 1014 '],[' 1962 '],[' 2697 ']
Solving...,TA45, ,[' 1'],[' 2483+'],[' 1245'],"[' 201.484s (Solving', ' 197.94s 1st Model', ' 4.87s Unsat', ' 0.00s)']",[' 201.047s'], ,[' 38960193'],"[' 5921244  (Analyzed', ' 5732554)']","[' 12053    (Average', ' 475.61 Last', ' 13436)']",[' 2059.0  '],"[' 1245     (Average Length', ' 597.60 Splits', ' 0)']","[' 5732554  (Deleted', ' 5644740)']","[' 147      (Ratio', '   0.00%)']","[' 7670     (Ratio', '   0.13%)']","[' 5732554  (Average Length', '   11.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5732554  (Average', '  6.43 Max', ' 1973 Sum', ' 36868058)']","[' 5732319  (Average', '  6.41 Max', ' 1973 Sum', ' 36736238 Ratio', '  99.64%)']","[' 235      (Average', ' 560.94 Max', ' 780 Sum', ' 131820 Ratio', '   0.36%)']", ,[' 45251   '],[' 3511    '],[' 45808   '],[' 25253   '],"[' 75755    (Atom=Atom', ' 22340 Body=Body', ' 12781 Other', ' 40634)']",[' Yes'],"[' 4668     (Eliminated', '    0 Frozen', ' 4668)']","[' 1149     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.894957'],[' 0'], ,[' 142.801'],[' 0'],[' 3.64474'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.15091e+08'],[' 8.32002e+07'],[' 0'],[' 1.33541e+10'],[' 0'],[' 0'],[' 839 '],[' 1597 '],[' 2528 ']
Solving...,TA46, , ,[' 2021'],[' 1014'],"[' 190.828s (Solving', ' 187.95s 1st Model', ' 7.93s Unsat', ' 45.83s)']",[' 190.453s'], ,[' 32184034'],"[' 5904486  (Analyzed', ' 5732230)']","[' 11732    (Average', ' 488.60 Last', ' 24445)']",[' 2133.0  '],"[' 1014     (Average Length', ' 492.63 Splits', ' 0)']","[' 5732230  (Deleted', ' 5650232)']","[' 161      (Ratio', '   0.00%)']","[' 7864     (Ratio', '   0.14%)']","[' 5732230  (Average Length', '   14.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5732230  (Average', '  5.27 Max', ' 2105 Sum', ' 30215575)']","[' 5731948  (Average', '  5.25 Max', ' 2105 Sum', ' 30109021 Ratio', '  99.65%)']","[' 282      (Average', ' 377.85 Max', ' 852 Sum', ' 106554 Ratio', '   0.35%)']", ,[' 45343   '],[' 3593    '],[' 45699   '],[' 25484   '],"[' 76448    (Atom=Atom', ' 22489 Body=Body', ' 12863 Other', ' 41096)']",[' Yes'],"[' 4549     (Eliminated', '    0 Frozen', ' 4549)']","[' 1281     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.776187'],[' 0'], ,[' 137.019'],[' 0'],[' 3.33751'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.49972e+07'],[' 6.78629e+07'],[' 0'],[' 1.27051e+10'],[' 0'],[' 0'],[' 1014 '],[' 1985 '],[' 2679 ']
Solving...,TA47, , ,[' 2419'],[' 1213'],"[' 129.438s (Solving', ' 125.06s 1st Model', ' 6.29s Unsat', ' 47.39s)']",[' 129.156s'], ,[' 22708010'],"[' 5142940  (Analyzed', ' 4955965)']","[' 10108    (Average', ' 490.30 Last', ' 13957)']",[' 2263.6  '],"[' 1213     (Average Length', ' 580.13 Splits', ' 0)']","[' 4955965  (Deleted', ' 4886877)']","[' 123      (Ratio', '   0.00%)']","[' 5193     (Ratio', '   0.10%)']","[' 4955965  (Average Length', '   13.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4955965  (Average', '  4.11 Max', ' 2349 Sum', ' 20367186)']","[' 4955760  (Average', '  4.10 Max', ' 2349 Sum', ' 20299517 Ratio', '  99.67%)']","[' 205      (Average', ' 330.09 Max', ' 385 Sum', '  67669 Ratio', '   0.33%)']", ,[' 45068   '],[' 3481    '],[' 45586   '],[' 24969   '],"[' 74903    (Atom=Atom', ' 22086 Body=Body', ' 12751 Other', ' 40066)']",[' Yes'],"[' 4599     (Eliminated', '    0 Frozen', ' 4599)']","[' 484      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.914027'],[' 0'], ,[' 86.1251'],[' 0'],[' 2.28872'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.30463e+07'],[' 4.3722e+07'],[' 0'],[' 7.92276e+09'],[' 0'],[' 0'],[' 996 '],[' 1705 '],[' 2506 ']
Solving...,TA48, ,[' 1'],[' 2341+'],[' 1174'],"[' 201.655s (Solving', ' 197.94s 1st Model', ' 3.53s Unsat', ' 0.00s)']",[' 201.281s'], ,[' 24726986'],"[' 6293503  (Analyzed', ' 6044252)']","[' 13024    (Average', ' 464.09 Last', ' 3832)']",[' 2113.6  '],"[' 1174     (Average Length', ' 564.02 Splits', ' 0)']","[' 6044252  (Deleted', ' 5954824)']","[' 102      (Ratio', '   0.00%)']","[' 5432     (Ratio', '   0.09%)']","[' 6044252  (Average Length', '   13.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6044252  (Average', '  3.73 Max', ' 2061 Sum', ' 22565299)']","[' 6043996  (Average', '  3.71 Max', ' 2061 Sum', ' 22432339 Ratio', '  99.41%)']","[' 256      (Average', ' 519.38 Max', ' 731 Sum', ' 132960 Ratio', '   0.59%)']", ,[' 44985   '],[' 3446    '],[' 45472   '],[' 24927   '],"[' 74777    (Atom=Atom', ' 22079 Body=Body', ' 12716 Other', ' 39982)']",[' Yes'],"[' 4533     (Eliminated', '    0 Frozen', ' 4533)']","[' 871      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.837414'],[' 0'], ,[' 153.133'],[' 0'],[' 3.2106'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.86905e+07'],[' 4.70453e+07'],[' 0'],[' 1.51414e+10'],[' 0'],[' 0'],[' 1006 '],[' 1745 '],[' 2515 ']
Solving...,TA49, ,[' 1'],[' 2323+'],[' 1165'],"[' 201.623s (Solving', ' 198.37s 1st Model', ' 3.45s Unsat', ' 0.00s)']",[' 201.109s'], ,[' 34878419'],"[' 6099662  (Analyzed', ' 5889925)']","[' 12551    (Average', ' 469.28 Last', ' 6200)']",[' 2091.0  '],"[' 1165     (Average Length', ' 562.72 Splits', ' 0)']","[' 5889925  (Deleted', ' 5802717)']","[' 152      (Ratio', '   0.00%)']","[' 7798     (Ratio', '   0.13%)']","[' 5889925  (Average Length', '   12.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5889925  (Average', '  5.57 Max', ' 2023 Sum', ' 32813111)']","[' 5889652  (Average', '  5.55 Max', ' 2023 Sum', ' 32665037 Ratio', '  99.55%)']","[' 273      (Average', ' 542.40 Max', ' 736 Sum', ' 148074 Ratio', '   0.45%)']", ,[' 45387   '],[' 3552    '],[' 45867   '],[' 25448   '],"[' 76340    (Atom=Atom', ' 22494 Body=Body', ' 12822 Other', ' 41024)']",[' Yes'],"[' 4632     (Eliminated', '    0 Frozen', ' 4632)']","[' 1198     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.830408'],[' 0'], ,[' 147.388'],[' 0'],[' 3.69461'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.76074e+07'],[' 7.05677e+07'],[' 0'],[' 1.3982e+10'],[' 0'],[' 0'],[' 978 '],[' 1750 '],[' 2606 ']
Solving...,TA50, ,[' 1'],[' 2357+'],[' 1182'],"[' 146.246s (Solving', ' 142.95s 1st Model', ' 6.23s Unsat', ' 6.95s)']",[' 145.953s'], ,[' 13547083'],"[' 3055056  (Analyzed', ' 2786322)']","[' 7039     (Average', ' 395.84 Last', ' 30987)']",[' 2072.8  '],"[' 1182     (Average Length', ' 573.56 Splits', ' 0)']","[' 2786322  (Deleted', ' 2718159)']","[' 63       (Ratio', '   0.00%)']","[' 3916     (Ratio', '   0.14%)']","[' 2786322  (Average Length', '   10.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2786322  (Average', '  4.16 Max', ' 2189 Sum', ' 11583065)']","[' 2786033  (Average', '  4.09 Max', ' 2189 Sum', ' 11395616 Ratio', '  98.38%)']","[' 289      (Average', ' 648.61 Max', ' 841 Sum', ' 187449 Ratio', '   1.62%)']", ,[' 45045   '],[' 3465    '],[' 45557   '],[' 25136   '],"[' 75404    (Atom=Atom', ' 22269 Body=Body', ' 12735 Other', ' 40400)']",[' Yes'],"[' 4577     (Eliminated', '    0 Frozen', ' 4577)']","[' 632      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.7668'],[' 0'], ,[' 118.567'],[' 0'],[' 2.08404'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.65534e+07'],[' 2.6442e+07'],[' 0'],[' 1.23202e+10'],[' 0'],[' 0'],[' 746 '],[' 1501 '],[' 2398 ']
