Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, ,[' 1'],[' 11061+'],[' 5534'],"[' 1032.537s (Solving', ' 899.16s 1st Model', ' 729.37s Unsat', ' 0.00s)']",[' 1028.984s'], ,[' 633691206'],"[' 2292194  (Analyzed', ' 360077)']","[' 4337     (Average', ' 83.02 Last', ' 96487)']",[' 22081.8 '],"[' 5534     (Average Length', ' 2624.28 Splits', ' 0)']","[' 360077   (Deleted', ' 288537)']","[' 594      (Ratio', '   0.16%)']","[' 47715    (Ratio', '  13.25%)']","[' 360077   (Average Length', '   34.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 360077   (Average', ' 1469.19 Max', ' 27667 Sum', ' 529019937)']","[' 358498   (Average', ' 1454.96 Max', ' 27667 Sum', ' 523897991 Ratio', '  99.03%)']","[' 1579     (Average', ' 3243.79 Max', ' 4765 Sum', ' 5121946 Ratio', '   0.97%)']", ,[' 403983  '],[' 39935   '],[' 404862  '],[' 285528  '],"[' 856580   (Atom=Atom', ' 249693 Body=Body', ' 138733 Other', ' 468154)']",[' Yes'],"[' 42814    (Eliminated', '    0 Frozen', ' 42814)']","[' 3527     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 23.4264'],[' 0'], ,[' 335.825'],[' 0'],[' 40.9368'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.34581e+09'],[' 1.27278e+09'],[' 0'],[' 8.07312e+09'],[' 0'],[' 0'],[' 2764 '],[' 5084 '],[' 7546 '],[' 3 '],[' 0 ']
Solving...,TA72, ,[' 1'],[' 11747+'],[' 5877'],"[' 1032.785s (Solving', ' 893.87s 1st Model', ' 693.93s Unsat', ' 0.00s)']",[' 1027.219s'], ,[' 628774432'],"[' 2561438  (Analyzed', ' 347277)']","[' 4599     (Average', ' 75.51 Last', ' 91252)']",[' 20487.6 '],"[' 5877     (Average Length', ' 2751.39 Splits', ' 0)']","[' 347277   (Deleted', ' 285899)']","[' 483      (Ratio', '   0.14%)']","[' 44171    (Ratio', '  12.72%)']","[' 347277   (Average Length', '   30.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 347277   (Average', ' 1530.00 Max', ' 25932 Sum', ' 531333948)']","[' 344219   (Average', ' 1503.43 Max', ' 25932 Sum', ' 522105500 Ratio', '  98.26%)']","[' 3058     (Average', ' 3017.81 Max', ' 4972 Sum', ' 9228448 Ratio', '   1.74%)']", ,[' 399086  '],[' 39411   '],[' 400170  '],[' 279811  '],"[' 839429   (Atom=Atom', ' 244470 Body=Body', ' 138239 Other', ' 456720)']",[' Yes'],"[' 42495    (Eliminated', '    0 Frozen', ' 42495)']","[' 7689     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 24.1207'],[' 0'], ,[' 338.766'],[' 0'],[' 40.9997'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.37705e+09'],[' 1.30364e+09'],[' 0'],[' 7.95881e+09'],[' 0'],[' 0'],[' 2246 '],[' 4482 '],[' 6812 '],[' 3 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 11225+'],[' 5616'],"[' 1031.077s (Solving', ' 899.46s 1st Model', ' 695.00s Unsat', ' 0.00s)']",[' 1026.641s'], ,[' 678291264'],"[' 1732102  (Analyzed', ' 392231)']","[' 4682     (Average', ' 83.77 Last', ' 65549)']",[' 20243.0 '],"[' 5616     (Average Length', ' 2639.51 Splits', ' 0)']","[' 392231   (Deleted', ' 326393)']","[' 636      (Ratio', '   0.16%)']","[' 47786    (Ratio', '  12.18%)']","[' 392231   (Average Length', '   32.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 392231   (Average', ' 1496.96 Max', ' 25559 Sum', ' 587155746)']","[' 388966   (Average', ' 1473.54 Max', ' 25559 Sum', ' 577967631 Ratio', '  98.44%)']","[' 3265     (Average', ' 2814.12 Max', ' 4958 Sum', ' 9188115 Ratio', '   1.56%)']", ,[' 397663  '],[' 39640   '],[' 398367  '],[' 279420  '],"[' 838256   (Atom=Atom', ' 244031 Body=Body', ' 138287 Other', ' 455938)']",[' Yes'],"[' 42344    (Eliminated', '    0 Frozen', ' 42344)']","[' 8631     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 22.9054'],[' 0'], ,[' 334.674'],[' 0'],[' 42.0178'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.45245e+09'],[' 1.37468e+09'],[' 0'],[' 7.33024e+09'],[' 0'],[' 0'],[' 2638 '],[' 4813 '],[' 7181 '],[' 3 '],[' 0 ']
Solving...,TA74, ,[' 1'],[' 12607+'],[' 6307'],"[' 1033.921s (Solving', ' 891.33s 1st Model', ' 663.43s Unsat', ' 0.00s)']",[' 1031.328s'], ,[' 661167321'],"[' 2236515  (Analyzed', ' 358298)']","[' 5017     (Average', ' 71.42 Last', ' 41478)']",[' 19948.6 '],"[' 6307     (Average Length', ' 2940.66 Splits', ' 0)']","[' 358298   (Deleted', ' 291753)']","[' 580      (Ratio', '   0.16%)']","[' 44697    (Ratio', '  12.47%)']","[' 358298   (Average Length', '   31.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 358298   (Average', ' 1573.51 Max', ' 24936 Sum', ' 563786738)']","[' 354627   (Average', ' 1540.11 Max', ' 24936 Sum', ' 551817626 Ratio', '  97.88%)']","[' 3671     (Average', ' 3260.45 Max', ' 5490 Sum', ' 11969112 Ratio', '   2.12%)']", ,[' 399374  '],[' 39441   '],[' 400609  '],[' 278587  '],"[' 835757   (Atom=Atom', ' 243398 Body=Body', ' 138087 Other', ' 454272)']",[' Yes'],"[' 42676    (Eliminated', '    0 Frozen', ' 42676)']","[' 8783     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 24.2294'],[' 0'], ,[' 338.693'],[' 0'],[' 40.5827'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.42788e+09'],[' 1.35162e+09'],[' 0'],[' 8.04002e+09'],[' 0'],[' 0'],[' 2258 '],[' 4480 '],[' 6719 '],[' 3 '],[' 0 ']
Solving...,TA75, ,[' 1'],[' 12967+'],[' 6487'],"[' 1035.052s (Solving', ' 888.18s 1st Model', ' 662.32s Unsat', ' 0.00s)']",[' 1030.375s'], ,[' 661466308'],"[' 1551664  (Analyzed', ' 385187)']","[' 4879     (Average', ' 78.95 Last', ' 97470)']",[' 20175.5 '],"[' 6487     (Average Length', ' 3034.36 Splits', ' 0)']","[' 385187   (Deleted', ' 305725)']","[' 647      (Ratio', '   0.17%)']","[' 46612    (Ratio', '  12.10%)']","[' 385187   (Average Length', '   33.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 385187   (Average', ' 1455.91 Max', ' 25415 Sum', ' 560798606)']","[' 381688   (Average', ' 1425.26 Max', ' 25415 Sum', ' 548990916 Ratio', '  97.89%)']","[' 3499     (Average', ' 3374.59 Max', ' 5671 Sum', ' 11807690 Ratio', '   2.11%)']", ,[' 399660  '],[' 39455   '],[' 401348  '],[' 279236  '],"[' 837704   (Atom=Atom', ' 243784 Body=Body', ' 138350 Other', ' 455570)']",[' Yes'],"[' 43143    (Eliminated', '    0 Frozen', ' 43143)']","[' 9295     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 24.6749'],[' 0'], ,[' 329.959'],[' 0'],[' 40.605'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.43238e+09'],[' 1.35546e+09'],[' 0'],[' 6.67865e+09'],[' 0'],[' 0'],[' 2533 '],[' 4600 '],[' 6807 '],[' 3 '],[' 0 ']
Solving...,TA76, ,[' 1'],[' 12083+'],[' 6045'],"[' 1032.357s (Solving', ' 904.38s 1st Model', ' 750.81s Unsat', ' 0.00s)']",[' 1028.391s'], ,[' 694805415'],"[' 1442061  (Analyzed', ' 375574)']","[' 4680     (Average', ' 80.25 Last', ' 86261)']",[' 20588.5 '],"[' 6045     (Average Length', ' 2854.76 Splits', ' 0)']","[' 375574   (Deleted', ' 317839)']","[' 491      (Ratio', '   0.13%)']","[' 47337    (Ratio', '  12.60%)']","[' 375574   (Average Length', '   32.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 375574   (Average', ' 1569.83 Max', ' 28082 Sum', ' 589587077)']","[' 374784   (Average', ' 1561.45 Max', ' 28082 Sum', ' 586440941 Ratio', '  99.47%)']","[' 790      (Average', ' 3982.45 Max', ' 5306 Sum', ' 3146136 Ratio', '   0.53%)']", ,[' 400296  '],[' 39514   '],[' 401422  '],[' 283109  '],"[' 849323   (Atom=Atom', ' 247818 Body=Body', ' 138189 Other', ' 463316)']",[' Yes'],"[' 42640    (Eliminated', '    0 Frozen', ' 42640)']","[' 2267     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 22.3012'],[' 0'], ,[' 322.73'],[' 0'],[' 42.2689'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.42146e+09'],[' 1.3466e+09'],[' 0'],[' 6.52297e+09'],[' 0'],[' 0'],[' 2319 '],[' 4616 '],[' 6915 '],[' 3 '],[' 0 ']
Solving...,TA77, ,[' 1'],[' 12765+'],[' 6386'],"[' 1034.438s (Solving', ' 889.37s 1st Model', ' 613.89s Unsat', ' 0.00s)']",[' 1031.172s'], ,[' 591647514'],"[' 6460506  (Analyzed', ' 340190)']","[' 4991     (Average', ' 68.16 Last', ' 45493)']",[' 21036.4 '],"[' 6386     (Average Length', ' 3004.23 Splits', ' 0)']","[' 340190   (Deleted', ' 280054)']","[' 558      (Ratio', '   0.16%)']","[' 39850    (Ratio', '  11.71%)']","[' 340190   (Average Length', '   31.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 340190   (Average', ' 1410.94 Max', ' 26624 Sum', ' 479987296)']","[' 337203   (Average', ' 1380.34 Max', ' 26624 Sum', ' 469578381 Ratio', '  97.83%)']","[' 2987     (Average', ' 3484.74 Max', ' 5628 Sum', ' 10408915 Ratio', '   2.17%)']", ,[' 397695  '],[' 39285   '],[' 399129  '],[' 280241  '],"[' 840719   (Atom=Atom', ' 245149 Body=Body', ' 137990 Other', ' 457580)']",[' Yes'],"[' 42719    (Eliminated', '    0 Frozen', ' 42719)']","[' 6128     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 25.0688'],[' 0'], ,[' 376.835'],[' 0'],[' 36.2437'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.31894e+09'],[' 1.24318e+09'],[' 0'],[' 1.59672e+10'],[' 0'],[' 0'],[' 2282 '],[' 4608 '],[' 6849 '],[' 3 '],[' 0 ']
Solving...,TA78, ,[' 1'],[' 12169+'],[' 6088'],"[' 1033.840s (Solving', ' 894.03s 1st Model', ' 694.61s Unsat', ' 0.00s)']",[' 1030.141s'], ,[' 670588054'],"[' 1158951  (Analyzed', ' 381761)']","[' 4699     (Average', ' 81.24 Last', ' 41469)']",[' 20012.2 '],"[' 6088     (Average Length', ' 2867.48 Splits', ' 0)']","[' 381761   (Deleted', ' 316580)']","[' 545      (Ratio', '   0.14%)']","[' 47338    (Ratio', '  12.40%)']","[' 381761   (Average Length', '   30.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 381761   (Average', ' 1502.37 Max', ' 25182 Sum', ' 573544460)']","[' 378900   (Average', ' 1480.88 Max', ' 25182 Sum', ' 565342062 Ratio', '  98.57%)']","[' 2861     (Average', ' 2866.97 Max', ' 5344 Sum', ' 8202398 Ratio', '   1.43%)']", ,[' 397176  '],[' 39310   '],[' 398433  '],[' 277614  '],"[' 832838   (Atom=Atom', ' 242413 Body=Body', ' 138099 Other', ' 452326)']",[' Yes'],"[' 42567    (Eliminated', '    0 Frozen', ' 42567)']","[' 8857     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 23.6583'],[' 0'], ,[' 323.87'],[' 0'],[' 41.1729'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.43939e+09'],[' 1.36224e+09'],[' 0'],[' 6.19805e+09'],[' 0'],[' 0'],[' 2370 '],[' 4314 '],[' 6512 '],[' 3 '],[' 0 ']
Solving...,TA79, , ,[' 12047+'],[' 6027'],"[' 1036.422s (Solving', ' 880.08s 1st Model', ' 611.54s Unsat', ' 0.00s)']",[' 1031.422s'], ,[' 576304915'],"[' 2940454  (Analyzed', ' 316339)']","[' 4529     (Average', ' 69.85 Last', ' 49897)']",[' 20144.3 '],"[' 6028     (Average Length', ' 2840.56 Splits', ' 0)']","[' 316339   (Deleted', ' 248561)']","[' 454      (Ratio', '   0.14%)']","[' 39101    (Ratio', '  12.36%)']","[' 316339   (Average Length', '   31.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 316339   (Average', ' 1513.88 Max', ' 25880 Sum', ' 478899214)']","[' 313109   (Average', ' 1482.71 Max', ' 25880 Sum', ' 469038433 Ratio', '  97.94%)']","[' 3230     (Average', ' 3052.87 Max', ' 5235 Sum', ' 9860781 Ratio', '   2.06%)']", ,[' 398832  '],[' 39510   '],[' 399861  '],[' 277980  '],"[' 833936   (Atom=Atom', ' 242811 Body=Body', ' 138067 Other', ' 453058)']",[' Yes'],"[' 42539    (Eliminated', '    0 Frozen', ' 42539)']","[' 7733     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 27.1439'],[' 0'], ,[' 350.765'],[' 0'],[' 40.0635'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.21663e+09'],[' 1.14798e+09'],[' 0'],[' 8.81007e+09'],[' 0'],[' 0'],[' 2295 '],[' 4375 '],[' 7310 '],[' 3 '],[' 0 ']
Solving...,TA80, ,[' 1'],[' 12481+'],[' 6244'],"[' 1038.266s (Solving', ' 876.18s 1st Model', ' 553.28s Unsat', ' 0.00s)']",[' 1032.219s'], ,[' 569569402'],"[' 1492442  (Analyzed', ' 287539)']","[' 4417     (Average', ' 65.10 Last', ' 37596)']",[' 20562.9 '],"[' 6244     (Average Length', ' 2919.33 Splits', ' 0)']","[' 287539   (Deleted', ' 226428)']","[' 421      (Ratio', '   0.15%)']","[' 36115    (Ratio', '  12.56%)']","[' 287539   (Average Length', '   33.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 287539   (Average', ' 1633.86 Max', ' 25718 Sum', ' 469797232)']","[' 283659   (Average', ' 1593.13 Max', ' 25718 Sum', ' 458086960 Ratio', '  97.51%)']","[' 3880     (Average', ' 3018.11 Max', ' 5189 Sum', ' 11710272 Ratio', '   2.49%)']", ,[' 399444  '],[' 39470   '],[' 400574  '],[' 277364  '],"[' 832088   (Atom=Atom', ' 242197 Body=Body', ' 138065 Other', ' 451826)']",[' Yes'],"[' 42596    (Eliminated', '    0 Frozen', ' 42596)']","[' 7505     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 27.4805'],[' 0'], ,[' 334.688'],[' 0'],[' 41.8985'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.19007e+09'],[' 1.12617e+09'],[' 0'],[' 6.06285e+09'],[' 0'],[' 0'],[' 2392 '],[' 4384 '],[' 6748 '],[' 3 '],[' 0 ']
