Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, ,[' 1'],[' 4633+'],[' 2325'],"[' 606.689s (Solving', ' 583.46s 1st Model', ' 28.10s Unsat', ' 0.00s)']",[' 605.453s'], ,[' 102282845'],"[' 16087540 (Analyzed', ' 15687061)']","[' 31094    (Average', ' 504.50 Last', ' 49467)']",[' 6571.4  '],"[' 2325     (Average Length', ' 1253.78 Splits', ' 0)']","[' 15687061 (Deleted', ' 15506724)']","[' 31       (Ratio', '   0.00%)']","[' 13652    (Ratio', '   0.09%)']","[' 15687061 (Average Length', '   17.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15687061 (Average', '  5.82 Max', ' 8961 Sum', ' 91256428)']","[' 15685066 (Average', '  5.67 Max', ' 8961 Sum', ' 88867428 Ratio', '  97.38%)']","[' 1995     (Average', ' 1197.49 Max', ' 1695 Sum', ' 2389000 Ratio', '   2.62%)']", ,[' 277826  '],[' 11957   '],[' 254259  '],[' 89103   '],"[' 230573   (Atom=Atom', ' 64412 Body=Body', ' 41761 Other', ' 124400)']",[' Yes'],"[' 15570    (Eliminated', '    0 Frozen', ' 15570)']","[' 2631     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.79754'],[' 0'], ,[' 376.083'],[' 0'],[' 9.79613'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.80119e+08'],[' 1.28551e+08'],[' 0'],[' 2.46341e+10'],[' 0'],[' 0'],[' 1040 '],[' 1819 '],[' 2672 '],[' 3322 '],[' 4024 '],[' 4629 '],[' 5275 '],[' 5883 '],[' 8 '],[' 0 ']
Solving...,TA72, ,[' 1'],[' 4685+'],[' 2351'],"[' 606.708s (Solving', ' 583.82s 1st Model', ' 25.17s Unsat', ' 0.00s)']",[' 605.328s'], ,[' 81241883'],"[' 16499557 (Analyzed', ' 16123943)']","[' 32612    (Average', ' 494.42 Last', ' 218197)']",[' 6321.2  '],"[' 2351     (Average Length', ' 1265.74 Splits', ' 0)']","[' 16123943 (Deleted', ' 15920658)']","[' 18       (Ratio', '   0.00%)']","[' 8554     (Ratio', '   0.05%)']","[' 16123943 (Average Length', '   14.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16123943 (Average', '  4.41 Max', ' 9392 Sum', ' 71172268)']","[' 16121661 (Average', '  4.24 Max', ' 8402 Sum', ' 68415295 Ratio', '  96.13%)']","[' 2282     (Average', ' 1208.14 Max', ' 1774 Sum', ' 2756973 Ratio', '   3.87%)']", ,[' 280423  '],[' 11765   '],[' 255145  '],[' 90391   '],"[' 227679   (Atom=Atom', ' 63670 Body=Body', ' 41185 Other', ' 122824)']",[' Yes'],"[' 15421    (Eliminated', '    0 Frozen', ' 15421)']","[' 1587     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.65285'],[' 0'], ,[' 385.598'],[' 0'],[' 9.76354'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.42963e+08'],[' 9.70571e+07'],[' 0'],[' 2.52556e+10'],[' 0'],[' 0'],[' 779 '],[' 1406 '],[' 2148 '],[' 2894 '],[' 3516 '],[' 4192 '],[' 4877 '],[' 5513 '],[' 8 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 4615+'],[' 2316'],"[' 557.109s (Solving', ' 533.17s 1st Model', ' 29.08s Unsat', ' 0.37s)']",[' 555.656s'], ,[' 80642936'],"[' 14669440 (Analyzed', ' 14387722)']","[' 30706    (Average', ' 468.56 Last', ' 16424)']",[' 6576.3  '],"[' 2316     (Average Length', ' 1250.62 Splits', ' 0)']","[' 14387722 (Deleted', ' 14207961)']","[' 16       (Ratio', '   0.00%)']","[' 9466     (Ratio', '   0.07%)']","[' 14387722 (Average Length', '   15.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14387722 (Average', '  4.84 Max', ' 9786 Sum', ' 69656263)']","[' 14385656 (Average', '  4.69 Max', ' 8653 Sum', ' 67423706 Ratio', '  96.79%)']","[' 2066     (Average', ' 1080.62 Max', ' 1744 Sum', ' 2232557 Ratio', '   3.21%)']", ,[' 278487  '],[' 11893   '],[' 254462  '],[' 89335   '],"[' 229548   (Atom=Atom', ' 64147 Body=Body', ' 41569 Other', ' 123832)']",[' Yes'],"[' 15490    (Eliminated', '    0 Frozen', ' 15490)']","[' 1632     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.75918'],[' 0'], ,[' 342.236'],[' 0'],[' 8.63835'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.40428e+08'],[' 9.6771e+07'],[' 0'],[' 2.2491e+10'],[' 0'],[' 0'],[' 1089 '],[' 1858 '],[' 2465 '],[' 3274 '],[' 3817 '],[' 4568 '],[' 5261 '],[' 5908 '],[' 7 '],[' 1 ']
Solving...,TA74, ,[' 1'],[' 4911+'],[' 2464'],"[' 607.423s (Solving', ' 582.94s 1st Model', ' 27.51s Unsat', ' 0.00s)']",[' 606.484s'], ,[' 83012643'],"[' 15496392 (Analyzed', ' 15112256)']","[' 31312    (Average', ' 482.63 Last', ' 103544)']",[' 6327.3  '],"[' 2464     (Average Length', ' 1302.60 Splits', ' 0)']","[' 15112256 (Deleted', ' 14913667)']","[' 28       (Ratio', '   0.00%)']","[' 8974     (Ratio', '   0.06%)']","[' 15112256 (Average Length', '   13.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15112256 (Average', '  4.79 Max', ' 9127 Sum', ' 72444401)']","[' 15109961 (Average', '  4.61 Max', ' 8369 Sum', ' 69722113 Ratio', '  96.24%)']","[' 2295     (Average', ' 1186.18 Max', ' 1831 Sum', ' 2722288 Ratio', '   3.76%)']", ,[' 282067  '],[' 11837   '],[' 256378  '],[' 91345   '],"[' 229081   (Atom=Atom', ' 64071 Body=Body', ' 41401 Other', ' 123609)']",[' Yes'],"[' 15555    (Eliminated', '    0 Frozen', ' 15555)']","[' 1806     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.91995'],[' 0'], ,[' 379.298'],[' 0'],[' 10.2037'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.44125e+08'],[' 1.00201e+08'],[' 0'],[' 2.55144e+10'],[' 0'],[' 0'],[' 928 '],[' 1546 '],[' 2154 '],[' 2907 '],[' 3572 '],[' 4307 '],[' 4944 '],[' 5590 '],[' 8 '],[' 0 ']
Solving...,TA75, ,[' 1'],[' 5925+'],[' 2971'],"[' 608.210s (Solving', ' 580.07s 1st Model', ' 62.17s Unsat', ' 0.00s)']",[' 606.703s'], ,[' 133247112'],"[' 11894788 (Analyzed', ' 11506686)']","[' 25619    (Average', ' 449.15 Last', ' 95837)']",[' 5661.4  '],"[' 2971     (Average Length', ' 1508.33 Splits', ' 0)']","[' 11506686 (Deleted', ' 11334250)']","[' 84       (Ratio', '   0.00%)']","[' 25529    (Ratio', '   0.22%)']","[' 11506686 (Average Length', '   14.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11506686 (Average', ' 10.71 Max', ' 8757 Sum', ' 123228591)']","[' 11504523 (Average', ' 10.43 Max', ' 8079 Sum', ' 119989444 Ratio', '  97.37%)']","[' 2163     (Average', ' 1497.53 Max', ' 2200 Sum', ' 3239147 Ratio', '   2.63%)']", ,[' 280727  '],[' 12007   '],[' 256581  '],[' 91073   '],"[' 233230   (Atom=Atom', ' 65258 Body=Body', ' 41911 Other', ' 126061)']",[' Yes'],"[' 16060    (Eliminated', '    0 Frozen', ' 16060)']","[' 5102     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.7345'],[' 0'], ,[' 337.449'],[' 0'],[' 11.5403'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.63304e+08'],[' 2.05606e+08'],[' 0'],[' 2.10297e+10'],[' 0'],[' 0'],[' 996 '],[' 1657 '],[' 2350 '],[' 2960 '],[' 3711 '],[' 4375 '],[' 5034 '],[' 5715 '],[' 8 '],[' 0 ']
Solving...,TA76, ,[' 1'],[' 5423+'],[' 2720'],"[' 607.696s (Solving', ' 581.45s 1st Model', ' 62.86s Unsat', ' 0.00s)']",[' 606.422s'], ,[' 116856752'],"[' 13631114 (Analyzed', ' 13336994)']","[' 28550    (Average', ' 467.15 Last', ' 144369)']",[' 5732.5  '],"[' 2720     (Average Length', ' 1425.18 Splits', ' 0)']","[' 13336994 (Deleted', ' 13152191)']","[' 43       (Ratio', '   0.00%)']","[' 21568    (Ratio', '   0.16%)']","[' 13336994 (Average Length', '   14.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13336994 (Average', '  8.01 Max', ' 8419 Sum', ' 106849508)']","[' 13334941 (Average', '  7.82 Max', ' 8237 Sum', ' 104289237 Ratio', '  97.60%)']","[' 2053     (Average', ' 1247.09 Max', ' 4324 Sum', ' 2560271 Ratio', '   2.40%)']", ,[' 281437  '],[' 11815   '],[' 256250  '],[' 91145   '],"[' 229473   (Atom=Atom', ' 64239 Body=Body', ' 41335 Other', ' 123899)']",[' Yes'],"[' 15703    (Eliminated', '    0 Frozen', ' 15703)']","[' 4237     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.37457'],[' 0'], ,[' 351.281'],[' 0'],[' 10.7835'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.23696e+08'],[' 1.68872e+08'],[' 0'],[' 2.25509e+10'],[' 0'],[' 0'],[' 905 '],[' 1598 '],[' 2275 '],[' 2923 '],[' 3572 '],[' 4256 '],[' 4902 '],[' 5572 '],[' 8 '],[' 0 ']
Solving...,TA77, ,[' 1'],[' 5053+'],[' 2535'],"[' 607.495s (Solving', ' 582.88s 1st Model', ' 40.14s Unsat', ' 0.00s)']",[' 606.484s'], ,[' 98276504'],"[' 14333848 (Analyzed', ' 13967870)']","[' 29939    (Average', ' 466.54 Last', ' 71063)']",[' 6580.5  '],"[' 2535     (Average Length', ' 1332.42 Splits', ' 0)']","[' 13967870 (Deleted', ' 13786537)']","[' 29       (Ratio', '   0.00%)']","[' 13284    (Ratio', '   0.10%)']","[' 13967870 (Average Length', '   14.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13967870 (Average', '  6.21 Max', ' 9016 Sum', ' 86726560)']","[' 13965827 (Average', '  6.02 Max', ' 8087 Sum', ' 84083343 Ratio', '  96.95%)']","[' 2043     (Average', ' 1293.79 Max', ' 1884 Sum', ' 2643217 Ratio', '   3.05%)']", ,[' 281588  '],[' 11820   '],[' 256215  '],[' 91058   '],"[' 229051   (Atom=Atom', ' 64074 Body=Body', ' 41350 Other', ' 123627)']",[' Yes'],"[' 15565    (Eliminated', '    0 Frozen', ' 15565)']","[' 2607     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.15116'],[' 0'], ,[' 369.118'],[' 0'],[' 11.1319'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.69707e+08'],[' 1.23216e+08'],[' 0'],[' 2.3884e+10'],[' 0'],[' 0'],[' 878 '],[' 1642 '],[' 2244 '],[' 2902 '],[' 3608 '],[' 4263 '],[' 4999 '],[' 5620 '],[' 8 '],[' 0 ']
Solving...,TA78, ,[' 1'],[' 4659+'],[' 2338'],"[' 607.171s (Solving', ' 583.65s 1st Model', ' 25.28s Unsat', ' 0.00s)']",[' 605.344s'], ,[' 92167320'],"[' 16037441 (Analyzed', ' 15680283)']","[' 32853    (Average', ' 477.29 Last', ' 18384)']",[' 6419.9  '],"[' 2338     (Average Length', ' 1256.86 Splits', ' 0)']","[' 15680283 (Deleted', ' 15469771)']","[' 24       (Ratio', '   0.00%)']","[' 10589    (Ratio', '   0.07%)']","[' 15680283 (Average Length', '   15.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15680283 (Average', '  5.21 Max', ' 9448 Sum', ' 81747719)']","[' 15678072 (Average', '  5.05 Max', ' 9448 Sum', ' 79141371 Ratio', '  96.81%)']","[' 2211     (Average', ' 1178.81 Max', ' 1776 Sum', ' 2606348 Ratio', '   3.19%)']", ,[' 280709  '],[' 11881   '],[' 255596  '],[' 90616   '],"[' 229407   (Atom=Atom', ' 64121 Body=Body', ' 41533 Other', ' 123753)']",[' Yes'],"[' 15500    (Eliminated', '    0 Frozen', ' 15500)']","[' 1942     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.68897'],[' 0'], ,[' 376.146'],[' 0'],[' 9.45398'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.61697e+08'],[' 1.12633e+08'],[' 0'],[' 2.50064e+10'],[' 0'],[' 0'],[' 1022 '],[' 1610 '],[' 2234 '],[' 2934 '],[' 3606 '],[' 4414 '],[' 5126 '],[' 5762 '],[' 8 '],[' 0 ']
Solving...,TA79, ,[' 1'],[' 4727+'],[' 2372'],"[' 607.359s (Solving', ' 584.09s 1st Model', ' 25.64s Unsat', ' 0.00s)']",[' 606.063s'], ,[' 81637335'],"[' 15392021 (Analyzed', ' 15080361)']","[' 31126    (Average', ' 484.49 Last', ' 96276)']",[' 6538.8  '],"[' 2372     (Average Length', ' 1282.87 Splits', ' 0)']","[' 15080361 (Deleted', ' 14894536)']","[' 17       (Ratio', '   0.00%)']","[' 8503     (Ratio', '   0.06%)']","[' 15080361 (Average Length', '   15.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15080361 (Average', '  4.71 Max', ' 9422 Sum', ' 71099367)']","[' 15078126 (Average', '  4.53 Max', ' 8779 Sum', ' 68270777 Ratio', '  96.02%)']","[' 2235     (Average', ' 1265.59 Max', ' 1839 Sum', ' 2828590 Ratio', '   3.98%)']", ,[' 281439  '],[' 11985   '],[' 256282  '],[' 91131   '],"[' 231074   (Atom=Atom', ' 64571 Body=Body', ' 41845 Other', ' 124658)']",[' Yes'],"[' 15649    (Eliminated', '    0 Frozen', ' 15649)']","[' 1711     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.6597'],[' 0'], ,[' 387.957'],[' 0'],[' 9.46703'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.43056e+08'],[' 9.8198e+07'],[' 0'],[' 2.5482e+10'],[' 0'],[' 0'],[' 952 '],[' 1640 '],[' 2392 '],[' 2937 '],[' 3642 '],[' 4337 '],[' 4985 '],[' 5622 '],[' 8 '],[' 0 ']
Solving...,TA80, ,[' 1'],[' 4269+'],[' 2143'],"[' 606.731s (Solving', ' 585.06s 1st Model', ' 23.97s Unsat', ' 0.00s)']",[' 605.813s'], ,[' 91038631'],"[' 15293687 (Analyzed', ' 15000779)']","[' 31667    (Average', ' 473.70 Last', ' 12974)']",[' 6193.7  '],"[' 2143     (Average Length', ' 1181.18 Splits', ' 0)']","[' 15000779 (Deleted', ' 14827800)']","[' 18       (Ratio', '   0.00%)']","[' 13257    (Ratio', '   0.09%)']","[' 15000779 (Average Length', '   15.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15000779 (Average', '  5.46 Max', ' 8258 Sum', ' 81943139)']","[' 14998481 (Average', '  5.29 Max', ' 8258 Sum', ' 79334222 Ratio', '  96.82%)']","[' 2298     (Average', ' 1135.30 Max', ' 1625 Sum', ' 2608917 Ratio', '   3.18%)']", ,[' 280388  '],[' 12034   '],[' 255323  '],[' 90674   '],"[' 231108   (Atom=Atom', ' 64538 Body=Body', ' 41992 Other', ' 124578)']",[' Yes'],"[' 15503    (Eliminated', '    0 Frozen', ' 15503)']","[' 2649     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.298'],[' 0'], ,[' 390.641'],[' 0'],[' 9.83999'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.64524e+08'],[' 1.15567e+08'],[' 0'],[' 2.63518e+10'],[' 0'],[' 0'],[' 887 '],[' 1610 '],[' 2426 '],[' 3107 '],[' 3694 '],[' 4401 '],[' 5078 '],[' 5684 '],[' 8 '],[' 0 ']
