Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , ,[' 1'],[' 4911+'],[' 2464'],"[' 609.787s (Solving', ' 580.80s 1st Model', ' 34.17s Unsat', ' 0.00s)']",[' 608.453s'], ,[' 136984391'],"[' 12195752 (Analyzed', ' 11929378)']","[' 24308    (Average', ' 490.76 Last', ' 96048)']",[' 7901.3  '],"[' 2464     (Average Length', ' 1357.15 Splits', ' 0)']","[' 11929378 (Deleted', ' 11782083)']","[' 266      (Ratio', '   0.00%)']","[' 15516    (Ratio', '   0.13%)']","[' 11929378 (Average Length', '   20.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11929378 (Average', ' 10.33 Max', ' 11791 Sum', ' 123186773)']","[' 11926644 (Average', ' 10.05 Max', ' 11791 Sum', ' 119948576 Ratio', '  97.37%)']","[' 2734     (Average', ' 1184.42 Max', ' 1893 Sum', ' 3238197 Ratio', '   2.63%)']", ,[' 307731  '],[' 14867   '],[' 281838  '],[' 114604  '],"[' 282381   (Atom=Atom', ' 78513 Body=Body', ' 53153 Other', ' 150715)']",[' Yes'],"[' 18545    (Eliminated', '    0 Frozen', ' 18545)']","[' 2847     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.40898'],[' 0'], ,[' 357.613'],[' 0'],[' 13.1162'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.10888e+08'],[' 1.67009e+08'],[' 0'],[' 2.16335e+10'],[' 0'],[' 0'],[' 1067 '],[' 2033 '],[' 2904 '],[' 3518 '],[' 4179 '],[' 5381 '],[' 5867 '],[' 6364 '],[' 8 '],[' 0 ']
Solving...,TA72, , , ,[' 1'],[' 5045+'],[' 2531'],"[' 610.695s (Solving', ' 579.20s 1st Model', ' 34.19s Unsat', ' 0.00s)']",[' 609.281s'], ,[' 114777351'],"[' 11501823 (Analyzed', ' 11293217)']","[' 23739    (Average', ' 475.72 Last', ' 149658)']",[' 8197.1  '],"[' 2531     (Average Length', ' 1384.13 Splits', ' 0)']","[' 11293217 (Deleted', ' 11155585)']","[' 295      (Ratio', '   0.00%)']","[' 12913    (Ratio', '   0.11%)']","[' 11293217 (Average Length', '   19.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11293217 (Average', '  8.85 Max', ' 10707 Sum', ' 99974907)']","[' 11290526 (Average', '  8.57 Max', ' 10707 Sum', ' 96755146 Ratio', '  96.78%)']","[' 2691     (Average', ' 1196.49 Max', ' 1897 Sum', ' 3219761 Ratio', '   3.22%)']", ,[' 308139  '],[' 14580   '],[' 281675  '],[' 114121  '],"[' 278520   (Atom=Atom', ' 77525 Body=Body', ' 52339 Other', ' 148656)']",[' Yes'],"[' 18428    (Eliminated', '    0 Frozen', ' 18428)']","[' 2287     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.99078'],[' 0'], ,[' 362.878'],[' 0'],[' 12.5527'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.83137e+08'],[' 1.44467e+08'],[' 0'],[' 2.14739e+10'],[' 0'],[' 0'],[' 883 '],[' 1655 '],[' 2410 '],[' 3267 '],[' 3997 '],[' 4913 '],[' 5471 '],[' 6104 '],[' 8 '],[' 0 ']
Solving...,TA73, , , ,[' 1'],[' 5053+'],[' 2535'],"[' 609.424s (Solving', ' 580.21s 1st Model', ' 34.30s Unsat', ' 0.00s)']",[' 607.891s'], ,[' 135135563'],"[' 11959807 (Analyzed', ' 11672908)']","[' 24246    (Average', ' 481.44 Last', ' 31820)']",[' 7810.8  '],"[' 2535     (Average Length', ' 1380.17 Splits', ' 0)']","[' 11672908 (Deleted', ' 11532649)']","[' 234      (Ratio', '   0.00%)']","[' 12296    (Ratio', '   0.11%)']","[' 11672908 (Average Length', '   20.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11672908 (Average', ' 10.39 Max', ' 11158 Sum', ' 121322132)']","[' 11670375 (Average', ' 10.10 Max', ' 11158 Sum', ' 117895614 Ratio', '  97.18%)']","[' 2533     (Average', ' 1352.75 Max', ' 1985 Sum', ' 3426518 Ratio', '   2.82%)']", ,[' 306421  '],[' 14678   '],[' 280937  '],[' 112998  '],"[' 280610   (Atom=Atom', ' 78097 Body=Body', ' 52731 Other', ' 149782)']",[' Yes'],"[' 18532    (Eliminated', '    0 Frozen', ' 18532)']","[' 2268     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.47368'],[' 0'], ,[' 357.353'],[' 0'],[' 12.3844'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.02488e+08'],[' 1.58821e+08'],[' 0'],[' 2.07918e+10'],[' 0'],[' 0'],[' 1084 '],[' 2099 '],[' 2877 '],[' 3365 '],[' 4226 '],[' 5006 '],[' 5712 '],[' 6460 '],[' 8 '],[' 0 ']
Solving...,TA74, , , ,[' 1'],[' 5773+'],[' 2895'],"[' 611.134s (Solving', ' 575.59s 1st Model', ' 37.90s Unsat', ' 0.00s)']",[' 609.438s'], ,[' 116386818'],"[' 12060193 (Analyzed', ' 11738664)']","[' 24924    (Average', ' 470.98 Last', ' 11250)']",[' 8164.7  '],"[' 2895     (Average Length', ' 1535.82 Splits', ' 0)']","[' 11738664 (Deleted', ' 11596394)']","[' 329      (Ratio', '   0.00%)']","[' 13544    (Ratio', '   0.12%)']","[' 11738664 (Average Length', '   18.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11738664 (Average', '  8.50 Max', ' 10423 Sum', ' 99734129)']","[' 11735884 (Average', '  8.20 Max', ' 10423 Sum', ' 96290619 Ratio', '  96.55%)']","[' 2780     (Average', ' 1238.67 Max', ' 2111 Sum', ' 3443510 Ratio', '   3.45%)']", ,[' 307098  '],[' 14455   '],[' 281205  '],[' 113266  '],"[' 277825   (Atom=Atom', ' 77439 Body=Body', ' 51933 Other', ' 148453)']",[' Yes'],"[' 18589    (Eliminated', '    0 Frozen', ' 18589)']","[' 2394     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.8367'],[' 0'], ,[' 341.843'],[' 0'],[' 11.4457'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.89169e+08'],[' 1.48114e+08'],[' 0'],[' 2.03086e+10'],[' 0'],[' 0'],[' 957 '],[' 1721 '],[' 2536 '],[' 3224 '],[' 3983 '],[' 4556 '],[' 5292 '],[' 5883 '],[' 8 '],[' 0 ']
Solving...,TA75, , , ,[' 1'],[' 4813+'],[' 2415'],"[' 609.536s (Solving', ' 579.16s 1st Model', ' 36.14s Unsat', ' 0.00s)']",[' 607.781s'], ,[' 129896039'],"[' 12799179 (Analyzed', ' 12510597)']","[' 25501    (Average', ' 490.59 Last', ' 27541)']",[' 8130.0  '],"[' 2415     (Average Length', ' 1330.05 Splits', ' 0)']","[' 12510597 (Deleted', ' 12372360)']","[' 258      (Ratio', '   0.00%)']","[' 14878    (Ratio', '   0.12%)']","[' 12510597 (Average Length', '   20.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12510597 (Average', '  9.22 Max', ' 11175 Sum', ' 115341874)']","[' 12507969 (Average', '  8.99 Max', ' 11175 Sum', ' 112505576 Ratio', '  97.54%)']","[' 2628     (Average', ' 1079.26 Max', ' 1817 Sum', ' 2836298 Ratio', '   2.46%)']", ,[' 310329  '],[' 14903   '],[' 283926  '],[' 115540  '],"[' 282194   (Atom=Atom', ' 78510 Body=Body', ' 53238 Other', ' 150446)']",[' Yes'],"[' 18602    (Eliminated', '    0 Frozen', ' 18602)']","[' 2311     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.65944'],[' 0'], ,[' 354.708'],[' 0'],[' 11.7309'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.04588e+08'],[' 1.59243e+08'],[' 0'],[' 2.12957e+10'],[' 0'],[' 0'],[' 1175 '],[' 1824 '],[' 2739 '],[' 3437 '],[' 3939 '],[' 4696 '],[' 5595 '],[' 6286 '],[' 8 '],[' 0 ']
Solving...,TA76, , , ,[' 1'],[' 5187+'],[' 2602'],"[' 609.158s (Solving', ' 579.38s 1st Model', ' 32.86s Unsat', ' 0.00s)']",[' 607.828s'], ,[' 117640436'],"[' 12226718 (Analyzed', ' 11798477)']","[' 24742    (Average', ' 476.86 Last', ' 77009)']",[' 7686.4  '],"[' 2602     (Average Length', ' 1391.74 Splits', ' 0)']","[' 11798477 (Deleted', ' 11656377)']","[' 366      (Ratio', '   0.00%)']","[' 14513    (Ratio', '   0.12%)']","[' 11798477 (Average Length', '   19.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11798477 (Average', '  8.74 Max', ' 10602 Sum', ' 103135649)']","[' 11795958 (Average', '  8.49 Max', ' 10602 Sum', ' 100218363 Ratio', '  97.17%)']","[' 2519     (Average', ' 1158.11 Max', ' 1953 Sum', ' 2917286 Ratio', '   2.83%)']", ,[' 305977  '],[' 14348   '],[' 279696  '],[' 112331  '],"[' 276507   (Atom=Atom', ' 77040 Body=Body', ' 51946 Other', ' 147521)']",[' Yes'],"[' 18246    (Eliminated', '    0 Frozen', ' 18246)']","[' 2675     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.87886'],[' 0'], ,[' 358.475'],[' 0'],[' 12.1383'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.86945e+08'],[' 1.45374e+08'],[' 0'],[' 2.153e+10'],[' 0'],[' 0'],[' 1151 '],[' 1858 '],[' 2613 '],[' 3159 '],[' 3886 '],[' 4672 '],[' 5384 '],[' 6148 '],[' 8 '],[' 0 ']
Solving...,TA77, , , ,[' 1'],[' 5061+'],[' 2539'],"[' 609.318s (Solving', ' 579.99s 1st Model', ' 36.18s Unsat', ' 0.02s)']",[' 608.266s'], ,[' 116009345'],"[' 14019034 (Analyzed', ' 13646350)']","[' 27415    (Average', ' 497.77 Last', ' 176834)']",[' 8028.6  '],"[' 2539     (Average Length', ' 1368.04 Splits', ' 0)']","[' 13646350 (Deleted', ' 13499508)']","[' 248      (Ratio', '   0.00%)']","[' 12655    (Ratio', '   0.09%)']","[' 13646350 (Average Length', '   18.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13646350 (Average', '  7.41 Max', ' 11005 Sum', ' 101087506)']","[' 13643842 (Average', '  7.19 Max', ' 11005 Sum', ' 98081833 Ratio', '  97.03%)']","[' 2508     (Average', ' 1198.43 Max', ' 1919 Sum', ' 3005673 Ratio', '   2.97%)']", ,[' 306858  '],[' 14473   '],[' 280767  '],[' 113013  '],"[' 277101   (Atom=Atom', ' 77173 Body=Body', ' 52054 Other', ' 147874)']",[' Yes'],"[' 18314    (Eliminated', '    0 Frozen', ' 18314)']","[' 2113     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.65561'],[' 0'], ,[' 355.872'],[' 0'],[' 11.0224'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.86736e+08'],[' 1.40726e+08'],[' 0'],[' 2.18183e+10'],[' 0'],[' 0'],[' 1116 '],[' 1711 '],[' 2674 '],[' 3166 '],[' 3927 '],[' 4712 '],[' 5363 '],[' 6145 '],[' 8 '],[' 0 ']
Solving...,TA78, , , ,[' 1'],[' 4471+'],[' 2244'],"[' 609.186s (Solving', ' 581.66s 1st Model', ' 33.24s Unsat', ' 0.00s)']",[' 607.719s'], ,[' 115987999'],"[' 13673436 (Analyzed', ' 13289378)']","[' 27168    (Average', ' 489.16 Last', ' 48896)']",[' 8400.1  '],"[' 2244     (Average Length', ' 1252.01 Splits', ' 0)']","[' 13289378 (Deleted', ' 13131955)']","[' 168      (Ratio', '   0.00%)']","[' 12140    (Ratio', '   0.09%)']","[' 13289378 (Average Length', '   19.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13289378 (Average', '  7.63 Max', ' 11125 Sum', ' 101401837)']","[' 13287111 (Average', '  7.44 Max', ' 11125 Sum', ' 98892732 Ratio', '  97.53%)']","[' 2267     (Average', ' 1106.80 Max', ' 1678 Sum', ' 2509105 Ratio', '   2.47%)']", ,[' 307408  '],[' 14564   '],[' 280816  '],[' 113399  '],"[' 276843   (Atom=Atom', ' 77032 Body=Body', ' 52164 Other', ' 147647)']",[' Yes'],"[' 18133    (Eliminated', '    0 Frozen', ' 18133)']","[' 1984     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.22071'],[' 0'], ,[' 372.106'],[' 0'],[' 11.3949'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.80814e+08'],[' 1.36302e+08'],[' 0'],[' 2.19985e+10'],[' 0'],[' 0'],[' 1090 '],[' 1821 '],[' 2554 '],[' 3285 '],[' 3915 '],[' 4706 '],[' 5506 '],[' 6086 '],[' 8 '],[' 0 ']
Solving...,TA79, , , ,[' 1'],[' 5291+'],[' 2654'],"[' 610.017s (Solving', ' 579.34s 1st Model', ' 33.19s Unsat', ' 0.00s)']",[' 608.578s'], ,[' 118416867'],"[' 11887782 (Analyzed', ' 11480258)']","[' 23750    (Average', ' 483.38 Last', ' 172972)']",[' 7907.4  '],"[' 2654     (Average Length', ' 1424.52 Splits', ' 0)']","[' 11480258 (Deleted', ' 11348181)']","[' 261      (Ratio', '   0.00%)']","[' 12292    (Ratio', '   0.11%)']","[' 11480258 (Average Length', '   18.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11480258 (Average', '  9.04 Max', ' 11261 Sum', ' 103775104)']","[' 11477564 (Average', '  8.73 Max', ' 10837 Sum', ' 100258664 Ratio', '  96.61%)']","[' 2694     (Average', ' 1305.29 Max', ' 2014 Sum', ' 3516440 Ratio', '   3.39%)']", ,[' 307427  '],[' 14531   '],[' 281193  '],[' 113350  '],"[' 278997   (Atom=Atom', ' 77691 Body=Body', ' 52319 Other', ' 148987)']",[' Yes'],"[' 18446    (Eliminated', '    0 Frozen', ' 18446)']","[' 2178     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.7233'],[' 0'], ,[' 360.15'],[' 0'],[' 11.9722'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.8559e+08'],[' 1.44286e+08'],[' 0'],[' 2.13829e+10'],[' 0'],[' 0'],[' 906 '],[' 1822 '],[' 2396 '],[' 3179 '],[' 3900 '],[' 4564 '],[' 5301 '],[' 5912 '],[' 8 '],[' 0 ']
Solving...,TA80, , , ,[' 1'],[' 5455+'],[' 2736'],"[' 609.775s (Solving', ' 577.75s 1st Model', ' 38.78s Unsat', ' 0.00s)']",[' 608.422s'], ,[' 114665417'],"[' 11405482 (Analyzed', ' 11101235)']","[' 22724    (Average', ' 488.52 Last', ' 42741)']",[' 8314.6  '],"[' 2736     (Average Length', ' 1443.45 Splits', ' 0)']","[' 11101235 (Deleted', ' 10975945)']","[' 247      (Ratio', '   0.00%)']","[' 13112    (Ratio', '   0.12%)']","[' 11101235 (Average Length', '   19.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11101235 (Average', '  8.83 Max', ' 10762 Sum', ' 98059478)']","[' 11098628 (Average', '  8.56 Max', ' 10762 Sum', ' 94998908 Ratio', '  96.88%)']","[' 2607     (Average', ' 1173.98 Max', ' 1882 Sum', ' 3060570 Ratio', '   3.12%)']", ,[' 308633  '],[' 14749   '],[' 282722  '],[' 114302  '],"[' 282704   (Atom=Atom', ' 78706 Body=Body', ' 53120 Other', ' 150878)']",[' Yes'],"[' 18796    (Eliminated', '    0 Frozen', ' 18796)']","[' 2469     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.41125'],[' 0'], ,[' 352.775'],[' 0'],[' 11.7777'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.84894e+08'],[' 1.45368e+08'],[' 0'],[' 2.04722e+10'],[' 0'],[' 0'],[' 1189 '],[' 1800 '],[' 2550 '],[' 3135 '],[' 3847 '],[' 4542 '],[' 5454 '],[' 5946 '],[' 8 '],[' 0 ']
