Optimal Found Or Timeout,Instances,Solving...,Solving...,Solving...,Solving...,Solving...,Solving...,Solving...,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,Dmu72_Clus(1), , , , , , , , , , ,[' 1'],[' 4361+'],[' 2184'],"[' 602.551s (Solving', ' 592.79s 1st Model', ' 307.63s Unsat', ' 0.00s)']",[' 599.109s'], ,[' 188565576'],"[' 11391812 (Analyzed', ' 10611536)']","[' 23718    (Average', ' 447.40 Last', ' 972539)']",[' 4158.4  '],"[' 2184     (Average Length', ' 1154.37 Splits', ' 0)']","[' 10611536 (Deleted', ' 10546678)']","[' 760      (Ratio', '   0.01%)']","[' 15904    (Ratio', '   0.15%)']","[' 10611536 (Average Length', '   12.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10611536 (Average', ' 17.06 Max', ' 4302 Sum', ' 181062572)']","[' 10611219 (Average', ' 17.03 Max', ' 4302 Sum', ' 180716660 Ratio', '  99.81%)']","[' 317      (Average', ' 1091.21 Max', ' 1415 Sum', ' 345912 Ratio', '   0.19%)']", ,[' 92182   '],[' 5929    '],[' 86707   '],[' 39030   '],"[' 114819   (Atom=Atom', ' 30103 Body=Body', ' 19791 Other', ' 64925)']",[' Yes'],"[' 8281     (Eliminated', '    0 Frozen', ' 8281)']","[' 2180     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.97714'],[' 0'], ,[' 338.625'],[' 0'],[' 15.7939'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.29657e+08'],[' 5.06344e+08'],[' 0'],[' 1.73919e+10'],[' 0'],[' 0'],[' 2258 '],[' 4689 '],[' 7188 '],[' 3 '],[' 0 ']
Solving...,Dmu72_Clus(10), , , , , , , , , , ,[' 1'],[' 4549+'],[' 2278'],"[' 602.630s (Solving', ' 592.94s 1st Model', ' 305.19s Unsat', ' 0.00s)']",[' 600.734s'], ,[' 241236794'],"[' 8744765  (Analyzed', ' 8237969)']","[' 19966    (Average', ' 412.60 Last', ' 729145)']",[' 3837.6  '],"[' 2278     (Average Length', ' 1194.27 Splits', ' 0)']","[' 8237969  (Deleted', ' 8168913)']","[' 612      (Ratio', '   0.01%)']","[' 27695    (Ratio', '   0.34%)']","[' 8237969  (Average Length', '   14.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8237969  (Average', ' 28.49 Max', ' 3703 Sum', ' 234668756)']","[' 8237550  (Average', ' 28.42 Max', ' 3703 Sum', ' 234132993 Ratio', '  99.77%)']","[' 419      (Average', ' 1278.67 Max', ' 1591 Sum', ' 535763 Ratio', '   0.23%)']", ,[' 93130   '],[' 6001    '],[' 87497   '],[' 39648   '],"[' 116683   (Atom=Atom', ' 30527 Body=Body', ' 20025 Other', ' 66131)']",[' Yes'],"[' 8439     (Eliminated', '    0 Frozen', ' 8439)']","[' 3657     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.98047'],[' 0'], ,[' 302.578'],[' 0'],[' 17.4709'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.10498e+08'],[' 6.7507e+08'],[' 0'],[' 1.57152e+10'],[' 0'],[' 0'],[' 2051 '],[' 4214 '],[' 6512 '],[' 3 '],[' 0 ']
Solving...,Dmu72_Clus(11), , , , , , , , , , ,[' 1'],[' 4093+'],[' 2050'],"[' 602.156s (Solving', ' 594.04s 1st Model', ' 234.63s Unsat', ' 0.00s)']",[' 600.703s'], ,[' 215944052'],"[' 9372235  (Analyzed', ' 8898490)']","[' 20682    (Average', ' 430.25 Last', ' 690321)']",[' 3630.5  '],"[' 2050     (Average Length', ' 1079.13 Splits', ' 0)']","[' 8898490  (Deleted', ' 8812849)']","[' 431      (Ratio', '   0.00%)']","[' 27207    (Ratio', '   0.31%)']","[' 8898490  (Average Length', '   17.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8898490  (Average', ' 23.64 Max', ' 3864 Sum', ' 210372620)']","[' 8897945  (Average', ' 23.56 Max', ' 3571 Sum', ' 209659967 Ratio', '  99.66%)']","[' 545      (Average', ' 1307.62 Max', ' 1456 Sum', ' 712653 Ratio', '   0.34%)']", ,[' 93080   '],[' 6034    '],[' 87220   '],[' 39554   '],"[' 116517   (Atom=Atom', ' 30431 Body=Body', ' 20124 Other', ' 65962)']",[' Yes'],"[' 8246     (Eliminated', '    0 Frozen', ' 8246)']","[' 4038     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.72922'],[' 0'], ,[' 325.343'],[' 0'],[' 16.4158'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.24961e+08'],[' 6.01256e+08'],[' 0'],[' 2.04955e+10'],[' 0'],[' 0'],[' 1976 '],[' 4179 '],[' 6618 '],[' 3 '],[' 0 ']
Solving...,Dmu72_Clus(12), , , , , , , , , , ,[' 1'],[' 4635+'],[' 2321'],"[' 602.746s (Solving', ' 592.70s 1st Model', ' 276.39s Unsat', ' 0.00s)']",[' 601.500s'], ,[' 206319523'],"[' 11315732 (Analyzed', ' 10453454)']","[' 23186    (Average', ' 450.85 Last', ' 951082)']",[' 4124.8  '],"[' 2321     (Average Length', ' 1229.68 Splits', ' 0)']","[' 10453454 (Deleted', ' 10374575)']","[' 658      (Ratio', '   0.01%)']","[' 21662    (Ratio', '   0.21%)']","[' 10453454 (Average Length', '   12.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10453454 (Average', ' 19.00 Max', ' 4060 Sum', ' 198652432)']","[' 10453088 (Average', ' 18.96 Max', ' 4060 Sum', ' 198203090 Ratio', '  99.77%)']","[' 366      (Average', ' 1227.71 Max', ' 1604 Sum', ' 449342 Ratio', '   0.23%)']", ,[' 92927   '],[' 5957    '],[' 87305   '],[' 39496   '],"[' 116154   (Atom=Atom', ' 30401 Body=Body', ' 19898 Other', ' 65855)']",[' Yes'],"[' 8418     (Eliminated', '    0 Frozen', ' 8418)']","[' 2690     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.01758'],[' 0'], ,[' 330.471'],[' 0'],[' 15.9657'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.95173e+08'],[' 5.66265e+08'],[' 0'],[' 1.78381e+10'],[' 0'],[' 0'],[' 2357 '],[' 4418 '],[' 6757 '],[' 3 '],[' 0 ']
Solving...,Dmu72_Clus(13), , , , , , , , , , , ,[' 4531+'],[' 2268'],"[' 618.904s (Solving', ' 544.94s 1st Model', ' 165.18s Unsat', ' 0.00s)']",[' 615.703s'], ,[' 25001212'],"[' 1197488  (Analyzed', ' 351231)']","[' 2122     (Average', ' 165.52 Last', ' 15587)']",[' 4427.1  '],"[' 2269     (Average Length', ' 1190.71 Splits', ' 0)']","[' 351231   (Deleted', ' 329697)']","[' 95       (Ratio', '   0.03%)']","[' 4139     (Ratio', '   1.18%)']","[' 351231   (Average Length', '   11.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 351231   (Average', ' 48.27 Max', ' 5059 Sum', ' 16953615)']","[' 351060   (Average', ' 47.72 Max', ' 5059 Sum', ' 16761174 Ratio', '  98.86%)']","[' 171      (Average', ' 1125.39 Max', ' 1132 Sum', ' 192441 Ratio', '   1.14%)']", ,[' 92608   '],[' 5944    '],[' 87097   '],[' 39281   '],"[' 115628   (Atom=Atom', ' 30268 Body=Body', ' 19839 Other', ' 65521)']",[' Yes'],"[' 8375     (Eliminated', '    0 Frozen', ' 8375)']","[' 628      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.2134'],[' 0'], ,[' 184.606'],[' 0'],[' 12.8545'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.46757e+07'],[' 3.71366e+07'],[' 0'],[' 8.4826e+08'],[' 0'],[' 0'],[' 2428 '],[' 4724 '],[' 7703 '],[' 3 '],[' 0 ']
Solving...,Dmu72_Clus(14), , , , , , , , , , ,[' 1'],[' 4257+'],[' 2132'],"[' 621.701s (Solving', ' 540.38s 1st Model', ' 162.61s Unsat', ' 0.00s)']",[' 618.500s'], ,[' 27405599'],"[' 889986   (Analyzed', ' 202624)']","[' 1659     (Average', ' 122.14 Last', ' 12422)']",[' 4320.9  '],"[' 2132     (Average Length', ' 1124.82 Splits', ' 0)']","[' 202624   (Deleted', ' 181252)']","[' 75       (Ratio', '   0.04%)']","[' 6473     (Ratio', '   3.19%)']","[' 202624   (Average Length', '   14.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 202624   (Average', ' 99.48 Max', ' 4793 Sum', ' 20158023)']","[' 202364   (Average', ' 98.10 Max', ' 4793 Sum', ' 19877089 Ratio', '  98.61%)']","[' 260      (Average', ' 1080.52 Max', ' 1424 Sum', ' 280934 Ratio', '   1.39%)']", ,[' 93053   '],[' 6013    '],[' 87281   '],[' 39532   '],"[' 116401   (Atom=Atom', ' 30429 Body=Body', ' 20061 Other', ' 65911)']",[' Yes'],"[' 8303     (Eliminated', '    0 Frozen', ' 8303)']","[' 1009     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 19.2311'],[' 0'], ,[' 159.468'],[' 0'],[' 14.2967'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.7239e+07'],[' 4.02215e+07'],[' 0'],[' 6.46479e+08'],[' 0'],[' 0'],[' 2170 '],[' 4393 '],[' 6968 '],[' 3 '],[' 0 ']
Solving...,Dmu72_Clus(15), , , , , , , , , , , ,[' 2463+'],[' 1235'],"[' 432.320s (Solving', ' 378.00s 1st Model', ' 72.76s Unsat', ' 0.00s)']",[' 428.891s'], ,[' 11018479'],"[' 1064375  (Analyzed', ' 23556)']","[' 744      (Average', ' 31.66 Last', ' 625)']",[' 4722.6  '],"[' 1235     (Average Length', ' 762.36 Splits', ' 0)']","[' 23556    (Deleted', ' 18112)']","[' 20       (Ratio', '   0.08%)']","[' 1188     (Ratio', '   5.04%)']","[' 23556    (Average Length', '   15.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 23556    (Average', ' 223.04 Max', ' 5313 Sum', ' 5253988)']","[' 23376    (Average', ' 215.82 Max', ' 5313 Sum', ' 5083904 Ratio', '  96.76%)']","[' 180      (Average', ' 944.91 Max', ' 2182 Sum', ' 170084 Ratio', '   3.24%)']", ,[' 91866   '],[' 5967    '],[' 85274   '],[' 38412   '],"[' 112972   (Atom=Atom', ' 29347 Body=Body', ' 19923 Other', ' 63702)']",[' Yes'],"[' 7418     (Eliminated', '    0 Frozen', ' 7418)']","[' 192      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.2897'],[' 0'], ,[' 165.278'],[' 0'],[' 5.7233'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.53417e+07'],[' 1.27153e+07'],[' 0'],[' 9.90453e+08'],[' 0'],[' 0'],[' 9304 '],[' 11493 '],[' 17553 '],[' 3 '],[' 0 ']
Solving...,Dmu72_Clus(2), , , , , , , , , , , ,[' 4477+'],[' 2241'],"[' 622.299s (Solving', ' 538.14s 1st Model', ' 202.07s Unsat', ' 0.02s)']",[' 619.891s'], ,[' 24282374'],"[' 1104568  (Analyzed', ' 251014)']","[' 1934     (Average', ' 129.79 Last', ' 48637)']",[' 4467.6  '],"[' 2242     (Average Length', ' 1177.72 Splits', ' 0)']","[' 251014   (Deleted', ' 232757)']","[' 96       (Ratio', '   0.04%)']","[' 4190     (Ratio', '   1.67%)']","[' 251014   (Average Length', '   13.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 251014   (Average', ' 64.57 Max', ' 5079 Sum', ' 16207911)']","[' 250826   (Average', ' 63.77 Max', ' 5079 Sum', ' 16006258 Ratio', '  98.76%)']","[' 188      (Average', ' 1072.62 Max', ' 1090 Sum', ' 201653 Ratio', '   1.24%)']", ,[' 92744   '],[' 5951    '],[' 87106   '],[' 39341   '],"[' 115766   (Atom=Atom', ' 30290 Body=Body', ' 19875 Other', ' 65601)']",[' Yes'],"[' 8349     (Eliminated', '    0 Frozen', ' 8349)']","[' 715      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 19.5453'],[' 0'], ,[' 172.413'],[' 0'],[' 12.5726'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.26872e+07'],[' 3.57158e+07'],[' 0'],[' 7.89218e+08'],[' 0'],[' 0'],[' 2254 '],[' 4707 '],[' 7606 '],[' 3 '],[' 0 ']
Solving...,Dmu72_Clus(3), , , , , , , , , , ,[' 1'],[' 3975+'],[' 1991'],"[' 620.530s (Solving', ' 543.73s 1st Model', ' 258.00s Unsat', ' 0.00s)']",[' 617.313s'], ,[' 24248575'],"[' 1018201  (Analyzed', ' 316712)']","[' 2112     (Average', ' 149.96 Last', ' 44859)']",[' 4348.1  '],"[' 1991     (Average Length', ' 1068.42 Splits', ' 0)']","[' 316712   (Deleted', ' 298957)']","[' 154      (Ratio', '   0.05%)']","[' 5119     (Ratio', '   1.62%)']","[' 316712   (Average Length', '   13.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 316712   (Average', ' 54.72 Max', ' 4877 Sum', ' 17331323)']","[' 316407   (Average', ' 53.60 Max', ' 4877 Sum', ' 16974758 Ratio', '  97.94%)']","[' 305      (Average', ' 1169.07 Max', ' 1285 Sum', ' 356565 Ratio', '   2.06%)']", ,[' 92066   '],[' 5908    '],[' 86388   '],[' 38788   '],"[' 114288   (Atom=Atom', ' 29833 Body=Body', ' 19713 Other', ' 64742)']",[' Yes'],"[' 8091     (Eliminated', '    0 Frozen', ' 8091)']","[' 735      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 18.1051'],[' 0'], ,[' 177.675'],[' 0'],[' 13.1742'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.46399e+07'],[' 3.75064e+07'],[' 0'],[' 7.57939e+08'],[' 0'],[' 0'],[' 2569 '],[' 5104 '],[' 7785 '],[' 3 '],[' 0 ']
Solving...,Dmu72_Clus(4), , , , , , , , , , ,[' 1'],[' 3721+'],[' 1864'],"[' 542.162s (Solving', ' 471.11s 1st Model', ' 231.32s Unsat', ' 0.00s)']",[' 540.047s'], ,[' 22419869'],"[' 825180   (Analyzed', ' 285965)']","[' 1792     (Average', ' 159.58 Last', ' 140472)']",[' 4248.3  '],"[' 1863     (Average Length', ' 982.94 Splits', ' 0)']","[' 285965   (Deleted', ' 270935)']","[' 108      (Ratio', '   0.04%)']","[' 4420     (Ratio', '   1.55%)']","[' 285965   (Average Length', '   12.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 285965   (Average', ' 55.73 Max', ' 5129 Sum', ' 15936667)']","[' 285787   (Average', ' 55.09 Max', ' 5129 Sum', ' 15753425 Ratio', '  98.85%)']","[' 178      (Average', ' 1029.45 Max', ' 2137 Sum', ' 183242 Ratio', '   1.15%)']", ,[' 92359   '],[' 5923    '],[' 86353   '],[' 38882   '],"[' 114474   (Atom=Atom', ' 29808 Body=Body', ' 19782 Other', ' 64884)']",[' Yes'],"[' 7986     (Eliminated', '    0 Frozen', ' 7986)']","[' 712      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.4687'],[' 0'], ,[' 152.611'],[' 0'],[' 11.9946'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.87831e+07'],[' 3.24631e+07'],[' 0'],[' 6.12823e+08'],[' 0'],[' 0'],[' 2475 '],[' 6581 '],[' 8852 '],[' 3 '],[' 0 ']
