Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 1'],[' 6901+'],[' 3454'],"[' 605.802s (Solving', ' 583.11s 1st Model', ' 476.06s Unsat', ' 0.00s)']",[' 605.016s'], ,[' 328311970'],"[' 3655053  (Analyzed', ' 2886069)']","[' 10042    (Average', ' 287.40 Last', ' 313909)']",[' 6399.9  '],"[' 3454     (Average Length', ' 1785.08 Splits', ' 0)']","[' 2886069  (Deleted', ' 2825106)']","[' 372      (Ratio', '   0.01%)']","[' 45128    (Ratio', '   1.56%)']","[' 2886069  (Average Length', '   16.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2886069  (Average', ' 108.22 Max', ' 6212 Sum', ' 312344039)']","[' 2885385  (Average', ' 107.83 Max', ' 6212 Sum', ' 311203464 Ratio', '  99.63%)']","[' 684      (Average', ' 1667.51 Max', ' 2033 Sum', ' 1140575 Ratio', '   0.37%)']", ,[' 140401  '],[' 10142   '],[' 134260  '],[' 68723   '],"[' 197145   (Atom=Atom', ' 51924 Body=Body', ' 36027 Other', ' 109194)']",[' Yes'],"[' 13567    (Eliminated', '    0 Frozen', ' 13567)']","[' 5961     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.79036'],[' 0'], ,[' 211.148'],[' 0'],[' 19.4027'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.76064e+08'],[' 8.41893e+08'],[' 0'],[' 7.716e+09'],[' 0'],[' 0'],[' 1135 '],[' 2230 '],[' 3250 '],[' 3 '],[' 0 ']
Solving...,TA62, , ,[' 1'],[' 6805+'],[' 3406'],"[' 605.889s (Solving', ' 582.38s 1st Model', ' 464.42s Unsat', ' 0.00s)']",[' 605.188s'], ,[' 326275090'],"[' 3328313  (Analyzed', ' 2845408)']","[' 9486     (Average', ' 299.96 Last', ' 332607)']",[' 6506.3  '],"[' 3406     (Average Length', ' 1784.95 Splits', ' 0)']","[' 2845408  (Deleted', ' 2776994)']","[' 403      (Ratio', '   0.01%)']","[' 50131    (Ratio', '   1.76%)']","[' 2845408  (Average Length', '   18.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2845408  (Average', ' 109.13 Max', ' 6139 Sum', ' 310506607)']","[' 2844672  (Average', ' 108.72 Max', ' 6139 Sum', ' 309357903 Ratio', '  99.63%)']","[' 736      (Average', ' 1560.74 Max', ' 1918 Sum', ' 1148704 Ratio', '   0.37%)']", ,[' 140631  '],[' 10242   '],[' 134582  '],[' 68896   '],"[' 198761   (Atom=Atom', ' 52369 Body=Body', ' 36354 Other', ' 110038)']",[' Yes'],"[' 13739    (Eliminated', '    0 Frozen', ' 13739)']","[' 6965     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.90156'],[' 0'], ,[' 205.91'],[' 0'],[' 19.2735'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.82026e+08'],[' 8.53089e+08'],[' 0'],[' 7.48249e+09'],[' 0'],[' 0'],[' 1239 '],[' 2407 '],[' 3413 '],[' 3 '],[' 0 ']
Solving...,TA63, , ,[' 1'],[' 7563+'],[' 3785'],"[' 606.530s (Solving', ' 580.94s 1st Model', ' 480.11s Unsat', ' 0.00s)']",[' 604.688s'], ,[' 331791810'],"[' 3550849  (Analyzed', ' 2927155)']","[' 10689    (Average', ' 273.85 Last', ' 187731)']",[' 6523.3  '],"[' 3785     (Average Length', ' 1952.35 Splits', ' 0)']","[' 2927155  (Deleted', ' 2864984)']","[' 324      (Ratio', '   0.01%)']","[' 44876    (Ratio', '   1.53%)']","[' 2927155  (Average Length', '   15.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2927155  (Average', ' 107.50 Max', ' 6179 Sum', ' 314659452)']","[' 2926474  (Average', ' 107.09 Max', ' 6179 Sum', ' 313466960 Ratio', '  99.62%)']","[' 681      (Average', ' 1751.09 Max', ' 2199 Sum', ' 1192492 Ratio', '   0.38%)']", ,[' 140210  '],[' 10124   '],[' 134387  '],[' 68739   '],"[' 198027   (Atom=Atom', ' 52225 Body=Body', ' 35969 Other', ' 109833)']",[' Yes'],"[' 13889    (Eliminated', '    0 Frozen', ' 13889)']","[' 5839     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.31207'],[' 0'], ,[' 206.039'],[' 0'],[' 19.56'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.63832e+08'],[' 8.30865e+08'],[' 0'],[' 7.31287e+09'],[' 0'],[' 0'],[' 1130 '],[' 2079 '],[' 3103 '],[' 3 '],[' 0 ']
Solving...,TA64, , ,[' 1'],[' 6343+'],[' 3175'],"[' 605.445s (Solving', ' 584.59s 1st Model', ' 321.52s Unsat', ' 0.00s)']",[' 604.766s'], ,[' 325405031'],"[' 4752014  (Analyzed', ' 4189389)']","[' 11133    (Average', ' 376.30 Last', ' 163278)']",[' 6249.4  '],"[' 3175     (Average Length', ' 1702.66 Splits', ' 0)']","[' 4189389  (Deleted', ' 4111792)']","[' 363      (Ratio', '   0.01%)']","[' 46734    (Ratio', '   1.12%)']","[' 4189389  (Average Length', '   17.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4189389  (Average', ' 74.29 Max', ' 6071 Sum', ' 311234778)']","[' 4188621  (Average', ' 73.99 Max', ' 6071 Sum', ' 309985873 Ratio', '  99.60%)']","[' 768      (Average', ' 1626.18 Max', ' 2220 Sum', ' 1248905 Ratio', '   0.40%)']", ,[' 139980  '],[' 10183   '],[' 133654  '],[' 68440   '],"[' 197205   (Atom=Atom', ' 51916 Body=Body', ' 36177 Other', ' 109112)']",[' Yes'],"[' 13450    (Eliminated', '    0 Frozen', ' 13450)']","[' 6632     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.35321'],[' 0'], ,[' 224.263'],[' 0'],[' 19.4822'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.22014e+08'],[' 7.94202e+08'],[' 0'],[' 8.72222e+09'],[' 0'],[' 0'],[' 1228 '],[' 2156 '],[' 3120 '],[' 3 '],[' 0 ']
Solving...,TA65, , ,[' 1'],[' 6853+'],[' 3430'],"[' 605.847s (Solving', ' 582.63s 1st Model', ' 429.31s Unsat', ' 0.00s)']",[' 604.438s'], ,[' 330573188'],"[' 3473876  (Analyzed', ' 2709573)']","[' 9563     (Average', ' 283.34 Last', ' 193484)']",[' 6331.4  '],"[' 3430     (Average Length', ' 1797.04 Splits', ' 0)']","[' 2709573  (Deleted', ' 2644935)']","[' 333      (Ratio', '   0.01%)']","[' 48056    (Ratio', '   1.77%)']","[' 2709573  (Average Length', '   16.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2709573  (Average', ' 116.24 Max', ' 6153 Sum', ' 314972371)']","[' 2708872  (Average', ' 115.83 Max', ' 6153 Sum', ' 313848871 Ratio', '  99.64%)']","[' 701      (Average', ' 1602.71 Max', ' 2021 Sum', ' 1123500 Ratio', '   0.36%)']", ,[' 139886  '],[' 10127   '],[' 133751  '],[' 68372   '],"[' 197074   (Atom=Atom', ' 51906 Body=Body', ' 36013 Other', ' 109155)']",[' Yes'],"[' 13588    (Eliminated', '    0 Frozen', ' 13588)']","[' 6191     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.8174'],[' 0'], ,[' 204.102'],[' 0'],[' 19.3983'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.01342e+09'],[' 8.82452e+08'],[' 0'],[' 7.27115e+09'],[' 0'],[' 0'],[' 1063 '],[' 2144 '],[' 3153 '],[' 3 '],[' 0 ']
Solving...,TA66, , ,[' 1'],[' 5887+'],[' 2947'],"[' 604.854s (Solving', ' 585.77s 1st Model', ' 503.46s Unsat', ' 0.00s)']",[' 604.063s'], ,[' 330132810'],"[' 3485752  (Analyzed', ' 2849092)']","[' 9862     (Average', ' 288.90 Last', ' 194592)']",[' 6038.6  '],"[' 2947     (Average Length', ' 1560.78 Splits', ' 0)']","[' 2849092  (Deleted', ' 2784271)']","[' 380      (Ratio', '   0.01%)']","[' 48843    (Ratio', '   1.71%)']","[' 2849092  (Average Length', '   16.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2849092  (Average', ' 111.27 Max', ' 6094 Sum', ' 317030525)']","[' 2848342  (Average', ' 110.88 Max', ' 6094 Sum', ' 315903922 Ratio', '  99.64%)']","[' 750      (Average', ' 1502.14 Max', ' 1806 Sum', ' 1126603 Ratio', '   0.36%)']", ,[' 139953  '],[' 10198   '],[' 133425  '],[' 68278   '],"[' 196605   (Atom=Atom', ' 51691 Body=Body', ' 36146 Other', ' 108768)']",[' Yes'],"[' 13285    (Eliminated', '    0 Frozen', ' 13285)']","[' 6293     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.96849'],[' 0'], ,[' 210.325'],[' 0'],[' 19.7736'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.01611e+09'],[' 8.86242e+08'],[' 0'],[' 7.66595e+09'],[' 0'],[' 0'],[' 1072 '],[' 2180 '],[' 3240 '],[' 3 '],[' 0 ']
Solving...,TA67, , ,[' 1'],[' 6631+'],[' 3319'],"[' 605.850s (Solving', ' 583.36s 1st Model', ' 482.32s Unsat', ' 0.00s)']",[' 603.688s'], ,[' 332308425'],"[' 3884137  (Analyzed', ' 3106534)']","[' 10912    (Average', ' 284.69 Last', ' 332787)']",[' 6288.4  '],"[' 3319     (Average Length', ' 1762.07 Splits', ' 0)']","[' 3106534  (Deleted', ' 3038307)']","[' 382      (Ratio', '   0.01%)']","[' 47816    (Ratio', '   1.54%)']","[' 3106534  (Average Length', '   17.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3106534  (Average', ' 102.16 Max', ' 6228 Sum', ' 317361511)']","[' 3105744  (Average', ' 101.74 Max', ' 6228 Sum', ' 316073220 Ratio', '  99.59%)']","[' 790      (Average', ' 1630.75 Max', ' 2099 Sum', ' 1288291 Ratio', '   0.41%)']", ,[' 140362  '],[' 10198   '],[' 134180  '],[' 68743   '],"[' 197864   (Atom=Atom', ' 52098 Body=Body', ' 36228 Other', ' 109538)']",[' Yes'],"[' 13603    (Eliminated', '    0 Frozen', ' 13603)']","[' 6463     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.69147'],[' 0'], ,[' 212.602'],[' 0'],[' 19.5941'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.74098e+08'],[' 8.44784e+08'],[' 0'],[' 7.96497e+09'],[' 0'],[' 0'],[' 1179 '],[' 2270 '],[' 3254 '],[' 3 '],[' 0 ']
Solving...,TA68, , ,[' 1'],[' 6127+'],[' 3067'],"[' 605.042s (Solving', ' 585.24s 1st Model', ' 345.08s Unsat', ' 0.00s)']",[' 603.641s'], ,[' 320832979'],"[' 5957096  (Analyzed', ' 5096589)']","[' 13957    (Average', ' 365.16 Last', ' 281538)']",[' 6204.8  '],"[' 3067     (Average Length', ' 1619.37 Splits', ' 0)']","[' 5096589  (Deleted', ' 5001147)']","[' 347      (Ratio', '   0.01%)']","[' 45416    (Ratio', '   0.89%)']","[' 5096589  (Average Length', '   15.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5096589  (Average', ' 60.15 Max', ' 6200 Sum', ' 306574224)']","[' 5095830  (Average', ' 59.92 Max', ' 6200 Sum', ' 305380692 Ratio', '  99.61%)']","[' 759      (Average', ' 1572.51 Max', ' 1924 Sum', ' 1193532 Ratio', '   0.39%)']", ,[' 139425  '],[' 10113   '],[' 132986  '],[' 67954   '],"[' 195789   (Atom=Atom', ' 51496 Body=Body', ' 35969 Other', ' 108324)']",[' Yes'],"[' 13265    (Eliminated', '    0 Frozen', ' 13265)']","[' 5974     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.1077'],[' 0'], ,[' 234.29'],[' 0'],[' 19.5409'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.90509e+08'],[' 7.64094e+08'],[' 0'],[' 9.38081e+09'],[' 0'],[' 0'],[' 1079 '],[' 2157 '],[' 3197 '],[' 3 '],[' 0 ']
Solving...,TA69, , ,[' 1'],[' 7199+'],[' 3603'],"[' 606.158s (Solving', ' 582.29s 1st Model', ' 338.75s Unsat', ' 0.00s)']",[' 604.750s'], ,[' 319031841'],"[' 4189627  (Analyzed', ' 3694583)']","[' 10343    (Average', ' 357.21 Last', ' 166911)']",[' 6530.0  '],"[' 3603     (Average Length', ' 1885.63 Splits', ' 0)']","[' 3694583  (Deleted', ' 3615981)']","[' 408      (Ratio', '   0.01%)']","[' 48078    (Ratio', '   1.30%)']","[' 3694583  (Average Length', '   17.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3694583  (Average', ' 81.90 Max', ' 6186 Sum', ' 302586071)']","[' 3693891  (Average', ' 81.57 Max', ' 6186 Sum', ' 301378258 Ratio', '  99.60%)']","[' 692      (Average', ' 1745.39 Max', ' 2220 Sum', ' 1207813 Ratio', '   0.40%)']", ,[' 140576  '],[' 10185   '],[' 134603  '],[' 68956   '],"[' 198558   (Atom=Atom', ' 52333 Body=Body', ' 36236 Other', ' 109989)']",[' Yes'],"[' 13836    (Eliminated', '    0 Frozen', ' 13836)']","[' 6422     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.01335'],[' 0'], ,[' 214.699'],[' 0'],[' 19.156'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.22246e+08'],[' 7.98302e+08'],[' 0'],[' 7.98998e+09'],[' 0'],[' 0'],[' 1287 '],[' 2321 '],[' 3404 '],[' 3 '],[' 0 ']
Solving...,TA70, , ,[' 1'],[' 6475+'],[' 3241'],"[' 605.553s (Solving', ' 584.03s 1st Model', ' 392.67s Unsat', ' 0.00s)']",[' 604.625s'], ,[' 310410233'],"[' 4800863  (Analyzed', ' 3948488)']","[' 11738    (Average', ' 336.39 Last', ' 330233)']",[' 6282.0  '],"[' 3241     (Average Length', ' 1701.44 Splits', ' 0)']","[' 3948488  (Deleted', ' 3877090)']","[' 494      (Ratio', '   0.01%)']","[' 46179    (Ratio', '   1.17%)']","[' 3948488  (Average Length', '   17.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3948488  (Average', ' 74.82 Max', ' 5960 Sum', ' 295427806)']","[' 3947730  (Average', ' 74.52 Max', ' 5960 Sum', ' 294246367 Ratio', '  99.60%)']","[' 758      (Average', ' 1558.63 Max', ' 1938 Sum', ' 1181439 Ratio', '   0.40%)']", ,[' 139952  '],[' 10141   '],[' 133667  '],[' 68401   '],"[' 196604   (Atom=Atom', ' 51745 Body=Body', ' 35988 Other', ' 108871)']",[' Yes'],"[' 13455    (Eliminated', '    0 Frozen', ' 13455)']","[' 6472     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.48937'],[' 0'], ,[' 227.178'],[' 0'],[' 18.9358'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.0477e+08'],[' 7.8027e+08'],[' 0'],[' 8.93174e+09'],[' 0'],[' 0'],[' 1283 '],[' 2448 '],[' 3402 '],[' 3 '],[' 0 ']
