Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , , ,[' 1'],[' 2267+'],[' 1138'],"[' 601.501s (Solving', ' 596.56s 1st Model', ' 4.74s Unsat', ' 0.00s)']",[' 600.453s'], ,[' 75598195'],"[' 20020611 (Analyzed', ' 19804373)']","[' 35453    (Average', ' 558.61 Last', ' 3412)']",[' 2754.9  '],"[' 1138     (Average Length', ' 647.55 Splits', ' 0)']","[' 19804373 (Deleted', ' 19634353)']","[' 23       (Ratio', '   0.00%)']","[' 8314     (Ratio', '   0.04%)']","[' 19804373 (Average Length', '   18.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19804373 (Average', '  3.67 Max', ' 3944 Sum', ' 72701910)']","[' 19803559 (Average', '  3.64 Max', ' 3369 Sum', ' 72120739 Ratio', '  99.20%)']","[' 814      (Average', ' 713.97 Max', ' 859 Sum', ' 581171 Ratio', '   0.80%)']", ,[' 82135   '],[' 4652    '],[' 75395   '],[' 32627   '],"[' 90642    (Atom=Atom', ' 24452 Body=Body', ' 16069 Other', ' 50121)']",[' Yes'],"[' 6085     (Eliminated', '    0 Frozen', ' 6085)']","[' 1435     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.06353'],[' 0'], ,[' 415.894'],[' 0'],[' 12.4224'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.53231e+08'],[' 9.43434e+07'],[' 0'],[' 2.46753e+10'],[' 0'],[' 0'],[' 1132 '],[' 1844 '],[' 2783 '],[' 3686 '],[' 4 '],[' 0 ']
Solving...,TA52, , , ,[' 1'],[' 1909+'],[' 959'],"[' 601.137s (Solving', ' 597.38s 1st Model', ' 3.75s Unsat', ' 0.00s)']",[' 600.141s'], ,[' 91927845'],"[' 21697987 (Analyzed', ' 21565640)']","[' 39032    (Average', ' 552.51 Last', ' 25877)']",[' 2546.0  '],"[' 959      (Average Length', ' 546.60 Splits', ' 0)']","[' 21565640 (Deleted', ' 21381839)']","[' 54       (Ratio', '   0.00%)']","[' 11732    (Ratio', '   0.05%)']","[' 21565640 (Average Length', '   17.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21565640 (Average', '  4.14 Max', ' 3642 Sum', ' 89353345)']","[' 21564948 (Average', '  4.12 Max', ' 3058 Sum', ' 88907137 Ratio', '  99.50%)']","[' 692      (Average', ' 644.81 Max', ' 711 Sum', ' 446208 Ratio', '   0.50%)']", ,[' 81934   '],[' 4660    '],[' 75019   '],[' 32451   '],"[' 90327    (Atom=Atom', ' 24305 Body=Body', ' 16093 Other', ' 49929)']",[' Yes'],"[' 5937     (Eliminated', '    0 Frozen', ' 5937)']","[' 2176     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.795511'],[' 0'], ,[' 423.132'],[' 0'],[' 12.6206'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.04415e+08'],[' 1.33399e+08'],[' 0'],[' 2.76498e+10'],[' 0'],[' 0'],[' 1044 '],[' 1872 '],[' 2790 '],[' 3630 '],[' 4 '],[' 0 ']
Solving...,TA53, , , ,[' 1'],[' 2021+'],[' 1015'],"[' 601.176s (Solving', ' 597.14s 1st Model', ' 3.92s Unsat', ' 0.00s)']",[' 600.203s'], ,[' 74233449'],"[' 24748259 (Analyzed', ' 24512157)']","[' 44514    (Average', ' 550.66 Last', ' 76567)']",[' 2723.0  '],"[' 1015     (Average Length', ' 581.24 Splits', ' 0)']","[' 24512157 (Deleted', ' 24269803)']","[' 30       (Ratio', '   0.00%)']","[' 7371     (Ratio', '   0.03%)']","[' 24512157 (Average Length', '   14.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24512157 (Average', '  2.91 Max', ' 3431 Sum', ' 71304285)']","[' 24511554 (Average', '  2.89 Max', ' 3220 Sum', ' 70961747 Ratio', '  99.52%)']","[' 603      (Average', ' 568.06 Max', ' 702 Sum', ' 342538 Ratio', '   0.48%)']", ,[' 80677   '],[' 4469    '],[' 73969   '],[' 31566   '],"[' 87515    (Atom=Atom', ' 23597 Body=Body', ' 15520 Other', ' 48398)']",[' Yes'],"[' 5782     (Eliminated', '    0 Frozen', ' 5782)']","[' 1253     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.858102'],[' 0'], ,[' 420.907'],[' 0'],[' 11.829'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.62391e+08'],[' 9.63022e+07'],[' 0'],[' 2.7206e+10'],[' 0'],[' 0'],[' 951 '],[' 1617 '],[' 2516 '],[' 3458 '],[' 4 '],[' 0 ']
Solving...,TA54, , , ,[' 1'],[' 2145+'],[' 1077'],"[' 601.291s (Solving', ' 596.81s 1st Model', ' 5.56s Unsat', ' 0.00s)']",[' 600.297s'], ,[' 91345950'],"[' 22266467 (Analyzed', ' 22087303)']","[' 40023    (Average', ' 551.87 Last', ' 4735)']",[' 2690.6  '],"[' 1077     (Average Length', ' 608.34 Splits', ' 0)']","[' 22087303 (Deleted', ' 21888740)']","[' 53       (Ratio', '   0.00%)']","[' 13327    (Ratio', '   0.06%)']","[' 22087303 (Average Length', '   17.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 22087303 (Average', '  4.00 Max', ' 3151 Sum', ' 88374590)']","[' 22086603 (Average', '  3.98 Max', ' 2834 Sum', ' 87986118 Ratio', '  99.56%)']","[' 700      (Average', ' 554.96 Max', ' 696 Sum', ' 388472 Ratio', '   0.44%)']", ,[' 81319   '],[' 4674    '],[' 74902   '],[' 32186   '],"[' 90759    (Atom=Atom', ' 24479 Body=Body', ' 16135 Other', ' 50145)']",[' Yes'],"[' 6057     (Eliminated', '    0 Frozen', ' 6057)']","[' 2273     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.961087'],[' 0'], ,[' 412.992'],[' 0'],[' 12.0336'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.00247e+08'],[' 1.30208e+08'],[' 0'],[' 2.73879e+10'],[' 0'],[' 0'],[' 997 '],[' 1756 '],[' 2395 '],[' 3240 '],[' 4 '],[' 0 ']
Solving...,TA55, , , ,[' 1'],[' 2019+'],[' 1014'],"[' 601.260s (Solving', ' 597.00s 1st Model', ' 4.20s Unsat', ' 0.00s)']",[' 599.031s'], ,[' 102423618'],"[' 22624834 (Analyzed', ' 22520214)']","[' 41127    (Average', ' 547.58 Last', ' 16476)']",[' 2442.1  '],"[' 1014     (Average Length', ' 579.82 Splits', ' 0)']","[' 22520214 (Deleted', ' 22304852)']","[' 95       (Ratio', '   0.00%)']","[' 13868    (Ratio', '   0.06%)']","[' 22520214 (Average Length', '   16.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 22520214 (Average', '  4.43 Max', ' 3389 Sum', ' 99876229)']","[' 22519546 (Average', '  4.42 Max', ' 2756 Sum', ' 99448308 Ratio', '  99.57%)']","[' 668      (Average', ' 640.60 Max', ' 747 Sum', ' 427921 Ratio', '   0.43%)']", ,[' 81282   '],[' 4585    '],[' 74518   '],[' 32101   '],"[' 89317    (Atom=Atom', ' 24060 Body=Body', ' 15868 Other', ' 49389)']",[' Yes'],"[' 5906     (Eliminated', '    0 Frozen', ' 5906)']","[' 2460     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.90677'],[' 0'], ,[' 398.258'],[' 0'],[' 11.8878'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.43e+08'],[' 1.63588e+08'],[' 0'],[' 2.42615e+10'],[' 0'],[' 0'],[' 846 '],[' 1882 '],[' 2530 '],[' 3561 '],[' 4 '],[' 0 ']
Solving...,TA56, , , ,[' 1'],[' 2043+'],[' 1026'],"[' 601.456s (Solving', ' 596.52s 1st Model', ' 5.53s Unsat', ' 0.00s)']",[' 596.734s'], ,[' 73937499'],"[' 21996748 (Analyzed', ' 21836088)']","[' 39322    (Average', ' 555.31 Last', ' 6729)']",[' 2962.0  '],"[' 1026     (Average Length', ' 578.03 Splits', ' 0)']","[' 21836088 (Deleted', ' 21625380)']","[' 23       (Ratio', '   0.00%)']","[' 7323     (Ratio', '   0.03%)']","[' 21836088 (Average Length', '   16.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21836088 (Average', '  3.25 Max', ' 3793 Sum', ' 70860497)']","[' 21835396 (Average', '  3.23 Max', ' 3366 Sum', ' 70470235 Ratio', '  99.45%)']","[' 692      (Average', ' 563.96 Max', ' 660 Sum', ' 390262 Ratio', '   0.55%)']", ,[' 80345   '],[' 4565    '],[' 73869   '],[' 31651   '],"[' 88968    (Atom=Atom', ' 23992 Body=Body', ' 15808 Other', ' 49168)']",[' Yes'],"[' 5888     (Eliminated', '    0 Frozen', ' 5888)']","[' 1107     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.06561'],[' 0'], ,[' 414.609'],[' 0'],[' 11.8665'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.58142e+08'],[' 9.69647e+07'],[' 0'],[' 2.52603e+10'],[' 0'],[' 0'],[' 1157 '],[' 2255 '],[' 2818 '],[' 3447 '],[' 4 '],[' 0 ']
Solving...,TA57, , , ,[' 1'],[' 2113+'],[' 1061'],"[' 601.348s (Solving', ' 596.68s 1st Model', ' 6.83s Unsat', ' 0.00s)']",[' 599.563s'], ,[' 100956276'],"[' 21030597 (Analyzed', ' 20836345)']","[' 37824    (Average', ' 550.88 Last', ' 93883)']",[' 2793.5  '],"[' 1061     (Average Length', ' 609.86 Splits', ' 0)']","[' 20836345 (Deleted', ' 20646539)']","[' 65       (Ratio', '   0.00%)']","[' 12597    (Ratio', '   0.06%)']","[' 20836345 (Average Length', '   17.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20836345 (Average', '  4.70 Max', ' 3291 Sum', ' 97890330)']","[' 20835755 (Average', '  4.68 Max', ' 2916 Sum', ' 97554202 Ratio', '  99.66%)']","[' 590      (Average', ' 569.71 Max', ' 739 Sum', ' 336128 Ratio', '   0.34%)']", ,[' 80615   '],[' 4559    '],[' 74101   '],[' 31783   '],"[' 89004    (Atom=Atom', ' 24003 Body=Body', ' 15790 Other', ' 49211)']",[' Yes'],"[' 5925     (Eliminated', '    0 Frozen', ' 5925)']","[' 2185     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.0122'],[' 0'], ,[' 409.07'],[' 0'],[' 12.8725'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.12444e+08'],[' 1.44456e+08'],[' 0'],[' 2.49362e+10'],[' 0'],[' 0'],[' 1230 '],[' 2082 '],[' 2710 '],[' 3768 '],[' 4 '],[' 0 ']
Solving...,TA58, , , ,[' 1'],[' 1955+'],[' 982'],"[' 601.315s (Solving', ' 596.96s 1st Model', ' 4.70s Unsat', ' 0.00s)']",[' 598.828s'], ,[' 80786313'],"[' 21053394 (Analyzed', ' 20932901)']","[' 37366    (Average', ' 560.21 Last', ' 159140)']",[' 2615.9  '],"[' 982      (Average Length', ' 570.24 Splits', ' 0)']","[' 20932901 (Deleted', ' 20726321)']","[' 43       (Ratio', '   0.00%)']","[' 10362    (Ratio', '   0.05%)']","[' 20932901 (Average Length', '   15.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20932901 (Average', '  3.74 Max', ' 2978 Sum', ' 78241164)']","[' 20932219 (Average', '  3.72 Max', ' 2897 Sum', ' 77851175 Ratio', '  99.50%)']","[' 682      (Average', ' 571.83 Max', ' 708 Sum', ' 389989 Ratio', '   0.50%)']", ,[' 81208   '],[' 4574    '],[' 74368   '],[' 32041   '],"[' 89061    (Atom=Atom', ' 23984 Body=Body', ' 15835 Other', ' 49242)']",[' Yes'],"[' 5881     (Eliminated', '    0 Frozen', ' 5881)']","[' 1785     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.918442'],[' 0'], ,[' 415.4'],[' 0'],[' 12.3002'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.78078e+08'],[' 1.12314e+08'],[' 0'],[' 2.59123e+10'],[' 0'],[' 0'],[' 915 '],[' 1886 '],[' 2601 '],[' 3392 '],[' 4 '],[' 0 ']
Solving...,TA59, , , ,[' 1'],[' 1975+'],[' 992'],"[' 601.251s (Solving', ' 596.92s 1st Model', ' 5.11s Unsat', ' 0.00s)']",[' 599.156s'], ,[' 96723558'],"[' 20183315 (Analyzed', ' 19981697)']","[' 36040    (Average', ' 554.43 Last', ' 142982)']",[' 2807.1  '],"[' 992      (Average Length', ' 585.62 Splits', ' 0)']","[' 19981697 (Deleted', ' 19787271)']","[' 61       (Ratio', '   0.00%)']","[' 12753    (Ratio', '   0.06%)']","[' 19981697 (Average Length', '   16.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19981697 (Average', '  4.70 Max', ' 3005 Sum', ' 93876670)']","[' 19981009 (Average', '  4.68 Max', ' 3005 Sum', ' 93504163 Ratio', '  99.60%)']","[' 688      (Average', ' 541.43 Max', ' 701 Sum', ' 372507 Ratio', '   0.40%)']", ,[' 81313   '],[' 4615    '],[' 74673   '],[' 32082   '],"[' 89618    (Atom=Atom', ' 24158 Body=Body', ' 15958 Other', ' 49502)']",[' Yes'],"[' 5933     (Eliminated', '    0 Frozen', ' 5933)']","[' 2037     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.929734'],[' 0'], ,[' 413.805'],[' 0'],[' 13.3166'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.0642e+08'],[' 1.42068e+08'],[' 0'],[' 2.51681e+10'],[' 0'],[' 0'],[' 987 '],[' 1731 '],[' 2493 '],[' 3547 '],[' 4 '],[' 0 ']
Solving...,TA60, , , ,[' 1'],[' 2459+'],[' 1234'],"[' 601.455s (Solving', ' 596.21s 1st Model', ' 5.41s Unsat', ' 0.00s)']",[' 598.234s'], ,[' 94714765'],"[' 20823026 (Analyzed', ' 20649588)']","[' 36577    (Average', ' 564.55 Last', ' 231816)']",[' 2570.1  '],"[' 1234     (Average Length', ' 681.41 Splits', ' 0)']","[' 20649588 (Deleted', ' 20458082)']","[' 106      (Ratio', '   0.00%)']","[' 15269    (Ratio', '   0.07%)']","[' 20649588 (Average Length', '   15.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20649588 (Average', '  4.44 Max', ' 3077 Sum', ' 91778741)']","[' 20649022 (Average', '  4.43 Max', ' 2693 Sum', ' 91383211 Ratio', '  99.57%)']","[' 566      (Average', ' 698.82 Max', ' 830 Sum', ' 395530 Ratio', '   0.43%)']", ,[' 81683   '],[' 4558    '],[' 75055   '],[' 32305   '],"[' 89464    (Atom=Atom', ' 24172 Body=Body', ' 15787 Other', ' 49505)']",[' Yes'],"[' 6074     (Eliminated', '    0 Frozen', ' 6074)']","[' 2688     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.15146'],[' 0'], ,[' 402.344'],[' 0'],[' 12.465'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.29913e+08'],[' 1.55015e+08'],[' 0'],[' 2.3417e+10'],[' 0'],[' 0'],[' 874 '],[' 1615 '],[' 2381 '],[' 3287 '],[' 4 '],[' 0 ']
