Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , , ,[' 1'],[' 1091+'],[' 552'],"[' 503.842s (Solving', ' 501.83s 1st Model', ' 1.20s Unsat', ' 1.41s)']",[' 502.438s'], ,[' 43386202'],"[' 26861384 (Analyzed', ' 26822185)']","[' 53998    (Average', ' 496.73 Last', ' 76869)']",[' 1704.0  '],"[' 552      (Average Length', ' 351.78 Splits', ' 0)']","[' 26822185 (Deleted', ' 26474297)']","[' 6        (Ratio', '   0.00%)']","[' 3114     (Ratio', '   0.01%)']","[' 26822185 (Average Length', '   13.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 26822185 (Average', '  1.57 Max', ' 2331 Sum', ' 41976935)']","[' 26821672 (Average', '  1.56 Max', ' 2331 Sum', ' 41783921 Ratio', '  99.54%)']","[' 513      (Average', ' 376.25 Max', ' 507 Sum', ' 193014 Ratio', '   0.46%)']", ,[' 68615   '],[' 3089    '],[' 62805   '],[' 24049   '],"[' 63832    (Atom=Atom', ' 18039 Body=Body', ' 11467 Other', ' 34326)']",[' Yes'],"[' 4124     (Eliminated', '    0 Frozen', ' 4124)']","[' 459      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.385984'],[' 0'], ,[' 326.259'],[' 0'],[' 8.6377'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.0565e+08'],[' 4.39867e+07'],[' 0'],[' 2.11494e+10'],[' 0'],[' 0'],[' 734 '],[' 1261 '],[' 1687 '],[' 2478 '],[' 2984 '],[' 3689 '],[' 5 '],[' 1 ']
Solving...,TA52, , , ,[' 1'],[' 1093+'],[' 553'],"[' 600.821s (Solving', ' 598.56s 1st Model', ' 1.42s Unsat', ' 0.00s)']",[' 599.156s'], ,[' 52586446'],"[' 30862935 (Analyzed', ' 30828466)']","[' 59149    (Average', ' 521.20 Last', ' 222706)']",[' 1895.8  '],"[' 553      (Average Length', ' 349.98 Splits', ' 0)']","[' 30828466 (Deleted', ' 30508230)']","[' 9        (Ratio', '   0.00%)']","[' 3533     (Ratio', '   0.01%)']","[' 30828466 (Average Length', '   13.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 30828466 (Average', '  1.65 Max', ' 2173 Sum', ' 50873525)']","[' 30827951 (Average', '  1.64 Max', ' 2173 Sum', ' 50702426 Ratio', '  99.66%)']","[' 515      (Average', ' 332.23 Max', ' 408 Sum', ' 171099 Ratio', '   0.34%)']", ,[' 68164   '],[' 3072    '],[' 62670   '],[' 23644   '],"[' 63613    (Atom=Atom', ' 17972 Body=Body', ' 11416 Other', ' 34225)']",[' Yes'],"[' 4109     (Eliminated', '    0 Frozen', ' 4109)']","[' 692      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.452033'],[' 0'], ,[' 404.393'],[' 0'],[' 10.2251'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.29981e+08'],[' 5.88134e+07'],[' 0'],[' 2.60045e+10'],[' 0'],[' 0'],[' 814 '],[' 1455 '],[' 1934 '],[' 2488 '],[' 2954 '],[' 3495 '],[' 6 '],[' 0 ']
Solving...,TA53, , , ,[' 1'],[' 1109+'],[' 561'],"[' 359.775s (Solving', ' 357.60s 1st Model', ' 1.40s Unsat', ' 54.42s)']",[' 359.203s'], ,[' 29796999'],"[' 17048199 (Analyzed', ' 17002507)']","[' 32128    (Average', ' 529.21 Last', ' 167480)']",[' 1856.1  '],"[' 561      (Average Length', ' 360.22 Splits', ' 0)']","[' 17002507 (Deleted', ' 16769796)']","[' 12       (Ratio', '   0.00%)']","[' 2425     (Ratio', '   0.01%)']","[' 17002507 (Average Length', '   13.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17002507 (Average', '  1.68 Max', ' 2792 Sum', ' 28596858)']","[' 17002005 (Average', '  1.67 Max', ' 2349 Sum', ' 28423102 Ratio', '  99.39%)']","[' 502      (Average', ' 346.13 Max', ' 454 Sum', ' 173756 Ratio', '   0.61%)']", ,[' 68215   '],[' 3087    '],[' 62625   '],[' 23820   '],"[' 63807    (Atom=Atom', ' 18040 Body=Body', ' 11461 Other', ' 34306)']",[' Yes'],"[' 4125     (Eliminated', '    0 Frozen', ' 4125)']","[' 349      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.432267'],[' 0'], ,[' 244.991'],[' 0'],[' 6.54882'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.38583e+07'],[' 3.42949e+07'],[' 0'],[' 1.59824e+10'],[' 0'],[' 0'],[' 696 '],[' 1233 '],[' 1630 '],[' 2320 '],[' 2652 '],[' 3343 '],[' 3 '],[' 3 ']
Solving...,TA54, , , , ,[' 1093'],[' 553'],"[' 504.340s (Solving', ' 502.24s 1st Model', ' 1.31s Unsat', ' 0.16s)']",[' 503.906s'], ,[' 50216321'],"[' 30175226 (Analyzed', ' 30131874)']","[' 57263    (Average', ' 526.20 Last', ' 43030)']",[' 1729.6  '],"[' 553      (Average Length', ' 338.26 Splits', ' 0)']","[' 30131874 (Deleted', ' 29821415)']","[' 23       (Ratio', '   0.00%)']","[' 2954     (Ratio', '   0.01%)']","[' 30131874 (Average Length', '   13.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 30131874 (Average', '  1.61 Max', ' 2277 Sum', ' 48621804)']","[' 30131408 (Average', '  1.61 Max', ' 2277 Sum', ' 48460125 Ratio', '  99.67%)']","[' 466      (Average', ' 346.95 Max', ' 479 Sum', ' 161679 Ratio', '   0.33%)']", ,[' 68020   '],[' 3025    '],[' 62429   '],[' 23562   '],"[' 62927    (Atom=Atom', ' 17784 Body=Body', ' 11275 Other', ' 33868)']",[' Yes'],"[' 4059     (Eliminated', '    0 Frozen', ' 4059)']","[' 562      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.418402'],[' 0'], ,[' 314.855'],[' 0'],[' 7.2141'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.23897e+08'],[' 5.16263e+07'],[' 0'],[' 1.99423e+10'],[' 0'],[' 0'],[' 654 '],[' 1228 '],[' 1869 '],[' 2313 '],[' 2953 '],[' 3415 '],[' 5 '],[' 1 ']
Solving...,TA55, , , ,[' 1'],[' 1179+'],[' 596'],"[' 537.559s (Solving', ' 535.26s 1st Model', ' 1.46s Unsat', ' 35.48s)']",[' 536.531s'], ,[' 43331938'],"[' 28875524 (Analyzed', ' 28826210)']","[' 56873    (Average', ' 506.85 Last', ' 111229)']",[' 1814.5  '],"[' 596      (Average Length', ' 370.40 Splits', ' 0)']","[' 28826210 (Deleted', ' 28441064)']","[' 9        (Ratio', '   0.00%)']","[' 2338     (Ratio', '   0.01%)']","[' 28826210 (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 28826210 (Average', '  1.45 Max', ' 2251 Sum', ' 41818726)']","[' 28825618 (Average', '  1.44 Max', ' 2251 Sum', ' 41603193 Ratio', '  99.48%)']","[' 592      (Average', ' 364.08 Max', ' 466 Sum', ' 215533 Ratio', '   0.52%)']", ,[' 68138   '],[' 3029    '],[' 62544   '],[' 23650   '],"[' 63070    (Atom=Atom', ' 17843 Body=Body', ' 11287 Other', ' 33940)']",[' Yes'],"[' 4098     (Eliminated', '    0 Frozen', ' 4098)']","[' 307      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.466174'],[' 0'], ,[' 349.091'],[' 0'],[' 8.25406'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.08183e+08'],[' 4.07432e+07'],[' 0'],[' 2.18377e+10'],[' 0'],[' 0'],[' 769 '],[' 1311 '],[' 1909 '],[' 2357 '],[' 2840 '],[' 3432 '],[' 5 '],[' 1 ']
Solving...,TA56, , , ,[' 1'],[' 1043+'],[' 528'],"[' 600.821s (Solving', ' 598.54s 1st Model', ' 1.67s Unsat', ' 0.00s)']",[' 598.625s'], ,[' 51420172'],"[' 30577337 (Analyzed', ' 30534264)']","[' 57658    (Average', ' 529.58 Last', ' 14194)']",[' 1859.5  '],"[' 528      (Average Length', ' 334.51 Splits', ' 0)']","[' 30534264 (Deleted', ' 30192346)']","[' 7        (Ratio', '   0.00%)']","[' 3440     (Ratio', '   0.01%)']","[' 30534264 (Average Length', '   13.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 30534264 (Average', '  1.63 Max', ' 2473 Sum', ' 49734645)']","[' 30533712 (Average', '  1.62 Max', ' 2245 Sum', ' 49562600 Ratio', '  99.65%)']","[' 552      (Average', ' 311.68 Max', ' 415 Sum', ' 172045 Ratio', '   0.35%)']", ,[' 67656   '],[' 3101    '],[' 62321   '],[' 23484   '],"[' 63959    (Atom=Atom', ' 18063 Body=Body', ' 11503 Other', ' 34393)']",[' Yes'],"[' 4111     (Eliminated', '    0 Frozen', ' 4111)']","[' 510      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.464185'],[' 0'], ,[' 401.705'],[' 0'],[' 9.7296'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.27344e+08'],[' 5.55348e+07'],[' 0'],[' 2.44012e+10'],[' 0'],[' 0'],[' 917 '],[' 1536 '],[' 2093 '],[' 2550 '],[' 3025 '],[' 3431 '],[' 6 '],[' 0 ']
Solving...,TA57, , , , ,[' 1119'],[' 566'],"[' 504.656s (Solving', ' 502.32s 1st Model', ' 1.60s Unsat', ' 0.49s)']",[' 503.734s'], ,[' 46209927'],"[' 30110823 (Analyzed', ' 30068361)']","[' 57652    (Average', ' 521.55 Last', ' 199112)']",[' 1821.6  '],"[' 566      (Average Length', ' 349.00 Splits', ' 0)']","[' 30068361 (Deleted', ' 29707410)']","[' 9        (Ratio', '   0.00%)']","[' 2543     (Ratio', '   0.01%)']","[' 30068361 (Average Length', '   13.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 30068361 (Average', '  1.48 Max', ' 2325 Sum', ' 44605156)']","[' 30067891 (Average', '  1.48 Max', ' 2303 Sum', ' 44440649 Ratio', '  99.63%)']","[' 470      (Average', ' 350.01 Max', ' 463 Sum', ' 164507 Ratio', '   0.37%)']", ,[' 67922   '],[' 3005    '],[' 62376   '],[' 23457   '],"[' 62609    (Atom=Atom', ' 17717 Body=Body', ' 11215 Other', ' 33677)']",[' Yes'],"[' 4048     (Eliminated', '    0 Frozen', ' 4048)']","[' 436      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.46293'],[' 0'], ,[' 306.482'],[' 0'],[' 6.74357'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.16563e+08'],[' 4.5179e+07'],[' 0'],[' 1.89604e+10'],[' 0'],[' 0'],[' 884 '],[' 1397 '],[' 2019 '],[' 2413 '],[' 2963 '],[' 3472 '],[' 5 '],[' 1 ']
Solving...,TA58, , , , ,[' 1217'],[' 615'],"[' 506.081s (Solving', ' 503.34s 1st Model', ' 1.85s Unsat', ' 0.20s)']",[' 503.594s'], ,[' 44583796'],"[' 28115493 (Analyzed', ' 28067676)']","[' 53483    (Average', ' 524.80 Last', ' 38859)']",[' 1725.0  '],"[' 615      (Average Length', ' 368.10 Splits', ' 0)']","[' 28067676 (Deleted', ' 27749177)']","[' 13       (Ratio', '   0.00%)']","[' 2636     (Ratio', '   0.01%)']","[' 28067676 (Average Length', '   13.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 28067676 (Average', '  1.53 Max', ' 2237 Sum', ' 43054887)']","[' 28067199 (Average', '  1.53 Max', ' 2237 Sum', ' 42865968 Ratio', '  99.56%)']","[' 477      (Average', ' 396.06 Max', ' 532 Sum', ' 188919 Ratio', '   0.44%)']", ,[' 68016   '],[' 3004    '],[' 62490   '],[' 23533   '],"[' 62749    (Atom=Atom', ' 17762 Body=Body', ' 11212 Other', ' 33775)']",[' Yes'],"[' 4087     (Eliminated', '    0 Frozen', ' 4087)']","[' 509      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.521481'],[' 0'], ,[' 306.39'],[' 0'],[' 6.80257'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.12918e+08'],[' 4.71795e+07'],[' 0'],[' 1.75993e+10'],[' 0'],[' 0'],[' 619 '],[' 1275 '],[' 1830 '],[' 2391 '],[' 3214 '],[' 3428 '],[' 5 '],[' 1 ']
Solving...,TA59, , , ,[' 1'],[' 1063+'],[' 538'],"[' 503.596s (Solving', ' 501.12s 1st Model', ' 1.56s Unsat', ' 0.53s)']",[' 495.516s'], ,[' 36428319'],"[' 20984617 (Analyzed', ' 20941290)']","[' 41159    (Average', ' 508.79 Last', ' 1701)']",[' 1844.7  '],"[' 538      (Average Length', ' 337.87 Splits', ' 0)']","[' 20941290 (Deleted', ' 20696399)']","[' 5        (Ratio', '   0.00%)']","[' 3366     (Ratio', '   0.02%)']","[' 20941290 (Average Length', '   13.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20941290 (Average', '  1.67 Max', ' 2404 Sum', ' 35016608)']","[' 20940867 (Average', '  1.67 Max', ' 2338 Sum', ' 34878740 Ratio', '  99.61%)']","[' 423      (Average', ' 325.93 Max', ' 422 Sum', ' 137868 Ratio', '   0.39%)']", ,[' 68025   '],[' 3052    '],[' 62437   '],[' 23626   '],"[' 63203    (Atom=Atom', ' 17877 Body=Body', ' 11356 Other', ' 33970)']",[' Yes'],"[' 4071     (Eliminated', '    0 Frozen', ' 4071)']","[' 531      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.482277'],[' 0'], ,[' 333.715'],[' 0'],[' 8.87804'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.0521e+07'],[' 4.24102e+07'],[' 0'],[' 1.79525e+10'],[' 0'],[' 0'],[' 659 '],[' 1175 '],[' 1821 '],[' 2556 '],[' 2827 '],[' 3454 '],[' 5 '],[' 1 ']
Solving...,TA60, , , ,[' 1'],[' 1457+'],[' 735'],"[' 425.258s (Solving', ' 422.52s 1st Model', ' 1.87s Unsat', ' 20.77s)']",[' 423.313s'], ,[' 32813191'],"[' 21466350 (Analyzed', ' 21394895)']","[' 43578    (Average', ' 490.96 Last', ' 72099)']",[' 2005.0  '],"[' 735      (Average Length', ' 429.52 Splits', ' 0)']","[' 21394895 (Deleted', ' 21112693)']","[' 5        (Ratio', '   0.00%)']","[' 2571     (Ratio', '   0.01%)']","[' 21394895 (Average Length', '   12.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21394895 (Average', '  1.45 Max', ' 2883 Sum', ' 31099565)']","[' 21394566 (Average', '  1.45 Max', ' 2449 Sum', ' 30952508 Ratio', '  99.53%)']","[' 329      (Average', ' 446.98 Max', ' 564 Sum', ' 147057 Ratio', '   0.47%)']", ,[' 68765   '],[' 3036    '],[' 63155   '],[' 24023   '],"[' 63616    (Atom=Atom', ' 18010 Body=Body', ' 11308 Other', ' 34298)']",[' Yes'],"[' 4230     (Eliminated', '    0 Frozen', ' 4230)']","[' 303      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.570477'],[' 0'], ,[' 276.178'],[' 0'],[' 6.68205'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.29933e+07'],[' 3.33849e+07'],[' 0'],[' 1.65221e+10'],[' 0'],[' 0'],[' 647 '],[' 1152 '],[' 1698 '],[' 2151 '],[' 2841 '],[' 3287 '],[' 4 '],[' 2 ']
