Optimal Found Or Timeout,Instances,Solving...,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , , , ,[' 1'],[' 1609+'],[' 810'],"[' 1000.984s (Solving', ' 998.00s 1st Model', ' 2.63s Unsat', ' 0.00s)']",[' 998.531s'], ,[' 92405312'],"[' 46924259 (Analyzed', ' 46849788)']","[' 85637    (Average', ' 547.07 Last', ' 16827)']",[' 2224.6  '],"[' 810      (Average Length', ' 470.42 Splits', ' 0)']","[' 46849788 (Deleted', ' 46371289)']","[' 2        (Ratio', '   0.00%)']","[' 4560     (Ratio', '   0.01%)']","[' 46849788 (Average Length', '   13.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 46849788 (Average', '  1.92 Max', ' 3211 Sum', ' 89799881)']","[' 46849205 (Average', '  1.91 Max', ' 2798 Sum', ' 89509639 Ratio', '  99.68%)']","[' 583      (Average', ' 497.84 Max', ' 622 Sum', ' 290242 Ratio', '   0.32%)']", ,[' 73851   '],[' 3673    '],[' 67687   '],[' 27373   '],"[' 73808    (Atom=Atom', ' 20459 Body=Body', ' 13179 Other', ' 40170)']",[' Yes'],"[' 4914     (Eliminated', '    0 Frozen', ' 4914)']","[' 624      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.61424'],[' 0'], ,[' 671.876'],[' 0'],[' 16.943'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.18498e+08'],[' 1.01086e+08'],[' 0'],[' 4.44819e+10'],[' 0'],[' 0'],[' 794 '],[' 1438 '],[' 2231 '],[' 2843 '],[' 3553 '],[' 5 '],[' 0 ']
Solving...,TA52, , , , ,[' 1'],[' 1441+'],[' 726'],"[' 1000.965s (Solving', ' 998.22s 1st Model', ' 2.14s Unsat', ' 0.00s)']",[' 999.313s'], ,[' 108442321'],"[' 46792689 (Analyzed', ' 46712628)']","[' 80294    (Average', ' 581.77 Last', ' 1114830)']",[' 2218.5  '],"[' 726      (Average Length', ' 436.45 Splits', ' 0)']","[' 46712628 (Deleted', ' 46321205)']","[' 15       (Ratio', '   0.00%)']","[' 5555     (Ratio', '   0.01%)']","[' 46712628 (Average Length', '   15.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 46712628 (Average', '  2.26 Max', ' 3087 Sum', ' 105742394)']","[' 46712058 (Average', '  2.26 Max', ' 3087 Sum', ' 105488098 Ratio', '  99.76%)']","[' 570      (Average', ' 446.13 Max', ' 560 Sum', ' 254296 Ratio', '   0.24%)']", ,[' 73775   '],[' 3715    '],[' 67621   '],[' 27282   '],"[' 74279    (Atom=Atom', ' 20543 Body=Body', ' 13305 Other', ' 40431)']",[' Yes'],"[' 4845     (Eliminated', '    0 Frozen', ' 4845)']","[' 1019     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.584781'],[' 0'], ,[' 686.215'],[' 0'],[' 18.9767'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.53378e+08'],[' 1.37043e+08'],[' 0'],[' 4.5451e+10'],[' 0'],[' 0'],[' 964 '],[' 1592 '],[' 2163 '],[' 2925 '],[' 3450 '],[' 5 '],[' 0 ']
Solving...,TA53, , , , ,[' 1'],[' 1539+'],[' 775'],"[' 1001.008s (Solving', ' 998.07s 1st Model', ' 3.05s Unsat', ' 0.00s)']",[' 999.766s'], ,[' 83766833'],"[' 45955810 (Analyzed', ' 45849329)']","[' 82581    (Average', ' 555.20 Last', ' 86732)']",[' 2302.6  '],"[' 775      (Average Length', ' 471.41 Splits', ' 0)']","[' 45849329 (Deleted', ' 45332182)']","[' 6        (Ratio', '   0.00%)']","[' 3189     (Ratio', '   0.01%)']","[' 45849329 (Average Length', '   13.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 45849329 (Average', '  1.77 Max', ' 3346 Sum', ' 81076676)']","[' 45848903 (Average', '  1.76 Max', ' 2837 Sum', ' 80893306 Ratio', '  99.77%)']","[' 426      (Average', ' 430.45 Max', ' 579 Sum', ' 183370 Ratio', '   0.23%)']", ,[' 73025   '],[' 3565    '],[' 66894   '],[' 26769   '],"[' 72106    (Atom=Atom', ' 19992 Body=Body', ' 12855 Other', ' 39259)']",[' Yes'],"[' 4741     (Eliminated', '    0 Frozen', ' 4741)']","[' 533      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.621383'],[' 0'], ,[' 692.677'],[' 0'],[' 18.4275'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.00657e+08'],[' 9.33482e+07'],[' 0'],[' 4.461e+10'],[' 0'],[' 0'],[' 910 '],[' 1360 '],[' 1938 '],[' 2517 '],[' 3352 '],[' 5 '],[' 0 ']
Solving...,TA54, , , , , ,[' 1729'],[' 870'],"[' 837.181s (Solving', ' 834.09s 1st Model', ' 2.65s Unsat', ' 30.72s)']",[' 835.891s'], ,[' 92283005'],"[' 43653869 (Analyzed', ' 43554595)']","[' 76762    (Average', ' 567.40 Last', ' 149781)']",[' 2283.3  '],"[' 870      (Average Length', ' 503.59 Splits', ' 0)']","[' 43554595 (Deleted', ' 43139839)']","[' 22       (Ratio', '   0.00%)']","[' 5318     (Ratio', '   0.01%)']","[' 43554595 (Average Length', '   15.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 43554595 (Average', '  2.05 Max', ' 3109 Sum', ' 89474830)']","[' 43554000 (Average', '  2.05 Max', ' 2682 Sum', ' 89181731 Ratio', '  99.67%)']","[' 595      (Average', ' 492.60 Max', ' 657 Sum', ' 293099 Ratio', '   0.33%)']", ,[' 73954   '],[' 3674    '],[' 67807   '],[' 27388   '],"[' 74048    (Atom=Atom', ' 20523 Body=Body', ' 13182 Other', ' 40343)']",[' Yes'],"[' 4940     (Eliminated', '    0 Frozen', ' 4940)']","[' 1087     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.709419'],[' 0'], ,[' 537.026'],[' 0'],[' 13.3626'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.20579e+08'],[' 1.13745e+08'],[' 0'],[' 3.48773e+10'],[' 0'],[' 0'],[' 850 '],[' 1427 '],[' 1954 '],[' 2756 '],[' 3282 '],[' 4 '],[' 1 ']
Solving...,TA55, , , , ,[' 1'],[' 1453+'],[' 732'],"[' 1000.964s (Solving', ' 998.31s 1st Model', ' 2.59s Unsat', ' 0.00s)']",[' 999.641s'], ,[' 109751342'],"[' 44268303 (Analyzed', ' 44199115)']","[' 76355    (Average', ' 578.86 Last', ' 466745)']",[' 2199.0  '],"[' 732      (Average Length', ' 433.93 Splits', ' 0)']","[' 44199115 (Deleted', ' 43770742)']","[' 13       (Ratio', '   0.00%)']","[' 5724     (Ratio', '   0.01%)']","[' 44199115 (Average Length', '   15.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 44199115 (Average', '  2.42 Max', ' 2965 Sum', ' 107099496)']","[' 44198523 (Average', '  2.42 Max', ' 2704 Sum', ' 106817910 Ratio', '  99.74%)']","[' 592      (Average', ' 475.65 Max', ' 572 Sum', ' 281586 Ratio', '   0.26%)']", ,[' 73342   '],[' 3727    '],[' 67249   '],[' 27232   '],"[' 74468    (Atom=Atom', ' 20597 Body=Body', ' 13341 Other', ' 40530)']",[' Yes'],"[' 4869     (Eliminated', '    0 Frozen', ' 4869)']","[' 943      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.566904'],[' 0'], ,[' 704.781'],[' 0'],[' 19.1132'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.42763e+08'],[' 1.2337e+08'],[' 0'],[' 4.66644e+10'],[' 0'],[' 0'],[' 773 '],[' 1616 '],[' 2421 '],[' 2983 '],[' 3436 '],[' 5 '],[' 0 ']
Solving...,TA56, , , , ,[' 1'],[' 1597+'],[' 804'],"[' 1001.068s (Solving', ' 998.22s 1st Model', ' 2.54s Unsat', ' 0.00s)']",[' 999.000s'], ,[' 103366654'],"[' 48507668 (Analyzed', ' 48407384)']","[' 82582    (Average', ' 586.17 Last', ' 226151)']",[' 2191.8  '],"[' 804      (Average Length', ' 477.40 Splits', ' 0)']","[' 48407384 (Deleted', ' 47990496)']","[' 19       (Ratio', '   0.00%)']","[' 5787     (Ratio', '   0.01%)']","[' 48407384 (Average Length', '   15.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 48407384 (Average', '  2.08 Max', ' 2952 Sum', ' 100528975)']","[' 48406878 (Average', '  2.07 Max', ' 2725 Sum', ' 100293147 Ratio', '  99.77%)']","[' 506      (Average', ' 466.06 Max', ' 607 Sum', ' 235828 Ratio', '   0.23%)']", ,[' 73296   '],[' 3676    '],[' 67316   '],[' 27087   '],"[' 73908    (Atom=Atom', ' 20465 Body=Body', ' 13188 Other', ' 40255)']",[' Yes'],"[' 4882     (Eliminated', '    0 Frozen', ' 4882)']","[' 968      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.619297'],[' 0'], ,[' 684.318'],[' 0'],[' 17.2426'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.47481e+08'],[' 1.24713e+08'],[' 0'],[' 4.61647e+10'],[' 0'],[' 0'],[' 1056 '],[' 1658 '],[' 2214 '],[' 2771 '],[' 3459 '],[' 5 '],[' 0 ']
Solving...,TA57, , , , ,[' 1'],[' 1593+'],[' 802'],"[' 1001.026s (Solving', ' 998.14s 1st Model', ' 2.54s Unsat', ' 0.00s)']",[' 998.594s'], ,[' 103680600'],"[' 46857672 (Analyzed', ' 46755258)']","[' 79261    (Average', ' 589.89 Last', ' 198985)']",[' 2324.0  '],"[' 802      (Average Length', ' 474.75 Splits', ' 0)']","[' 46755258 (Deleted', ' 46337524)']","[' 16       (Ratio', '   0.00%)']","[' 5600     (Ratio', '   0.01%)']","[' 46755258 (Average Length', '   15.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 46755258 (Average', '  2.16 Max', ' 2778 Sum', ' 100774554)']","[' 46754677 (Average', '  2.15 Max', ' 2778 Sum', ' 100506306 Ratio', '  99.73%)']","[' 581      (Average', ' 461.70 Max', ' 559 Sum', ' 268248 Ratio', '   0.27%)']", ,[' 73356   '],[' 3675    '],[' 67351   '],[' 27066   '],"[' 73868    (Atom=Atom', ' 20459 Body=Body', ' 13185 Other', ' 40224)']",[' Yes'],"[' 4876     (Eliminated', '    0 Frozen', ' 4876)']","[' 965      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.631931'],[' 0'], ,[' 700.737'],[' 0'],[' 19.5638'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.43941e+08'],[' 1.29273e+08'],[' 0'],[' 4.8447e+10'],[' 0'],[' 0'],[' 966 '],[' 1625 '],[' 2377 '],[' 2811 '],[' 3569 '],[' 5 '],[' 0 ']
Solving...,TA58, , , , ,[' 1'],[' 1565+'],[' 788'],"[' 1001.089s (Solving', ' 998.03s 1st Model', ' 2.49s Unsat', ' 0.00s)']",[' 999.594s'], ,[' 107680786'],"[' 55414791 (Analyzed', ' 55343767)']","[' 96945    (Average', ' 570.88 Last', ' 128514)']",[' 2214.6  '],"[' 788      (Average Length', ' 460.59 Splits', ' 0)']","[' 55343767 (Deleted', ' 54847862)']","[' 12       (Ratio', '   0.00%)']","[' 4888     (Ratio', '   0.01%)']","[' 55343767 (Average Length', '   14.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 55343767 (Average', '  1.89 Max', ' 3202 Sum', ' 104611024)']","[' 55343199 (Average', '  1.89 Max', ' 2648 Sum', ' 104350997 Ratio', '  99.75%)']","[' 568      (Average', ' 457.79 Max', ' 577 Sum', ' 260027 Ratio', '   0.25%)']", ,[' 73537   '],[' 3662    '],[' 67411   '],[' 27160   '],"[' 73594    (Atom=Atom', ' 20393 Body=Body', ' 13146 Other', ' 40055)']",[' Yes'],"[' 4860     (Eliminated', '    0 Frozen', ' 4860)']","[' 943      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.605441'],[' 0'], ,[' 662.639'],[' 0'],[' 15.0778'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.55865e+08'],[' 1.2132e+08'],[' 0'],[' 4.77215e+10'],[' 0'],[' 0'],[' 761 '],[' 1481 '],[' 2215 '],[' 3025 '],[' 3493 '],[' 5 '],[' 0 ']
Solving...,TA59, , , , ,[' 1'],[' 1699+'],[' 855'],"[' 1001.066s (Solving', ' 998.04s 1st Model', ' 2.33s Unsat', ' 0.00s)']",[' 997.906s'], ,[' 99607986'],"[' 46586689 (Analyzed', ' 46514480)']","[' 83577    (Average', ' 556.55 Last', ' 112041)']",[' 2301.8  '],"[' 855      (Average Length', ' 508.33 Splits', ' 0)']","[' 46514480 (Deleted', ' 46019407)']","[' 10       (Ratio', '   0.00%)']","[' 4903     (Ratio', '   0.01%)']","[' 46514480 (Average Length', '   13.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 46514480 (Average', '  2.08 Max', ' 3329 Sum', ' 96845907)']","[' 46513896 (Average', '  2.08 Max', ' 2734 Sum', ' 96584350 Ratio', '  99.73%)']","[' 584      (Average', ' 447.87 Max', ' 643 Sum', ' 261557 Ratio', '   0.27%)']", ,[' 73857   '],[' 3665    '],[' 67652   '],[' 27415   '],"[' 73832    (Atom=Atom', ' 20472 Body=Body', ' 13155 Other', ' 40205)']",[' Yes'],"[' 4922     (Eliminated', '    0 Frozen', ' 4922)']","[' 682      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.665803'],[' 0'], ,[' 683.567'],[' 0'],[' 18.8935'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.47725e+08'],[' 1.38641e+08'],[' 0'],[' 4.67143e+10'],[' 0'],[' 0'],[' 816 '],[' 1418 '],[' 1979 '],[' 2602 '],[' 3354 '],[' 5 '],[' 0 ']
Solving...,TA60, , , , ,[' 1'],[' 1685+'],[' 848'],"[' 1001.024s (Solving', ' 998.00s 1st Model', ' 2.33s Unsat', ' 0.00s)']",[' 999.281s'], ,[' 95261430'],"[' 46720350 (Analyzed', ' 46621692)']","[' 82865    (Average', ' 562.62 Last', ' 16897)']",[' 2162.1  '],"[' 848      (Average Length', ' 493.22 Splits', ' 0)']","[' 46621692 (Deleted', ' 46157869)']","[' 11       (Ratio', '   0.00%)']","[' 4489     (Ratio', '   0.01%)']","[' 46621692 (Average Length', '   13.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 46621692 (Average', '  1.99 Max', ' 2743 Sum', ' 92600177)']","[' 46621059 (Average', '  1.98 Max', ' 2653 Sum', ' 92276059 Ratio', '  99.65%)']","[' 633      (Average', ' 512.03 Max', ' 641 Sum', ' 324118 Ratio', '   0.35%)']", ,[' 74149   '],[' 3702    '],[' 67898   '],[' 27615   '],"[' 74441    (Atom=Atom', ' 20613 Body=Body', ' 13266 Other', ' 40562)']",[' Yes'],"[' 4963     (Eliminated', '    0 Frozen', ' 4963)']","[' 757      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.633062'],[' 0'], ,[' 692.201'],[' 0'],[' 18.7536'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.27557e+08'],[' 1.10542e+08'],[' 0'],[' 4.8607e+10'],[' 0'],[' 0'],[' 661 '],[' 1417 '],[' 2133 '],[' 2822 '],[' 3368 '],[' 5 '],[' 0 ']
