Optimal Found Or Timeout,Instances,Solving...,Solving...,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , , , ,[' 1825'],[' 919'],"[' 195.158s (Solving', ' 191.71s 1st Model', ' 2.50s Unsat', ' 13.86s)']",[' 194.656s'], ,[' 18333242'],"[' 3522373  (Analyzed', ' 3465377)']","[' 7800     (Average', ' 444.28 Last', ' 25269)']",[' 1964.2  '],"[' 919      (Average Length', ' 516.88 Splits', ' 0)']","[' 10306743 (Deleted', ' 10147363)']","[' 9        (Ratio', '   0.00%)']","[' 1746     (Ratio', '   0.02%)']","[' 3465377  (Average Length', '   14.1 Ratio', '  33.62%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6841366  (Average Length', '   10.7 Ratio', '  66.38%) ']","[' 3465377  (Average', '  1.30 Max', ' 1777 Sum', ' 4508554)']","[' 3465354  (Average', '  1.30 Max', ' 1777 Sum', ' 4508135 Ratio', '  99.99%)']","[' 23       (Average', ' 18.22 Max', ' 397 Sum', '    419 Ratio', '   0.01%)']", ,[' 67644   '],[' 2886    '],[' 62373   '],[' 23390   '],"[' 61839    (Atom=Atom', ' 17594 Body=Body', ' 10858 Other', ' 33387)']",[' Yes'],"[' 4233     (Eliminated', '    0 Frozen', ' 4233)']","[' 229      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.736211'],[' 0'], ,[' 78.1794'],[' 0'],[' 2.55611'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.9239e+07'],[' 2.58482e+07'],[' 0'],[' 4.5813e+09'],[' 0'],[' 0'],[' 620 '],[' 1148 '],[' 1646 '],[' 2144 '],[' 2637 '],[' 3079 '],[' 2 '],[' 4 ']
Solving...,TA52, , , , ,[' 1741'],[' 877'],"[' 218.738s (Solving', ' 215.42s 1st Model', ' 2.93s Unsat', ' 39.65s)']",[' 217.781s'], ,[' 17599876'],"[' 3688255  (Analyzed', ' 3639593)']","[' 8667     (Average', ' 419.94 Last', ' 49666)']",[' 2084.0  '],"[' 877      (Average Length', ' 503.70 Splits', ' 0)']","[' 10446225 (Deleted', ' 10278180)']","[' 25       (Ratio', '   0.00%)']","[' 2058     (Ratio', '   0.02%)']","[' 3639593  (Average Length', '   14.7 Ratio', '  34.84%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6806632  (Average Length', '   11.3 Ratio', '  65.16%) ']","[' 3639593  (Average', '  1.24 Max', ' 2085 Sum', ' 4506671)']","[' 3639576  (Average', '  1.24 Max', ' 2085 Sum', ' 4506654 Ratio', ' 100.00%)']","[' 17       (Average', '  1.00 Max', '   1 Sum', '     17 Ratio', '   0.00%)']", ,[' 67843   '],[' 2904    '],[' 62421   '],[' 23528   '],"[' 62014    (Atom=Atom', ' 17624 Body=Body', ' 10912 Other', ' 33478)']",[' Yes'],"[' 4215     (Eliminated', '    0 Frozen', ' 4215)']","[' 263      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.698673'],[' 0'], ,[' 107.88'],[' 0'],[' 2.76418'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.49446e+07'],[' 2.15685e+07'],[' 0'],[' 6.8765e+09'],[' 0'],[' 0'],[' 669 '],[' 1238 '],[' 1623 '],[' 2096 '],[' 2586 '],[' 3026 '],[' 2 '],[' 4 ']
Solving...,TA53, , , , ,[' 1903'],[' 958'],"[' 31.970s (Solving', ' 28.70s 1st Model', ' 2.25s Unsat', ' 15.24s)']",[' 31.594s'], ,[' 4332850 '],"[' 381612   (Analyzed', ' 304383)']","[' 1072     (Average', ' 283.94 Last', ' 420)']",[' 2042.8  '],"[' 958      (Average Length', ' 533.79 Splits', ' 0)']","[' 838062   (Deleted', ' 795943)']","[' 19       (Ratio', '   0.00%)']","[' 1073     (Ratio', '   0.13%)']","[' 304383   (Average Length', '   16.5 Ratio', '  36.32%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 533679   (Average Length', '   10.4 Ratio', '  63.68%) ']","[' 304383   (Average', '  1.38 Max', ' 1909 Sum', ' 418671)']","[' 304349   (Average', '  1.38 Max', ' 1909 Sum', ' 418637 Ratio', '  99.99%)']","[' 34       (Average', '  1.00 Max', '   1 Sum', '     34 Ratio', '   0.01%)']", ,[' 67898   '],[' 2912    '],[' 62612   '],[' 23557   '],"[' 62340    (Atom=Atom', ' 17737 Body=Body', ' 10936 Other', ' 33667)']",[' Yes'],"[' 4273     (Eliminated', '    0 Frozen', ' 4273)']","[' 89       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.687623'],[' 0'], ,[' 9.65234'],[' 0'],[' 0.384831'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.37668e+06'],[' 5.6118e+06'],[' 0'],[' 6.38644e+08'],[' 0'],[' 0'],[' 606 '],[' 1111 '],[' 1609 '],[' 2005 '],[' 2527 '],[' 2928 '],[' 0 '],[' 6 ']
Solving...,TA54, , , , ,[' 1957'],[' 985'],"[' 32.178s (Solving', ' 28.69s 1st Model', ' 2.52s Unsat', ' 13.01s)']",[' 32.063s'], ,[' 4724230 '],"[' 337539   (Analyzed', ' 225146)']","[' 908      (Average', ' 247.96 Last', ' 249)']",[' 2101.8  '],"[' 985      (Average Length', ' 536.90 Splits', ' 0)']","[' 788037   (Deleted', ' 749979)']","[' 53       (Ratio', '   0.01%)']","[' 1070     (Ratio', '   0.14%)']","[' 225146   (Average Length', '   10.6 Ratio', '  28.57%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 562891   (Average Length', '    9.3 Ratio', '  71.43%) ']","[' 225146   (Average', '  1.53 Max', ' 2169 Sum', ' 344926)']","[' 225099   (Average', '  1.52 Max', ' 2169 Sum', ' 341482 Ratio', '  99.00%)']","[' 47       (Average', ' 73.28 Max', ' 265 Sum', '   3444 Ratio', '   1.00%)']", ,[' 67883   '],[' 2894    '],[' 62588   '],[' 23551   '],"[' 62154    (Atom=Atom', ' 17692 Body=Body', ' 10882 Other', ' 33580)']",[' Yes'],"[' 4284     (Eliminated', '    0 Frozen', ' 4284)']","[' 44       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.732836'],[' 0'], ,[' 6.69077'],[' 0'],[' 0.412719'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.93827e+06'],[' 6.27142e+06'],[' 0'],[' 2.98704e+08'],[' 0'],[' 0'],[' 697 '],[' 1134 '],[' 1572 '],[' 2051 '],[' 2512 '],[' 2929 '],[' 0 '],[' 6 ']
Solving...,TA55, , , , ,[' 1969'],[' 991'],"[' 113.859s (Solving', ' 110.56s 1st Model', ' 2.92s Unsat', ' 14.50s)']",[' 113.219s'], ,[' 12713021'],"[' 2229725  (Analyzed', ' 2167756)']","[' 5096     (Average', ' 425.38 Last', ' 91370)']",[' 1922.6  '],"[' 991      (Average Length', ' 557.11 Splits', ' 0)']","[' 6212330  (Deleted', ' 6045429)']","[' 21       (Ratio', '   0.00%)']","[' 2106     (Ratio', '   0.03%)']","[' 2167756  (Average Length', '   13.8 Ratio', '  34.89%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4044574  (Average Length', '   11.1 Ratio', '  65.11%) ']","[' 2167756  (Average', '  1.30 Max', ' 1854 Sum', ' 2828382)']","[' 2167726  (Average', '  1.30 Max', ' 1854 Sum', ' 2828352 Ratio', ' 100.00%)']","[' 30       (Average', '  1.00 Max', '   1 Sum', '     30 Ratio', '   0.00%)']", ,[' 67880   '],[' 2907    '],[' 62555   '],[' 23663   '],"[' 62358    (Atom=Atom', ' 17750 Body=Body', ' 10921 Other', ' 33687)']",[' Yes'],"[' 4337     (Eliminated', '    0 Frozen', ' 4337)']","[' 287      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.663592'],[' 0'], ,[' 43.5001'],[' 0'],[' 1.66927'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.23056e+07'],[' 1.77156e+07'],[' 0'],[' 2.3147e+09'],[' 0'],[' 0'],[' 536 '],[' 1063 '],[' 1569 '],[' 2094 '],[' 2600 '],[' 3013 '],[' 1 '],[' 5 ']
Solving...,TA56, , , , ,[' 1401'],[' 707'],"[' 132.651s (Solving', ' 130.06s 1st Model', ' 1.74s Unsat', ' 37.89s)']",[' 132.453s'], ,[' 9991082 '],"[' 2104953  (Analyzed', ' 2064187)']","[' 5263     (Average', ' 392.21 Last', ' 214)']",[' 1971.3  '],"[' 707      (Average Length', ' 415.23 Splits', ' 0)']","[' 5721421  (Deleted', ' 5587613)']","[' 39       (Ratio', '   0.00%)']","[' 1490     (Ratio', '   0.03%)']","[' 2064187  (Average Length', '   14.2 Ratio', '  36.08%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3657234  (Average Length', '   10.2 Ratio', '  63.92%) ']","[' 2064187  (Average', '  1.21 Max', ' 2172 Sum', ' 2496963)']","[' 2064136  (Average', '  1.21 Max', ' 2172 Sum', ' 2496912 Ratio', ' 100.00%)']","[' 51       (Average', '  1.00 Max', '   1 Sum', '     51 Ratio', '   0.00%)']", ,[' 67171   '],[' 2871    '],[' 61765   '],[' 23052   '],"[' 60986    (Atom=Atom', ' 17322 Body=Body', ' 10813 Other', ' 32851)']",[' Yes'],"[' 4045     (Eliminated', '    0 Frozen', ' 4045)']","[' 92       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.535627'],[' 0'], ,[' 65.8955'],[' 0'],[' 1.64704'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.48101e+07'],[' 1.19111e+07'],[' 0'],[' 4.19455e+09'],[' 0'],[' 0'],[' 669 '],[' 1193 '],[' 1716 '],[' 2275 '],[' 2653 '],[' 3142 '],[' 1 '],[' 5 ']
Solving...,TA57, , , , ,[' 1629'],[' 821'],"[' 244.032s (Solving', ' 240.78s 1st Model', ' 2.55s Unsat', ' 147.72s)']",[' 242.609s'], ,[' 18072315'],"[' 3832516  (Analyzed', ' 3779081)']","[' 8964     (Average', ' 421.58 Last', ' 28413)']",[' 1945.3  '],"[' 821      (Average Length', ' 468.54 Splits', ' 0)']","[' 10875338 (Deleted', ' 10695181)']","[' 28       (Ratio', '   0.00%)']","[' 2192     (Ratio', '   0.02%)']","[' 3779081  (Average Length', '   14.1 Ratio', '  34.75%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7096257  (Average Length', '   10.8 Ratio', '  65.25%) ']","[' 3779081  (Average', '  1.25 Max', ' 2107 Sum', ' 4719076)']","[' 3779027  (Average', '  1.25 Max', ' 2107 Sum', ' 4716878 Ratio', '  99.95%)']","[' 54       (Average', ' 40.70 Max', ' 135 Sum', '   2198 Ratio', '   0.05%)']", ,[' 67315   '],[' 2901    '],[' 62060   '],[' 23196   '],"[' 61771    (Atom=Atom', ' 17556 Body=Body', ' 10903 Other', ' 33312)']",[' Yes'],"[' 4153     (Eliminated', '    0 Frozen', ' 4153)']","[' 259      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.666752'],[' 0'], ,[' 120.362'],[' 0'],[' 3.29651'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.92038e+07'],[' 2.47422e+07'],[' 0'],[' 6.68456e+09'],[' 0'],[' 0'],[' 751 '],[' 1284 '],[' 1824 '],[' 2293 '],[' 2740 '],[' 3207 '],[' 1 '],[' 5 ']
Solving...,TA58, , , , ,[' 1855'],[' 934'],"[' 104.666s (Solving', ' 100.99s 1st Model', ' 3.06s Unsat', ' 3.24s)']",[' 104.141s'], ,[' 11094579'],"[' 1836880  (Analyzed', ' 1781580)']","[' 4500     (Average', ' 395.91 Last', ' 21700)']",[' 2044.8  '],"[' 934      (Average Length', ' 530.98 Splits', ' 0)']","[' 5105647  (Deleted', ' 4965072)']","[' 28       (Ratio', '   0.00%)']","[' 1889     (Ratio', '   0.04%)']","[' 1781580  (Average Length', '   13.1 Ratio', '  34.89%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3324067  (Average Length', '   10.5 Ratio', '  65.11%) ']","[' 1781580  (Average', '  1.29 Max', ' 2102 Sum', ' 2292354)']","[' 1781549  (Average', '  1.29 Max', ' 2102 Sum', ' 2290636 Ratio', '  99.93%)']","[' 31       (Average', ' 55.42 Max', ' 216 Sum', '   1718 Ratio', '   0.07%)']", ,[' 67839   '],[' 2900    '],[' 62504   '],[' 23542   '],"[' 62074    (Atom=Atom', ' 17665 Body=Body', ' 10900 Other', ' 33509)']",[' Yes'],"[' 4262     (Eliminated', '    0 Frozen', ' 4262)']","[' 144      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.747533'],[' 0'], ,[' 35.995'],[' 0'],[' 1.4344'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.24158e+07'],[' 1.95937e+07'],[' 0'],[' 1.59141e+09'],[' 0'],[' 0'],[' 666 '],[' 1199 '],[' 1631 '],[' 2115 '],[' 2604 '],[' 3098 '],[' 1 '],[' 5 ']
Solving...,TA59, , , , ,[' 1759'],[' 886'],"[' 191.944s (Solving', ' 188.69s 1st Model', ' 2.59s Unsat', ' 13.54s)']",[' 191.047s'], ,[' 12881447'],"[' 2562178  (Analyzed', ' 2507657)']","[' 6216     (Average', ' 403.42 Last', ' 6193)']",[' 1964.1  '],"[' 886      (Average Length', ' 510.98 Splits', ' 0)']","[' 6982536  (Deleted', ' 6846687)']","[' 29       (Ratio', '   0.00%)']","[' 1778     (Ratio', '   0.03%)']","[' 2507657  (Average Length', '   15.9 Ratio', '  35.91%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4474879  (Average Length', '   10.8 Ratio', '  64.09%) ']","[' 2507657  (Average', '  1.27 Max', ' 2018 Sum', ' 3194168)']","[' 2507627  (Average', '  1.27 Max', ' 2018 Sum', ' 3194138 Ratio', ' 100.00%)']","[' 30       (Average', '  1.00 Max', '   1 Sum', '     30 Ratio', '   0.00%)']", ,[' 67848   '],[' 2884    '],[' 62405   '],[' 23544   '],"[' 61693    (Atom=Atom', ' 17553 Body=Body', ' 10852 Other', ' 33288)']",[' Yes'],"[' 4235     (Eliminated', '    0 Frozen', ' 4235)']","[' 224      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.681116'],[' 0'], ,[' 104.115'],[' 0'],[' 2.4188'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.31927e+07'],[' 1.72942e+07'],[' 0'],[' 6.28965e+09'],[' 0'],[' 0'],[' 480 '],[' 1019 '],[' 1429 '],[' 2079 '],[' 2625 '],[' 3055 '],[' 2 '],[' 4 ']
Solving...,TA60, , , , ,[' 1913'],[' 963'],"[' 182.654s (Solving', ' 179.18s 1st Model', ' 2.27s Unsat', ' 2.19s)']",[' 180.188s'], ,[' 15087803'],"[' 2783504  (Analyzed', ' 2721381)']","[' 6498     (Average', ' 418.80 Last', ' 61520)']",[' 1956.2  '],"[' 963      (Average Length', ' 541.18 Splits', ' 0)']","[' 7872224  (Deleted', ' 7743676)']","[' 19       (Ratio', '   0.00%)']","[' 2038     (Ratio', '   0.03%)']","[' 2721381  (Average Length', '   14.8 Ratio', '  34.57%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5150843  (Average Length', '   11.9 Ratio', '  65.43%) ']","[' 2721381  (Average', '  1.29 Max', ' 1884 Sum', ' 3513557)']","[' 2721351  (Average', '  1.29 Max', ' 1884 Sum', ' 3513527 Ratio', ' 100.00%)']","[' 30       (Average', '  1.00 Max', '   1 Sum', '     30 Ratio', '   0.00%)']", ,[' 67978   '],[' 2897    '],[' 62641   '],[' 23614   '],"[' 62133    (Atom=Atom', ' 17682 Body=Body', ' 10891 Other', ' 33560)']",[' Yes'],"[' 4275     (Eliminated', '    0 Frozen', ' 4275)']","[' 268      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.723256'],[' 0'], ,[' 82.6137'],[' 0'],[' 2.4419'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.99884e+07'],[' 2.19132e+07'],[' 0'],[' 3.83504e+09'],[' 0'],[' 0'],[' 607 '],[' 1044 '],[' 1566 '],[' 2025 '],[' 2496 '],[' 2931 '],[' 2 '],[' 4 ']
