Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Completion Time for Window 10 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, ,[' 1'],[' 387+'],[' 204'],"[' 170.994s (Solving', ' 170.16s 1st Model', ' 0.19s Unsat', ' 48.52s)']",[' 170.609s'], ,[' 14788679'],"[' 10926600 (Analyzed', ' 10900659)']","[' 23087    (Average', ' 472.16 Last', ' 2568)']",[' 864.8   '],"[' 204      (Average Length', ' 154.45 Splits', ' 0)']","[' 10900659 (Deleted', ' 10739713)']","[' 13       (Ratio', '   0.00%)']","[' 1500     (Ratio', '   0.01%)']","[' 10900659 (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10900659 (Average', '  1.32 Max', ' 1635 Sum', ' 14347106)']","[' 10900544 (Average', '  1.32 Max', ' 1635 Sum', ' 14335221 Ratio', '  99.92%)']","[' 115      (Average', ' 103.35 Max', ' 257 Sum', '  11885 Ratio', '   0.08%)']", ,[' 58985   '],[' 1883    '],[' 54706   '],[' 17224   '],"[' 44203    (Atom=Atom', ' 13204 Body=Body', ' 7956 Other', ' 23043)']",[' Yes'],"[' 2669     (Eliminated', '    0 Frozen', ' 2669)']","[' 76       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.111424'],[' 0'], ,[' 106.882'],[' 0'],[' 1.95621'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.74416e+07'],[' 1.33469e+07'],[' 0'],[' 7.03583e+09'],[' 0'],[' 0'],[' 609 '],[' 981 '],[' 1568 '],[' 1737 '],[' 2102 '],[' 2567 '],[' 2858 '],[' 3192 '],[' 3700 '],[' 4162 '],[' 2 '],[' 8 ']
Solving...,TA52, , ,[' 379'],[' 200'],"[' 214.652s (Solving', ' 213.77s 1st Model', ' 0.23s Unsat', ' 32.17s)']",[' 214.516s'], ,[' 19397998'],"[' 14085033 (Analyzed', ' 14075262)']","[' 29528    (Average', ' 476.68 Last', ' 42798)']",[' 977.8   '],"[' 200      (Average Length', ' 142.34 Splits', ' 0)']","[' 14075262 (Deleted', ' 13874548)']","[' 25       (Ratio', '   0.00%)']","[' 1820     (Ratio', '   0.01%)']","[' 14075262 (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14075262 (Average', '  1.34 Max', ' 1627 Sum', ' 18844814)']","[' 14075131 (Average', '  1.34 Max', ' 1627 Sum', ' 18830171 Ratio', '  99.92%)']","[' 131      (Average', ' 111.78 Max', ' 221 Sum', '  14643 Ratio', '   0.08%)']", ,[' 59377   '],[' 1904    '],[' 54943   '],[' 17445   '],"[' 44589    (Atom=Atom', ' 13293 Body=Body', ' 8022 Other', ' 23274)']",[' Yes'],"[' 2693     (Eliminated', '    0 Frozen', ' 2693)']","[' 225      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.125413'],[' 0'], ,[' 130.414'],[' 0'],[' 3.16758'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.07279e+07'],[' 1.89563e+07'],[' 0'],[' 8.78394e+09'],[' 0'],[' 0'],[' 482 '],[' 1064 '],[' 1510 '],[' 2104 '],[' 2375 '],[' 2815 '],[' 3398 '],[' 3776 '],[' 4243 '],[' 4404 '],[' 3 '],[' 7 ']
Solving...,TA53, , ,[' 381'],[' 201'],"[' 39.772s (Solving', ' 38.94s 1st Model', ' 0.17s Unsat', ' 37.26s)']",[' 39.734s'], ,[' 2765032 '],"[' 1989907  (Analyzed', ' 1982824)']","[' 4645     (Average', ' 426.87 Last', ' 93051)']",[' 898.2   '],"[' 201      (Average Length', ' 146.11 Splits', ' 0)']","[' 1982824  (Deleted', ' 1928721)']","[' 17       (Ratio', '   0.00%)']","[' 688      (Ratio', '   0.03%)']","[' 1982824  (Average Length', '   11.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1982824  (Average', '  1.30 Max', ' 1602 Sum', ' 2576011)']","[' 1982723  (Average', '  1.30 Max', ' 1602 Sum', ' 2571581 Ratio', '  99.83%)']","[' 101      (Average', ' 43.86 Max', ' 196 Sum', '   4430 Ratio', '   0.17%)']", ,[' 58193   '],[' 1763    '],[' 53941   '],[' 16704   '],"[' 42426    (Atom=Atom', ' 12730 Body=Body', ' 7599 Other', ' 22097)']",[' Yes'],"[' 2553     (Eliminated', '    0 Frozen', ' 2553)']","[' 23       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.115984'],[' 0'], ,[' 24.5843'],[' 0'],[' 0.301936'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.30719e+06'],[' 2.74427e+06'],[' 0'],[' 1.62971e+09'],[' 0'],[' 0'],[' 520 '],[' 939 '],[' 1338 '],[' 1801 '],[' 2124 '],[' 2551 '],[' 2979 '],[' 3303 '],[' 3731 '],[' 4027 '],[' 0 '],[' 10 ']
Solving...,TA54, , ,[' 447'],[' 234'],"[' 243.590s (Solving', ' 242.60s 1st Model', ' 0.25s Unsat', ' 1.02s)']",[' 242.984s'], ,[' 21779492'],"[' 16224669 (Analyzed', ' 16214990)']","[' 33154    (Average', ' 489.08 Last', ' 4893)']",[' 977.6   '],"[' 234      (Average Length', ' 165.57 Splits', ' 0)']","[' 16214990 (Deleted', ' 16005782)']","[' 14       (Ratio', '   0.00%)']","[' 1536     (Ratio', '   0.01%)']","[' 16214990 (Average Length', '   12.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16214990 (Average', '  1.31 Max', ' 1518 Sum', ' 21186091)']","[' 16214850 (Average', '  1.31 Max', ' 1518 Sum', ' 21168472 Ratio', '  99.92%)']","[' 140      (Average', ' 125.85 Max', ' 256 Sum', '  17619 Ratio', '   0.08%)']", ,[' 58857   '],[' 1833    '],[' 54530   '],[' 17123   '],"[' 43653    (Atom=Atom', ' 13043 Body=Body', ' 7809 Other', ' 22801)']",[' Yes'],"[' 2655     (Eliminated', '    0 Frozen', ' 2655)']","[' 301      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.152608'],[' 0'], ,[' 142.058'],[' 0'],[' 2.82345'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.72233e+07'],[' 2.10645e+07'],[' 0'],[' 8.9378e+09'],[' 0'],[' 0'],[' 473 '],[' 1033 '],[' 1280 '],[' 1582 '],[' 2108 '],[' 2467 '],[' 2658 '],[' 3373 '],[' 3649 '],[' 3955 '],[' 4 '],[' 6 ']
Solving...,TA55, , ,[' 439'],[' 230'],"[' 254.832s (Solving', ' 253.87s 1st Model', ' 0.27s Unsat', ' 12.69s)']",[' 254.172s'], ,[' 20302989'],"[' 14984319 (Analyzed', ' 14976446)']","[' 31177    (Average', ' 480.37 Last', ' 31245)']",[' 903.3   '],"[' 230      (Average Length', ' 154.00 Splits', ' 0)']","[' 14976446 (Deleted', ' 14780635)']","[' 14       (Ratio', '   0.00%)']","[' 1551     (Ratio', '   0.01%)']","[' 14976446 (Average Length', '   13.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14976446 (Average', '  1.32 Max', ' 1593 Sum', ' 19710145)']","[' 14976351 (Average', '  1.32 Max', ' 1593 Sum', ' 19695875 Ratio', '  99.93%)']","[' 95       (Average', ' 150.21 Max', ' 256 Sum', '  14270 Ratio', '   0.07%)']", ,[' 59159   '],[' 1870    '],[' 54780   '],[' 17320   '],"[' 44106    (Atom=Atom', ' 13187 Body=Body', ' 7920 Other', ' 22999)']",[' Yes'],"[' 2685     (Eliminated', '    0 Frozen', ' 2685)']","[' 213      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.133326'],[' 0'], ,[' 163.886'],[' 0'],[' 2.72876'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.18916e+07'],[' 1.86394e+07'],[' 0'],[' 1.05766e+10'],[' 0'],[' 0'],[' 427 '],[' 814 '],[' 1292 '],[' 2105 '],[' 2424 '],[' 2643 '],[' 3093 '],[' 3577 '],[' 4080 '],[' 4233 '],[' 4 '],[' 6 ']
Solving...,TA56, ,[' 1'],[' 381+'],[' 201'],"[' 176.908s (Solving', ' 176.00s 1st Model', ' 0.25s Unsat', ' 54.21s)']",[' 176.531s'], ,[' 12228942'],"[' 9016800  (Analyzed', ' 9003838)']","[' 19135    (Average', ' 470.54 Last', ' 24964)']",[' 1020.6  '],"[' 201      (Average Length', ' 152.86 Splits', ' 0)']","[' 9003838  (Deleted', ' 8866416)']","[' 15       (Ratio', '   0.00%)']","[' 1184     (Ratio', '   0.01%)']","[' 9003838  (Average Length', '   11.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9003838  (Average', '  1.32 Max', ' 1564 Sum', ' 11842656)']","[' 9003746  (Average', '  1.31 Max', ' 1564 Sum', ' 11836496 Ratio', '  99.95%)']","[' 92       (Average', ' 66.96 Max', ' 189 Sum', '   6160 Ratio', '   0.05%)']", ,[' 58597   '],[' 1824    '],[' 54315   '],[' 16984   '],"[' 43288    (Atom=Atom', ' 12965 Body=Body', ' 7779 Other', ' 22544)']",[' Yes'],"[' 2614     (Eliminated', '    0 Frozen', ' 2614)']","[' 54       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.135221'],[' 0'], ,[' 117.058'],[' 0'],[' 3.27897'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.13505e+07'],[' 1.13506e+07'],[' 0'],[' 7.84766e+09'],[' 0'],[' 0'],[' 641 '],[' 1219 '],[' 1792 '],[' 2135 '],[' 2452 '],[' 2886 '],[' 3232 '],[' 3555 '],[' 3916 '],[' 4402 '],[' 2 '],[' 8 ']
Solving...,TA57, , ,[' 399'],[' 210'],"[' 56.520s (Solving', ' 55.67s 1st Model', ' 0.16s Unsat', ' 53.07s)']",[' 56.266s'], ,[' 3929215 '],"[' 3028085  (Analyzed', ' 2919742)']","[' 6743     (Average', ' 433.00 Last', ' 107910)']",[' 909.6   '],"[' 210      (Average Length', ' 151.55 Splits', ' 0)']","[' 2919742  (Deleted', ' 2846588)']","[' 21       (Ratio', '   0.00%)']","[' 1009     (Ratio', '   0.03%)']","[' 2919742  (Average Length', '   10.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2919742  (Average', '  1.24 Max', ' 1269 Sum', ' 3608819)']","[' 2919664  (Average', '  1.24 Max', ' 1269 Sum', ' 3606187 Ratio', '  99.93%)']","[' 78       (Average', ' 33.74 Max', ' 256 Sum', '   2632 Ratio', '   0.07%)']", ,[' 58616   '],[' 1810    '],[' 54308   '],[' 16941   '],"[' 43132    (Atom=Atom', ' 12914 Body=Body', ' 7734 Other', ' 22484)']",[' Yes'],"[' 2608     (Eliminated', '    0 Frozen', ' 2608)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.118338'],[' 0'], ,[' 35.9562'],[' 0'],[' 0.555'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.05736e+07'],[' 3.82316e+06'],[' 0'],[' 2.37206e+09'],[' 0'],[' 0'],[' 591 '],[' 947 '],[' 1351 '],[' 1872 '],[' 2248 '],[' 2619 '],[' 3019 '],[' 3329 '],[' 3743 '],[' 4179 '],[' 0 '],[' 10 ']
Solving...,TA58, , ,[' 335'],[' 178'],"[' 136.195s (Solving', ' 135.41s 1st Model', ' 0.16s Unsat', ' 74.08s)']",[' 136.063s'], ,[' 14246671'],"[' 10473095 (Analyzed', ' 10468233)']","[' 20980    (Average', ' 498.96 Last', ' 61047)']",[' 846.1   '],"[' 178      (Average Length', ' 132.26 Splits', ' 0)']","[' 10468233 (Deleted', ' 10317330)']","[' 24       (Ratio', '   0.00%)']","[' 1396     (Ratio', '   0.01%)']","[' 10468233 (Average Length', '   12.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10468233 (Average', '  1.33 Max', ' 1528 Sum', ' 13870841)']","[' 10468118 (Average', '  1.32 Max', ' 1528 Sum', ' 13864182 Ratio', '  99.95%)']","[' 115      (Average', ' 57.90 Max', ' 218 Sum', '   6659 Ratio', '   0.05%)']", ,[' 58760   '],[' 1827    '],[' 54391   '],[' 17043   '],"[' 43334    (Atom=Atom', ' 12957 Body=Body', ' 7789 Other', ' 22588)']",[' Yes'],"[' 2594     (Eliminated', '    0 Frozen', ' 2594)']","[' 100      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.104469'],[' 0'], ,[' 72.6752'],[' 0'],[' 1.92805'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.69201e+07'],[' 1.32127e+07'],[' 0'],[' 4.65751e+09'],[' 0'],[' 0'],[' 532 '],[' 1104 '],[' 1530 '],[' 2038 '],[' 2304 '],[' 2740 '],[' 3325 '],[' 3832 '],[' 4318 '],[' 4589 '],[' 1 '],[' 9 ']
Solving...,TA59, , ,[' 439'],[' 230'],"[' 118.080s (Solving', ' 117.19s 1st Model', ' 0.20s Unsat', ' 55.53s)']",[' 117.563s'], ,[' 10067442'],"[' 7487341  (Analyzed', ' 7465849)']","[' 15218    (Average', ' 490.59 Last', ' 246252)']",[' 858.8   '],"[' 230      (Average Length', ' 167.03 Splits', ' 0)']","[' 7465849  (Deleted', ' 7344362)']","[' 21       (Ratio', '   0.00%)']","[' 1121     (Ratio', '   0.02%)']","[' 7465849  (Average Length', '   11.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7465849  (Average', '  1.31 Max', ' 1498 Sum', ' 9756915)']","[' 7465733  (Average', '  1.30 Max', ' 1498 Sum', ' 9738805 Ratio', '  99.81%)']","[' 116      (Average', ' 156.12 Max', ' 281 Sum', '  18110 Ratio', '   0.19%)']", ,[' 58376   '],[' 1780    '],[' 54132   '],[' 16820   '],"[' 42757    (Atom=Atom', ' 12825 Body=Body', ' 7649 Other', ' 22283)']",[' Yes'],"[' 2599     (Eliminated', '    0 Frozen', ' 2599)']","[' 79       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.130089'],[' 0'], ,[' 68.4239'],[' 0'],[' 1.48792'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.66966e+07'],[' 9.83085e+06'],[' 0'],[' 4.31538e+09'],[' 0'],[' 0'],[' 440 '],[' 876 '],[' 1255 '],[' 1619 '],[' 1977 '],[' 2375 '],[' 2699 '],[' 3050 '],[' 3484 '],[' 3962 '],[' 1 '],[' 9 ']
Solving...,TA60, ,[' 1'],[' 423+'],[' 222'],"[' 299.438s (Solving', ' 298.50s 1st Model', ' 0.21s Unsat', ' 57.50s)']",[' 298.859s'], ,[' 22502025'],"[' 16384131 (Analyzed', ' 16360894)']","[' 33928    (Average', ' 482.22 Last', ' 20683)']",[' 912.9   '],"[' 222      (Average Length', ' 158.77 Splits', ' 0)']","[' 16360894 (Deleted', ' 16114415)']","[' 20       (Ratio', '   0.00%)']","[' 2202     (Ratio', '   0.01%)']","[' 16360894 (Average Length', '   12.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16360894 (Average', '  1.34 Max', ' 1605 Sum', ' 21870453)']","[' 16360796 (Average', '  1.34 Max', ' 1605 Sum', ' 21859295 Ratio', '  99.95%)']","[' 98       (Average', ' 113.86 Max', ' 245 Sum', '  11158 Ratio', '   0.05%)']", ,[' 59177   '],[' 1887    '],[' 54841   '],[' 17322   '],"[' 44306    (Atom=Atom', ' 13240 Body=Body', ' 7968 Other', ' 23098)']",[' Yes'],"[' 2696     (Eliminated', '    0 Frozen', ' 2696)']","[' 169      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.129482'],[' 0'], ,[' 195.665'],[' 0'],[' 5.15649'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.94559e+07'],[' 2.26139e+07'],[' 0'],[' 1.29916e+10'],[' 0'],[' 0'],[' 501 '],[' 898 '],[' 1453 '],[' 1694 '],[' 2214 '],[' 2597 '],[' 3040 '],[' 3499 '],[' 3895 '],[' 4311 '],[' 4 '],[' 6 ']
