Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 1'],[' 3685+'],[' 1847'],"[' 603.814s (Solving', ' 594.09s 1st Model', ' 209.85s Unsat', ' 0.00s)']",[' 599.313s'], ,[' 157393587'],"[' 14269186 (Analyzed', ' 14036441)']","[' 29145    (Average', ' 481.61 Last', ' 891901)']",[' 3007.7  '],"[' 1847     (Average Length', ' 986.71 Splits', ' 0)']","[' 14036441 (Deleted', ' 13899095)']","[' 321      (Ratio', '   0.00%)']","[' 23943    (Ratio', '   0.17%)']","[' 14036441 (Average Length', '   13.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14036441 (Average', ' 10.91 Max', ' 3007 Sum', ' 153197263)']","[' 14035874 (Average', ' 10.88 Max', ' 3007 Sum', ' 152696824 Ratio', '  99.67%)']","[' 567      (Average', ' 882.61 Max', ' 1526 Sum', ' 500439 Ratio', '   0.33%)']", ,[' 87349   '],[' 5082    '],[' 81287   '],[' 37758   '],"[' 101812   (Atom=Atom', ' 27663 Body=Body', ' 18235 Other', ' 55914)']",[' Yes'],"[' 7173     (Eliminated', '    0 Frozen', ' 7173)']","[' 3808     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.06039'],[' 0'], ,[' 327.338'],[' 0'],[' 15.0701'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.76655e+08'],[' 3.62457e+08'],[' 0'],[' 1.5214e+10'],[' 0'],[' 0'],[' 830 '],[' 1480 '],[' 2273 '],[' 2893 '],[' 4 '],[' 0 ']
Solving...,TA52, , ,[' 1'],[' 3251+'],[' 1630'],"[' 602.034s (Solving', ' 594.85s 1st Model', ' 58.95s Unsat', ' 0.00s)']",[' 600.094s'], ,[' 135242641'],"[' 15909711 (Analyzed', ' 15691004)']","[' 30693    (Average', ' 511.22 Last', ' 85354)']",[' 2936.3  '],"[' 1630     (Average Length', ' 883.23 Splits', ' 0)']","[' 15691004 (Deleted', ' 15499022)']","[' 285      (Ratio', '   0.00%)']","[' 22647    (Ratio', '   0.14%)']","[' 15691004 (Average Length', '   13.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15691004 (Average', '  8.38 Max', ' 2733 Sum', ' 131432031)']","[' 15690405 (Average', '  8.35 Max', ' 2733 Sum', ' 130971768 Ratio', '  99.65%)']","[' 599      (Average', ' 768.39 Max', ' 1096 Sum', ' 460263 Ratio', '   0.35%)']", ,[' 87445   '],[' 5092    '],[' 81237   '],[' 37836   '],"[' 101170   (Atom=Atom', ' 27431 Body=Body', ' 18239 Other', ' 55500)']",[' Yes'],"[' 6969     (Eliminated', '    0 Frozen', ' 6969)']","[' 3472     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.68969'],[' 0'], ,[' 350.151'],[' 0'],[' 14.4501'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.03976e+08'],[' 3.08468e+08'],[' 0'],[' 1.89407e+10'],[' 0'],[' 0'],[' 892 '],[' 1580 '],[' 2340 '],[' 2967 '],[' 4 '],[' 0 ']
Solving...,TA53, , ,[' 1'],[' 3569+'],[' 1789'],"[' 602.416s (Solving', ' 593.40s 1st Model', ' 62.67s Unsat', ' 0.00s)']",[' 598.734s'], ,[' 141073109'],"[' 14232038 (Analyzed', ' 13913338)']","[' 28009    (Average', ' 496.75 Last', ' 143459)']",[' 3212.9  '],"[' 1789     (Average Length', ' 946.47 Splits', ' 0)']","[' 13913338 (Deleted', ' 13714283)']","[' 248      (Ratio', '   0.00%)']","[' 20828    (Ratio', '   0.15%)']","[' 13913338 (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13913338 (Average', '  9.81 Max', ' 2970 Sum', ' 136553132)']","[' 13912759 (Average', '  9.78 Max', ' 2970 Sum', ' 136098491 Ratio', '  99.67%)']","[' 579      (Average', ' 785.22 Max', ' 1160 Sum', ' 454641 Ratio', '   0.33%)']", ,[' 87775   '],[' 5147    '],[' 81705   '],[' 38128   '],"[' 102449   (Atom=Atom', ' 27796 Body=Body', ' 18423 Other', ' 56230)']",[' Yes'],"[' 7148     (Eliminated', '    0 Frozen', ' 7148)']","[' 2999     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.90605'],[' 0'], ,[' 331.623'],[' 0'],[' 14.3038'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.21802e+08'],[' 3.23309e+08'],[' 0'],[' 1.53479e+10'],[' 0'],[' 0'],[' 873 '],[' 1535 '],[' 2178 '],[' 2855 '],[' 4 '],[' 0 ']
Solving...,TA54, , ,[' 1'],[' 3121+'],[' 1565'],"[' 601.869s (Solving', ' 594.72s 1st Model', ' 71.36s Unsat', ' 0.00s)']",[' 599.781s'], ,[' 138116770'],"[' 18303598 (Analyzed', ' 18127597)']","[' 34673    (Average', ' 522.82 Last', ' 146418)']",[' 2936.5  '],"[' 1565     (Average Length', ' 848.71 Splits', ' 0)']","[' 18127597 (Deleted', ' 17919530)']","[' 219      (Ratio', '   0.00%)']","[' 22224    (Ratio', '   0.12%)']","[' 18127597 (Average Length', '   13.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18127597 (Average', '  7.42 Max', ' 3185 Sum', ' 134434563)']","[' 18126993 (Average', '  7.39 Max', ' 3185 Sum', ' 133961366 Ratio', '  99.65%)']","[' 604      (Average', ' 783.44 Max', ' 1038 Sum', ' 473197 Ratio', '   0.35%)']", ,[' 87466   '],[' 5143    '],[' 81189   '],[' 37800   '],"[' 101923   (Atom=Atom', ' 27628 Body=Body', ' 18447 Other', ' 55848)']",[' Yes'],"[' 6979     (Eliminated', '    0 Frozen', ' 6979)']","[' 2991     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.51276'],[' 0'], ,[' 346.692'],[' 0'],[' 13.4249'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.01389e+08'],[' 3.01203e+08'],[' 0'],[' 1.84385e+10'],[' 0'],[' 0'],[' 948 '],[' 1562 '],[' 2212 '],[' 2873 '],[' 4 '],[' 0 ']
Solving...,TA55, , ,[' 1'],[' 2977+'],[' 1493'],"[' 601.915s (Solving', ' 594.78s 1st Model', ' 127.71s Unsat', ' 0.00s)']",[' 599.703s'], ,[' 138602877'],"[' 16271563 (Analyzed', ' 15988166)']","[' 32372    (Average', ' 493.89 Last', ' 192317)']",[' 3088.2  '],"[' 1493     (Average Length', ' 821.55 Splits', ' 0)']","[' 15988166 (Deleted', ' 15824122)']","[' 330      (Ratio', '   0.00%)']","[' 19644    (Ratio', '   0.12%)']","[' 15988166 (Average Length', '   14.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15988166 (Average', '  8.42 Max', ' 3022 Sum', ' 134647632)']","[' 15987642 (Average', '  8.40 Max', ' 3022 Sum', ' 134247336 Ratio', '  99.70%)']","[' 524      (Average', ' 763.92 Max', ' 1040 Sum', ' 400296 Ratio', '   0.30%)']", ,[' 87082   '],[' 5100    '],[' 80751   '],[' 37531   '],"[' 100974   (Atom=Atom', ' 27360 Body=Body', ' 18281 Other', ' 55333)']",[' Yes'],"[' 6861     (Eliminated', '    0 Frozen', ' 6861)']","[' 2833     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.46183'],[' 0'], ,[' 355.775'],[' 0'],[' 14.3606'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.10521e+08'],[' 3.09755e+08'],[' 0'],[' 1.80835e+10'],[' 0'],[' 0'],[' 956 '],[' 1539 '],[' 2233 '],[' 2924 '],[' 4 '],[' 0 ']
Solving...,TA56, , ,[' 1'],[' 2843+'],[' 1426'],"[' 599.572s (Solving', ' 592.93s 1st Model', ' 14.91s Unsat', ' 0.00s)']",[' 599.422s'], ,[' 123202086'],"[' 19244712 (Analyzed', ' 18957634)']","[' 36102    (Average', ' 525.11 Last', ' 84393)']",[' 3118.6  '],"[' 1426     (Average Length', ' 779.55 Splits', ' 0)']","[' 18957634 (Deleted', ' 18776363)']","[' 195      (Ratio', '   0.00%)']","[' 17722    (Ratio', '   0.09%)']","[' 18957634 (Average Length', '   15.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18957634 (Average', '  6.29 Max', ' 3149 Sum', ' 119199848)']","[' 18956981 (Average', '  6.26 Max', ' 3149 Sum', ' 118764332 Ratio', '  99.63%)']","[' 653      (Average', ' 666.95 Max', ' 889 Sum', ' 435516 Ratio', '   0.37%)']", ,[' 86663   '],[' 5119    '],[' 80473   '],[' 37273   '],"[' 101145   (Atom=Atom', ' 27388 Body=Body', ' 18339 Other', ' 55418)']",[' Yes'],"[' 6813     (Eliminated', '    0 Frozen', ' 6813)']","[' 2490     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.4567'],[' 0'], ,[' 381.815'],[' 0'],[' 13.6388'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.95314e+08'],[' 2.13204e+08'],[' 0'],[' 2.07983e+10'],[' 0'],[' 0'],[' 1029 '],[' 1714 '],[' 2473 '],[' 3094 '],[' 4 '],[' 0 ']
Solving...,TA57, , ,[' 1'],[' 2821+'],[' 1415'],"[' 600.346s (Solving', ' 594.14s 1st Model', ' 13.38s Unsat', ' 0.00s)']",[' 600.031s'], ,[' 134677848'],"[' 17953347 (Analyzed', ' 17772080)']","[' 34068    (Average', ' 521.66 Last', ' 119332)']",[' 2961.4  '],"[' 1415     (Average Length', ' 779.41 Splits', ' 0)']","[' 17772080 (Deleted', ' 17596076)']","[' 277      (Ratio', '   0.00%)']","[' 20597    (Ratio', '   0.12%)']","[' 17772080 (Average Length', '   15.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17772080 (Average', '  7.37 Max', ' 2994 Sum', ' 131015200)']","[' 17771496 (Average', '  7.35 Max', ' 2994 Sum', ' 130606421 Ratio', '  99.69%)']","[' 584      (Average', ' 699.96 Max', ' 948 Sum', ' 408779 Ratio', '   0.31%)']", ,[' 86422   '],[' 5106    '],[' 80220   '],[' 37112   '],"[' 100798   (Atom=Atom', ' 27280 Body=Body', ' 18288 Other', ' 55230)']",[' Yes'],"[' 6808     (Eliminated', '    0 Frozen', ' 6808)']","[' 3395     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.38352'],[' 0'], ,[' 368.887'],[' 0'],[' 14.6401'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.48629e+08'],[' 2.57684e+08'],[' 0'],[' 2.06475e+10'],[' 0'],[' 0'],[' 1081 '],[' 1940 '],[' 2570 '],[' 3240 '],[' 4 '],[' 0 ']
Solving...,TA58, , ,[' 1'],[' 3215+'],[' 1612'],"[' 601.502s (Solving', ' 595.06s 1st Model', ' 129.28s Unsat', ' 0.00s)']",[' 600.625s'], ,[' 168110964'],"[' 15787458 (Analyzed', ' 15573149)']","[' 31054    (Average', ' 501.49 Last', ' 1340254)']",[' 2897.5  '],"[' 1612     (Average Length', ' 868.73 Splits', ' 0)']","[' 15573149 (Deleted', ' 15405871)']","[' 260      (Ratio', '   0.00%)']","[' 24680    (Ratio', '   0.16%)']","[' 15573149 (Average Length', '   13.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15573149 (Average', ' 10.55 Max', ' 3429 Sum', ' 164323961)']","[' 15572569 (Average', ' 10.52 Max', ' 3429 Sum', ' 163840877 Ratio', '  99.71%)']","[' 580      (Average', ' 832.90 Max', ' 1611 Sum', ' 483084 Ratio', '   0.29%)']", ,[' 87316   '],[' 5110    '],[' 81120   '],[' 37682   '],"[' 101590   (Atom=Atom', ' 27544 Body=Body', ' 18345 Other', ' 55701)']",[' Yes'],"[' 6959     (Eliminated', '    0 Frozen', ' 6959)']","[' 3819     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.5707'],[' 0'], ,[' 329.366'],[' 0'],[' 15.1253'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.03353e+08'],[' 3.88059e+08'],[' 0'],[' 1.71221e+10'],[' 0'],[' 0'],[' 882 '],[' 1593 '],[' 2351 '],[' 3043 '],[' 4 '],[' 0 ']
Solving...,TA59, , ,[' 1'],[' 2829+'],[' 1419'],"[' 601.625s (Solving', ' 595.38s 1st Model', ' 109.14s Unsat', ' 0.00s)']",[' 599.813s'], ,[' 113789575'],"[' 17987549 (Analyzed', ' 17762996)']","[' 34862    (Average', ' 509.52 Last', ' 969282)']",[' 3034.9  '],"[' 1419     (Average Length', ' 799.83 Splits', ' 0)']","[' 17762996 (Deleted', ' 17544469)']","[' 231      (Ratio', '   0.00%)']","[' 18761    (Ratio', '   0.11%)']","[' 17762996 (Average Length', '   13.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17762996 (Average', '  6.20 Max', ' 2923 Sum', ' 110070027)']","[' 17762472 (Average', '  6.18 Max', ' 2923 Sum', ' 109709231 Ratio', '  99.67%)']","[' 524      (Average', ' 688.54 Max', ' 984 Sum', ' 360796 Ratio', '   0.33%)']", ,[' 86706   '],[' 5077    '],[' 80372   '],[' 37214   '],"[' 100403   (Atom=Atom', ' 27208 Body=Body', ' 18195 Other', ' 55000)']",[' Yes'],"[' 6793     (Eliminated', '    0 Frozen', ' 6793)']","[' 2794     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.41681'],[' 0'], ,[' 378.755'],[' 0'],[' 13.8005'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.11936e+08'],[' 2.29421e+08'],[' 0'],[' 2.02066e+10'],[' 0'],[' 0'],[' 782 '],[' 1492 '],[' 2209 '],[' 2895 '],[' 4 '],[' 0 ']
Solving...,TA60, , ,[' 1'],[' 3139+'],[' 1574'],"[' 601.692s (Solving', ' 594.73s 1st Model', ' 35.18s Unsat', ' 0.00s)']",[' 599.734s'], ,[' 169123527'],"[' 13871872 (Analyzed', ' 13729812)']","[' 25739    (Average', ' 533.42 Last', ' 198163)']",[' 2893.2  '],"[' 1574     (Average Length', ' 850.79 Splits', ' 0)']","[' 13729812 (Deleted', ' 13586532)']","[' 297      (Ratio', '   0.00%)']","[' 25402    (Ratio', '   0.19%)']","[' 13729812 (Average Length', '   14.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13729812 (Average', ' 12.05 Max', ' 2724 Sum', ' 165496272)']","[' 13729275 (Average', ' 12.02 Max', ' 2724 Sum', ' 165069761 Ratio', '  99.74%)']","[' 537      (Average', ' 794.25 Max', ' 1052 Sum', ' 426511 Ratio', '   0.26%)']", ,[' 87285   '],[' 5092    '],[' 81011   '],[' 37619   '],"[' 101143   (Atom=Atom', ' 27425 Body=Body', ' 18241 Other', ' 55477)']",[' Yes'],"[' 6926     (Eliminated', '    0 Frozen', ' 6926)']","[' 3908     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.57435'],[' 0'], ,[' 338.127'],[' 0'],[' 15.585'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.9264e+08'],[' 3.81861e+08'],[' 0'],[' 1.7118e+10'],[' 0'],[' 0'],[' 774 '],[' 1611 '],[' 2271 '],[' 2918 '],[' 4 '],[' 0 ']
