Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 1709'],[' 862'],"[' 15.422s (Solving', ' 10.39s 1st Model', ' 2.45s Unsat', ' 1.83s)']",[' 15.250s'], ,[' 2447159 '],"[' 186414   (Analyzed', ' 59818)']","[' 502      (Average', ' 119.16 Last', ' 355)']",[' 1690.6  '],"[' 862      (Average Length', ' 407.06 Splits', ' 0)']","[' 59818    (Deleted', ' 51444)']","[' 63       (Ratio', '   0.11%)']","[' 814      (Ratio', '   1.36%)']","[' 59818    (Average Length', '    8.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 59818    (Average', ' 20.93 Max', ' 2228 Sum', ' 1252259)']","[' 59689    (Average', ' 20.41 Max', ' 2228 Sum', ' 1220876 Ratio', '  97.49%)']","[' 129      (Average', ' 243.28 Max', ' 592 Sum', '  31383 Ratio', '   2.51%)']", ,[' 74766   '],[' 3169    '],[' 74814   '],[' 42299   '],"[' 126893   (Atom=Atom', ' 39878 Body=Body', ' 22244 Other', ' 64771)']",[' Yes'],"[' 3967     (Eliminated', '    0 Frozen', ' 3967)']","[' 11       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.17935'],[' 0'], ,[' 4.61074'],[' 0'],[' 0.184228'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.4655e+07'],[' 1.3727e+07'],[' 0'],[' 2.72895e+08'],[' 0'],[' 0'],[' 615 '],[' 1046 '],[' 1588 '],[' 2107 '],[' 2612 '],[' 3053 '],[' 3404 '],[' 0 '],[' 7 ']
Solving...,TA52, , ,[' 1719'],[' 867'],"[' 224.354s (Solving', ' 218.13s 1st Model', ' 3.33s Unsat', ' 208.16s)']",[' 220.875s'], ,[' 14086837'],"[' 8595243  (Analyzed', ' 8547893)']","[' 17139    (Average', ' 498.74 Last', ' 10820)']",[' 1680.5  '],"[' 867      (Average Length', ' 415.92 Splits', ' 0)']","[' 8547893  (Deleted', ' 8404360)']","[' 106      (Ratio', '   0.00%)']","[' 1837     (Ratio', '   0.02%)']","[' 8547893  (Average Length', '   10.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8547893  (Average', '  1.50 Max', ' 2153 Sum', ' 12813786)']","[' 8547661  (Average', '  1.49 Max', ' 2153 Sum', ' 12768301 Ratio', '  99.65%)']","[' 232      (Average', ' 196.06 Max', ' 717 Sum', '  45485 Ratio', '   0.35%)']", ,[' 74920   '],[' 3203    '],[' 74983   '],[' 42110   '],"[' 126326   (Atom=Atom', ' 39655 Body=Body', ' 22278 Other', ' 64393)']",[' Yes'],"[' 4016     (Eliminated', '    0 Frozen', ' 4016)']","[' 117      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.38945'],[' 0'], ,[' 139.159'],[' 0'],[' 3.19484'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.92139e+07'],[' 2.83678e+07'],[' 0'],[' 1.03783e+10'],[' 0'],[' 0'],[' 703 '],[' 1194 '],[' 1787 '],[' 2227 '],[' 2658 '],[' 3122 '],[' 3393 '],[' 0 '],[' 7 ']
Solving...,TA53, , ,[' 1731'],[' 873'],"[' 16.004s (Solving', ' 10.34s 1st Model', ' 3.62s Unsat', ' 0.29s)']",[' 15.688s'], ,[' 2518194 '],"[' 65951    (Analyzed', ' 18120)']","[' 236      (Average', ' 76.78 Last', ' 858)']",[' 1750.2  '],"[' 873      (Average Length', ' 414.63 Splits', ' 0)']","[' 18120    (Deleted', ' 2696)']","[' 77       (Ratio', '   0.42%)']","[' 651      (Ratio', '   3.59%)']","[' 18120    (Average Length', '    7.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18120    (Average', ' 72.97 Max', ' 2297 Sum', ' 1322162)']","[' 18011    (Average', ' 72.46 Max', ' 2297 Sum', ' 1313035 Ratio', '  99.31%)']","[' 109      (Average', ' 83.73 Max', ' 721 Sum', '   9127 Ratio', '   0.69%)']", ,[' 75272   '],[' 3205    '],[' 75338   '],[' 42620   '],"[' 127856   (Atom=Atom', ' 40163 Body=Body', ' 22280 Other', ' 65413)']",[' Yes'],"[' 4021     (Eliminated', '    0 Frozen', ' 4021)']","[' 11       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.40294'],[' 0'], ,[' 3.70283'],[' 0'],[' 0.197007'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.53315e+07'],[' 1.45737e+07'],[' 0'],[' 1.10321e+08'],[' 0'],[' 0'],[' 596 '],[' 1029 '],[' 1429 '],[' 1855 '],[' 2323 '],[' 2764 '],[' 3124 '],[' 0 '],[' 7 ']
Solving...,TA54, , ,[' 1499'],[' 757'],"[' 22.399s (Solving', ' 17.80s 1st Model', ' 2.62s Unsat', ' 8.24s)']",[' 21.906s'], ,[' 2319538 '],"[' 309908   (Analyzed', ' 91861)']","[' 737      (Average', ' 124.64 Last', ' 415)']",[' 1641.3  '],"[' 757      (Average Length', ' 355.57 Splits', ' 0)']","[' 91861    (Deleted', ' 85672)']","[' 62       (Ratio', '   0.07%)']","[' 984      (Ratio', '   1.07%)']","[' 91861    (Average Length', '    9.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 91861    (Average', ' 12.59 Max', ' 2299 Sum', ' 1156677)']","[' 91758    (Average', ' 12.35 Max', ' 2299 Sum', ' 1134538 Ratio', '  98.09%)']","[' 103      (Average', ' 214.94 Max', ' 612 Sum', '  22139 Ratio', '   1.91%)']", ,[' 75320   '],[' 3220    '],[' 75270   '],[' 42767   '],"[' 128297   (Atom=Atom', ' 40295 Body=Body', ' 22295 Other', ' 65707)']",[' Yes'],"[' 3920     (Eliminated', '    0 Frozen', ' 3920)']","[' 17       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.16858'],[' 0'], ,[' 11.521'],[' 0'],[' 0.27548'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.32644e+07'],[' 1.22702e+07'],[' 0'],[' 1.11988e+09'],[' 0'],[' 0'],[' 656 '],[' 1150 '],[' 1649 '],[' 2090 '],[' 2513 '],[' 2956 '],[' 3299 '],[' 0 '],[' 7 ']
Solving...,TA55, , ,[' 1651'],[' 833'],"[' 49.167s (Solving', ' 44.34s 1st Model', ' 3.85s Unsat', ' 34.98s)']",[' 48.422s'], ,[' 4849571 '],"[' 1830001  (Analyzed', ' 1776454)']","[' 4467     (Average', ' 397.68 Last', ' 20256)']",[' 1650.0  '],"[' 833      (Average Length', ' 397.79 Splits', ' 0)']","[' 1776454  (Deleted', ' 1742453)']","[' 106      (Ratio', '   0.01%)']","[' 1756     (Ratio', '   0.10%)']","[' 1776454  (Average Length', '   10.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1776454  (Average', '  2.11 Max', ' 2177 Sum', ' 3745045)']","[' 1776282  (Average', '  2.09 Max', ' 2177 Sum', ' 3720683 Ratio', '  99.35%)']","[' 172      (Average', ' 141.64 Max', ' 577 Sum', '  24362 Ratio', '   0.65%)']", ,[' 74690   '],[' 3200    '],[' 74721   '],[' 42333   '],"[' 126995   (Atom=Atom', ' 39881 Body=Body', ' 22275 Other', ' 64839)']",[' Yes'],"[' 3981     (Eliminated', '    0 Frozen', ' 3981)']","[' 21       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.18787'],[' 0'], ,[' 26.5144'],[' 0'],[' 0.759712'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.07593e+07'],[' 1.59255e+07'],[' 0'],[' 2.13468e+09'],[' 0'],[' 0'],[' 564 '],[' 990 '],[' 1504 '],[' 2079 '],[' 2659 '],[' 3121 '],[' 3489 '],[' 0 '],[' 7 ']
Solving...,TA56, , ,[' 1455'],[' 735'],"[' 160.365s (Solving', ' 154.78s 1st Model', ' 2.94s Unsat', ' 4.77s)']",[' 158.906s'], ,[' 4835395 '],"[' 2185641  (Analyzed', ' 2135131)']","[' 4998     (Average', ' 427.20 Last', ' 1457)']",[' 1600.2  '],"[' 735      (Average Length', ' 349.29 Splits', ' 0)']","[' 2135131  (Deleted', ' 2090719)']","[' 47       (Ratio', '   0.00%)']","[' 939      (Ratio', '   0.04%)']","[' 2135131  (Average Length', '   10.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2135131  (Average', '  1.80 Max', ' 2170 Sum', ' 3849501)']","[' 2134994  (Average', '  1.79 Max', ' 2170 Sum', ' 3812829 Ratio', '  99.05%)']","[' 137      (Average', ' 267.68 Max', ' 613 Sum', '  36672 Ratio', '   0.95%)']", ,[' 74663   '],[' 3188    '],[' 74604   '],[' 42265   '],"[' 126791   (Atom=Atom', ' 39825 Body=Body', ' 22263 Other', ' 64703)']",[' Yes'],"[' 3879     (Eliminated', '    0 Frozen', ' 3879)']","[' 37       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.18749'],[' 0'], ,[' 129.623'],[' 0'],[' 2.15943'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.97505e+07'],[' 1.44882e+07'],[' 0'],[' 1.39441e+10'],[' 0'],[' 0'],[' 644 '],[' 1075 '],[' 1631 '],[' 2226 '],[' 2631 '],[' 3119 '],[' 3451 '],[' 1 '],[' 6 ']
Solving...,TA57, , ,[' 1533'],[' 774'],"[' 166.768s (Solving', ' 160.95s 1st Model', ' 3.36s Unsat', ' 8.44s)']",[' 163.688s'], ,[' 3972467 '],"[' 1453555  (Analyzed', ' 1152530)']","[' 3221     (Average', ' 357.82 Last', ' 180)']",[' 1765.3  '],"[' 774      (Average Length', ' 368.91 Splits', ' 0)']","[' 1152530  (Deleted', ' 1127033)']","[' 55       (Ratio', '   0.00%)']","[' 1195     (Ratio', '   0.10%)']","[' 1152530  (Average Length', '   10.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1152530  (Average', '  2.26 Max', ' 2281 Sum', ' 2600616)']","[' 1152422  (Average', '  2.23 Max', ' 2281 Sum', ' 2568942 Ratio', '  98.78%)']","[' 108      (Average', ' 293.28 Max', ' 643 Sum', '  31674 Ratio', '   1.22%)']", ,[' 75331   '],[' 3236    '],[' 75309   '],[' 42984   '],"[' 128948   (Atom=Atom', ' 40496 Body=Body', ' 22311 Other', ' 66141)']",[' Yes'],"[' 3964     (Eliminated', '    0 Frozen', ' 3964)']","[' 77       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.45256'],[' 0'], ,[' 138.469'],[' 0'],[' 2.05054'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.94197e+07'],[' 1.5647e+07'],[' 0'],[' 1.49646e+10'],[' 0'],[' 0'],[' 713 '],[' 1230 '],[' 1667 '],[' 2221 '],[' 2712 '],[' 3129 '],[' 3461 '],[' 1 '],[' 6 ']
Solving...,TA58, , ,[' 1845'],[' 930'],"[' 103.204s (Solving', ' 95.39s 1st Model', ' 4.98s Unsat', ' 82.20s)']",[' 101.406s'], ,[' 8871555 '],"[' 4204343  (Analyzed', ' 4145666)']","[' 8607     (Average', ' 481.66 Last', ' 84297)']",[' 1678.1  '],"[' 930      (Average Length', ' 439.03 Splits', ' 0)']","[' 4145666  (Deleted', ' 4067702)']","[' 72       (Ratio', '   0.00%)']","[' 1271     (Ratio', '   0.03%)']","[' 4145666  (Average Length', '   10.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4145666  (Average', '  1.84 Max', ' 2189 Sum', ' 7617847)']","[' 4145481  (Average', '  1.82 Max', ' 2189 Sum', ' 7565556 Ratio', '  99.31%)']","[' 185      (Average', ' 282.65 Max', ' 772 Sum', '  52291 Ratio', '   0.69%)']", ,[' 75127   '],[' 3204    '],[' 75233   '],[' 42262   '],"[' 126782   (Atom=Atom', ' 39806 Body=Body', ' 22279 Other', ' 64697)']",[' Yes'],"[' 4060     (Eliminated', '    0 Frozen', ' 4060)']","[' 114      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.65806'],[' 0'], ,[' 44.0889'],[' 0'],[' 1.44733'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.2776e+07'],[' 2.17374e+07'],[' 0'],[' 1.84061e+09'],[' 0'],[' 0'],[' 589 '],[' 1049 '],[' 1556 '],[' 2022 '],[' 2482 '],[' 2941 '],[' 3301 '],[' 0 '],[' 7 ']
Solving...,TA59, , ,[' 1431'],[' 723'],"[' 19.177s (Solving', ' 12.98s 1st Model', ' 3.82s Unsat', ' 2.70s)']",[' 18.813s'], ,[' 2304793 '],"[' 119299   (Analyzed', ' 101884)']","[' 471      (Average', ' 216.31 Last', ' 1757)']",[' 1712.1  '],"[' 722      (Average Length', ' 347.84 Splits', ' 0)']","[' 101884   (Deleted', ' 88357)']","[' 94       (Ratio', '   0.09%)']","[' 1066     (Ratio', '   1.05%)']","[' 101884   (Average Length', '    8.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 101884   (Average', ' 13.04 Max', ' 2210 Sum', ' 1329038)']","[' 101720   (Average', ' 12.83 Max', ' 2210 Sum', ' 1307180 Ratio', '  98.36%)']","[' 164      (Average', ' 133.28 Max', ' 600 Sum', '  21858 Ratio', '   1.64%)']", ,[' 74667   '],[' 3190    '],[' 74590   '],[' 42171   '],"[' 126509   (Atom=Atom', ' 39729 Body=Body', ' 22265 Other', ' 64515)']",[' Yes'],"[' 3863     (Eliminated', '    0 Frozen', ' 3863)']","[' 39       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.44476'],[' 0'], ,[' 5.62406'],[' 0'],[' 0.242786'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.36309e+07'],[' 1.27822e+07'],[' 0'],[' 2.46245e+08'],[' 0'],[' 0'],[' 575 '],[' 1889 '],[' 2246 '],[' 2748 '],[' 3235 '],[' 3720 '],[' 4100 '],[' 1 '],[' 6 ']
Solving...,TA60, , ,[' 1645'],[' 830'],"[' 122.153s (Solving', ' 115.01s 1st Model', ' 4.20s Unsat', ' 103.81s)']",[' 120.297s'], ,[' 4601980 '],"[' 1714852  (Analyzed', ' 1650146)']","[' 4149     (Average', ' 397.72 Last', ' 4070)']",[' 1699.0  '],"[' 830      (Average Length', ' 392.23 Splits', ' 0)']","[' 1650146  (Deleted', ' 1614780)']","[' 68       (Ratio', '   0.00%)']","[' 1281     (Ratio', '   0.08%)']","[' 1650146  (Average Length', '   10.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1650146  (Average', '  2.10 Max', ' 2192 Sum', ' 3459337)']","[' 1649995  (Average', '  2.07 Max', ' 2192 Sum', ' 3419957 Ratio', '  98.86%)']","[' 151      (Average', ' 260.79 Max', ' 675 Sum', '  39380 Ratio', '   1.14%)']", ,[' 75408   '],[' 3233    '],[' 75432   '],[' 42885   '],"[' 128651   (Atom=Atom', ' 40400 Body=Body', ' 22308 Other', ' 65943)']",[' Yes'],"[' 4007     (Eliminated', '    0 Frozen', ' 4007)']","[' 57       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.53662'],[' 0'], ,[' 87.9384'],[' 0'],[' 1.71201'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.11314e+07'],[' 1.6353e+07'],[' 0'],[' 6.4882e+09'],[' 0'],[' 0'],[' 683 '],[' 1192 '],[' 1700 '],[' 2200 '],[' 2667 '],[' 3134 '],[' 3451 '],[' 0 '],[' 7 ']
