Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 1669'],[' 844'],"[' 16.347s (Solving', ' 11.92s 1st Model', ' 2.25s Unsat', ' 0.79s)']",[' 16.250s'], ,[' 2260188 '],"[' 427584   (Analyzed', ' 24021)']","[' 680      (Average', ' 35.33 Last', ' 127)']",[' 1777.4  '],"[' 844      (Average Length', ' 395.98 Splits', ' 0)']","[' 24021    (Deleted', ' 17329)']","[' 95       (Ratio', '   0.40%)']","[' 679      (Ratio', '   2.83%)']","[' 24021    (Average Length', '    7.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24021    (Average', ' 29.61 Max', ' 2401 Sum', ' 711241)']","[' 23909    (Average', ' 29.21 Max', ' 2401 Sum', ' 701751 Ratio', '  98.67%)']","[' 112      (Average', ' 84.73 Max', ' 504 Sum', '   9490 Ratio', '   1.33%)']", ,[' 96906   '],[' 3505    '],[' 96695   '],[' 54946   '],"[' 164834   (Atom=Atom', ' 52439 Body=Body', ' 28955 Other', ' 83440)']",[' Yes'],"[' 4294     (Eliminated', '    0 Frozen', ' 4294)']","[' 3        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.1287'],[' 0'], ,[' 6.72993'],[' 0'],[' 0.143511'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.89816e+07'],[' 1.78054e+07'],[' 0'],[' 6.2655e+08'],[' 0'],[' 0'],[' 524 '],[' 840 '],[' 1276 '],[' 1724 '],[' 2138 '],[' 2512 '],[' 2888 '],[' 3275 '],[' 3630 '],[' 0 '],[' 9 ']
Solving...,TA62, , ,[' 1899'],[' 959'],"[' 17.787s (Solving', ' 12.41s 1st Model', ' 2.52s Unsat', ' 3.68s)']",[' 17.656s'], ,[' 2656467 '],"[' 162967   (Analyzed', ' 126254)']","[' 556      (Average', ' 227.08 Last', ' 2814)']",[' 1876.7  '],"[' 959      (Average Length', ' 455.20 Splits', ' 0)']","[' 126254   (Deleted', ' 117287)']","[' 82       (Ratio', '   0.06%)']","[' 933      (Ratio', '   0.74%)']","[' 126254   (Average Length', '    8.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 126254   (Average', ' 10.22 Max', ' 2380 Sum', ' 1290024)']","[' 126133   (Average', ' 10.03 Max', ' 2380 Sum', ' 1266514 Ratio', '  98.18%)']","[' 121      (Average', ' 194.30 Max', ' 768 Sum', '  23510 Ratio', '   1.82%)']", ,[' 97782   '],[' 3534    '],[' 97670   '],[' 55566   '],"[' 166694   (Atom=Atom', ' 53030 Body=Body', ' 28984 Other', ' 84680)']",[' Yes'],"[' 4422     (Eliminated', '    0 Frozen', ' 4422)']","[' 14       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.30665'],[' 0'], ,[' 6.02065'],[' 0'],[' 0.187344'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.14544e+07'],[' 2.02762e+07'],[' 0'],[' 5.58337e+08'],[' 0'],[' 0'],[' 515 '],[' 912 '],[' 1400 '],[' 1828 '],[' 2179 '],[' 2583 '],[' 2895 '],[' 3285 '],[' 3667 '],[' 0 '],[' 9 ']
Solving...,TA63, , ,[' 1605'],[' 812'],"[' 21.448s (Solving', ' 16.62s 1st Model', ' 1.71s Unsat', ' 0.59s)']",[' 21.250s'], ,[' 2311015 '],"[' 732973   (Analyzed', ' 58179)']","[' 977      (Average', ' 59.55 Last', ' 1293)']",[' 1811.8  '],"[' 812      (Average Length', ' 386.44 Splits', ' 0)']","[' 58179    (Deleted', ' 56169)']","[' 67       (Ratio', '   0.12%)']","[' 638      (Ratio', '   1.10%)']","[' 58179    (Average Length', '    8.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 58179    (Average', '  8.43 Max', ' 1031 Sum', ' 490713)']","[' 58113    (Average', '  8.42 Max', ' 1031 Sum', ' 489890 Ratio', '  99.83%)']","[' 66       (Average', ' 12.47 Max', ' 206 Sum', '    823 Ratio', '   0.17%)']", ,[' 96643   '],[' 3466    '],[' 96406   '],[' 54657   '],"[' 163967   (Atom=Atom', ' 52189 Body=Body', ' 28916 Other', ' 82862)']",[' Yes'],"[' 4229     (Eliminated', '    0 Frozen', ' 4229)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.15452'],[' 0'], ,[' 11.0054'],[' 0'],[' 0.155904'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.96701e+07'],[' 1.81616e+07'],[' 0'],[' 1.0753e+09'],[' 0'],[' 0'],[' 521 '],[' 899 '],[' 1289 '],[' 1639 '],[' 2001 '],[' 2414 '],[' 2775 '],[' 3151 '],[' 3538 '],[' 0 '],[' 9 ']
Solving...,TA64, , ,[' 1581'],[' 800'],"[' 122.246s (Solving', ' 117.54s 1st Model', ' 1.91s Unsat', ' 0.34s)']",[' 121.938s'], ,[' 10725109'],"[' 5602088  (Analyzed', ' 5573539)']","[' 10470    (Average', ' 532.33 Last', ' 298)']",[' 1725.6  '],"[' 800      (Average Length', ' 382.70 Splits', ' 0)']","[' 5573539  (Deleted', ' 5468808)']","[' 76       (Ratio', '   0.00%)']","[' 1069     (Ratio', '   0.02%)']","[' 5573539  (Average Length', '   11.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5573539  (Average', '  1.71 Max', ' 2302 Sum', ' 9519593)']","[' 5573399  (Average', '  1.71 Max', ' 2302 Sum', ' 9510463 Ratio', '  99.90%)']","[' 140      (Average', ' 65.21 Max', ' 153 Sum', '   9130 Ratio', '   0.10%)']", ,[' 96715   '],[' 3517    '],[' 96471   '],[' 54406   '],"[' 163214   (Atom=Atom', ' 51887 Body=Body', ' 28967 Other', ' 82360)']",[' Yes'],"[' 4273     (Eliminated', '    0 Frozen', ' 4273)']","[' 111      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.07522'],[' 0'], ,[' 77.9401'],[' 0'],[' 1.64064'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.36232e+07'],[' 2.92468e+07'],[' 0'],[' 7.2263e+09'],[' 0'],[' 0'],[' 515 '],[' 903 '],[' 1357 '],[' 1702 '],[' 2039 '],[' 2383 '],[' 2848 '],[' 3236 '],[' 3528 '],[' 1 '],[' 8 ']
Solving...,TA65, , ,[' 1731'],[' 875'],"[' 14.297s (Solving', ' 9.77s 1st Model', ' 2.69s Unsat', ' 1.52s)']",[' 14.125s'], ,[' 2392305 '],"[' 111623   (Analyzed', ' 44561)']","[' 409      (Average', ' 108.95 Last', ' 1469)']",[' 1761.8  '],"[' 875      (Average Length', ' 411.78 Splits', ' 0)']","[' 44561    (Deleted', ' 35680)']","[' 130      (Ratio', '   0.29%)']","[' 1034     (Ratio', '   2.32%)']","[' 44561    (Average Length', '    7.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 44561    (Average', ' 26.41 Max', ' 2307 Sum', ' 1176813)']","[' 44375    (Average', ' 25.91 Max', ' 2307 Sum', ' 1154670 Ratio', '  98.12%)']","[' 186      (Average', ' 119.05 Max', ' 723 Sum', '  22143 Ratio', '   1.88%)']", ,[' 96774   '],[' 3512    '],[' 96589   '],[' 54804   '],"[' 164408   (Atom=Atom', ' 52290 Body=Body', ' 28962 Other', ' 83156)']",[' Yes'],"[' 4327     (Eliminated', '    0 Frozen', ' 4327)']","[' 11       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.14639'],[' 0'], ,[' 4.25893'],[' 0'],[' 0.152399'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.92203e+07'],[' 1.82885e+07'],[' 0'],[' 3.31434e+08'],[' 0'],[' 0'],[' 501 '],[' 842 '],[' 1287 '],[' 1675 '],[' 2071 '],[' 2425 '],[' 2807 '],[' 3185 '],[' 3578 '],[' 0 '],[' 9 ']
Solving...,TA66, , ,[' 1723'],[' 871'],"[' 13.663s (Solving', ' 8.79s 1st Model', ' 2.31s Unsat', ' 0.84s)']",[' 13.438s'], ,[' 2309237 '],"[' 100680   (Analyzed', ' 56126)']","[' 381      (Average', ' 147.31 Last', ' 1869)']",[' 1786.2  '],"[' 871      (Average Length', ' 412.99 Splits', ' 0)']","[' 56126    (Deleted', ' 45541)']","[' 63       (Ratio', '   0.11%)']","[' 578      (Ratio', '   1.03%)']","[' 56126    (Average Length', '    8.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 56126    (Average', ' 19.26 Max', ' 2416 Sum', ' 1080965)']","[' 56044    (Average', ' 19.23 Max', ' 2416 Sum', ' 1079145 Ratio', '  99.83%)']","[' 82       (Average', ' 22.20 Max', '  80 Sum', '   1820 Ratio', '   0.17%)']", ,[' 97485   '],[' 3529    '],[' 97306   '],[' 55307   '],"[' 165917   (Atom=Atom', ' 52776 Body=Body', ' 28979 Other', ' 84162)']",[' Yes'],"[' 4350     (Eliminated', '    0 Frozen', ' 4350)']","[' 7        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.14258'],[' 0'], ,[' 3.29609'],[' 0'],[' 0.137632'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.87737e+07'],[' 1.78816e+07'],[' 0'],[' 1.65954e+08'],[' 0'],[' 0'],[' 504 '],[' 835 '],[' 1217 '],[' 1632 '],[' 2109 '],[' 2589 '],[' 2901 '],[' 3279 '],[' 3716 '],[' 0 '],[' 9 ']
Solving...,TA67, , ,[' 1567'],[' 793'],"[' 24.290s (Solving', ' 19.92s 1st Model', ' 1.60s Unsat', ' 6.63s)']",[' 24.031s'], ,[' 2879164 '],"[' 1145812  (Analyzed', ' 541065)']","[' 1944     (Average', ' 278.33 Last', ' 2080)']",[' 1806.8  '],"[' 793      (Average Length', ' 375.50 Splits', ' 0)']","[' 541065   (Deleted', ' 522088)']","[' 81       (Ratio', '   0.01%)']","[' 873      (Ratio', '   0.16%)']","[' 541065   (Average Length', '    9.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 541065   (Average', '  2.11 Max', ' 2458 Sum', ' 1143820)']","[' 540974   (Average', '  2.10 Max', ' 2458 Sum', ' 1137294 Ratio', '  99.43%)']","[' 91       (Average', ' 71.71 Max', ' 586 Sum', '   6526 Ratio', '   0.57%)']", ,[' 98330   '],[' 3586    '],[' 98079   '],[' 56340   '],"[' 169016   (Atom=Atom', ' 53752 Body=Body', ' 29036 Other', ' 86228)']",[' Yes'],"[' 4335     (Eliminated', '    0 Frozen', ' 4335)']","[' 3        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.09352'],[' 0'], ,[' 12.174'],[' 0'],[' 0.255326'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.0037e+07'],[' 1.75603e+07'],[' 0'],[' 1.1192e+09'],[' 0'],[' 0'],[' 528 '],[' 980 '],[' 1314 '],[' 1819 '],[' 2231 '],[' 2688 '],[' 3045 '],[' 3369 '],[' 3761 '],[' 0 '],[' 9 ']
Solving...,TA68, , ,[' 1605'],[' 812'],"[' 12.381s (Solving', ' 8.43s 1st Model', ' 2.19s Unsat', ' 0.38s)']",[' 12.266s'], ,[' 2008097 '],"[' 94532    (Analyzed', ' 10697)']","[' 319      (Average', ' 33.53 Last', ' 188)']",[' 1818.5  '],"[' 812      (Average Length', ' 387.52 Splits', ' 0)']","[' 10697    (Deleted', ' 1103)']","[' 87       (Ratio', '   0.81%)']","[' 406      (Ratio', '   3.80%)']","[' 10697    (Average Length', '    6.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10697    (Average', ' 74.50 Max', ' 2365 Sum', ' 796901)']","[' 10564    (Average', ' 72.50 Max', ' 2365 Sum', ' 775533 Ratio', '  97.32%)']","[' 133      (Average', ' 160.66 Max', ' 497 Sum', '  21368 Ratio', '   2.68%)']", ,[' 96412   '],[' 3469    '],[' 96178   '],[' 54498   '],"[' 163490   (Atom=Atom', ' 52027 Body=Body', ' 28919 Other', ' 82544)']",[' Yes'],"[' 4235     (Eliminated', '    0 Frozen', ' 4235)']","[' 10       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.14052'],[' 0'], ,[' 3.03588'],[' 0'],[' 0.114236'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.75042e+07'],[' 1.66986e+07'],[' 0'],[' 1.48999e+08'],[' 0'],[' 0'],[' 534 '],[' 820 '],[' 1181 '],[' 1580 '],[' 1960 '],[' 2307 '],[' 2734 '],[' 3112 '],[' 3494 '],[' 0 '],[' 9 ']
Solving...,TA69, , ,[' 1649'],[' 834'],"[' 123.742s (Solving', ' 119.23s 1st Model', ' 1.71s Unsat', ' 1.20s)']",[' 123.547s'], ,[' 16020992'],"[' 9798804  (Analyzed', ' 9758565)']","[' 17006    (Average', ' 573.83 Last', ' 653)']",[' 1782.6  '],"[' 834      (Average Length', ' 392.32 Splits', ' 0)']","[' 9758565  (Deleted', ' 9605190)']","[' 72       (Ratio', '   0.00%)']","[' 873      (Ratio', '   0.01%)']","[' 9758565  (Average Length', '   11.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9758565  (Average', '  1.50 Max', ' 2371 Sum', ' 14597861)']","[' 9758454  (Average', '  1.50 Max', ' 2371 Sum', ' 14593258 Ratio', '  99.97%)']","[' 111      (Average', ' 41.47 Max', ' 239 Sum', '   4603 Ratio', '   0.03%)']", ,[' 97021   '],[' 3543    '],[' 96799   '],[' 55146   '],"[' 165434   (Atom=Atom', ' 52601 Body=Body', ' 28993 Other', ' 83840)']",[' Yes'],"[' 4321     (Eliminated', '    0 Frozen', ' 4321)']","[' 65       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.1153'],[' 0'], ,[' 60.2931'],[' 0'],[' 2.02461'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.5314e+07'],[' 3.23898e+07'],[' 0'],[' 4.01748e+09'],[' 0'],[' 0'],[' 739 '],[' 1088 '],[' 1514 '],[' 1989 '],[' 2336 '],[' 2693 '],[' 3197 '],[' 3561 '],[' 3996 '],[' 1 '],[' 8 ']
Solving...,TA70, , ,[' 1707'],[' 863'],"[' 16.269s (Solving', ' 11.42s 1st Model', ' 2.17s Unsat', ' 4.61s)']",[' 16.063s'], ,[' 2736220 '],"[' 398138   (Analyzed', ' 362404)']","[' 1250     (Average', ' 289.92 Last', ' 522)']",[' 1780.4  '],"[' 863      (Average Length', ' 411.38 Splits', ' 0)']","[' 362404   (Deleted', ' 349590)']","[' 86       (Ratio', '   0.02%)']","[' 959      (Ratio', '   0.26%)']","[' 362404   (Average Length', '    9.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 362404   (Average', '  4.23 Max', ' 2409 Sum', ' 1531763)']","[' 362289   (Average', '  4.20 Max', ' 2409 Sum', ' 1521097 Ratio', '  99.30%)']","[' 115      (Average', ' 92.75 Max', ' 730 Sum', '  10666 Ratio', '   0.70%)']", ,[' 98166   '],[' 3591    '],[' 97977   '],[' 56035   '],"[' 168101   (Atom=Atom', ' 53442 Body=Body', ' 29041 Other', ' 85618)']",[' Yes'],"[' 4402     (Eliminated', '    0 Frozen', ' 4402)']","[' 12       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.09868'],[' 0'], ,[' 5.13655'],[' 0'],[' 0.196336'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.88742e+07'],[' 1.73313e+07'],[' 0'],[' 3.00135e+08'],[' 0'],[' 0'],[' 626 '],[' 1000 '],[' 1548 '],[' 2027 '],[' 2564 '],[' 3054 '],[' 3493 '],[' 3965 '],[' 4299 '],[' 0 '],[' 9 ']
