Optimal Found Or Timeout,Instances,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Optimum Found,Completion Time for Window 1 is 2712,Completion Time for Window 2 is 5385,Completion Time for Window 3 is 7501
Calls        ,TA71,[' 1323.547s'], ,[' 756053203'],"[' 8163730  (Analyzed', ' 355518)']","[' 4676     (Average', ' 76.03 Last', ' 25273)']",[' 20089.9 '],"[' 6047     (Average Length', ' 2853.83 Splits', ' 0)']","[' 355518   (Deleted', ' 296771)']","[' 91       (Ratio', '   0.03%)']","[' 48107    (Ratio', '  13.53%)']","[' 355518   (Average Length', '   34.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 355518   (Average', ' 1845.37 Max', ' 24236 Sum', ' 656060668)']","[' 351315   (Average', ' 1810.17 Max', ' 24236 Sum', ' 643546534 Ratio', '  98.09%)']","[' 4203     (Average', ' 2977.43 Max', ' 3683 Sum', ' 12514134 Ratio', '   1.91%)']", ,[' 441714  '],[' 35623   '],[' 445094  '],[' 272085  '],"[' 816251   (Atom=Atom', ' 238460 Body=Body', ' 136523 Other', ' 441268)']",[' Yes'],"[' 41003    (Eliminated', '    0 Frozen', ' 41003)']","[' 7074     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 26.0306'],[' 0'], ,[' 562.826'],[' 0'],[' 52.6925'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.70753e+09'],[' 1.6287e+09'],[' 0'],[' 2.67404e+10'],[' 0'],[' 0'], ,[' '],[' '],[' ']
Calls        ,TA72,[' 1538.625s'], ,[' 873989876'],"[' 7163360  (Analyzed', ' 555111)']","[' 5667     (Average', ' 97.96 Last', ' 42215)']",[' 19190.5 '],"[' 6270     (Average Length', ' 2920.40 Splits', ' 0)']","[' 555111   (Deleted', ' 472147)']","[' 108      (Ratio', '   0.02%)']","[' 69408    (Ratio', '  12.50%)']","[' 555111   (Average Length', '   31.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 555111   (Average', ' 1397.21 Max', ' 21992 Sum', ' 775605000)']","[' 551337   (Average', ' 1376.74 Max', ' 21992 Sum', ' 764243848 Ratio', '  98.54%)']","[' 3774     (Average', ' 3010.37 Max', ' 3742 Sum', ' 11361152 Ratio', '   1.46%)']", ,[' 439236  '],[' 35052   '],[' 442677  '],[' 270053  '],"[' 810155   (Atom=Atom', ' 236999 Body=Body', ' 135952 Other', ' 437204)']",[' Yes'],"[' 40493    (Eliminated', '    0 Frozen', ' 40493)']","[' 12125    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 27.976'],[' 0'], ,[' 587.618'],[' 0'],[' 59.0214'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.18085e+09'],[' 2.07023e+09'],[' 0'],[' 2.42327e+10'],[' 0'],[' 0'], ,[' '],[' '],[' ']
Calls        ,TA73,[' 1132.000s'], ,[' 626784201'],"[' 9063643  (Analyzed', ' 301200)']","[' 4378     (Average', ' 68.80 Last', ' 41295)']",[' 19703.9 '],"[' 5915     (Average Length', ' 2776.99 Splits', ' 0)']","[' 301200   (Deleted', ' 251576)']","[' 79       (Ratio', '   0.03%)']","[' 39410    (Ratio', '  13.08%)']","[' 301200   (Average Length', '   32.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 301200   (Average', ' 1758.95 Max', ' 23573 Sum', ' 529794421)']","[' 296871   (Average', ' 1717.74 Max', ' 23573 Sum', ' 517383994 Ratio', '  97.66%)']","[' 4329     (Average', ' 2866.81 Max', ' 3838 Sum', ' 12410427 Ratio', '   2.34%)']", ,[' 440092  '],[' 35228   '],[' 443293  '],[' 269658  '],"[' 808970   (Atom=Atom', ' 236428 Body=Body', ' 136128 Other', ' 436414)']",[' Yes'],"[' 40429    (Eliminated', '    0 Frozen', ' 40429)']","[' 7338     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 25.8184'],[' 0'], ,[' 480.868'],[' 0'],[' 41.0855'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.3929e+09'],[' 1.32129e+09'],[' 0'],[' 2.32019e+10'],[' 0'],[' 0'], ,[' '],[' '],[' ']
Calls        ,TA74,[' 1106.563s'], ,[' 635105749'],"[' 8777745  (Analyzed', ' 290526)']","[' 4512     (Average', ' 64.39 Last', ' 16600)']",[' 19603.2 '],"[' 6170     (Average Length', ' 2884.94 Splits', ' 0)']","[' 290526   (Deleted', ' 240031)']","[' 77       (Ratio', '   0.03%)']","[' 38741    (Ratio', '  13.33%)']","[' 290526   (Average Length', '   30.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 290526   (Average', ' 1845.95 Max', ' 23230 Sum', ' 536296823)']","[' 285999   (Average', ' 1799.96 Max', ' 23230 Sum', ' 522935882 Ratio', '  97.51%)']","[' 4527     (Average', ' 2951.39 Max', ' 3857 Sum', ' 13360941 Ratio', '   2.49%)']", ,[' 437499  '],[' 34859   '],[' 440912  '],[' 267500  '],"[' 802496   (Atom=Atom', ' 234639 Body=Body', ' 135759 Other', ' 432098)']",[' Yes'],"[' 40272    (Eliminated', '    0 Frozen', ' 40272)']","[' 6598     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 25.0402'],[' 0'], ,[' 468.889'],[' 0'],[' 40.7189'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.40454e+09'],[' 1.33294e+09'],[' 0'],[' 2.42409e+10'],[' 0'],[' 0'], ,[' '],[' '],[' ']
Calls        ,TA75,[' 1247.234s'], ,[' 843311425'],"[' 8328132  (Analyzed', ' 480676)']","[' 5149     (Average', ' 93.35 Last', ' 41025)']",[' 18856.9 '],"[' 6026     (Average Length', ' 2852.96 Splits', ' 0)']","[' 480676   (Deleted', ' 405369)']","[' 89       (Ratio', '   0.02%)']","[' 62195    (Ratio', '  12.94%)']","[' 480676   (Average Length', '   31.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 480676   (Average', ' 1560.70 Max', ' 22059 Sum', ' 750190418)']","[' 476848   (Average', ' 1535.99 Max', ' 22059 Sum', ' 738311588 Ratio', '  98.42%)']","[' 3828     (Average', ' 3103.14 Max', ' 3908 Sum', ' 11878830 Ratio', '   1.58%)']", ,[' 441532  '],[' 35518   '],[' 444908  '],[' 271607  '],"[' 814817   (Atom=Atom', ' 238087 Body=Body', ' 136418 Other', ' 440312)']",[' Yes'],"[' 40894    (Eliminated', '    0 Frozen', ' 40894)']","[' 11096    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 22.2859'],[' 0'], ,[' 504.133'],[' 0'],[' 46.1062'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.93048e+09'],[' 1.833e+09'],[' 0'],[' 2.70881e+10'],[' 0'],[' 0'], ,[' '],[' '],[' ']
Calls        ,TA76,[' 1291.063s'], ,[' 888351683'],"[' 6888976  (Analyzed', ' 557908)']","[' 5270     (Average', ' 105.86 Last', ' 60857)']",[' 18560.3 '],"[' 5763     (Average Length', ' 2738.16 Splits', ' 0)']","[' 557908   (Deleted', ' 473861)']","[' 106      (Ratio', '   0.02%)']","[' 71728    (Ratio', '  12.86%)']","[' 557908   (Average Length', '   31.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 557908   (Average', ' 1435.76 Max', ' 22009 Sum', ' 801019232)']","[' 554264   (Average', ' 1415.96 Max', ' 22009 Sum', ' 789976668 Ratio', '  98.62%)']","[' 3644     (Average', ' 3030.34 Max', ' 3766 Sum', ' 11042564 Ratio', '   1.38%)']", ,[' 439503  '],[' 35296   '],[' 442691  '],[' 270396  '],"[' 811184   (Atom=Atom', ' 237098 Body=Body', ' 136196 Other', ' 437890)']",[' Yes'],"[' 40484    (Eliminated', '    0 Frozen', ' 40484)']","[' 11735    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 21.4408'],[' 0'], ,[' 509.372'],[' 0'],[' 48.9952'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.13621e+09'],[' 2.02815e+09'],[' 0'],[' 2.58933e+10'],[' 0'],[' 0'], ,[' '],[' '],[' ']
Calls        ,TA77,[' 1076.875s'], ,[' 721410050'],"[' 7661072  (Analyzed', ' 400921)']","[' 4999     (Average', ' 80.20 Last', ' 24595)']",[' 18933.7 '],"[' 6332     (Average Length', ' 2978.53 Splits', ' 0)']","[' 400921   (Deleted', ' 335866)']","[' 79       (Ratio', '   0.02%)']","[' 51377    (Ratio', '  12.81%)']","[' 400921   (Average Length', '   30.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 400921   (Average', ' 1558.76 Max', ' 22148 Sum', ' 624939867)']","[' 397070   (Average', ' 1527.84 Max', ' 22148 Sum', ' 612541901 Ratio', '  98.02%)']","[' 3851     (Average', ' 3219.41 Max', ' 4085 Sum', ' 12397966 Ratio', '   1.98%)']", ,[' 438305  '],[' 34870   '],[' 441851  '],[' 268603  '],"[' 805805   (Atom=Atom', ' 235731 Body=Body', ' 135770 Other', ' 434304)']",[' Yes'],"[' 40416    (Eliminated', '    0 Frozen', ' 40416)']","[' 9658     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 23.1973'],[' 0'], ,[' 431.699'],[' 0'],[' 38.9556'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.63337e+09'],[' 1.54677e+09'],[' 0'],[' 2.36576e+10'],[' 0'],[' 0'], ,[' '],[' '],[' ']
Calls        ,TA78,[' 1328.406s'], ,[' 874667716'],"[' 8289280  (Analyzed', ' 504016)']","[' 5580     (Average', ' 90.33 Last', ' 36105)']",[' 19137.9 '],"[' 6525     (Average Length', ' 3024.76 Splits', ' 0)']","[' 504016   (Deleted', ' 424409)']","[' 87       (Ratio', '   0.02%)']","[' 65937    (Ratio', '  13.08%)']","[' 504016   (Average Length', '   30.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 504016   (Average', ' 1535.26 Max', ' 22061 Sum', ' 773794180)']","[' 499935   (Average', ' 1509.85 Max', ' 22061 Sum', ' 760989374 Ratio', '  98.35%)']","[' 4081     (Average', ' 3137.66 Max', ' 4197 Sum', ' 12804806 Ratio', '   1.65%)']", ,[' 439274  '],[' 35033   '],[' 442860  '],[' 269197  '],"[' 807587   (Atom=Atom', ' 236162 Body=Body', ' 135933 Other', ' 435492)']",[' Yes'],"[' 40619    (Eliminated', '    0 Frozen', ' 40619)']","[' 9966     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 24.822'],[' 0'], ,[' 553.797'],[' 0'],[' 48.4937'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.0491e+09'],[' 1.94455e+09'],[' 0'],[' 3.22557e+10'],[' 0'],[' 0'], ,[' '],[' '],[' ']
Calls        ,TA79,[' 1129.656s'], ,[' 772253695'],"[' 7481345  (Analyzed', ' 385619)']","[' 5096     (Average', ' 75.67 Last', ' 43202)']",[' 18981.3 '],"[' 6327     (Average Length', ' 2970.19 Splits', ' 0)']","[' 385619   (Deleted', ' 322617)']","[' 66       (Ratio', '   0.02%)']","[' 51841    (Ratio', '  13.44%)']","[' 385619   (Average Length', '   30.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 385619   (Average', ' 1758.86 Max', ' 23113 Sum', ' 678249212)']","[' 381202   (Average', ' 1719.95 Max', ' 23113 Sum', ' 663244605 Ratio', '  97.79%)']","[' 4417     (Average', ' 3397.01 Max', ' 4098 Sum', ' 15004607 Ratio', '   2.21%)']", ,[' 439285  '],[' 35133   '],[' 442824  '],[' 269707  '],"[' 809117   (Atom=Atom', ' 236572 Body=Body', ' 136033 Other', ' 436512)']",[' Yes'],"[' 40672    (Eliminated', '    0 Frozen', ' 40672)']","[' 8158     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 22.8841'],[' 0'], ,[' 459.287'],[' 0'],[' 42.1033'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.74107e+09'],[' 1.65526e+09'],[' 0'],[' 2.42722e+10'],[' 0'],[' 0'], ,[' '],[' '],[' ']
Calls        ,TA80,[' 1069.422s'], ,[' 730485435'],"[' 8841760  (Analyzed', ' 341519)']","[' 4454     (Average', ' 76.68 Last', ' 40712)']",[' 19603.5 '],"[' 5462     (Average Length', ' 2586.70 Splits', ' 0)']","[' 341519   (Deleted', ' 281027)']","[' 77       (Ratio', '   0.02%)']","[' 47842    (Ratio', '  14.01%)']","[' 341519   (Average Length', '   31.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 341519   (Average', ' 1874.22 Max', ' 23428 Sum', ' 640082681)']","[' 337153   (Average', ' 1840.40 Max', ' 23428 Sum', ' 628532962 Ratio', '  98.20%)']","[' 4366     (Average', ' 2645.38 Max', ' 3394 Sum', ' 11549719 Ratio', '   1.80%)']", ,[' 439750  '],[' 35448   '],[' 442584  '],[' 270257  '],"[' 810767   (Atom=Atom', ' 236807 Body=Body', ' 136348 Other', ' 437612)']",[' Yes'],"[' 40282    (Eliminated', '    0 Frozen', ' 40282)']","[' 7604     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 21.3044'],[' 0'], ,[' 453.572'],[' 0'],[' 39.9403'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.63163e+09'],[' 1.55433e+09'],[' 0'],[' 2.66031e+10'],[' 0'],[' 0'], ,[' '],[' '],[' ']
