Optimal Found Or Timeout,Instances,Solving...,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA58_Clus(1), , , , ,[' 1'],[' 4171+'],[' 2089'],"[' 602.163s (Solving', ' 593.47s 1st Model', ' 447.67s Unsat', ' 0.00s)']",[' 600.938s'], ,[' 196928584'],"[' 11245783 (Analyzed', ' 10655128)']","[' 25069    (Average', ' 425.03 Last', ' 1583388)']",[' 3938.0  '],"[' 2089     (Average Length', ' 1092.48 Splits', ' 0)']","[' 10655128 (Deleted', ' 10581836)']","[' 601      (Ratio', '   0.01%)']","[' 18234    (Ratio', '   0.17%)']","[' 10655128 (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10655128 (Average', ' 17.86 Max', ' 4033 Sum', ' 190256492)']","[' 10654741 (Average', ' 17.82 Max', ' 4033 Sum', ' 189881662 Ratio', '  99.80%)']","[' 387      (Average', ' 968.55 Max', ' 1566 Sum', ' 374830 Ratio', '   0.20%)']", ,[' 92709   '],[' 5971    '],[' 86881   '],[' 39279   '],"[' 115628   (Atom=Atom', ' 30218 Body=Body', ' 19935 Other', ' 65475)']",[' Yes'],"[' 8184     (Eliminated', '    0 Frozen', ' 8184)']","[' 2493     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.86335'],[' 0'], ,[' 337.333'],[' 0'],[' 16.0114'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.51572e+08'],[' 5.23621e+08'],[' 0'],[' 1.77968e+10'],[' 0'],[' 0'],[' 1178 '],[' 2237 '],[' 3352 '],[' 3 '],[' 0 ']
Solving...,TA58_Clus(10), , , , ,[' 1'],[' 4165+'],[' 2086'],"[' 602.616s (Solving', ' 592.85s 1st Model', ' 30.44s Unsat', ' 0.00s)']",[' 601.109s'], ,[' 208592206'],"[' 9862002  (Analyzed', ' 9342077)']","[' 18221    (Average', ' 512.71 Last', ' 80684)']",[' 3844.8  '],"[' 2086     (Average Length', ' 1086.43 Splits', ' 0)']","[' 9342077  (Deleted', ' 9252346)']","[' 491      (Ratio', '   0.01%)']","[' 26528    (Ratio', '   0.28%)']","[' 9342077  (Average Length', '   17.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9342077  (Average', ' 21.66 Max', ' 3619 Sum', ' 202329141)']","[' 9341629  (Average', ' 21.60 Max', ' 3561 Sum', ' 201823409 Ratio', '  99.75%)']","[' 448      (Average', ' 1128.87 Max', ' 1344 Sum', ' 505732 Ratio', '   0.25%)']", ,[' 93543   '],[' 6040    '],[' 87442   '],[' 39752   '],"[' 117101   (Atom=Atom', ' 30533 Body=Body', ' 20160 Other', ' 66408)']",[' Yes'],"[' 8206     (Eliminated', '    0 Frozen', ' 8206)']","[' 4218     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.90407'],[' 0'], ,[' 325.149'],[' 0'],[' 16.4905'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.92585e+08'],[' 5.76767e+08'],[' 0'],[' 1.94169e+10'],[' 0'],[' 0'],[' 1148 '],[' 2373 '],[' 3644 '],[' 3 '],[' 0 ']
Solving...,TA58_Clus(11), , , , ,[' 1'],[' 3779+'],[' 1893'],"[' 601.840s (Solving', ' 592.68s 1st Model', ' 18.42s Unsat', ' 0.00s)']",[' 600.266s'], ,[' 229101291'],"[' 9334892  (Analyzed', ' 8875743)']","[' 16414    (Average', ' 540.74 Last', ' 16578)']",[' 3835.1  '],"[' 1893     (Average Length', ' 1008.72 Splits', ' 0)']","[' 8875743  (Deleted', ' 8779963)']","[' 534      (Ratio', '   0.01%)']","[' 28737    (Ratio', '   0.32%)']","[' 8875743  (Average Length', '   16.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8875743  (Average', ' 25.15 Max', ' 3683 Sum', ' 223246272)']","[' 8875302  (Average', ' 25.10 Max', ' 3564 Sum', ' 222808328 Ratio', '  99.80%)']","[' 441      (Average', ' 993.07 Max', ' 1194 Sum', ' 437944 Ratio', '   0.20%)']", ,[' 93597   '],[' 6061    '],[' 87296   '],[' 39691   '],"[' 116978   (Atom=Atom', ' 30438 Body=Body', ' 20229 Other', ' 66311)']",[' Yes'],"[' 8093     (Eliminated', '    0 Frozen', ' 8093)']","[' 4367     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.82075'],[' 0'], ,[' 313.796'],[' 0'],[' 17.0136'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.3038e+08'],[' 6.15904e+08'],[' 0'],[' 1.71577e+10'],[' 0'],[' 0'],[' 1141 '],[' 2527 '],[' 3611 '],[' 3 '],[' 0 ']
Solving...,TA58_Clus(12), , , , ,[' 1'],[' 4371+'],[' 2189'],"[' 602.128s (Solving', ' 592.69s 1st Model', ' 196.18s Unsat', ' 0.00s)']",[' 600.516s'], ,[' 244689154'],"[' 9428734  (Analyzed', ' 8929005)']","[' 19699    (Average', ' 453.27 Last', ' 829808)']",[' 3853.3  '],"[' 2189     (Average Length', ' 1120.88 Splits', ' 0)']","[' 8929005  (Deleted', ' 8850207)']","[' 564      (Ratio', '   0.01%)']","[' 27902    (Ratio', '   0.31%)']","[' 8929005  (Average Length', '   15.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8929005  (Average', ' 26.67 Max', ' 3851 Sum', ' 238098586)']","[' 8928597  (Average', ' 26.61 Max', ' 3680 Sum', ' 237599838 Ratio', '  99.79%)']","[' 408      (Average', ' 1222.42 Max', ' 1475 Sum', ' 498748 Ratio', '   0.21%)']", ,[' 92984   '],[' 5990    '],[' 87185   '],[' 39479   '],"[' 116188   (Atom=Atom', ' 30394 Body=Body', ' 19992 Other', ' 65802)']",[' Yes'],"[' 8244     (Eliminated', '    0 Frozen', ' 8244)']","[' 3617     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.95116'],[' 0'], ,[' 300.799'],[' 0'],[' 17.1755'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.94559e+08'],[' 6.62919e+08'],[' 0'],[' 1.54602e+10'],[' 0'],[' 0'],[' 1114 '],[' 2323 '],[' 3471 '],[' 3 '],[' 0 ']
Solving...,TA58_Clus(13), , , , ,[' 1'],[' 3895+'],[' 1951'],"[' 601.952s (Solving', ' 593.21s 1st Model', ' 206.46s Unsat', ' 0.00s)']",[' 599.734s'], ,[' 233799388'],"[' 9336040  (Analyzed', ' 8863825)']","[' 18534    (Average', ' 478.25 Last', ' 1180743)']",[' 3786.1  '],"[' 1951     (Average Length', ' 1028.61 Splits', ' 0)']","[' 8863825  (Deleted', ' 8788570)']","[' 531      (Ratio', '   0.01%)']","[' 26215    (Ratio', '   0.30%)']","[' 8863825  (Average Length', '   15.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8863825  (Average', ' 25.71 Max', ' 3664 Sum', ' 227877641)']","[' 8863406  (Average', ' 25.66 Max', ' 3664 Sum', ' 227410528 Ratio', '  99.80%)']","[' 419      (Average', ' 1114.83 Max', ' 1285 Sum', ' 467113 Ratio', '   0.20%)']", ,[' 93103   '],[' 5973    '],[' 86854   '],[' 39365   '],"[' 115807   (Atom=Atom', ' 30144 Body=Body', ' 19965 Other', ' 65698)']",[' Yes'],"[' 8041     (Eliminated', '    0 Frozen', ' 8041)']","[' 3363     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.78689'],[' 0'], ,[' 310.522'],[' 0'],[' 17.156'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.71969e+08'],[' 6.41607e+08'],[' 0'],[' 1.62326e+10'],[' 0'],[' 0'],[' 1096 '],[' 2281 '],[' 3437 '],[' 3 '],[' 0 ']
Solving...,TA58_Clus(14), , , , ,[' 1'],[' 4137+'],[' 2072'],"[' 602.284s (Solving', ' 593.01s 1st Model', ' 253.99s Unsat', ' 0.00s)']",[' 601.094s'], ,[' 230985294'],"[' 9291624  (Analyzed', ' 8828407)']","[' 20207    (Average', ' 436.90 Last', ' 691026)']",[' 3814.8  '],"[' 2072     (Average Length', ' 1081.74 Splits', ' 0)']","[' 8828407  (Deleted', ' 8752369)']","[' 533      (Ratio', '   0.01%)']","[' 25994    (Ratio', '   0.29%)']","[' 8828407  (Average Length', '   14.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8828407  (Average', ' 25.46 Max', ' 3672 Sum', ' 224758377)']","[' 8827984  (Average', ' 25.41 Max', ' 3672 Sum', ' 224304780 Ratio', '  99.80%)']","[' 423      (Average', ' 1072.33 Max', ' 1314 Sum', ' 453597 Ratio', '   0.20%)']", ,[' 92889   '],[' 5973    '],[' 86952   '],[' 39352   '],"[' 115735   (Atom=Atom', ' 30223 Body=Body', ' 19947 Other', ' 65565)']",[' Yes'],"[' 8160     (Eliminated', '    0 Frozen', ' 8160)']","[' 3413     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.88287'],[' 0'], ,[' 310.231'],[' 0'],[' 17.0266'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.84719e+08'],[' 6.51807e+08'],[' 0'],[' 1.63114e+10'],[' 0'],[' 0'],[' 1045 '],[' 2187 '],[' 3365 '],[' 3 '],[' 0 ']
Solving...,TA58_Clus(15), , , , ,[' 1'],[' 3747+'],[' 1877'],"[' 602.151s (Solving', ' 593.89s 1st Model', ' 205.63s Unsat', ' 0.00s)']",[' 600.578s'], ,[' 225131796'],"[' 9920855  (Analyzed', ' 9551248)']","[' 19413    (Average', ' 492.00 Last', ' 948279)']",[' 3685.3  '],"[' 1877     (Average Length', ' 973.88 Splits', ' 0)']","[' 9551248  (Deleted', ' 9476005)']","[' 513      (Ratio', '   0.01%)']","[' 25010    (Ratio', '   0.26%)']","[' 9551248  (Average Length', '   15.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9551248  (Average', ' 22.99 Max', ' 3614 Sum', ' 219595270)']","[' 9550789  (Average', ' 22.94 Max', ' 3614 Sum', ' 219115381 Ratio', '  99.78%)']","[' 459      (Average', ' 1045.51 Max', ' 1168 Sum', ' 479889 Ratio', '   0.22%)']", ,[' 92369   '],[' 5947    '],[' 86323   '],[' 38975   '],"[' 114622   (Atom=Atom', ' 29910 Body=Body', ' 19863 Other', ' 64849)']",[' Yes'],"[' 7944     (Eliminated', '    0 Frozen', ' 7944)']","[' 3485     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.68218'],[' 0'], ,[' 325.824'],[' 0'],[' 17.1234'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.19e+08'],[' 5.95062e+08'],[' 0'],[' 1.78986e+10'],[' 0'],[' 0'],[' 1080 '],[' 2300 '],[' 3481 '],[' 3 '],[' 0 ']
Solving...,TA58_Clus(2), , , , ,[' 1'],[' 4327+'],[' 2167'],"[' 602.443s (Solving', ' 592.63s 1st Model', ' 306.21s Unsat', ' 0.00s)']",[' 601.047s'], ,[' 188748095'],"[' 11035839 (Analyzed', ' 10434768)']","[' 24774    (Average', ' 421.20 Last', ' 870397)']",[' 4016.2  '],"[' 2167     (Average Length', ' 1108.93 Splits', ' 0)']","[' 10434768 (Deleted', ' 10356602)']","[' 623      (Ratio', '   0.01%)']","[' 17973    (Ratio', '   0.17%)']","[' 10434768 (Average Length', '   12.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10434768 (Average', ' 17.41 Max', ' 4042 Sum', ' 181687969)']","[' 10434403 (Average', ' 17.38 Max', ' 4042 Sum', ' 181308397 Ratio', '  99.79%)']","[' 365      (Average', ' 1039.92 Max', ' 1992 Sum', ' 379572 Ratio', '   0.21%)']", ,[' 92530   '],[' 5963    '],[' 86864   '],[' 39235   '],"[' 115436   (Atom=Atom', ' 30236 Body=Body', ' 19899 Other', ' 65301)']",[' Yes'],"[' 8209     (Eliminated', '    0 Frozen', ' 8209)']","[' 2645     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.96904'],[' 0'], ,[' 331.327'],[' 0'],[' 15.3089'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.63376e+08'],[' 5.34922e+08'],[' 0'],[' 1.70966e+10'],[' 0'],[' 0'],[' 1190 '],[' 2310 '],[' 3412 '],[' 3 '],[' 0 ']
Solving...,TA58_Clus(3), , , , ,[' 1'],[' 4477+'],[' 2242'],"[' 575.713s (Solving', ' 565.69s 1st Model', ' 316.95s Unsat', ' 119.75s)']",[' 574.656s'], ,[' 169491759'],"[' 11376029 (Analyzed', ' 10724000)']","[' 25587    (Average', ' 419.12 Last', ' 878929)']",[' 4093.0  '],"[' 2242     (Average Length', ' 1150.89 Splits', ' 0)']","[' 10724000 (Deleted', ' 10650428)']","[' 588      (Ratio', '   0.01%)']","[' 16611    (Ratio', '   0.15%)']","[' 10724000 (Average Length', '   12.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10724000 (Average', ' 15.12 Max', ' 4222 Sum', ' 162129073)']","[' 10723620 (Average', ' 15.08 Max', ' 4222 Sum', ' 161712326 Ratio', '  99.74%)']","[' 380      (Average', ' 1096.70 Max', ' 1706 Sum', ' 416747 Ratio', '   0.26%)']", ,[' 92776   '],[' 5955    '],[' 87074   '],[' 39364   '],"[' 115830   (Atom=Atom', ' 30307 Body=Body', ' 19887 Other', ' 65636)']",[' Yes'],"[' 8292     (Eliminated', '    0 Frozen', ' 8292)']","[' 2362     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.01686'],[' 0'], ,[' 326.927'],[' 0'],[' 14.4612'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.76924e+08'],[' 4.61494e+08'],[' 0'],[' 1.76274e+10'],[' 0'],[' 0'],[' 1174 '],[' 2220 '],[' 3370 '],[' 2 '],[' 1 ']
Solving...,TA58_Clus(4), , , , ,[' 1'],[' 4315+'],[' 2161'],"[' 602.298s (Solving', ' 592.69s 1st Model', ' 287.55s Unsat', ' 0.00s)']",[' 600.734s'], ,[' 216279386'],"[' 10107618 (Analyzed', ' 9422354)']","[' 21033    (Average', ' 447.98 Last', ' 1392137)']",[' 4044.0  '],"[' 2161     (Average Length', ' 1120.72 Splits', ' 0)']","[' 9422354  (Deleted', ' 9357749)']","[' 625      (Ratio', '   0.01%)']","[' 23356    (Ratio', '   0.25%)']","[' 9422354  (Average Length', '   14.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9422354  (Average', ' 22.19 Max', ' 3992 Sum', ' 209108808)']","[' 9422072  (Average', ' 22.16 Max', ' 3992 Sum', ' 208754674 Ratio', '  99.83%)']","[' 282      (Average', ' 1255.79 Max', ' 1382 Sum', ' 354134 Ratio', '   0.17%)']", ,[' 92991   '],[' 6006    '],[' 87190   '],[' 39513   '],"[' 116402   (Atom=Atom', ' 30430 Body=Body', ' 20040 Other', ' 65932)']",[' Yes'],"[' 8257     (Eliminated', '    0 Frozen', ' 8257)']","[' 2307     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.01426'],[' 0'], ,[' 315.666'],[' 0'],[' 16.5028'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.24738e+08'],[' 5.99855e+08'],[' 0'],[' 1.58896e+10'],[' 0'],[' 0'],[' 1127 '],[' 2328 '],[' 3509 '],[' 3 '],[' 0 ']
