Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 
Solving...,TA61, ,[' 1'],[' 6687+'],[' 3346'],"[' 1498.759s (Solving', ' 1467.23s 1st Model', ' 1382.41s Unsat', ' 0.00s)']",[' 1493.234s'], ,[' 657443265'],"[' 3358552  (Analyzed', ' 3058122)']","[' 9957     (Average', ' 307.13 Last', ' 797356)']",[' 9180.0  '],"[' 3346     (Average Length', ' 1631.49 Splits', ' 0)']","[' 3058122  (Deleted', ' 2974555)']","[' 911      (Ratio', '   0.03%)']","[' 69177    (Ratio', '   2.26%)']","[' 3058122  (Average Length', '   23.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3058122  (Average', ' 206.78 Max', ' 10762 Sum', ' 632344087)']","[' 3057602  (Average', ' 206.47 Max', ' 10459 Sum', ' 631413803 Ratio', '  99.85%)']","[' 520      (Average', ' 1789.01 Max', ' 3139 Sum', ' 930284 Ratio', '   0.15%)']", ,[' 121202  '],[' 15632   '],[' 122195  '],[' 82405   '],"[' 247211   (Atom=Atom', ' 68918 Body=Body', ' 39935 Other', ' 138358)']",[' Yes'],"[' 17625    (Eliminated', '    0 Frozen', ' 17625)']","[' 7278     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.34137'],[' 0'], ,[' 559.449'],[' 0'],[' 47.0838'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.27285e+09'],[' 2.04967e+09'],[' 0'],[' 1.79164e+10'],[' 0'],[' 0'],[' 1829 '],[' 3559 ']
Solving...,TA62, ,[' 1'],[' 7463+'],[' 3734'],"[' 1500.060s (Solving', ' 1462.98s 1st Model', ' 1392.98s Unsat', ' 0.00s)']",[' 1487.391s'], ,[' 579051480'],"[' 2469596  (Analyzed', ' 2053197)']","[' 8025     (Average', ' 255.85 Last', ' 438252)']",[' 9262.7  '],"[' 3734     (Average Length', ' 1825.92 Splits', ' 0)']","[' 2053197  (Deleted', ' 1974291)']","[' 684      (Ratio', '   0.03%)']","[' 68516    (Ratio', '   3.34%)']","[' 2053197  (Average Length', '   24.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2053197  (Average', ' 268.66 Max', ' 10444 Sum', ' 551613626)']","[' 2052647  (Average', ' 268.11 Max', ' 10436 Sum', ' 550477489 Ratio', '  99.79%)']","[' 550      (Average', ' 2065.70 Max', ' 3441 Sum', ' 1136137 Ratio', '   0.21%)']", ,[' 122288  '],[' 15794   '],[' 123522  '],[' 83157   '],"[' 249467   (Atom=Atom', ' 69598 Body=Body', ' 40007 Other', ' 139862)']",[' Yes'],"[' 18028    (Eliminated', '    0 Frozen', ' 18028)']","[' 7518     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.48593'],[' 0'], ,[' 538.816'],[' 0'],[' 45.6271'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.03302e+09'],[' 1.85458e+09'],[' 0'],[' 1.41854e+10'],[' 0'],[' 0'],[' 1808 '],[' 3635 ']
Solving...,TA63, ,[' 1'],[' 7143+'],[' 3574'],"[' 1500.313s (Solving', ' 1462.44s 1st Model', ' 1273.84s Unsat', ' 0.00s)']",[' 1484.906s'], ,[' 565888499'],"[' 2830585  (Analyzed', ' 2231673)']","[' 8352     (Average', ' 267.20 Last', ' 408820)']",[' 9187.9  '],"[' 3574     (Average Length', ' 1743.30 Splits', ' 0)']","[' 2231673  (Deleted', ' 2156465)']","[' 794      (Ratio', '   0.04%)']","[' 64654    (Ratio', '   2.90%)']","[' 2231673  (Average Length', '   22.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2231673  (Average', ' 241.67 Max', ' 10910 Sum', ' 539322826)']","[' 2231138  (Average', ' 241.21 Max', ' 10683 Sum', ' 538293070 Ratio', '  99.81%)']","[' 535      (Average', ' 1924.78 Max', ' 3334 Sum', ' 1029756 Ratio', '   0.19%)']", ,[' 121342  '],[' 15587   '],[' 122404  '],[' 82066   '],"[' 246194   (Atom=Atom', ' 68748 Body=Body', ' 39766 Other', ' 137680)']",[' Yes'],"[' 17649    (Eliminated', '    0 Frozen', ' 17649)']","[' 6542     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.83076'],[' 0'], ,[' 545.522'],[' 0'],[' 45.1792'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.93966e+09'],[' 1.75619e+09'],[' 0'],[' 1.44194e+10'],[' 0'],[' 0'],[' 1669 '],[' 3284 ']
Solving...,TA64, ,[' 1'],[' 7067+'],[' 3536'],"[' 1500.487s (Solving', ' 1460.47s 1st Model', ' 1323.23s Unsat', ' 0.00s)']",[' 1489.656s'], ,[' 587332819'],"[' 3178266  (Analyzed', ' 2352265)']","[' 9053     (Average', ' 259.83 Last', ' 231434)']",[' 9508.2  '],"[' 3536     (Average Length', ' 1732.07 Splits', ' 0)']","[' 2352265  (Deleted', ' 2270610)']","[' 832      (Ratio', '   0.04%)']","[' 67585    (Ratio', '   2.87%)']","[' 2352265  (Average Length', '   23.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2352265  (Average', ' 237.82 Max', ' 10419 Sum', ' 559411808)']","[' 2351699  (Average', ' 237.47 Max', ' 10419 Sum', ' 558589736 Ratio', '  99.85%)']","[' 566      (Average', ' 1452.42 Max', ' 3364 Sum', ' 822072 Ratio', '   0.15%)']", ,[' 120982  '],[' 15647   '],[' 122006  '],[' 82102   '],"[' 246302   (Atom=Atom', ' 68792 Body=Body', ' 39758 Other', ' 137752)']",[' Yes'],"[' 17671    (Eliminated', '    0 Frozen', ' 17671)']","[' 7434     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.20141'],[' 0'], ,[' 551.029'],[' 0'],[' 44.6779'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.04321e+09'],[' 1.85402e+09'],[' 0'],[' 1.65139e+10'],[' 0'],[' 0'],[' 1743 '],[' 3342 ']
Solving...,TA65, ,[' 1'],[' 7417+'],[' 3711'],"[' 1499.995s (Solving', ' 1463.75s 1st Model', ' 1181.31s Unsat', ' 0.00s)']",[' 1491.922s'], ,[' 620652166'],"[' 2733457  (Analyzed', ' 2321042)']","[' 8511     (Average', ' 272.71 Last', ' 148679)']",[' 9346.8  '],"[' 3711     (Average Length', ' 1808.49 Splits', ' 0)']","[' 2321042  (Deleted', ' 2231517)']","[' 795      (Ratio', '   0.03%)']","[' 73230    (Ratio', '   3.16%)']","[' 2321042  (Average Length', '   23.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2321042  (Average', ' 255.52 Max', ' 11049 Sum', ' 593078249)']","[' 2320407  (Average', ' 255.00 Max', ' 10453 Sum', ' 591864021 Ratio', '  99.80%)']","[' 635      (Average', ' 1912.17 Max', ' 3401 Sum', ' 1214228 Ratio', '   0.20%)']", ,[' 122064  '],[' 15689   '],[' 123301  '],[' 82848   '],"[' 248540   (Atom=Atom', ' 69363 Body=Body', ' 39933 Other', ' 139244)']",[' Yes'],"[' 17926    (Eliminated', '    0 Frozen', ' 17926)']","[' 7879     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.26098'],[' 0'], ,[' 536.859'],[' 0'],[' 45.3391'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.29863e+09'],[' 2.10016e+09'],[' 0'],[' 1.60989e+10'],[' 0'],[' 0'],[' 1695 '],[' 3408 ']
Solving...,TA66, ,[' 1'],[' 7283+'],[' 3644'],"[' 1501.037s (Solving', ' 1462.97s 1st Model', ' 1196.92s Unsat', ' 0.00s)']",[' 1493.766s'], ,[' 638828092'],"[' 3189095  (Analyzed', ' 2499853)']","[' 9051     (Average', ' 276.20 Last', ' 139901)']",[' 9392.7  '],"[' 3644     (Average Length', ' 1782.42 Splits', ' 0)']","[' 2499853  (Deleted', ' 2410991)']","[' 854      (Ratio', '   0.03%)']","[' 73376    (Ratio', '   2.94%)']","[' 2499853  (Average Length', '   24.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2499853  (Average', ' 244.39 Max', ' 10441 Sum', ' 610933363)']","[' 2499294  (Average', ' 243.99 Max', ' 10441 Sum', ' 609932816 Ratio', '  99.84%)']","[' 559      (Average', ' 1789.89 Max', ' 3395 Sum', ' 1000547 Ratio', '   0.16%)']", ,[' 122068  '],[' 15802   '],[' 123229  '],[' 83067   '],"[' 249197   (Atom=Atom', ' 69510 Body=Body', ' 40005 Other', ' 139682)']",[' Yes'],"[' 17963    (Eliminated', '    0 Frozen', ' 17963)']","[' 8133     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.48508'],[' 0'], ,[' 542.052'],[' 0'],[' 45.6761'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.39244e+09'],[' 2.18328e+09'],[' 0'],[' 1.72043e+10'],[' 0'],[' 0'],[' 1703 '],[' 3532 ']
Solving...,TA67, ,[' 1'],[' 7219+'],[' 3612'],"[' 1499.810s (Solving', ' 1463.92s 1st Model', ' 1359.73s Unsat', ' 0.00s)']",[' 1496.328s'], ,[' 666318923'],"[' 3014457  (Analyzed', ' 2688137)']","[' 9665     (Average', ' 278.13 Last', ' 207478)']",[' 9332.9  '],"[' 3612     (Average Length', ' 1771.23 Splits', ' 0)']","[' 2688137  (Deleted', ' 2600510)']","[' 932      (Ratio', '   0.03%)']","[' 72524    (Ratio', '   2.70%)']","[' 2688137  (Average Length', '   23.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2688137  (Average', ' 237.79 Max', ' 11173 Sum', ' 639222124)']","[' 2687567  (Average', ' 237.41 Max', ' 10287 Sum', ' 638191740 Ratio', '  99.84%)']","[' 570      (Average', ' 1807.69 Max', ' 3390 Sum', ' 1030384 Ratio', '   0.16%)']", ,[' 121291  '],[' 15635   '],[' 122394  '],[' 82235   '],"[' 246701   (Atom=Atom', ' 68894 Body=Body', ' 39789 Other', ' 138018)']",[' Yes'],"[' 17738    (Eliminated', '    0 Frozen', ' 17738)']","[' 7743     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.2187'],[' 0'], ,[' 539.246'],[' 0'],[' 45.814'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.46269e+09'],[' 2.24369e+09'],[' 0'],[' 1.83179e+10'],[' 0'],[' 0'],[' 1811 '],[' 3471 ']
Solving...,TA68, ,[' 1'],[' 7009+'],[' 3507'],"[' 1499.029s (Solving', ' 1465.74s 1st Model', ' 1241.41s Unsat', ' 0.00s)']",[' 1493.969s'], ,[' 686141763'],"[' 3533282  (Analyzed', ' 2776452)']","[' 10224    (Average', ' 271.56 Last', ' 223115)']",[' 9442.6  '],"[' 3507     (Average Length', ' 1713.81 Splits', ' 0)']","[' 2776452  (Deleted', ' 2684157)']","[' 881      (Ratio', '   0.03%)']","[' 73670    (Ratio', '   2.65%)']","[' 2776452  (Average Length', '   23.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2776452  (Average', ' 237.21 Max', ' 10055 Sum', ' 658605564)']","[' 2775870  (Average', ' 236.90 Max', ' 10055 Sum', ' 657746215 Ratio', '  99.87%)']","[' 582      (Average', ' 1476.54 Max', ' 3296 Sum', ' 859349 Ratio', '   0.13%)']", ,[' 121746  '],[' 15662   '],[' 122870  '],[' 82535   '],"[' 247601   (Atom=Atom', ' 69081 Body=Body', ' 39902 Other', ' 138618)']",[' Yes'],"[' 17786    (Eliminated', '    0 Frozen', ' 17786)']","[' 8047     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.78123'],[' 0'], ,[' 544.869'],[' 0'],[' 45.7468'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.60243e+09'],[' 2.37341e+09'],[' 0'],[' 1.85579e+10'],[' 0'],[' 0'],[' 1788 '],[' 3447 ']
Solving...,TA69, ,[' 1'],[' 6969+'],[' 3487'],"[' 1500.128s (Solving', ' 1462.27s 1st Model', ' 901.89s Unsat', ' 0.00s)']",[' 1494.328s'], ,[' 626895302'],"[' 3760533  (Analyzed', ' 2658337)']","[' 8508     (Average', ' 312.45 Last', ' 203026)']",[' 9661.2  '],"[' 3487     (Average Length', ' 1708.90 Splits', ' 0)']","[' 2658337  (Deleted', ' 2562676)']","[' 887      (Ratio', '   0.03%)']","[' 74055    (Ratio', '   2.79%)']","[' 2658337  (Average Length', '   25.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2658337  (Average', ' 225.11 Max', ' 10811 Sum', ' 598405944)']","[' 2657755  (Average', ' 224.78 Max', ' 9929 Sum', ' 597553802 Ratio', '  99.86%)']","[' 582      (Average', ' 1464.16 Max', ' 3293 Sum', ' 852142 Ratio', '   0.14%)']", ,[' 122013  '],[' 15776   '],[' 123130  '],[' 82972   '],"[' 248912   (Atom=Atom', ' 69385 Body=Body', ' 40035 Other', ' 139492)']",[' Yes'],"[' 17893    (Eliminated', '    0 Frozen', ' 17893)']","[' 8397     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.81773'],[' 0'], ,[' 554.414'],[' 0'],[' 45.0834'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.24874e+09'],[' 2.05381e+09'],[' 0'],[' 1.81009e+10'],[' 0'],[' 0'],[' 1977 '],[' 3735 ']
Solving...,TA70, ,[' 1'],[' 6619+'],[' 3312'],"[' 1498.779s (Solving', ' 1468.13s 1st Model', ' 796.81s Unsat', ' 0.00s)']",[' 1492.375s'], ,[' 629043646'],"[' 3104289  (Analyzed', ' 2846378)']","[' 8027     (Average', ' 354.60 Last', ' 161552)']",[' 9054.5  '],"[' 3312     (Average Length', ' 1625.84 Splits', ' 0)']","[' 2846378  (Deleted', ' 2750448)']","[' 992      (Ratio', '   0.03%)']","[' 76941    (Ratio', '   2.70%)']","[' 2846378  (Average Length', '   25.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2846378  (Average', ' 212.50 Max', ' 11009 Sum', ' 604852565)']","[' 2845789  (Average', ' 212.13 Max', ' 11009 Sum', ' 603792938 Ratio', '  99.82%)']","[' 589      (Average', ' 1799.03 Max', ' 3095 Sum', ' 1059627 Ratio', '   0.18%)']", ,[' 121985  '],[' 15776   '],[' 122904  '],[' 82828   '],"[' 248480   (Atom=Atom', ' 69250 Body=Body', ' 40026 Other', ' 139204)']",[' Yes'],"[' 17695    (Eliminated', '    0 Frozen', ' 17695)']","[' 8324     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.23165'],[' 0'], ,[' 562.381'],[' 0'],[' 44.8072'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.24848e+09'],[' 2.04591e+09'],[' 0'],[' 1.88659e+10'],[' 0'],[' 0'],[' 1975 '],[' 3781 ']
