Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 
Solving...,TA61, , ,[' 859'],[' 439'],"[' 154.739s (Solving', ' 151.76s 1st Model', ' 1.43s Unsat', ' 9.53s)']",[' 154.250s'], ,[' 6475018 '],"[' 3541198  (Analyzed', ' 3525956)']","[' 8967     (Average', ' 393.21 Last', ' 4447)']",[' 1630.6  '],"[' 439      (Average Length', ' 211.21 Splits', ' 0)']","[' 3525956  (Deleted', ' 3457853)']","[' 60       (Ratio', '   0.00%)']","[' 2093     (Ratio', '   0.06%)']","[' 3525956  (Average Length', '   11.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3525956  (Average', '  1.63 Max', ' 2327 Sum', ' 5744622)']","[' 3525764  (Average', '  1.62 Max', ' 2327 Sum', ' 5720886 Ratio', '  99.59%)']","[' 192      (Average', ' 123.63 Max', ' 358 Sum', '  23736 Ratio', '   0.41%)']", ,[' 98711   '],[' 3678    '],[' 98133   '],[' 55674   '],"[' 167018   (Atom=Atom', ' 52994 Body=Body', ' 29128 Other', ' 84896)']",[' Yes'],"[' 4100     (Eliminated', '    0 Frozen', ' 4100)']","[' 203      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.749292'],[' 0'], ,[' 127.744'],[' 0'],[' 2.27757'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.47293e+07'],[' 1.59719e+07'],[' 0'],[' 1.81217e+10'],[' 0'],[' 0'],[' 525 '],[' 1048 '],[' 1459 '],[' 2128 '],[' 2473 '],[' 2923 '],[' 3416 '],[' 4074 '],[' 4552 ']
Solving...,TA62, , ,[' 1219'],[' 619'],"[' 123.454s (Solving', ' 119.40s 1st Model', ' 2.17s Unsat', ' 43.07s)']",[' 122.844s'], ,[' 9061089 '],"[' 5377127  (Analyzed', ' 5349161)']","[' 12387    (Average', ' 431.84 Last', ' 6095)']",[' 1749.8  '],"[' 619      (Average Length', ' 300.39 Splits', ' 0)']","[' 5349161  (Deleted', ' 5258550)']","[' 74       (Ratio', '   0.00%)']","[' 1833     (Ratio', '   0.03%)']","[' 5349161  (Average Length', '   10.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5349161  (Average', '  1.50 Max', ' 2453 Sum', ' 8018727)']","[' 5348974  (Average', '  1.50 Max', ' 2453 Sum', ' 7997140 Ratio', '  99.73%)']","[' 187      (Average', ' 115.44 Max', ' 450 Sum', '  21587 Ratio', '   0.27%)']", ,[' 100501  '],[' 3754    '],[' 100100  '],[' 56760   '],"[' 170276   (Atom=Atom', ' 54004 Body=Body', ' 29204 Other', ' 87068)']",[' Yes'],"[' 4353     (Eliminated', '    0 Frozen', ' 4353)']","[' 113      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.01886'],[' 0'], ,[' 83.0647'],[' 0'],[' 1.83392'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.47969e+07'],[' 2.21502e+07'],[' 0'],[' 9.40933e+09'],[' 0'],[' 0'],[' 570 '],[' 1065 '],[' 1629 '],[' 2003 '],[' 2339 '],[' 2795 '],[' 3208 '],[' 3685 '],[' 4167 ']
Solving...,TA63, , ,[' 931'],[' 475'],"[' 181.650s (Solving', ' 178.36s 1st Model', ' 1.54s Unsat', ' 1.44s)']",[' 180.688s'], ,[' 8231280 '],"[' 5028156  (Analyzed', ' 5003279)']","[' 11260    (Average', ' 444.34 Last', ' 49999)']",[' 1747.1  '],"[' 475      (Average Length', ' 231.59 Splits', ' 0)']","[' 5003279  (Deleted', ' 4913864)']","[' 45       (Ratio', '   0.00%)']","[' 1721     (Ratio', '   0.03%)']","[' 5003279  (Average Length', '   10.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5003279  (Average', '  1.48 Max', ' 2360 Sum', ' 7399647)']","[' 5003129  (Average', '  1.47 Max', ' 2360 Sum', ' 7371964 Ratio', '  99.63%)']","[' 150      (Average', ' 184.55 Max', ' 371 Sum', '  27683 Ratio', '   0.37%)']", ,[' 98723   '],[' 3683    '],[' 98185   '],[' 55973   '],"[' 167915   (Atom=Atom', ' 53288 Body=Body', ' 29133 Other', ' 85494)']",[' Yes'],"[' 4145     (Eliminated', '    0 Frozen', ' 4145)']","[' 207      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.84308'],[' 0'], ,[' 142.65'],[' 0'],[' 2.62444'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.09209e+07'],[' 1.91863e+07'],[' 0'],[' 1.92494e+10'],[' 0'],[' 0'],[' 585 '],[' 960 '],[' 1506 '],[' 1927 '],[' 2363 '],[' 2869 '],[' 3564 '],[' 4111 '],[' 4508 ']
Solving...,TA64, , ,[' 995'],[' 507'],"[' 118.561s (Solving', ' 114.83s 1st Model', ' 1.48s Unsat', ' 5.42s)']",[' 118.031s'], ,[' 6919500 '],"[' 4077435  (Analyzed', ' 4056487)']","[' 9457     (Average', ' 428.94 Last', ' 2703)']",[' 1838.4  '],"[' 507      (Average Length', ' 243.20 Splits', ' 0)']","[' 4056487  (Deleted', ' 3979778)']","[' 56       (Ratio', '   0.00%)']","[' 1380     (Ratio', '   0.03%)']","[' 4056487  (Average Length', '   10.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4056487  (Average', '  1.48 Max', ' 2428 Sum', ' 6002519)']","[' 4056352  (Average', '  1.48 Max', ' 2428 Sum', ' 5984490 Ratio', '  99.70%)']","[' 135      (Average', ' 133.55 Max', ' 382 Sum', '  18029 Ratio', '   0.30%)']", ,[' 98678   '],[' 3668    '],[' 98162   '],[' 56382   '],"[' 169142   (Atom=Atom', ' 53712 Body=Body', ' 29118 Other', ' 86312)']",[' Yes'],"[' 4152     (Eliminated', '    0 Frozen', ' 4152)']","[' 128      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.883696'],[' 0'], ,[' 87.2372'],[' 0'],[' 1.73391'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.7762e+07'],[' 1.79722e+07'],[' 0'],[' 1.20975e+10'],[' 0'],[' 0'],[' 627 '],[' 1032 '],[' 1410 '],[' 1880 '],[' 2369 '],[' 2729 '],[' 3424 '],[' 3834 '],[' 4186 ']
Solving...,TA65, , ,[' 841'],[' 430'],"[' 142.436s (Solving', ' 139.53s 1st Model', ' 1.09s Unsat', ' 32.42s)']",[' 141.844s'], ,[' 7616593 '],"[' 4443222  (Analyzed', ' 4364742)']","[' 9878     (Average', ' 441.86 Last', ' 2808)']",[' 1632.9  '],"[' 430      (Average Length', ' 206.79 Splits', ' 0)']","[' 4364742  (Deleted', ' 4288676)']","[' 87       (Ratio', '   0.00%)']","[' 2146     (Ratio', '   0.05%)']","[' 4364742  (Average Length', '   10.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4364742  (Average', '  1.57 Max', ' 2410 Sum', ' 6860070)']","[' 4364524  (Average', '  1.56 Max', ' 2410 Sum', ' 6824664 Ratio', '  99.48%)']","[' 218      (Average', ' 162.41 Max', ' 367 Sum', '  35406 Ratio', '   0.52%)']", ,[' 98798   '],[' 3764    '],[' 98207   '],[' 56877   '],"[' 170627   (Atom=Atom', ' 54111 Body=Body', ' 29214 Other', ' 87302)']",[' Yes'],"[' 4173     (Eliminated', '    0 Frozen', ' 4173)']","[' 155      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.684159'],[' 0'], ,[' 109.61'],[' 0'],[' 1.92832'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.90237e+07'],[' 1.87203e+07'],[' 0'],[' 1.38271e+10'],[' 0'],[' 0'],[' 499 '],[' 1028 '],[' 1395 '],[' 1801 '],[' 2295 '],[' 2667 '],[' 3206 '],[' 3763 '],[' 4173 ']
Solving...,TA66, , ,[' 1001'],[' 510'],"[' 166.807s (Solving', ' 163.45s 1st Model', ' 1.28s Unsat', ' 20.83s)']",[' 166.188s'], ,[' 7959271 '],"[' 4656018  (Analyzed', ' 4605339)']","[' 11502    (Average', ' 400.39 Last', ' 6595)']",[' 1675.2  '],"[' 510      (Average Length', ' 247.66 Splits', ' 0)']","[' 4605339  (Deleted', ' 4520578)']","[' 48       (Ratio', '   0.00%)']","[' 1968     (Ratio', '   0.04%)']","[' 4605339  (Average Length', '   10.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4605339  (Average', '  1.54 Max', ' 2418 Sum', ' 7084711)']","[' 4605164  (Average', '  1.53 Max', ' 2418 Sum', ' 7051499 Ratio', '  99.53%)']","[' 175      (Average', ' 189.78 Max', ' 428 Sum', '  33212 Ratio', '   0.47%)']", ,[' 99958   '],[' 3750    '],[' 99452   '],[' 56763   '],"[' 170285   (Atom=Atom', ' 54011 Body=Body', ' 29200 Other', ' 87074)']",[' Yes'],"[' 4244     (Eliminated', '    0 Frozen', ' 4244)']","[' 210      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.797941'],[' 0'], ,[' 132.622'],[' 0'],[' 2.3144'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.02105e+07'],[' 1.94288e+07'],[' 0'],[' 1.80324e+10'],[' 0'],[' 0'],[' 588 '],[' 1157 '],[' 1470 '],[' 2023 '],[' 2465 '],[' 2823 '],[' 3285 '],[' 3923 '],[' 4408 ']
Solving...,TA67, , ,[' 877'],[' 448'],"[' 183.484s (Solving', ' 180.16s 1st Model', ' 1.41s Unsat', ' 2.26s)']",[' 182.609s'], ,[' 11313179'],"[' 6764710  (Analyzed', ' 6747462)']","[' 15136    (Average', ' 445.79 Last', ' 33081)']",[' 1843.6  '],"[' 448      (Average Length', ' 216.08 Splits', ' 0)']","[' 6747462  (Deleted', ' 6646258)']","[' 40       (Ratio', '   0.00%)']","[' 1987     (Ratio', '   0.03%)']","[' 6747462  (Average Length', '   11.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6747462  (Average', '  1.53 Max', ' 2498 Sum', ' 10356747)']","[' 6747346  (Average', '  1.53 Max', ' 2498 Sum', ' 10346691 Ratio', '  99.90%)']","[' 116      (Average', ' 86.69 Max', ' 332 Sum', '  10056 Ratio', '   0.10%)']", ,[' 100036  '],[' 3771    '],[' 99467   '],[' 57444   '],"[' 172328   (Atom=Atom', ' 54671 Body=Body', ' 29221 Other', ' 88436)']",[' Yes'],"[' 4202     (Eliminated', '    0 Frozen', ' 4202)']","[' 138      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.816479'],[' 0'], ,[' 139.382'],[' 0'],[' 2.71194'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.77505e+07'],[' 2.2064e+07'],[' 0'],[' 1.49254e+10'],[' 0'],[' 0'],[' 683 '],[' 1291 '],[' 1847 '],[' 2346 '],[' 2827 '],[' 3325 '],[' 3718 '],[' 4119 '],[' 4578 ']
Solving...,TA68, , ,[' 1051'],[' 535'],"[' 48.131s (Solving', ' 44.45s 1st Model', ' 1.63s Unsat', ' 4.00s)']",[' 47.766s'], ,[' 3084856 '],"[' 1177417  (Analyzed', ' 1095808)']","[' 2821     (Average', ' 388.45 Last', ' 1680)']",[' 1787.7  '],"[' 535      (Average Length', ' 261.58 Splits', ' 0)']","[' 1095808  (Deleted', ' 1071022)']","[' 96       (Ratio', '   0.01%)']","[' 1247     (Ratio', '   0.11%)']","[' 1095808  (Average Length', '   10.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1095808  (Average', '  1.98 Max', ' 2464 Sum', ' 2173630)']","[' 1095684  (Average', '  1.98 Max', ' 2464 Sum', ' 2167031 Ratio', '  99.70%)']","[' 124      (Average', ' 53.22 Max', ' 435 Sum', '   6599 Ratio', '   0.30%)']", ,[' 98194   '],[' 3631    '],[' 97716   '],[' 55877   '],"[' 167627   (Atom=Atom', ' 53244 Body=Body', ' 29081 Other', ' 85302)']",[' Yes'],"[' 4153     (Eliminated', '    0 Frozen', ' 4153)']","[' 64       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.866051'],[' 0'], ,[' 34.1879'],[' 0'],[' 0.741967'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.7741e+07'],[' 1.46943e+07'],[' 0'],[' 4.06217e+09'],[' 0'],[' 0'],[' 432 '],[' 891 '],[' 1459 '],[' 1955 '],[' 2424 '],[' 2851 '],[' 3261 '],[' 3695 '],[' 4132 ']
Solving...,TA69, , ,[' 915'],[' 467'],"[' 137.188s (Solving', ' 133.86s 1st Model', ' 1.41s Unsat', ' 24.64s)']",[' 136.719s'], ,[' 9603990 '],"[' 6032804  (Analyzed', ' 6019142)']","[' 13973    (Average', ' 430.77 Last', ' 22630)']",[' 1760.3  '],"[' 467      (Average Length', ' 227.11 Splits', ' 0)']","[' 6019142  (Deleted', ' 5918846)']","[' 86       (Ratio', '   0.00%)']","[' 1801     (Ratio', '   0.03%)']","[' 6019142  (Average Length', '   10.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6019142  (Average', '  1.45 Max', ' 2411 Sum', ' 8740410)']","[' 6018957  (Average', '  1.45 Max', ' 2411 Sum', ' 8728046 Ratio', '  99.86%)']","[' 185      (Average', ' 66.83 Max', ' 356 Sum', '  12364 Ratio', '   0.14%)']", ,[' 98455   '],[' 3682    '],[' 97909   '],[' 55548   '],"[' 166640   (Atom=Atom', ' 52864 Body=Body', ' 29132 Other', ' 84644)']",[' Yes'],"[' 4136     (Eliminated', '    0 Frozen', ' 4136)']","[' 94       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.821325'],[' 0'], ,[' 95.3945'],[' 0'],[' 2.02075'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.42554e+07'],[' 2.01952e+07'],[' 0'],[' 1.17264e+10'],[' 0'],[' 0'],[' 622 '],[' 1162 '],[' 1560 '],[' 2167 '],[' 2565 '],[' 3201 '],[' 3598 '],[' 4130 '],[' 4581 ']
Solving...,TA70, ,[' 1'],[' 877+'],[' 448'],"[' 118.249s (Solving', ' 115.38s 1st Model', ' 1.18s Unsat', ' 8.20s)']",[' 117.828s'], ,[' 4776777 '],"[' 2504924  (Analyzed', ' 2457905)']","[' 6123     (Average', ' 401.42 Last', ' 4882)']",[' 1618.8  '],"[' 448      (Average Length', ' 217.33 Splits', ' 0)']","[' 2457905  (Deleted', ' 2412602)']","[' 70       (Ratio', '   0.00%)']","[' 1963     (Ratio', '   0.08%)']","[' 2457905  (Average Length', '   11.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2457905  (Average', '  1.64 Max', ' 2476 Sum', ' 4042987)']","[' 2457789  (Average', '  1.64 Max', ' 2476 Sum', ' 4033389 Ratio', '  99.76%)']","[' 116      (Average', ' 82.74 Max', ' 284 Sum', '   9598 Ratio', '   0.24%)']", ,[' 99652   '],[' 3748    '],[' 99085   '],[' 56633   '],"[' 169895   (Atom=Atom', ' 53883 Body=Body', ' 29198 Other', ' 86814)']",[' Yes'],"[' 4181     (Eliminated', '    0 Frozen', ' 4181)']","[' 79       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.690076'],[' 0'], ,[' 97.8129'],[' 0'],[' 1.73921'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.97333e+07'],[' 1.37452e+07'],[' 0'],[' 1.39719e+10'],[' 0'],[' 0'],[' 499 '],[' 964 '],[' 1469 '],[' 1917 '],[' 2568 '],[' 3005 '],[' 3499 '],[' 3828 '],[' 4473 ']
