Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, ,[' 1'],[' 811+'],[' 413'],"[' 597.266s (Solving', ' 595.76s 1st Model', ' 0.81s Unsat', ' 81.35s)']",[' 596.313s'], ,[' 51062479'],"[' 33525344 (Analyzed', ' 33510641)']","[' 66589    (Average', ' 503.25 Last', ' 165101)']",[' 1392.1  '],"[' 413      (Average Length', ' 279.17 Splits', ' 0)']","[' 33510641 (Deleted', ' 33065568)']","[' 6        (Ratio', '   0.00%)']","[' 3102     (Ratio', '   0.01%)']","[' 33510641 (Average Length', '   12.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 33510641 (Average', '  1.48 Max', ' 1933 Sum', ' 49742921)']","[' 33510283 (Average', '  1.48 Max', ' 1933 Sum', ' 49639082 Ratio', '  99.79%)']","[' 358      (Average', ' 290.05 Max', ' 405 Sum', ' 103839 Ratio', '   0.21%)']", ,[' 65988   '],[' 2654    '],[' 60356   '],[' 22015   '],"[' 56799    (Atom=Atom', ' 16320 Body=Body', ' 10212 Other', ' 30267)']",[' Yes'],"[' 3592     (Eliminated', '    0 Frozen', ' 3592)']","[' 507      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.256608'],[' 0'], ,[' 390.326'],[' 0'],[' 10.0047'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.35477e+08'],[' 5.93664e+07'],[' 0'],[' 2.71384e+10'],[' 0'],[' 0'],[' 751 '],[' 1352 '],[' 1917 '],[' 2340 '],[' 2775 '],[' 3324 '],[' 4005 '],[' 6 '],[' 1 ']
Solving...,TA52, ,[' 1'],[' 681+'],[' 348'],"[' 516.813s (Solving', ' 515.41s 1st Model', ' 0.60s Unsat', ' 0.54s)']",[' 515.719s'], ,[' 48251894'],"[' 29621386 (Analyzed', ' 29607276)']","[' 57037    (Average', ' 519.09 Last', ' 4180)']",[' 1403.0  '],"[' 348      (Average Length', ' 234.91 Splits', ' 0)']","[' 29607276 (Deleted', ' 29257710)']","[' 7        (Ratio', '   0.00%)']","[' 3521     (Ratio', '   0.01%)']","[' 29607276 (Average Length', '   13.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 29607276 (Average', '  1.59 Max', ' 2069 Sum', ' 46935049)']","[' 29606959 (Average', '  1.58 Max', ' 2069 Sum', ' 46858564 Ratio', '  99.84%)']","[' 317      (Average', ' 241.28 Max', ' 334 Sum', '  76485 Ratio', '   0.16%)']", ,[' 66249   '],[' 2697    '],[' 60521   '],[' 22141   '],"[' 57229    (Atom=Atom', ' 16427 Body=Body', ' 10341 Other', ' 30461)']",[' Yes'],"[' 3572     (Eliminated', '    0 Frozen', ' 3572)']","[' 618      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.233728'],[' 0'], ,[' 341.395'],[' 0'],[' 10.1603'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.18001e+08'],[' 4.99874e+07'],[' 0'],[' 2.35325e+10'],[' 0'],[' 0'],[' 784 '],[' 1512 '],[' 2345 '],[' 3009 '],[' 3589 '],[' 4106 '],[' 4537 '],[' 6 '],[' 1 ']
Solving...,TA53, , ,[' 1045'],[' 530'],"[' 346.915s (Solving', ' 345.08s 1st Model', ' 0.88s Unsat', ' 1.01s)']",[' 345.563s'], ,[' 30547632'],"[' 16799012 (Analyzed', ' 16733929)']","[' 33263    (Average', ' 503.08 Last', ' 55742)']",[' 1487.8  '],"[' 530      (Average Length', ' 326.64 Splits', ' 0)']","[' 16733929 (Deleted', ' 16545835)']","[' 28       (Ratio', '   0.00%)']","[' 2347     (Ratio', '   0.01%)']","[' 16733929 (Average Length', '   13.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16733929 (Average', '  1.76 Max', ' 2134 Sum', ' 29463331)']","[' 16733655 (Average', '  1.75 Max', ' 2134 Sum', ' 29366786 Ratio', '  99.67%)']","[' 274      (Average', ' 352.35 Max', ' 481 Sum', '  96545 Ratio', '   0.33%)']", ,[' 65482   '],[' 2591    '],[' 60065   '],[' 21763   '],"[' 56163    (Atom=Atom', ' 16185 Body=Body', ' 10023 Other', ' 29955)']",[' Yes'],"[' 3638     (Eliminated', '    0 Frozen', ' 3638)']","[' 422      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.339707'],[' 0'], ,[' 236.022'],[' 0'],[' 5.73496'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.43383e+07'],[' 3.69956e+07'],[' 0'],[' 1.59083e+10'],[' 0'],[' 0'],[' 596 '],[' 1072 '],[' 1626 '],[' 2179 '],[' 2875 '],[' 3330 '],[' 3728 '],[' 4 '],[' 3 ']
Solving...,TA54, ,[' 1'],[' 1007+'],[' 511'],"[' 480.915s (Solving', ' 479.15s 1st Model', ' 0.92s Unsat', ' 50.31s)']",[' 479.766s'], ,[' 38331355'],"[' 23649121 (Analyzed', ' 23627312)']","[' 48379    (Average', ' 488.38 Last', ' 163845)']",[' 1477.0  '],"[' 511      (Average Length', ' 320.05 Splits', ' 0)']","[' 23627312 (Deleted', ' 23360614)']","[' 25       (Ratio', '   0.00%)']","[' 2834     (Ratio', '   0.01%)']","[' 23627312 (Average Length', '   12.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 23627312 (Average', '  1.57 Max', ' 2086 Sum', ' 37098705)']","[' 23627059 (Average', '  1.57 Max', ' 2086 Sum', ' 37009617 Ratio', '  99.76%)']","[' 253      (Average', ' 352.13 Max', ' 493 Sum', '  89088 Ratio', '   0.24%)']", ,[' 65895   '],[' 2623    '],[' 60355   '],[' 21984   '],"[' 56676    (Atom=Atom', ' 16294 Body=Body', ' 10119 Other', ' 30263)']",[' Yes'],"[' 3658     (Eliminated', '    0 Frozen', ' 3658)']","[' 447      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.313073'],[' 0'], ,[' 328.755'],[' 0'],[' 8.46825'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.79652e+07'],[' 4.06055e+07'],[' 0'],[' 2.16634e+10'],[' 0'],[' 0'],[' 587 '],[' 1220 '],[' 1656 '],[' 2213 '],[' 2821 '],[' 3368 '],[' 3898 '],[' 5 '],[' 2 ']
Solving...,TA55, ,[' 1'],[' 871+'],[' 443'],"[' 601.271s (Solving', ' 598.73s 1st Model', ' 1.18s Unsat', ' 0.00s)']",[' 593.328s'], ,[' 48799005'],"[' 29212740 (Analyzed', ' 29197013)']","[' 56229    (Average', ' 519.25 Last', ' 8254)']",[' 1431.6  '],"[' 443      (Average Length', ' 285.07 Splits', ' 0)']","[' 29197013 (Deleted', ' 28850267)']","[' 9        (Ratio', '   0.00%)']","[' 4184     (Ratio', '   0.01%)']","[' 29197013 (Average Length', '   13.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 29197013 (Average', '  1.62 Max', ' 1943 Sum', ' 47442334)']","[' 29196698 (Average', '  1.62 Max', ' 1943 Sum', ' 47351583 Ratio', '  99.81%)']","[' 315      (Average', ' 288.10 Max', ' 406 Sum', '  90751 Ratio', '   0.19%)']", ,[' 66059   '],[' 2671    '],[' 60500   '],[' 22046   '],"[' 57105    (Atom=Atom', ' 16418 Body=Body', ' 10263 Other', ' 30424)']",[' Yes'],"[' 3636     (Eliminated', '    0 Frozen', ' 3636)']","[' 875      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.425302'],[' 0'], ,[' 386.126'],[' 0'],[' 8.13209'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.25124e+08'],[' 5.8052e+07'],[' 0'],[' 2.07838e+10'],[' 0'],[' 0'],[' 646 '],[' 1207 '],[' 1891 '],[' 2435 '],[' 3013 '],[' 3598 '],[' 4005 '],[' 7 '],[' 0 ']
Solving...,TA56, , ,[' 851'],[' 433'],"[' 379.756s (Solving', ' 377.88s 1st Model', ' 0.82s Unsat', ' 118.34s)']",[' 378.313s'], ,[' 32112851'],"[' 21343840 (Analyzed', ' 21324948)']","[' 43216    (Average', ' 493.45 Last', ' 53248)']",[' 1418.9  '],"[' 433      (Average Length', ' 281.02 Splits', ' 0)']","[' 21324948 (Deleted', ' 21031102)']","[' 22       (Ratio', '   0.00%)']","[' 2321     (Ratio', '   0.01%)']","[' 21324948 (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21324948 (Average', '  1.46 Max', ' 2083 Sum', ' 31107177)']","[' 21324641 (Average', '  1.45 Max', ' 2083 Sum', ' 31023537 Ratio', '  99.73%)']","[' 307      (Average', ' 272.44 Max', ' 409 Sum', '  83640 Ratio', '   0.27%)']", ,[' 65504   '],[' 2605    '],[' 59997   '],[' 21717   '],"[' 56121    (Atom=Atom', ' 16144 Body=Body', ' 10065 Other', ' 29912)']",[' Yes'],"[' 3567     (Eliminated', '    0 Frozen', ' 3567)']","[' 347      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.30522'],[' 0'], ,[' 241.215'],[' 0'],[' 5.37953'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.14016e+07'],[' 3.29581e+07'],[' 0'],[' 1.54139e+10'],[' 0'],[' 0'],[' 695 '],[' 1461 '],[' 1907 '],[' 2502 '],[' 3104 '],[' 3583 '],[' 4024 '],[' 3 '],[' 4 ']
Solving...,TA57, ,[' 1'],[' 881+'],[' 448'],"[' 473.030s (Solving', ' 471.37s 1st Model', ' 0.81s Unsat', ' 127.62s)']",[' 471.688s'], ,[' 35148959'],"[' 24790466 (Analyzed', ' 24769302)']","[' 48753    (Average', ' 508.06 Last', ' 106234)']",[' 1425.6  '],"[' 448      (Average Length', ' 289.23 Splits', ' 0)']","[' 24769302 (Deleted', ' 24458867)']","[' 15       (Ratio', '   0.00%)']","[' 2264     (Ratio', '   0.01%)']","[' 24769302 (Average Length', '   12.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 24769302 (Average', '  1.38 Max', ' 2089 Sum', ' 34063015)']","[' 24769053 (Average', '  1.37 Max', ' 2089 Sum', ' 33984494 Ratio', '  99.77%)']","[' 249      (Average', ' 315.35 Max', ' 437 Sum', '  78521 Ratio', '   0.23%)']", ,[' 65407   '],[' 2578    '],[' 59899   '],[' 21617   '],"[' 55693    (Atom=Atom', ' 16046 Body=Body', ' 9982 Other', ' 29665)']",[' Yes'],"[' 3556     (Eliminated', '    0 Frozen', ' 3556)']","[' 340      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.285805'],[' 0'], ,[' 309.103'],[' 0'],[' 6.95088'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.23503e+07'],[' 3.57938e+07'],[' 0'],[' 2.08392e+10'],[' 0'],[' 0'],[' 685 '],[' 1220 '],[' 1894 '],[' 2463 '],[' 3032 '],[' 3622 '],[' 4157 '],[' 4 '],[' 3 ']
Solving...,TA58, ,[' 1'],[' 1003+'],[' 509'],"[' 537.490s (Solving', ' 534.06s 1st Model', ' 1.37s Unsat', ' 20.37s)']",[' 526.734s'], ,[' 33184915'],"[' 21986061 (Analyzed', ' 21956734)']","[' 45058    (Average', ' 487.30 Last', ' 2248)']",[' 1470.3  '],"[' 509      (Average Length', ' 318.75 Splits', ' 0)']","[' 21956734 (Deleted', ' 21656952)']","[' 4        (Ratio', '   0.00%)']","[' 2197     (Ratio', '   0.01%)']","[' 21956734 (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21956734 (Average', '  1.46 Max', ' 2244 Sum', ' 32061557)']","[' 21956557 (Average', '  1.46 Max', ' 2244 Sum', ' 31998245 Ratio', '  99.80%)']","[' 177      (Average', ' 357.69 Max', ' 483 Sum', '  63312 Ratio', '   0.20%)']", ,[' 66199   '],[' 2658    '],[' 60620   '],[' 22184   '],"[' 57131    (Atom=Atom', ' 16432 Body=Body', ' 10224 Other', ' 30475)']",[' Yes'],"[' 3688     (Eliminated', '    0 Frozen', ' 3688)']","[' 337      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.497223'],[' 0'], ,[' 340.002'],[' 0'],[' 8.37137'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.80697e+07'],[' 3.67716e+07'],[' 0'],[' 1.61453e+10'],[' 0'],[' 0'],[' 636 '],[' 1226 '],[' 1730 '],[' 2379 '],[' 3128 '],[' 3723 '],[' 4280 '],[' 6 '],[' 1 ']
Solving...,TA59, ,[' 1'],[' 697+'],[' 356'],"[' 600.890s (Solving', ' 599.20s 1st Model', ' 0.75s Unsat', ' 0.00s)']",[' 594.516s'], ,[' 42669208'],"[' 28772640 (Analyzed', ' 28759361)']","[' 55505    (Average', ' 518.14 Last', ' 126365)']",[' 1426.6  '],"[' 356      (Average Length', ' 254.47 Splits', ' 0)']","[' 28759361 (Deleted', ' 28409380)']","[' 9        (Ratio', '   0.00%)']","[' 2992     (Ratio', '   0.01%)']","[' 28759361 (Average Length', '   13.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 28759361 (Average', '  1.44 Max', ' 2024 Sum', ' 41490109)']","[' 28759057 (Average', '  1.44 Max', ' 2024 Sum', ' 41419370 Ratio', '  99.83%)']","[' 304      (Average', ' 232.69 Max', ' 377 Sum', '  70739 Ratio', '   0.17%)']", ,[' 65494   '],[' 2601    '],[' 59860   '],[' 21693   '],"[' 55821    (Atom=Atom', ' 16051 Body=Body', ' 10053 Other', ' 29717)']",[' Yes'],"[' 3488     (Eliminated', '    0 Frozen', ' 3488)']","[' 507      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.274306'],[' 0'], ,[' 398.985'],[' 0'],[' 9.60798'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.09948e+08'],[' 4.35468e+07'],[' 0'],[' 2.45371e+10'],[' 0'],[' 0'],[' 675 '],[' 1363 '],[' 1955 '],[' 2382 '],[' 2953 '],[' 3445 '],[' 4196 '],[' 7 '],[' 0 ']
Solving...,TA60, , ,[' 913'],[' 464'],"[' 348.731s (Solving', ' 347.00s 1st Model', ' 1.01s Unsat', ' 1.15s)']",[' 348.063s'], ,[' 33522339'],"[' 19778197 (Analyzed', ' 19760476)']","[' 36615    (Average', ' 539.68 Last', ' 146035)']",[' 1550.9  '],"[' 464      (Average Length', ' 287.70 Splits', ' 0)']","[' 19760476 (Deleted', ' 19535270)']","[' 18       (Ratio', '   0.00%)']","[' 2840     (Ratio', '   0.01%)']","[' 19760476 (Average Length', '   13.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 19760476 (Average', '  1.64 Max', ' 2205 Sum', ' 32395007)']","[' 19760281 (Average', '  1.64 Max', ' 2205 Sum', ' 32340635 Ratio', '  99.83%)']","[' 195      (Average', ' 278.83 Max', ' 424 Sum', '  54372 Ratio', '   0.17%)']", ,[' 66435   '],[' 2712    '],[' 60817   '],[' 22317   '],"[' 57862    (Atom=Atom', ' 16603 Body=Body', ' 10386 Other', ' 30873)']",[' Yes'],"[' 3700     (Eliminated', '    0 Frozen', ' 3700)']","[' 478      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.310305'],[' 0'], ,[' 227.49'],[' 0'],[' 5.28367'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.64226e+07'],[' 3.96887e+07'],[' 0'],[' 1.43842e+10'],[' 0'],[' 0'],[' 676 '],[' 1208 '],[' 1733 '],[' 2431 '],[' 3030 '],[' 3602 '],[' 4004 '],[' 4 '],[' 3 ']
