Optimal Found Or Timeout,Instances,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
,TA71,[' 7503+'],[' 3757'],"[' 615.152s (Solving', ' 562.00s 1st Model', ' 131.95s Unsat', ' 0.00s)']",[' 613.078s'], ,[' 277470232'],"[' 3439972  (Analyzed', ' 2693423)']","[' 7197     (Average', ' 374.24 Last', ' 46035)']",[' 10270.6 '],"[' 3757     (Average Length', ' 1943.14 Splits', ' 0)']","[' 2693423  (Deleted', ' 2614054)']","[' 76       (Ratio', '   0.00%)']","[' 42124    (Ratio', '   1.56%)']","[' 2693423  (Average Length', '   25.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2693423  (Average', ' 92.91 Max', ' 12337 Sum', ' 250250534)']","[' 2690593  (Average', ' 90.98 Max', ' 12337 Sum', ' 245058775 Ratio', '  97.93%)']","[' 2830     (Average', ' 1834.54 Max', ' 2463 Sum', ' 5191759 Ratio', '   2.07%)']", ,[' 345880  '],[' 19452   '],[' 313510  '],[' 131881  '],"[' 354569   (Atom=Atom', ' 94777 Body=Body', ' 64036 Other', ' 195756)']",[' Yes'],"[' 23924    (Eliminated', '    0 Frozen', ' 23924)']","[' 8377     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.3219'],[' 0'], ,[' 195.425'],[' 0'],[' 17.0212'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.96645e+08'],[' 4.38452e+08'],[' 0'],[' 7.88899e+09'],[' 0'],[' 0'],[' 1412 '],[' 3333 '],[' 4039 '],[' 5077 '],[' 6177 '],[' 5 '],[' 0 ']
,TA72,[' 7773+'],[' 3892'],"[' 613.994s (Solving', ' 563.13s 1st Model', ' 246.47s Unsat', ' 0.00s)']",[' 612.391s'], ,[' 312780616'],"[' 3662225  (Analyzed', ' 2476714)']","[' 7344     (Average', ' 337.24 Last', ' 79731)']",[' 8972.7  '],"[' 3892     (Average Length', ' 1970.92 Splits', ' 0)']","[' 2476714  (Deleted', ' 2377994)']","[' 78       (Ratio', '   0.00%)']","[' 58548    (Ratio', '   2.36%)']","[' 2476714  (Average Length', '   19.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2476714  (Average', ' 116.84 Max', ' 10529 Sum', ' 289373685)']","[' 2474102  (Average', ' 114.69 Max', ' 10354 Sum', ' 284044243 Ratio', '  98.16%)']","[' 2612     (Average', ' 2040.37 Max', ' 2599 Sum', ' 5329442 Ratio', '   1.84%)']", ,[' 349064  '],[' 19221   '],[' 314725  '],[' 133273  '],"[' 351332   (Atom=Atom', ' 93988 Body=Body', ' 63343 Other', ' 194001)']",[' Yes'],"[' 23703    (Eliminated', '    0 Frozen', ' 23703)']","[' 11333    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.91187'],[' 0'], ,[' 169.872'],[' 0'],[' 17.7385'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.20543e+08'],[' 5.45453e+08'],[' 0'],[' 5.874e+09'],[' 0'],[' 0'],[' 1255 '],[' 2328 '],[' 3349 '],[' 4444 '],[' 5560 '],[' 5 '],[' 0 ']
,TA73,[' 7691+'],[' 3851'],"[' 614.869s (Solving', ' 564.26s 1st Model', ' 265.25s Unsat', ' 0.00s)']",[' 613.406s'], ,[' 322466618'],"[' 3291282  (Analyzed', ' 2096233)']","[' 6404     (Average', ' 327.33 Last', ' 125436)']",[' 9171.5  '],"[' 3851     (Average Length', ' 1968.52 Splits', ' 0)']","[' 2096233  (Deleted', ' 2009638)']","[' 103      (Ratio', '   0.00%)']","[' 58738    (Ratio', '   2.80%)']","[' 2096233  (Average Length', '   23.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2096233  (Average', ' 141.63 Max', ' 11093 Sum', ' 296883379)']","[' 2094122  (Average', ' 139.78 Max', ' 11093 Sum', ' 293011671 Ratio', '  98.70%)']","[' 2111     (Average', ' 1834.06 Max', ' 2629 Sum', ' 3871708 Ratio', '   1.30%)']", ,[' 348223  '],[' 19371   '],[' 314586  '],[' 132998  '],"[' 353438   (Atom=Atom', ' 94547 Body=Body', ' 63793 Other', ' 195098)']",[' Yes'],"[' 23818    (Eliminated', '    0 Frozen', ' 23818)']","[' 9581     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.80461'],[' 0'], ,[' 170.032'],[' 0'],[' 18.159'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.20563e+08'],[' 5.46703e+08'],[' 0'],[' 5.97119e+09'],[' 0'],[' 0'],[' 1580 '],[' 2633 '],[' 3719 '],[' 4847 '],[' 5933 '],[' 5 '],[' 0 ']
,TA74,[' 8319+'],[' 4165'],"[' 613.953s (Solving', ' 561.98s 1st Model', ' 201.66s Unsat', ' 0.00s)']",[' 612.297s'], ,[' 317565429'],"[' 2651659  (Analyzed', ' 1753877)']","[' 5792     (Average', ' 302.81 Last', ' 44011)']",[' 8812.2  '],"[' 4165     (Average Length', ' 2047.14 Splits', ' 0)']","[' 1753877  (Deleted', ' 1668997)']","[' 93       (Ratio', '   0.01%)']","[' 57316    (Ratio', '   3.27%)']","[' 1753877  (Average Length', '   21.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1753877  (Average', ' 167.75 Max', ' 12348 Sum', ' 294205457)']","[' 1751160  (Average', ' 164.33 Max', ' 10371 Sum', ' 288211573 Ratio', '  97.96%)']","[' 2717     (Average', ' 2206.07 Max', ' 2748 Sum', ' 5993884 Ratio', '   2.04%)']", ,[' 350190  '],[' 19356   '],[' 316091  '],[' 133995  '],"[' 354144   (Atom=Atom', ' 94801 Body=Body', ' 63748 Other', ' 195595)']",[' Yes'],"[' 23960    (Eliminated', '    0 Frozen', ' 23960)']","[' 11000    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.193'],[' 0'], ,[' 161.489'],[' 0'],[' 18.0037'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.16116e+08'],[' 5.47187e+08'],[' 0'],[' 5.52552e+09'],[' 0'],[' 0'],[' 1303 '],[' 2628 '],[' 3502 '],[' 4590 '],[' 5673 '],[' 5 '],[' 0 ']
UNKNOWN,TA75,[' 4181'],"[' 618.881s (Solving', ' 558.08s 1st Model', ' 271.39s Unsat', ' 0.00s)']",[' 617.672s'], ,[' 300642812'],"[' 2007097  (Analyzed', ' 1055391)']","[' 4622     (Average', ' 228.34 Last', ' 82964)']",[' 9303.5  '],"[' 4182     (Average Length', ' 2129.66 Splits', ' 0)']","[' 1055391  (Deleted', ' 973762)']","[' 90       (Ratio', '   0.01%)']","[' 56964    (Ratio', '   5.40%)']","[' 1055391  (Average Length', '   21.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1055391  (Average', ' 260.25 Max', ' 11164 Sum', ' 274661776)']","[' 1052840  (Average', ' 255.27 Max', ' 11164 Sum', ' 269411474 Ratio', '  98.09%)']","[' 2551     (Average', ' 2058.13 Max', ' 2740 Sum', ' 5250302 Ratio', '   1.91%)']", ,[' 350955  '],[' 19482   '],[' 316810  '],[' 134852  '],"[' 356128   (Atom=Atom', ' 95320 Body=Body', ' 64126 Other', ' 196682)']",[' Yes'],"[' 24323    (Eliminated', '    0 Frozen', ' 24323)']","[' 11213    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.9909'],[' 0'], ,[' 141.043'],[' 0'],[' 16.6678'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.46788e+08'],[' 5.77842e+08'],[' 0'],[' 4.18016e+09'],[' 0'],[' 0'],[' 1324 '],[' 2437 '],[' 3697 '],[' 4735 '],[' 5949 '],[' 5 '],[' 0 ']
,TA76,[' 7889+'],[' 3950'],"[' 614.671s (Solving', ' 563.45s 1st Model', ' 243.35s Unsat', ' 0.00s)']",[' 613.688s'], ,[' 321966570'],"[' 1825560  (Analyzed', ' 1089143)']","[' 4620     (Average', ' 235.75 Last', ' 41149)']",[' 8747.9  '],"[' 3950     (Average Length', ' 1988.28 Splits', ' 0)']","[' 1089143  (Deleted', ' 1001772)']","[' 87       (Ratio', '   0.01%)']","[' 61622    (Ratio', '   5.66%)']","[' 1089143  (Average Length', '   20.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1089143  (Average', ' 274.37 Max', ' 10323 Sum', ' 298824935)']","[' 1086849  (Average', ' 270.24 Max', ' 10323 Sum', ' 294329088 Ratio', '  98.50%)']","[' 2294     (Average', ' 1959.83 Max', ' 2654 Sum', ' 4495847 Ratio', '   1.50%)']", ,[' 350159  '],[' 19294   '],[' 315741  '],[' 133823  '],"[' 352571   (Atom=Atom', ' 94338 Body=Body', ' 63562 Other', ' 194671)']",[' Yes'],"[' 23814    (Eliminated', '    0 Frozen', ' 23814)']","[' 11183    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.97006'],[' 0'], ,[' 148.28'],[' 0'],[' 17.9547'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.77462e+08'],[' 6.04375e+08'],[' 0'],[' 4.17646e+09'],[' 0'],[' 0'],[' 1331 '],[' 2481 '],[' 3548 '],[' 4637 '],[' 5743 '],[' 5 '],[' 0 ']
,TA77,[' 7919+'],[' 3965'],"[' 614.306s (Solving', ' 562.51s 1st Model', ' 179.15s Unsat', ' 0.00s)']",[' 612.766s'], ,[' 320034953'],"[' 3101639  (Analyzed', ' 1938686)']","[' 6072     (Average', ' 319.28 Last', ' 51509)']",[' 9032.4  '],"[' 3965     (Average Length', ' 2013.28 Splits', ' 0)']","[' 1938686  (Deleted', ' 1849794)']","[' 62       (Ratio', '   0.00%)']","[' 56733    (Ratio', '   2.93%)']","[' 1938686  (Average Length', '   21.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1938686  (Average', ' 152.62 Max', ' 11939 Sum', ' 295878676)']","[' 1936106  (Average', ' 149.91 Max', ' 11092 Sum', ' 290623765 Ratio', '  98.22%)']","[' 2580     (Average', ' 2036.79 Max', ' 2676 Sum', ' 5254911 Ratio', '   1.78%)']", ,[' 349187  '],[' 19231   '],[' 315008  '],[' 133302  '],"[' 351667   (Atom=Atom', ' 94101 Body=Body', ' 63373 Other', ' 194193)']",[' Yes'],"[' 23764    (Eliminated', '    0 Frozen', ' 23764)']","[' 10573    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.93694'],[' 0'], ,[' 170.791'],[' 0'],[' 17.9926'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.19262e+08'],[' 5.46208e+08'],[' 0'],[' 6.09036e+09'],[' 0'],[' 0'],[' 1267 '],[' 2516 '],[' 3585 '],[' 4719 '],[' 5820 '],[' 5 '],[' 0 ']
,TA78,[' 7669+'],[' 3840'],"[' 614.090s (Solving', ' 562.77s 1st Model', ' 179.31s Unsat', ' 0.00s)']",[' 612.781s'], ,[' 308361012'],"[' 2958666  (Analyzed', ' 1884832)']","[' 6229     (Average', ' 302.59 Last', ' 35677)']",[' 9250.4  '],"[' 3840     (Average Length', ' 1955.77 Splits', ' 0)']","[' 1884832  (Deleted', ' 1794941)']","[' 73       (Ratio', '   0.00%)']","[' 56095    (Ratio', '   2.98%)']","[' 1884832  (Average Length', '   23.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1884832  (Average', ' 150.68 Max', ' 11221 Sum', ' 283999454)']","[' 1882301  (Average', ' 148.01 Max', ' 11221 Sum', ' 278967760 Ratio', '  98.23%)']","[' 2531     (Average', ' 1988.03 Max', ' 2538 Sum', ' 5031694 Ratio', '   1.77%)']", ,[' 350131  '],[' 19471   '],[' 315910  '],[' 134114  '],"[' 354880   (Atom=Atom', ' 94936 Body=Body', ' 64093 Other', ' 195851)']",[' Yes'],"[' 23916    (Eliminated', '    0 Frozen', ' 23916)']","[' 10969    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.93615'],[' 0'], ,[' 170.879'],[' 0'],[' 17.7217'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.18056e+08'],[' 5.46963e+08'],[' 0'],[' 6.29366e+09'],[' 0'],[' 0'],[' 1451 '],[' 2468 '],[' 3559 '],[' 4793 '],[' 5857 '],[' 5 '],[' 0 ']
,TA79,[' 8287+'],[' 4149'],"[' 615.176s (Solving', ' 560.89s 1st Model', ' 264.47s Unsat', ' 0.00s)']",[' 613.672s'], ,[' 320247850'],"[' 1881921  (Analyzed', ' 1021415)']","[' 4554     (Average', ' 224.29 Last', ' 83261)']",[' 8948.4  '],"[' 4149     (Average Length', ' 2062.37 Splits', ' 0)']","[' 1021415  (Deleted', ' 932652)']","[' 81       (Ratio', '   0.01%)']","[' 60557    (Ratio', '   5.93%)']","[' 1021415  (Average Length', '   20.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1021415  (Average', ' 289.51 Max', ' 10319 Sum', ' 295712664)']","[' 1018965  (Average', ' 284.53 Max', ' 10319 Sum', ' 290623699 Ratio', '  98.28%)']","[' 2450     (Average', ' 2077.13 Max', ' 2703 Sum', ' 5088965 Ratio', '   1.72%)']", ,[' 351456  '],[' 19418   '],[' 316784  '],[' 134895  '],"[' 355030   (Atom=Atom', ' 95033 Body=Body', ' 63934 Other', ' 196063)']",[' Yes'],"[' 24098    (Eliminated', '    0 Frozen', ' 24098)']","[' 11765    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.5432'],[' 0'], ,[' 142.539'],[' 0'],[' 17.5802'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.76539e+08'],[' 6.03065e+08'],[' 0'],[' 4.00715e+09'],[' 0'],[' 0'],[' 1306 '],[' 2379 '],[' 3440 '],[' 4594 '],[' 5631 '],[' 5 '],[' 0 ']
UNKNOWN,TA80,[' 3893'],"[' 620.454s (Solving', ' 562.83s 1st Model', ' 273.79s Unsat', ' 0.00s)']",[' 618.531s'], ,[' 327316921'],"[' 2112439  (Analyzed', ' 1333877)']","[' 5378     (Average', ' 248.02 Last', ' 42386)']",[' 9110.5  '],"[' 3894     (Average Length', ' 1977.64 Splits', ' 0)']","[' 1333877  (Deleted', ' 1245309)']","[' 78       (Ratio', '   0.01%)']","[' 59936    (Ratio', '   4.49%)']","[' 1333877  (Average Length', '   20.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1333877  (Average', ' 226.58 Max', ' 11398 Sum', ' 302232115)']","[' 1331886  (Average', ' 223.82 Max', ' 10979 Sum', ' 298547275 Ratio', '  98.78%)']","[' 1991     (Average', ' 1850.75 Max', ' 2539 Sum', ' 3684840 Ratio', '   1.22%)']", ,[' 351178  '],[' 19469   '],[' 316755  '],[' 134439  '],"[' 355093   (Atom=Atom', ' 94981 Body=Body', ' 64087 Other', ' 196025)']",[' Yes'],"[' 23958    (Eliminated', '    0 Frozen', ' 23958)']","[' 9714     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.83821'],[' 0'], ,[' 153.879'],[' 0'],[' 18.034'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.66874e+08'],[' 5.96025e+08'],[' 0'],[' 4.65513e+09'],[' 0'],[' 0'],[' 1284 '],[' 2508 '],[' 3541 '],[' 4511 '],[' 5632 '],[' 5 '],[' 0 ']
