Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , ,[' 1'],[' 4391+'],[' 2200'],"[' 602.585s (Solving', ' 592.62s 1st Model', ' 312.95s Unsat', ' 0.00s)']",[' 601.219s'], ,[' 233669650'],"[' 13379026 (Analyzed', ' 13209368)']","[' 29248    (Average', ' 451.63 Last', ' 891476)']",[' 3615.2  '],"[' 2200     (Average Length', ' 1167.20 Splits', ' 0)']","[' 13209368 (Deleted', ' 13056035)']","[' 397      (Ratio', '   0.00%)']","[' 35721    (Ratio', '   0.27%)']","[' 13209368 (Average Length', '   13.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13209368 (Average', ' 17.26 Max', ' 3453 Sum', ' 228051022)']","[' 13208780 (Average', ' 17.22 Max', ' 3453 Sum', ' 227412563 Ratio', '  99.72%)']","[' 588      (Average', ' 1085.81 Max', ' 1513 Sum', ' 638459 Ratio', '   0.28%)']", ,[' 99114   '],[' 6520    '],[' 93498   '],[' 48803   '],"[' 129685   (Atom=Atom', ' 35295 Body=Body', ' 24413 Other', ' 69977)']",[' Yes'],"[' 8891     (Eliminated', '    0 Frozen', ' 8891)']","[' 5060     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.09591'],[' 0'], ,[' 283.698'],[' 0'],[' 16.4855'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.76557e+08'],[' 6.38216e+08'],[' 0'],[' 1.37866e+10'],[' 0'],[' 0'],[' 948 '],[' 1566 '],[' 2284 '],[' 2880 '],[' 4 '],[' 0 ']
Solving...,TA52, , ,[' 1'],[' 4183+'],[' 2096'],"[' 602.551s (Solving', ' 592.61s 1st Model', ' 37.58s Unsat', ' 0.00s)']",[' 601.359s'], ,[' 224102268'],"[' 12137582 (Analyzed', ' 12029954)']","[' 21847    (Average', ' 550.65 Last', ' 133476)']",[' 3687.3  '],"[' 2096     (Average Length', ' 1145.64 Splits', ' 0)']","[' 12029954 (Deleted', ' 11898746)']","[' 491      (Ratio', '   0.00%)']","[' 37059    (Ratio', '   0.31%)']","[' 12029954 (Average Length', '   16.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12029954 (Average', ' 18.17 Max', ' 3468 Sum', ' 218609268)']","[' 12029339 (Average', ' 18.12 Max', ' 3468 Sum', ' 218021736 Ratio', '  99.73%)']","[' 615      (Average', ' 955.34 Max', ' 1434 Sum', ' 587532 Ratio', '   0.27%)']", ,[' 99365   '],[' 6603    '],[' 93834   '],[' 49093   '],"[' 130002   (Atom=Atom', ' 35349 Body=Body', ' 24526 Other', ' 70127)']",[' Yes'],"[' 8932     (Eliminated', '    0 Frozen', ' 8932)']","[' 5153     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.05395'],[' 0'], ,[' 303.879'],[' 0'],[' 16.5435'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.09222e+08'],[' 5.80923e+08'],[' 0'],[' 1.577e+10'],[' 0'],[' 0'],[' 921 '],[' 1794 '],[' 2497 '],[' 3071 '],[' 4 '],[' 0 ']
Solving...,TA53, , ,[' 1'],[' 4495+'],[' 2252'],"[' 602.921s (Solving', ' 592.32s 1st Model', ' 43.34s Unsat', ' 0.00s)']",[' 601.141s'], ,[' 216973363'],"[' 16508490 (Analyzed', ' 16350156)']","[' 29793    (Average', ' 548.79 Last', ' 43743)']",[' 3698.3  '],"[' 2252     (Average Length', ' 1179.81 Splits', ' 0)']","[' 16350156 (Deleted', ' 16130873)']","[' 444      (Ratio', '   0.00%)']","[' 34681    (Ratio', '   0.21%)']","[' 16350156 (Average Length', '   13.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16350156 (Average', ' 12.91 Max', ' 3422 Sum', ' 211135240)']","[' 16349503 (Average', ' 12.87 Max', ' 3422 Sum', ' 210479729 Ratio', '  99.69%)']","[' 653      (Average', ' 1003.85 Max', ' 1473 Sum', ' 655511 Ratio', '   0.31%)']", ,[' 99190   '],[' 6514    '],[' 93519   '],[' 48912   '],"[' 129839   (Atom=Atom', ' 35342 Body=Body', ' 24418 Other', ' 70079)']",[' Yes'],"[' 8936     (Eliminated', '    0 Frozen', ' 8936)']","[' 4707     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.12153'],[' 0'], ,[' 299.212'],[' 0'],[' 15.9447'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.53308e+08'],[' 5.32154e+08'],[' 0'],[' 1.60414e+10'],[' 0'],[' 0'],[' 870 '],[' 1590 '],[' 2298 '],[' 2884 '],[' 4 '],[' 0 ']
Solving...,TA54, , ,[' 1'],[' 4311+'],[' 2160'],"[' 602.762s (Solving', ' 592.54s 1st Model', ' 133.34s Unsat', ' 0.00s)']",[' 601.578s'], ,[' 225835214'],"[' 14752303 (Analyzed', ' 14502066)']","[' 27677    (Average', ' 523.98 Last', ' 507459)']",[' 3609.0  '],"[' 2160     (Average Length', ' 1159.42 Splits', ' 0)']","[' 14502066 (Deleted', ' 14322715)']","[' 415      (Ratio', '   0.00%)']","[' 36468    (Ratio', '   0.25%)']","[' 14502066 (Average Length', '   13.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14502066 (Average', ' 15.18 Max', ' 3417 Sum', ' 220206939)']","[' 14501483 (Average', ' 15.14 Max', ' 3417 Sum', ' 219600364 Ratio', '  99.72%)']","[' 583      (Average', ' 1040.44 Max', ' 1495 Sum', ' 606575 Ratio', '   0.28%)']", ,[' 99207   '],[' 6546    '],[' 93559   '],[' 48918   '],"[' 129831   (Atom=Atom', ' 35328 Body=Body', ' 24481 Other', ' 70022)']",[' Yes'],"[' 8876     (Eliminated', '    0 Frozen', ' 8876)']","[' 4519     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.06026'],[' 0'], ,[' 281.167'],[' 0'],[' 16.1111'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.48748e+08'],[' 6.15757e+08'],[' 0'],[' 1.40319e+10'],[' 0'],[' 0'],[' 971 '],[' 1597 '],[' 2258 '],[' 2847 '],[' 4 '],[' 0 ']
Solving...,TA55, , ,[' 1'],[' 4423+'],[' 2216'],"[' 602.651s (Solving', ' 592.61s 1st Model', ' 274.20s Unsat', ' 0.00s)']",[' 601.219s'], ,[' 242996681'],"[' 10488148 (Analyzed', ' 10326417)']","[' 22178    (Average', ' 465.62 Last', ' 399947)']",[' 3526.4  '],"[' 2216     (Average Length', ' 1197.90 Splits', ' 0)']","[' 10326417 (Deleted', ' 10212849)']","[' 505      (Ratio', '   0.00%)']","[' 36447    (Ratio', '   0.35%)']","[' 10326417 (Average Length', '   14.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10326417 (Average', ' 23.02 Max', ' 3379 Sum', ' 237670932)']","[' 10325823 (Average', ' 22.95 Max', ' 3379 Sum', ' 236990750 Ratio', '  99.71%)']","[' 594      (Average', ' 1145.09 Max', ' 2208 Sum', ' 680182 Ratio', '   0.29%)']", ,[' 99161   '],[' 6506    '],[' 93572   '],[' 48854   '],"[' 129290   (Atom=Atom', ' 35206 Body=Body', ' 24298 Other', ' 69786)']",[' Yes'],"[' 8928     (Eliminated', '    0 Frozen', ' 8928)']","[' 5075     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.05568'],[' 0'], ,[' 275.648'],[' 0'],[' 16.7523'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.58811e+08'],[' 7.09518e+08'],[' 0'],[' 1.30937e+10'],[' 0'],[' 0'],[' 849 '],[' 1517 '],[' 2271 '],[' 2848 '],[' 4 '],[' 0 ']
Solving...,TA56, , ,[' 1'],[' 4099+'],[' 2054'],"[' 602.621s (Solving', ' 592.94s 1st Model', ' 25.88s Unsat', ' 0.00s)']",[' 601.547s'], ,[' 192104038'],"[' 18561181 (Analyzed', ' 18362695)']","[' 33449    (Average', ' 548.98 Last', ' 153756)']",[' 3816.1  '],"[' 2054     (Average Length', ' 1116.62 Splits', ' 0)']","[' 18362695 (Deleted', ' 18155887)']","[' 342      (Ratio', '   0.00%)']","[' 30265    (Ratio', '   0.16%)']","[' 18362695 (Average Length', '   14.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 18362695 (Average', ' 10.14 Max', ' 3770 Sum', ' 186259364)']","[' 18362045 (Average', ' 10.11 Max', ' 3770 Sum', ' 185623655 Ratio', '  99.66%)']","[' 650      (Average', ' 978.01 Max', ' 1394 Sum', ' 635709 Ratio', '   0.34%)']", ,[' 98800   '],[' 6516    '],[' 93208   '],[' 48585   '],"[' 129002   (Atom=Atom', ' 35089 Body=Body', ' 24369 Other', ' 69544)']",[' Yes'],"[' 8815     (Eliminated', '    0 Frozen', ' 8815)']","[' 3842     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.99721'],[' 0'], ,[' 336.999'],[' 0'],[' 14.9162'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.10434e+08'],[' 4.05326e+08'],[' 0'],[' 1.89167e+10'],[' 0'],[' 0'],[' 951 '],[' 1791 '],[' 2440 '],[' 3040 '],[' 4 '],[' 0 ']
Solving...,TA57, , ,[' 1'],[' 3953+'],[' 1981'],"[' 602.652s (Solving', ' 593.06s 1st Model', ' 196.32s Unsat', ' 0.00s)']",[' 600.875s'], ,[' 218057273'],"[' 14381358 (Analyzed', ' 14221213)']","[' 28585    (Average', ' 497.51 Last', ' 1429594)']",[' 3691.9  '],"[' 1981     (Average Length', ' 1072.73 Splits', ' 0)']","[' 14221213 (Deleted', ' 14074569)']","[' 394      (Ratio', '   0.00%)']","[' 35420    (Ratio', '   0.25%)']","[' 14221213 (Average Length', '   14.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14221213 (Average', ' 14.95 Max', ' 3478 Sum', ' 212553018)']","[' 14220587 (Average', ' 14.91 Max', ' 3478 Sum', ' 211978661 Ratio', '  99.73%)']","[' 626      (Average', ' 917.50 Max', ' 1268 Sum', ' 574357 Ratio', '   0.27%)']", ,[' 99084   '],[' 6559    '],[' 93371   '],[' 48869   '],"[' 129131   (Atom=Atom', ' 35107 Body=Body', ' 24421 Other', ' 69603)']",[' Yes'],"[' 8754     (Eliminated', '    0 Frozen', ' 8754)']","[' 4954     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.96022'],[' 0'], ,[' 296.936'],[' 0'],[' 15.9964'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.03202e+08'],[' 5.76386e+08'],[' 0'],[' 1.49199e+10'],[' 0'],[' 0'],[' 1052 '],[' 1786 '],[' 2463 '],[' 3090 '],[' 4 '],[' 0 ']
Solving...,TA58, , ,[' 1'],[' 4137+'],[' 2073'],"[' 602.663s (Solving', ' 592.83s 1st Model', ' 80.84s Unsat', ' 0.00s)']",[' 601.469s'], ,[' 226393250'],"[' 15037022 (Analyzed', ' 14879029)']","[' 28557    (Average', ' 521.03 Last', ' 124032)']",[' 3720.4  '],"[' 2073     (Average Length', ' 1126.89 Splits', ' 0)']","[' 14879029 (Deleted', ' 14719377)']","[' 425      (Ratio', '   0.00%)']","[' 34601    (Ratio', '   0.23%)']","[' 14879029 (Average Length', '   15.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14879029 (Average', ' 14.83 Max', ' 3523 Sum', ' 220693446)']","[' 14878427 (Average', ' 14.79 Max', ' 3523 Sum', ' 220135115 Ratio', '  99.75%)']","[' 602      (Average', ' 927.46 Max', ' 1418 Sum', ' 558331 Ratio', '   0.25%)']", ,[' 99046   '],[' 6526    '],[' 93356   '],[' 48712   '],"[' 129319   (Atom=Atom', ' 35180 Body=Body', ' 24421 Other', ' 69718)']",[' Yes'],"[' 8856     (Eliminated', '    0 Frozen', ' 8856)']","[' 4442     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.99113'],[' 0'], ,[' 297.035'],[' 0'],[' 15.9737'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.83794e+08'],[' 5.56835e+08'],[' 0'],[' 1.56456e+10'],[' 0'],[' 0'],[' 960 '],[' 1668 '],[' 2470 '],[' 3101 '],[' 4 '],[' 0 ']
Solving...,TA59, , ,[' 1'],[' 3941+'],[' 1975'],"[' 602.362s (Solving', ' 593.44s 1st Model', ' 283.28s Unsat', ' 0.00s)']",[' 601.078s'], ,[' 227088986'],"[' 12372405 (Analyzed', ' 12268639)']","[' 25594    (Average', ' 479.36 Last', ' 433314)']",[' 3433.2  '],"[' 1975     (Average Length', ' 1082.96 Splits', ' 0)']","[' 12268639 (Deleted', ' 12116986)']","[' 450      (Ratio', '   0.00%)']","[' 35630    (Ratio', '   0.29%)']","[' 12268639 (Average Length', '   13.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12268639 (Average', ' 18.12 Max', ' 3279 Sum', ' 222300129)']","[' 12268000 (Average', ' 18.07 Max', ' 3279 Sum', ' 221696330 Ratio', '  99.73%)']","[' 639      (Average', ' 944.91 Max', ' 1447 Sum', ' 603799 Ratio', '   0.27%)']", ,[' 98673   '],[' 6489    '],[' 92890   '],[' 48465   '],"[' 128336   (Atom=Atom', ' 34908 Body=Body', ' 24286 Other', ' 69142)']",[' Yes'],"[' 8688     (Eliminated', '    0 Frozen', ' 8688)']","[' 5129     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.81519'],[' 0'], ,[' 294.993'],[' 0'],[' 16.4656'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.61695e+08'],[' 6.29171e+08'],[' 0'],[' 1.45229e+10'],[' 0'],[' 0'],[' 819 '],[' 1424 '],[' 2199 '],[' 2861 '],[' 4 '],[' 0 ']
Solving...,TA60, , ,[' 1'],[' 4535+'],[' 2272'],"[' 602.743s (Solving', ' 592.43s 1st Model', ' 345.65s Unsat', ' 0.00s)']",[' 601.391s'], ,[' 235303796'],"[' 12833219 (Analyzed', ' 12696040)']","[' 27271    (Average', ' 465.55 Last', ' 522298)']",[' 3521.9  '],"[' 2272     (Average Length', ' 1202.43 Splits', ' 0)']","[' 12696040 (Deleted', ' 12564980)']","[' 486      (Ratio', '   0.00%)']","[' 36598    (Ratio', '   0.29%)']","[' 12696040 (Average Length', '   15.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12696040 (Average', ' 18.10 Max', ' 3387 Sum', ' 229829580)']","[' 12695438 (Average', ' 18.05 Max', ' 3387 Sum', ' 229137715 Ratio', '  99.70%)']","[' 602      (Average', ' 1149.28 Max', ' 1578 Sum', ' 691865 Ratio', '   0.30%)']", ,[' 99252   '],[' 6531    '],[' 93665   '],[' 48942   '],"[' 129954   (Atom=Atom', ' 35383 Body=Body', ' 24419 Other', ' 70152)']",[' Yes'],"[' 8949     (Eliminated', '    0 Frozen', ' 8949)']","[' 5193     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.16349'],[' 0'], ,[' 287.83'],[' 0'],[' 16.7416'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.74049e+08'],[' 6.30802e+08'],[' 0'],[' 1.44327e+10'],[' 0'],[' 0'],[' 887 '],[' 1582 '],[' 2315 '],[' 2895 '],[' 4 '],[' 0 ']
