Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , ,[' 1'],[' 6507+'],[' 3261'],"[' 610.166s (Solving', ' 571.34s 1st Model', ' 47.45s Unsat', ' 0.00s)']",[' 606.875s'], ,[' 182930736'],"[' 7546536  (Analyzed', ' 7265912)']","[' 15279    (Average', ' 475.55 Last', ' 87808)']",[' 8352.0  '],"[' 3261     (Average Length', ' 1692.66 Splits', ' 0)']","[' 7265912  (Deleted', ' 7156734)']","[' 317      (Ratio', '   0.00%)']","[' 26098    (Ratio', '   0.36%)']","[' 7265912  (Average Length', '   22.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7265912  (Average', ' 22.71 Max', ' 11315 Sum', ' 165014146)']","[' 7262931  (Average', ' 22.08 Max', ' 11315 Sum', ' 160431634 Ratio', '  97.22%)']","[' 2981     (Average', ' 1537.24 Max', ' 2401 Sum', ' 4582512 Ratio', '   2.78%)']", ,[' 326891  '],[' 16822   '],[' 298770  '],[' 126693  '],"[' 317315   (Atom=Atom', ' 87404 Body=Body', ' 59435 Other', ' 170476)']",[' Yes'],"[' 21134    (Eliminated', '    0 Frozen', ' 21134)']","[' 4942     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.34042'],[' 0'], ,[' 294.01'],[' 0'],[' 13.9552'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.06119e+08'],[' 2.61207e+08'],[' 0'],[' 1.66968e+10'],[' 0'],[' 0'],[' 1380 '],[' 2552 '],[' 3211 '],[' 4114 '],[' 4802 '],[' 5788 '],[' 6437 '],[' 7 '],[' 0 ']
Solving...,TA72, , , ,[' 1'],[' 6803+'],[' 3409'],"[' 610.893s (Solving', ' 572.35s 1st Model', ' 48.73s Unsat', ' 0.00s)']",[' 609.250s'], ,[' 164795802'],"[' 9576500  (Analyzed', ' 9220379)']","[' 19289    (Average', ' 478.01 Last', ' 65073)']",[' 8582.6  '],"[' 3409     (Average Length', ' 1757.51 Splits', ' 0)']","[' 9220379  (Deleted', ' 9097074)']","[' 263      (Ratio', '   0.00%)']","[' 19867    (Ratio', '   0.22%)']","[' 9220379  (Average Length', '   19.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9220379  (Average', ' 15.81 Max', ' 11397 Sum', ' 145740847)']","[' 9217437  (Average', ' 15.25 Max', ' 11397 Sum', ' 140648926 Ratio', '  96.51%)']","[' 2942     (Average', ' 1730.77 Max', ' 2513 Sum', ' 5091921 Ratio', '   3.49%)']", ,[' 324998  '],[' 16371   '],[' 296473  '],[' 125166  '],"[' 310575   (Atom=Atom', ' 85706 Body=Body', ' 58000 Other', ' 166869)']",[' Yes'],"[' 20831    (Eliminated', '    0 Frozen', ' 20831)']","[' 3700     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.36581'],[' 0'], ,[' 313.209'],[' 0'],[' 13.1611'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.64475e+08'],[' 2.17322e+08'],[' 0'],[' 1.88902e+10'],[' 0'],[' 0'],[' 1087 '],[' 2073 '],[' 2782 '],[' 3654 '],[' 4423 '],[' 5260 '],[' 5946 '],[' 7 '],[' 0 ']
Solving...,TA73, , , ,[' 1'],[' 5739+'],[' 2877'],"[' 609.492s (Solving', ' 577.25s 1st Model', ' 48.09s Unsat', ' 0.00s)']",[' 607.875s'], ,[' 177542717'],"[' 10868522 (Analyzed', ' 10385783)']","[' 20398    (Average', ' 509.16 Last', ' 267146)']",[' 8977.2  '],"[' 2877     (Average Length', ' 1538.99 Splits', ' 0)']","[' 10385783 (Deleted', ' 10263357)']","[' 195      (Ratio', '   0.00%)']","[' 15082    (Ratio', '   0.15%)']","[' 10385783 (Average Length', '   22.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10385783 (Average', ' 15.26 Max', ' 12476 Sum', ' 158515170)']","[' 10383274 (Average', ' 14.93 Max', ' 12476 Sum', ' 155075886 Ratio', '  97.83%)']","[' 2509     (Average', ' 1370.78 Max', ' 2189 Sum', ' 3439284 Ratio', '   2.17%)']", ,[' 325108  '],[' 16619   '],[' 296677  '],[' 125208  '],"[' 312917   (Atom=Atom', ' 86205 Body=Body', ' 58812 Other', ' 167900)']",[' Yes'],"[' 20640    (Eliminated', '    0 Frozen', ' 20640)']","[' 2609     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.24825'],[' 0'], ,[' 325.782'],[' 0'],[' 13.4539'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.58134e+08'],[' 2.12846e+08'],[' 0'],[' 2.02671e+10'],[' 0'],[' 0'],[' 1512 '],[' 2485 '],[' 3038 '],[' 3897 '],[' 4787 '],[' 5562 '],[' 6508 '],[' 7 '],[' 0 ']
Solving...,TA74, , , ,[' 1'],[' 6105+'],[' 3060'],"[' 609.903s (Solving', ' 574.33s 1st Model', ' 55.32s Unsat', ' 0.00s)']",[' 608.484s'], ,[' 166659274'],"[' 9821445  (Analyzed', ' 9531754)']","[' 21055    (Average', ' 452.71 Last', ' 23299)']",[' 8624.6  '],"[' 3060     (Average Length', ' 1605.62 Splits', ' 0)']","[' 9531754  (Deleted', ' 9394048)']","[' 308      (Ratio', '   0.00%)']","[' 19661    (Ratio', '   0.21%)']","[' 9531754  (Average Length', '   18.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9531754  (Average', ' 15.59 Max', ' 11605 Sum', ' 148619777)']","[' 9528804  (Average', ' 15.14 Max', ' 11605 Sum', ' 144349778 Ratio', '  97.13%)']","[' 2950     (Average', ' 1447.46 Max', ' 2255 Sum', ' 4269999 Ratio', '   2.87%)']", ,[' 324707  '],[' 16366   '],[' 295907  '],[' 124606  '],"[' 309774   (Atom=Atom', ' 85394 Body=Body', ' 57967 Other', ' 166413)']",[' Yes'],"[' 20550    (Eliminated', '    0 Frozen', ' 20550)']","[' 3615     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.75714'],[' 0'], ,[' 318.158'],[' 0'],[' 13.7119'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.56019e+08'],[' 2.11861e+08'],[' 0'],[' 1.95085e+10'],[' 0'],[' 0'],[' 1200 '],[' 2053 '],[' 2750 '],[' 3817 '],[' 4497 '],[' 5213 '],[' 5872 '],[' 7 '],[' 0 ']
Solving...,TA75, , , ,[' 1'],[' 6375+'],[' 3195'],"[' 609.966s (Solving', ' 575.87s 1st Model', ' 47.75s Unsat', ' 0.00s)']",[' 608.531s'], ,[' 172388127'],"[' 9149751  (Analyzed', ' 8700905)']","[' 18783    (Average', ' 463.23 Last', ' 2646)']",[' 8318.2  '],"[' 3195     (Average Length', ' 1662.46 Splits', ' 0)']","[' 8700905  (Deleted', ' 8584604)']","[' 264      (Ratio', '   0.00%)']","[' 19287    (Ratio', '   0.22%)']","[' 8700905  (Average Length', '   22.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8700905  (Average', ' 17.80 Max', ' 11766 Sum', ' 154876757)']","[' 8697861  (Average', ' 17.26 Max', ' 11766 Sum', ' 150138481 Ratio', '  96.94%)']","[' 3044     (Average', ' 1556.60 Max', ' 2425 Sum', ' 4738276 Ratio', '   3.06%)']", ,[' 326511  '],[' 16761   '],[' 298264  '],[' 126107  '],"[' 315670   (Atom=Atom', ' 86964 Body=Body', ' 59124 Other', ' 169582)']",[' Yes'],"[' 20980    (Eliminated', '    0 Frozen', ' 20980)']","[' 3523     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.56666'],[' 0'], ,[' 307.58'],[' 0'],[' 13.0716'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.78787e+08'],[' 2.3641e+08'],[' 0'],[' 1.92217e+10'],[' 0'],[' 0'],[' 1330 '],[' 2633 '],[' 3026 '],[' 3706 '],[' 4736 '],[' 5979 '],[' 6350 '],[' 7 '],[' 0 ']
Solving...,TA76, , , ,[' 1'],[' 6051+'],[' 3033'],"[' 609.844s (Solving', ' 577.25s 1st Model', ' 43.50s Unsat', ' 0.00s)']",[' 608.266s'], ,[' 161079495'],"[' 10496381 (Analyzed', ' 10026758)']","[' 21598    (Average', ' 464.24 Last', ' 21388)']",[' 8649.6  '],"[' 3033     (Average Length', ' 1610.97 Splits', ' 0)']","[' 10026758 (Deleted', ' 9903250)']","[' 305      (Ratio', '   0.00%)']","[' 17032    (Ratio', '   0.17%)']","[' 10026758 (Average Length', '   19.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10026758 (Average', ' 14.33 Max', ' 11760 Sum', ' 143686250)']","[' 10023552 (Average', ' 13.83 Max', ' 11760 Sum', ' 138716744 Ratio', '  96.54%)']","[' 3206     (Average', ' 1550.06 Max', ' 2339 Sum', ' 4969506 Ratio', '   3.46%)']", ,[' 325100  '],[' 16399   '],[' 296111  '],[' 124959  '],"[' 310253   (Atom=Atom', ' 85507 Body=Body', ' 58172 Other', ' 166574)']",[' Yes'],"[' 20565    (Eliminated', '    0 Frozen', ' 20565)']","[' 3019     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.43071'],[' 0'], ,[' 324.1'],[' 0'],[' 13.1769'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.45573e+08'],[' 2.02578e+08'],[' 0'],[' 2.03582e+10'],[' 0'],[' 0'],[' 1218 '],[' 2142 '],[' 2939 '],[' 3634 '],[' 4574 '],[' 5341 '],[' 6355 '],[' 7 '],[' 0 ']
Solving...,TA77, , , ,[' 1'],[' 5361+'],[' 2688'],"[' 610.102s (Solving', ' 578.36s 1st Model', ' 42.11s Unsat', ' 0.00s)']",[' 608.406s'], ,[' 188520499'],"[' 10593720 (Analyzed', ' 9849683)']","[' 20904    (Average', ' 471.19 Last', ' 21620)']",[' 8520.5  '],"[' 2688     (Average Length', ' 1476.11 Splits', ' 0)']","[' 9849683  (Deleted', ' 9717966)']","[' 223      (Ratio', '   0.00%)']","[' 22019    (Ratio', '   0.22%)']","[' 9849683  (Average Length', '   21.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9849683  (Average', ' 17.49 Max', ' 11580 Sum', ' 172294036)']","[' 9846768  (Average', ' 17.08 Max', ' 11580 Sum', ' 168221963 Ratio', '  97.64%)']","[' 2915     (Average', ' 1396.94 Max', ' 2084 Sum', ' 4072073 Ratio', '   2.36%)']", ,[' 323673  '],[' 16477   '],[' 295207  '],[' 124000  '],"[' 310146   (Atom=Atom', ' 85426 Body=Body', ' 58371 Other', ' 166349)']",[' Yes'],"[' 20356    (Eliminated', '    0 Frozen', ' 20356)']","[' 4050     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.81659'],[' 0'], ,[' 333.802'],[' 0'],[' 14.3754'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.90761e+08'],[' 2.41668e+08'],[' 0'],[' 2.09661e+10'],[' 0'],[' 0'],[' 1535 '],[' 2052 '],[' 3177 '],[' 3742 '],[' 4496 '],[' 5590 '],[' 6124 '],[' 7 '],[' 0 ']
Solving...,TA78, , , ,[' 1'],[' 6039+'],[' 3027'],"[' 609.106s (Solving', ' 577.17s 1st Model', ' 43.31s Unsat', ' 0.00s)']",[' 607.484s'], ,[' 172262250'],"[' 9632470  (Analyzed', ' 9259666)']","[' 19928    (Average', ' 464.66 Last', ' 79329)']",[' 7930.7  '],"[' 3027     (Average Length', ' 1591.66 Splits', ' 0)']","[' 9259666  (Deleted', ' 9143640)']","[' 281      (Ratio', '   0.00%)']","[' 20131    (Ratio', '   0.22%)']","[' 9259666  (Average Length', '   20.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9259666  (Average', ' 16.96 Max', ' 11348 Sum', ' 157062893)']","[' 9256648  (Average', ' 16.43 Max', ' 11348 Sum', ' 152102419 Ratio', '  96.84%)']","[' 3018     (Average', ' 1643.63 Max', ' 2386 Sum', ' 4960474 Ratio', '   3.16%)']", ,[' 324113  '],[' 16366   '],[' 295705  '],[' 124276  '],"[' 308936   (Atom=Atom', ' 85146 Body=Body', ' 57846 Other', ' 165944)']",[' Yes'],"[' 20505    (Eliminated', '    0 Frozen', ' 20505)']","[' 3815     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.13058'],[' 0'], ,[' 323.912'],[' 0'],[' 13.5423'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.7084e+08'],[' 2.2517e+08'],[' 0'],[' 2.00687e+10'],[' 0'],[' 0'],[' 1147 '],[' 2086 '],[' 2931 '],[' 3728 '],[' 4643 '],[' 5855 '],[' 6212 '],[' 7 '],[' 0 ']
Solving...,TA79, , , ,[' 1'],[' 6911+'],[' 3463'],"[' 611.705s (Solving', ' 572.51s 1st Model', ' 54.44s Unsat', ' 0.00s)']",[' 610.328s'], ,[' 156329580'],"[' 9381223  (Analyzed', ' 9064111)']","[' 19082    (Average', ' 475.01 Last', ' 186207)']",[' 8702.2  '],"[' 3463     (Average Length', ' 1797.40 Splits', ' 0)']","[' 9064111  (Deleted', ' 8944303)']","[' 303      (Ratio', '   0.00%)']","[' 18621    (Ratio', '   0.21%)']","[' 9064111  (Average Length', '   18.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9064111  (Average', ' 15.09 Max', ' 11245 Sum', ' 136809938)']","[' 9060982  (Average', ' 14.52 Max', ' 11245 Sum', ' 131625528 Ratio', '  96.21%)']","[' 3129     (Average', ' 1656.89 Max', ' 2676 Sum', ' 5184410 Ratio', '   3.79%)']", ,[' 325512  '],[' 16423   '],[' 297081  '],[' 125354  '],"[' 311603   (Atom=Atom', ' 85955 Body=Body', ' 58160 Other', ' 167488)']",[' Yes'],"[' 20926    (Eliminated', '    0 Frozen', ' 20926)']","[' 3564     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.62294'],[' 0'], ,[' 305.821'],[' 0'],[' 13.2224'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.42806e+08'],[' 2.01201e+08'],[' 0'],[' 1.87996e+10'],[' 0'],[' 0'],[' 1071 '],[' 1980 '],[' 2869 '],[' 3624 '],[' 4376 '],[' 5260 '],[' 5962 '],[' 7 '],[' 0 ']
Solving...,TA80, , , ,[' 1'],[' 6061+'],[' 3038'],"[' 609.879s (Solving', ' 575.99s 1st Model', ' 54.82s Unsat', ' 0.00s)']",[' 608.391s'], ,[' 184550330'],"[' 8597897  (Analyzed', ' 8211068)']","[' 17369    (Average', ' 472.74 Last', ' 169070)']",[' 8289.4  '],"[' 3038     (Average Length', ' 1580.79 Splits', ' 0)']","[' 8211068  (Deleted', ' 8092983)']","[' 259      (Ratio', '   0.00%)']","[' 28316    (Ratio', '   0.34%)']","[' 8211068  (Average Length', '   22.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8211068  (Average', ' 20.40 Max', ' 11371 Sum', ' 167478202)']","[' 8208236  (Average', ' 19.88 Max', ' 11371 Sum', ' 163219784 Ratio', '  97.46%)']","[' 2832     (Average', ' 1503.68 Max', ' 2235 Sum', ' 4258418 Ratio', '   2.54%)']", ,[' 324900  '],[' 16699   '],[' 297010  '],[' 125245  '],"[' 314099   (Atom=Atom', ' 86554 Body=Body', ' 58961 Other', ' 168584)']",[' Yes'],"[' 20757    (Eliminated', '    0 Frozen', ' 20757)']","[' 4848     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.50819'],[' 0'], ,[' 309.341'],[' 0'],[' 13.9745'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.04544e+08'],[' 2.56811e+08'],[' 0'],[' 1.89075e+10'],[' 0'],[' 0'],[' 1458 '],[' 2203 '],[' 3022 '],[' 3603 '],[' 4405 '],[' 5385 '],[' 5856 '],[' 7 '],[' 0 ']
