Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , , ,[' 1'],[' 6635+'],[' 3327'],"[' 614.590s (Solving', ' 567.81s 1st Model', ' 59.89s Unsat', ' 0.00s)']",[' 610.953s'], ,[' 163956771'],"[' 8893030  (Analyzed', ' 8624496)']","[' 18761    (Average', ' 459.70 Last', ' 20270)']",[' 8966.1  '],"[' 3327     (Average Length', ' 1769.80 Splits', ' 0)']","[' 8624496  (Deleted', ' 8496377)']","[' 756      (Ratio', '   0.01%)']","[' 21049    (Ratio', '   0.24%)']","[' 8624496  (Average Length', '   20.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8624496  (Average', ' 16.63 Max', ' 12319 Sum', ' 143440554)']","[' 8621523  (Average', ' 16.15 Max', ' 12319 Sum', ' 139279445 Ratio', '  97.10%)']","[' 2973     (Average', ' 1399.63 Max', ' 2598 Sum', ' 4161109 Ratio', '   2.90%)']", ,[' 343750  '],[' 18352   '],[' 316663  '],[' 148970  '],"[' 335811   (Atom=Atom', ' 94019 Body=Body', ' 65575 Other', ' 176217)']",[' Yes'],"[' 21940    (Eliminated', '    0 Frozen', ' 21940)']","[' 3634     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.15458'],[' 0'], ,[' 272.85'],[' 0'],[' 13.7904'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.63253e+08'],[' 2.23823e+08'],[' 0'],[' 1.35856e+10'],[' 0'],[' 0'],[' 1001 '],[' 1782 '],[' 2810 '],[' 3251 '],[' 3740 '],[' 5028 '],[' 5498 '],[' 5886 '],[' 6473 '],[' 9 '],[' 0 ']
Solving...,TA72, , , ,[' 1'],[' 8221+'],[' 4120'],"[' 616.136s (Solving', ' 561.07s 1st Model', ' 69.86s Unsat', ' 0.00s)']",[' 612.672s'], ,[' 135155421'],"[' 7847035  (Analyzed', ' 7631530)']","[' 17054    (Average', ' 447.49 Last', ' 2134)']",[' 9469.7  '],"[' 4120     (Average Length', ' 2048.46 Splits', ' 0)']","[' 7631530  (Deleted', ' 7514413)']","[' 747      (Ratio', '   0.01%)']","[' 14699    (Ratio', '   0.19%)']","[' 7631530  (Average Length', '   17.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7631530  (Average', ' 14.26 Max', ' 12496 Sum', ' 108804097)']","[' 7628568  (Average', ' 13.63 Max', ' 12496 Sum', ' 104015613 Ratio', '  95.60%)']","[' 2962     (Average', ' 1616.64 Max', ' 3085 Sum', ' 4788484 Ratio', '   4.40%)']", ,[' 334483  '],[' 17115   '],[' 308418  '],[' 140805  '],"[' 332021   (Atom=Atom', ' 93224 Body=Body', ' 64275 Other', ' 174522)']",[' Yes'],"[' 22135    (Eliminated', '    0 Frozen', ' 22135)']","[' 2536     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.0829'],[' 0'], ,[' 259.614'],[' 0'],[' 12.6026'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.05149e+08'],[' 1.73568e+08'],[' 0'],[' 1.24517e+10'],[' 0'],[' 0'],[' 711 '],[' 1599 '],[' 2223 '],[' 2736 '],[' 3284 '],[' 4056 '],[' 4766 '],[' 5320 '],[' 5960 '],[' 9 '],[' 0 ']
Solving...,TA73, , , ,[' 1'],[' 7023+'],[' 3521'],"[' 613.996s (Solving', ' 566.81s 1st Model', ' 56.83s Unsat', ' 0.00s)']",[' 610.781s'], ,[' 157548615'],"[' 8913519  (Analyzed', ' 8720779)']","[' 19235    (Average', ' 453.38 Last', ' 4314)']",[' 9584.5  '],"[' 3521     (Average Length', ' 1874.89 Splits', ' 0)']","[' 8720779  (Deleted', ' 8599285)']","[' 717      (Ratio', '   0.01%)']","[' 18459    (Ratio', '   0.21%)']","[' 8720779  (Average Length', '   21.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8720779  (Average', ' 15.35 Max', ' 12430 Sum', ' 133825731)']","[' 8717811  (Average', ' 14.87 Max', ' 12430 Sum', ' 129707896 Ratio', '  96.92%)']","[' 2968     (Average', ' 1387.41 Max', ' 2827 Sum', ' 4117835 Ratio', '   3.08%)']", ,[' 338882  '],[' 17905   '],[' 313010  '],[' 144907  '],"[' 333314   (Atom=Atom', ' 93416 Body=Body', ' 64960 Other', ' 174938)']",[' Yes'],"[' 21983    (Eliminated', '    0 Frozen', ' 21983)']","[' 2812     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.60462'],[' 0'], ,[' 276.744'],[' 0'],[' 13.1007'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.42799e+08'],[' 2.03499e+08'],[' 0'],[' 1.41388e+10'],[' 0'],[' 0'],[' 1054 '],[' 1926 '],[' 2565 '],[' 3116 '],[' 3907 '],[' 4484 '],[' 5240 '],[' 5843 '],[' 6452 '],[' 9 '],[' 0 ']
Solving...,TA74, , , , ,[' 8525+'],[' 4272'],"[' 617.119s (Solving', ' 561.39s 1st Model', ' 67.42s Unsat', ' 0.00s)']",[' 614.891s'], ,[' 146324321'],"[' 10534334 (Analyzed', ' 10305272)']","[' 21735    (Average', ' 474.13 Last', ' 27356)']",[' 9595.4  '],"[' 4273     (Average Length', ' 2121.43 Splits', ' 0)']","[' 10305272 (Deleted', ' 10152981)']","[' 671      (Ratio', '   0.01%)']","[' 14631    (Ratio', '   0.14%)']","[' 10305272 (Average Length', '   17.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10305272 (Average', ' 11.47 Max', ' 12510 Sum', ' 118212024)']","[' 10302525 (Average', ' 11.03 Max', ' 12510 Sum', ' 113701035 Ratio', '  96.18%)']","[' 2747     (Average', ' 1642.15 Max', ' 3120 Sum', ' 4510989 Ratio', '   3.82%)']", ,[' 335417  '],[' 17170   '],[' 309394  '],[' 141593  '],"[' 331783   (Atom=Atom', ' 93111 Body=Body', ' 64144 Other', ' 174528)']",[' Yes'],"[' 22157    (Eliminated', '    0 Frozen', ' 22157)']","[' 2834     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.97518'],[' 0'], ,[' 256.447'],[' 0'],[' 11.7861'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.25654e+08'],[' 1.85648e+08'],[' 0'],[' 1.34771e+10'],[' 0'],[' 0'],[' 885 '],[' 1518 '],[' 2116 '],[' 2804 '],[' 3495 '],[' 4200 '],[' 4723 '],[' 5444 '],[' 5970 '],[' 9 '],[' 0 ']
Solving...,TA75, , , ,[' 1'],[' 7377+'],[' 3698'],"[' 614.652s (Solving', ' 563.72s 1st Model', ' 63.65s Unsat', ' 0.00s)']",[' 611.563s'], ,[' 148787746'],"[' 9532873  (Analyzed', ' 9198529)']","[' 19717    (Average', ' 466.53 Last', ' 4899)']",[' 9500.0  '],"[' 3698     (Average Length', ' 1919.08 Splits', ' 0)']","[' 9198529  (Deleted', ' 9067901)']","[' 627      (Ratio', '   0.01%)']","[' 14771    (Ratio', '   0.16%)']","[' 9198529  (Average Length', '   19.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9198529  (Average', ' 13.53 Max', ' 12707 Sum', ' 124468647)']","[' 9195569  (Average', ' 13.04 Max', ' 12707 Sum', ' 119966940 Ratio', '  96.38%)']","[' 2960     (Average', ' 1520.85 Max', ' 2850 Sum', ' 4501707 Ratio', '   3.62%)']", ,[' 338490  '],[' 17499   '],[' 311565  '],[' 143541  '],"[' 334505   (Atom=Atom', ' 93768 Body=Body', ' 65087 Other', ' 175650)']",[' Yes'],"[' 22157    (Eliminated', '    0 Frozen', ' 22157)']","[' 2724     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.12516'],[' 0'], ,[' 267.131'],[' 0'],[' 12.2543'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.25951e+08'],[' 1.87591e+08'],[' 0'],[' 1.34188e+10'],[' 0'],[' 0'],[' 994 '],[' 1460 '],[' 2305 '],[' 3192 '],[' 3520 '],[' 4185 '],[' 4948 '],[' 5801 '],[' 6299 '],[' 9 '],[' 0 ']
Solving...,TA76, , , ,[' 1'],[' 6935+'],[' 3477'],"[' 613.233s (Solving', ' 568.70s 1st Model', ' 59.26s Unsat', ' 0.00s)']",[' 609.922s'], ,[' 144376904'],"[' 9551366  (Analyzed', ' 9274052)']","[' 20313    (Average', ' 456.56 Last', ' 19405)']",[' 8876.3  '],"[' 3477     (Average Length', ' 1821.94 Splits', ' 0)']","[' 9274052  (Deleted', ' 9141331)']","[' 696      (Ratio', '   0.01%)']","[' 18252    (Ratio', '   0.20%)']","[' 9274052  (Average Length', '   19.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9274052  (Average', ' 13.26 Max', ' 12249 Sum', ' 122931321)']","[' 9271211  (Average', ' 12.84 Max', ' 12249 Sum', ' 119069817 Ratio', '  96.86%)']","[' 2841     (Average', ' 1359.21 Max', ' 2805 Sum', ' 3861504 Ratio', '   3.14%)']", ,[' 335210  '],[' 17277   '],[' 308736  '],[' 141374  '],"[' 330320   (Atom=Atom', ' 92619 Body=Body', ' 64385 Other', ' 173316)']",[' Yes'],"[' 21688    (Eliminated', '    0 Frozen', ' 21688)']","[' 3172     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.12026'],[' 0'], ,[' 292.281'],[' 0'],[' 12.7883'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.24354e+08'],[' 1.85751e+08'],[' 0'],[' 1.56046e+10'],[' 0'],[' 0'],[' 1052 '],[' 1625 '],[' 2335 '],[' 2884 '],[' 3449 '],[' 4326 '],[' 4747 '],[' 5464 '],[' 6196 '],[' 9 '],[' 0 ']
Solving...,TA77, , , ,[' 1'],[' 7961+'],[' 3990'],"[' 616.669s (Solving', ' 561.15s 1st Model', ' 70.47s Unsat', ' 0.00s)']",[' 614.375s'], ,[' 148310290'],"[' 9417155  (Analyzed', ' 9120070)']","[' 20016    (Average', ' 455.64 Last', ' 25898)']",[' 9899.4  '],"[' 3990     (Average Length', ' 2050.03 Splits', ' 0)']","[' 9120070  (Deleted', ' 8998781)']","[' 577      (Ratio', '   0.01%)']","[' 16502    (Ratio', '   0.18%)']","[' 9120070  (Average Length', '   19.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9120070  (Average', ' 13.18 Max', ' 12325 Sum', ' 120178363)']","[' 9117359  (Average', ' 12.75 Max', ' 12325 Sum', ' 116242529 Ratio', '  96.73%)']","[' 2711     (Average', ' 1451.80 Max', ' 2999 Sum', ' 3935834 Ratio', '   3.27%)']", ,[' 336977  '],[' 17351   '],[' 310639  '],[' 143026  '],"[' 329571   (Atom=Atom', ' 92524 Body=Body', ' 63875 Other', ' 173172)']",[' Yes'],"[' 21952    (Eliminated', '    0 Frozen', ' 21952)']","[' 2894     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.0736'],[' 0'], ,[' 253.321'],[' 0'],[' 12.0214'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.353e+08'],[' 1.95182e+08'],[' 0'],[' 1.29526e+10'],[' 0'],[' 0'],[' 941 '],[' 1686 '],[' 2344 '],[' 3034 '],[' 3447 '],[' 4008 '],[' 4676 '],[' 5340 '],[' 6026 '],[' 9 '],[' 0 ']
Solving...,TA78, , , ,[' 1'],[' 6735+'],[' 3377'],"[' 614.164s (Solving', ' 568.89s 1st Model', ' 56.83s Unsat', ' 0.02s)']",[' 611.422s'], ,[' 143003475'],"[' 10293421 (Analyzed', ' 9977412)']","[' 21851    (Average', ' 456.61 Last', ' 21096)']",[' 9287.0  '],"[' 3377     (Average Length', ' 1772.24 Splits', ' 0)']","[' 9977412  (Deleted', ' 9846787)']","[' 716      (Ratio', '   0.01%)']","[' 16581    (Ratio', '   0.17%)']","[' 9977412  (Average Length', '   19.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9977412  (Average', ' 12.08 Max', ' 12681 Sum', ' 120571036)']","[' 9974579  (Average', ' 11.71 Max', ' 12681 Sum', ' 116797085 Ratio', '  96.87%)']","[' 2833     (Average', ' 1332.14 Max', ' 2553 Sum', ' 3773951 Ratio', '   3.13%)']", ,[' 334783  '],[' 17291   '],[' 308457  '],[' 141027  '],"[' 329847   (Atom=Atom', ' 92474 Body=Body', ' 64362 Other', ' 173011)']",[' Yes'],"[' 21575    (Eliminated', '    0 Frozen', ' 21575)']","[' 2792     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.31942'],[' 0'], ,[' 292.646'],[' 0'],[' 12.6482'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.1996e+08'],[' 1.81124e+08'],[' 0'],[' 1.54538e+10'],[' 0'],[' 0'],[' 913 '],[' 1721 '],[' 2581 '],[' 3109 '],[' 3538 '],[' 4434 '],[' 4938 '],[' 5649 '],[' 6279 '],[' 9 '],[' 0 ']
Solving...,TA79, , , ,[' 1'],[' 7711+'],[' 3865'],"[' 615.523s (Solving', ' 562.52s 1st Model', ' 69.29s Unsat', ' 0.00s)']",[' 612.375s'], ,[' 145799008'],"[' 8828996  (Analyzed', ' 8519892)']","[' 18991    (Average', ' 448.63 Last', ' 7229)']",[' 9575.5  '],"[' 3865     (Average Length', ' 1967.18 Splits', ' 0)']","[' 8519892  (Deleted', ' 8398442)']","[' 727      (Ratio', '   0.01%)']","[' 17440    (Ratio', '   0.20%)']","[' 8519892  (Average Length', '   18.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8519892  (Average', ' 14.00 Max', ' 12558 Sum', ' 119268385)']","[' 8517221  (Average', ' 13.58 Max', ' 12558 Sum', ' 115665221 Ratio', '  96.98%)']","[' 2671     (Average', ' 1348.99 Max', ' 2991 Sum', ' 3603164 Ratio', '   3.02%)']", ,[' 334272  '],[' 17117   '],[' 308102  '],[' 140558  '],"[' 330012   (Atom=Atom', ' 92574 Body=Body', ' 63993 Other', ' 173445)']",[' Yes'],"[' 21914    (Eliminated', '    0 Frozen', ' 21914)']","[' 2762     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.69682'],[' 0'], ,[' 263.347'],[' 0'],[' 12.3298'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.24605e+08'],[' 1.87394e+08'],[' 0'],[' 1.28707e+10'],[' 0'],[' 0'],[' 830 '],[' 1780 '],[' 2180 '],[' 2845 '],[' 3314 '],[' 3939 '],[' 4614 '],[' 5358 '],[' 5968 '],[' 9 '],[' 0 ']
Solving...,TA80, , , ,[' 1'],[' 6957+'],[' 3488'],"[' 613.882s (Solving', ' 566.25s 1st Model', ' 60.78s Unsat', ' 0.00s)']",[' 611.531s'], ,[' 143663601'],"[' 9130130  (Analyzed', ' 8921326)']","[' 20127    (Average', ' 443.25 Last', ' 39491)']",[' 9274.4  '],"[' 3488     (Average Length', ' 1818.81 Splits', ' 0)']","[' 8921326  (Deleted', ' 8795571)']","[' 911      (Ratio', '   0.01%)']","[' 18056    (Ratio', '   0.20%)']","[' 8921326  (Average Length', '   19.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8921326  (Average', ' 13.62 Max', ' 12262 Sum', ' 121509253)']","[' 8917955  (Average', ' 13.11 Max', ' 12262 Sum', ' 116976983 Ratio', '  96.27%)']","[' 3371     (Average', ' 1344.49 Max', ' 2658 Sum', ' 4532270 Ratio', '   3.73%)']", ,[' 336816  '],[' 17603   '],[' 310730  '],[' 142847  '],"[' 332645   (Atom=Atom', ' 93182 Body=Body', ' 64821 Other', ' 174642)']",[' Yes'],"[' 21918    (Eliminated', '    0 Frozen', ' 21918)']","[' 3254     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.8345'],[' 0'], ,[' 283.864'],[' 0'],[' 12.3705'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.29505e+08'],[' 1.90517e+08'],[' 0'],[' 1.44872e+10'],[' 0'],[' 0'],[' 1061 '],[' 1651 '],[' 2318 '],[' 2919 '],[' 3442 '],[' 4236 '],[' 4677 '],[' 5228 '],[' 5940 '],[' 9 '],[' 0 ']
