Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 
Solving...,TA51, ,[' 1'],[' 663+'],[' 340'],"[' 344.220s (Solving', ' 342.35s 1st Model', ' 0.86s Unsat', ' 39.76s)']",[' 343.328s'], ,[' 19196031'],"[' 12545791 (Analyzed', ' 12531656)']","[' 27059    (Average', ' 463.12 Last', ' 6438)']",[' 1435.0  '],"[' 340      (Average Length', ' 164.58 Splits', ' 0)']","[' 12531656 (Deleted', ' 12343868)']","[' 40       (Ratio', '   0.00%)']","[' 2521     (Ratio', '   0.02%)']","[' 12531656 (Average Length', '   10.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12531656 (Average', '  1.47 Max', ' 1977 Sum', ' 18411923)']","[' 12531528 (Average', '  1.47 Max', ' 1977 Sum', ' 18395370 Ratio', '  99.91%)']","[' 128      (Average', ' 129.32 Max', ' 257 Sum', '  16553 Ratio', '   0.09%)']", ,[' 74845   '],[' 3046    '],[' 74424   '],[' 42791   '],"[' 128369   (Atom=Atom', ' 40493 Body=Body', ' 22121 Other', ' 65755)']",[' Yes'],"[' 3375     (Eliminated', '    0 Frozen', ' 3375)']","[' 169      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.422251'],[' 0'], ,[' 271.195'],[' 0'],[' 5.09936'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.57163e+07'],[' 2.72905e+07'],[' 0'],[' 4.24349e+10'],[' 0'],[' 0'],[' 647 '],[' 1216 '],[' 1698 '],[' 2142 '],[' 2715 '],[' 3225 '],[' 3742 '],[' 4357 ']
Solving...,TA52, ,[' 1'],[' 653+'],[' 335'],"[' 290.437s (Solving', ' 288.65s 1st Model', ' 0.87s Unsat', ' 45.96s)']",[' 289.922s'], ,[' 11400981'],"[' 7124554  (Analyzed', ' 7113484)']","[' 15648    (Average', ' 454.59 Last', ' 32378)']",[' 1540.5  '],"[' 335      (Average Length', ' 162.65 Splits', ' 0)']","[' 7113484  (Deleted', ' 7000973)']","[' 63       (Ratio', '   0.00%)']","[' 2572     (Ratio', '   0.04%)']","[' 7113484  (Average Length', '   12.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7113484  (Average', '  1.51 Max', ' 1975 Sum', ' 10729946)']","[' 7113247  (Average', '  1.50 Max', ' 1975 Sum', ' 10705623 Ratio', '  99.77%)']","[' 237      (Average', ' 102.63 Max', ' 234 Sum', '  24323 Ratio', '   0.23%)']", ,[' 75699   '],[' 3102    '],[' 75275   '],[' 43004   '],"[' 129008   (Atom=Atom', ' 40650 Body=Body', ' 22177 Other', ' 66181)']",[' Yes'],"[' 3428     (Eliminated', '    0 Frozen', ' 3428)']","[' 273      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.445884'],[' 0'], ,[' 249.272'],[' 0'],[' 4.1583'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.52592e+07'],[' 1.87849e+07'],[' 0'],[' 4.0922e+10'],[' 0'],[' 0'],[' 570 '],[' 1300 '],[' 1678 '],[' 2144 '],[' 2620 '],[' 3135 '],[' 3690 '],[' 4089 ']
Solving...,TA53, , ,[' 727'],[' 372'],"[' 258.635s (Solving', ' 256.62s 1st Model', ' 0.88s Unsat', ' 13.67s)']",[' 258.359s'], ,[' 10588234'],"[' 6795570  (Analyzed', ' 6770556)']","[' 15308    (Average', ' 442.29 Last', ' 6878)']",[' 1484.7  '],"[' 372      (Average Length', ' 181.30 Splits', ' 0)']","[' 6770556  (Deleted', ' 6659051)']","[' 50       (Ratio', '   0.00%)']","[' 1879     (Ratio', '   0.03%)']","[' 6770556  (Average Length', '   11.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6770556  (Average', '  1.46 Max', ' 1928 Sum', ' 9895431)']","[' 6770381  (Average', '  1.46 Max', ' 1928 Sum', ' 9871455 Ratio', '  99.76%)']","[' 175      (Average', ' 137.01 Max', ' 285 Sum', '  23976 Ratio', '   0.24%)']", ,[' 73940   '],[' 2998    '],[' 73552   '],[' 41849   '],"[' 125543   (Atom=Atom', ' 39599 Body=Body', ' 22073 Other', ' 63871)']",[' Yes'],"[' 3360     (Eliminated', '    0 Frozen', ' 3360)']","[' 188      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.483942'],[' 0'], ,[' 218.646'],[' 0'],[' 3.74739'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.30402e+07'],[' 1.77622e+07'],[' 0'],[' 3.53413e+10'],[' 0'],[' 0'],[' 472 '],[' 1157 '],[' 1494 '],[' 1980 '],[' 2503 '],[' 3028 '],[' 3462 '],[' 3997 ']
Solving...,TA54, , ,[' 807'],[' 412'],"[' 318.988s (Solving', ' 317.17s 1st Model', ' 0.82s Unsat', ' 14.56s)']",[' 318.547s'], ,[' 16020133'],"[' 10978966 (Analyzed', ' 10961787)']","[' 23743    (Average', ' 461.69 Last', ' 23832)']",[' 1286.5  '],"[' 412      (Average Length', ' 200.44 Splits', ' 0)']","[' 10961787 (Deleted', ' 10783590)']","[' 51       (Ratio', '   0.00%)']","[' 2268     (Ratio', '   0.02%)']","[' 10961787 (Average Length', '   11.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10961787 (Average', '  1.39 Max', ' 1898 Sum', ' 15267217)']","[' 10961625 (Average', '  1.39 Max', ' 1898 Sum', ' 15237182 Ratio', '  99.80%)']","[' 162      (Average', ' 185.40 Max', ' 341 Sum', '  30035 Ratio', '   0.20%)']", ,[' 75468   '],[' 3038    '],[' 75117   '],[' 42667   '],"[' 127997   (Atom=Atom', ' 40377 Body=Body', ' 22113 Other', ' 65507)']",[' Yes'],"[' 3437     (Eliminated', '    0 Frozen', ' 3437)']","[' 280      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.41682'],[' 0'], ,[' 255.665'],[' 0'],[' 4.79952'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.80615e+07'],[' 2.30972e+07'],[' 0'],[' 4.07502e+10'],[' 0'],[' 0'],[' 533 '],[' 997 '],[' 1437 '],[' 1922 '],[' 2311 '],[' 2757 '],[' 3468 '],[' 3847 ']
Solving...,TA55, , ,[' 513'],[' 265'],"[' 240.462s (Solving', ' 239.10s 1st Model', ' 0.64s Unsat', ' 57.12s)']",[' 240.047s'], ,[' 14613891'],"[' 9950022  (Analyzed', ' 9938169)']","[' 20707    (Average', ' 479.94 Last', ' 7428)']",[' 1241.9  '],"[' 265      (Average Length', ' 128.67 Splits', ' 0)']","[' 9938169  (Deleted', ' 9802653)']","[' 77       (Ratio', '   0.00%)']","[' 2579     (Ratio', '   0.03%)']","[' 9938169  (Average Length', '   11.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9938169  (Average', '  1.41 Max', ' 1911 Sum', ' 14022659)']","[' 9938025  (Average', '  1.41 Max', ' 1911 Sum', ' 14013923 Ratio', '  99.94%)']","[' 144      (Average', ' 60.67 Max', ' 224 Sum', '   8736 Ratio', '   0.06%)']", ,[' 74951   '],[' 3023    '],[' 74457   '],[' 42627   '],"[' 127877   (Atom=Atom', ' 40352 Body=Body', ' 22098 Other', ' 65427)']",[' Yes'],"[' 3279     (Eliminated', '    0 Frozen', ' 3279)']","[' 228      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.331095'],[' 0'], ,[' 186.937'],[' 0'],[' 3.84267'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.0979e+07'],[' 1.8354e+07'],[' 0'],[' 2.65046e+10'],[' 0'],[' 0'],[' 682 '],[' 1030 '],[' 1751 '],[' 2157 '],[' 2560 '],[' 3046 '],[' 3567 '],[' 4085 ']
Solving...,TA56, ,[' 1'],[' 619+'],[' 318'],"[' 305.540s (Solving', ' 303.78s 1st Model', ' 0.72s Unsat', ' 1.20s)']",[' 304.094s'], ,[' 15742950'],"[' 10933044 (Analyzed', ' 10917609)']","[' 22542    (Average', ' 484.32 Last', ' 3403)']",[' 1470.4  '],"[' 318      (Average Length', ' 153.71 Splits', ' 0)']","[' 10917609 (Deleted', ' 10765337)']","[' 45       (Ratio', '   0.00%)']","[' 2183     (Ratio', '   0.02%)']","[' 10917609 (Average Length', '   11.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10917609 (Average', '  1.37 Max', ' 1982 Sum', ' 14982182)']","[' 10917473 (Average', '  1.37 Max', ' 1982 Sum', ' 14972161 Ratio', '  99.93%)']","[' 136      (Average', ' 73.68 Max', ' 257 Sum', '  10021 Ratio', '   0.07%)']", ,[' 75207   '],[' 3101    '],[' 74764   '],[' 43248   '],"[' 129740   (Atom=Atom', ' 40895 Body=Body', ' 22176 Other', ' 66669)']",[' Yes'],"[' 3408     (Eliminated', '    0 Frozen', ' 3408)']","[' 128      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.441426'],[' 0'], ,[' 237.493'],[' 0'],[' 4.52492'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.56351e+07'],[' 2.13016e+07'],[' 0'],[' 3.19485e+10'],[' 0'],[' 0'],[' 788 '],[' 1265 '],[' 1667 '],[' 2484 '],[' 2934 '],[' 3393 '],[' 3860 '],[' 4449 ']
Solving...,TA57, , ,[' 603'],[' 310'],"[' 250.089s (Solving', ' 248.25s 1st Model', ' 0.84s Unsat', ' 65.72s)']",[' 249.203s'], ,[' 15072698'],"[' 10189263 (Analyzed', ' 10179376)']","[' 21530    (Average', ' 472.80 Last', ' 1132)']",[' 1430.6  '],"[' 310      (Average Length', ' 150.43 Splits', ' 0)']","[' 10179376 (Deleted', ' 10028032)']","[' 72       (Ratio', '   0.00%)']","[' 2273     (Ratio', '   0.02%)']","[' 10179376 (Average Length', '   10.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10179376 (Average', '  1.42 Max', ' 1966 Sum', ' 14409324)']","[' 10179223 (Average', '  1.41 Max', ' 1966 Sum', ' 14400138 Ratio', '  99.94%)']","[' 153      (Average', ' 60.04 Max', ' 233 Sum', '   9186 Ratio', '   0.06%)']", ,[' 74429   '],[' 3025    '],[' 73980   '],[' 42068   '],"[' 126200   (Atom=Atom', ' 39791 Body=Body', ' 22100 Other', ' 64309)']",[' Yes'],"[' 3326     (Eliminated', '    0 Frozen', ' 3326)']","[' 196      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.43117'],[' 0'], ,[' 188.099'],[' 0'],[' 3.18266'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.43234e+07'],[' 2.16854e+07'],[' 0'],[' 2.51971e+10'],[' 0'],[' 0'],[' 522 '],[' 1275 '],[' 1873 '],[' 2447 '],[' 2865 '],[' 3407 '],[' 4088 '],[' 4532 ']
Solving...,TA58, ,[' 1'],[' 597+'],[' 307'],"[' 331.158s (Solving', ' 329.25s 1st Model', ' 0.67s Unsat', ' 86.67s)']",[' 330.109s'], ,[' 10880842'],"[' 7638139  (Analyzed', ' 7624090)']","[' 17130    (Average', ' 445.07 Last', ' 7106)']",[' 1487.0  '],"[' 307      (Average Length', ' 148.22 Splits', ' 0)']","[' 7624090  (Deleted', ' 7496748)']","[' 71       (Ratio', '   0.00%)']","[' 2267     (Ratio', '   0.03%)']","[' 7624090  (Average Length', '   10.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7624090  (Average', '  1.35 Max', ' 2003 Sum', ' 10285795)']","[' 7623915  (Average', '  1.35 Max', ' 2003 Sum', ' 10272419 Ratio', '  99.87%)']","[' 175      (Average', ' 76.43 Max', ' 227 Sum', '  13376 Ratio', '   0.13%)']", ,[' 74520   '],[' 3037    '],[' 74067   '],[' 42069   '],"[' 126203   (Atom=Atom', ' 39780 Body=Body', ' 22112 Other', ' 64311)']",[' Yes'],"[' 3334     (Eliminated', '    0 Frozen', ' 3334)']","[' 121      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.442476'],[' 0'], ,[' 280.304'],[' 0'],[' 5.00102'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.3573e+07'],[' 1.61525e+07'],[' 0'],[' 4.32384e+10'],[' 0'],[' 0'],[' 555 '],[' 1131 '],[' 1735 '],[' 2165 '],[' 2597 '],[' 3121 '],[' 3739 '],[' 4274 ']
Solving...,TA59, ,[' 1'],[' 595+'],[' 306'],"[' 326.273s (Solving', ' 324.59s 1st Model', ' 0.77s Unsat', ' 21.93s)']",[' 324.891s'], ,[' 16573705'],"[' 11370416 (Analyzed', ' 11362362)']","[' 24195    (Average', ' 469.62 Last', ' 10579)']",[' 1467.8  '],"[' 306      (Average Length', ' 148.36 Splits', ' 0)']","[' 11362362 (Deleted', ' 11186435)']","[' 58       (Ratio', '   0.00%)']","[' 2547     (Ratio', '   0.02%)']","[' 11362362 (Average Length', '   11.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11362362 (Average', '  1.39 Max', ' 1982 Sum', ' 15841304)']","[' 11362232 (Average', '  1.39 Max', ' 1982 Sum', ' 15833488 Ratio', '  99.95%)']","[' 130      (Average', ' 60.12 Max', ' 230 Sum', '   7816 Ratio', '   0.05%)']", ,[' 74688   '],[' 3037    '],[' 74235   '],[' 42310   '],"[' 126926   (Atom=Atom', ' 40021 Body=Body', ' 22112 Other', ' 64793)']",[' Yes'],"[' 3334     (Eliminated', '    0 Frozen', ' 3334)']","[' 186      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.443611'],[' 0'], ,[' 254.494'],[' 0'],[' 4.43333'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.92782e+07'],[' 2.31186e+07'],[' 0'],[' 3.78431e+10'],[' 0'],[' 0'],[' 507 '],[' 1076 '],[' 1589 '],[' 2261 '],[' 2843 '],[' 3327 '],[' 3876 '],[' 4405 ']
