Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 2143'],[' 1079'],"[' 159.013s (Solving', ' 153.23s 1st Model', ' 4.11s Unsat', ' 1.59s)']",[' 158.813s'], ,[' 9080246 '],"[' 3280273  (Analyzed', ' 3201731)']","[' 6630     (Average', ' 482.92 Last', ' 183693)']",[' 2205.4  '],"[' 1079     (Average Length', ' 511.20 Splits', ' 0)']","[' 3201731  (Deleted', ' 3145221)']","[' 63       (Ratio', '   0.00%)']","[' 1508     (Ratio', '   0.05%)']","[' 3201731  (Average Length', '   11.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3201731  (Average', '  2.24 Max', ' 2840 Sum', ' 7181362)']","[' 3201440  (Average', '  2.22 Max', ' 2840 Sum', ' 7102003 Ratio', '  98.89%)']","[' 291      (Average', ' 272.71 Max', ' 825 Sum', '  79359 Ratio', '   1.11%)']", ,[' 99352   '],[' 4270    '],[' 99362   '],[' 55516   '],"[' 166544   (Atom=Atom', ' 52244 Body=Body', ' 29720 Other', ' 84580)']",[' Yes'],"[' 5280     (Eliminated', '    0 Frozen', ' 5280)']","[' 173      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.42052'],[' 0'], ,[' 126.622'],[' 0'],[' 2.03952'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.92555e+07'],[' 3.05588e+07'],[' 0'],[' 1.78178e+10'],[' 0'],[' 0'],[' 619 '],[' 1019 '],[' 1491 '],[' 1993 '],[' 2462 '],[' 2981 '],[' 3410 '],[' 1 '],[' 6 ']
Solving...,TA62, , ,[' 2209'],[' 1112'],"[' 160.635s (Solving', ' 154.77s 1st Model', ' 3.76s Unsat', ' 1.50s)']",[' 160.344s'], ,[' 13379044'],"[' 4730365  (Analyzed', ' 4652845)']","[' 8662     (Average', ' 537.16 Last', ' 277172)']",[' 2317.3  '],"[' 1112     (Average Length', ' 528.54 Splits', ' 0)']","[' 4652845  (Deleted', ' 4564488)']","[' 67       (Ratio', '   0.00%)']","[' 1709     (Ratio', '   0.04%)']","[' 4652845  (Average Length', '   10.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4652845  (Average', '  2.42 Max', ' 2977 Sum', ' 11264557)']","[' 4652686  (Average', '  2.41 Max', ' 2977 Sum', ' 11234092 Ratio', '  99.73%)']","[' 159      (Average', ' 191.60 Max', ' 866 Sum', '  30465 Ratio', '   0.27%)']", ,[' 100306  '],[' 4297    '],[' 100343  '],[' 56590   '],"[' 169766   (Atom=Atom', ' 53291 Body=Body', ' 29747 Other', ' 86728)']",[' Yes'],"[' 5334     (Eliminated', '    0 Frozen', ' 5334)']","[' 202      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.52268'],[' 0'], ,[' 115.197'],[' 0'],[' 2.39054'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.44612e+07'],[' 3.95358e+07'],[' 0'],[' 1.04274e+10'],[' 0'],[' 0'],[' 632 '],[' 1157 '],[' 1685 '],[' 2122 '],[' 2618 '],[' 3118 '],[' 3620 '],[' 1 '],[' 6 ']
Solving...,TA63, , ,[' 2397'],[' 1206'],"[' 30.124s (Solving', ' 23.69s 1st Model', ' 4.72s Unsat', ' 10.41s)']",[' 29.875s'], ,[' 5750571 '],"[' 959093   (Analyzed', ' 861206)']","[' 2384     (Average', ' 361.24 Last', ' 25401)']",[' 2393.5  '],"[' 1206     (Average Length', ' 552.23 Splits', ' 0)']","[' 861206   (Deleted', ' 828736)']","[' 71       (Ratio', '   0.01%)']","[' 1226     (Ratio', '   0.14%)']","[' 861206   (Average Length', '   10.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 861206   (Average', '  3.99 Max', ' 3035 Sum', ' 3432223)']","[' 861114   (Average', '  3.97 Max', ' 3035 Sum', ' 3422024 Ratio', '  99.70%)']","[' 92       (Average', ' 110.86 Max', ' 460 Sum', '  10199 Ratio', '   0.30%)']", ,[' 100153  '],[' 4233    '],[' 100236  '],[' 56864   '],"[' 170588   (Atom=Atom', ' 53629 Body=Body', ' 29683 Other', ' 87276)']",[' Yes'],"[' 5316     (Eliminated', '    0 Frozen', ' 5316)']","[' 4        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.58355'],[' 0'], ,[' 10.7599'],[' 0'],[' 0.430642'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.27042e+07'],[' 2.94401e+07'],[' 0'],[' 6.44459e+08'],[' 0'],[' 0'],[' 576 '],[' 1066 '],[' 1466 '],[' 1889 '],[' 2396 '],[' 2806 '],[' 3239 '],[' 0 '],[' 7 ']
Solving...,TA64, , ,[' 2405'],[' 1210'],"[' 158.040s (Solving', ' 151.29s 1st Model', ' 3.71s Unsat', ' 139.06s)']",[' 157.641s'], ,[' 18570700'],"[' 10159326 (Analyzed', ' 10104828)']","[' 17099    (Average', ' 590.96 Last', ' 3344)']",[' 2326.4  '],"[' 1210     (Average Length', ' 559.60 Splits', ' 0)']","[' 10104828 (Deleted', ' 9959730)']","[' 129      (Ratio', '   0.00%)']","[' 1713     (Ratio', '   0.02%)']","[' 10104828 (Average Length', '   10.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10104828 (Average', '  1.61 Max', ' 2947 Sum', ' 16277449)']","[' 10104551 (Average', '  1.61 Max', ' 2947 Sum', ' 16219077 Ratio', '  99.64%)']","[' 277      (Average', ' 210.73 Max', ' 896 Sum', '  58372 Ratio', '   0.36%)']", ,[' 100033  '],[' 4306    '],[' 100126  '],[' 56129   '],"[' 168383   (Atom=Atom', ' 52821 Body=Body', ' 29756 Other', ' 85806)']",[' Yes'],"[' 5399     (Eliminated', '    0 Frozen', ' 5399)']","[' 148      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.63665'],[' 0'], ,[' 80.9996'],[' 0'],[' 2.61184'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.02381e+07'],[' 4.57742e+07'],[' 0'],[' 5.69928e+09'],[' 0'],[' 0'],[' 624 '],[' 1190 '],[' 1608 '],[' 2062 '],[' 2554 '],[' 3092 '],[' 3441 '],[' 0 '],[' 7 ']
Solving...,TA65, , ,[' 2221'],[' 1118'],"[' 299.456s (Solving', ' 293.79s 1st Model', ' 3.91s Unsat', ' 1.47s)']",[' 298.578s'], ,[' 9367356 '],"[' 3636669  (Analyzed', ' 3534508)']","[' 7512     (Average', ' 470.51 Last', ' 1818)']",[' 2268.8  '],"[' 1118     (Average Length', ' 520.83 Splits', ' 0)']","[' 3534508  (Deleted', ' 3465426)']","[' 52       (Ratio', '   0.00%)']","[' 1493     (Ratio', '   0.04%)']","[' 3534508  (Average Length', '   10.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3534508  (Average', '  2.07 Max', ' 3023 Sum', ' 7300382)']","[' 3534375  (Average', '  2.05 Max', ' 3023 Sum', ' 7241203 Ratio', '  99.19%)']","[' 133      (Average', ' 444.95 Max', ' 1161 Sum', '  59179 Ratio', '   0.81%)']", ,[' 100482  '],[' 4314    '],[' 100510  '],[' 57209   '],"[' 171623   (Atom=Atom', ' 53893 Body=Body', ' 29764 Other', ' 87966)']",[' Yes'],"[' 5342     (Eliminated', '    0 Frozen', ' 5342)']","[' 142      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.40492'],[' 0'], ,[' 262.527'],[' 0'],[' 3.94849'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.05215e+07'],[' 3.07853e+07'],[' 0'],[' 4.2739e+10'],[' 0'],[' 0'],[' 592 '],[' 987 '],[' 1429 '],[' 2016 '],[' 2498 '],[' 3031 '],[' 3491 '],[' 2 '],[' 5 ']
Solving...,TA66, , ,[' 2223'],[' 1119'],"[' 160.665s (Solving', ' 154.28s 1st Model', ' 4.14s Unsat', ' 0.37s)']",[' 160.328s'], ,[' 21415933'],"[' 11670835 (Analyzed', ' 11604742)']","[' 20241    (Average', ' 573.33 Last', ' 2269)']",[' 2272.1  '],"[' 1119     (Average Length', ' 530.92 Splits', ' 0)']","[' 11604742 (Deleted', ' 11439443)']","[' 56       (Ratio', '   0.00%)']","[' 1038     (Ratio', '   0.01%)']","[' 11604742 (Average Length', '   10.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11604742 (Average', '  1.65 Max', ' 2974 Sum', ' 19177825)']","[' 11604562 (Average', '  1.65 Max', ' 2974 Sum', ' 19161874 Ratio', '  99.92%)']","[' 180      (Average', ' 88.62 Max', ' 274 Sum', '  15951 Ratio', '   0.08%)']", ,[' 100186  '],[' 4284    '],[' 100237  '],[' 56122   '],"[' 168362   (Atom=Atom', ' 52836 Body=Body', ' 29734 Other', ' 85792)']",[' Yes'],"[' 5335     (Eliminated', '    0 Frozen', ' 5335)']","[' 145      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.46153'],[' 0'], ,[' 77.1118'],[' 0'],[' 2.53846'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.26754e+07'],[' 4.53588e+07'],[' 0'],[' 5.00486e+09'],[' 0'],[' 0'],[' 610 '],[' 1130 '],[' 1594 '],[' 2133 '],[' 2653 '],[' 3162 '],[' 3613 '],[' 1 '],[' 6 ']
Solving...,TA67, , ,[' 2405'],[' 1210'],"[' 161.719s (Solving', ' 155.44s 1st Model', ' 4.28s Unsat', ' 1.06s)']",[' 161.219s'], ,[' 23169536'],"[' 12062368 (Analyzed', ' 11986445)']","[' 21432    (Average', ' 559.28 Last', ' 997)']",[' 2234.4  '],"[' 1210     (Average Length', ' 561.23 Splits', ' 0)']","[' 11986445 (Deleted', ' 11802364)']","[' 80       (Ratio', '   0.00%)']","[' 1533     (Ratio', '   0.01%)']","[' 11986445 (Average Length', '   10.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11986445 (Average', '  1.74 Max', ' 2911 Sum', ' 20899024)']","[' 11986178 (Average', '  1.74 Max', ' 2911 Sum', ' 20812982 Ratio', '  99.59%)']","[' 267      (Average', ' 322.25 Max', ' 931 Sum', '  86042 Ratio', '   0.41%)']", ,[' 100815  '],[' 4366    '],[' 100907  '],[' 56799   '],"[' 170393   (Atom=Atom', ' 53431 Body=Body', ' 29816 Other', ' 87146)']",[' Yes'],"[' 5458     (Eliminated', '    0 Frozen', ' 5458)']","[' 198      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.52982'],[' 0'], ,[' 76.6226'],[' 0'],[' 2.26206'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.57742e+07'],[' 4.67895e+07'],[' 0'],[' 4.85163e+09'],[' 0'],[' 0'],[' 646 '],[' 1191 '],[' 1638 '],[' 2108 '],[' 2675 '],[' 3118 '],[' 3533 '],[' 1 '],[' 6 ']
Solving...,TA68, , ,[' 2105'],[' 1060'],"[' 160.312s (Solving', ' 154.36s 1st Model', ' 3.99s Unsat', ' 0.57s)']",[' 160.000s'], ,[' 19740231'],"[' 11251899 (Analyzed', ' 11201974)']","[' 19820    (Average', ' 565.19 Last', ' 559)']",[' 2321.9  '],"[' 1060     (Average Length', ' 500.41 Splits', ' 0)']","[' 11201974 (Deleted', ' 11040071)']","[' 66       (Ratio', '   0.00%)']","[' 1143     (Ratio', '   0.01%)']","[' 11201974 (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11201974 (Average', '  1.56 Max', ' 2957 Sum', ' 17491205)']","[' 11201780 (Average', '  1.56 Max', ' 2957 Sum', ' 17464363 Ratio', '  99.85%)']","[' 194      (Average', ' 138.36 Max', ' 631 Sum', '  26842 Ratio', '   0.15%)']", ,[' 99301   '],[' 4250    '],[' 99284   '],[' 55713   '],"[' 167135   (Atom=Atom', ' 52461 Body=Body', ' 29700 Other', ' 84974)']",[' Yes'],"[' 5233     (Eliminated', '    0 Frozen', ' 5233)']","[' 109      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.47194'],[' 0'], ,[' 86.2955'],[' 0'],[' 2.86573'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.79304e+07'],[' 4.17179e+07'],[' 0'],[' 5.79885e+09'],[' 0'],[' 0'],[' 601 '],[' 1068 '],[' 1578 '],[' 1944 '],[' 2413 '],[' 2866 '],[' 3310 '],[' 1 '],[' 6 ']
Solving...,TA69, , ,[' 2421'],[' 1218'],"[' 161.012s (Solving', ' 154.41s 1st Model', ' 3.86s Unsat', ' 0.55s)']",[' 160.688s'], ,[' 21244244'],"[' 11970266 (Analyzed', ' 11874809)']","[' 20815    (Average', ' 570.49 Last', ' 1257)']",[' 2280.6  '],"[' 1218     (Average Length', ' 563.12 Splits', ' 0)']","[' 11874809 (Deleted', ' 11709985)']","[' 57       (Ratio', '   0.00%)']","[' 1126     (Ratio', '   0.01%)']","[' 11874809 (Average Length', '   12.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11874809 (Average', '  1.58 Max', ' 2993 Sum', ' 18791918)']","[' 11874620 (Average', '  1.58 Max', ' 2993 Sum', ' 18738432 Ratio', '  99.72%)']","[' 189      (Average', ' 282.99 Max', ' 910 Sum', '  53486 Ratio', '   0.28%)']", ,[' 100356  '],[' 4313    '],[' 100466  '],[' 56798   '],"[' 170390   (Atom=Atom', ' 53483 Body=Body', ' 29763 Other', ' 87144)']",[' Yes'],"[' 5423     (Eliminated', '    0 Frozen', ' 5423)']","[' 119      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.54124'],[' 0'], ,[' 82.5011'],[' 0'],[' 2.63418'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.13748e+07'],[' 4.29894e+07'],[' 0'],[' 5.53724e+09'],[' 0'],[' 0'],[' 817 '],[' 1260 '],[' 1869 '],[' 2335 '],[' 2881 '],[' 3410 '],[' 3865 '],[' 1 '],[' 6 ']
Solving...,TA70, , ,[' 2673'],[' 1344'],"[' 167.580s (Solving', ' 160.69s 1st Model', ' 5.35s Unsat', ' 4.16s)']",[' 167.203s'], ,[' 22162827'],"[' 10593086 (Analyzed', ' 10529165)']","[' 18407    (Average', ' 572.02 Last', ' 3316)']",[' 2237.0  '],"[' 1344     (Average Length', ' 628.17 Splits', ' 0)']","[' 10529165 (Deleted', ' 10361267)']","[' 141      (Ratio', '   0.00%)']","[' 2646     (Ratio', '   0.03%)']","[' 10529165 (Average Length', '   11.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10529165 (Average', '  1.88 Max', ' 2787 Sum', ' 19803014)']","[' 10528850 (Average', '  1.87 Max', ' 2787 Sum', ' 19710607 Ratio', '  99.53%)']","[' 315      (Average', ' 293.36 Max', ' 1056 Sum', '  92407 Ratio', '   0.47%)']", ,[' 100907  '],[' 4351    '],[' 101122  '],[' 56658   '],"[' 169970   (Atom=Atom', ' 53305 Body=Body', ' 29801 Other', ' 86864)']",[' Yes'],"[' 5566     (Eliminated', '    0 Frozen', ' 5566)']","[' 349      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.70982'],[' 0'], ,[' 87.6357'],[' 0'],[' 3.01891'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.95687e+07'],[' 5.25423e+07'],[' 0'],[' 6.17021e+09'],[' 0'],[' 0'],[' 689 '],[' 1160 '],[' 1703 '],[' 2444 '],[' 2957 '],[' 3389 '],[' 3881 '],[' 1 '],[' 6 ']
