Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 
Solving...,swv11, ,[' 1'],[' 3131+'],[' 1568'],"[' 449.280s (Solving', ' 439.59s 1st Model', ' 309.75s Unsat', ' 0.00s)']",[' 448.188s'], ,[' 281575794'],"[' 1158148  (Analyzed', ' 963284)']","[' 3793     (Average', ' 253.96 Last', ' 88427)']",[' 6822.0  '],"[' 1568     (Average Length', ' 775.24 Splits', ' 0)']","[' 963284   (Deleted', ' 876507)']","[' 1015     (Ratio', '   0.11%)']","[' 74233    (Ratio', '   7.71%)']","[' 963284   (Average Length', '   44.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 963284   (Average', ' 282.33 Max', ' 7364 Sum', ' 271968601)']","[' 962871   (Average', ' 282.05 Max', ' 7364 Sum', ' 271690106 Ratio', '  99.90%)']","[' 413      (Average', ' 674.32 Max', ' 4206 Sum', ' 278495 Ratio', '   0.10%)']", ,[' 77278   '],[' 12133   '],[' 77642   '],[' 57855   '],"[' 173561   (Atom=Atom', ' 46862 Body=Body', ' 24191 Other', ' 102508)']",[' Yes'],"[' 12997    (Eliminated', '    0 Frozen', ' 12997)']","[' 5686     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.74899'],[' 0'], ,[' 142.107'],[' 0'],[' 15.5564'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.15411e+09'],[' 1.09898e+09'],[' 0'],[' 4.8639e+09'],[' 0'],[' 0'],[' 2386 '],[' 4398 ']
Solving...,swv12, ,[' 1'],[' 1191+'],[' 598'],"[' 151.002s (Solving', ' 148.05s 1st Model', ' 25.35s Unsat', ' 0.00s)']",[' 150.766s'], ,[' 95734860'],"[' 1086977  (Analyzed', ' 1026846)']","[' 2697     (Average', ' 380.74 Last', ' 23380)']",[' 5573.3  '],"[' 598      (Average Length', ' 298.32 Splits', ' 0)']","[' 1026846  (Deleted', ' 985185)']","[' 422      (Ratio', '   0.04%)']","[' 27898    (Ratio', '   2.72%)']","[' 1026846  (Average Length', '   58.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1026846  (Average', ' 90.12 Max', ' 7832 Sum', ' 92543754)']","[' 1026466  (Average', ' 89.94 Max', ' 7832 Sum', ' 92352789 Ratio', '  99.79%)']","[' 380      (Average', ' 502.54 Max', ' 596 Sum', ' 190965 Ratio', '   0.21%)']", ,[' 75913   '],[' 12128   '],[' 75125   '],[' 55979   '],"[' 167933   (Atom=Atom', ' 45232 Body=Body', ' 23945 Other', ' 98756)']",[' Yes'],"[' 11840    (Eliminated', '    0 Frozen', ' 11840)']","[' 4097     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.51593'],[' 0'], ,[' 74.5828'],[' 0'],[' 5.05349'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.42712e+08'],[' 2.25453e+08'],[' 0'],[' 4.77896e+09'],[' 0'],[' 0'],[' 2652 '],[' 10637 ']
Solving...,swv13, ,[' 1'],[' 1333+'],[' 669'],"[' 171.206s (Solving', ' 167.64s 1st Model', ' 44.32s Unsat', ' 0.00s)']",[' 170.656s'], ,[' 98587838'],"[' 1275468  (Analyzed', ' 1200683)']","[' 3374     (Average', ' 355.86 Last', ' 58497)']",[' 5879.7  '],"[' 669      (Average Length', ' 333.69 Splits', ' 0)']","[' 1200683  (Deleted', ' 1150045)']","[' 510      (Ratio', '   0.04%)']","[' 31268    (Ratio', '   2.60%)']","[' 1200683  (Average Length', '   59.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1200683  (Average', ' 78.95 Max', ' 7303 Sum', ' 94797274)']","[' 1200261  (Average', ' 78.79 Max', ' 7303 Sum', ' 94599192 Ratio', '  99.79%)']","[' 422      (Average', ' 469.39 Max', ' 667 Sum', ' 198082 Ratio', '   0.21%)']", ,[' 76048   '],[' 12169   '],[' 75241   '],[' 55907   '],"[' 167717   (Atom=Atom', ' 45209 Body=Body', ' 23896 Other', ' 98612)']",[' Yes'],"[' 11862    (Eliminated', '    0 Frozen', ' 11862)']","[' 4530     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.645883'],[' 0'], ,[' 83.7042'],[' 0'],[' 5.39098'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.75887e+08'],[' 2.56613e+08'],[' 0'],[' 5.57856e+09'],[' 0'],[' 0'],[' 2727 '],[' 11572 ']
Solving...,swv14, ,[' 1'],[' 1285+'],[' 645'],"[' 220.300s (Solving', ' 217.30s 1st Model', ' 94.70s Unsat', ' 0.00s)']",[' 219.781s'], ,[' 130605206'],"[' 1074089  (Analyzed', ' 1030741)']","[' 2662     (Average', ' 387.21 Last', ' 97822)']",[' 5195.9  '],"[' 645      (Average Length', ' 321.91 Splits', ' 0)']","[' 1030741  (Deleted', ' 972247)']","[' 452      (Ratio', '   0.04%)']","[' 41159    (Ratio', '   3.99%)']","[' 1030741  (Average Length', '   55.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1030741  (Average', ' 123.72 Max', ' 7362 Sum', ' 127520774)']","[' 1030270  (Average', ' 123.45 Max', ' 7188 Sum', ' 127241936 Ratio', '  99.78%)']","[' 471      (Average', ' 592.01 Max', ' 643 Sum', ' 278838 Ratio', '   0.22%)']", ,[' 75798   '],[' 12135   '],[' 74919   '],[' 55577   '],"[' 166727   (Atom=Atom', ' 44961 Body=Body', ' 23814 Other', ' 97952)']",[' Yes'],"[' 11756    (Eliminated', '    0 Frozen', ' 11756)']","[' 5631     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.505499'],[' 0'], ,[' 86.3413'],[' 0'],[' 7.13355'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.63388e+08'],[' 4.36411e+08'],[' 0'],[' 4.74838e+09'],[' 0'],[' 0'],[' 2423 '],[' 10423 ']
Solving...,swv15, ,[' 1'],[' 2959+'],[' 1482'],"[' 575.067s (Solving', ' 565.41s 1st Model', ' 437.01s Unsat', ' 0.00s)']",[' 574.063s'], ,[' 324563987'],"[' 1573763  (Analyzed', ' 1416341)']","[' 5014     (Average', ' 282.48 Last', ' 126232)']",[' 6665.4  '],"[' 1482     (Average Length', ' 730.90 Splits', ' 0)']","[' 1416341  (Deleted', ' 1321900)']","[' 1467     (Ratio', '   0.10%)']","[' 79691    (Ratio', '   5.63%)']","[' 1416341  (Average Length', '   48.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1416341  (Average', ' 222.78 Max', ' 7722 Sum', ' 315533444)']","[' 1415893  (Average', ' 222.60 Max', ' 7499 Sum', ' 315280010 Ratio', '  99.92%)']","[' 448      (Average', ' 565.70 Max', ' 1424 Sum', ' 253434 Ratio', '   0.08%)']", ,[' 77416   '],[' 12243   '],[' 77593   '],[' 57787   '],"[' 173357   (Atom=Atom', ' 46788 Body=Body', ' 24197 Other', ' 102372)']",[' Yes'],"[' 12920    (Eliminated', '    0 Frozen', ' 12920)']","[' 6253     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.69301'],[' 0'], ,[' 197.684'],[' 0'],[' 18.7838'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.49438e+09'],[' 1.42637e+09'],[' 0'],[' 8.02358e+09'],[' 0'],[' 0'],[' 2531 '],[' 4595 ']
Solving...,swv16, ,[' 1'],[' 1251+'],[' 628'],"[' 135.438s (Solving', ' 133.26s 1st Model', ' 10.92s Unsat', ' 0.00s)']",[' 135.188s'], ,[' 59009837'],"[' 1734218  (Analyzed', ' 1701673)']","[' 4097     (Average', ' 415.35 Last', ' 40428)']",[' 3516.7  '],"[' 628      (Average Length', ' 313.40 Splits', ' 0)']","[' 1701673  (Deleted', ' 1663799)']","[' 256      (Ratio', '   0.02%)']","[' 18845    (Ratio', '   1.11%)']","[' 1701673  (Average Length', '   37.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1701673  (Average', ' 33.43 Max', ' 6090 Sum', ' 56886378)']","[' 1701447  (Average', ' 33.35 Max', ' 6090 Sum', ' 56758290 Ratio', '  99.77%)']","[' 226      (Average', ' 566.76 Max', ' 626 Sum', ' 128088 Ratio', '   0.23%)']", ,[' 64503   '],[' 9917    '],[' 62915   '],[' 42990   '],"[' 128966   (Atom=Atom', ' 35284 Body=Body', ' 20904 Other', ' 72778)']",[' Yes'],"[' 8829     (Eliminated', '    0 Frozen', ' 8829)']","[' 2431     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.406296'],[' 0'], ,[' 80.0424'],[' 0'],[' 3.68361'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.6068e+08'],[' 1.39874e+08'],[' 0'],[' 6.09981e+09'],[' 0'],[' 0'],[' 1641 '],[' 9102 ']
Solving...,swv17, ,[' 1'],[' 1219+'],[' 612'],"[' 130.358s (Solving', ' 127.91s 1st Model', ' 5.19s Unsat', ' 0.00s)']",[' 130.031s'], ,[' 52807731'],"[' 1737905  (Analyzed', ' 1703095)']","[' 4076     (Average', ' 417.83 Last', ' 1207)']",[' 3919.0  '],"[' 612      (Average Length', ' 305.28 Splits', ' 0)']","[' 1703095  (Deleted', ' 1660126)']","[' 299      (Ratio', '   0.02%)']","[' 18194    (Ratio', '   1.07%)']","[' 1703095  (Average Length', '   37.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1703095  (Average', ' 29.64 Max', ' 6098 Sum', ' 50474923)']","[' 1702879  (Average', ' 29.57 Max', ' 6098 Sum', ' 50368997 Ratio', '  99.79%)']","[' 216      (Average', ' 490.40 Max', ' 610 Sum', ' 105926 Ratio', '   0.21%)']", ,[' 64463   '],[' 9962    '],[' 62881   '],[' 43273   '],"[' 129815   (Atom=Atom', ' 35500 Body=Body', ' 20971 Other', ' 73344)']",[' Yes'],"[' 8880     (Eliminated', '    0 Frozen', ' 8880)']","[' 2297     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.459686'],[' 0'], ,[' 81.0011'],[' 0'],[' 3.39479'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.32455e+08'],[' 1.13287e+08'],[' 0'],[' 6.33376e+09'],[' 0'],[' 0'],[' 1759 '],[' 7689 ']
Solving...,swv18, ,[' 1'],[' 1167+'],[' 586'],"[' 135.176s (Solving', ' 133.14s 1st Model', ' 11.07s Unsat', ' 0.00s)']",[' 134.844s'], ,[' 59699409'],"[' 1313797  (Analyzed', ' 1284489)']","[' 3056     (Average', ' 420.32 Last', ' 8182)']",[' 3514.7  '],"[' 586      (Average Length', ' 292.42 Splits', ' 0)']","[' 1284489  (Deleted', ' 1243747)']","[' 187      (Ratio', '   0.01%)']","[' 19906    (Ratio', '   1.55%)']","[' 1284489  (Average Length', '   43.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1284489  (Average', ' 44.97 Max', ' 6394 Sum', ' 57768493)']","[' 1284196  (Average', ' 44.85 Max', ' 6130 Sum', ' 57610585 Ratio', '  99.73%)']","[' 293      (Average', ' 538.94 Max', ' 584 Sum', ' 157908 Ratio', '   0.27%)']", ,[' 64893   '],[' 9972    '],[' 63461   '],[' 43827   '],"[' 131477   (Atom=Atom', ' 35868 Body=Body', ' 21157 Other', ' 74452)']",[' Yes'],"[' 9040     (Eliminated', '    0 Frozen', ' 9040)']","[' 2918     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.376221'],[' 0'], ,[' 77.5863'],[' 0'],[' 3.61304'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.72841e+08'],[' 1.53115e+08'],[' 0'],[' 5.93131e+09'],[' 0'],[' 0'],[' 1651 '],[' 7706 ']
Solving...,swv19, ,[' 1'],[' 1383+'],[' 694'],"[' 140.912s (Solving', ' 138.51s 1st Model', ' 15.80s Unsat', ' 0.00s)']",[' 140.719s'], ,[' 66467075'],"[' 1391356  (Analyzed', ' 1348128)']","[' 3273     (Average', ' 411.89 Last', ' 31471)']",[' 3539.5  '],"[' 694      (Average Length', ' 346.39 Splits', ' 0)']","[' 1348128  (Deleted', ' 1308245)']","[' 310      (Ratio', '   0.02%)']","[' 20442    (Ratio', '   1.52%)']","[' 1348128  (Average Length', '   46.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1348128  (Average', ' 47.61 Max', ' 6363 Sum', ' 64186410)']","[' 1347880  (Average', ' 47.50 Max', ' 6033 Sum', ' 64029867 Ratio', '  99.76%)']","[' 248      (Average', ' 631.22 Max', ' 2278 Sum', ' 156543 Ratio', '   0.24%)']", ,[' 65010   '],[' 9932    '],[' 63609   '],[' 43510   '],"[' 130526   (Atom=Atom', ' 35668 Body=Body', ' 21040 Other', ' 73818)']",[' Yes'],"[' 9031     (Eliminated', '    0 Frozen', ' 9031)']","[' 2876     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.45285'],[' 0'], ,[' 77.3955'],[' 0'],[' 3.90144'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.91792e+08'],[' 1.70548e+08'],[' 0'],[' 6.01042e+09'],[' 0'],[' 0'],[' 1704 '],[' 9422 ']
Solving...,swv20, ,[' 1'],[' 1219+'],[' 612'],"[' 152.405s (Solving', ' 150.37s 1st Model', ' 28.07s Unsat', ' 0.00s)']",[' 152.031s'], ,[' 61562806'],"[' 1526673  (Analyzed', ' 1490244)']","[' 3711     (Average', ' 401.57 Last', ' 217443)']",[' 3400.2  '],"[' 612      (Average Length', ' 305.44 Splits', ' 0)']","[' 1490244  (Deleted', ' 1446351)']","[' 204      (Ratio', '   0.01%)']","[' 19895    (Ratio', '   1.34%)']","[' 1490244  (Average Length', '   43.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1490244  (Average', ' 39.97 Max', ' 6215 Sum', ' 59572107)']","[' 1490008  (Average', ' 39.88 Max', ' 6187 Sum', ' 59436750 Ratio', '  99.77%)']","[' 236      (Average', ' 573.55 Max', ' 610 Sum', ' 135357 Ratio', '   0.23%)']", ,[' 64446   '],[' 9948    '],[' 63091   '],[' 43812   '],"[' 131432   (Atom=Atom', ' 35826 Body=Body', ' 21184 Other', ' 74422)']",[' Yes'],"[' 9093     (Eliminated', '    0 Frozen', ' 9093)']","[' 2902     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.378986'],[' 0'], ,[' 92.3709'],[' 0'],[' 3.86732'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.79949e+08'],[' 1.59972e+08'],[' 0'],[' 7.37907e+09'],[' 0'],[' 0'],[' 1508 '],[' 8355 ']
