Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, ,[' 1'],[' 3965+'],[' 1991'],"[' 1009.068s (Solving', ' 973.36s 1st Model', ' 31.47s Unsat', ' 0.00s)']",[' 1006.938s'], ,[' 95754411'],"[' 11062409 (Analyzed', ' 10755642)']","[' 20715    (Average', ' 519.22 Last', ' 23048)']",[' 6240.1  '],"[' 1991     (Average Length', ' 956.66 Splits', ' 0)']","[' 10755642 (Deleted', ' 10608107)']","[' 30       (Ratio', '   0.00%)']","[' 13424    (Ratio', '   0.12%)']","[' 10755642 (Average Length', '   19.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10755642 (Average', '  8.04 Max', ' 9048 Sum', ' 86436708)']","[' 10753306 (Average', '  7.85 Max', ' 9048 Sum', ' 84386905 Ratio', '  97.63%)']","[' 2336     (Average', ' 877.48 Max', ' 1685 Sum', ' 2049803 Ratio', '   2.37%)']", ,[' 372678  '],[' 14802   '],[' 372554  '],[' 216031  '],"[' 648089   (Atom=Atom', ' 203227 Body=Body', ' 115702 Other', ' 329160)']",[' Yes'],"[' 16678    (Eliminated', '    0 Frozen', ' 16678)']","[' 2621     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.51157'],[' 0'], ,[' 851.514'],[' 0'],[' 12.625'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.74669e+08'],[' 3.35621e+08'],[' 0'],[' 1.12045e+11'],[' 0'],[' 0'],[' 1360 '],[' 2491 '],[' 3617 '],[' 4811 '],[' 5918 '],[' 6726 '],[' 7956 '],[' 8745 '],[' 8 '],[' 0 ']
Solving...,TA72, ,[' 1'],[' 4397+'],[' 2207'],"[' 1009.170s (Solving', ' 971.09s 1st Model', ' 32.46s Unsat', ' 0.00s)']",[' 1006.844s'], ,[' 88666749'],"[' 10879436 (Analyzed', ' 10696556)']","[' 21292    (Average', ' 502.37 Last', ' 88939)']",[' 5987.7  '],"[' 2207     (Average Length', ' 1049.10 Splits', ' 0)']","[' 10696556 (Deleted', ' 10555168)']","[' 54       (Ratio', '   0.00%)']","[' 14039    (Ratio', '   0.13%)']","[' 10696556 (Average Length', '   16.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10696556 (Average', '  7.42 Max', ' 8460 Sum', ' 79404982)']","[' 10694325 (Average', '  7.21 Max', ' 8460 Sum', ' 77085071 Ratio', '  97.08%)']","[' 2231     (Average', ' 1039.85 Max', ' 1835 Sum', ' 2319911 Ratio', '   2.92%)']", ,[' 367475  '],[' 14405   '],[' 367502  '],[' 212906  '],"[' 638714   (Atom=Atom', ' 200499 Body=Body', ' 115305 Other', ' 322910)']",[' Yes'],"[' 16432    (Eliminated', '    0 Frozen', ' 16432)']","[' 2797     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.17003'],[' 0'], ,[' 847.34'],[' 0'],[' 12.6595'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.70683e+08'],[' 3.2898e+08'],[' 0'],[' 1.15561e+11'],[' 0'],[' 0'],[' 996 '],[' 2034 '],[' 2916 '],[' 4140 '],[' 5145 '],[' 5975 '],[' 6945 '],[' 7732 '],[' 8 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 4631+'],[' 2324'],"[' 1009.776s (Solving', ' 969.43s 1st Model', ' 37.57s Unsat', ' 0.00s)']",[' 1005.469s'], ,[' 88227802'],"[' 11422439 (Analyzed', ' 11065737)']","[' 21825    (Average', ' 507.02 Last', ' 47258)']",[' 6126.9  '],"[' 2324     (Average Length', ' 1082.13 Splits', ' 0)']","[' 11065737 (Deleted', ' 10919235)']","[' 36       (Ratio', '   0.00%)']","[' 11733    (Ratio', '   0.11%)']","[' 11065737 (Average Length', '   17.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11065737 (Average', '  7.07 Max', ' 8655 Sum', ' 78179929)']","[' 11063356 (Average', '  6.84 Max', ' 8655 Sum', ' 75657058 Ratio', '  96.77%)']","[' 2381     (Average', ' 1059.58 Max', ' 1904 Sum', ' 2522871 Ratio', '   3.23%)']", ,[' 366253  '],[' 14384   '],[' 366378  '],[' 212122  '],"[' 636362   (Atom=Atom', ' 199736 Body=Body', ' 115284 Other', ' 321342)']",[' Yes'],"[' 16509    (Eliminated', '    0 Frozen', ' 16509)']","[' 2278     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.58897'],[' 0'], ,[' 841.199'],[' 0'],[' 12.4279'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.64806e+08'],[' 3.24948e+08'],[' 0'],[' 1.06469e+11'],[' 0'],[' 0'],[' 1408 '],[' 2246 '],[' 3215 '],[' 4098 '],[' 5094 '],[' 6143 '],[' 7125 '],[' 7919 '],[' 8 '],[' 0 ']
Solving...,TA74, ,[' 1'],[' 4575+'],[' 2296'],"[' 1009.695s (Solving', ' 968.27s 1st Model', ' 38.72s Unsat', ' 0.00s)']",[' 1006.359s'], ,[' 77675940'],"[' 10570165 (Analyzed', ' 10316097)']","[' 21479    (Average', ' 480.29 Last', ' 15623)']",[' 6338.7  '],"[' 2296     (Average Length', ' 1066.26 Splits', ' 0)']","[' 10316097 (Deleted', ' 10165769)']","[' 17       (Ratio', '   0.00%)']","[' 10298    (Ratio', '   0.10%)']","[' 10316097 (Average Length', '   15.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10316097 (Average', '  6.51 Max', ' 9189 Sum', ' 67133965)']","[' 10314053 (Average', '  6.29 Max', ' 9189 Sum', ' 64883547 Ratio', '  96.65%)']","[' 2044     (Average', ' 1100.99 Max', ' 1905 Sum', ' 2250418 Ratio', '   3.35%)']", ,[' 368164  '],[' 14389   '],[' 368263  '],[' 214987  '],"[' 644957   (Atom=Atom', ' 202596 Body=Body', ' 115289 Other', ' 327072)']",[' Yes'],"[' 16488    (Eliminated', '    0 Frozen', ' 16488)']","[' 1947     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.97718'],[' 0'], ,[' 849.015'],[' 0'],[' 11.4945'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.36653e+08'],[' 3.01499e+08'],[' 0'],[' 9.74447e+10'],[' 0'],[' 0'],[' 1107 '],[' 2113 '],[' 2894 '],[' 3828 '],[' 4794 '],[' 5740 '],[' 6559 '],[' 7286 '],[' 8 '],[' 0 ']
Solving...,TA75, ,[' 1'],[' 4291+'],[' 2154'],"[' 1009.614s (Solving', ' 970.10s 1st Model', ' 38.91s Unsat', ' 0.00s)']",[' 1006.172s'], ,[' 84984511'],"[' 10966134 (Analyzed', ' 10718960)']","[' 20672    (Average', ' 518.53 Last', ' 76092)']",[' 6516.5  '],"[' 2154     (Average Length', ' 1028.88 Splits', ' 0)']","[' 10718960 (Deleted', ' 10563427)']","[' 27       (Ratio', '   0.00%)']","[' 12156    (Ratio', '   0.11%)']","[' 10718960 (Average Length', '   17.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10718960 (Average', '  6.93 Max', ' 9644 Sum', ' 74266141)']","[' 10717246 (Average', '  6.76 Max', ' 9644 Sum', ' 72450545 Ratio', '  97.56%)']","[' 1714     (Average', ' 1059.27 Max', ' 1748 Sum', ' 1815596 Ratio', '   2.44%)']", ,[' 371579  '],[' 14696   '],[' 371595  '],[' 219842  '],"[' 659522   (Atom=Atom', ' 207144 Body=Body', ' 115596 Other', ' 336782)']",[' Yes'],"[' 16712    (Eliminated', '    0 Frozen', ' 16712)']","[' 2339     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.46105'],[' 0'], ,[' 822.051'],[' 0'],[' 12.1518'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.73247e+08'],[' 3.34306e+08'],[' 0'],[' 9.85646e+10'],[' 0'],[' 0'],[' 1125 '],[' 2519 '],[' 3473 '],[' 4564 '],[' 5635 '],[' 6493 '],[' 7625 '],[' 8229 '],[' 8 '],[' 0 ']
Solving...,TA76, ,[' 1'],[' 3917+'],[' 1967'],"[' 1008.957s (Solving', ' 973.49s 1st Model', ' 35.19s Unsat', ' 0.00s)']",[' 1006.984s'], ,[' 81238573'],"[' 11122757 (Analyzed', ' 10905628)']","[' 22315    (Average', ' 488.71 Last', ' 18378)']",[' 6069.7  '],"[' 1967     (Average Length', ' 939.98 Splits', ' 0)']","[' 10905628 (Deleted', ' 10741505)']","[' 25       (Ratio', '   0.00%)']","[' 12161    (Ratio', '   0.11%)']","[' 10905628 (Average Length', '   16.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10905628 (Average', '  6.63 Max', ' 9027 Sum', ' 72273901)']","[' 10903689 (Average', '  6.46 Max', ' 9027 Sum', ' 70437018 Ratio', '  97.46%)']","[' 1939     (Average', ' 947.34 Max', ' 1675 Sum', ' 1836883 Ratio', '   2.54%)']", ,[' 368780  '],[' 14496   '],[' 368619  '],[' 215249  '],"[' 645743   (Atom=Atom', ' 202751 Body=Body', ' 115396 Other', ' 327596)']",[' Yes'],"[' 16335    (Eliminated', '    0 Frozen', ' 16335)']","[' 2529     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.54927'],[' 0'], ,[' 851.149'],[' 0'],[' 12.3283'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.37415e+08'],[' 3.0035e+08'],[' 0'],[' 1.12767e+11'],[' 0'],[' 0'],[' 983 '],[' 2088 '],[' 3052 '],[' 4051 '],[' 5075 '],[' 5897 '],[' 6933 '],[' 8023 '],[' 8 '],[' 0 ']
Solving...,TA77, ,[' 1'],[' 4245+'],[' 2131'],"[' 1009.168s (Solving', ' 971.57s 1st Model', ' 31.96s Unsat', ' 0.00s)']",[' 1007.156s'], ,[' 81564234'],"[' 11422973 (Analyzed', ' 11033315)']","[' 22153    (Average', ' 498.05 Last', ' 41734)']",[' 5814.2  '],"[' 2131     (Average Length', ' 1004.01 Splits', ' 0)']","[' 11033315 (Deleted', ' 10887149)']","[' 24       (Ratio', '   0.00%)']","[' 10391    (Ratio', '   0.09%)']","[' 11033315 (Average Length', '   18.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11033315 (Average', '  6.62 Max', ' 8588 Sum', ' 73037402)']","[' 11030706 (Average', '  6.38 Max', ' 8588 Sum', ' 70387276 Ratio', '  96.37%)']","[' 2609     (Average', ' 1015.76 Max', ' 1807 Sum', ' 2650126 Ratio', '   3.63%)']", ,[' 365860  '],[' 14403   '],[' 365840  '],[' 210176  '],"[' 630524   (Atom=Atom', ' 197771 Body=Body', ' 115303 Other', ' 317450)']",[' Yes'],"[' 16383    (Eliminated', '    0 Frozen', ' 16383)']","[' 2007     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.0549'],[' 0'], ,[' 851.185'],[' 0'],[' 12.2238'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.15537e+08'],[' 2.76903e+08'],[' 0'],[' 1.07063e+11'],[' 0'],[' 0'],[' 1424 '],[' 2257 '],[' 3395 '],[' 4259 '],[' 5195 '],[' 6339 '],[' 7273 '],[' 8428 '],[' 8 '],[' 0 ']
Solving...,TA78, ,[' 1'],[' 4265+'],[' 2141'],"[' 1009.142s (Solving', ' 971.58s 1st Model', ' 35.52s Unsat', ' 0.00s)']",[' 1006.344s'], ,[' 80009539'],"[' 11649308 (Analyzed', ' 11313875)']","[' 22765    (Average', ' 496.99 Last', ' 26215)']",[' 6108.7  '],"[' 2141     (Average Length', ' 1006.22 Splits', ' 0)']","[' 11313875 (Deleted', ' 11160768)']","[' 20       (Ratio', '   0.00%)']","[' 9405     (Ratio', '   0.08%)']","[' 11313875 (Average Length', '   16.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11313875 (Average', '  6.21 Max', ' 9486 Sum', ' 70287646)']","[' 11311973 (Average', '  6.03 Max', ' 9486 Sum', ' 68248078 Ratio', '  97.10%)']","[' 1902     (Average', ' 1072.33 Max', ' 1731 Sum', ' 2039568 Ratio', '   2.90%)']", ,[' 368764  '],[' 14457   '],[' 368767  '],[' 216210  '],"[' 648626   (Atom=Atom', ' 203751 Body=Body', ' 115357 Other', ' 329518)']",[' Yes'],"[' 16460    (Eliminated', '    0 Frozen', ' 16460)']","[' 1790     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.93642'],[' 0'], ,[' 846.458'],[' 0'],[' 12.1619'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.28793e+08'],[' 2.89516e+08'],[' 0'],[' 1.06073e+11'],[' 0'],[' 0'],[' 1104 '],[' 2026 '],[' 2948 '],[' 4142 '],[' 5104 '],[' 6135 '],[' 7254 '],[' 7907 '],[' 8 '],[' 0 ']
Solving...,TA79, ,[' 1'],[' 4205+'],[' 2111'],"[' 1009.548s (Solving', ' 970.42s 1st Model', ' 32.71s Unsat', ' 0.00s)']",[' 1007.234s'], ,[' 73781353'],"[' 11090265 (Analyzed', ' 10734968)']","[' 21435    (Average', ' 500.81 Last', ' 6322)']",[' 5820.8  '],"[' 2111     (Average Length', ' 985.24 Splits', ' 0)']","[' 10734968 (Deleted', ' 10585443)']","[' 23       (Ratio', '   0.00%)']","[' 10932    (Ratio', '   0.10%)']","[' 10734968 (Average Length', '   16.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10734968 (Average', '  6.01 Max', ' 9125 Sum', ' 64515468)']","[' 10733108 (Average', '  5.84 Max', ' 9125 Sum', ' 62745362 Ratio', '  97.26%)']","[' 1860     (Average', ' 951.67 Max', ' 1744 Sum', ' 1770106 Ratio', '   2.74%)']", ,[' 367337  '],[' 14362   '],[' 367302  '],[' 212923  '],"[' 638765   (Atom=Atom', ' 200559 Body=Body', ' 115262 Other', ' 322944)']",[' Yes'],"[' 16327    (Eliminated', '    0 Frozen', ' 16327)']","[' 2266     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.20025'],[' 0'], ,[' 840.748'],[' 0'],[' 11.7382'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.06453e+08'],[' 2.70676e+08'],[' 0'],[' 9.48224e+10'],[' 0'],[' 0'],[' 959 '],[' 1778 '],[' 2730 '],[' 3778 '],[' 4711 '],[' 5614 '],[' 6725 '],[' 7570 '],[' 8 '],[' 0 ']
Solving...,TA80, ,[' 1'],[' 4517+'],[' 2267'],"[' 1010.143s (Solving', ' 965.63s 1st Model', ' 42.53s Unsat', ' 0.00s)']",[' 1006.969s'], ,[' 87510241'],"[' 8361754  (Analyzed', ' 8110612)']","[' 17055    (Average', ' 475.56 Last', ' 16662)']",[' 6204.8  '],"[' 2267     (Average Length', ' 1068.61 Splits', ' 0)']","[' 8110612  (Deleted', ' 7987205)']","[' 28       (Ratio', '   0.00%)']","[' 15784    (Ratio', '   0.19%)']","[' 8110612  (Average Length', '   19.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8110612  (Average', '  9.49 Max', ' 9032 Sum', ' 76932897)']","[' 8108845  (Average', '  9.27 Max', ' 9032 Sum', ' 75170299 Ratio', '  97.71%)']","[' 1767     (Average', ' 997.51 Max', ' 1864 Sum', ' 1762598 Ratio', '   2.29%)']", ,[' 369434  '],[' 14545   '],[' 369536  '],[' 215994  '],"[' 647978   (Atom=Atom', ' 203447 Body=Body', ' 115445 Other', ' 329086)']",[' Yes'],"[' 16647    (Eliminated', '    0 Frozen', ' 16647)']","[' 2965     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.58881'],[' 0'], ,[' 827.801'],[' 0'],[' 12.8002'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.61325e+08'],[' 3.21557e+08'],[' 0'],[' 9.2875e+10'],[' 0'],[' 0'],[' 1201 '],[' 2145 '],[' 3034 '],[' 4080 '],[' 5023 '],[' 5935 '],[' 6867 '],[' 7611 '],[' 8 '],[' 0 ']
