Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , ,[' 1'],[' 7917+'],[' 3961'],"[' 623.933s (Solving', ' 549.92s 1st Model', ' 232.13s Unsat', ' 0.00s)']",[' 621.859s'], ,[' 295200142'],"[' 6104030  (Analyzed', ' 128925)']","[' 2855     (Average', ' 45.16 Last', ' 33930)']",[' 20016.9 '],"[' 3961     (Average Length', ' 2076.39 Splits', ' 0)']","[' 128925   (Deleted', ' 101771)']","[' 35       (Ratio', '   0.03%)']","[' 17185    (Ratio', '  13.33%)']","[' 128925   (Average Length', '   34.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 128925   (Average', ' 1741.63 Max', ' 27124 Sum', ' 224539662)']","[' 126322   (Average', ' 1690.12 Max', ' 27124 Sum', ' 217898623 Ratio', '  97.04%)']","[' 2603     (Average', ' 2551.30 Max', ' 2593 Sum', ' 6641039 Ratio', '   2.96%)']", ,[' 455968  '],[' 32726   '],[' 416309  '],[' 198319  '],"[' 577942   (Atom=Atom', ' 146218 Body=Body', ' 103554 Other', ' 328170)']",[' Yes'],"[' 37082    (Eliminated', '    0 Frozen', ' 37082)']","[' 1184     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.178'],[' 0'], ,[' 192.944'],[' 0'],[' 15.2097'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.94719e+08'],[' 3.62171e+08'],[' 0'],[' 1.21471e+10'],[' 0'],[' 0'],[' 2641 '],[' 9027 '],[' 8125 '],[' 3 '],[' 0 ']
Solving...,TA72, , ,[' 1'],[' 8275+'],[' 4141'],"[' 620.723s (Solving', ' 548.75s 1st Model', ' 227.59s Unsat', ' 0.00s)']",[' 618.297s'], ,[' 307169495'],"[' 5762142  (Analyzed', ' 140676)']","[' 2778     (Average', ' 50.64 Last', ' 43568)']",[' 19209.2 '],"[' 4141     (Average Length', ' 2147.34 Splits', ' 0)']","[' 140676   (Deleted', ' 109842)']","[' 47       (Ratio', '   0.03%)']","[' 17641    (Ratio', '  12.54%)']","[' 140676   (Average Length', '   32.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 140676   (Average', ' 1706.28 Max', ' 25958 Sum', ' 240033150)']","[' 137019   (Average', ' 1638.58 Max', ' 25958 Sum', ' 230508643 Ratio', '  96.03%)']","[' 3657     (Average', ' 2604.46 Max', ' 2724 Sum', ' 9524507 Ratio', '   3.97%)']", ,[' 454130  '],[' 32469   '],[' 414619  '],[' 197283  '],"[' 574683   (Atom=Atom', ' 145369 Body=Body', ' 102783 Other', ' 326531)']",[' Yes'],"[' 36887    (Eliminated', '    0 Frozen', ' 36887)']","[' 3620     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.4786'],[' 0'], ,[' 185.374'],[' 0'],[' 15.6313'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.13337e+08'],[' 3.78922e+08'],[' 0'],[' 1.01235e+10'],[' 0'],[' 0'],[' 2297 '],[' 9523 '],[' 8464 '],[' 3 '],[' 0 ']
Solving...,TA73, , , ,[' 8329+'],[' 4167'],"[' 630.657s (Solving', ' 546.96s 1st Model', ' 228.69s Unsat', ' 0.00s)']",[' 629.953s'], ,[' 306715200'],"[' 6196141  (Analyzed', ' 130077)']","[' 2857     (Average', ' 45.53 Last', ' 24532)']",[' 19272.2 '],"[' 4168     (Average Length', ' 2160.11 Splits', ' 0)']","[' 130077   (Deleted', ' 101539)']","[' 55       (Ratio', '   0.04%)']","[' 16737    (Ratio', '  12.87%)']","[' 130077   (Average Length', '   31.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 130077   (Average', ' 1835.59 Max', ' 26107 Sum', ' 238767688)']","[' 126439   (Average', ' 1761.29 Max', ' 26107 Sum', ' 229103502 Ratio', '  95.95%)']","[' 3638     (Average', ' 2656.46 Max', ' 2737 Sum', ' 9664186 Ratio', '   4.05%)']", ,[' 455901  '],[' 32628   '],[' 416423  '],[' 198074  '],"[' 577123   (Atom=Atom', ' 146031 Body=Body', ' 103260 Other', ' 327832)']",[' Yes'],"[' 37115    (Eliminated', '    0 Frozen', ' 37115)']","[' 3220     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.4789'],[' 0'], ,[' 187.351'],[' 0'],[' 15.4345'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.07458e+08'],[' 3.73079e+08'],[' 0'],[' 1.11462e+10'],[' 0'],[' 0'],[' 2484 '],[' 8561 '],[' 9040 '],[' 3 '],[' 0 ']
Solving...,TA74, , ,[' 1'],[' 8159+'],[' 4082'],"[' 623.892s (Solving', ' 547.94s 1st Model', ' 234.30s Unsat', ' 0.00s)']",[' 621.563s'], ,[' 310515453'],"[' 5895333  (Analyzed', ' 131433)']","[' 2690     (Average', ' 48.86 Last', ' 22162)']",[' 19320.0 '],"[' 4082     (Average Length', ' 2126.05 Splits', ' 0)']","[' 131433   (Deleted', ' 102757)']","[' 48       (Ratio', '   0.04%)']","[' 16713    (Ratio', '  12.72%)']","[' 131433   (Average Length', '   31.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 131433   (Average', ' 1848.98 Max', ' 26439 Sum', ' 243016482)']","[' 128097   (Average', ' 1783.07 Max', ' 26439 Sum', ' 234354556 Ratio', '  96.44%)']","[' 3336     (Average', ' 2596.50 Max', ' 2690 Sum', ' 8661926 Ratio', '   3.56%)']", ,[' 455674  '],[' 32583   '],[' 416125  '],[' 197838  '],"[' 576305   (Atom=Atom', ' 145767 Body=Body', ' 103125 Other', ' 327413)']",[' Yes'],"[' 37004    (Eliminated', '    0 Frozen', ' 37004)']","[' 3324     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.3158'],[' 0'], ,[' 188.105'],[' 0'],[' 15.7342'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.10621e+08'],[' 3.76523e+08'],[' 0'],[' 1.04198e+10'],[' 0'],[' 0'],[' 2369 '],[' 8273 '],[' 8011 '],[' 3 '],[' 0 ']
Solving...,TA75, , , ,[' 8925+'],[' 4465'],"[' 632.027s (Solving', ' 543.88s 1st Model', ' 208.91s Unsat', ' 0.00s)']",[' 630.047s'], ,[' 288738977'],"[' 5599770  (Analyzed', ' 114479)']","[' 2767     (Average', ' 41.37 Last', ' 17456)']",[' 18977.1 '],"[' 4466     (Average Length', ' 2292.62 Splits', ' 0)']","[' 114479   (Deleted', ' 86839)']","[' 61       (Ratio', '   0.05%)']","[' 14457    (Ratio', '  12.63%)']","[' 114479   (Average Length', '   36.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 114479   (Average', ' 1929.92 Max', ' 26170 Sum', ' 220935443)']","[' 110271   (Average', ' 1820.96 Max', ' 26170 Sum', ' 208461445 Ratio', '  94.35%)']","[' 4208     (Average', ' 2964.35 Max', ' 3029 Sum', ' 12473998 Ratio', '   5.65%)']", ,[' 457867  '],[' 32907   '],[' 418566  '],[' 199681  '],"[' 582383   (Atom=Atom', ' 147445 Body=Body', ' 104097 Other', ' 330841)']",[' Yes'],"[' 37672    (Eliminated', '    0 Frozen', ' 37672)']","[' 3054     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.024'],[' 0'], ,[' 181.388'],[' 0'],[' 15.1723'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.73477e+08'],[' 3.434e+08'],[' 0'],[' 1.0105e+10'],[' 0'],[' 0'],[' 2573 '],[' 8697 '],[' 9751 '],[' 3 '],[' 0 ']
Solving...,TA76, , , ,[' 8593+'],[' 4299'],"[' 631.475s (Solving', ' 545.97s 1st Model', ' 222.07s Unsat', ' 0.00s)']",[' 629.375s'], ,[' 289249682'],"[' 6408955  (Analyzed', ' 119851)']","[' 2828     (Average', ' 42.38 Last', ' 18785)']",[' 19368.3 '],"[' 4300     (Average Length', ' 2231.03 Splits', ' 0)']","[' 119851   (Deleted', ' 92666)']","[' 31       (Ratio', '   0.03%)']","[' 14654    (Ratio', '  12.23%)']","[' 119851   (Average Length', '   33.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 119851   (Average', ' 1814.01 Max', ' 27121 Sum', ' 217411063)']","[' 116880   (Average', ' 1743.58 Max', ' 27121 Sum', ' 208969785 Ratio', '  96.12%)']","[' 2971     (Average', ' 2841.22 Max', ' 2914 Sum', ' 8441278 Ratio', '   3.88%)']", ,[' 455955  '],[' 32600   '],[' 416621  '],[' 198092  '],"[' 577155   (Atom=Atom', ' 146051 Body=Body', ' 103176 Other', ' 327928)']",[' Yes'],"[' 37224    (Eliminated', '    0 Frozen', ' 37224)']","[' 2084     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.7818'],[' 0'], ,[' 187.099'],[' 0'],[' 14.9763'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.79445e+08'],[' 3.48084e+08'],[' 0'],[' 1.15523e+10'],[' 0'],[' 0'],[' 2347 '],[' 8012 '],[' 8976 '],[' 3 '],[' 0 ']
Solving...,TA77, , , ,[' 8769+'],[' 4387'],"[' 632.995s (Solving', ' 542.13s 1st Model', ' 193.13s Unsat', ' 0.00s)']",[' 630.500s'], ,[' 247217949'],"[' 6420665  (Analyzed', ' 76366)']","[' 2676     (Average', ' 28.54 Last', ' 6486)']",[' 19520.1 '],"[' 4388     (Average Length', ' 2277.86 Splits', ' 0)']","[' 76366    (Deleted', ' 57032)']","[' 35       (Ratio', '   0.05%)']","[' 8810     (Ratio', '  11.54%)']","[' 76366    (Average Length', '   35.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 76366    (Average', ' 2298.57 Max', ' 27241 Sum', ' 175532594)']","[' 72750    (Average', ' 2160.95 Max', ' 27241 Sum', ' 165022750 Ratio', '  94.01%)']","[' 3616     (Average', ' 2906.48 Max', ' 3004 Sum', ' 10509844 Ratio', '   5.99%)']", ,[' 455627  '],[' 32586   '],[' 416442  '],[' 198100  '],"[' 577225   (Atom=Atom', ' 146083 Body=Body', ' 103134 Other', ' 328008)']",[' Yes'],"[' 37362    (Eliminated', '    0 Frozen', ' 37362)']","[' 1710     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.7884'],[' 0'], ,[' 185.229'],[' 0'],[' 13.8324'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.05369e+08'],[' 2.79911e+08'],[' 0'],[' 1.12562e+10'],[' 0'],[' 0'],[' 2393 '],[' 9991 '],[' 8026 '],[' 3 '],[' 0 ']
Solving...,TA78, , , ,[' 8615+'],[' 4310'],"[' 631.136s (Solving', ' 545.15s 1st Model', ' 206.42s Unsat', ' 0.00s)']",[' 628.422s'], ,[' 301884646'],"[' 5785493  (Analyzed', ' 119606)']","[' 2710     (Average', ' 44.14 Last', ' 37054)']",[' 19111.9 '],"[' 4311     (Average Length', ' 2223.11 Splits', ' 0)']","[' 119606   (Deleted', ' 93470)']","[' 48       (Ratio', '   0.04%)']","[' 15371    (Ratio', '  12.85%)']","[' 119606   (Average Length', '   31.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 119606   (Average', ' 1963.64 Max', ' 25964 Sum', ' 234863659)']","[' 115450   (Average', ' 1866.46 Max', ' 25964 Sum', ' 223239501 Ratio', '  95.05%)']","[' 4156     (Average', ' 2796.96 Max', ' 2858 Sum', ' 11624158 Ratio', '   4.95%)']", ,[' 456541  '],[' 32768   '],[' 417086  '],[' 198957  '],"[' 579812   (Atom=Atom', ' 146734 Body=Body', ' 103680 Other', ' 329398)']",[' Yes'],"[' 37389    (Eliminated', '    0 Frozen', ' 37389)']","[' 3345     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.7519'],[' 0'], ,[' 184.392'],[' 0'],[' 15.3494'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.9268e+08'],[' 3.60368e+08'],[' 0'],[' 1.07981e+10'],[' 0'],[' 0'],[' 2364 '],[' 8221 '],[' 7711 '],[' 3 '],[' 0 ']
Solving...,TA79, , , ,[' 8849+'],[' 4427'],"[' 631.214s (Solving', ' 543.59s 1st Model', ' 203.46s Unsat', ' 0.00s)']",[' 629.641s'], ,[' 294759265'],"[' 5778291  (Analyzed', ' 109420)']","[' 2913     (Average', ' 37.56 Last', ' 20360)']",[' 19113.9 '],"[' 4428     (Average Length', ' 2298.87 Splits', ' 0)']","[' 109420   (Deleted', ' 83333)']","[' 41       (Ratio', '   0.04%)']","[' 13720    (Ratio', '  12.54%)']","[' 109420   (Average Length', '   33.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 109420   (Average', ' 2077.93 Max', ' 26085 Sum', ' 227366613)']","[' 104998   (Average', ' 1959.91 Max', ' 26085 Sum', ' 214453065 Ratio', '  94.32%)']","[' 4422     (Average', ' 2920.30 Max', ' 2998 Sum', ' 12913548 Ratio', '   5.68%)']", ,[' 457852  '],[' 32842   '],[' 418712  '],[' 199232  '],"[' 581079   (Atom=Atom', ' 147147 Body=Body', ' 103902 Other', ' 330030)']",[' Yes'],"[' 37673    (Eliminated', '    0 Frozen', ' 37673)']","[' 2988     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.1207'],[' 0'], ,[' 182.39'],[' 0'],[' 14.9446'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.77629e+08'],[' 3.46681e+08'],[' 0'],[' 1.03737e+10'],[' 0'],[' 0'],[' 2384 '],[' 9500 '],[' 10599 '],[' 3 '],[' 0 ']
Solving...,TA80, , , ,[' 8391+'],[' 4198'],"[' 629.890s (Solving', ' 547.31s 1st Model', ' 218.36s Unsat', ' 0.00s)']",[' 628.984s'], ,[' 283299148'],"[' 6159081  (Analyzed', ' 120101)']","[' 2640     (Average', ' 45.49 Last', ' 23292)']",[' 19691.7 '],"[' 4199     (Average Length', ' 2168.05 Splits', ' 0)']","[' 120101   (Deleted', ' 94812)']","[' 35       (Ratio', '   0.03%)']","[' 15583    (Ratio', '  12.97%)']","[' 120101   (Average Length', '   34.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 120101   (Average', ' 1749.63 Max', ' 27360 Sum', ' 210132903)']","[' 117701   (Average', ' 1694.53 Max', ' 27360 Sum', ' 203514183 Ratio', '  96.85%)']","[' 2400     (Average', ' 2757.80 Max', ' 2792 Sum', ' 6618720 Ratio', '   3.15%)']", ,[' 455180  '],[' 32664   '],[' 415750  '],[' 198196  '],"[' 577760   (Atom=Atom', ' 146206 Body=Body', ' 103368 Other', ' 328186)']",[' Yes'],"[' 37213    (Eliminated', '    0 Frozen', ' 37213)']","[' 1366     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.3397'],[' 0'], ,[' 195.563'],[' 0'],[' 14.2084'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.76245e+08'],[' 3.44715e+08'],[' 0'],[' 1.22007e+10'],[' 0'],[' 0'],[' 2497 '],[' 9505 '],[' 7551 '],[' 3 '],[' 0 ']
