Optimal Found Or Timeout,Instances,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Optimization,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward
UNKNOWN,TA71,[' 6283+'],[' 6284'],"[' 2584.822s (Solving', ' 2134.20s 1st Model', ' 1997.40s Unsat', ' 0.00s)']",[' 2579.906s'], ,[' 2277369105'],"[' 131333   (Analyzed', ' 131333)']","[' 509      (Average', ' 258.02 Last', ' 946)']",[' 97908.2 '],"[' 6284     (Average Length', ' 1.00 Splits', ' 0)']","[' 131333   (Deleted', ' 28153)']","[' 57       (Ratio', '   0.04%)']","[' 13911    (Ratio', '  10.59%)']","[' 131333   (Average Length', '   89.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 131333   (Average', ' 12655.84 Max', ' 98822 Sum', ' 1662129268)']","[' 131333   (Average', ' 12655.84 Max', ' 98822 Sum', ' 1662129268 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 521324  '],[' 101000  '],[' 519324  '],[' 502801  '],"[' 1310399  (Atom=Atom', ' 304799 Body=Body', ' 304800 Other', ' 700800)']",[' Yes'],"[' 107283   (Eliminated', '    0 Frozen', ' 101000)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 40664'],[' 51.5923'],[' 0'], ,[' 911.395'],[' 0'],[' 179.986'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.38687e+09'],[' 2.31644e+09'],[' 0'],[' 4.95812e+09'],[' 0'],[' 0']
UNKNOWN,TA72,[' 7018+'],[' 7019'],"[' 2573.057s (Solving', ' 2102.29s 1st Model', ' 1939.39s Unsat', ' 0.00s)']",[' 2568.672s'], ,[' 1999574069'],"[' 123229   (Analyzed', ' 123229)']","[' 443      (Average', ' 278.17 Last', ' 706)']",[' 98089.4 '],"[' 7019     (Average Length', ' 1.00 Splits', ' 0)']","[' 123229   (Deleted', ' 96297)']","[' 68       (Ratio', '   0.06%)']","[' 14854    (Ratio', '  12.05%)']","[' 123229   (Average Length', '   86.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 123229   (Average', ' 10639.53 Max', ' 98792 Sum', ' 1311098878)']","[' 123229   (Average', ' 10639.53 Max', ' 98792 Sum', ' 1311098878 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 522059  '],[' 101000  '],[' 520059  '],[' 502801  '],"[' 1310399  (Atom=Atom', ' 304799 Body=Body', ' 304800 Other', ' 700800)']",[' Yes'],"[' 108018   (Eliminated', '    0 Frozen', ' 101000)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 31254'],[' 57.3717'],[' 0'], ,[' 884.594'],[' 0'],[' 174.53'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.12634e+09'],[' 2.06088e+09'],[' 0'],[' 4.44794e+09'],[' 0'],[' 0']
UNKNOWN,TA73,[' 5765+'],[' 5766'],"[' 2593.142s (Solving', ' 2201.30s 1st Model', ' 1960.97s Unsat', ' 0.00s)']",[' 2587.438s'], ,[' 1932659864'],"[' 136225   (Analyzed', ' 136225)']","[' 532      (Average', ' 256.06 Last', ' 1189)']",[' 98122.3 '],"[' 5766     (Average Length', ' 1.00 Splits', ' 0)']","[' 136225   (Deleted', ' 115548)']","[' 57       (Ratio', '   0.04%)']","[' 17435    (Ratio', '  12.80%)']","[' 136225   (Average Length', '   85.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 136225   (Average', ' 10033.98 Max', ' 98877 Sum', ' 1366878598)']","[' 136225   (Average', ' 10033.98 Max', ' 98877 Sum', ' 1366878598 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 520806  '],[' 101000  '],[' 518806  '],[' 502801  '],"[' 1310399  (Atom=Atom', ' 304799 Body=Body', ' 304800 Other', ' 700800)']",[' Yes'],"[' 106765   (Eliminated', '    0 Frozen', ' 101000)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 32976'],[' 47.8849'],[' 0'], ,[' 915.941'],[' 0'],[' 188.857'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.0541e+09'],[' 1.98991e+09'],[' 0'],[' 4.15842e+09'],[' 0'],[' 0']
UNKNOWN,TA74,[' 5608+'],[' 5609'],"[' 2586.067s (Solving', ' 2164.24s 1st Model', ' 2031.02s Unsat', ' 0.00s)']",[' 2577.500s'], ,[' 2075675281'],"[' 129465   (Analyzed', ' 129465)']","[' 551      (Average', ' 234.96 Last', ' 589)']",[' 97998.6 '],"[' 5609     (Average Length', ' 1.00 Splits', ' 0)']","[' 129465   (Deleted', ' 99439)']","[' 72       (Ratio', '   0.06%)']","[' 13223    (Ratio', '  10.21%)']","[' 129465   (Average Length', '   89.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 129465   (Average', ' 11786.92 Max', ' 98849 Sum', ' 1525993956)']","[' 129465   (Average', ' 11786.92 Max', ' 98849 Sum', ' 1525993956 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 520649  '],[' 101000  '],[' 518649  '],[' 502801  '],"[' 1310399  (Atom=Atom', ' 304799 Body=Body', ' 304800 Other', ' 700800)']",[' Yes'],"[' 106608   (Eliminated', '    0 Frozen', ' 101000)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 43862'],[' 48.4634'],[' 0'], ,[' 937.424'],[' 0'],[' 200.053'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.17179e+09'],[' 2.11006e+09'],[' 0'],[' 4.46311e+09'],[' 0'],[' 0']
UNKNOWN,TA75,[' 5863+'],[' 5864'],"[' 2583.544s (Solving', ' 2137.50s 1st Model', ' 1992.29s Unsat', ' 0.00s)']",[' 2575.406s'], ,[' 2059685313'],"[' 111159   (Analyzed', ' 111159)']","[' 426      (Average', ' 260.94 Last', ' 630)']",[' 98153.8 '],"[' 5864     (Average Length', ' 1.00 Splits', ' 0)']","[' 111159   (Deleted', ' 62242)']","[' 59       (Ratio', '   0.05%)']","[' 11546    (Ratio', '  10.39%)']","[' 111159   (Average Length', '   88.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 111159   (Average', ' 13351.53 Max', ' 98865 Sum', ' 1484143208)']","[' 111159   (Average', ' 13351.53 Max', ' 98865 Sum', ' 1484143208 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 520904  '],[' 101000  '],[' 518904  '],[' 502801  '],"[' 1310399  (Atom=Atom', ' 304799 Body=Body', ' 304800 Other', ' 700800)']",[' Yes'],"[' 106863   (Eliminated', '    0 Frozen', ' 101000)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 39608'],[' 51.2187'],[' 0'], ,[' 928.247'],[' 0'],[' 191.068'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.15065e+09'],[' 2.08447e+09'],[' 0'],[' 4.47633e+09'],[' 0'],[' 0']
UNKNOWN,TA76,[' 5810+'],[' 5811'],"[' 2585.356s (Solving', ' 2151.18s 1st Model', ' 2013.47s Unsat', ' 0.00s)']",[' 2574.219s'], ,[' 2111430841'],"[' 117685   (Analyzed', ' 117685)']","[' 467      (Average', ' 252.00 Last', ' 426)']",[' 98058.6 '],"[' 5811     (Average Length', ' 1.00 Splits', ' 0)']","[' 117685   (Deleted', ' 81208)']","[' 62       (Ratio', '   0.05%)']","[' 12329    (Ratio', '  10.48%)']","[' 117685   (Average Length', '   90.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 117685   (Average', ' 13098.86 Max', ' 98852 Sum', ' 1541539119)']","[' 117685   (Average', ' 13098.86 Max', ' 98852 Sum', ' 1541539119 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 520851  '],[' 101000  '],[' 518851  '],[' 502801  '],"[' 1310399  (Atom=Atom', ' 304799 Body=Body', ' 304800 Other', ' 700800)']",[' Yes'],"[' 106810   (Eliminated', '    0 Frozen', ' 101000)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 40776'],[' 49.8992'],[' 0'], ,[' 932.936'],[' 0'],[' 189.471'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.20566e+09'],[' 2.13596e+09'],[' 0'],[' 4.6902e+09'],[' 0'],[' 0']
UNKNOWN,TA77,[' 7209+'],[' 7210'],"[' 2577.499s (Solving', ' 2125.48s 1st Model', ' 1965.62s Unsat', ' 0.00s)']",[' 2573.359s'], ,[' 2235585652'],"[' 162322   (Analyzed', ' 162322)']","[' 662      (Average', ' 245.20 Last', ' 1135)']",[' 97687.9 '],"[' 7210     (Average Length', ' 1.00 Splits', ' 0)']","[' 162322   (Deleted', ' 129819)']","[' 76       (Ratio', '   0.05%)']","[' 19108    (Ratio', '  11.77%)']","[' 162322   (Average Length', '   86.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 162322   (Average', ' 9433.15 Max', ' 98841 Sum', ' 1531207987)']","[' 162322   (Average', ' 9433.15 Max', ' 98841 Sum', ' 1531207987 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 522250  '],[' 101000  '],[' 520250  '],[' 502801  '],"[' 1310399  (Atom=Atom', ' 304799 Body=Body', ' 304800 Other', ' 700800)']",[' Yes'],"[' 108209   (Eliminated', '    0 Frozen', ' 101000)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 33242'],[' 55.1823'],[' 0'], ,[' 875.748'],[' 0'],[' 163.226'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.39432e+09'],[' 2.32331e+09'],[' 0'],[' 5.09819e+09'],[' 0'],[' 0']
UNKNOWN,TA78,[' 7526+'],[' 7527'],"[' 2578.745s (Solving', ' 2132.82s 1st Model', ' 1973.58s Unsat', ' 0.00s)']",[' 2578.422s'], ,[' 2360877646'],"[' 168543   (Analyzed', ' 168543)']","[' 679      (Average', ' 248.22 Last', ' 1133)']",[' 97646.5 '],"[' 7527     (Average Length', ' 1.00 Splits', ' 0)']","[' 168543   (Deleted', ' 136838)']","[' 86       (Ratio', '   0.05%)']","[' 19773    (Ratio', '  11.73%)']","[' 168543   (Average Length', '   85.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 168543   (Average', ' 9646.47 Max', ' 98852 Sum', ' 1625844411)']","[' 168543   (Average', ' 9646.47 Max', ' 98852 Sum', ' 1625844411 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 522567  '],[' 101000  '],[' 520567  '],[' 502801  '],"[' 1310399  (Atom=Atom', ' 304799 Body=Body', ' 304800 Other', ' 700800)']",[' Yes'],"[' 108526   (Eliminated', '    0 Frozen', ' 101000)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 27601'],[' 55.1429'],[' 0'], ,[' 870.366'],[' 0'],[' 156.876'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.53121e+09'],[' 2.45539e+09'],[' 0'],[' 5.43094e+09'],[' 0'],[' 0']
UNKNOWN,TA79,[' 6819+'],[' 6820'],"[' 2592.069s (Solving', ' 2185.59s 1st Model', ' 2054.23s Unsat', ' 0.00s)']",[' 2591.047s'], ,[' 2679671071'],"[' 164545   (Analyzed', ' 164545)']","[' 665      (Average', ' 247.44 Last', ' 615)']",[' 97775.4 '],"[' 6820     (Average Length', ' 1.00 Splits', ' 0)']","[' 164545   (Deleted', ' 139770)']","[' 88       (Ratio', '   0.05%)']","[' 17724    (Ratio', '  10.77%)']","[' 164545   (Average Length', '   87.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 164545   (Average', ' 12232.47 Max', ' 98847 Sum', ' 2012791485)']","[' 164545   (Average', ' 12232.47 Max', ' 98847 Sum', ' 2012791485 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 521860  '],[' 101000  '],[' 519860  '],[' 502801  '],"[' 1310399  (Atom=Atom', ' 304799 Body=Body', ' 304800 Other', ' 700800)']",[' Yes'],"[' 107819   (Eliminated', '    0 Frozen', ' 101000)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 35766'],[' 48.8837'],[' 0'], ,[' 890.262'],[' 0'],[' 164.419'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.82099e+09'],[' 2.73095e+09'],[' 0'],[' 6.31319e+09'],[' 0'],[' 0']
UNKNOWN,TA80,[' 6269+'],[' 6270'],"[' 2598.490s (Solving', ' 2222.66s 1st Model', ' 2096.27s Unsat', ' 0.00s)']",[' 2596.625s'], ,[' 2697048841'],"[' 171108   (Analyzed', ' 171108)']","[' 749      (Average', ' 228.45 Last', ' 968)']",[' 97774.9 '],"[' 6270     (Average Length', ' 1.00 Splits', ' 0)']","[' 171108   (Deleted', ' 132924)']","[' 79       (Ratio', '   0.05%)']","[' 19282    (Ratio', '  11.27%)']","[' 171108   (Average Length', '   88.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 171108   (Average', ' 12179.23 Max', ' 98847 Sum', ' 2083964488)']","[' 171108   (Average', ' 12179.23 Max', ' 98847 Sum', ' 2083964488 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 521310  '],[' 101000  '],[' 519310  '],[' 502801  '],"[' 1310399  (Atom=Atom', ' 304799 Body=Body', ' 304800 Other', ' 700800)']",[' Yes'],"[' 107269   (Eliminated', '    0 Frozen', ' 101000)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 36623'],[' 44.4421'],[' 0'], ,[' 898.358'],[' 0'],[' 168.267'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.84106e+09'],[' 2.75629e+09'],[' 0'],[' 6.2629e+09'],[' 0'],[' 0']
