Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, ,[' 1'],[' 4929+'],[' 2472'],"[' 1010.841s (Solving', ' 959.95s 1st Model', ' 52.26s Unsat', ' 0.00s)']",[' 1008.406s'], ,[' 135438821'],"[' 7306995  (Analyzed', ' 7026255)']","[' 14842    (Average', ' 473.40 Last', ' 9433)']",[' 6915.2  '],"[' 2472     (Average Length', ' 1166.34 Splits', ' 0)']","[' 7026255  (Deleted', ' 6923481)']","[' 70       (Ratio', '   0.00%)']","[' 25244    (Ratio', '   0.36%)']","[' 7026255  (Average Length', '   21.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7026255  (Average', ' 17.55 Max', ' 9418 Sum', ' 123319310)']","[' 7023721  (Average', ' 17.15 Max', ' 9418 Sum', ' 120496561 Ratio', '  97.71%)']","[' 2534     (Average', ' 1113.95 Max', ' 1844 Sum', ' 2822749 Ratio', '   2.29%)']", ,[' 377778  '],[' 16494   '],[' 378059  '],[' 219993  '],"[' 659975   (Atom=Atom', ' 205497 Body=Body', ' 117394 Other', ' 337084)']",[' Yes'],"[' 18775    (Eliminated', '    0 Frozen', ' 18775)']","[' 4950     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.7158'],[' 0'], ,[' 789.9'],[' 0'],[' 15.0243'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.45663e+08'],[' 5.00848e+08'],[' 0'],[' 8.65956e+10'],[' 0'],[' 0'],[' 1380 '],[' 2529 '],[' 3801 '],[' 5158 '],[' 6295 '],[' 7495 '],[' 8250 '],[' 7 '],[' 0 ']
Solving...,TA72, ,[' 1'],[' 5197+'],[' 2606'],"[' 1010.972s (Solving', ' 961.14s 1st Model', ' 59.39s Unsat', ' 0.00s)']",[' 1009.563s'], ,[' 134144838'],"[' 8755827  (Analyzed', ' 8458664)']","[' 16459    (Average', ' 513.92 Last', ' 360046)']",[' 6583.9  '],"[' 2606     (Average Length', ' 1219.14 Splits', ' 0)']","[' 8458664  (Deleted', ' 8342613)']","[' 86       (Ratio', '   0.00%)']","[' 22775    (Ratio', '   0.27%)']","[' 8458664  (Average Length', '   18.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8458664  (Average', ' 14.49 Max', ' 9130 Sum', ' 122561153)']","[' 8456142  (Average', ' 14.11 Max', ' 9130 Sum', ' 119366935 Ratio', '  97.39%)']","[' 2522     (Average', ' 1266.54 Max', ' 2050 Sum', ' 3194218 Ratio', '   2.61%)']", ,[' 373975  '],[' 16169   '],[' 374372  '],[' 217588  '],"[' 652760   (Atom=Atom', ' 203417 Body=Body', ' 117069 Other', ' 332274)']",[' Yes'],"[' 18566    (Eliminated', '    0 Frozen', ' 18566)']","[' 4450     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.5488'],[' 0'], ,[' 798.743'],[' 0'],[' 14.5802'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.14399e+08'],[' 4.66985e+08'],[' 0'],[' 8.98196e+10'],[' 0'],[' 0'],[' 1087 '],[' 2242 '],[' 3408 '],[' 4378 '],[' 5416 '],[' 6461 '],[' 7502 '],[' 7 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 5217+'],[' 2616'],"[' 1011.214s (Solving', ' 963.53s 1st Model', ' 55.04s Unsat', ' 0.00s)']",[' 1009.625s'], ,[' 125915641'],"[' 9557569  (Analyzed', ' 9101923)']","[' 17996    (Average', ' 505.77 Last', ' 34750)']",[' 6677.2  '],"[' 2616     (Average Length', ' 1206.17 Splits', ' 0)']","[' 9101923  (Deleted', ' 8965188)']","[' 46       (Ratio', '   0.00%)']","[' 19365    (Ratio', '   0.21%)']","[' 9101923  (Average Length', '   20.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9101923  (Average', ' 12.49 Max', ' 9574 Sum', ' 113642700)']","[' 9099449  (Average', ' 12.16 Max', ' 9574 Sum', ' 110676050 Ratio', '  97.39%)']","[' 2474     (Average', ' 1199.13 Max', ' 2125 Sum', ' 2966650 Ratio', '   2.61%)']", ,[' 374250  '],[' 16155   '],[' 374585  '],[' 217604  '],"[' 652808   (Atom=Atom', ' 203447 Body=Body', ' 117055 Other', ' 332306)']",[' Yes'],"[' 18490    (Eliminated', '    0 Frozen', ' 18490)']","[' 3898     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.1669'],[' 0'], ,[' 792.005'],[' 0'],[' 14.4063'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.73928e+08'],[' 4.29078e+08'],[' 0'],[' 9.28433e+10'],[' 0'],[' 0'],[' 1512 '],[' 2554 '],[' 3499 '],[' 4532 '],[' 5526 '],[' 6628 '],[' 7672 '],[' 7 '],[' 0 ']
Solving...,TA74, ,[' 1'],[' 4967+'],[' 2491'],"[' 1011.974s (Solving', ' 964.61s 1st Model', ' 53.18s Unsat', ' 0.00s)']",[' 1009.063s'], ,[' 115605865'],"[' 10492641 (Analyzed', ' 10112758)']","[' 20608    (Average', ' 490.72 Last', ' 20536)']",[' 7017.7  '],"[' 2491     (Average Length', ' 1161.59 Splits', ' 0)']","[' 10112758 (Deleted', ' 9969761)']","[' 34       (Ratio', '   0.00%)']","[' 15997    (Ratio', '   0.16%)']","[' 10112758 (Average Length', '   16.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10112758 (Average', ' 10.12 Max', ' 10266 Sum', ' 102340682)']","[' 10110746 (Average', '  9.90 Max', ' 10266 Sum', ' 100130335 Ratio', '  97.84%)']","[' 2012     (Average', ' 1098.58 Max', ' 1963 Sum', ' 2210347 Ratio', '   2.16%)']", ,[' 374665  '],[' 16162   '],[' 374940  '],[' 219164  '],"[' 657488   (Atom=Atom', ' 205000 Body=Body', ' 117062 Other', ' 335426)']",[' Yes'],"[' 18437    (Eliminated', '    0 Frozen', ' 18437)']","[' 3307     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.98234'],[' 0'], ,[' 811.776'],[' 0'],[' 14.4153'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.45657e+08'],[' 4.04676e+08'],[' 0'],[' 9.2595e+10'],[' 0'],[' 0'],[' 1200 '],[' 2362 '],[' 3488 '],[' 4545 '],[' 5791 '],[' 6883 '],[' 7757 '],[' 7 '],[' 0 ']
Solving...,TA75, ,[' 1'],[' 5247+'],[' 2631'],"[' 1010.764s (Solving', ' 963.22s 1st Model', ' 66.80s Unsat', ' 0.00s)']",[' 1008.906s'], ,[' 112977274'],"[' 8835110  (Analyzed', ' 8523085)']","[' 17327    (Average', ' 491.90 Last', ' 9154)']",[' 7055.7  '],"[' 2631     (Average Length', ' 1233.42 Splits', ' 0)']","[' 8523085  (Deleted', ' 8398766)']","[' 31       (Ratio', '   0.00%)']","[' 17757    (Ratio', '   0.21%)']","[' 8523085  (Average Length', '   21.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8523085  (Average', ' 11.64 Max', ' 10567 Sum', ' 99210641)']","[' 8521058  (Average', ' 11.37 Max', ' 10567 Sum', ' 96874043 Ratio', '  97.64%)']","[' 2027     (Average', ' 1152.74 Max', ' 2099 Sum', ' 2336598 Ratio', '   2.36%)']", ,[' 376729  '],[' 16417   '],[' 377117  '],[' 220655  '],"[' 661961   (Atom=Atom', ' 206236 Body=Body', ' 117317 Other', ' 338408)']",[' Yes'],"[' 18805    (Eliminated', '    0 Frozen', ' 18805)']","[' 3099     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.0224'],[' 0'], ,[' 802.177'],[' 0'],[' 13.5553'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.52311e+08'],[' 4.13886e+08'],[' 0'],[' 9.56467e+10'],[' 0'],[' 0'],[' 1330 '],[' 2840 '],[' 3977 '],[' 4977 '],[' 6153 '],[' 7269 '],[' 8110 '],[' 7 '],[' 0 ']
Solving...,TA76, ,[' 1'],[' 5203+'],[' 2609'],"[' 1011.074s (Solving', ' 966.05s 1st Model', ' 57.93s Unsat', ' 0.00s)']",[' 1009.516s'], ,[' 114972979'],"[' 10962547 (Analyzed', ' 10456724)']","[' 21165    (Average', ' 494.06 Last', ' 31903)']",[' 7288.3  '],"[' 2609     (Average Length', ' 1216.23 Splits', ' 0)']","[' 10456724 (Deleted', ' 10325350)']","[' 21       (Ratio', '   0.00%)']","[' 12821    (Ratio', '   0.12%)']","[' 10456724 (Average Length', '   18.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10456724 (Average', '  9.64 Max', ' 10505 Sum', ' 100834384)']","[' 10454551 (Average', '  9.38 Max', ' 10505 Sum', ' 98103234 Ratio', '  97.29%)']","[' 2173     (Average', ' 1256.86 Max', ' 2130 Sum', ' 2731150 Ratio', '   2.71%)']", ,[' 376929  '],[' 16296   '],[' 377308  '],[' 221026  '],"[' 663074   (Atom=Atom', ' 206728 Body=Body', ' 117196 Other', ' 339150)']",[' Yes'],"[' 18675    (Eliminated', '    0 Frozen', ' 18675)']","[' 2473     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.50083'],[' 0'], ,[' 823.794'],[' 0'],[' 13.6967'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.30772e+08'],[' 3.91227e+08'],[' 0'],[' 1.03797e+11'],[' 0'],[' 0'],[' 1218 '],[' 2457 '],[' 3487 '],[' 4681 '],[' 5765 '],[' 6953 '],[' 7931 '],[' 7 '],[' 0 ']
Solving...,TA77, ,[' 1'],[' 5325+'],[' 2670'],"[' 1011.353s (Solving', ' 965.97s 1st Model', ' 47.82s Unsat', ' 0.00s)']",[' 1009.578s'], ,[' 113940167'],"[' 10778869 (Analyzed', ' 10091975)']","[' 20002    (Average', ' 504.55 Last', ' 35902)']",[' 7211.1  '],"[' 2670     (Average Length', ' 1232.83 Splits', ' 0)']","[' 10091975 (Deleted', ' 9966295)']","[' 20       (Ratio', '   0.00%)']","[' 12286    (Ratio', '   0.12%)']","[' 10091975 (Average Length', '   19.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10091975 (Average', '  9.89 Max', ' 10348 Sum', ' 99765945)']","[' 10089701 (Average', '  9.59 Max', ' 10348 Sum', ' 96773186 Ratio', '  97.00%)']","[' 2274     (Average', ' 1316.08 Max', ' 2143 Sum', ' 2992759 Ratio', '   3.00%)']", ,[' 374178  '],[' 16076   '],[' 374584  '],[' 219333  '],"[' 657995   (Atom=Atom', ' 205255 Body=Body', ' 116976 Other', ' 335764)']",[' Yes'],"[' 18482    (Eliminated', '    0 Frozen', ' 18482)']","[' 2582     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.77231'],[' 0'], ,[' 831.093'],[' 0'],[' 13.2806'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.07732e+08'],[' 3.63682e+08'],[' 0'],[' 1.06451e+11'],[' 0'],[' 0'],[' 1535 '],[' 2534 '],[' 3640 '],[' 4798 '],[' 6074 '],[' 7177 '],[' 8037 '],[' 7 '],[' 0 ']
Solving...,TA78, ,[' 1'],[' 4945+'],[' 2480'],"[' 1010.814s (Solving', ' 968.05s 1st Model', ' 44.45s Unsat', ' 0.00s)']",[' 1008.891s'], ,[' 122987292'],"[' 11074099 (Analyzed', ' 10798520)']","[' 21199    (Average', ' 509.39 Last', ' 13665)']",[' 6582.8  '],"[' 2480     (Average Length', ' 1152.66 Splits', ' 0)']","[' 10798520 (Deleted', ' 10659078)']","[' 41       (Ratio', '   0.00%)']","[' 17625    (Ratio', '   0.16%)']","[' 10798520 (Average Length', '   17.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10798520 (Average', ' 10.32 Max', ' 9664 Sum', ' 111460658)']","[' 10796237 (Average', ' 10.06 Max', ' 9664 Sum', ' 108673558 Ratio', '  97.50%)']","[' 2283     (Average', ' 1220.81 Max', ' 1968 Sum', ' 2787100 Ratio', '   2.50%)']", ,[' 373870  '],[' 15996   '],[' 374139  '],[' 217843  '],"[' 653525   (Atom=Atom', ' 203845 Body=Body', ' 116896 Other', ' 332784)']",[' Yes'],"[' 18265    (Eliminated', '    0 Frozen', ' 18265)']","[' 3514     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.83506'],[' 0'], ,[' 823.087'],[' 0'],[' 13.307'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.60469e+08'],[' 4.09369e+08'],[' 0'],[' 1.03447e+11'],[' 0'],[' 0'],[' 1147 '],[' 2180 '],[' 3164 '],[' 4219 '],[' 5323 '],[' 6425 '],[' 7402 '],[' 7 '],[' 0 ']
Solving...,TA79, ,[' 1'],[' 5147+'],[' 2581'],"[' 1010.787s (Solving', ' 967.99s 1st Model', ' 49.34s Unsat', ' 0.00s)']",[' 1008.938s'], ,[' 114961211'],"[' 10819331 (Analyzed', ' 10425962)']","[' 20601    (Average', ' 506.09 Last', ' 26556)']",[' 6594.4  '],"[' 2581     (Average Length', ' 1190.24 Splits', ' 0)']","[' 10425962 (Deleted', ' 10282430)']","[' 56       (Ratio', '   0.00%)']","[' 16382    (Ratio', '   0.16%)']","[' 10425962 (Average Length', '   16.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10425962 (Average', '  9.84 Max', ' 10209 Sum', ' 102576283)']","[' 10423941 (Average', '  9.60 Max', ' 10209 Sum', ' 100076834 Ratio', '  97.56%)']","[' 2021     (Average', ' 1236.74 Max', ' 2087 Sum', ' 2499449 Ratio', '   2.44%)']", ,[' 375904  '],[' 16143   '],[' 376236  '],[' 219779  '],"[' 659333   (Atom=Atom', ' 205634 Body=Body', ' 117043 Other', ' 336656)']",[' Yes'],"[' 18475    (Eliminated', '    0 Frozen', ' 18475)']","[' 3226     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.02214'],[' 0'], ,[' 829.248'],[' 0'],[' 12.823'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.28927e+08'],[' 3.81697e+08'],[' 0'],[' 1.03686e+11'],[' 0'],[' 0'],[' 1071 '],[' 2055 '],[' 2923 '],[' 4023 '],[' 4987 '],[' 6005 '],[' 7136 '],[' 7 '],[' 0 ']
Solving...,TA80, ,[' 1'],[' 5315+'],[' 2665'],"[' 1011.788s (Solving', ' 963.80s 1st Model', ' 57.05s Unsat', ' 0.00s)']",[' 1009.313s'], ,[' 147064176'],"[' 8735441  (Analyzed', ' 8336516)']","[' 17259    (Average', ' 483.02 Last', ' 16306)']",[' 6918.5  '],"[' 2665     (Average Length', ' 1228.88 Splits', ' 0)']","[' 8336516  (Deleted', ' 8213423)']","[' 63       (Ratio', '   0.00%)']","[' 27154    (Ratio', '   0.33%)']","[' 8336516  (Average Length', '   21.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8336516  (Average', ' 15.92 Max', ' 9960 Sum', ' 132748789)']","[' 8334794  (Average', ' 15.70 Max', ' 9960 Sum', ' 130923692 Ratio', '  98.63%)']","[' 1722     (Average', ' 1059.87 Max', ' 2049 Sum', ' 1825097 Ratio', '   1.37%)']", ,[' 375519  '],[' 16199   '],[' 375926  '],[' 220365  '],"[' 661091   (Atom=Atom', ' 206164 Body=Body', ' 117099 Other', ' 337828)']",[' Yes'],"[' 18606    (Eliminated', '    0 Frozen', ' 18606)']","[' 4817     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.3071'],[' 0'], ,[' 803.189'],[' 0'],[' 14.3248'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.46278e+08'],[' 4.91101e+08'],[' 0'],[' 1.03064e+11'],[' 0'],[' 0'],[' 1458 '],[' 2362 '],[' 3317 '],[' 4396 '],[' 5478 '],[' 6482 '],[' 7251 '],[' 7 '],[' 0 ']
