Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Completion Time for Window 9 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 1567'],[' 793'],"[' 13.074s (Solving', ' 8.85s 1st Model', ' 2.52s Unsat', ' 0.48s)']",[' 12.891s'], ,[' 1843289 '],"[' 57599    (Analyzed', ' 15650)']","[' 305      (Average', ' 51.31 Last', ' 909)']",[' 1623.0  '],"[' 793      (Average Length', ' 378.63 Splits', ' 0)']","[' 15650    (Deleted', ' 7515)']","[' 99       (Ratio', '   0.63%)']","[' 604      (Ratio', '   3.86%)']","[' 15650    (Average Length', '    6.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15650    (Average', ' 52.96 Max', ' 2386 Sum', ' 828857)']","[' 15539    (Average', ' 52.72 Max', ' 2386 Sum', ' 824994 Ratio', '  99.53%)']","[' 111      (Average', ' 34.80 Max', ' 300 Sum', '   3863 Ratio', '   0.47%)']", ,[' 96337   '],[' 3458    '],[' 96089   '],[' 54358   '],"[' 163070   (Atom=Atom', ' 51898 Body=Body', ' 28908 Other', ' 82264)']",[' Yes'],"[' 4210     (Eliminated', '    0 Frozen', ' 4210)']","[' 2        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.14294'],[' 0'], ,[' 2.97652'],[' 0'],[' 0.142767'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.48851e+07'],[' 1.41791e+07'],[' 0'],[' 1.10917e+08'],[' 0'],[' 0'],[' 542 '],[' 901 '],[' 1320 '],[' 1907 '],[' 2273 '],[' 2744 '],[' 3130 '],[' 3527 '],[' 3779 '],[' 0 '],[' 9 ']
Solving...,TA62, , ,[' 1831'],[' 925'],"[' 22.754s (Solving', ' 17.13s 1st Model', ' 2.78s Unsat', ' 0.50s)']",[' 22.594s'], ,[' 2486953 '],"[' 522420   (Analyzed', ' 14959)']","[' 519      (Average', ' 28.82 Last', ' 187)']",[' 1792.7  '],"[' 925      (Average Length', ' 433.61 Splits', ' 0)']","[' 14959    (Deleted', ' 6403)']","[' 84       (Ratio', '   0.56%)']","[' 643      (Ratio', '   4.30%)']","[' 14959    (Average Length', '    6.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14959    (Average', ' 50.62 Max', ' 2404 Sum', ' 757233)']","[' 14852    (Average', ' 49.07 Max', ' 2404 Sum', ' 734094 Ratio', '  96.94%)']","[' 107      (Average', ' 216.25 Max', ' 764 Sum', '  23139 Ratio', '   3.06%)']", ,[' 96916   '],[' 3510    '],[' 96773   '],[' 55114   '],"[' 165338   (Atom=Atom', ' 52602 Body=Body', ' 28960 Other', ' 83776)']",[' Yes'],"[' 4367     (Eliminated', '    0 Frozen', ' 4367)']","[' 5        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.42347'],[' 0'], ,[' 9.62578'],[' 0'],[' 0.210494'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.02242e+07'],[' 1.89059e+07'],[' 0'],[' 7.42733e+08'],[' 0'],[' 0'],[' 584 '],[' 934 '],[' 1330 '],[' 1823 '],[' 2149 '],[' 2478 '],[' 2908 '],[' 3304 '],[' 3563 '],[' 0 '],[' 9 ']
Solving...,TA63, , ,[' 1701'],[' 860'],"[' 19.963s (Solving', ' 15.22s 1st Model', ' 2.01s Unsat', ' 0.28s)']",[' 19.688s'], ,[' 2007668 '],"[' 529692   (Analyzed', ' 10451)']","[' 630      (Average', ' 16.59 Last', ' 376)']",[' 1590.6  '],"[' 860      (Average Length', ' 405.29 Splits', ' 0)']","[' 10451    (Deleted', ' 0)']","[' 105      (Ratio', '   1.00%)']","[' 589      (Ratio', '   5.64%)']","[' 10451    (Average Length', '    6.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10451    (Average', ' 46.98 Max', ' 2346 Sum', ' 490972)']","[' 10332    (Average', ' 45.83 Max', ' 2346 Sum', ' 478946 Ratio', '  97.55%)']","[' 119      (Average', ' 101.06 Max', ' 685 Sum', '  12026 Ratio', '   2.45%)']", ,[' 96309   '],[' 3457    '],[' 96113   '],[' 54394   '],"[' 163178   (Atom=Atom', ' 51935 Body=Body', ' 28907 Other', ' 82336)']",[' Yes'],"[' 4261     (Eliminated', '    0 Frozen', ' 4261)']","[' 1        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.17377'],[' 0'], ,[' 8.8917'],[' 0'],[' 0.165907'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.59295e+07'],[' 1.47226e+07'],[' 0'],[' 7.20983e+08'],[' 0'],[' 0'],[' 614 '],[' 952 '],[' 1335 '],[' 1772 '],[' 2123 '],[' 2470 '],[' 2815 '],[' 3157 '],[' 3432 '],[' 0 '],[' 9 ']
Solving...,TA64, , ,[' 1335'],[' 677'],"[' 41.429s (Solving', ' 37.04s 1st Model', ' 2.29s Unsat', ' 29.29s)']",[' 41.219s'], ,[' 3163488 '],"[' 1067117  (Analyzed', ' 1031546)']","[' 2558     (Average', ' 403.26 Last', ' 28697)']",[' 1679.5  '],"[' 677      (Average Length', ' 327.41 Splits', ' 0)']","[' 1031546  (Deleted', ' 1004112)']","[' 82       (Ratio', '   0.01%)']","[' 1125     (Ratio', '   0.11%)']","[' 1031546  (Average Length', '    9.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1031546  (Average', '  2.14 Max', ' 2314 Sum', ' 2207723)']","[' 1031433  (Average', '  2.13 Max', ' 2314 Sum', ' 2200563 Ratio', '  99.68%)']","[' 113      (Average', ' 63.36 Max', ' 438 Sum', '   7160 Ratio', '   0.32%)']", ,[' 96569   '],[' 3497    '],[' 96214   '],[' 54555   '],"[' 163661   (Atom=Atom', ' 52056 Body=Body', ' 28947 Other', ' 82658)']",[' Yes'],"[' 4142     (Eliminated', '    0 Frozen', ' 4142)']","[' 16       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.11605'],[' 0'], ,[' 25.0778'],[' 0'],[' 0.587597'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.86865e+07'],[' 1.57059e+07'],[' 0'],[' 2.20313e+09'],[' 0'],[' 0'],[' 515 '],[' 1143 '],[' 1558 '],[' 2019 '],[' 2424 '],[' 2732 '],[' 3121 '],[' 3446 '],[' 3724 '],[' 0 '],[' 9 ']
Solving...,TA65, , ,[' 1719'],[' 869'],"[' 21.427s (Solving', ' 15.96s 1st Model', ' 2.62s Unsat', ' 1.26s)']",[' 21.203s'], ,[' 2325117 '],"[' 521322   (Analyzed', ' 40507)']","[' 688      (Average', ' 58.88 Last', ' 132)']",[' 1754.7  '],"[' 869      (Average Length', ' 411.34 Splits', ' 0)']","[' 40507    (Deleted', ' 28610)']","[' 102      (Ratio', '   0.25%)']","[' 846      (Ratio', '   2.09%)']","[' 40507    (Average Length', '    8.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 40507    (Average', ' 17.26 Max', ' 2351 Sum', ' 699018)']","[' 40390    (Average', ' 16.97 Max', ' 2351 Sum', ' 687292 Ratio', '  98.32%)']","[' 117      (Average', ' 100.22 Max', ' 728 Sum', '  11726 Ratio', '   1.68%)']", ,[' 97176   '],[' 3491    '],[' 96981   '],[' 54995   '],"[' 164981   (Atom=Atom', ' 52502 Body=Body', ' 28941 Other', ' 83538)']",[' Yes'],"[' 4296     (Eliminated', '    0 Frozen', ' 4296)']","[' 18       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.31655'],[' 0'], ,[' 9.03966'],[' 0'],[' 0.203099'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.8859e+07'],[' 1.75417e+07'],[' 0'],[' 7.34054e+08'],[' 0'],[' 0'],[' 489 '],[' 934 '],[' 1385 '],[' 1709 '],[' 2061 '],[' 2429 '],[' 2847 '],[' 3216 '],[' 3445 '],[' 0 '],[' 9 ']
Solving...,TA66, , ,[' 1723'],[' 871'],"[' 18.414s (Solving', ' 13.23s 1st Model', ' 1.93s Unsat', ' 0.95s)']",[' 18.359s'], ,[' 2003912 '],"[' 346127   (Analyzed', ' 14014)']","[' 420      (Average', ' 33.37 Last', ' 79)']",[' 1654.9  '],"[' 871      (Average Length', ' 401.27 Splits', ' 0)']","[' 14014    (Deleted', ' 10219)']","[' 64       (Ratio', '   0.46%)']","[' 482      (Ratio', '   3.44%)']","[' 14014    (Average Length', '    7.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14014    (Average', ' 42.34 Max', ' 2412 Sum', ' 593411)']","[' 13945    (Average', ' 42.15 Max', ' 2412 Sum', ' 590622 Ratio', '  99.53%)']","[' 69       (Average', ' 40.42 Max', ' 572 Sum', '   2789 Ratio', '   0.47%)']", ,[' 96876   '],[' 3498    '],[' 96676   '],[' 55038   '],"[' 165110   (Atom=Atom', ' 52538 Body=Body', ' 28948 Other', ' 83624)']",[' Yes'],"[' 4298     (Eliminated', '    0 Frozen', ' 4298)']","[' 2        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.26126'],[' 0'], ,[' 6.98271'],[' 0'],[' 0.167702'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.63364e+07'],[' 1.5316e+07'],[' 0'],[' 5.50779e+08'],[' 0'],[' 0'],[' 600 '],[' 938 '],[' 1324 '],[' 1690 '],[' 2159 '],[' 2588 '],[' 3028 '],[' 3442 '],[' 3698 '],[' 0 '],[' 9 ']
Solving...,TA67, , ,[' 1687'],[' 853'],"[' 15.266s (Solving', ' 10.05s 1st Model', ' 2.69s Unsat', ' 0.86s)']",[' 15.234s'], ,[' 2134311 '],"[' 99924    (Analyzed', ' 68175)']","[' 349      (Average', ' 195.34 Last', ' 833)']",[' 1733.4  '],"[' 853      (Average Length', ' 406.06 Splits', ' 0)']","[' 68175    (Deleted', ' 57946)']","[' 106      (Ratio', '   0.16%)']","[' 657      (Ratio', '   0.96%)']","[' 68175    (Average Length', '    8.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 68175    (Average', ' 14.53 Max', ' 2396 Sum', ' 990397)']","[' 68047    (Average', ' 14.38 Max', ' 2396 Sum', ' 980279 Ratio', '  98.98%)']","[' 128      (Average', ' 79.05 Max', ' 438 Sum', '  10118 Ratio', '   1.02%)']", ,[' 97387   '],[' 3523    '],[' 97189   '],[' 55107   '],"[' 165317   (Atom=Atom', ' 52582 Body=Body', ' 28973 Other', ' 83762)']",[' Yes'],"[' 4325     (Eliminated', '    0 Frozen', ' 4325)']","[' 15       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.29555'],[' 0'], ,[' 3.41276'],[' 0'],[' 0.165379'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.72009e+07'],[' 1.63145e+07'],[' 0'],[' 1.00869e+08'],[' 0'],[' 0'],[' 541 '],[' 985 '],[' 1420 '],[' 1754 '],[' 2143 '],[' 2507 '],[' 2851 '],[' 3227 '],[' 3504 '],[' 0 '],[' 9 ']
Solving...,TA68, , ,[' 1431'],[' 725'],"[' 15.005s (Solving', ' 10.28s 1st Model', ' 1.95s Unsat', ' 0.71s)']",[' 14.609s'], ,[' 1833942 '],"[' 218853   (Analyzed', ' 14407)']","[' 347      (Average', ' 41.52 Last', ' 186)']",[' 1694.0  '],"[' 725      (Average Length', ' 347.80 Splits', ' 0)']","[' 14407    (Deleted', ' 8215)']","[' 54       (Ratio', '   0.37%)']","[' 374      (Ratio', '   2.60%)']","[' 14407    (Average Length', '    7.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14407    (Average', ' 47.11 Max', ' 2355 Sum', ' 678646)']","[' 14328    (Average', ' 46.19 Max', ' 2355 Sum', ' 665437 Ratio', '  98.05%)']","[' 79       (Average', ' 167.20 Max', ' 622 Sum', '  13209 Ratio', '   1.95%)']", ,[' 96303   '],[' 3452    '],[' 95985   '],[' 54368   '],"[' 163100   (Atom=Atom', ' 51914 Body=Body', ' 28902 Other', ' 82284)']",[' Yes'],"[' 4134     (Eliminated', '    0 Frozen', ' 4134)']","[' 9        (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.19232'],[' 0'], ,[' 4.8029'],[' 0'],[' 0.148379'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.53995e+07'],[' 1.45771e+07'],[' 0'],[' 3.18894e+08'],[' 0'],[' 0'],[' 519 '],[' 1035 '],[' 1432 '],[' 1781 '],[' 2365 '],[' 2668 '],[' 3006 '],[' 3379 '],[' 3688 '],[' 0 '],[' 9 ']
Solving...,TA69, , ,[' 1627'],[' 823'],"[' 18.623s (Solving', ' 13.63s 1st Model', ' 2.62s Unsat', ' 3.07s)']",[' 18.344s'], ,[' 2292163 '],"[' 340592   (Analyzed', ' 150265)']","[' 965      (Average', ' 155.72 Last', ' 448)']",[' 1717.2  '],"[' 823      (Average Length', ' 394.16 Splits', ' 0)']","[' 150265   (Deleted', ' 143051)']","[' 103      (Ratio', '   0.07%)']","[' 811      (Ratio', '   0.54%)']","[' 150265   (Average Length', '    9.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 150265   (Average', '  6.88 Max', ' 2389 Sum', ' 1034049)']","[' 150136   (Average', '  6.80 Max', ' 2389 Sum', ' 1021251 Ratio', '  98.76%)']","[' 129      (Average', ' 99.21 Max', ' 438 Sum', '  12798 Ratio', '   1.24%)']", ,[' 97199   '],[' 3517    '],[' 96976   '],[' 55011   '],"[' 165029   (Atom=Atom', ' 52492 Body=Body', ' 28967 Other', ' 83570)']",[' Yes'],"[' 4294     (Eliminated', '    0 Frozen', ' 4294)']","[' 10       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.24995'],[' 0'], ,[' 6.39703'],[' 0'],[' 0.201014'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.77365e+07'],[' 1.65162e+07'],[' 0'],[' 4.62391e+08'],[' 0'],[' 0'],[' 690 '],[' 1188 '],[' 1643 '],[' 2071 '],[' 2504 '],[' 2874 '],[' 3297 '],[' 3693 '],[' 3972 '],[' 0 '],[' 9 ']
Solving...,TA70, , ,[' 1921'],[' 970'],"[' 17.754s (Solving', ' 11.86s 1st Model', ' 2.90s Unsat', ' 1.34s)']",[' 17.203s'], ,[' 2403775 '],"[' 86701    (Analyzed', ' 38117)']","[' 332      (Average', ' 114.81 Last', ' 480)']",[' 1817.0  '],"[' 970      (Average Length', ' 461.61 Splits', ' 0)']","[' 38117    (Deleted', ' 30553)']","[' 98       (Ratio', '   0.26%)']","[' 747      (Ratio', '   1.96%)']","[' 38117    (Average Length', '    8.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 38117    (Average', ' 27.91 Max', ' 2429 Sum', ' 1063806)']","[' 37993    (Average', ' 27.58 Max', ' 2429 Sum', ' 1051420 Ratio', '  98.84%)']","[' 124      (Average', ' 99.89 Max', ' 791 Sum', '  12386 Ratio', '   1.16%)']", ,[' 97626   '],[' 3538    '],[' 97532   '],[' 55577   '],"[' 166727   (Atom=Atom', ' 53037 Body=Body', ' 28988 Other', ' 84702)']",[' Yes'],"[' 4444     (Eliminated', '    0 Frozen', ' 4444)']","[' 10       (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.48855'],[' 0'], ,[' 4.55077'],[' 0'],[' 0.200741'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.95418e+07'],[' 1.86172e+07'],[' 0'],[' 2.03059e+08'],[' 0'],[' 0'],[' 623 '],[' 1041 '],[' 1572 '],[' 2152 '],[' 2722 '],[' 3119 '],[' 3542 '],[' 3924 '],[' 4158 '],[' 0 '],[' 9 ']
