Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, ,[' 1'],[' 7835+'],[' 3923'],"[' 1019.183s (Solving', ' 929.34s 1st Model', ' 455.64s Unsat', ' 0.00s)']",[' 1015.078s'], ,[' 367260997'],"[' 4424413  (Analyzed', ' 3602737)']","[' 9028     (Average', ' 399.06 Last', ' 65466)']",[' 9347.7  '],"[' 3923     (Average Length', ' 1820.61 Splits', ' 0)']","[' 3602737  (Deleted', ' 3498637)']","[' 107      (Ratio', '   0.00%)']","[' 62902    (Ratio', '   1.75%)']","[' 3602737  (Average Length', '   22.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3602737  (Average', ' 94.48 Max', ' 10655 Sum', ' 340369031)']","[' 3600262  (Average', ' 93.37 Max', ' 10655 Sum', ' 336380080 Ratio', '  98.83%)']","[' 2475     (Average', ' 1611.70 Max', ' 2576 Sum', ' 3988951 Ratio', '   1.17%)']", ,[' 393041  '],[' 21417   '],[' 394537  '],[' 230945  '],"[' 692831   (Atom=Atom', ' 211526 Body=Body', ' 122317 Other', ' 358988)']",[' Yes'],"[' 24913    (Eliminated', '    0 Frozen', ' 24913)']","[' 11493    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 18.588'],[' 0'], ,[' 555.695'],[' 0'],[' 26.7402'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.21193e+09'],[' 1.11742e+09'],[' 0'],[' 3.94439e+10'],[' 0'],[' 0'],[' 1412 '],[' 3118 '],[' 4203 '],[' 5447 '],[' 6654 '],[' 5 '],[' 0 ']
Solving...,TA72, ,[' 1'],[' 7339+'],[' 3675'],"[' 1018.252s (Solving', ' 940.09s 1st Model', ' 523.41s Unsat', ' 0.00s)']",[' 1015.297s'], ,[' 405223663'],"[' 5541885  (Analyzed', ' 4671731)']","[' 11635    (Average', ' 401.52 Last', ' 86664)']",[' 8707.7  '],"[' 3675     (Average Length', ' 1695.63 Splits', ' 0)']","[' 4671731  (Deleted', ' 4548442)']","[' 105      (Ratio', '   0.00%)']","[' 71596    (Ratio', '   1.53%)']","[' 4671731  (Average Length', '   19.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4671731  (Average', ' 81.66 Max', ' 10417 Sum', ' 381473229)']","[' 4669576  (Average', ' 80.92 Max', ' 10417 Sum', ' 378040146 Ratio', '  99.10%)']","[' 2155     (Average', ' 1593.08 Max', ' 2457 Sum', ' 3433083 Ratio', '   0.90%)']", ,[' 392341  '],[' 21237   '],[' 393600  '],[' 231973  '],"[' 695915   (Atom=Atom', ' 212734 Body=Body', ' 122137 Other', ' 361044)']",[' Yes'],"[' 24496    (Eliminated', '    0 Frozen', ' 24496)']","[' 12489    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.2591'],[' 0'], ,[' 543.387'],[' 0'],[' 27.3255'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.39288e+09'],[' 1.27542e+09'],[' 0'],[' 4.29956e+10'],[' 0'],[' 0'],[' 1255 '],[' 2413 '],[' 3563 '],[' 4739 '],[' 5928 '],[' 5 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 8195+'],[' 4103'],"[' 1018.725s (Solving', ' 932.80s 1st Model', ' 499.70s Unsat', ' 0.00s)']",[' 1015.500s'], ,[' 430419041'],"[' 5197500  (Analyzed', ' 4165449)']","[' 10066    (Average', ' 413.81 Last', ' 66436)']",[' 9079.0  '],"[' 4103     (Average Length', ' 1838.91 Splits', ' 0)']","[' 4165449  (Deleted', ' 4053284)']","[' 127      (Ratio', '   0.00%)']","[' 74681    (Ratio', '   1.79%)']","[' 4165449  (Average Length', '   23.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4165449  (Average', ' 96.50 Max', ' 10969 Sum', ' 401967654)']","[' 4163689  (Average', ' 95.83 Max', ' 10969 Sum', ' 399169959 Ratio', '  99.30%)']","[' 1760     (Average', ' 1589.60 Max', ' 2671 Sum', ' 2797695 Ratio', '   0.70%)']", ,[' 393789  '],[' 21379   '],[' 395285  '],[' 233299  '],"[' 699893   (Atom=Atom', ' 213918 Body=Body', ' 122279 Other', ' 363696)']",[' Yes'],"[' 24875    (Eliminated', '    0 Frozen', ' 24875)']","[' 10793    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.7629'],[' 0'], ,[' 510.804'],[' 0'],[' 28.2279'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.41649e+09'],[' 1.29884e+09'],[' 0'],[' 3.79532e+10'],[' 0'],[' 0'],[' 1580 '],[' 2684 '],[' 3928 '],[' 5143 '],[' 6336 '],[' 5 '],[' 0 ']
Solving...,TA74, ,[' 1'],[' 8037+'],[' 4024'],"[' 1019.044s (Solving', ' 936.51s 1st Model', ' 440.68s Unsat', ' 0.00s)']",[' 1016.500s'], ,[' 411821321'],"[' 4130752  (Analyzed', ' 3216651)']","[' 9007     (Average', ' 357.13 Last', ' 122747)']",[' 8574.8  '],"[' 4024     (Average Length', ' 1820.27 Splits', ' 0)']","[' 3216651  (Deleted', ' 3097070)']","[' 120      (Ratio', '   0.00%)']","[' 75018    (Ratio', '   2.33%)']","[' 3216651  (Average Length', '   19.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3216651  (Average', ' 120.57 Max', ' 10058 Sum', ' 387830177)']","[' 3214156  (Average', ' 119.18 Max', ' 10058 Sum', ' 383353512 Ratio', '  98.85%)']","[' 2495     (Average', ' 1794.25 Max', ' 2682 Sum', ' 4476665 Ratio', '   1.15%)']", ,[' 391928  '],[' 21367   '],[' 393344  '],[' 230938  '],"[' 692810   (Atom=Atom', ' 211569 Body=Body', ' 122267 Other', ' 358974)']",[' Yes'],"[' 24783    (Eliminated', '    0 Frozen', ' 24783)']","[' 14092    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.872'],[' 0'], ,[' 534.624'],[' 0'],[' 26.9765'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.45662e+09'],[' 1.34056e+09'],[' 0'],[' 4.27715e+10'],[' 0'],[' 0'],[' 1303 '],[' 2544 '],[' 3715 '],[' 4917 '],[' 6121 '],[' 5 '],[' 0 ']
Solving...,TA75, ,[' 1'],[' 8897+'],[' 4454'],"[' 1020.468s (Solving', ' 926.90s 1st Model', ' 562.49s Unsat', ' 0.00s)']",[' 1017.531s'], ,[' 438470403'],"[' 2569605  (Analyzed', ' 1945342)']","[' 6757     (Average', ' 287.90 Last', ' 190948)']",[' 8574.7  '],"[' 4454     (Average Length', ' 2011.48 Splits', ' 0)']","[' 1945342  (Deleted', ' 1830665)']","[' 133      (Ratio', '   0.01%)']","[' 83631    (Ratio', '   4.30%)']","[' 1945342  (Average Length', '   20.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1945342  (Average', ' 212.27 Max', ' 9345 Sum', ' 412946145)']","[' 1942895  (Average', ' 209.88 Max', ' 9345 Sum', ' 408297168 Ratio', '  98.87%)']","[' 2447     (Average', ' 1899.87 Max', ' 2856 Sum', ' 4648977 Ratio', '   1.13%)']", ,[' 393713  '],[' 21426   '],[' 395573  '],[' 231633  '],"[' 694895   (Atom=Atom', ' 212205 Body=Body', ' 122326 Other', ' 360364)']",[' Yes'],"[' 25286    (Eliminated', '    0 Frozen', ' 25286)']","[' 15690    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 19.2919'],[' 0'], ,[' 475.117'],[' 0'],[' 27.5136'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.60939e+09'],[' 1.48241e+09'],[' 0'],[' 3.5951e+10'],[' 0'],[' 0'],[' 1324 '],[' 2559 '],[' 3725 '],[' 4897 '],[' 6175 '],[' 5 '],[' 0 ']
Solving...,TA76, ,[' 1'],[' 7679+'],[' 3845'],"[' 1019.175s (Solving', ' 940.81s 1st Model', ' 515.61s Unsat', ' 0.00s)']",[' 1015.875s'], ,[' 403080225'],"[' 2770935  (Analyzed', ' 2118662)']","[' 6976     (Average', ' 303.71 Last', ' 62165)']",[' 8152.9  '],"[' 3845     (Average Length', ' 1742.19 Splits', ' 0)']","[' 2118662  (Deleted', ' 2013562)']","[' 121      (Ratio', '   0.01%)']","[' 74437    (Ratio', '   3.51%)']","[' 2118662  (Average Length', '   20.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2118662  (Average', ' 180.10 Max', ' 10387 Sum', ' 381569111)']","[' 2116347  (Average', ' 178.16 Max', ' 10387 Sum', ' 377454343 Ratio', '  98.92%)']","[' 2315     (Average', ' 1777.44 Max', ' 2578 Sum', ' 4114768 Ratio', '   1.08%)']", ,[' 391926  '],[' 21270   '],[' 393267  '],[' 230784  '],"[' 692348   (Atom=Atom', ' 211512 Body=Body', ' 122170 Other', ' 358666)']",[' Yes'],"[' 24611    (Eliminated', '    0 Frozen', ' 24611)']","[' 13656    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.8882'],[' 0'], ,[' 515.881'],[' 0'],[' 26.4191'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.47457e+09'],[' 1.35645e+09'],[' 0'],[' 4.35584e+10'],[' 0'],[' 0'],[' 1331 '],[' 2534 '],[' 3623 '],[' 4933 '],[' 6137 '],[' 5 '],[' 0 ']
Solving...,TA77, ,[' 1'],[' 7559+'],[' 3785'],"[' 1023.291s (Solving', ' 919.49s 1st Model', ' 576.19s Unsat', ' 0.00s)']",[' 1013.734s'], ,[' 352226353'],"[' 3215065  (Analyzed', ' 2436160)']","[' 6966     (Average', ' 349.72 Last', ' 119590)']",[' 8494.4  '],"[' 3785     (Average Length', ' 1720.73 Splits', ' 0)']","[' 2436160  (Deleted', ' 2341043)']","[' 89       (Ratio', '   0.00%)']","[' 65079    (Ratio', '   2.67%)']","[' 2436160  (Average Length', '   21.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2436160  (Average', ' 135.42 Max', ' 10090 Sum', ' 329902362)']","[' 2433613  (Average', ' 133.60 Max', ' 10090 Sum', ' 325471358 Ratio', '  98.66%)']","[' 2547     (Average', ' 1739.70 Max', ' 2572 Sum', ' 4431004 Ratio', '   1.34%)']", ,[' 391928  '],[' 21231   '],[' 393229  '],[' 230997  '],"[' 692987   (Atom=Atom', ' 211764 Body=Body', ' 122131 Other', ' 359092)']",[' Yes'],"[' 24532    (Eliminated', '    0 Frozen', ' 24532)']","[' 12645    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 21.6024'],[' 0'], ,[' 474.3'],[' 0'],[' 29.6156'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.19033e+09'],[' 1.09336e+09'],[' 0'],[' 2.34124e+10'],[' 0'],[' 0'],[' 1267 '],[' 2526 '],[' 3739 '],[' 4952 '],[' 6111 '],[' 5 '],[' 0 ']
Solving...,TA78, ,[' 1'],[' 8055+'],[' 4033'],"[' 1023.866s (Solving', ' 924.97s 1st Model', ' 620.97s Unsat', ' 0.00s)']",[' 1018.078s'], ,[' 397036626'],"[' 3309345  (Analyzed', ' 2467614)']","[' 7349     (Average', ' 335.78 Last', ' 102368)']",[' 8473.8  '],"[' 4033     (Average Length', ' 1802.47 Splits', ' 0)']","[' 2467614  (Deleted', ' 2358941)']","[' 122      (Ratio', '   0.00%)']","[' 76431    (Ratio', '   3.10%)']","[' 2467614  (Average Length', '   23.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2467614  (Average', ' 150.89 Max', ' 9870 Sum', ' 372330696)']","[' 2465480  (Average', ' 149.51 Max', ' 9870 Sum', ' 368921618 Ratio', '  99.08%)']","[' 2134     (Average', ' 1597.51 Max', ' 2614 Sum', ' 3409078 Ratio', '   0.92%)']", ,[' 393580  '],[' 21517   '],[' 395060  '],[' 231985  '],"[' 695951   (Atom=Atom', ' 212466 Body=Body', ' 122417 Other', ' 361068)']",[' Yes'],"[' 24997    (Eliminated', '    0 Frozen', ' 24997)']","[' 13694    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 19.789'],[' 0'], ,[' 488.624'],[' 0'],[' 28.2164'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.38093e+09'],[' 1.27102e+09'],[' 0'],[' 3.20934e+10'],[' 0'],[' 0'],[' 1451 '],[' 2525 '],[' 3695 '],[' 4943 '],[' 6118 '],[' 5 '],[' 0 ']
Solving...,TA79, ,[' 1'],[' 8041+'],[' 4026'],"[' 1025.419s (Solving', ' 910.17s 1st Model', ' 521.88s Unsat', ' 0.00s)']",[' 1018.516s'], ,[' 333659983'],"[' 1941275  (Analyzed', ' 1208532)']","[' 5046     (Average', ' 239.50 Last', ' 84135)']",[' 8713.3  '],"[' 4026     (Average Length', ' 1813.08 Splits', ' 0)']","[' 1208532  (Deleted', ' 1119865)']","[' 88       (Ratio', '   0.01%)']","[' 63410    (Ratio', '   5.25%)']","[' 1208532  (Average Length', '   20.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1208532  (Average', ' 256.35 Max', ' 10232 Sum', ' 309808005)']","[' 1205814  (Average', ' 252.32 Max', ' 10232 Sum', ' 304936523 Ratio', '  98.43%)']","[' 2718     (Average', ' 1792.30 Max', ' 2594 Sum', ' 4871482 Ratio', '   1.57%)']", ,[' 393635  '],[' 21492   '],[' 395121  '],[' 231733  '],"[' 695195   (Atom=Atom', ' 212239 Body=Body', ' 122392 Other', ' 360564)']",[' Yes'],"[' 24978    (Eliminated', '    0 Frozen', ' 24978)']","[' 12897    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 23.3349'],[' 0'], ,[' 468.617'],[' 0'],[' 28.5872'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.18526e+09'],[' 1.10133e+09'],[' 0'],[' 2.2172e+10'],[' 0'],[' 0'],[' 1306 '],[' 2454 '],[' 3780 '],[' 4995 '],[' 6199 '],[' 5 '],[' 0 ']
Solving...,TA80, ,[' 1'],[' 7311+'],[' 3661'],"[' 1017.784s (Solving', ' 942.00s 1st Model', ' 520.91s Unsat', ' 0.00s)']",[' 1013.766s'], ,[' 403571305'],"[' 2550003  (Analyzed', ' 1771563)']","[' 6019     (Average', ' 294.33 Last', ' 129879)']",[' 8564.1  '],"[' 3661     (Average Length', ' 1658.41 Splits', ' 0)']","[' 1771563  (Deleted', ' 1670137)']","[' 97       (Ratio', '   0.01%)']","[' 77184    (Ratio', '   4.36%)']","[' 1771563  (Average Length', '   20.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1771563  (Average', ' 214.58 Max', ' 10710 Sum', ' 380136727)']","[' 1769643  (Average', ' 212.91 Max', ' 10710 Sum', ' 377179183 Ratio', '  99.22%)']","[' 1920     (Average', ' 1540.39 Max', ' 2378 Sum', ' 2957544 Ratio', '   0.78%)']", ,[' 394338  '],[' 21472   '],[' 395522  '],[' 233602  '],"[' 700802   (Atom=Atom', ' 214128 Body=Body', ' 122372 Other', ' 364302)']",[' Yes'],"[' 24656    (Eliminated', '    0 Frozen', ' 24656)']","[' 10919    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.552'],[' 0'], ,[' 497.432'],[' 0'],[' 27.9318'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.45417e+09'],[' 1.34857e+09'],[' 0'],[' 3.83449e+10'],[' 0'],[' 0'],[' 1284 '],[' 2483 '],[' 3560 '],[' 4848 '],[' 5979 '],[' 5 '],[' 0 ']
