Optimal Found Or Timeout,Instances,Solving...,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , , , ,[' 1'],[' 4557+'],[' 2281'],"[' 1006.977s (Solving', ' 985.07s 1st Model', ' 881.69s Unsat', ' 0.00s)']",[' 996.953s'], ,[' 273900712'],"[' 1355092  (Analyzed', ' 234298)']","[' 2576     (Average', ' 90.95 Last', ' 40418)']",[' 6020.2  '],"[' 2281     (Average Length', ' 1115.73 Splits', ' 0)']","[' 1987539  (Deleted', ' 1851160)']","[' 409      (Ratio', '   0.02%)']","[' 55372    (Ratio', '   2.79%)']","[' 234298   (Average Length', '   30.6 Ratio', '  11.79%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1753241  (Average Length', '   20.9 Ratio', '  88.21%) ']","[' 234298   (Average', ' 20.55 Max', ' 4409 Sum', ' 4814052)']","[' 234298   (Average', ' 20.55 Max', ' 4409 Sum', ' 4814052 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 110139  '],[' 9042    '],[' 107776  '],[' 49754   '],"[' 179580   (Atom=Atom', ' 51167 Body=Body', ' 29031 Other', ' 99382)']",[' Yes'],"[' 11199    (Eliminated', '    0 Frozen', ' 11199)']","[' 5902     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.11886'],[' 0'], ,[' 334.894'],[' 0'],[' 26.2809'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.02918e+09'],[' 9.34933e+08'],[' 0'],[' 6.93535e+09'],[' 0'],[' 0'],[' 1598 '],[' 3070 '],[' 2 '],[' 0 ']
Solving...,TA52, , , , ,[' 1'],[' 4629+'],[' 2317'],"[' 1007.008s (Solving', ' 985.92s 1st Model', ' 784.00s Unsat', ' 0.00s)']",[' 997.688s'], ,[' 280232439'],"[' 1639564  (Analyzed', ' 270384)']","[' 2665     (Average', ' 101.46 Last', ' 38967)']",[' 6142.6  '],"[' 2317     (Average Length', ' 1128.28 Splits', ' 0)']","[' 2196731  (Deleted', ' 2058378)']","[' 403      (Ratio', '   0.02%)']","[' 56768    (Ratio', '   2.58%)']","[' 270384   (Average Length', '   31.7 Ratio', '  12.31%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1926347  (Average Length', '   21.5 Ratio', '  87.69%) ']","[' 270384   (Average', ' 18.70 Max', ' 3889 Sum', ' 5055914)']","[' 270384   (Average', ' 18.70 Max', ' 3889 Sum', ' 5055914 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 110513  '],[' 9094    '],[' 108112  '],[' 50050   '],"[' 180416   (Atom=Atom', ' 51359 Body=Body', ' 29187 Other', ' 99870)']",[' Yes'],"[' 11239    (Eliminated', '    0 Frozen', ' 11239)']","[' 5942     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.07201'],[' 0'], ,[' 327.239'],[' 0'],[' 25.9241'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.06233e+09'],[' 9.62217e+08'],[' 0'],[' 7.91982e+09'],[' 0'],[' 0'],[' 1612 '],[' 3128 '],[' 2 '],[' 0 ']
Solving...,TA53, , , , ,[' 1'],[' 4811+'],[' 2408'],"[' 1004.767s (Solving', ' 989.03s 1st Model', ' 841.88s Unsat', ' 0.00s)']",[' 1001.063s'], ,[' 366993117'],"[' 1568775  (Analyzed', ' 404499)']","[' 3147     (Average', ' 128.53 Last', ' 38768)']",[' 6056.1  '],"[' 2408     (Average Length', ' 1181.27 Splits', ' 0)']","[' 3229090  (Deleted', ' 3097984)']","[' 494      (Ratio', '   0.02%)']","[' 61668    (Ratio', '   1.91%)']","[' 404499   (Average Length', '   30.3 Ratio', '  12.53%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2824591  (Average Length', '   20.4 Ratio', '  87.47%) ']","[' 404499   (Average', ' 17.47 Max', ' 3873 Sum', ' 7067615)']","[' 404499   (Average', ' 17.47 Max', ' 3873 Sum', ' 7067615 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 110825  '],[' 9128    '],[' 108511  '],[' 50311   '],"[' 181165   (Atom=Atom', ' 51552 Body=Body', ' 29289 Other', ' 100324)']",[' Yes'],"[' 11377    (Eliminated', '    0 Frozen', ' 11377)']","[' 6608     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.17719'],[' 0'], ,[' 329.555'],[' 0'],[' 28.6757'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.58763e+09'],[' 1.4419e+09'],[' 0'],[' 1.05272e+10'],[' 0'],[' 0'],[' 1520 '],[' 2956 '],[' 2 '],[' 0 ']
Solving...,TA54, , , , ,[' 1'],[' 5119+'],[' 2562'],"[' 1006.150s (Solving', ' 987.74s 1st Model', ' 903.61s Unsat', ' 0.00s)']",[' 1002.922s'], ,[' 373441453'],"[' 1383633  (Analyzed', ' 388925)']","[' 3261     (Average', ' 119.27 Last', ' 31825)']",[' 5930.3  '],"[' 2562     (Average Length', ' 1248.45 Splits', ' 0)']","[' 3098294  (Deleted', ' 2974713)']","[' 469      (Ratio', '   0.02%)']","[' 64170    (Ratio', '   2.07%)']","[' 388925   (Average Length', '   30.4 Ratio', '  12.55%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2709369  (Average Length', '   21.3 Ratio', '  87.45%) ']","[' 388925   (Average', ' 17.85 Max', ' 3652 Sum', ' 6943106)']","[' 388925   (Average', ' 17.85 Max', ' 3652 Sum', ' 6943106 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 110953  '],[' 9124    '],[' 108757  '],[' 50445   '],"[' 181571   (Atom=Atom', ' 51694 Body=Body', ' 29277 Other', ' 100600)']",[' Yes'],"[' 11489    (Eliminated', '    0 Frozen', ' 11489)']","[' 5915     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.61453'],[' 0'], ,[' 321.828'],[' 0'],[' 29.3956'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.52243e+09'],[' 1.38335e+09'],[' 0'],[' 1.00711e+10'],[' 0'],[' 0'],[' 1610 '],[' 3039 '],[' 2 '],[' 0 ']
Solving...,TA55, , , , ,[' 1'],[' 4795+'],[' 2400'],"[' 1005.507s (Solving', ' 989.04s 1st Model', ' 910.32s Unsat', ' 0.00s)']",[' 1002.828s'], ,[' 378252097'],"[' 1655655  (Analyzed', ' 428153)']","[' 3269     (Average', ' 130.97 Last', ' 43969)']",[' 6003.0  '],"[' 2400     (Average Length', ' 1169.76 Splits', ' 0)']","[' 3401332  (Deleted', ' 3290323)']","[' 577      (Ratio', '   0.02%)']","[' 63113    (Ratio', '   1.86%)']","[' 428153   (Average Length', '   31.3 Ratio', '  12.59%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2973179  (Average Length', '   20.9 Ratio', '  87.41%) ']","[' 428153   (Average', ' 16.66 Max', ' 4580 Sum', ' 7130969)']","[' 428153   (Average', ' 16.66 Max', ' 4580 Sum', ' 7130969 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 110154  '],[' 9026    '],[' 107913  '],[' 49793   '],"[' 179713   (Atom=Atom', ' 51238 Body=Body', ' 28983 Other', ' 99492)']",[' Yes'],"[' 11297    (Eliminated', '    0 Frozen', ' 11297)']","[' 2621     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.11813'],[' 0'], ,[' 326.893'],[' 0'],[' 28.7217'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.64883e+09'],[' 1.49976e+09'],[' 0'],[' 1.03621e+10'],[' 0'],[' 0'],[' 1540 '],[' 2998 '],[' 2 '],[' 0 ']
Solving...,TA56, , , , ,[' 1'],[' 4493+'],[' 2249'],"[' 1004.114s (Solving', ' 989.67s 1st Model', ' 745.92s Unsat', ' 0.00s)']",[' 1001.922s'], ,[' 381331678'],"[' 1843006  (Analyzed', ' 523640)']","[' 3332     (Average', ' 157.15 Last', ' 55017)']",[' 6048.2  '],"[' 2249     (Average Length', ' 1099.71 Splits', ' 0)']","[' 3748719  (Deleted', ' 3634275)']","[' 551      (Ratio', '   0.01%)']","[' 62215    (Ratio', '   1.66%)']","[' 523640   (Average Length', '   28.9 Ratio', '  13.97%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3225079  (Average Length', '   20.5 Ratio', '  86.03%) ']","[' 523640   (Average', ' 14.82 Max', ' 3973 Sum', ' 7760903)']","[' 523640   (Average', ' 14.82 Max', ' 3973 Sum', ' 7760903 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 110432  '],[' 9092    '],[' 107995  '],[' 49972   '],"[' 180184   (Atom=Atom', ' 51285 Body=Body', ' 29181 Other', ' 99718)']",[' Yes'],"[' 11200    (Eliminated', '    0 Frozen', ' 11200)']","[' 6958     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.95438'],[' 0'], ,[' 340.818'],[' 0'],[' 29.0302'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.63823e+09'],[' 1.48723e+09'],[' 0'],[' 1.20647e+10'],[' 0'],[' 0'],[' 1616 '],[' 3062 '],[' 2 '],[' 0 ']
Solving...,TA57, , , , ,[' 1'],[' 5359+'],[' 2682'],"[' 1005.184s (Solving', ' 987.44s 1st Model', ' 867.37s Unsat', ' 0.00s)']",[' 1002.172s'], ,[' 387861814'],"[' 1827386  (Analyzed', ' 524948)']","[' 3789     (Average', ' 138.55 Last', ' 103844)']",[' 6163.5  '],"[' 2682     (Average Length', ' 1307.52 Splits', ' 0)']","[' 3732213  (Deleted', ' 3592406)']","[' 590      (Ratio', '   0.02%)']","[' 65567    (Ratio', '   1.76%)']","[' 524948   (Average Length', '   29.9 Ratio', '  14.07%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3207265  (Average Length', '   21.7 Ratio', '  85.93%) ']","[' 524948   (Average', ' 13.95 Max', ' 3629 Sum', ' 7320622)']","[' 524948   (Average', ' 13.95 Max', ' 3629 Sum', ' 7320622 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 111034  '],[' 9118    '],[' 108974  '],[' 50535   '],"[' 181847   (Atom=Atom', ' 51796 Body=Body', ' 29259 Other', ' 100792)']",[' Yes'],"[' 11616    (Eliminated', '    0 Frozen', ' 11616)']","[' 6909     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.54692'],[' 0'], ,[' 333.24'],[' 0'],[' 29.4735'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.59801e+09'],[' 1.45276e+09'],[' 0'],[' 1.17893e+10'],[' 0'],[' 0'],[' 1740 '],[' 3228 '],[' 2 '],[' 0 ']
Solving...,TA58, , , , ,[' 1'],[' 4805+'],[' 2405'],"[' 1004.841s (Solving', ' 988.99s 1st Model', ' 890.50s Unsat', ' 0.00s)']",[' 1001.938s'], ,[' 376200273'],"[' 1459411  (Analyzed', ' 377300)']","[' 3134     (Average', ' 120.39 Last', ' 36456)']",[' 6005.5  '],"[' 2405     (Average Length', ' 1180.63 Splits', ' 0)']","[' 3133129  (Deleted', ' 3013425)']","[' 478      (Ratio', '   0.02%)']","[' 60906    (Ratio', '   1.94%)']","[' 377300   (Average Length', '   30.6 Ratio', '  12.04%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2755829  (Average Length', '   20.9 Ratio', '  87.96%) ']","[' 377300   (Average', ' 18.93 Max', ' 4091 Sum', ' 7141738)']","[' 377300   (Average', ' 18.93 Max', ' 4091 Sum', ' 7141738 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 110666  '],[' 9104    '],[' 108396  '],[' 50188   '],"[' 180820   (Atom=Atom', ' 51477 Body=Body', ' 29217 Other', ' 100126)']",[' Yes'],"[' 11385    (Eliminated', '    0 Frozen', ' 11385)']","[' 6515     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.10243'],[' 0'], ,[' 327.432'],[' 0'],[' 29.0622'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.65668e+09'],[' 1.50989e+09'],[' 0'],[' 1.04362e+10'],[' 0'],[' 0'],[' 1616 '],[' 3109 '],[' 2 '],[' 0 ']
Solving...,TA59, , , , ,[' 1'],[' 4883+'],[' 2444'],"[' 1004.897s (Solving', ' 988.39s 1st Model', ' 806.34s Unsat', ' 0.00s)']",[' 1001.859s'], ,[' 365052727'],"[' 1827987  (Analyzed', ' 378980)']","[' 3214     (Average', ' 117.92 Last', ' 40545)']",[' 6050.2  '],"[' 2444     (Average Length', ' 1198.50 Splits', ' 0)']","[' 3079925  (Deleted', ' 2949948)']","[' 499      (Ratio', '   0.02%)']","[' 63842    (Ratio', '   2.07%)']","[' 378980   (Average Length', '   30.9 Ratio', '  12.30%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2700945  (Average Length', '   21.0 Ratio', '  87.70%) ']","[' 378980   (Average', ' 18.07 Max', ' 3607 Sum', ' 6847429)']","[' 378980   (Average', ' 18.07 Max', ' 3607 Sum', ' 6847429 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 110237  '],[' 9032    '],[' 108028  '],[' 49867   '],"[' 179929   (Atom=Atom', ' 51300 Body=Body', ' 29001 Other', ' 99628)']",[' Yes'],"[' 11338    (Eliminated', '    0 Frozen', ' 11338)']","[' 6382     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.21017'],[' 0'], ,[' 328.883'],[' 0'],[' 28.7602'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.61694e+09'],[' 1.47552e+09'],[' 0'],[' 1.06821e+10'],[' 0'],[' 0'],[' 1413 '],[' 3013 '],[' 2 '],[' 0 ']
Solving...,TA60, , , , ,[' 1'],[' 5463+'],[' 2734'],"[' 1005.386s (Solving', ' 987.08s 1st Model', ' 827.28s Unsat', ' 0.00s)']",[' 1001.078s'], ,[' 356784195'],"[' 1929220  (Analyzed', ' 378993)']","[' 3365     (Average', ' 112.63 Last', ' 87092)']",[' 6222.2  '],"[' 2734     (Average Length', ' 1333.86 Splits', ' 0)']","[' 3049367  (Deleted', ' 2911507)']","[' 434      (Ratio', '   0.01%)']","[' 63656    (Ratio', '   2.09%)']","[' 378993   (Average Length', '   31.6 Ratio', '  12.43%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2670374  (Average Length', '   21.3 Ratio', '  87.57%) ']","[' 378993   (Average', ' 17.57 Max', ' 3667 Sum', ' 6659083)']","[' 378993   (Average', ' 17.57 Max', ' 3667 Sum', ' 6659083 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 110735  '],[' 9064    '],[' 108755  '],[' 50317   '],"[' 181247   (Atom=Atom', ' 51686 Body=Body', ' 29097 Other', ' 100464)']",[' Yes'],"[' 11615    (Eliminated', '    0 Frozen', ' 11615)']","[' 6709     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.62385'],[' 0'], ,[' 331.917'],[' 0'],[' 27.9204'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.56463e+09'],[' 1.42371e+09'],[' 0'],[' 1.10473e+10'],[' 0'],[' 0'],[' 1559 '],[' 3083 '],[' 2 '],[' 0 ']
