Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, ,[' 1'],[' 4861+'],[' 2434'],"[' 1005.868s (Solving', ' 986.53s 1st Model', ' 312.45s Unsat', ' 0.00s)']",[' 1003.156s'], ,[' 349517998'],"[' 9185256  (Analyzed', ' 9070649)']","[' 17634    (Average', ' 514.38 Last', ' 125295)']",[' 6337.6  '],"[' 2434     (Average Length', ' 1189.69 Splits', ' 0)']","[' 9070649  (Deleted', ' 8956141)']","[' 890      (Ratio', '   0.01%)']","[' 46224    (Ratio', '   0.51%)']","[' 9070649  (Average Length', '   31.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9070649  (Average', ' 37.06 Max', ' 8316 Sum', ' 336176482)']","[' 9070559  (Average', ' 37.05 Max', ' 8316 Sum', ' 336055428 Ratio', '  99.96%)']","[' 90       (Average', ' 1345.04 Max', ' 1702 Sum', ' 121054 Ratio', '   0.04%)']", ,[' 105113  '],[' 14140   '],[' 106681  '],[' 72892   '],"[' 218672   (Atom=Atom', ' 59500 Body=Body', ' 33215 Other', ' 125957)']",[' Yes'],"[' 16458    (Eliminated', '    0 Frozen', ' 16458)']","[' 767      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.72649'],[' 0'], ,[' 512.35'],[' 0'],[' 25.4524'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.37487e+09'],[' 1.22582e+09'],[' 0'],[' 2.66161e+10'],[' 0'],[' 0'],[' 1119 '],[' 2354 '],[' 6177 '],[' 3 '],[' 0 ']
Solving...,TA52, ,[' 1'],[' 6147+'],[' 3077'],"[' 1008.421s (Solving', ' 982.25s 1st Model', ' 540.66s Unsat', ' 0.00s)']",[' 1006.156s'], ,[' 442961431'],"[' 7924444  (Analyzed', ' 7762811)']","[' 15911    (Average', ' 487.89 Last', ' 84103)']",[' 7517.9  '],"[' 3077     (Average Length', ' 1475.61 Splits', ' 0)']","[' 7762811  (Deleted', ' 7649267)']","[' 1780     (Ratio', '   0.02%)']","[' 61722    (Ratio', '   0.80%)']","[' 7762811  (Average Length', '   18.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7762811  (Average', ' 54.61 Max', ' 8107 Sum', ' 423916068)']","[' 7762660  (Average', ' 54.57 Max', ' 8107 Sum', ' 423627109 Ratio', '  99.93%)']","[' 151      (Average', ' 1913.64 Max', ' 2848 Sum', ' 288959 Ratio', '   0.07%)']", ,[' 105881  '],[' 14196   '],[' 107978  '],[' 73735   '],"[' 221201   (Atom=Atom', ' 60287 Body=Body', ' 33271 Other', ' 127643)']",[' Yes'],"[' 17043    (Eliminated', '    0 Frozen', ' 17043)']","[' 2136     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.96807'],[' 0'], ,[' 372.081'],[' 0'],[' 29.7984'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.90543e+09'],[' 1.74499e+09'],[' 0'],[' 1.26497e+10'],[' 0'],[' 0'],[' 1211 '],[' 2392 '],[' 3472 '],[' 3 '],[' 0 ']
Solving...,TA53, ,[' 1'],[' 7431+'],[' 3719'],"[' 1008.761s (Solving', ' 978.61s 1st Model', ' 611.44s Unsat', ' 0.00s)']",[' 1006.484s'], ,[' 464408368'],"[' 5635218  (Analyzed', ' 5414064)']","[' 11561    (Average', ' 468.30 Last', ' 106841)']",[' 7670.5  '],"[' 3719     (Average Length', ' 1797.67 Splits', ' 0)']","[' 5414064  (Deleted', ' 5330297)']","[' 1548     (Ratio', '   0.03%)']","[' 58164    (Ratio', '   1.07%)']","[' 5414064  (Average Length', '   17.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5414064  (Average', ' 81.66 Max', ' 8789 Sum', ' 442101086)']","[' 5413973  (Average', ' 81.62 Max', ' 8789 Sum', ' 441913102 Ratio', '  99.96%)']","[' 91       (Average', ' 2065.76 Max', ' 3435 Sum', ' 187984 Ratio', '   0.04%)']", ,[' 106612  '],[' 14203   '],[' 109300  '],[' 74444   '],"[' 223328   (Atom=Atom', ' 60989 Body=Body', ' 33278 Other', ' 129061)']",[' Yes'],"[' 17641    (Eliminated', '    0 Frozen', ' 17641)']","[' 1021     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.61784'],[' 0'], ,[' 346.418'],[' 0'],[' 30.0523'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.07439e+09'],[' 1.90056e+09'],[' 0'],[' 1.06515e+10'],[' 0'],[' 0'],[' 1054 '],[' 2221 '],[' 3295 '],[' 3 '],[' 0 ']
Solving...,TA54, ,[' 1'],[' 6917+'],[' 3462'],"[' 1008.249s (Solving', ' 978.58s 1st Model', ' 577.65s Unsat', ' 0.00s)']",[' 1005.938s'], ,[' 449308583'],"[' 7550169  (Analyzed', ' 7303904)']","[' 15094    (Average', ' 483.89 Last', ' 474008)']",[' 7750.7  '],"[' 3462     (Average Length', ' 1663.73 Splits', ' 0)']","[' 7303904  (Deleted', ' 7200286)']","[' 1270     (Ratio', '   0.02%)']","[' 59021    (Ratio', '   0.81%)']","[' 7303904  (Average Length', '   18.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7303904  (Average', ' 58.55 Max', ' 8256 Sum', ' 427638827)']","[' 7303783  (Average', ' 58.52 Max', ' 8256 Sum', ' 427419938 Ratio', '  99.95%)']","[' 121      (Average', ' 1809.00 Max', ' 3220 Sum', ' 218889 Ratio', '   0.05%)']", ,[' 106347  '],[' 14195   '],[' 108816  '],[' 74189   '],"[' 222563   (Atom=Atom', ' 60742 Body=Body', ' 33270 Other', ' 128551)']",[' Yes'],"[' 17414    (Eliminated', '    0 Frozen', ' 17414)']","[' 1325     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.71643'],[' 0'], ,[' 367.878'],[' 0'],[' 29.4422'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.91702e+09'],[' 1.75356e+09'],[' 0'],[' 1.21466e+10'],[' 0'],[' 0'],[' 1162 '],[' 2298 '],[' 3328 '],[' 3 '],[' 0 ']
Solving...,TA55, ,[' 1'],[' 6573+'],[' 3290'],"[' 1007.725s (Solving', ' 981.42s 1st Model', ' 572.42s Unsat', ' 0.00s)']",[' 1005.016s'], ,[' 443837280'],"[' 6230316  (Analyzed', ' 5990376)']","[' 12081    (Average', ' 495.85 Last', ' 237247)']",[' 7181.8  '],"[' 3290     (Average Length', ' 1577.98 Splits', ' 0)']","[' 5990376  (Deleted', ' 5896597)']","[' 1932     (Ratio', '   0.03%)']","[' 61594    (Ratio', '   1.03%)']","[' 5990376  (Average Length', '   18.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5990376  (Average', ' 70.95 Max', ' 8104 Sum', ' 425039074)']","[' 5990217  (Average', ' 70.89 Max', ' 8104 Sum', ' 424684337 Ratio', '  99.92%)']","[' 159      (Average', ' 2231.05 Max', ' 3027 Sum', ' 354737 Ratio', '   0.08%)']", ,[' 106010  '],[' 14140   '],[' 108286  '],[' 73820   '],"[' 221456   (Atom=Atom', ' 60428 Body=Body', ' 33215 Other', ' 127813)']",[' Yes'],"[' 17166    (Eliminated', '    0 Frozen', ' 17166)']","[' 1962     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.03684'],[' 0'], ,[' 354.641'],[' 0'],[' 29.8403'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.98595e+09'],[' 1.8152e+09'],[' 0'],[' 1.10243e+10'],[' 0'],[' 0'],[' 1135 '],[' 2265 '],[' 3505 '],[' 3 '],[' 0 ']
Solving...,TA56, ,[' 1'],[' 6799+'],[' 3403'],"[' 1008.464s (Solving', ' 978.47s 1st Model', ' 551.30s Unsat', ' 0.00s)']",[' 1006.672s'], ,[' 408297155'],"[' 8878978  (Analyzed', ' 8466134)']","[' 17739    (Average', ' 477.26 Last', ' 83973)']",[' 7663.4  '],"[' 3403     (Average Length', ' 1622.36 Splits', ' 0)']","[' 8466134  (Deleted', ' 8347613)']","[' 1664     (Ratio', '   0.02%)']","[' 57157    (Ratio', '   0.68%)']","[' 8466134  (Average Length', '   18.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8466134  (Average', ' 45.72 Max', ' 8282 Sum', ' 387097858)']","[' 8465984  (Average', ' 45.68 Max', ' 8282 Sum', ' 386769937 Ratio', '  99.92%)']","[' 150      (Average', ' 2186.14 Max', ' 3064 Sum', ' 327921 Ratio', '   0.08%)']", ,[' 106121  '],[' 14151   '],[' 108434  '],[' 73920   '],"[' 221756   (Atom=Atom', ' 60517 Body=Body', ' 33226 Other', ' 128013)']",[' Yes'],"[' 17214    (Eliminated', '    0 Frozen', ' 17214)']","[' 1498     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.7894'],[' 0'], ,[' 398.559'],[' 0'],[' 29.9958'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.72356e+09'],[' 1.58514e+09'],[' 0'],[' 1.28166e+10'],[' 0'],[' 0'],[' 1294 '],[' 2300 '],[' 3449 '],[' 3 '],[' 0 ']
Solving...,TA57, ,[' 1'],[' 6109+'],[' 3058'],"[' 1007.701s (Solving', ' 981.60s 1st Model', ' 603.79s Unsat', ' 0.00s)']",[' 1004.297s'], ,[' 436019875'],"[' 8964344  (Analyzed', ' 8772126)']","[' 17234    (Average', ' 509.00 Last', ' 100593)']",[' 7604.5  '],"[' 3058     (Average Length', ' 1470.51 Splits', ' 0)']","[' 8772126  (Deleted', ' 8652599)']","[' 1531     (Ratio', '   0.02%)']","[' 57111    (Ratio', '   0.65%)']","[' 8772126  (Average Length', '   17.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8772126  (Average', ' 47.52 Max', ' 8206 Sum', ' 416814641)']","[' 8771955  (Average', ' 47.48 Max', ' 8206 Sum', ' 416498044 Ratio', '  99.92%)']","[' 171      (Average', ' 1851.44 Max', ' 2823 Sum', ' 316597 Ratio', '   0.08%)']", ,[' 105902  '],[' 14198   '],[' 107980  '],[' 73735   '],"[' 221201   (Atom=Atom', ' 60285 Body=Body', ' 33273 Other', ' 127643)']",[' Yes'],"[' 17026    (Eliminated', '    0 Frozen', ' 17026)']","[' 1831     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.87582'],[' 0'], ,[' 382.585'],[' 0'],[' 30.1819'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.77637e+09'],[' 1.62608e+09'],[' 0'],[' 1.27234e+10'],[' 0'],[' 0'],[' 1241 '],[' 2553 '],[' 3670 '],[' 3 '],[' 0 ']
Solving...,TA58, ,[' 1'],[' 6313+'],[' 3160'],"[' 1006.753s (Solving', ' 980.73s 1st Model', ' 536.99s Unsat', ' 0.00s)']",[' 1004.813s'], ,[' 439398066'],"[' 9796417  (Analyzed', ' 9552809)']","[' 17917    (Average', ' 533.17 Last', ' 95521)']",[' 7167.3  '],"[' 3160     (Average Length', ' 1505.84 Splits', ' 0)']","[' 9552809  (Deleted', ' 9425017)']","[' 1590     (Ratio', '   0.02%)']","[' 59206    (Ratio', '   0.62%)']","[' 9552809  (Average Length', '   18.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9552809  (Average', ' 44.07 Max', ' 7869 Sum', ' 420987346)']","[' 9552638  (Average', ' 44.04 Max', ' 7869 Sum', ' 420672712 Ratio', '  99.93%)']","[' 171      (Average', ' 1839.96 Max', ' 2883 Sum', ' 314634 Ratio', '   0.07%)']", ,[' 106034  '],[' 14208   '],[' 108172  '],[' 73921   '],"[' 221759   (Atom=Atom', ' 60461 Body=Body', ' 33283 Other', ' 128015)']",[' Yes'],"[' 17096    (Eliminated', '    0 Frozen', ' 17096)']","[' 1957     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.0842'],[' 0'], ,[' 388.617'],[' 0'],[' 29.4918'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.85057e+09'],[' 1.69477e+09'],[' 0'],[' 1.37547e+10'],[' 0'],[' 0'],[' 1141 '],[' 2377 '],[' 3608 '],[' 3 '],[' 0 ']
Solving...,TA59, ,[' 1'],[' 6953+'],[' 3480'],"[' 1008.897s (Solving', ' 981.16s 1st Model', ' 667.13s Unsat', ' 0.00s)']",[' 1006.516s'], ,[' 458664188'],"[' 5770296  (Analyzed', ' 5590549)']","[' 12973    (Average', ' 430.94 Last', ' 569301)']",[' 7628.5  '],"[' 3480     (Average Length', ' 1674.92 Splits', ' 0)']","[' 5590549  (Deleted', ' 5505132)']","[' 1720     (Ratio', '   0.03%)']","[' 59453    (Ratio', '   1.06%)']","[' 5590549  (Average Length', '   16.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5590549  (Average', ' 78.29 Max', ' 8026 Sum', ' 437656723)']","[' 5590366  (Average', ' 78.22 Max', ' 8026 Sum', ' 437268117 Ratio', '  99.91%)']","[' 183      (Average', ' 2123.53 Max', ' 3226 Sum', ' 388606 Ratio', '   0.09%)']", ,[' 106180  '],[' 14128   '],[' 108655  '],[' 73964   '],"[' 221888   (Atom=Atom', ' 60584 Body=Body', ' 33203 Other', ' 128101)']",[' Yes'],"[' 17353    (Eliminated', '    0 Frozen', ' 17353)']","[' 2007     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.25129'],[' 0'], ,[' 354.045'],[' 0'],[' 29.9294'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.04171e+09'],[' 1.8679e+09'],[' 0'],[' 1.06174e+10'],[' 0'],[' 0'],[' 958 '],[' 2260 '],[' 3402 '],[' 3 '],[' 0 ']
Solving...,TA60, ,[' 1'],[' 6285+'],[' 3146'],"[' 1007.198s (Solving', ' 981.17s 1st Model', ' 703.67s Unsat', ' 0.00s)']",[' 1005.016s'], ,[' 462654922'],"[' 5264158  (Analyzed', ' 5042159)']","[' 11420    (Average', ' 441.52 Last', ' 199952)']",[' 7277.0  '],"[' 3146     (Average Length', ' 1508.11 Splits', ' 0)']","[' 5042159  (Deleted', ' 4954560)']","[' 1573     (Ratio', '   0.03%)']","[' 59415    (Ratio', '   1.18%)']","[' 5042159  (Average Length', '   16.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5042159  (Average', ' 88.08 Max', ' 7771 Sum', ' 444107054)']","[' 5042025  (Average', ' 88.03 Max', ' 7771 Sum', ' 443848261 Ratio', '  99.94%)']","[' 134      (Average', ' 1931.29 Max', ' 2897 Sum', ' 258793 Ratio', '   0.06%)']", ,[' 105952  '],[' 14194   '],[' 108102  '],[' 73811   '],"[' 221429   (Atom=Atom', ' 60365 Body=Body', ' 33269 Other', ' 127795)']",[' Yes'],"[' 17094    (Eliminated', '    0 Frozen', ' 17094)']","[' 1600     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.92049'],[' 0'], ,[' 344.609'],[' 0'],[' 30.2747'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.10477e+09'],[' 1.9261e+09'],[' 0'],[' 1.03246e+10'],[' 0'],[' 0'],[' 1038 '],[' 2354 '],[' 3428 '],[' 3 '],[' 0 ']
