Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 
Solving...,TA51, ,[' 1'],[' 8139+'],[' 4071'],"[' 678.680s (Solving', ' 625.88s 1st Model', ' 518.66s Unsat', ' 0.00s)']",[' 675.500s'], ,[' 526201589'],"[' 1116534  (Analyzed', ' 327709)']","[' 3938     (Average', ' 83.22 Last', ' 40337)']",[' 19711.4 '],"[' 4071     (Average Length', ' 2035.00 Splits', ' 0)']","[' 327709   (Deleted', ' 285649)']","[' 122      (Ratio', '   0.04%)']","[' 37338    (Ratio', '  11.39%)']","[' 327709   (Average Length', '   43.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 327709   (Average', ' 1383.36 Max', ' 18300 Sum', ' 453338524)']","[' 327709   (Average', ' 1383.36 Max', ' 18300 Sum', ' 453338524 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 104925  '],[' 19125   '],[' 108244  '],[' 79020   '],"[' 237056   (Atom=Atom', ' 60643 Body=Body', ' 38200 Other', ' 138213)']",[' Yes'],"[' 23194    (Eliminated', '    0 Frozen', ' 23194)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.53276'],[' 0'], ,[' 199.72'],[' 0'],[' 30.3041'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.851e+08'],[' 7.32256e+08'],[' 0'],[' 2.50648e+09'],[' 0'],[' 0'],[' 3623 ']
Solving...,TA52, ,[' 1'],[' 5767+'],[' 2885'],"[' 673.942s (Solving', ' 637.89s 1st Model', ' 485.86s Unsat', ' 0.00s)']",[' 671.828s'], ,[' 521209138'],"[' 970789   (Analyzed', ' 355161)']","[' 3316     (Average', ' 107.11 Last', ' 39919)']",[' 19433.3 '],"[' 2885     (Average Length', ' 1442.00 Splits', ' 0)']","[' 355161   (Deleted', ' 309168)']","[' 123      (Ratio', '   0.03%)']","[' 42284    (Ratio', '  11.91%)']","[' 355161   (Average Length', '   43.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 355161   (Average', ' 1319.37 Max', ' 18283 Sum', ' 468587211)']","[' 355161   (Average', ' 1319.37 Max', ' 18283 Sum', ' 468587211 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 103739  '],[' 19125   '],[' 105872  '],[' 77834   '],"[' 233498   (Atom=Atom', ' 59457 Body=Body', ' 38200 Other', ' 135841)']",[' Yes'],"[' 22008    (Eliminated', '    0 Frozen', ' 22008)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.01362'],[' 0'], ,[' 199.921'],[' 0'],[' 30.864'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.37935e+08'],[' 7.81171e+08'],[' 0'],[' 2.48453e+09'],[' 0'],[' 0'],[' 3667 ']
Solving...,TA53, ,[' 1'],[' 4509+'],[' 2256'],"[' 138.151s (Solving', ' 109.46s 1st Model', ' 75.51s Unsat', ' 0.00s)']",[' 137.375s'], ,[' 105406447'],"[' 389309   (Analyzed', ' 29128)']","[' 1590     (Average', ' 18.32 Last', ' 1095)']",[' 19209.5 '],"[' 2255     (Average Length', ' 1127.00 Splits', ' 0)']","[' 29128    (Deleted', ' 0)']","[' 15       (Ratio', '   0.05%)']","[' 2878     (Ratio', '   9.88%)']","[' 29128    (Average Length', '   43.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 29128    (Average', ' 2206.37 Max', ' 18298 Sum', ' 64267098)']","[' 29128    (Average', ' 2206.37 Max', ' 18298 Sum', ' 64267098 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 103110  '],[' 19125   '],[' 104614  '],[' 77205   '],"[' 231611   (Atom=Atom', ' 58828 Body=Body', ' 38200 Other', ' 134583)']",[' Yes'],"[' 21379    (Eliminated', '    0 Frozen', ' 21379)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.68993'],[' 0'], ,[' 37.3376'],[' 0'],[' 5.07544'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.16041e+08'],[' 1.09521e+08'],[' 0'],[' 5.15605e+08'],[' 0'],[' 0'],[' 9474 ']
Solving...,TA54, ,[' 1'],[' 5551+'],[' 2777'],"[' 674.167s (Solving', ' 638.88s 1st Model', ' 299.13s Unsat', ' 0.00s)']",[' 671.719s'], ,[' 513388518'],"[' 830536   (Analyzed', ' 377473)']","[' 3011     (Average', ' 125.36 Last', ' 16391)']",[' 19245.3 '],"[' 2777     (Average Length', ' 1388.00 Splits', ' 0)']","[' 377473   (Deleted', ' 330485)']","[' 149      (Ratio', '   0.04%)']","[' 42771    (Ratio', '  11.33%)']","[' 377473   (Average Length', '   42.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 377473   (Average', ' 1227.23 Max', ' 18205 Sum', ' 463245519)']","[' 377473   (Average', ' 1227.23 Max', ' 18205 Sum', ' 463245519 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 103631  '],[' 19125   '],[' 105656  '],[' 77726   '],"[' 233174   (Atom=Atom', ' 59349 Body=Body', ' 38200 Other', ' 135625)']",[' Yes'],"[' 21900    (Eliminated', '    0 Frozen', ' 21900)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 5.80309'],[' 0'], ,[' 197.604'],[' 0'],[' 30.9453'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.42577e+08'],[' 7.83727e+08'],[' 0'],[' 2.2923e+09'],[' 0'],[' 0'],[' 3472 ']
Solving...,TA55, ,[' 1'],[' 6711+'],[' 3357'],"[' 677.485s (Solving', ' 633.50s 1st Model', ' 443.95s Unsat', ' 0.00s)']",[' 674.391s'], ,[' 521063040'],"[' 907483   (Analyzed', ' 348257)']","[' 3472     (Average', ' 100.30 Last', ' 33167)']",[' 19461.9 '],"[' 3357     (Average Length', ' 1678.00 Splits', ' 0)']","[' 348257   (Deleted', ' 304350)']","[' 118      (Ratio', '   0.03%)']","[' 40893    (Ratio', '  11.74%)']","[' 348257   (Average Length', '   43.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 348257   (Average', ' 1322.86 Max', ' 18283 Sum', ' 460694756)']","[' 348257   (Average', ' 1322.86 Max', ' 18283 Sum', ' 460694756 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 104211  '],[' 19125   '],[' 106816  '],[' 78306   '],"[' 234914   (Atom=Atom', ' 59929 Body=Body', ' 38200 Other', ' 136785)']",[' Yes'],"[' 22480    (Eliminated', '    0 Frozen', ' 22480)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.91579'],[' 0'], ,[' 197.563'],[' 0'],[' 30.6155'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.17311e+08'],[' 7.62482e+08'],[' 0'],[' 2.39928e+09'],[' 0'],[' 0'],[' 3611 ']
Solving...,TA56, ,[' 1'],[' 7175+'],[' 3589'],"[' 678.711s (Solving', ' 631.08s 1st Model', ' 361.26s Unsat', ' 0.00s)']",[' 675.953s'], ,[' 522508555'],"[' 1296897  (Analyzed', ' 346084)']","[' 3876     (Average', ' 89.29 Last', ' 21275)']",[' 19518.6 '],"[' 3589     (Average Length', ' 1794.00 Splits', ' 0)']","[' 346084   (Deleted', ' 302937)']","[' 121      (Ratio', '   0.03%)']","[' 38928    (Ratio', '  11.25%)']","[' 346084   (Average Length', '   42.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 346084   (Average', ' 1322.90 Max', ' 18291 Sum', ' 457835744)']","[' 346084   (Average', ' 1322.90 Max', ' 18291 Sum', ' 457835744 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 104443  '],[' 19125   '],[' 107280  '],[' 78538   '],"[' 235610   (Atom=Atom', ' 60161 Body=Body', ' 38200 Other', ' 137249)']",[' Yes'],"[' 22712    (Eliminated', '    0 Frozen', ' 22712)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.39773'],[' 0'], ,[' 202.653'],[' 0'],[' 30.5285'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.9609e+08'],[' 7.41963e+08'],[' 0'],[' 2.65111e+09'],[' 0'],[' 0'],[' 3523 ']
Solving...,TA57, ,[' 1'],[' 7369+'],[' 3686'],"[' 679.798s (Solving', ' 628.14s 1st Model', ' 550.92s Unsat', ' 0.00s)']",[' 676.984s'], ,[' 513113726'],"[' 983731   (Analyzed', ' 341197)']","[' 3458     (Average', ' 98.67 Last', ' 77852)']",[' 19569.2 '],"[' 3686     (Average Length', ' 1842.50 Splits', ' 0)']","[' 341197   (Deleted', ' 298091)']","[' 140      (Ratio', '   0.04%)']","[' 38775    (Ratio', '  11.36%)']","[' 341197   (Average Length', '   43.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 341197   (Average', ' 1310.22 Max', ' 18302 Sum', ' 447041969)']","[' 341197   (Average', ' 1310.22 Max', ' 18302 Sum', ' 447041969 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 104540  '],[' 19125   '],[' 107474  '],[' 78635   '],"[' 235901   (Atom=Atom', ' 60258 Body=Body', ' 38200 Other', ' 137443)']",[' Yes'],"[' 22809    (Eliminated', '    0 Frozen', ' 22809)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.82604'],[' 0'], ,[' 199.934'],[' 0'],[' 30.4268'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.83597e+08'],[' 7.3103e+08'],[' 0'],[' 2.40652e+09'],[' 0'],[' 0'],[' 3760 ']
Solving...,TA58, ,[' 1'],[' 847+'],[' 425'],"[' 22.630s (Solving', ' 16.72s 1st Model', ' 11.22s Unsat', ' 0.00s)']",[' 22.391s'], ,[' 17744598'],"[' 43737    (Analyzed', ' 1643)']","[' 215      (Average', ' 7.64 Last', ' 1)']",[' 18543.9 '],"[' 424      (Average Length', ' 211.50 Splits', ' 0)']","[' 1643     (Deleted', ' 0)']","[' 2        (Ratio', '   0.12%)']","[' 108      (Ratio', '   6.57%)']","[' 1643     (Average Length', '   45.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1643     (Average', ' 6049.05 Max', ' 18296 Sum', ' 9938589)']","[' 1643     (Average', ' 6049.05 Max', ' 18296 Sum', ' 9938589 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 101279  '],[' 19125   '],[' 100952  '],[' 75374   '],"[' 226118   (Atom=Atom', ' 56997 Body=Body', ' 38200 Other', ' 130921)']",[' Yes'],"[' 19548    (Eliminated', '    0 Frozen', ' 19548)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.989726'],[' 0'], ,[' 5.62175'],[' 0'],[' 0.746503'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.90618e+07'],[' 1.80789e+07'],[' 0'],[' 6.7502e+07'],[' 0'],[' 0'],[' 23484 ']
Solving...,TA59, ,[' 1'],[' 7261+'],[' 3632'],"[' 677.216s (Solving', ' 630.32s 1st Model', ' 487.51s Unsat', ' 0.00s)']",[' 674.172s'], ,[' 512763512'],"[' 1060378  (Analyzed', ' 352380)']","[' 3614     (Average', ' 97.50 Last', ' 99512)']",[' 19536.3 '],"[' 3632     (Average Length', ' 1815.50 Splits', ' 0)']","[' 352380   (Deleted', ' 306230)']","[' 116      (Ratio', '   0.03%)']","[' 39015    (Ratio', '  11.07%)']","[' 352380   (Average Length', '   42.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 352380   (Average', ' 1270.24 Max', ' 18288 Sum', ' 447607806)']","[' 352379   (Average', ' 1270.19 Max', ' 18288 Sum', ' 447589666 Ratio', ' 100.00%)']","[' 1        (Average', ' 18140.00 Max', ' 18140 Sum', '  18140 Ratio', '   0.00%)']", ,[' 104486  '],[' 19125   '],[' 107366  '],[' 78581   '],"[' 235739   (Atom=Atom', ' 60204 Body=Body', ' 38200 Other', ' 137335)']",[' Yes'],"[' 22755    (Eliminated', '    0 Frozen', ' 22755)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 7.64573'],[' 0'], ,[' 200.513'],[' 0'],[' 30.3462'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.91089e+08'],[' 7.36235e+08'],[' 0'],[' 2.51376e+09'],[' 0'],[' 0'],[' 3500 ']
Solving...,TA60, ,[' 1'],[' 7587+'],[' 3795'],"[' 679.819s (Solving', ' 628.83s 1st Model', ' 452.53s Unsat', ' 0.00s)']",[' 677.719s'], ,[' 508467457'],"[' 935830   (Analyzed', ' 335314)']","[' 3681     (Average', ' 91.09 Last', ' 71778)']",[' 19570.9 '],"[' 3795     (Average Length', ' 1897.00 Splits', ' 0)']","[' 335314   (Deleted', ' 292095)']","[' 135      (Ratio', '   0.04%)']","[' 38768    (Ratio', '  11.56%)']","[' 335314   (Average Length', '   42.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 335314   (Average', ' 1314.26 Max', ' 18288 Sum', ' 440690031)']","[' 335314   (Average', ' 1314.26 Max', ' 18288 Sum', ' 440690031 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 104649  '],[' 19125   '],[' 107692  '],[' 78744   '],"[' 236228   (Atom=Atom', ' 60367 Body=Body', ' 38200 Other', ' 137661)']",[' Yes'],"[' 22918    (Eliminated', '    0 Frozen', ' 22918)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.01736'],[' 0'], ,[' 196.864'],[' 0'],[' 30.0307'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.91145e+08'],[' 7.36945e+08'],[' 0'],[' 2.36205e+09'],[' 0'],[' 0'],[' 3501 ']
