Optimal Found Or Timeout,Instances,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , , ,[' 1'],[' 3371+'],[' 1690'],"[' 602.487s (Solving', ' 592.75s 1st Model', ' 11.09s Unsat', ' 0.00s)']",[' 596.125s'], ,[' 96671240'],"[' 13307149 (Analyzed', ' 13008544)']","[' 24453    (Average', ' 531.98 Last', ' 9682)']",[' 3622.4  '],"[' 1690     (Average Length', ' 944.64 Splits', ' 0)']","[' 13008544 (Deleted', ' 12883164)']","[' 130      (Ratio', '   0.00%)']","[' 16454    (Ratio', '   0.13%)']","[' 13008544 (Average Length', '   17.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13008544 (Average', '  7.06 Max', ' 4459 Sum', ' 91897570)']","[' 13007850 (Average', '  7.01 Max', ' 4067 Sum', ' 91234947 Ratio', '  99.28%)']","[' 694      (Average', ' 954.79 Max', ' 1222 Sum', ' 662623 Ratio', '   0.72%)']", ,[' 108374  '],[' 6106    '],[' 99791   '],[' 42950   '],"[' 119774   (Atom=Atom', ' 32377 Body=Body', ' 21128 Other', ' 66269)']",[' Yes'],"[' 8148     (Eliminated', '    0 Frozen', ' 8148)']","[' 2872     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.19709'],[' 0'], ,[' 407.371'],[' 0'],[' 13.6707'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.11921e+08'],[' 1.54817e+08'],[' 0'],[' 2.29011e+10'],[' 0'],[' 0'],[' 1053 '],[' 2060 '],[' 2987 '],[' 3785 '],[' 4 '],[' 0 ']
Solving...,TA62, , , ,[' 1'],[' 3723+'],[' 1866'],"[' 603.101s (Solving', ' 591.11s 1st Model', ' 29.16s Unsat', ' 0.00s)']",[' 599.781s'], ,[' 135317202'],"[' 12284550 (Analyzed', ' 12007476)']","[' 23889    (Average', ' 502.64 Last', ' 38162)']",[' 3713.1  '],"[' 1866     (Average Length', ' 982.59 Splits', ' 0)']","[' 12007476 (Deleted', ' 11879173)']","[' 156      (Ratio', '   0.00%)']","[' 22139    (Ratio', '   0.18%)']","[' 12007476 (Average Length', '   16.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12007476 (Average', ' 10.83 Max', ' 4239 Sum', ' 130056462)']","[' 12006763 (Average', ' 10.77 Max', ' 3818 Sum', ' 129364349 Ratio', '  99.47%)']","[' 713      (Average', ' 970.71 Max', ' 1172 Sum', ' 692113 Ratio', '   0.53%)']", ,[' 109714  '],[' 6179    '],[' 101075  '],[' 43636   '],"[' 121358   (Atom=Atom', ' 32845 Body=Body', ' 21347 Other', ' 67166)']",[' Yes'],"[' 8345     (Eliminated', '    0 Frozen', ' 8345)']","[' 3362     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.59964'],[' 0'], ,[' 369.688'],[' 0'],[' 15.3592'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.17612e+08'],[' 2.43648e+08'],[' 0'],[' 1.97753e+10'],[' 0'],[' 0'],[' 1111 '],[' 1917 '],[' 2688 '],[' 3531 '],[' 4 '],[' 0 ']
Solving...,TA63, , , ,[' 1'],[' 3651+'],[' 1830'],"[' 602.608s (Solving', ' 592.29s 1st Model', ' 15.68s Unsat', ' 0.00s)']",[' 598.969s'], ,[' 110528321'],"[' 13914243 (Analyzed', ' 13557669)']","[' 25623    (Average', ' 529.12 Last', ' 36471)']",[' 3548.1  '],"[' 1830     (Average Length', ' 975.61 Splits', ' 0)']","[' 13557669 (Deleted', ' 13409970)']","[' 115      (Ratio', '   0.00%)']","[' 17538    (Ratio', '   0.13%)']","[' 13557669 (Average Length', '   16.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13557669 (Average', '  7.79 Max', ' 4333 Sum', ' 105571084)']","[' 13556962 (Average', '  7.73 Max', ' 3767 Sum', ' 104844061 Ratio', '  99.31%)']","[' 707      (Average', ' 1028.32 Max', ' 1269 Sum', ' 727023 Ratio', '   0.69%)']", ,[' 108618  '],[' 6096    '],[' 100157  '],[' 43058   '],"[' 120015   (Atom=Atom', ' 32477 Body=Body', ' 21098 Other', ' 66440)']",[' Yes'],"[' 8222     (Eliminated', '    0 Frozen', ' 8222)']","[' 3039     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.33019'],[' 0'], ,[' 393.655'],[' 0'],[' 14.1567'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.44095e+08'],[' 1.81861e+08'],[' 0'],[' 2.1606e+10'],[' 0'],[' 0'],[' 1031 '],[' 1906 '],[' 2523 '],[' 3543 '],[' 4 '],[' 0 ']
Solving...,TA64, , , ,[' 1'],[' 3719+'],[' 1864'],"[' 602.596s (Solving', ' 592.43s 1st Model', ' 27.82s Unsat', ' 0.00s)']",[' 599.766s'], ,[' 118304852'],"[' 14482194 (Analyzed', ' 14045553)']","[' 25472    (Average', ' 551.41 Last', ' 731022)']",[' 3722.7  '],"[' 1864     (Average Length', ' 983.16 Splits', ' 0)']","[' 14045553 (Deleted', ' 13892949)']","[' 126      (Ratio', '   0.00%)']","[' 17707    (Ratio', '   0.13%)']","[' 14045553 (Average Length', '   16.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14045553 (Average', '  8.04 Max', ' 3906 Sum', ' 112886251)']","[' 14044817 (Average', '  7.98 Max', ' 3906 Sum', ' 112152699 Ratio', '  99.35%)']","[' 736      (Average', ' 996.67 Max', ' 1203 Sum', ' 733552 Ratio', '   0.65%)']", ,[' 107844  '],[' 6066    '],[' 99656   '],[' 42596   '],"[' 119700   (Atom=Atom', ' 32391 Body=Body', ' 21008 Other', ' 66301)']",[' Yes'],"[' 8194     (Eliminated', '    0 Frozen', ' 8194)']","[' 2755     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.31588'],[' 0'], ,[' 389.708'],[' 0'],[' 13.7331'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.5124e+08'],[' 1.85886e+08'],[' 0'],[' 2.11804e+10'],[' 0'],[' 0'],[' 1244 '],[' 1854 '],[' 2542 '],[' 3261 '],[' 4 '],[' 0 ']
Solving...,TA65, , , ,[' 1'],[' 3307+'],[' 1658'],"[' 602.592s (Solving', ' 593.10s 1st Model', ' 20.48s Unsat', ' 0.00s)']",[' 599.984s'], ,[' 117169680'],"[' 14193689 (Analyzed', ' 13921670)']","[' 27237    (Average', ' 511.13 Last', ' 37046)']",[' 3457.8  '],"[' 1658     (Average Length', ' 905.65 Splits', ' 0)']","[' 13921670 (Deleted', ' 13760185)']","[' 138      (Ratio', '   0.00%)']","[' 17246    (Ratio', '   0.12%)']","[' 13921670 (Average Length', '   14.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13921670 (Average', '  8.10 Max', ' 3797 Sum', ' 112788380)']","[' 13920918 (Average', '  8.05 Max', ' 3546 Sum', ' 112052519 Ratio', '  99.35%)']","[' 752      (Average', ' 978.54 Max', ' 1177 Sum', ' 735861 Ratio', '   0.65%)']", ,[' 108671  '],[' 6042    '],[' 99799   '],[' 42956   '],"[' 118807   (Atom=Atom', ' 32089 Body=Body', ' 20936 Other', ' 65782)']",[' Yes'],"[' 8035     (Eliminated', '    0 Frozen', ' 8035)']","[' 3228     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.1273'],[' 0'], ,[' 388.628'],[' 0'],[' 14.626'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.61035e+08'],[' 1.94201e+08'],[' 0'],[' 2.10315e+10'],[' 0'],[' 0'],[' 918 '],[' 1796 '],[' 2471 '],[' 3402 '],[' 4 '],[' 0 ']
Solving...,TA66, , , ,[' 1'],[' 3565+'],[' 1787'],"[' 602.650s (Solving', ' 592.43s 1st Model', ' 13.33s Unsat', ' 0.00s)']",[' 599.734s'], ,[' 92491229'],"[' 14782268 (Analyzed', ' 14441177)']","[' 25828    (Average', ' 559.13 Last', ' 254721)']",[' 3688.8  '],"[' 1787     (Average Length', ' 953.75 Splits', ' 0)']","[' 14441177 (Deleted', ' 14276339)']","[' 102      (Ratio', '   0.00%)']","[' 15919    (Ratio', '   0.11%)']","[' 14441177 (Average Length', '   16.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14441177 (Average', '  6.06 Max', ' 4773 Sum', ' 87478717)']","[' 14440368 (Average', '  6.00 Max', ' 4007 Sum', ' 86647644 Ratio', '  99.05%)']","[' 809      (Average', ' 1027.28 Max', ' 1204 Sum', ' 831073 Ratio', '   0.95%)']", ,[' 109441  '],[' 6211    '],[' 100860  '],[' 43500   '],"[' 121737   (Atom=Atom', ' 32894 Body=Body', ' 21443 Other', ' 67400)']",[' Yes'],"[' 8310     (Eliminated', '    0 Frozen', ' 8310)']","[' 2996     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.29458'],[' 0'], ,[' 402.307'],[' 0'],[' 12.4886'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.02656e+08'],[' 1.45431e+08'],[' 0'],[' 2.30762e+10'],[' 0'],[' 0'],[' 1081 '],[' 1754 '],[' 2809 '],[' 3623 '],[' 4 '],[' 0 ']
Solving...,TA67, , , ,[' 1'],[' 3445+'],[' 1727'],"[' 602.679s (Solving', ' 593.08s 1st Model', ' 13.09s Unsat', ' 0.00s)']",[' 596.875s'], ,[' 95785146'],"[' 13382998 (Analyzed', ' 13119871)']","[' 24765    (Average', ' 529.77 Last', ' 6680)']",[' 3586.2  '],"[' 1727     (Average Length', ' 911.64 Splits', ' 0)']","[' 13119871 (Deleted', ' 12991269)']","[' 123      (Ratio', '   0.00%)']","[' 16646    (Ratio', '   0.13%)']","[' 13119871 (Average Length', '   17.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13119871 (Average', '  6.95 Max', ' 4276 Sum', ' 91211475)']","[' 13118978 (Average', '  6.88 Max', ' 4043 Sum', ' 90324093 Ratio', '  99.03%)']","[' 893      (Average', ' 993.71 Max', ' 1141 Sum', ' 887382 Ratio', '   0.97%)']", ,[' 108446  '],[' 6160    '],[' 99892   '],[' 43098   '],"[' 120693   (Atom=Atom', ' 32630 Body=Body', ' 21290 Other', ' 66773)']",[' Yes'],"[' 8188     (Eliminated', '    0 Frozen', ' 8188)']","[' 2741     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.11861'],[' 0'], ,[' 408.535'],[' 0'],[' 13.2301'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.0327e+08'],[' 1.4726e+08'],[' 0'],[' 2.24661e+10'],[' 0'],[' 0'],[' 1163 '],[' 2124 '],[' 2855 '],[' 3521 '],[' 4 '],[' 0 ']
Solving...,TA68, , , ,[' 1'],[' 3237+'],[' 1623'],"[' 603.192s (Solving', ' 591.14s 1st Model', ' 12.78s Unsat', ' 0.00s)']",[' 594.953s'], ,[' 57534686'],"[' 15795648 (Analyzed', ' 15341048)']","[' 29915    (Average', ' 512.82 Last', ' 59491)']",[' 4017.4  '],"[' 1623     (Average Length', ' 889.03 Splits', ' 0)']","[' 15341048 (Deleted', ' 15168703)']","[' 29       (Ratio', '   0.00%)']","[' 5507     (Ratio', '   0.04%)']","[' 15341048 (Average Length', '   14.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15341048 (Average', '  3.41 Max', ' 4945 Sum', ' 52240129)']","[' 15340159 (Average', '  3.35 Max', ' 4624 Sum', ' 51437135 Ratio', '  98.46%)']","[' 889      (Average', ' 903.26 Max', ' 1082 Sum', ' 802994 Ratio', '   1.54%)']", ,[' 108096  '],[' 6003    '],[' 99315   '],[' 42588   '],"[' 118107   (Atom=Atom', ' 31898 Body=Body', ' 20819 Other', ' 65390)']",[' Yes'],"[' 7974     (Eliminated', '    0 Frozen', ' 7974)']","[' 820      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.66071'],[' 0'], ,[' 408.95'],[' 0'],[' 11.4242'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.21326e+08'],[' 7.74179e+07'],[' 0'],[' 1.93493e+10'],[' 0'],[' 0'],[' 1051 '],[' 1992 '],[' 2786 '],[' 3594 '],[' 4 '],[' 0 ']
Solving...,TA69, , , ,[' 1'],[' 3353+'],[' 1681'],"[' 604.050s (Solving', ' 589.17s 1st Model', ' 17.67s Unsat', ' 0.00s)']",[' 597.750s'], ,[' 72632803'],"[' 10895328 (Analyzed', ' 10312810)']","[' 20839    (Average', ' 494.88 Last', ' 20357)']",[' 3902.4  '],"[' 1681     (Average Length', ' 935.09 Splits', ' 0)']","[' 10312810 (Deleted', ' 10198873)']","[' 41       (Ratio', '   0.00%)']","[' 11419    (Ratio', '   0.11%)']","[' 10312810 (Average Length', '   16.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10312810 (Average', '  6.52 Max', ' 4363 Sum', ' 67289791)']","[' 10312042 (Average', '  6.46 Max', ' 4363 Sum', ' 66571589 Ratio', '  98.93%)']","[' 768      (Average', ' 935.16 Max', ' 1164 Sum', ' 718202 Ratio', '   1.07%)']", ,[' 108738  '],[' 6146    '],[' 100112  '],[' 43110   '],"[' 120395   (Atom=Atom', ' 32528 Body=Body', ' 21248 Other', ' 66619)']",[' Yes'],"[' 8132     (Eliminated', '    0 Frozen', ' 8132)']","[' 1980     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.22599'],[' 0'], ,[' 386.621'],[' 0'],[' 12.4155'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.38779e+08'],[' 9.92501e+07'],[' 0'],[' 1.55625e+10'],[' 0'],[' 0'],[' 1214 '],[' 2049 '],[' 2845 '],[' 3675 '],[' 4 '],[' 0 ']
Solving...,TA70, , , ,[' 1'],[' 3461+'],[' 1735'],"[' 602.719s (Solving', ' 592.34s 1st Model', ' 12.70s Unsat', ' 0.00s)']",[' 600.781s'], ,[' 89909667'],"[' 13424016 (Analyzed', ' 13184803)']","[' 25861    (Average', ' 509.83 Last', ' 66827)']",[' 3603.4  '],"[' 1735     (Average Length', ' 946.44 Splits', ' 0)']","[' 13184803 (Deleted', ' 13032643)']","[' 99       (Ratio', '   0.00%)']","[' 13915    (Ratio', '   0.11%)']","[' 13184803 (Average Length', '   15.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13184803 (Average', '  6.46 Max', ' 3962 Sum', ' 85238984)']","[' 13184009 (Average', '  6.40 Max', ' 3962 Sum', ' 84442650 Ratio', '  99.07%)']","[' 794      (Average', ' 1002.94 Max', ' 1226 Sum', ' 796334 Ratio', '   0.93%)']", ,[' 108564  '],[' 6056    '],[' 99813   '],[' 43011   '],"[' 119271   (Atom=Atom', ' 32222 Body=Body', ' 20978 Other', ' 66071)']",[' Yes'],"[' 8134     (Eliminated', '    0 Frozen', ' 8134)']","[' 2594     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.33144'],[' 0'], ,[' 405.101'],[' 0'],[' 13.4243'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.06714e+08'],[' 1.49004e+08'],[' 0'],[' 2.27848e+10'],[' 0'],[' 0'],[' 889 '],[' 2063 '],[' 2828 '],[' 3748 '],[' 4 '],[' 0 ']
