Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , ,[' 1'],[' 9093+'],[' 4555'],"[' 616.685s (Solving', ' 558.35s 1st Model', ' 150.65s Unsat', ' 0.00s)']",[' 614.297s'], ,[' 234042959'],"[' 6198449  (Analyzed', ' 5815237)']","[' 13257    (Average', ' 438.65 Last', ' 183480)']",[' 8785.1  '],"[' 4555     (Average Length', ' 2240.19 Splits', ' 0)']","[' 5815237  (Deleted', ' 5687795)']","[' 677      (Ratio', '   0.01%)']","[' 42981    (Ratio', '   0.74%)']","[' 5815237  (Average Length', '   18.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5815237  (Average', ' 35.93 Max', ' 10919 Sum', ' 208938452)']","[' 5812339  (Average', ' 35.00 Max', ' 10919 Sum', ' 203508865 Ratio', '  97.40%)']","[' 2898     (Average', ' 1873.56 Max', ' 3253 Sum', ' 5429587 Ratio', '   2.60%)']", ,[' 350182  '],[' 19009   '],[' 322774  '],[' 152444  '],"[' 362962   (Atom=Atom', ' 101228 Body=Body', ' 70353 Other', ' 191381)']",[' Yes'],"[' 24137    (Eliminated', '    0 Frozen', ' 24137)']","[' 8176     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.8107'],[' 0'], ,[' 189.418'],[' 0'],[' 14.7891'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.42682e+08'],[' 3.83546e+08'],[' 0'],[' 7.97071e+09'],[' 0'],[' 0'],[' 1187 '],[' 1881 '],[' 2635 '],[' 3332 '],[' 3974 '],[' 4591 '],[' 5275 '],[' 5872 '],[' 8 '],[' 0 ']
Solving...,TA72, , , ,[' 10447+'],[' 5231'],"[' 623.746s (Solving', ' 552.80s 1st Model', ' 169.70s Unsat', ' 0.00s)']",[' 621.078s'], ,[' 221144478'],"[' 6400416  (Analyzed', ' 6016010)']","[' 14150    (Average', ' 425.16 Last', ' 91416)']",[' 8836.0  '],"[' 5232     (Average Length', ' 2514.23 Splits', ' 0)']","[' 6016010  (Deleted', ' 5890838)']","[' 645      (Ratio', '   0.01%)']","[' 42174    (Ratio', '   0.70%)']","[' 6016010  (Average Length', '   15.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6016010  (Average', ' 31.88 Max', ' 11833 Sum', ' 191771845)']","[' 6013556  (Average', ' 31.14 Max', ' 11833 Sum', ' 187356734 Ratio', '  97.70%)']","[' 2454     (Average', ' 1799.15 Max', ' 3749 Sum', ' 4415111 Ratio', '   2.30%)']", ,[' 349603  '],[' 18668   '],[' 322172  '],[' 151934  '],"[' 362308   (Atom=Atom', ' 101242 Body=Body', ' 69841 Other', ' 191225)']",[' Yes'],"[' 24390    (Eliminated', '    0 Frozen', ' 24390)']","[' 7500     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.2432'],[' 0'], ,[' 170.675'],[' 0'],[' 14.0866'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.27701e+08'],[' 3.68849e+08'],[' 0'],[' 6.97998e+09'],[' 0'],[' 0'],[' 944 '],[' 1579 '],[' 2259 '],[' 2878 '],[' 3499 '],[' 4191 '],[' 4889 '],[' 5669 '],[' 8 '],[' 0 ']
Solving...,TA73, , ,[' 1'],[' 10447+'],[' 5232'],"[' 618.585s (Solving', ' 552.68s 1st Model', ' 109.29s Unsat', ' 0.00s)']",[' 615.844s'], ,[' 198925486'],"[' 7331994  (Analyzed', ' 6896503)']","[' 16233    (Average', ' 424.84 Last', ' 19871)']",[' 9967.7  '],"[' 5232     (Average Length', ' 2532.20 Splits', ' 0)']","[' 6896503  (Deleted', ' 6773548)']","[' 732      (Ratio', '   0.01%)']","[' 28259    (Ratio', '   0.41%)']","[' 6896503  (Average Length', '   17.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6896503  (Average', ' 23.92 Max', ' 12911 Sum', ' 164963231)']","[' 6893647  (Average', ' 23.09 Max', ' 12911 Sum', ' 159234962 Ratio', '  96.53%)']","[' 2856     (Average', ' 2005.70 Max', ' 3821 Sum', ' 5728269 Ratio', '   3.47%)']", ,[' 351278  '],[' 18962   '],[' 324078  '],[' 153601  '],"[' 363594   (Atom=Atom', ' 101561 Body=Body', ' 70083 Other', ' 191950)']",[' Yes'],"[' 24484    (Eliminated', '    0 Frozen', ' 24484)']","[' 5088     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.2792'],[' 0'], ,[' 188.97'],[' 0'],[' 13.092'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.40196e+08'],[' 2.92837e+08'],[' 0'],[' 8.62395e+09'],[' 0'],[' 0'],[' 1126 '],[' 1817 '],[' 2611 '],[' 3180 '],[' 3868 '],[' 4577 '],[' 5230 '],[' 5764 '],[' 8 '],[' 0 ']
Solving...,TA74, , , ,[' 9415+'],[' 4716'],"[' 578.131s (Solving', ' 515.46s 1st Model', ' 106.60s Unsat', ' 0.00s)']",[' 575.422s'], ,[' 197366561'],"[' 6407863  (Analyzed', ' 6121703)']","[' 14344    (Average', ' 426.78 Last', ' 55552)']",[' 8953.4  '],"[' 4716     (Average Length', ' 2334.25 Splits', ' 0)']","[' 6121703  (Deleted', ' 5997478)']","[' 757      (Ratio', '   0.01%)']","[' 33359    (Ratio', '   0.54%)']","[' 6121703  (Average Length', '   14.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6121703  (Average', ' 28.03 Max', ' 11459 Sum', ' 171579583)']","[' 6118562  (Average', ' 27.05 Max', ' 11459 Sum', ' 165569681 Ratio', '  96.50%)']","[' 3141     (Average', ' 1913.37 Max', ' 3431 Sum', ' 6009902 Ratio', '   3.50%)']", ,[' 351253  '],[' 18883   '],[' 323318  '],[' 153214  '],"[' 361470   (Atom=Atom', ' 100883 Body=Body', ' 69998 Other', ' 190589)']",[' Yes'],"[' 24162    (Eliminated', '    0 Frozen', ' 24162)']","[' 6402     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 10.9597'],[' 0'], ,[' 174.678'],[' 0'],[' 13.1347'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.78535e+08'],[' 3.2492e+08'],[' 0'],[' 7.50916e+09'],[' 0'],[' 0'],[' 1026 '],[' 1656 '],[' 2239 '],[' 2971 '],[' 3752 '],[' 5584 '],[' 5097 '],[' 5977 '],[' 8 '],[' 0 ']
Solving...,TA75, , ,[' 1'],[' 9133+'],[' 4575'],"[' 546.502s (Solving', ' 493.22s 1st Model', ' 183.72s Unsat', ' 0.00s)']",[' 544.641s'], ,[' 219680515'],"[' 4215532  (Analyzed', ' 3944920)']","[' 9629     (Average', ' 409.69 Last', ' 82496)']",[' 8082.8  '],"[' 4575     (Average Length', ' 2284.06 Splits', ' 0)']","[' 3944920  (Deleted', ' 3835894)']","[' 578      (Ratio', '   0.01%)']","[' 45300    (Ratio', '   1.15%)']","[' 3944920  (Average Length', '   17.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3944920  (Average', ' 50.23 Max', ' 11068 Sum', ' 198144523)']","[' 3942359  (Average', ' 48.83 Max', ' 11068 Sum', ' 192619308 Ratio', '  97.21%)']","[' 2561     (Average', ' 2157.44 Max', ' 3365 Sum', ' 5525215 Ratio', '   2.79%)']", ,[' 349855  '],[' 18882   '],[' 322125  '],[' 152087  '],"[' 362194   (Atom=Atom', ' 101040 Body=Body', ' 70217 Other', ' 190937)']",[' Yes'],"[' 24144    (Eliminated', '    0 Frozen', ' 24144)']","[' 7367     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.83048'],[' 0'], ,[' 139.842'],[' 0'],[' 13.1611'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.72563e+08'],[' 4.08819e+08'],[' 0'],[' 5.15886e+09'],[' 0'],[' 0'],[' 993 '],[' 1664 '],[' 2399 '],[' 3094 '],[' 3772 '],[' 9270 '],[' 5219 '],[' 5746 '],[' 8 '],[' 0 ']
Solving...,TA76, , , ,[' 10991+'],[' 5504'],"[' 621.236s (Solving', ' 551.91s 1st Model', ' 156.98s Unsat', ' 0.00s)']",[' 618.969s'], ,[' 223001011'],"[' 5837167  (Analyzed', ' 5387858)']","[' 13368    (Average', ' 403.04 Last', ' 39628)']",[' 8863.7  '],"[' 5505     (Average Length', ' 2580.92 Splits', ' 0)']","[' 5387858  (Deleted', ' 5261201)']","[' 648      (Ratio', '   0.01%)']","[' 39755    (Ratio', '   0.74%)']","[' 5387858  (Average Length', '   15.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5387858  (Average', ' 35.98 Max', ' 12869 Sum', ' 193829741)']","[' 5385084  (Average', ' 34.83 Max', ' 12869 Sum', ' 187666014 Ratio', '  96.82%)']","[' 2774     (Average', ' 2221.96 Max', ' 3881 Sum', ' 6163727 Ratio', '   3.18%)']", ,[' 350783  '],[' 18727   '],[' 323470  '],[' 152915  '],"[' 362380   (Atom=Atom', ' 101296 Body=Body', ' 69693 Other', ' 191391)']",[' Yes'],"[' 24535    (Eliminated', '    0 Frozen', ' 24535)']","[' 7473     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.4628'],[' 0'], ,[' 162.392'],[' 0'],[' 13.8321'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.36955e+08'],[' 3.78045e+08'],[' 0'],[' 6.15693e+09'],[' 0'],[' 0'],[' 1016 '],[' 1661 '],[' 2324 '],[' 2966 '],[' 3593 '],[' 4306 '],[' 4971 '],[' 5704 '],[' 8 '],[' 0 ']
Solving...,TA77, , ,[' 1'],[' 10309+'],[' 5162'],"[' 620.969s (Solving', ' 552.91s 1st Model', ' 170.57s Unsat', ' 0.00s)']",[' 618.859s'], ,[' 233585623'],"[' 6772128  (Analyzed', ' 6341200)']","[' 14477    (Average', ' 438.02 Last', ' 108548)']",[' 9037.8  '],"[' 5162     (Average Length', ' 2483.48 Splits', ' 0)']","[' 6341200  (Deleted', ' 6214784)']","[' 644      (Ratio', '   0.01%)']","[' 40887    (Ratio', '   0.64%)']","[' 6341200  (Average Length', '   16.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6341200  (Average', ' 32.02 Max', ' 12359 Sum', ' 203031027)']","[' 6338882  (Average', ' 31.38 Max', ' 12359 Sum', ' 198984227 Ratio', '  98.01%)']","[' 2318     (Average', ' 1745.82 Max', ' 3772 Sum', ' 4046800 Ratio', '   1.99%)']", ,[' 350337  '],[' 18788   '],[' 322913  '],[' 152685  '],"[' 361515   (Atom=Atom', ' 100997 Body=Body', ' 69690 Other', ' 190828)']",[' Yes'],"[' 24328    (Eliminated', '    0 Frozen', ' 24328)']","[' 7363     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.089'],[' 0'], ,[' 164.628'],[' 0'],[' 14.0447'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.52246e+08'],[' 3.88082e+08'],[' 0'],[' 6.48798e+09'],[' 0'],[' 0'],[' 1147 '],[' 1735 '],[' 2325 '],[' 2963 '],[' 3645 '],[' 4398 '],[' 5164 '],[' 5708 '],[' 8 '],[' 0 ']
Solving...,TA78, , ,[' 1'],[' 9835+'],[' 4926'],"[' 617.451s (Solving', ' 556.08s 1st Model', ' 106.04s Unsat', ' 0.00s)']",[' 615.969s'], ,[' 227682638'],"[' 6076930  (Analyzed', ' 5742720)']","[' 13013    (Average', ' 441.31 Last', ' 10675)']",[' 8822.3  '],"[' 4926     (Average Length', ' 2398.63 Splits', ' 0)']","[' 5742720  (Deleted', ' 5621485)']","[' 672      (Ratio', '   0.01%)']","[' 41429    (Ratio', '   0.72%)']","[' 5742720  (Average Length', '   18.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5742720  (Average', ' 35.11 Max', ' 11384 Sum', ' 201634571)']","[' 5739736  (Average', ' 34.02 Max', ' 11384 Sum', ' 195390532 Ratio', '  96.90%)']","[' 2984     (Average', ' 2092.51 Max', ' 3652 Sum', ' 6244039 Ratio', '   3.10%)']", ,[' 352199  '],[' 19015   '],[' 324399  '],[' 154238  '],"[' 361724   (Atom=Atom', ' 100972 Body=Body', ' 69908 Other', ' 190844)']",[' Yes'],"[' 24232    (Eliminated', '    0 Frozen', ' 24232)']","[' 7760     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.2749'],[' 0'], ,[' 180.196'],[' 0'],[' 14.4392'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.4321e+08'],[' 3.86583e+08'],[' 0'],[' 7.93561e+09'],[' 0'],[' 0'],[' 1123 '],[' 1682 '],[' 2399 '],[' 3078 '],[' 3755 '],[' 4431 '],[' 5078 '],[' 5677 '],[' 8 '],[' 0 ']
Solving...,TA79, , ,[' 1'],[' 9821+'],[' 4919'],"[' 617.820s (Solving', ' 555.92s 1st Model', ' 156.78s Unsat', ' 0.00s)']",[' 614.141s'], ,[' 230730931'],"[' 5282664  (Analyzed', ' 4977378)']","[' 11723    (Average', ' 424.58 Last', ' 57824)']",[' 8526.7  '],"[' 4919     (Average Length', ' 2349.85 Splits', ' 0)']","[' 4977378  (Deleted', ' 4854474)']","[' 572      (Ratio', '   0.01%)']","[' 44962    (Ratio', '   0.90%)']","[' 4977378  (Average Length', '   16.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4977378  (Average', ' 41.30 Max', ' 11104 Sum', ' 205580231)']","[' 4974677  (Average', ' 40.13 Max', ' 11104 Sum', ' 199737984 Ratio', '  97.16%)']","[' 2701     (Average', ' 2162.99 Max', ' 3584 Sum', ' 5842247 Ratio', '   2.84%)']", ,[' 349654  '],[' 18707   '],[' 321752  '],[' 151670  '],"[' 364052   (Atom=Atom', ' 101611 Body=Body', ' 70408 Other', ' 192033)']",[' Yes'],"[' 24257    (Eliminated', '    0 Frozen', ' 24257)']","[' 6952     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 11.7391'],[' 0'], ,[' 168.083'],[' 0'],[' 14.6513'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.50091e+08'],[' 3.90304e+08'],[' 0'],[' 6.44709e+09'],[' 0'],[' 0'],[' 954 '],[' 1637 '],[' 2251 '],[' 2950 '],[' 3649 '],[' 4401 '],[' 5045 '],[' 5621 '],[' 8 '],[' 0 ']
Solving...,TA80, , ,[' 1'],[' 10479+'],[' 5248'],"[' 619.279s (Solving', ' 552.68s 1st Model', ' 116.23s Unsat', ' 0.00s)']",[' 616.688s'], ,[' 209327182'],"[' 5229744  (Analyzed', ' 4828755)']","[' 12206    (Average', ' 395.61 Last', ' 57984)']",[' 9463.2  '],"[' 5248     (Average Length', ' 2524.68 Splits', ' 0)']","[' 4828755  (Deleted', ' 4719679)']","[' 730      (Ratio', '   0.02%)']","[' 34891    (Ratio', '   0.72%)']","[' 4828755  (Average Length', '   18.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4828755  (Average', ' 36.85 Max', ' 12211 Sum', ' 177955095)']","[' 4825926  (Average', ' 35.66 Max', ' 12211 Sum', ' 172212141 Ratio', '  96.77%)']","[' 2829     (Average', ' 2030.03 Max', ' 3780 Sum', ' 5742954 Ratio', '   3.23%)']", ,[' 351624  '],[' 19043   '],[' 324184  '],[' 153710  '],"[' 366394   (Atom=Atom', ' 102287 Body=Body', ' 70688 Other', ' 193419)']",[' Yes'],"[' 24587    (Eliminated', '    0 Frozen', ' 24587)']","[' 6283     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 12.2791'],[' 0'], ,[' 182.037'],[' 0'],[' 13.3493'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.9435e+08'],[' 3.38582e+08'],[' 0'],[' 7.87565e+09'],[' 0'],[' 0'],[' 932 '],[' 1779 '],[' 2486 '],[' 3098 '],[' 3697 '],[' 4355 '],[' 5009 '],[' 5541 '],[' 8 '],[' 0 ']
