Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 
Solving...,TA61, ,[' 1'],[' 4857+'],[' 2431'],"[' 535.729s (Solving', ' 519.20s 1st Model', ' 378.52s Unsat', ' 0.00s)']",[' 534.578s'], ,[' 307684158'],"[' 2016882  (Analyzed', ' 1883253)']","[' 6092     (Average', ' 309.14 Last', ' 189277)']",[' 8757.1  '],"[' 2431     (Average Length', ' 1208.95 Splits', ' 0)']","[' 1883253  (Deleted', ' 1829715)']","[' 353      (Ratio', '   0.02%)']","[' 34921    (Ratio', '   1.85%)']","[' 1883253  (Average Length', '   29.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1883253  (Average', ' 153.72 Max', ' 12310 Sum', ' 289492718)']","[' 1882936  (Average', ' 153.42 Max', ' 12310 Sum', ' 288923810 Ratio', '  99.80%)']","[' 317      (Average', ' 1794.66 Max', ' 2364 Sum', ' 568908 Ratio', '   0.20%)']", ,[' 130466  '],[' 19965   '],[' 128356  '],[' 87511   '],"[' 262529   (Atom=Atom', ' 72017 Body=Body', ' 41942 Other', ' 148570)']",[' Yes'],"[' 18855    (Eliminated', '    0 Frozen', ' 18855)']","[' 4324     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.4893'],[' 0'], ,[' 207.485'],[' 0'],[' 17.7561'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.57881e+08'],[' 8.49765e+08'],[' 0'],[' 9.16656e+09'],[' 0'],[' 0'],[' 1831 '],[' 9411 ']
Solving...,TA62, ,[' 1'],[' 4949+'],[' 2477'],"[' 497.289s (Solving', ' 481.66s 1st Model', ' 342.09s Unsat', ' 0.00s)']",[' 496.234s'], ,[' 281279178'],"[' 1732019  (Analyzed', ' 1563834)']","[' 5515     (Average', ' 283.56 Last', ' 143218)']",[' 8184.1  '],"[' 2477     (Average Length', ' 1237.81 Splits', ' 0)']","[' 1563834  (Deleted', ' 1512506)']","[' 297      (Ratio', '   0.02%)']","[' 35213    (Ratio', '   2.25%)']","[' 1563834  (Average Length', '   34.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1563834  (Average', ' 169.02 Max', ' 13757 Sum', ' 264315431)']","[' 1563501  (Average', ' 168.58 Max', ' 13495 Sum', ' 263635433 Ratio', '  99.74%)']","[' 333      (Average', ' 2042.04 Max', ' 2475 Sum', ' 679998 Ratio', '   0.26%)']", ,[' 131282  '],[' 20106   '],[' 129245  '],[' 88014   '],"[' 264038   (Atom=Atom', ' 72417 Body=Body', ' 42045 Other', ' 149576)']",[' Yes'],"[' 19069    (Eliminated', '    0 Frozen', ' 19069)']","[' 4623     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.21005'],[' 0'], ,[' 195.68'],[' 0'],[' 16.1731'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.05829e+08'],[' 8.18592e+08'],[' 0'],[' 9.27163e+09'],[' 0'],[' 0'],[' 1809 '],[' 15860 ']
Solving...,TA63, ,[' 1'],[' 4271+'],[' 2138'],"[' 358.376s (Solving', ' 345.45s 1st Model', ' 208.74s Unsat', ' 0.00s)']",[' 357.422s'], ,[' 214731107'],"[' 1412670  (Analyzed', ' 1229054)']","[' 4389     (Average', ' 280.03 Last', ' 156959)']",[' 7714.7  '],"[' 2138     (Average Length', ' 1068.37 Splits', ' 0)']","[' 1229054  (Deleted', ' 1184123)']","[' 259      (Ratio', '   0.02%)']","[' 28960    (Ratio', '   2.36%)']","[' 1229054  (Average Length', '   34.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1229054  (Average', ' 163.42 Max', ' 13582 Sum', ' 200856920)']","[' 1228667  (Average', ' 162.84 Max', ' 13582 Sum', ' 200136316 Ratio', '  99.64%)']","[' 387      (Average', ' 1862.03 Max', ' 2132 Sum', ' 720604 Ratio', '   0.36%)']", ,[' 130638  '],[' 19921   '],[' 128359  '],[' 87203   '],"[' 261605   (Atom=Atom', ' 71694 Body=Body', ' 41957 Other', ' 147954)']",[' Yes'],"[' 18642    (Eliminated', '    0 Frozen', ' 18642)']","[' 3925     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.59283'],[' 0'], ,[' 150.29'],[' 0'],[' 12.0107'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.04228e+08'],[' 5.41869e+08'],[' 0'],[' 7.67736e+09'],[' 0'],[' 0'],[' 1678 '],[' 15060 ']
Solving...,TA64, ,[' 1'],[' 3397+'],[' 1701'],"[' 437.996s (Solving', ' 427.30s 1st Model', ' 293.45s Unsat', ' 0.00s)']",[' 436.984s'], ,[' 254294356'],"[' 1684981  (Analyzed', ' 1535516)']","[' 5185     (Average', ' 296.15 Last', ' 161824)']",[' 7827.0  '],"[' 1701     (Average Length', ' 849.82 Splits', ' 0)']","[' 1535516  (Deleted', ' 1486159)']","[' 339      (Ratio', '   0.02%)']","[' 33101    (Ratio', '   2.16%)']","[' 1535516  (Average Length', '   37.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1535516  (Average', ' 157.93 Max', ' 13007 Sum', ' 242506902)']","[' 1535174  (Average', ' 157.62 Max', ' 13007 Sum', ' 242024178 Ratio', '  99.80%)']","[' 342      (Average', ' 1411.47 Max', ' 1699 Sum', ' 482724 Ratio', '   0.20%)']", ,[' 130672  '],[' 19961   '],[' 128179  '],[' 87653   '],"[' 262955   (Atom=Atom', ' 71881 Body=Body', ' 42220 Other', ' 148854)']",[' Yes'],"[' 18468    (Eliminated', '    0 Frozen', ' 18468)']","[' 4479     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.24688'],[' 0'], ,[' 189.304'],[' 0'],[' 14.7018'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.60489e+08'],[' 6.84718e+08'],[' 0'],[' 9.81644e+09'],[' 0'],[' 0'],[' 1768 '],[' 17396 ']
Solving...,TA65, ,[' 1'],[' 4115+'],[' 2060'],"[' 540.167s (Solving', ' 528.51s 1st Model', ' 392.73s Unsat', ' 0.00s)']",[' 539.094s'], ,[' 300293864'],"[' 1921092  (Analyzed', ' 1749421)']","[' 5718     (Average', ' 305.95 Last', ' 148679)']",[' 7472.1  '],"[' 2060     (Average Length', ' 1029.40 Splits', ' 0)']","[' 1749421  (Deleted', ' 1692113)']","[' 352      (Ratio', '   0.02%)']","[' 37745    (Ratio', '   2.16%)']","[' 1749421  (Average Length', '   32.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1749421  (Average', ' 164.17 Max', ' 13229 Sum', ' 287195341)']","[' 1749093  (Average', ' 163.81 Max', ' 12562 Sum', ' 286579582 Ratio', '  99.79%)']","[' 328      (Average', ' 1877.31 Max', ' 2058 Sum', ' 615759 Ratio', '   0.21%)']", ,[' 130413  '],[' 19951   '],[' 127973  '],[' 87110   '],"[' 261326   (Atom=Atom', ' 71654 Body=Body', ' 41904 Other', ' 147768)']",[' Yes'],"[' 18511    (Eliminated', '    0 Frozen', ' 18511)']","[' 4775     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.38815'],[' 0'], ,[' 203.498'],[' 0'],[' 17.6193'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.05774e+09'],[' 9.55943e+08'],[' 0'],[' 8.78857e+09'],[' 0'],[' 0'],[' 1695 '],[' 17453 ']
Solving...,TA66, ,[' 1'],[' 4161+'],[' 2083'],"[' 736.387s (Solving', ' 723.05s 1st Model', ' 587.29s Unsat', ' 0.00s)']",[' 735.141s'], ,[' 373215796'],"[' 2356216  (Analyzed', ' 2225578)']","[' 6730     (Average', ' 330.70 Last', ' 139901)']",[' 7774.6  '],"[' 2083     (Average Length', ' 1040.85 Splits', ' 0)']","[' 2225578  (Deleted', ' 2165004)']","[' 340      (Ratio', '   0.02%)']","[' 42399    (Ratio', '   1.91%)']","[' 2225578  (Average Length', '   31.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2225578  (Average', ' 161.46 Max', ' 12580 Sum', ' 359333055)']","[' 2225220  (Average', ' 161.17 Max', ' 12367 Sum', ' 358696989 Ratio', '  99.82%)']","[' 358      (Average', ' 1776.72 Max', ' 2018 Sum', ' 636066 Ratio', '   0.18%)']", ,[' 130993  '],[' 20040   '],[' 128729  '],[' 87929   '],"[' 263783   (Atom=Atom', ' 72231 Body=Body', ' 42146 Other', ' 149406)']",[' Yes'],"[' 18776    (Eliminated', '    0 Frozen', ' 18776)']","[' 5592     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.63571'],[' 0'], ,[' 270.362'],[' 0'],[' 22.597'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.4598e+09'],[' 1.32191e+09'],[' 0'],[' 1.1602e+10'],[' 0'],[' 0'],[' 1703 '],[' 16795 ']
Solving...,TA67, ,[' 1'],[' 7345+'],[' 3675'],"[' 930.266s (Solving', ' 898.54s 1st Model', ' 740.29s Unsat', ' 0.00s)']",[' 928.328s'], ,[' 560545209'],"[' 2331045  (Analyzed', ' 1878153)']","[' 7690     (Average', ' 244.23 Last', ' 241538)']",[' 10822.3 '],"[' 3675     (Average Length', ' 1796.27 Splits', ' 0)']","[' 1878153  (Deleted', ' 1802429)']","[' 768      (Ratio', '   0.04%)']","[' 59524    (Ratio', '   3.17%)']","[' 1878153  (Average Length', '   32.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1878153  (Average', ' 280.69 Max', ' 13008 Sum', ' 527179842)']","[' 1877796  (Average', ' 280.35 Max', ' 12370 Sum', ' 526548291 Ratio', '  99.88%)']","[' 357      (Average', ' 1769.05 Max', ' 3388 Sum', ' 631551 Ratio', '   0.12%)']", ,[' 132602  '],[' 19936   '],[' 131804  '],[' 89420   '],"[' 268256   (Atom=Atom', ' 73705 Body=Body', ' 42163 Other', ' 152388)']",[' Yes'],"[' 20138    (Eliminated', '    0 Frozen', ' 20138)']","[' 4836     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 6.56834'],[' 0'], ,[' 339.096'],[' 0'],[' 32.4558'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.85953e+09'],[' 1.71033e+09'],[' 0'],[' 1.34218e+10'],[' 0'],[' 0'],[' 1817 '],[' 3536 ']
Solving...,TA68, ,[' 1'],[' 3589+'],[' 1797'],"[' 426.315s (Solving', ' 414.41s 1st Model', ' 279.75s Unsat', ' 0.00s)']",[' 425.438s'], ,[' 251142845'],"[' 1536897  (Analyzed', ' 1391222)']","[' 4773     (Average', ' 291.48 Last', ' 103298)']",[' 7938.9  '],"[' 1797     (Average Length', ' 897.80 Splits', ' 0)']","[' 1391222  (Deleted', ' 1339849)']","[' 334      (Ratio', '   0.02%)']","[' 34527    (Ratio', '   2.48%)']","[' 1391222  (Average Length', '   37.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1391222  (Average', ' 171.56 Max', ' 12538 Sum', ' 238678607)']","[' 1390827  (Average', ' 171.15 Max', ' 12538 Sum', ' 238104390 Ratio', '  99.76%)']","[' 395      (Average', ' 1453.71 Max', ' 1795 Sum', ' 574217 Ratio', '   0.24%)']", ,[' 130112  '],[' 19934   '],[' 127417  '],[' 86804   '],"[' 260408   (Atom=Atom', ' 71357 Body=Body', ' 41895 Other', ' 147156)']",[' Yes'],"[' 18239    (Eliminated', '    0 Frozen', ' 18239)']","[' 4646     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.43063'],[' 0'], ,[' 176.562'],[' 0'],[' 14.3329'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.54285e+08'],[' 6.81631e+08'],[' 0'],[' 8.84188e+09'],[' 0'],[' 0'],[' 1807 '],[' 16520 ']
Solving...,TA69, ,[' 1'],[' 3269+'],[' 1637'],"[' 296.686s (Solving', ' 287.25s 1st Model', ' 155.14s Unsat', ' 0.00s)']",[' 295.969s'], ,[' 194821582'],"[' 1088216  (Analyzed', ' 981389)']","[' 3433     (Average', ' 285.87 Last', ' 90370)']",[' 7575.7  '],"[' 1637     (Average Length', ' 817.87 Splits', ' 0)']","[' 981389   (Deleted', ' 935169)']","[' 326      (Ratio', '   0.03%)']","[' 29263    (Ratio', '   2.98%)']","[' 981389   (Average Length', '   40.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 981389   (Average', ' 187.46 Max', ' 12851 Sum', ' 183973155)']","[' 981058   (Average', ' 186.97 Max', ' 12851 Sum', ' 183494021 Ratio', '  99.74%)']","[' 331      (Average', ' 1447.53 Max', ' 1635 Sum', ' 479134 Ratio', '   0.26%)']", ,[' 130987  '],[' 20037   '],[' 128415  '],[' 87860   '],"[' 263576   (Atom=Atom', ' 72027 Body=Body', ' 42281 Other', ' 149268)']",[' Yes'],"[' 18465    (Eliminated', '    0 Frozen', ' 18465)']","[' 3454     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.05702'],[' 0'], ,[' 125.593'],[' 0'],[' 10.809'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.91535e+08'],[' 4.44444e+08'],[' 0'],[' 6.37053e+09'],[' 0'],[' 0'],[' 1979 '],[' 17634 ']
Solving...,TA70, ,[' 1'],[' 3715+'],[' 1860'],"[' 258.820s (Solving', ' 249.03s 1st Model', ' 116.74s Unsat', ' 0.00s)']",[' 258.234s'], ,[' 168293875'],"[' 1022912  (Analyzed', ' 910629)']","[' 3195     (Average', ' 285.02 Last', ' 154935)']",[' 7170.4  '],"[' 1860     (Average Length', ' 929.46 Splits', ' 0)']","[' 910629   (Deleted', ' 870774)']","[' 235      (Ratio', '   0.03%)']","[' 27299    (Ratio', '   3.00%)']","[' 910629   (Average Length', '   43.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 910629   (Average', ' 172.54 Max', ' 13926 Sum', ' 157119879)']","[' 910239   (Average', ' 171.78 Max', ' 12999 Sum', ' 156424742 Ratio', '  99.56%)']","[' 390      (Average', ' 1782.40 Max', ' 1858 Sum', ' 695137 Ratio', '   0.44%)']", ,[' 131027  '],[' 20013   '],[' 128591  '],[' 87808   '],"[' 263420   (Atom=Atom', ' 72086 Body=Body', ' 42170 Other', ' 149164)']",[' Yes'],"[' 18577    (Eliminated', '    0 Frozen', ' 18577)']","[' 3374     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.08665'],[' 0'], ,[' 112.954'],[' 0'],[' 9.17048'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.94578e+08'],[' 3.52997e+08'],[' 0'],[' 6.3291e+09'],[' 0'],[' 0'],[' 1975 '],[' 19202 ']
