Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, ,[' 1'],[' 7979+'],[' 3995'],"[' 1019.478s (Solving', ' 930.65s 1st Model', ' 357.69s Unsat', ' 0.00s)']",[' 1013.750s'], ,[' 363794521'],"[' 3669910  (Analyzed', ' 2775814)']","[' 7654     (Average', ' 362.66 Last', ' 35692)']",[' 9198.2  '],"[' 3995     (Average Length', ' 1820.22 Splits', ' 0)']","[' 2775814  (Deleted', ' 2673970)']","[' 124      (Ratio', '   0.00%)']","[' 63433    (Ratio', '   2.29%)']","[' 2775814  (Average Length', '   24.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2775814  (Average', ' 121.61 Max', ' 10915 Sum', ' 337556563)']","[' 2773301  (Average', ' 120.00 Max', ' 10915 Sum', ' 333099385 Ratio', '  98.68%)']","[' 2513     (Average', ' 1773.65 Max', ' 2692 Sum', ' 4457178 Ratio', '   1.32%)']", ,[' 393587  '],[' 21424   '],[' 395015  '],[' 232326  '],"[' 696974   (Atom=Atom', ' 212900 Body=Body', ' 122324 Other', ' 361750)']",[' Yes'],"[' 24852    (Eliminated', '    0 Frozen', ' 24852)']","[' 11727    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.2853'],[' 0'], ,[' 532.495'],[' 0'],[' 27.2549'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.23741e+09'],[' 1.14455e+09'],[' 0'],[' 3.58402e+10'],[' 0'],[' 0'],[' 1621 '],[' 3037 '],[' 4490 '],[' 5651 '],[' 6678 '],[' 5 '],[' 0 ']
Solving...,TA72, ,[' 1'],[' 7657+'],[' 3834'],"[' 1018.109s (Solving', ' 938.87s 1st Model', ' 675.84s Unsat', ' 0.00s)']",[' 1014.609s'], ,[' 412935206'],"[' 2816917  (Analyzed', ' 2123477)']","[' 7224     (Average', ' 293.95 Last', ' 76455)']",[' 8165.9  '],"[' 3834     (Average Length', ' 1726.89 Splits', ' 0)']","[' 2123477  (Deleted', ' 2016926)']","[' 123      (Ratio', '   0.01%)']","[' 77404    (Ratio', '   3.65%)']","[' 2123477  (Average Length', '   18.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2123477  (Average', ' 184.25 Max', ' 9698 Sum', ' 391251379)']","[' 2121201  (Average', ' 182.32 Max', ' 9698 Sum', ' 387159671 Ratio', '  98.95%)']","[' 2276     (Average', ' 1797.76 Max', ' 2602 Sum', ' 4091708 Ratio', '   1.05%)']", ,[' 392248  '],[' 21299   '],[' 393468  '],[' 231624  '],"[' 694868   (Atom=Atom', ' 212323 Body=Body', ' 122199 Other', ' 360346)']",[' Yes'],"[' 24519    (Eliminated', '    0 Frozen', ' 24519)']","[' 14655    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.3441'],[' 0'], ,[' 476.765'],[' 0'],[' 28.7931'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.44059e+09'],[' 1.32336e+09'],[' 0'],[' 3.11783e+10'],[' 0'],[' 0'],[' 1314 '],[' 2542 '],[' 3612 '],[' 4787 '],[' 5793 '],[' 5 '],[' 0 ']
Solving...,TA73, ,[' 1'],[' 7651+'],[' 3831'],"[' 1017.984s (Solving', ' 939.50s 1st Model', ' 677.92s Unsat', ' 0.00s)']",[' 1013.203s'], ,[' 399440959'],"[' 3364373  (Analyzed', ' 2449223)']","[' 7770     (Average', ' 315.22 Last', ' 156834)']",[' 8299.5  '],"[' 3831     (Average Length', ' 1722.16 Splits', ' 0)']","[' 2449223  (Deleted', ' 2342554)']","[' 118      (Ratio', '   0.00%)']","[' 73691    (Ratio', '   3.01%)']","[' 2449223  (Average Length', '   20.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2449223  (Average', ' 153.53 Max', ' 10184 Sum', ' 376035734)']","[' 2447324  (Average', ' 152.26 Max', ' 10184 Sum', ' 372916381 Ratio', '  99.17%)']","[' 1899     (Average', ' 1642.63 Max', ' 2669 Sum', ' 3119353 Ratio', '   0.83%)']", ,[' 392819  '],[' 21349   '],[' 394087  '],[' 231941  '],"[' 695819   (Atom=Atom', ' 212590 Body=Body', ' 122249 Other', ' 360980)']",[' Yes'],"[' 24617    (Eliminated', '    0 Frozen', ' 24617)']","[' 12499    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.1666'],[' 0'], ,[' 498.429'],[' 0'],[' 28.8996'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.36308e+09'],[' 1.2496e+09'],[' 0'],[' 3.28703e+10'],[' 0'],[' 0'],[' 1610 '],[' 2727 '],[' 4059 '],[' 5249 '],[' 6272 '],[' 5 '],[' 0 ']
Solving...,TA74, ,[' 1'],[' 8199+'],[' 4105'],"[' 1019.730s (Solving', ' 932.05s 1st Model', ' 687.89s Unsat', ' 0.00s)']",[' 1014.094s'], ,[' 397056497'],"[' 2494374  (Analyzed', ' 1788593)']","[' 6603     (Average', ' 270.88 Last', ' 131562)']",[' 8424.9  '],"[' 4105     (Average Length', ' 1839.11 Splits', ' 0)']","[' 1788593  (Deleted', ' 1689091)']","[' 112      (Ratio', '   0.01%)']","[' 71128    (Ratio', '   3.98%)']","[' 1788593  (Average Length', '   18.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1788593  (Average', ' 208.78 Max', ' 10079 Sum', ' 373414133)']","[' 1786245  (Average', ' 206.28 Max', ' 10079 Sum', ' 368945762 Ratio', '  98.80%)']","[' 2348     (Average', ' 1903.05 Max', ' 5194 Sum', ' 4468371 Ratio', '   1.20%)']", ,[' 392697  '],[' 21322   '],[' 394166  '],[' 231758  '],"[' 695270   (Atom=Atom', ' 212434 Body=Body', ' 122222 Other', ' 360614)']",[' Yes'],"[' 24791    (Eliminated', '    0 Frozen', ' 24791)']","[' 13177    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.7189'],[' 0'], ,[' 476.458'],[' 0'],[' 28.8544'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.39602e+09'],[' 1.28864e+09'],[' 0'],[' 2.93649e+10'],[' 0'],[' 0'],[' 1370 '],[' 2497 '],[' 3705 '],[' 4862 '],[' 5902 '],[' 5 '],[' 0 ']
Solving...,TA75, ,[' 1'],[' 7141+'],[' 3576'],"[' 845.790s (Solving', ' 773.52s 1st Model', ' 515.71s Unsat', ' 0.00s)']",[' 842.141s'], ,[' 320834153'],"[' 2498744  (Analyzed', ' 1712379)']","[' 6540     (Average', ' 261.83 Last', ' 86246)']",[' 8385.7  '],"[' 3575     (Average Length', ' 1654.13 Splits', ' 0)']","[' 1712379  (Deleted', ' 1630824)']","[' 103      (Ratio', '   0.01%)']","[' 58975    (Ratio', '   3.44%)']","[' 1712379  (Average Length', '   20.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1712379  (Average', ' 174.16 Max', ' 11991 Sum', ' 298219642)']","[' 1710799  (Average', ' 172.68 Max', ' 11991 Sum', ' 295699567 Ratio', '  99.15%)']","[' 1580     (Average', ' 1594.98 Max', ' 2173 Sum', ' 2520075 Ratio', '   0.85%)']", ,[' 393714  '],[' 21466   '],[' 394950  '],[' 232747  '],"[' 698237   (Atom=Atom', ' 213279 Body=Body', ' 122366 Other', ' 362592)']",[' Yes'],"[' 24702    (Eliminated', '    0 Frozen', ' 24702)']","[' 11066    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 13.4379'],[' 0'], ,[' 398.784'],[' 0'],[' 22.8252'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.11512e+09'],[' 1.02229e+09'],[' 0'],[' 2.80188e+10'],[' 0'],[' 0'],[' 1400 '],[' 2602 '],[' 3849 '],[' 6600 '],[' 7529 '],[' 5 '],[' 0 ']
Solving...,TA76, ,[' 1'],[' 8085+'],[' 4048'],"[' 1020.124s (Solving', ' 934.48s 1st Model', ' 592.62s Unsat', ' 0.00s)']",[' 1014.438s'], ,[' 387610105'],"[' 3887147  (Analyzed', ' 2805486)']","[' 8465     (Average', ' 331.42 Last', ' 84320)']",[' 8445.6  '],"[' 4048     (Average Length', ' 1819.66 Splits', ' 0)']","[' 2805486  (Deleted', ' 2701103)']","[' 128      (Ratio', '   0.00%)']","[' 70655    (Ratio', '   2.52%)']","[' 2805486  (Average Length', '   19.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2805486  (Average', ' 129.65 Max', ' 9974 Sum', ' 363721902)']","[' 2803103  (Average', ' 128.04 Max', ' 9974 Sum', ' 359218224 Ratio', '  98.76%)']","[' 2383     (Average', ' 1889.92 Max', ' 2807 Sum', ' 4503678 Ratio', '   1.24%)']", ,[' 392168  '],[' 21260   '],[' 393560  '],[' 231033  '],"[' 693095   (Atom=Atom', ' 211771 Body=Body', ' 122160 Other', ' 359164)']",[' Yes'],"[' 24652    (Eliminated', '    0 Frozen', ' 24652)']","[' 12860    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.0823'],[' 0'], ,[' 500.835'],[' 0'],[' 29.0715'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.31071e+09'],[' 1.20482e+09'],[' 0'],[' 3.21485e+10'],[' 0'],[' 0'],[' 1424 '],[' 2638 '],[' 3821 '],[' 4989 '],[' 6082 '],[' 5 '],[' 0 ']
Solving...,TA77, ,[' 1'],[' 7751+'],[' 3881'],"[' 1018.235s (Solving', ' 935.29s 1st Model', ' 550.56s Unsat', ' 0.00s)']",[' 1012.266s'], ,[' 371103051'],"[' 4680144  (Analyzed', ' 3569669)']","[' 8839     (Average', ' 403.85 Last', ' 40895)']",[' 8661.9  '],"[' 3881     (Average Length', ' 1746.18 Splits', ' 0)']","[' 3569669  (Deleted', ' 3461608)']","[' 85       (Ratio', '   0.00%)']","[' 64387    (Ratio', '   1.80%)']","[' 3569669  (Average Length', '   21.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3569669  (Average', ' 97.24 Max', ' 10204 Sum', ' 347111632)']","[' 3567257  (Average', ' 95.99 Max', ' 10204 Sum', ' 342665302 Ratio', '  98.72%)']","[' 2412     (Average', ' 1843.42 Max', ' 2692 Sum', ' 4446330 Ratio', '   1.28%)']", ,[' 392688  '],[' 21251   '],[' 393953  '],[' 232425  '],"[' 697271   (Atom=Atom', ' 213172 Body=Body', ' 122151 Other', ' 361948)']",[' Yes'],"[' 24516    (Eliminated', '    0 Frozen', ' 24516)']","[' 11851    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.2924'],[' 0'], ,[' 513.049'],[' 0'],[' 28.9489'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.18077e+09'],[' 1.08621e+09'],[' 0'],[' 3.1623e+10'],[' 0'],[' 0'],[' 1577 '],[' 2731 '],[' 3960 '],[' 5198 '],[' 6201 '],[' 5 '],[' 0 ']
Solving...,TA78, ,[' 1'],[' 7733+'],[' 3872'],"[' 1018.895s (Solving', ' 940.17s 1st Model', ' 611.74s Unsat', ' 0.00s)']",[' 1012.500s'], ,[' 406886740'],"[' 2689868  (Analyzed', ' 1805769)']","[' 6430     (Average', ' 280.83 Last', ' 90581)']",[' 8104.3  '],"[' 3872     (Average Length', ' 1732.40 Splits', ' 0)']","[' 1805769  (Deleted', ' 1702116)']","[' 141      (Ratio', '   0.01%)']","[' 76912    (Ratio', '   4.26%)']","[' 1805769  (Average Length', '   20.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1805769  (Average', ' 213.32 Max', ' 9587 Sum', ' 385202320)']","[' 1803516  (Average', ' 211.00 Max', ' 9587 Sum', ' 381012470 Ratio', '  98.91%)']","[' 2253     (Average', ' 1859.68 Max', ' 2669 Sum', ' 4189850 Ratio', '   1.09%)']", ,[' 393679  '],[' 21378   '],[' 394928  '],[' 232883  '],"[' 698645   (Atom=Atom', ' 213503 Body=Body', ' 122278 Other', ' 362864)']",[' Yes'],"[' 24627    (Eliminated', '    0 Frozen', ' 24627)']","[' 14333    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 15.1491'],[' 0'], ,[' 476.799'],[' 0'],[' 29.259'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.41736e+09'],[' 1.30648e+09'],[' 0'],[' 2.97839e+10'],[' 0'],[' 0'],[' 1433 '],[' 2594 '],[' 3836 '],[' 4987 '],[' 6023 '],[' 5 '],[' 0 ']
Solving...,TA79, ,[' 1'],[' 8105+'],[' 4058'],"[' 1020.047s (Solving', ' 930.15s 1st Model', ' 596.57s Unsat', ' 0.00s)']",[' 1013.688s'], ,[' 395049338'],"[' 2146181  (Analyzed', ' 1489394)']","[' 5768     (Average', ' 258.22 Last', ' 101969)']",[' 8484.1  '],"[' 4058     (Average Length', ' 1849.78 Splits', ' 0)']","[' 1489394  (Deleted', ' 1386454)']","[' 99       (Ratio', '   0.01%)']","[' 74590    (Ratio', '   5.01%)']","[' 1489394  (Average Length', '   19.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1489394  (Average', ' 249.48 Max', ' 9922 Sum', ' 371568530)']","[' 1486990  (Average', ' 246.55 Max', ' 9922 Sum', ' 367203736 Ratio', '  98.83%)']","[' 2404     (Average', ' 1815.64 Max', ' 2750 Sum', ' 4364794 Ratio', '   1.17%)']", ,[' 393635  '],[' 21458   '],[' 395146  '],[' 231745  '],"[' 695231   (Atom=Atom', ' 212285 Body=Body', ' 122358 Other', ' 360588)']",[' Yes'],"[' 24969    (Eliminated', '    0 Frozen', ' 24969)']","[' 13805    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 17.207'],[' 0'], ,[' 478.102'],[' 0'],[' 28.7687'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.40331e+09'],[' 1.30069e+09'],[' 0'],[' 3.16319e+10'],[' 0'],[' 0'],[' 1358 '],[' 2496 '],[' 3717 '],[' 4899 '],[' 5936 '],[' 5 '],[' 0 ']
Solving...,TA80, ,[' 1'],[' 8035+'],[' 4023'],"[' 1019.516s (Solving', ' 933.77s 1st Model', ' 696.75s Unsat', ' 0.00s)']",[' 1013.250s'], ,[' 399149638'],"[' 2865105  (Analyzed', ' 1863518)']","[' 6675     (Average', ' 279.18 Last', ' 204563)']",[' 8303.9  '],"[' 4023     (Average Length', ' 1794.31 Splits', ' 0)']","[' 1863518  (Deleted', ' 1758057)']","[' 127      (Ratio', '   0.01%)']","[' 76075    (Ratio', '   4.08%)']","[' 1863518  (Average Length', '   20.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1863518  (Average', ' 201.82 Max', ' 9725 Sum', ' 376090815)']","[' 1861086  (Average', ' 199.35 Max', ' 9725 Sum', ' 371489551 Ratio', '  98.78%)']","[' 2432     (Average', ' 1891.97 Max', ' 2788 Sum', ' 4601264 Ratio', '   1.22%)']", ,[' 393657  '],[' 21461   '],[' 394998  '],[' 231815  '],"[' 695441   (Atom=Atom', ' 212352 Body=Body', ' 122361 Other', ' 360728)']",[' Yes'],"[' 24802    (Eliminated', '    0 Frozen', ' 24802)']","[' 14141    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 16.4099'],[' 0'], ,[' 477.816'],[' 0'],[' 29.0869'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.37166e+09'],[' 1.25912e+09'],[' 0'],[' 2.85812e+10'],[' 0'],[' 0'],[' 1372 '],[' 2549 '],[' 3645 '],[' 4757 '],[' 5797 '],[' 5 '],[' 0 ']
