Optimal Found Or Timeout,Instances,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Optimization,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward
UNKNOWN,TA51,[' 2996+'],[' 2997'],"[' 1790.782s (Solving', ' 1752.13s 1st Model', ' 1657.02s Unsat', ' 0.00s)']",[' 1788.984s'], ,[' 1050662547'],"[' 1130685  (Analyzed', ' 1130685)']","[' 3039     (Average', ' 372.06 Last', ' 18970)']",[' 17708.5 '],"[' 2997     (Average Length', ' 1.00 Splits', ' 0)']","[' 1130685  (Deleted', ' 1031587)']","[' 329      (Ratio', '   0.03%)']","[' 93502    (Ratio', '   8.27%)']","[' 1130685  (Average Length', '   42.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1130685  (Average', ' 882.03 Max', ' 18292 Sum', ' 997296277)']","[' 1130685  (Average', ' 882.03 Max', ' 18292 Sum', ' 997296277 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 102402  '],[' 19125   '],[' 101652  '],[' 94776   '],"[' 247574   (Atom=Atom', ' 58024 Body=Body', ' 58025 Other', ' 131525)']",[' Yes'],"[' 22121    (Eliminated', '    0 Frozen', ' 19125)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3519'],[' 6.1486'],[' 0'], ,[' 497.128'],[' 0'],[' 64.2244'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.86502e+09'],[' 2.69373e+09'],[' 0'],[' 9.57028e+09'],[' 0'],[' 0']
UNKNOWN,TA52,[' 3297+'],[' 3298'],"[' 1790.401s (Solving', ' 1752.23s 1st Model', ' 1596.69s Unsat', ' 0.00s)']",[' 1783.781s'], ,[' 990841532'],"[' 1043720  (Analyzed', ' 1043720)']","[' 2709     (Average', ' 385.28 Last', ' 6527)']",[' 17732.6 '],"[' 3298     (Average Length', ' 1.00 Splits', ' 0)']","[' 1043720  (Deleted', ' 947858)']","[' 331      (Ratio', '   0.03%)']","[' 90971    (Ratio', '   8.72%)']","[' 1043720  (Average Length', '   43.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1043720  (Average', ' 893.04 Max', ' 18275 Sum', ' 932082766)']","[' 1043720  (Average', ' 893.04 Max', ' 18275 Sum', ' 932082766 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 102703  '],[' 19125   '],[' 101953  '],[' 94776   '],"[' 247574   (Atom=Atom', ' 58024 Body=Body', ' 58025 Other', ' 131525)']",[' Yes'],"[' 22422    (Eliminated', '    0 Frozen', ' 19125)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3546'],[' 6.23453'],[' 0'], ,[' 501.595'],[' 0'],[' 63.1947'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.66947e+09'],[' 2.50799e+09'],[' 0'],[' 9.29135e+09'],[' 0'],[' 0']
UNKNOWN,TA53,[' 2924+'],[' 2925'],"[' 1791.278s (Solving', ' 1758.21s 1st Model', ' 1618.38s Unsat', ' 0.00s)']",[' 1789.969s'], ,[' 1094715350'],"[' 1179716  (Analyzed', ' 1179716)']","[' 3547     (Average', ' 332.60 Last', ' 7188)']",[' 17744.1 '],"[' 2925     (Average Length', ' 1.00 Splits', ' 0)']","[' 1179716  (Deleted', ' 1081085)']","[' 345      (Ratio', '   0.03%)']","[' 95399    (Ratio', '   8.09%)']","[' 1179716  (Average Length', '   40.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1179716  (Average', ' 883.65 Max', ' 18300 Sum', ' 1042454460)']","[' 1179716  (Average', ' 883.65 Max', ' 18300 Sum', ' 1042454460 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 102330  '],[' 19125   '],[' 101580  '],[' 94776   '],"[' 247574   (Atom=Atom', ' 58024 Body=Body', ' 58025 Other', ' 131525)']",[' Yes'],"[' 22049    (Eliminated', '    0 Frozen', ' 19125)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3350'],[' 5.63216'],[' 0'], ,[' 491.308'],[' 0'],[' 64.1393'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.11975e+09'],[' 2.93525e+09'],[' 0'],[' 1.00509e+10'],[' 0'],[' 0']
UNKNOWN,TA54,[' 3341+'],[' 3342'],"[' 1790.622s (Solving', ' 1752.04s 1st Model', ' 1560.89s Unsat', ' 0.00s)']",[' 1789.766s'], ,[' 1084453790'],"[' 1201916  (Analyzed', ' 1201916)']","[' 3223     (Average', ' 372.92 Last', ' 24598)']",[' 17649.0 '],"[' 3342     (Average Length', ' 1.00 Splits', ' 0)']","[' 1201916  (Deleted', ' 1099951)']","[' 327      (Ratio', '   0.03%)']","[' 97493    (Ratio', '   8.11%)']","[' 1201916  (Average Length', '   42.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1201916  (Average', ' 852.92 Max', ' 18289 Sum', ' 1025142872)']","[' 1201916  (Average', ' 852.92 Max', ' 18289 Sum', ' 1025142872 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 102747  '],[' 19125   '],[' 101997  '],[' 94776   '],"[' 247574   (Atom=Atom', ' 58024 Body=Body', ' 58025 Other', ' 131525)']",[' Yes'],"[' 22466    (Eliminated', '    0 Frozen', ' 19125)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3450'],[' 6.05193'],[' 0'], ,[' 482.667'],[' 0'],[' 62.4438'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.14849e+09'],[' 2.9648e+09'],[' 0'],[' 1.0617e+10'],[' 0'],[' 0']
UNKNOWN,TA55,[' 3077+'],[' 3078'],"[' 1790.674s (Solving', ' 1757.10s 1st Model', ' 1573.57s Unsat', ' 0.00s)']",[' 1789.891s'], ,[' 1098542752'],"[' 1198954  (Analyzed', ' 1198954)']","[' 3364     (Average', ' 356.41 Last', ' 12179)']",[' 17600.0 '],"[' 3078     (Average Length', ' 1.00 Splits', ' 0)']","[' 1198954  (Deleted', ' 1093642)']","[' 414      (Ratio', '   0.03%)']","[' 98394    (Ratio', '   8.21%)']","[' 1198954  (Average Length', '   43.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1198954  (Average', ' 870.78 Max', ' 18280 Sum', ' 1044020200)']","[' 1198954  (Average', ' 870.78 Max', ' 18280 Sum', ' 1044020200 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 102483  '],[' 19125   '],[' 101733  '],[' 94776   '],"[' 247574   (Atom=Atom', ' 58024 Body=Body', ' 58025 Other', ' 131525)']",[' Yes'],"[' 22202    (Eliminated', '    0 Frozen', ' 19125)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3506'],[' 5.4977'],[' 0'], ,[' 484.869'],[' 0'],[' 64.6138'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.15164e+09'],[' 2.96666e+09'],[' 0'],[' 1.05449e+10'],[' 0'],[' 0']
UNKNOWN,TA56,[' 3092+'],[' 3093'],"[' 1791.436s (Solving', ' 1757.88s 1st Model', ' 1356.01s Unsat', ' 0.00s)']",[' 1790.375s'], ,[' 1081400860'],"[' 1216634  (Analyzed', ' 1216634)']","[' 3198     (Average', ' 380.44 Last', ' 12302)']",[' 17734.5 '],"[' 3093     (Average Length', ' 1.00 Splits', ' 0)']","[' 1216634  (Deleted', ' 1115261)']","[' 368      (Ratio', '   0.03%)']","[' 96816    (Ratio', '   7.96%)']","[' 1216634  (Average Length', '   41.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1216634  (Average', ' 843.50 Max', ' 18291 Sum', ' 1026232798)']","[' 1216634  (Average', ' 843.50 Max', ' 18291 Sum', ' 1026232798 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 102498  '],[' 19125   '],[' 101748  '],[' 94776   '],"[' 247574   (Atom=Atom', ' 58024 Body=Body', ' 58025 Other', ' 131525)']",[' Yes'],"[' 22217    (Eliminated', '    0 Frozen', ' 19125)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3451'],[' 5.57175'],[' 0'], ,[' 489.767'],[' 0'],[' 62.9947'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.15062e+09'],[' 2.96631e+09'],[' 0'],[' 1.05442e+10'],[' 0'],[' 0']
UNKNOWN,TA57,[' 3883+'],[' 3884'],"[' 1788.424s (Solving', ' 1743.46s 1st Model', ' 1685.35s Unsat', ' 0.00s)']",[' 1787.547s'], ,[' 1116773744'],"[' 1179537  (Analyzed', ' 1179537)']","[' 3201     (Average', ' 368.49 Last', ' 7262)']",[' 17623.2 '],"[' 3884     (Average Length', ' 1.00 Splits', ' 0)']","[' 1179537  (Deleted', ' 1079742)']","[' 383      (Ratio', '   0.03%)']","[' 95961    (Ratio', '   8.14%)']","[' 1179537  (Average Length', '   42.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1179537  (Average', ' 888.49 Max', ' 18288 Sum', ' 1048006390)']","[' 1179537  (Average', ' 888.49 Max', ' 18288 Sum', ' 1048006390 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 103289  '],[' 19125   '],[' 102539  '],[' 94776   '],"[' 247574   (Atom=Atom', ' 58024 Body=Body', ' 58025 Other', ' 131525)']",[' Yes'],"[' 23008    (Eliminated', '    0 Frozen', ' 19125)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3629'],[' 7.08691'],[' 0'], ,[' 489.497'],[' 0'],[' 63.7616'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.1087e+09'],[' 2.93085e+09'],[' 0'],[' 1.12099e+10'],[' 0'],[' 0']
UNKNOWN,TA58,[' 3578+'],[' 3579'],"[' 1789.153s (Solving', ' 1748.71s 1st Model', ' 1030.43s Unsat', ' 0.00s)']",[' 1788.313s'], ,[' 1090552048'],"[' 1163305  (Analyzed', ' 1163305)']","[' 3155     (Average', ' 368.72 Last', ' 5544)']",[' 17674.6 '],"[' 3579     (Average Length', ' 1.00 Splits', ' 0)']","[' 1163305  (Deleted', ' 1066001)']","[' 365      (Ratio', '   0.03%)']","[' 94222    (Ratio', '   8.10%)']","[' 1163305  (Average Length', '   42.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1163305  (Average', ' 882.81 Max', ' 18291 Sum', ' 1026980531)']","[' 1163305  (Average', ' 882.81 Max', ' 18291 Sum', ' 1026980531 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 102984  '],[' 19125   '],[' 102234  '],[' 94776   '],"[' 247574   (Atom=Atom', ' 58024 Body=Body', ' 58025 Other', ' 131525)']",[' Yes'],"[' 22703    (Eliminated', '    0 Frozen', ' 19125)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3618'],[' 6.67327'],[' 0'], ,[' 488.603'],[' 0'],[' 63.5788'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.07417e+09'],[' 2.89423e+09'],[' 0'],[' 1.06068e+10'],[' 0'],[' 0']
UNKNOWN,TA59,[' 3295+'],[' 3296'],"[' 1789.973s (Solving', ' 1752.64s 1st Model', ' 1678.20s Unsat', ' 0.00s)']",[' 1789.250s'], ,[' 1088175788'],"[' 1171395  (Analyzed', ' 1171395)']","[' 3329     (Average', ' 351.88 Last', ' 11365)']",[' 17554.2 '],"[' 3296     (Average Length', ' 1.00 Splits', ' 0)']","[' 1171395  (Deleted', ' 1069085)']","[' 374      (Ratio', '   0.03%)']","[' 95926    (Ratio', '   8.19%)']","[' 1171395  (Average Length', '   43.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1171395  (Average', ' 879.28 Max', ' 18298 Sum', ' 1029980971)']","[' 1171395  (Average', ' 879.28 Max', ' 18298 Sum', ' 1029980971 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 102701  '],[' 19125   '],[' 101951  '],[' 94776   '],"[' 247574   (Atom=Atom', ' 58024 Body=Body', ' 58025 Other', ' 131525)']",[' Yes'],"[' 22420    (Eliminated', '    0 Frozen', ' 19125)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3483'],[' 6.02745'],[' 0'], ,[' 485.052'],[' 0'],[' 63.1206'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.11176e+09'],[' 2.9307e+09'],[' 0'],[' 1.04765e+10'],[' 0'],[' 0']
UNKNOWN,TA60,[' 3297+'],[' 3298'],"[' 1789.690s (Solving', ' 1752.88s 1st Model', ' 1698.57s Unsat', ' 0.00s)']",[' 1789.078s'], ,[' 1066766730'],"[' 1206159  (Analyzed', ' 1206159)']","[' 2895     (Average', ' 416.64 Last', ' 14702)']",[' 17723.1 '],"[' 3298     (Average Length', ' 1.00 Splits', ' 0)']","[' 1206159  (Deleted', ' 1106450)']","[' 356      (Ratio', '   0.03%)']","[' 94712    (Ratio', '   7.85%)']","[' 1206159  (Average Length', '   41.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1206159  (Average', ' 835.74 Max', ' 18299 Sum', ' 1008030643)']","[' 1206159  (Average', ' 835.74 Max', ' 18299 Sum', ' 1008030643 Ratio', ' 100.00%)']","[' 0        (Average', '  0.00 Max', '   0 Sum', '      0 Ratio', '   0.00%)']", ,[' 102703  '],[' 19125   '],[' 101953  '],[' 94776   '],"[' 247574   (Atom=Atom', ' 58024 Body=Body', ' 58025 Other', ' 131525)']",[' Yes'],"[' 22422    (Eliminated', '    0 Frozen', ' 19125)']","[' 0        (Binary', '   0.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3416'],[' 5.98543'],[' 0'], ,[' 481.564'],[' 0'],[' 61.6765'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.09883e+09'],[' 2.91285e+09'],[' 0'],[' 1.06859e+10'],[' 0'],[' 0']
