Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA71, , ,[' 1'],[' 7013+'],[' 3513'],"[' 611.699s (Solving', ' 571.51s 1st Model', ' 199.47s Unsat', ' 0.00s)']",[' 609.688s'], ,[' 277020870'],"[' 4849080  (Analyzed', ' 4238835)']","[' 10559    (Average', ' 401.44 Last', ' 90641)']",[' 7070.9  '],"[' 3513     (Average Length', ' 1768.85 Splits', ' 0)']","[' 4238835  (Deleted', ' 4121238)']","[' 88       (Ratio', '   0.00%)']","[' 57917    (Ratio', '   1.37%)']","[' 4238835  (Average Length', '   18.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4238835  (Average', ' 61.71 Max', ' 9872 Sum', ' 261575433)']","[' 4236558  (Average', ' 60.72 Max', ' 8135 Sum', ' 257390056 Ratio', '  98.40%)']","[' 2277     (Average', ' 1838.11 Max', ' 2456 Sum', ' 4185377 Ratio', '   1.60%)']", ,[' 317723  '],[' 16101   '],[' 288149  '],[' 114384  '],"[' 299853   (Atom=Atom', ' 81597 Body=Body', ' 54072 Other', ' 164184)']",[' Yes'],"[' 20330    (Eliminated', '    0 Frozen', ' 20330)']","[' 11302    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.07223'],[' 0'], ,[' 212.271'],[' 0'],[' 17.2277'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.94053e+08'],[' 5.11948e+08'],[' 0'],[' 9.17945e+09'],[' 0'],[' 0'],[' 1358 '],[' 2468 '],[' 3359 '],[' 4216 '],[' 5105 '],[' 5881 '],[' 6 '],[' 0 ']
Solving...,TA72, , ,[' 1'],[' 7275+'],[' 3644'],"[' 611.072s (Solving', ' 571.67s 1st Model', ' 180.69s Unsat', ' 0.00s)']",[' 609.047s'], ,[' 244457757'],"[' 5410161  (Analyzed', ' 4701075)']","[' 11613    (Average', ' 404.81 Last', ' 42085)']",[' 7368.7  '],"[' 3644     (Average Length', ' 1793.76 Splits', ' 0)']","[' 4701075  (Deleted', ' 4585633)']","[' 98       (Ratio', '   0.00%)']","[' 47742    (Ratio', '   1.02%)']","[' 4701075  (Average Length', '   16.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4701075  (Average', ' 48.31 Max', ' 8996 Sum', ' 227098201)']","[' 4698965  (Average', ' 47.45 Max', ' 8925 Sum', ' 223042649 Ratio', '  98.21%)']","[' 2110     (Average', ' 1922.06 Max', ' 2465 Sum', ' 4055552 Ratio', '   1.79%)']", ,[' 319615  '],[' 15957   '],[' 289025  '],[' 115218  '],"[' 297912   (Atom=Atom', ' 81152 Body=Body', ' 53640 Other', ' 163120)']",[' Yes'],"[' 20280    (Eliminated', '    0 Frozen', ' 20280)']","[' 8197     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.10613'],[' 0'], ,[' 237.738'],[' 0'],[' 16.2053'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.91128e+08'],[' 4.21877e+08'],[' 0'],[' 1.11821e+10'],[' 0'],[' 0'],[' 1122 '],[' 2057 '],[' 2917 '],[' 3787 '],[' 4626 '],[' 5437 '],[' 6 '],[' 0 ']
Solving...,TA73, , ,[' 1'],[' 6643+'],[' 3328'],"[' 611.642s (Solving', ' 569.67s 1st Model', ' 143.25s Unsat', ' 0.00s)']",[' 608.313s'], ,[' 231449039'],"[' 5779606  (Analyzed', ' 5047729)']","[' 11946    (Average', ' 422.55 Last', ' 86636)']",[' 7474.9  '],"[' 3328     (Average Length', ' 1693.38 Splits', ' 0)']","[' 5047729  (Deleted', ' 4944936)']","[' 67       (Ratio', '   0.00%)']","[' 43422    (Ratio', '   0.86%)']","[' 5047729  (Average Length', '   18.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5047729  (Average', ' 42.65 Max', ' 9388 Sum', ' 215275630)']","[' 5045208  (Average', ' 41.79 Max', ' 9115 Sum', ' 210960475 Ratio', '  98.00%)']","[' 2521     (Average', ' 1711.68 Max', ' 2579 Sum', ' 4315155 Ratio', '   2.00%)']", ,[' 318185  '],[' 16053   '],[' 288148  '],[' 114400  '],"[' 298495   (Atom=Atom', ' 81220 Body=Body', ' 53928 Other', ' 163347)']",[' Yes'],"[' 20180    (Eliminated', '    0 Frozen', ' 20180)']","[' 8352     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.3533'],[' 0'], ,[' 247.282'],[' 0'],[' 16.6072'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.36609e+08'],[' 3.73332e+08'],[' 0'],[' 1.11311e+10'],[' 0'],[' 0'],[' 1399 '],[' 2384 '],[' 3180 '],[' 4159 '],[' 5224 '],[' 5824 '],[' 6 '],[' 0 ']
Solving...,TA74, , ,[' 1'],[' 6857+'],[' 3435'],"[' 613.552s (Solving', ' 564.78s 1st Model', ' 136.43s Unsat', ' 0.00s)']",[' 609.578s'], ,[' 199402786'],"[' 3674325  (Analyzed', ' 3140839)']","[' 8560     (Average', ' 366.92 Last', ' 31844)']",[' 7535.3  '],"[' 3435     (Average Length', ' 1735.82 Splits', ' 0)']","[' 3140839  (Deleted', ' 3052282)']","[' 81       (Ratio', '   0.00%)']","[' 39460    (Ratio', '   1.26%)']","[' 3140839  (Average Length', '   17.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 3140839  (Average', ' 58.28 Max', ' 10009 Sum', ' 183044757)']","[' 3138424  (Average', ' 56.91 Max', ' 9079 Sum', ' 178732385 Ratio', '  97.64%)']","[' 2415     (Average', ' 1785.66 Max', ' 2345 Sum', ' 4312372 Ratio', '   2.36%)']", ,[' 319994  '],[' 15946   '],[' 289008  '],[' 115327  '],"[' 297106   (Atom=Atom', ' 80899 Body=Body', ' 53607 Other', ' 162600)']",[' Yes'],"[' 20210    (Eliminated', '    0 Frozen', ' 20210)']","[' 7775     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.5968'],[' 0'], ,[' 218.139'],[' 0'],[' 15.614'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.68505e+08'],[' 3.19127e+08'],[' 0'],[' 7.80424e+09'],[' 0'],[' 0'],[' 1224 '],[' 2148 '],[' 2974 '],[' 3900 '],[' 4821 '],[' 5621 '],[' 6 '],[' 0 ']
Solving...,TA75, , ,[' 1'],[' 7335+'],[' 3674'],"[' 614.118s (Solving', ' 563.78s 1st Model', ' 225.55s Unsat', ' 0.00s)']",[' 610.250s'], ,[' 219489163'],"[' 2153344  (Analyzed', ' 1652427)']","[' 5644     (Average', ' 292.78 Last', ' 83700)']",[' 7246.0  '],"[' 3674     (Average Length', ' 1850.60 Splits', ' 0)']","[' 1652427  (Deleted', ' 1568836)']","[' 92       (Ratio', '   0.01%)']","[' 48411    (Ratio', '   2.93%)']","[' 1652427  (Average Length', '   17.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 1652427  (Average', ' 123.07 Max', ' 9946 Sum', ' 203358063)']","[' 1650213  (Average', ' 120.41 Max', ' 8817 Sum', ' 198965778 Ratio', '  97.84%)']","[' 2214     (Average', ' 1983.87 Max', ' 2663 Sum', ' 4392285 Ratio', '   2.16%)']", ,[' 320203  '],[' 16171   '],[' 289854  '],[' 115858  '],"[' 301353   (Atom=Atom', ' 82038 Body=Body', ' 54282 Other', ' 165033)']",[' Yes'],"[' 20545    (Eliminated', '    0 Frozen', ' 20545)']","[' 9681     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.90566'],[' 0'], ,[' 175.817'],[' 0'],[' 16.1217'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.69831e+08'],[' 4.0918e+08'],[' 0'],[' 5.27046e+09'],[' 0'],[' 0'],[' 1246 '],[' 2184 '],[' 3093 '],[' 4095 '],[' 4930 '],[' 5715 '],[' 6 '],[' 0 ']
Solving...,TA76, , ,[' 1'],[' 6845+'],[' 3429'],"[' 613.119s (Solving', ' 566.25s 1st Model', ' 299.29s Unsat', ' 0.00s)']",[' 609.922s'], ,[' 234776509'],"[' 3184370  (Analyzed', ' 2540870)']","[' 7533     (Average', ' 337.30 Last', ' 89540)']",[' 7174.8  '],"[' 3429     (Average Length', ' 1761.56 Splits', ' 0)']","[' 2540870  (Deleted', ' 2451370)']","[' 99       (Ratio', '   0.00%)']","[' 51572    (Ratio', '   2.03%)']","[' 2540870  (Average Length', '   16.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2540870  (Average', ' 86.02 Max', ' 8915 Sum', ' 218556782)']","[' 2538942  (Average', ' 84.67 Max', ' 8915 Sum', ' 215131737 Ratio', '  98.43%)']","[' 1928     (Average', ' 1776.48 Max', ' 2482 Sum', ' 3425045 Ratio', '   1.57%)']", ,[' 318901  '],[' 15926   '],[' 288442  '],[' 114663  '],"[' 296813   (Atom=Atom', ' 80813 Body=Body', ' 53547 Other', ' 162453)']",[' Yes'],"[' 20198    (Eliminated', '    0 Frozen', ' 20198)']","[' 9244     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.34274'],[' 0'], ,[' 185.459'],[' 0'],[' 16.6773'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.94019e+08'],[' 4.26023e+08'],[' 0'],[' 5.63234e+09'],[' 0'],[' 0'],[' 1144 '],[' 2135 '],[' 3029 '],[' 3908 '],[' 4762 '],[' 5626 '],[' 6 '],[' 0 ']
Solving...,TA77, , ,[' 1'],[' 6837+'],[' 3425'],"[' 612.710s (Solving', ' 566.67s 1st Model', ' 144.15s Unsat', ' 0.00s)']",[' 608.375s'], ,[' 210542047'],"[' 5644619  (Analyzed', ' 4716804)']","[' 11580    (Average', ' 407.32 Last', ' 95587)']",[' 7852.3  '],"[' 3425     (Average Length', ' 1728.77 Splits', ' 0)']","[' 4716804  (Deleted', ' 4618956)']","[' 36       (Ratio', '   0.00%)']","[' 37359    (Ratio', '   0.79%)']","[' 4716804  (Average Length', '   17.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4716804  (Average', ' 40.85 Max', ' 9333 Sum', ' 192695633)']","[' 4714259  (Average', ' 39.91 Max', ' 9333 Sum', ' 188228433 Ratio', '  97.68%)']","[' 2545     (Average', ' 1755.28 Max', ' 2400 Sum', ' 4467200 Ratio', '   2.32%)']", ,[' 317678  '],[' 15961   '],[' 287808  '],[' 114032  '],"[' 297327   (Atom=Atom', ' 80949 Body=Body', ' 53652 Other', ' 162726)']",[' Yes'],"[' 20149    (Eliminated', '    0 Frozen', ' 20149)']","[' 7411     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.14417'],[' 0'], ,[' 229.213'],[' 0'],[' 15.8379'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.63217e+08'],[' 3.1106e+08'],[' 0'],[' 8.75265e+09'],[' 0'],[' 0'],[' 1374 '],[' 2244 '],[' 3098 '],[' 3905 '],[' 4856 '],[' 5624 '],[' 6 '],[' 0 ']
Solving...,TA78, , ,[' 1'],[' 6471+'],[' 3242'],"[' 611.989s (Solving', ' 570.13s 1st Model', ' 131.62s Unsat', ' 0.00s)']",[' 607.266s'], ,[' 193138045'],"[' 4884128  (Analyzed', ' 4288159)']","[' 10798    (Average', ' 397.13 Last', ' 152903)']",[' 7367.9  '],"[' 3242     (Average Length', ' 1657.62 Splits', ' 0)']","[' 4288159  (Deleted', ' 4187148)']","[' 70       (Ratio', '   0.00%)']","[' 35081    (Ratio', '   0.82%)']","[' 4288159  (Average Length', '   19.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4288159  (Average', ' 41.61 Max', ' 10514 Sum', ' 178429751)']","[' 4285576  (Average', ' 40.50 Max', ' 9996 Sum', ' 173652619 Ratio', '  97.32%)']","[' 2583     (Average', ' 1849.45 Max', ' 2352 Sum', ' 4777132 Ratio', '   2.68%)']", ,[' 318223  '],[' 16106   '],[' 287767  '],[' 114833  '],"[' 298967   (Atom=Atom', ' 81346 Body=Body', ' 54087 Other', ' 163534)']",[' Yes'],"[' 20165    (Eliminated', '    0 Frozen', ' 20165)']","[' 6741     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 8.06007'],[' 0'], ,[' 253.812'],[' 0'],[' 15.3737'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.53954e+08'],[' 3.03835e+08'],[' 0'],[' 1.05947e+10'],[' 0'],[' 0'],[' 1306 '],[' 2206 '],[' 3139 '],[' 4216 '],[' 5085 '],[' 5728 '],[' 6 '],[' 0 ']
Solving...,TA79, , ,[' 1'],[' 6785+'],[' 3399'],"[' 613.039s (Solving', ' 566.00s 1st Model', ' 207.02s Unsat', ' 0.00s)']",[' 608.078s'], ,[' 225519958'],"[' 3108146  (Analyzed', ' 2484600)']","[' 7360     (Average', ' 337.58 Last', ' 76450)']",[' 7236.6  '],"[' 3399     (Average Length', ' 1732.24 Splits', ' 0)']","[' 2484600  (Deleted', ' 2395738)']","[' 66       (Ratio', '   0.00%)']","[' 48887    (Ratio', '   1.97%)']","[' 2484600  (Average Length', '   18.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2484600  (Average', ' 84.55 Max', ' 10008 Sum', ' 210065706)']","[' 2482225  (Average', ' 82.82 Max', ' 10008 Sum', ' 205784691 Ratio', '  97.96%)']","[' 2375     (Average', ' 1802.53 Max', ' 2400 Sum', ' 4281015 Ratio', '   2.04%)']", ,[' 320900  '],[' 16134   '],[' 289963  '],[' 115897  '],"[' 300035   (Atom=Atom', ' 81615 Body=Body', ' 54171 Other', ' 164249)']",[' Yes'],"[' 20357    (Eliminated', '    0 Frozen', ' 20357)']","[' 9230     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.24461'],[' 0'], ,[' 197.527'],[' 0'],[' 16.5709'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.68352e+08'],[' 4.07082e+08'],[' 0'],[' 6.75776e+09'],[' 0'],[' 0'],[' 1217 '],[' 2069 '],[' 2957 '],[' 3951 '],[' 4851 '],[' 5643 '],[' 6 '],[' 0 ']
Solving...,TA80, , ,[' 1'],[' 6663+'],[' 3338'],"[' 612.761s (Solving', ' 566.69s 1st Model', ' 167.48s Unsat', ' 0.00s)']",[' 609.813s'], ,[' 227639263'],"[' 3157840  (Analyzed', ' 2680659)']","[' 7624     (Average', ' 351.61 Last', ' 45534)']",[' 7422.5  '],"[' 3338     (Average Length', ' 1694.56 Splits', ' 0)']","[' 2680659  (Deleted', ' 2592138)']","[' 71       (Ratio', '   0.00%)']","[' 48592    (Ratio', '   1.81%)']","[' 2680659  (Average Length', '   18.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 2680659  (Average', ' 79.11 Max', ' 10644 Sum', ' 212078044)']","[' 2678257  (Average', ' 77.51 Max', ' 8927 Sum', ' 207782566 Ratio', '  97.97%)']","[' 2402     (Average', ' 1788.29 Max', ' 2375 Sum', ' 4295478 Ratio', '   2.03%)']", ,[' 318434  '],[' 16111   '],[' 288666  '],[' 114411  '],"[' 299298   (Atom=Atom', ' 81462 Body=Body', ' 54102 Other', ' 163734)']",[' Yes'],"[' 20246    (Eliminated', '    0 Frozen', ' 20246)']","[' 9191     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 9.16229'],[' 0'], ,[' 203.736'],[' 0'],[' 16.5409'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 4.54422e+08'],[' 3.94463e+08'],[' 0'],[' 6.86622e+09'],[' 0'],[' 0'],[' 1214 '],[' 2213 '],[' 2993 '],[' 3907 '],[' 4711 '],[' 5481 '],[' 6 '],[' 0 ']
