Optimal Found Or Timeout,Instances,Solving...,Solving...,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA51, , , , ,[' 1'],[' 3841+'],[' 1924'],"[' 1002.557s (Solving', ' 993.00s 1st Model', ' 418.82s Unsat', ' 0.00s)']",[' 999.219s'], ,[' 325668759'],"[' 15822953 (Analyzed', ' 15404954)']","[' 30804    (Average', ' 500.10 Last', ' 905331)']",[' 3593.5  '],"[' 1924     (Average Length', ' 1009.66 Splits', ' 0)']","[' 15404954 (Deleted', ' 15264791)']","[' 403      (Ratio', '   0.00%)']","[' 34694    (Ratio', '   0.23%)']","[' 15404954 (Average Length', '   14.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15404954 (Average', ' 20.76 Max', ' 3203 Sum', ' 319791257)']","[' 15404442 (Average', ' 20.73 Max', ' 3203 Sum', ' 319273723 Ratio', '  99.84%)']","[' 512      (Average', ' 1010.81 Max', ' 1217 Sum', ' 517534 Ratio', '   0.16%)']", ,[' 92038   '],[' 5915    '],[' 85929   '],[' 38896   '],"[' 114352   (Atom=Atom', ' 29843 Body=Body', ' 19775 Other', ' 64734)']",[' Yes'],"[' 7918     (Eliminated', '    0 Frozen', ' 7918)']","[' 5114     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.09101'],[' 0'], ,[' 535.357'],[' 0'],[' 27.1403'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.06471e+09'],[' 8.6757e+08'],[' 0'],[' 2.7383e+10'],[' 0'],[' 0'],[' 1119 '],[' 2156 '],[' 2963 '],[' 3 '],[' 0 ']
Solving...,TA52, , , , ,[' 1'],[' 3473+'],[' 1740'],"[' 1002.295s (Solving', ' 993.65s 1st Model', ' 157.73s Unsat', ' 0.00s)']",[' 998.531s'], ,[' 334604585'],"[' 14861335 (Analyzed', ' 14644706)']","[' 28014    (Average', ' 522.76 Last', ' 566374)']",[' 3492.8  '],"[' 1740     (Average Length', ' 899.15 Splits', ' 0)']","[' 14644706 (Deleted', ' 14515765)']","[' 387      (Ratio', '   0.00%)']","[' 37891    (Ratio', '   0.26%)']","[' 14644706 (Average Length', '   17.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 14644706 (Average', ' 22.50 Max', ' 3274 Sum', ' 329446725)']","[' 14644150 (Average', ' 22.46 Max', ' 3274 Sum', ' 328941734 Ratio', '  99.85%)']","[' 556      (Average', ' 908.26 Max', ' 1015 Sum', ' 504991 Ratio', '   0.15%)']", ,[' 92356   '],[' 6003    '],[' 86011   '],[' 39154   '],"[' 115196   (Atom=Atom', ' 30011 Body=Body', ' 20039 Other', ' 65146)']",[' Yes'],"[' 7824     (Eliminated', '    0 Frozen', ' 7824)']","[' 5406     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.91607'],[' 0'], ,[' 508.282'],[' 0'],[' 27.2554'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.13205e+09'],[' 9.3503e+08'],[' 0'],[' 2.49492e+10'],[' 0'],[' 0'],[' 1211 '],[' 2225 '],[' 3085 '],[' 3 '],[' 0 ']
Solving...,TA53, , , , ,[' 1'],[' 3567+'],[' 1787'],"[' 1002.364s (Solving', ' 993.62s 1st Model', ' 368.47s Unsat', ' 0.00s)']",[' 999.672s'], ,[' 366815655'],"[' 11645328 (Analyzed', ' 11429423)']","[' 25355    (Average', ' 450.78 Last', ' 947539)']",[' 3415.1  '],"[' 1787     (Average Length', ' 932.63 Splits', ' 0)']","[' 11429423 (Deleted', ' 11327971)']","[' 336      (Ratio', '   0.00%)']","[' 38111    (Ratio', '   0.33%)']","[' 11429423 (Average Length', '   15.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11429423 (Average', ' 31.66 Max', ' 3385 Sum', ' 361847521)']","[' 11428929 (Average', ' 31.62 Max', ' 3218 Sum', ' 361349266 Ratio', '  99.86%)']","[' 494      (Average', ' 1008.61 Max', ' 1119 Sum', ' 498255 Ratio', '   0.14%)']", ,[' 92614   '],[' 6021    '],[' 86396   '],[' 39232   '],"[' 115531   (Atom=Atom', ' 30130 Body=Body', ' 20093 Other', ' 65308)']",[' Yes'],"[' 7938     (Eliminated', '    0 Frozen', ' 7938)']","[' 5362     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.90856'],[' 0'], ,[' 466.753'],[' 0'],[' 27.9924'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.33129e+09'],[' 1.10876e+09'],[' 0'],[' 2.13263e+10'],[' 0'],[' 0'],[' 1054 '],[' 1973 '],[' 2854 '],[' 3 '],[' 0 ']
Solving...,TA54, , , , ,[' 1'],[' 3463+'],[' 1735'],"[' 1002.331s (Solving', ' 993.57s 1st Model', ' 136.99s Unsat', ' 0.00s)']",[' 998.203s'], ,[' 342684936'],"[' 14030827 (Analyzed', ' 13734446)']","[' 26088    (Average', ' 526.47 Last', ' 321130)']",[' 3505.8  '],"[' 1735     (Average Length', ' 914.25 Splits', ' 0)']","[' 13734446 (Deleted', ' 13604653)']","[' 358      (Ratio', '   0.00%)']","[' 37757    (Ratio', '   0.27%)']","[' 13734446 (Average Length', '   16.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13734446 (Average', ' 24.57 Max', ' 3306 Sum', ' 337489603)']","[' 13733922 (Average', ' 24.54 Max', ' 3306 Sum', ' 337021427 Ratio', '  99.86%)']","[' 524      (Average', ' 893.47 Max', ' 1015 Sum', ' 468176 Ratio', '   0.14%)']", ,[' 92415   '],[' 6017    '],[' 86141   '],[' 39153   '],"[' 115317   (Atom=Atom', ' 30062 Body=Body', ' 20081 Other', ' 65174)']",[' Yes'],"[' 7883     (Eliminated', '    0 Frozen', ' 7883)']","[' 5392     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.91806'],[' 0'], ,[' 499.127'],[' 0'],[' 27.5209'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.18217e+09'],[' 9.78267e+08'],[' 0'],[' 2.5146e+10'],[' 0'],[' 0'],[' 1162 '],[' 2084 '],[' 2921 '],[' 3 '],[' 0 ']
Solving...,TA55, , , , ,[' 1'],[' 3307+'],[' 1657'],"[' 1002.111s (Solving', ' 994.13s 1st Model', ' 157.52s Unsat', ' 0.00s)']",[' 999.078s'], ,[' 346075264'],"[' 12504924 (Analyzed', ' 12201913)']","[' 23815    (Average', ' 512.36 Last', ' 181407)']",[' 3400.3  '],"[' 1657     (Average Length', ' 864.19 Splits', ' 0)']","[' 12201913 (Deleted', ' 12094593)']","[' 441      (Ratio', '   0.00%)']","[' 37873    (Ratio', '   0.31%)']","[' 12201913 (Average Length', '   16.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12201913 (Average', ' 27.96 Max', ' 3407 Sum', ' 341133712)']","[' 12201388 (Average', ' 27.92 Max', ' 3148 Sum', ' 340639375 Ratio', '  99.86%)']","[' 525      (Average', ' 941.59 Max', ' 1045 Sum', ' 494337 Ratio', '   0.14%)']", ,[' 92187   '],[' 5984    '],[' 85814   '],[' 38923   '],"[' 114615   (Atom=Atom', ' 29852 Body=Body', ' 19982 Other', ' 64781)']",[' Yes'],"[' 7732     (Eliminated', '    0 Frozen', ' 7732)']","[' 5243     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.77216'],[' 0'], ,[' 487.291'],[' 0'],[' 27.3597'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.24962e+09'],[' 1.03986e+09'],[' 0'],[' 2.34504e+10'],[' 0'],[' 0'],[' 1135 '],[' 2180 '],[' 2990 '],[' 3 '],[' 0 ']
Solving...,TA56, , , , ,[' 1'],[' 3301+'],[' 1654'],"[' 1002.161s (Solving', ' 993.97s 1st Model', ' 15.59s Unsat', ' 0.00s)']",[' 998.516s'], ,[' 292451858'],"[' 21932582 (Analyzed', ' 21592963)']","[' 39741    (Average', ' 543.34 Last', ' 19154)']",[' 3556.5  '],"[' 1654     (Average Length', ' 871.11 Splits', ' 0)']","[' 21592963 (Deleted', ' 21399808)']","[' 348      (Ratio', '   0.00%)']","[' 31196    (Ratio', '   0.14%)']","[' 21592963 (Average Length', '   16.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 21592963 (Average', ' 13.29 Max', ' 3410 Sum', ' 287050350)']","[' 21592406 (Average', ' 13.27 Max', ' 3410 Sum', ' 286556137 Ratio', '  99.83%)']","[' 557      (Average', ' 887.28 Max', ' 1012 Sum', ' 494213 Ratio', '   0.17%)']", ,[' 91822   '],[' 5948    '],[' 85439   '],[' 38776   '],"[' 114058   (Atom=Atom', ' 29705 Body=Body', ' 19874 Other', ' 64479)']",[' Yes'],"[' 7701     (Eliminated', '    0 Frozen', ' 7701)']","[' 4299     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.80328'],[' 0'], ,[' 582.089'],[' 0'],[' 25.8942'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.30509e+08'],[' 6.70221e+08'],[' 0'],[' 3.1061e+10'],[' 0'],[' 0'],[' 1294 '],[' 2281 '],[' 3154 '],[' 3 '],[' 0 ']
Solving...,TA57, , , , ,[' 1'],[' 3361+'],[' 1684'],"[' 1002.190s (Solving', ' 994.01s 1st Model', ' 51.64s Unsat', ' 0.00s)']",[' 998.984s'], ,[' 302291957'],"[' 17569306 (Analyzed', ' 17239515)']","[' 31311    (Average', ' 550.59 Last', ' 185313)']",[' 3412.5  '],"[' 1684     (Average Length', ' 879.39 Splits', ' 0)']","[' 17239515 (Deleted', ' 17072843)']","[' 356      (Ratio', '   0.00%)']","[' 36252    (Ratio', '   0.21%)']","[' 17239515 (Average Length', '   16.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 17239515 (Average', ' 17.24 Max', ' 3191 Sum', ' 297246648)']","[' 17238927 (Average', ' 17.21 Max', ' 3191 Sum', ' 296668740 Ratio', '  99.81%)']","[' 588      (Average', ' 982.84 Max', ' 1072 Sum', ' 577908 Ratio', '   0.19%)']", ,[' 92138   '],[' 5985    '],[' 85765   '],[' 38996   '],"[' 114740   (Atom=Atom', ' 29883 Body=Body', ' 19985 Other', ' 64872)']",[' Yes'],"[' 7763     (Eliminated', '    0 Frozen', ' 7763)']","[' 5577     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.77719'],[' 0'], ,[' 559.498'],[' 0'],[' 26.7922'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.39124e+08'],[' 7.70957e+08'],[' 0'],[' 2.99478e+10'],[' 0'],[' 0'],[' 1241 '],[' 2381 '],[' 3230 '],[' 3 '],[' 0 ']
Solving...,TA58, , , , ,[' 1'],[' 3453+'],[' 1730'],"[' 1002.321s (Solving', ' 993.61s 1st Model', ' 105.92s Unsat', ' 0.00s)']",[' 997.844s'], ,[' 341593521'],"[' 16331645 (Analyzed', ' 16060779)']","[' 29284    (Average', ' 548.45 Last', ' 298802)']",[' 3506.7  '],"[' 1730     (Average Length', ' 892.38 Splits', ' 0)']","[' 16060779 (Deleted', ' 15903953)']","[' 397      (Ratio', '   0.00%)']","[' 36023    (Ratio', '   0.22%)']","[' 16060779 (Average Length', '   16.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16060779 (Average', ' 20.94 Max', ' 3223 Sum', ' 336330149)']","[' 16060250 (Average', ' 20.91 Max', ' 3223 Sum', ' 335855913 Ratio', '  99.86%)']","[' 529      (Average', ' 896.48 Max', ' 1911 Sum', ' 474236 Ratio', '   0.14%)']", ,[' 92547   '],[' 6021    '],[' 86231   '],[' 39199   '],"[' 115418   (Atom=Atom', ' 30073 Body=Body', ' 20093 Other', ' 65252)']",[' Yes'],"[' 7852     (Eliminated', '    0 Frozen', ' 7852)']","[' 4839     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.9248'],[' 0'], ,[' 507.359'],[' 0'],[' 27.1209'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.12743e+09'],[' 9.21439e+08'],[' 0'],[' 2.43813e+10'],[' 0'],[' 0'],[' 1141 '],[' 2172 '],[' 3090 '],[' 3 '],[' 0 ']
Solving...,TA59, , , , ,[' 1'],[' 3523+'],[' 1765'],"[' 1002.216s (Solving', ' 993.88s 1st Model', ' 440.86s Unsat', ' 0.00s)']",[' 997.203s'], ,[' 310104800'],"[' 11825420 (Analyzed', ' 11544315)']","[' 26358    (Average', ' 437.98 Last', ' 577097)']",[' 3331.4  '],"[' 1765     (Average Length', ' 924.02 Splits', ' 0)']","[' 11544315 (Deleted', ' 11434773)']","[' 388      (Ratio', '   0.00%)']","[' 35696    (Ratio', '   0.31%)']","[' 11544315 (Average Length', '   14.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11544315 (Average', ' 26.44 Max', ' 3379 Sum', ' 305273981)']","[' 11543803 (Average', ' 26.40 Max', ' 3053 Sum', ' 304757477 Ratio', '  99.83%)']","[' 512      (Average', ' 1008.80 Max', ' 1157 Sum', ' 516504 Ratio', '   0.17%)']", ,[' 92167   '],[' 5960    '],[' 85917   '],[' 38915   '],"[' 114559   (Atom=Atom', ' 29864 Body=Body', ' 19910 Other', ' 64785)']",[' Yes'],"[' 7818     (Eliminated', '    0 Frozen', ' 7818)']","[' 5412     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.83139'],[' 0'], ,[' 513.497'],[' 0'],[' 27.2479'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.15115e+09'],[' 9.64053e+08'],[' 0'],[' 2.58182e+10'],[' 0'],[' 0'],[' 958 '],[' 1958 '],[' 2877 '],[' 3 '],[' 0 ']
Solving...,TA60, , , , ,[' 1'],[' 3633+'],[' 1820'],"[' 1002.323s (Solving', ' 993.78s 1st Model', ' 224.10s Unsat', ' 0.00s)']",[' 999.141s'], ,[' 354135813'],"[' 10385633 (Analyzed', ' 10107202)']","[' 21005    (Average', ' 481.18 Last', ' 329464)']",[' 3360.8  '],"[' 1820     (Average Length', ' 945.24 Splits', ' 0)']","[' 10107202 (Deleted', ' 10011206)']","[' 365      (Ratio', '   0.00%)']","[' 38275    (Ratio', '   0.38%)']","[' 10107202 (Average Length', '   15.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10107202 (Average', ' 34.56 Max', ' 3450 Sum', ' 349330831)']","[' 10106631 (Average', ' 34.50 Max', ' 3152 Sum', ' 348690690 Ratio', '  99.82%)']","[' 571      (Average', ' 1121.09 Max', ' 1241 Sum', ' 640141 Ratio', '   0.18%)']", ,[' 92504   '],[' 5974    '],[' 86253   '],[' 39105   '],"[' 114972   (Atom=Atom', ' 29975 Body=Body', ' 19952 Other', ' 65045)']",[' Yes'],"[' 7860     (Eliminated', '    0 Frozen', ' 7860)']","[' 5702     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 1.86366'],[' 0'], ,[' 467.732'],[' 0'],[' 28.1279'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.31075e+09'],[' 1.10089e+09'],[' 0'],[' 2.18186e+10'],[' 0'],[' 0'],[' 1038 '],[' 2145 '],[' 3000 '],[' 3 '],[' 0 ']
