Optimal Found Or Timeout,Instances,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 
Solving...,TA71, ,[' 1'],[' 9509+'],[' 4758'],"[' 764.802s (Solving', ' 670.17s 1st Model', ' 408.44s Unsat', ' 0.00s)']",[' 761.484s'], ,[' 457178326'],"[' 953497   (Analyzed', ' 498600)']","[' 4387     (Average', ' 113.65 Last', ' 64380)']",[' 18133.8 '],"[' 4758     (Average Length', ' 2287.43 Splits', ' 0)']","[' 498600   (Deleted', ' 443162)']","[' 942      (Ratio', '   0.19%)']","[' 34686    (Ratio', '   6.96%)']","[' 498600   (Average Length', '   54.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 498600   (Average', ' 788.61 Max', ' 27221 Sum', ' 393199522)']","[' 494775   (Average', ' 764.56 Max', ' 27221 Sum', ' 381210999 Ratio', '  96.95%)']","[' 3825     (Average', ' 3134.25 Max', ' 18975 Sum', ' 11988523 Ratio', '   3.05%)']", ,[' 408581  '],[' 42896   '],[' 407149  '],[' 284597  '],"[' 853787   (Atom=Atom', ' 247527 Body=Body', ' 139968 Other', ' 466292)']",[' Yes'],"[' 43464    (Eliminated', '    0 Frozen', ' 43464)']","[' 6985     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 14.9182'],[' 0'], ,[' 316.381'],[' 0'],[' 27.8785'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.96925e+08'],[' 7.42527e+08'],[' 0'],[' 1.57826e+10'],[' 0'],[' 0'],[' 2712 '],[' 5074 '],[' 16795 ']
Solving...,TA72, ,[' 1'],[' 8931+'],[' 4469'],"[' 1376.873s (Solving', ' 1264.14s 1st Model', ' 985.61s Unsat', ' 0.00s)']",[' 1371.891s'], ,[' 858292506'],"[' 1169157  (Analyzed', ' 777873)']","[' 4758     (Average', ' 163.49 Last', ' 42215)']",[' 22138.1 '],"[' 4469     (Average Length', ' 2226.00 Splits', ' 0)']","[' 777873   (Deleted', ' 699576)']","[' 381      (Ratio', '   0.05%)']","[' 64414    (Ratio', '   8.28%)']","[' 777873   (Average Length', '   47.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 777873   (Average', ' 991.63 Max', ' 28882 Sum', ' 771363055)']","[' 776525   (Average', ' 988.24 Max', ' 28882 Sum', ' 768722165 Ratio', '  99.66%)']","[' 1348     (Average', ' 1959.12 Max', ' 2203 Sum', ' 2640890 Ratio', '   0.34%)']", ,[' 400422  '],[' 42275   '],[' 397937  '],[' 279145  '],"[' 837431   (Atom=Atom', ' 243802 Body=Body', ' 138241 Other', ' 455388)']",[' Yes'],"[' 41742    (Eliminated', '    0 Frozen', ' 41742)']","[' 8220     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 19.3952'],[' 0'], ,[' 515.042'],[' 0'],[' 59.4803'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.01435e+09'],[' 1.91647e+09'],[' 0'],[' 1.59204e+10'],[' 0'],[' 0'],[' 2232 '],[' 14508 '],[' 15386 ']
Solving...,TA73, ,[' 1'],[' 12575+'],[' 6291'],"[' 1602.437s (Solving', ' 1435.60s 1st Model', ' 1106.63s Unsat', ' 0.00s)']",[' 1594.734s'], ,[' 967209141'],"[' 1242930  (Analyzed', ' 534797)']","[' 4967     (Average', ' 107.67 Last', ' 41295)']",[' 21683.8 '],"[' 6291     (Average Length', ' 2907.71 Splits', ' 0)']","[' 534797   (Deleted', ' 456169)']","[' 1229     (Ratio', '   0.23%)']","[' 62052    (Ratio', '  11.60%)']","[' 534797   (Average Length', '   34.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 534797   (Average', ' 1604.07 Max', ' 25403 Sum', ' 857850280)']","[' 531284   (Average', ' 1586.09 Max', ' 25403 Sum', ' 848238174 Ratio', '  98.88%)']","[' 3513     (Average', ' 2736.15 Max', ' 5408 Sum', ' 9612106 Ratio', '   1.12%)']", ,[' 410835  '],[' 42561   '],[' 410599  '],[' 285269  '],"[' 855803   (Atom=Atom', ' 248362 Body=Body', ' 139805 Other', ' 467636)']",[' Yes'],"[' 44323    (Eliminated', '    0 Frozen', ' 44323)']","[' 10568    (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 28.4981'],[' 0'], ,[' 574.341'],[' 0'],[' 68.5378'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 2.16551e+09'],[' 2.06185e+09'],[' 0'],[' 1.33837e+10'],[' 0'],[' 0'],[' 2542 '],[' 4552 '],[' 6795 ']
Solving...,TA74, ,[' 1'],[' 13293+'],[' 6650'],"[' 1346.712s (Solving', ' 1170.63s 1st Model', ' 819.71s Unsat', ' 0.00s)']",[' 1342.844s'], ,[' 822486942'],"[' 1479442  (Analyzed', ' 353076)']","[' 4822     (Average', ' 73.22 Last', ' 11051)']",[' 21902.1 '],"[' 6650     (Average Length', ' 3085.02 Splits', ' 0)']","[' 353076   (Deleted', ' 294326)']","[' 1238     (Ratio', '   0.35%)']","[' 44630    (Ratio', '  12.64%)']","[' 353076   (Average Length', '   33.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 353076   (Average', ' 2006.02 Max', ' 26441 Sum', ' 708279112)']","[' 348900   (Average', ' 1971.59 Max', ' 26441 Sum', ' 696121761 Ratio', '  98.28%)']","[' 4176     (Average', ' 2911.24 Max', ' 5772 Sum', ' 12157351 Ratio', '   1.72%)']", ,[' 406922  '],[' 42210   '],[' 407124  '],[' 283064  '],"[' 849188   (Atom=Atom', ' 246421 Body=Body', ' 139541 Other', ' 463226)']",[' Yes'],"[' 44412    (Eliminated', '    0 Frozen', ' 44412)']","[' 7025     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 30.7458'],[' 0'], ,[' 469.019'],[' 0'],[' 57.2194'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.73791e+09'],[' 1.65895e+09'],[' 0'],[' 1.06231e+10'],[' 0'],[' 0'],[' 2182 '],[' 4335 '],[' 6387 ']
Solving...,TA75, ,[' 1'],[' 12471+'],[' 6239'],"[' 1204.670s (Solving', ' 1055.66s 1st Model', ' 738.40s Unsat', ' 0.00s)']",[' 1200.703s'], ,[' 787576931'],"[' 1155204  (Analyzed', ' 376658)']","[' 4839     (Average', ' 77.84 Last', ' 24392)']",[' 20964.5 '],"[' 6239     (Average Length', ' 2945.61 Splits', ' 0)']","[' 376658   (Deleted', ' 314396)']","[' 1079     (Ratio', '   0.29%)']","[' 47188    (Ratio', '  12.53%)']","[' 376658   (Average Length', '   34.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 376658   (Average', ' 1822.74 Max', ' 26420 Sum', ' 686547868)']","[' 372799   (Average', ' 1790.11 Max', ' 26420 Sum', ' 674260469 Ratio', '  98.21%)']","[' 3859     (Average', ' 3184.09 Max', ' 5570 Sum', ' 12287399 Ratio', '   1.79%)']", ,[' 410470  '],[' 42835   '],[' 410533  '],[' 286653  '],"[' 859955   (Atom=Atom', ' 249328 Body=Body', ' 140223 Other', ' 470404)']",[' Yes'],"[' 44892    (Eliminated', '    0 Frozen', ' 44892)']","[' 8547     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 25.363'],[' 0'], ,[' 408.935'],[' 0'],[' 53.2893'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.64378e+09'],[' 1.56521e+09'],[' 0'],[' 8.67196e+09'],[' 0'],[' 0'],[' 2340 '],[' 4458 '],[' 6909 ']
Solving...,TA76, ,[' 1'],[' 12543+'],[' 6275'],"[' 1156.259s (Solving', ' 1000.20s 1st Model', ' 681.87s Unsat', ' 0.00s)']",[' 1149.672s'], ,[' 742931395'],"[' 1048246  (Analyzed', ' 356569)']","[' 4762     (Average', ' 74.88 Last', ' 25580)']",[' 21127.4 '],"[' 6275     (Average Length', ' 2920.41 Splits', ' 0)']","[' 356569   (Deleted', ' 297043)']","[' 1055     (Ratio', '   0.30%)']","[' 44840    (Ratio', '  12.58%)']","[' 356569   (Average Length', '   34.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 356569   (Average', ' 1794.47 Max', ' 26479 Sum', ' 639852889)']","[' 352725   (Average', ' 1760.95 Max', ' 26479 Sum', ' 627898589 Ratio', '  98.13%)']","[' 3844     (Average', ' 3109.86 Max', ' 5407 Sum', ' 11954300 Ratio', '   1.87%)']", ,[' 408218  '],[' 42593   '],[' 407897  '],[' 284672  '],"[' 854012   (Atom=Atom', ' 247806 Body=Body', ' 139764 Other', ' 466442)']",[' Yes'],"[' 44270    (Eliminated', '    0 Frozen', ' 44270)']","[' 8178     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 26.7319'],[' 0'], ,[' 387.377'],[' 0'],[' 50.8323'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.56227e+09'],[' 1.48698e+09'],[' 0'],[' 7.54801e+09'],[' 0'],[' 0'],[' 2361 '],[' 4490 '],[' 6708 ']
Solving...,TA77, ,[' 1'],[' 13547+'],[' 6777'],"[' 1032.881s (Solving', ' 869.49s 1st Model', ' 538.33s Unsat', ' 0.00s)']",[' 1027.453s'], ,[' 634533729'],"[' 1325432  (Analyzed', ' 295477)']","[' 4811     (Average', ' 61.42 Last', ' 18959)']",[' 21262.0 '],"[' 6777     (Average Length', ' 3152.31 Splits', ' 0)']","[' 295477   (Deleted', ' 245740)']","[' 1198     (Ratio', '   0.41%)']","[' 34901    (Ratio', '  11.81%)']","[' 295477   (Average Length', '   35.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 295477   (Average', ' 1773.78 Max', ' 27130 Sum', ' 524112592)']","[' 291648   (Average', ' 1728.31 Max', ' 27130 Sum', ' 510676860 Ratio', '  97.44%)']","[' 3829     (Average', ' 3508.94 Max', ' 5803 Sum', ' 13435732 Ratio', '   2.56%)']", ,[' 406708  '],[' 42197   '],[' 406863  '],[' 284225  '],"[' 852671   (Atom=Atom', ' 247676 Body=Body', ' 139447 Other', ' 465548)']",[' Yes'],"[' 44349    (Eliminated', '    0 Frozen', ' 44349)']","[' 6442     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 27.2679'],[' 0'], ,[' 347.474'],[' 0'],[' 43.3282'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.32018e+09'],[' 1.2571e+09'],[' 0'],[' 7.51786e+09'],[' 0'],[' 0'],[' 2332 '],[' 4467 '],[' 6666 ']
Solving...,TA78, ,[' 1'],[' 11731+'],[' 5869'],"[' 1300.629s (Solving', ' 1154.78s 1st Model', ' 843.32s Unsat', ' 0.00s)']",[' 1295.031s'], ,[' 800145549'],"[' 996564   (Analyzed', ' 391042)']","[' 4547     (Average', ' 86.00 Last', ' 36105)']",[' 20780.8 '],"[' 5869     (Average Length', ' 2775.86 Splits', ' 0)']","[' 391042   (Deleted', ' 325269)']","[' 1242     (Ratio', '   0.32%)']","[' 51193    (Ratio', '  13.09%)']","[' 391042   (Average Length', '   33.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 391042   (Average', ' 1803.85 Max', ' 26452 Sum', ' 705380180)']","[' 387160   (Average', ' 1774.16 Max', ' 26452 Sum', ' 693771474 Ratio', '  98.35%)']","[' 3882     (Average', ' 2990.39 Max', ' 5222 Sum', ' 11608706 Ratio', '   1.65%)']", ,[' 406256  '],[' 42408   '],[' 405853  '],[' 283604  '],"[' 850808   (Atom=Atom', ' 246820 Body=Body', ' 139682 Other', ' 464306)']",[' Yes'],"[' 44003    (Eliminated', '    0 Frozen', ' 44003)']","[' 7967     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 24.3056'],[' 0'], ,[' 463.526'],[' 0'],[' 58.7393'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.70845e+09'],[' 1.6278e+09'],[' 0'],[' 1.02354e+10'],[' 0'],[' 0'],[' 2291 '],[' 4466 '],[' 6612 ']
Solving...,TA79, ,[' 1'],[' 13669+'],[' 6838'],"[' 1225.647s (Solving', ' 1050.10s 1st Model', ' 703.32s Unsat', ' 0.00s)']",[' 1219.094s'], ,[' 729528274'],"[' 1421237  (Analyzed', ' 317890)']","[' 5103     (Average', ' 62.29 Last', ' 43202)']",[' 21476.4 '],"[' 6838     (Average Length', ' 3189.58 Splits', ' 0)']","[' 317890   (Deleted', ' 263112)']","[' 1065     (Ratio', '   0.34%)']","[' 40760    (Ratio', '  12.82%)']","[' 317890   (Average Length', '   32.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 317890   (Average', ' 1946.90 Max', ' 26610 Sum', ' 618901522)']","[' 313403   (Average', ' 1897.84 Max', ' 26610 Sum', ' 603305772 Ratio', '  97.48%)']","[' 4487     (Average', ' 3475.76 Max', ' 5980 Sum', ' 15595750 Ratio', '   2.52%)']", ,[' 406457  '],[' 42496   '],[' 406520  '],[' 284522  '],"[' 853562   (Atom=Atom', ' 247953 Body=Body', ' 139467 Other', ' 466142)']",[' Yes'],"[' 44546    (Eliminated', '    0 Frozen', ' 44546)']","[' 6488     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 29.3306'],[' 0'], ,[' 416.923'],[' 0'],[' 52.4838'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.56321e+09'],[' 1.48991e+09'],[' 0'],[' 8.6945e+09'],[' 0'],[' 0'],[' 2237 '],[' 4364 '],[' 6541 ']
Solving...,TA80, ,[' 1'],[' 11637+'],[' 5822'],"[' 1286.014s (Solving', ' 1132.45s 1st Model', ' 813.14s Unsat', ' 0.00s)']",[' 1280.109s'], ,[' 715176161'],"[' 1037966  (Analyzed', ' 452211)']","[' 4797     (Average', ' 94.27 Last', ' 47470)']",[' 21255.9 '],"[' 5822     (Average Length', ' 2726.32 Splits', ' 0)']","[' 452211   (Deleted', ' 393108)']","[' 1000     (Ratio', '   0.22%)']","[' 40982    (Ratio', '   9.06%)']","[' 452211   (Average Length', '   39.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 452211   (Average', ' 1365.86 Max', ' 26708 Sum', ' 617657231)']","[' 448234   (Average', ' 1341.36 Max', ' 26708 Sum', ' 606579701 Ratio', '  98.21%)']","[' 3977     (Average', ' 2785.40 Max', ' 5113 Sum', ' 11077530 Ratio', '   1.79%)']", ,[' 407845  '],[' 42680   '],[' 407302  '],[' 284438  '],"[' 853310   (Atom=Atom', ' 247411 Body=Body', ' 139925 Other', ' 465974)']",[' Yes'],"[' 44137    (Eliminated', '    0 Frozen', ' 44137)']","[' 7584     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 26.0793'],[' 0'], ,[' 502.692'],[' 0'],[' 55.1927'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.4654e+09'],[' 1.39699e+09'],[' 0'],[' 1.51256e+10'],[' 0'],[' 0'],[' 2341 '],[' 4478 '],[' 6573 ']
