Optimal Found Or Timeout,Instances,UNKNOWN,,INTERRUPTED  ,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 1'],[' 5089+'],[' 2548'],"[' 1005.703s (Solving', ' 984.27s 1st Model', ' 170.88s Unsat', ' 0.00s)']",[' 996.781s'], ,[' 289811925'],"[' 7536396  (Analyzed', ' 6622277)']","[' 13416    (Average', ' 493.61 Last', ' 227068)']",[' 4960.4  '],"[' 2548     (Average Length', ' 1318.73 Splits', ' 0)']","[' 6622277  (Deleted', ' 6538310)']","[' 302      (Ratio', '   0.00%)']","[' 38784    (Ratio', '   0.59%)']","[' 6622277  (Average Length', '   18.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 6622277  (Average', ' 42.31 Max', ' 4837 Sum', ' 280178846)']","[' 6621553  (Average', ' 42.16 Max', ' 4715 Sum', ' 279164789 Ratio', '  99.64%)']","[' 724      (Average', ' 1400.63 Max', ' 1628 Sum', ' 1014057 Ratio', '   0.36%)']", ,[' 124287  '],[' 8098    '],[' 116024  '],[' 52858   '],"[' 155773   (Atom=Atom', ' 40630 Body=Body', ' 27006 Other', ' 88137)']",[' Yes'],"[' 10752    (Eliminated', '    0 Frozen', ' 10752)']","[' 5734     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.53836'],[' 0'], ,[' 484.632'],[' 0'],[' 28.7318'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.7906e+08'],[' 6.52427e+08'],[' 0'],[' 1.59394e+10'],[' 0'],[' 0'],[' 1243 '],[' 2402 '],[' 3515 '],[' 3 '],[' 0 ']
Solving...,TA62, , ,[' 1'],[' 4943+'],[' 2475'],"[' 1005.587s (Solving', ' 985.34s 1st Model', ' 202.22s Unsat', ' 0.00s)']",[' 999.344s'], ,[' 364639347'],"[' 5597259  (Analyzed', ' 4853731)']","[' 11285    (Average', ' 430.10 Last', ' 194410)']",[' 5009.5  '],"[' 2475     (Average Length', ' 1283.93 Splits', ' 0)']","[' 4853731  (Deleted', ' 4776032)']","[' 325      (Ratio', '   0.01%)']","[' 47063    (Ratio', '   0.97%)']","[' 4853731  (Average Length', '   17.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 4853731  (Average', ' 73.17 Max', ' 4728 Sum', ' 355153662)']","[' 4853018  (Average', ' 72.98 Max', ' 4728 Sum', ' 354228777 Ratio', '  99.74%)']","[' 713      (Average', ' 1297.17 Max', ' 1508 Sum', ' 924885 Ratio', '   0.26%)']", ,[' 125340  '],[' 8261    '],[' 116912  '],[' 53577   '],"[' 157932   (Atom=Atom', ' 41209 Body=Body', ' 27495 Other', ' 89228)']",[' Yes'],"[' 10832    (Eliminated', '    0 Frozen', ' 10832)']","[' 6632     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 4.25372'],[' 0'], ,[' 406.717'],[' 0'],[' 29.5553'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.20803e+09'],[' 1.04154e+09'],[' 0'],[' 1.48025e+10'],[' 0'],[' 0'],[' 1345 '],[' 2397 '],[' 3536 '],[' 3 '],[' 0 ']
Solving...,TA63, , ,[' 1'],[' 5263+'],[' 2635'],"[' 1004.186s (Solving', ' 987.63s 1st Model', ' 124.17s Unsat', ' 0.00s)']",[' 998.500s'], ,[' 376242969'],"[' 8803680  (Analyzed', ' 8194786)']","[' 16640    (Average', ' 492.48 Last', ' 231924)']",[' 4911.0  '],"[' 2635     (Average Length', ' 1373.34 Splits', ' 0)']","[' 8194786  (Deleted', ' 8090389)']","[' 379      (Ratio', '   0.00%)']","[' 42145    (Ratio', '   0.51%)']","[' 8194786  (Average Length', '   16.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8194786  (Average', ' 44.74 Max', ' 4624 Sum', ' 366675672)']","[' 8194144  (Average', ' 44.63 Max', ' 4620 Sum', ' 365754186 Ratio', '  99.75%)']","[' 642      (Average', ' 1435.34 Max', ' 1716 Sum', ' 921486 Ratio', '   0.25%)']", ,[' 124354  '],[' 8094    '],[' 116137  '],[' 52966   '],"[' 155980   (Atom=Atom', ' 40701 Body=Body', ' 26994 Other', ' 88285)']",[' Yes'],"[' 10817    (Eliminated', '    0 Frozen', ' 10817)']","[' 6278     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.7062'],[' 0'], ,[' 477.229'],[' 0'],[' 30.0462'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.15041e+09'],[' 9.76273e+08'],[' 0'],[' 2.14098e+10'],[' 0'],[' 0'],[' 1221 '],[' 2196 '],[' 3297 '],[' 3 '],[' 0 ']
Solving...,TA64, , ,[' 1'],[' 5195+'],[' 2601'],"[' 1003.922s (Solving', ' 988.48s 1st Model', ' 277.69s Unsat', ' 0.00s)']",[' 1001.813s'], ,[' 393853928'],"[' 12136329 (Analyzed', ' 11211485)']","[' 21856    (Average', ' 512.97 Last', ' 427572)']",[' 5067.9  '],"[' 2601     (Average Length', ' 1352.38 Splits', ' 0)']","[' 11211485 (Deleted', ' 11097799)']","[' 369      (Ratio', '   0.00%)']","[' 42800    (Ratio', '   0.38%)']","[' 11211485 (Average Length', '   17.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11211485 (Average', ' 34.18 Max', ' 4769 Sum', ' 383213927)']","[' 11210850 (Average', ' 34.10 Max', ' 4678 Sum', ' 382290852 Ratio', '  99.76%)']","[' 635      (Average', ' 1453.66 Max', ' 1687 Sum', ' 923075 Ratio', '   0.24%)']", ,[' 124329  '],[' 8120    '],[' 116033  '],[' 53038   '],"[' 156276   (Atom=Atom', ' 40771 Body=Body', ' 27072 Other', ' 88433)']",[' Yes'],"[' 10780    (Eliminated', '    0 Frozen', ' 10780)']","[' 6123     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.49831'],[' 0'], ,[' 487.601'],[' 0'],[' 29.6236'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.15e+09'],[' 9.65781e+08'],[' 0'],[' 2.19614e+10'],[' 0'],[' 0'],[' 1313 '],[' 2330 '],[' 3284 '],[' 3 '],[' 0 ']
Solving...,TA65, , ,[' 1'],[' 4927+'],[' 2467'],"[' 1003.779s (Solving', ' 989.24s 1st Model', ' 56.33s Unsat', ' 0.00s)']",[' 1001.578s'], ,[' 375660504'],"[' 12191586 (Analyzed', ' 11506048)']","[' 21748    (Average', ' 529.06 Last', ' 63174)']",[' 4888.9  '],"[' 2467     (Average Length', ' 1279.32 Splits', ' 0)']","[' 11506048 (Deleted', ' 11379778)']","[' 346      (Ratio', '   0.00%)']","[' 41166    (Ratio', '   0.36%)']","[' 11506048 (Average Length', '   17.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 11506048 (Average', ' 31.83 Max', ' 4813 Sum', ' 366262073)']","[' 11505351 (Average', ' 31.74 Max', ' 4636 Sum', ' 365258373 Ratio', '  99.73%)']","[' 697      (Average', ' 1440.03 Max', ' 1610 Sum', ' 1003700 Ratio', '   0.27%)']", ,[' 124650  '],[' 8172    '],[' 116205  '],[' 53183   '],"[' 156706   (Atom=Atom', ' 40845 Body=Body', ' 27228 Other', ' 88633)']",[' Yes'],"[' 10708    (Eliminated', '    0 Frozen', ' 10708)']","[' 6434     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.2202'],[' 0'], ,[' 522.805'],[' 0'],[' 29.684'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.0725e+09'],[' 9.01212e+08'],[' 0'],[' 2.54712e+10'],[' 0'],[' 0'],[' 1171 '],[' 2327 '],[' 3352 '],[' 3 '],[' 0 ']
Solving...,TA66, , ,[' 1'],[' 5025+'],[' 2516'],"[' 1003.834s (Solving', ' 989.21s 1st Model', ' 218.36s Unsat', ' 0.00s)']",[' 1000.063s'], ,[' 374949734'],"[' 8785681  (Analyzed', ' 8018601)']","[' 16947    (Average', ' 473.16 Last', ' 202361)']",[' 4847.9  '],"[' 2516     (Average Length', ' 1299.27 Splits', ' 0)']","[' 8018601  (Deleted', ' 7919405)']","[' 325      (Ratio', '   0.00%)']","[' 41442    (Ratio', '   0.52%)']","[' 8018601  (Average Length', '   17.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8018601  (Average', ' 45.60 Max', ' 5028 Sum', ' 365645885)']","[' 8017919  (Average', ' 45.47 Max', ' 4627 Sum', ' 364602407 Ratio', '  99.71%)']","[' 682      (Average', ' 1530.03 Max', ' 1702 Sum', ' 1043478 Ratio', '   0.29%)']", ,[' 124880  '],[' 8201    '],[' 116494  '],[' 53254   '],"[' 157173   (Atom=Atom', ' 41010 Body=Body', ' 27315 Other', ' 88848)']",[' Yes'],"[' 10746    (Eliminated', '    0 Frozen', ' 10746)']","[' 6625     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.29022'],[' 0'], ,[' 482.552'],[' 0'],[' 29.9424'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.16509e+09'],[' 9.93073e+08'],[' 0'],[' 2.21744e+10'],[' 0'],[' 0'],[' 1137 '],[' 2230 '],[' 3452 '],[' 3 '],[' 0 ']
Solving...,TA67, , ,[' 1'],[' 4835+'],[' 2421'],"[' 1004.073s (Solving', ' 988.35s 1st Model', ' 158.85s Unsat', ' 0.00s)']",[' 1001.563s'], ,[' 406577343'],"[' 8785683  (Analyzed', ' 8130585)']","[' 17118    (Average', ' 474.97 Last', ' 316134)']",[' 4936.2  '],"[' 2421     (Average Length', ' 1250.15 Splits', ' 0)']","[' 8130585  (Deleted', ' 8035229)']","[' 388      (Ratio', '   0.00%)']","[' 44370    (Ratio', '   0.55%)']","[' 8130585  (Average Length', '   17.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8130585  (Average', ' 48.87 Max', ' 4907 Sum', ' 397308396)']","[' 8129855  (Average', ' 48.75 Max', ' 4676 Sum', ' 396369898 Ratio', '  99.76%)']","[' 730      (Average', ' 1285.61 Max', ' 1421 Sum', ' 938498 Ratio', '   0.24%)']", ,[' 123903  '],[' 8122    '],[' 115517  '],[' 52774   '],"[' 155748   (Atom=Atom', ' 40599 Body=Body', ' 27078 Other', ' 88071)']",[' Yes'],"[' 10658    (Eliminated', '    0 Frozen', ' 10658)']","[' 6510     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.46221'],[' 0'], ,[' 454.328'],[' 0'],[' 30.7263'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.27401e+09'],[' 1.07884e+09'],[' 0'],[' 2.00236e+10'],[' 0'],[' 0'],[' 1295 '],[' 2415 '],[' 3422 '],[' 3 '],[' 0 ']
Solving...,TA68, , ,[' 1'],[' 4353+'],[' 2180'],"[' 1003.601s (Solving', ' 989.75s 1st Model', ' 295.33s Unsat', ' 0.00s)']",[' 1000.781s'], ,[' 392000507'],"[' 14017767 (Analyzed', ' 13117654)']","[' 26617    (Average', ' 492.83 Last', ' 306954)']",[' 5057.8  '],"[' 2180     (Average Length', ' 1168.12 Splits', ' 0)']","[' 13117654 (Deleted', ' 12997652)']","[' 390      (Ratio', '   0.00%)']","[' 37785    (Ratio', '   0.29%)']","[' 13117654 (Average Length', '   17.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13117654 (Average', ' 29.15 Max', ' 4893 Sum', ' 382400405)']","[' 13116929 (Average', ' 29.09 Max', ' 4893 Sum', ' 381608281 Ratio', '  99.79%)']","[' 725      (Average', ' 1092.58 Max', ' 1328 Sum', ' 792124 Ratio', '   0.21%)']", ,[' 123695  '],[' 8096    '],[' 115088  '],[' 52454   '],"[' 154617   (Atom=Atom', ' 40254 Body=Body', ' 27000 Other', ' 87363)']",[' Yes'],"[' 10410    (Eliminated', '    0 Frozen', ' 10410)']","[' 5243     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.11142'],[' 0'], ,[' 513.661'],[' 0'],[' 30.0209'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.1008e+09'],[' 9.12823e+08'],[' 0'],[' 2.41031e+10'],[' 0'],[' 0'],[' 1346 '],[' 2301 '],[' 3291 '],[' 3 '],[' 0 ']
Solving...,TA69, , ,[' 1'],[' 4509+'],[' 2257'],"[' 2844.038s (Solving', ' 2809.93s 1st Model', ' 289.57s Unsat', ' 0.00s)']",[' 683.156s'], ,[' 261608642'],"[' 5245008  (Analyzed', ' 5107199)']","[' 11679    (Average', ' 437.30 Last', ' 443444)']",[' 6175.7  '],"[' 2257     (Average Length', ' 1232.73 Splits', ' 0)']","[' 5107199  (Deleted', ' 5044777)']","[' 163      (Ratio', '   0.00%)']","[' 23127    (Ratio', '   0.45%)']","[' 5107199  (Average Length', '   16.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5107199  (Average', ' 49.10 Max', ' 5973 Sum', ' 250748904)']","[' 5106420  (Average', ' 48.94 Max', ' 5973 Sum', ' 249952000 Ratio', '  99.68%)']","[' 779      (Average', ' 1022.98 Max', ' 1402 Sum', ' 796904 Ratio', '   0.32%)']", ,[' 123697  '],[' 8187    '],[' 115047  '],[' 52957   '],"[' 156162   (Atom=Atom', ' 40696 Body=Body', ' 27273 Other', ' 88193)']",[' Yes'],"[' 10559    (Eliminated', '    0 Frozen', ' 10559)']","[' 3133     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.72791'],[' 0'], ,[' 359.496'],[' 0'],[' 19.9621'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.92002e+08'],[' 5.86103e+08'],[' 0'],[' 1.87796e+10'],[' 0'],[' 0'],[' 3942 '],[' 2653 '],[' 3706 '],[' 3 '],[' 0 ']
Solving...,TA70, , ,[' 1'],[' 4507+'],[' 2257'],"[' 1003.564s (Solving', ' 990.40s 1st Model', ' 56.82s Unsat', ' 0.00s)']",[' 1001.031s'], ,[' 368779024'],"[' 11471130 (Analyzed', ' 10878792)']","[' 20767    (Average', ' 523.85 Last', ' 92464)']",[' 4863.4  '],"[' 2257     (Average Length', ' 1198.32 Splits', ' 0)']","[' 10878792 (Deleted', ' 10750554)']","[' 354      (Ratio', '   0.00%)']","[' 41125    (Ratio', '   0.38%)']","[' 10878792 (Average Length', '   17.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10878792 (Average', ' 33.09 Max', ' 4703 Sum', ' 360010122)']","[' 10878162 (Average', ' 33.02 Max', ' 4703 Sum', ' 359227212 Ratio', '  99.78%)']","[' 630      (Average', ' 1242.71 Max', ' 1437 Sum', ' 782910 Ratio', '   0.22%)']", ,[' 124749  '],[' 8189    '],[' 116215  '],[' 53015   '],"[' 156222   (Atom=Atom', ' 40703 Body=Body', ' 27279 Other', ' 88240)']",[' Yes'],"[' 10608    (Eliminated', '    0 Frozen', ' 10608)']","[' 6629     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 2.88564'],[' 0'], ,[' 534.243'],[' 0'],[' 28.593'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.11424e+09'],[' 9.53525e+08'],[' 0'],[' 2.9728e+10'],[' 0'],[' 0'],[' 1191 '],[' 2481 '],[' 3753 '],[' 3 '],[' 0 ']
