Optimal Found Or Timeout,Instances,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
UNKNOWN,TA61,[' 4931+'],[' 2469'],"[' 1002.754s (Solving', ' 986.30s 1st Model', ' 124.31s Unsat', ' 0.00s)']",[' 1000.766s'], ,[' 361004927'],"[' 8343450  (Analyzed', ' 7640939)']","[' 16301    (Average', ' 468.74 Last', ' 158513)']",[' 4704.6  '],"[' 2469     (Average Length', ' 1165.74 Splits', ' 0)']","[' 7640939  (Deleted', ' 7543388)']","[' 328      (Ratio', '   0.00%)']","[' 42303    (Ratio', '   0.55%)']","[' 7640939  (Average Length', '   17.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7640939  (Average', ' 46.04 Max', ' 4507 Sum', ' 351771544)']","[' 7640275  (Average', ' 45.93 Max', ' 4507 Sum', ' 350975990 Ratio', '  99.77%)']","[' 664      (Average', ' 1198.12 Max', ' 1504 Sum', ' 795554 Ratio', '   0.23%)']", ,[' 116242  '],[' 9098    '],[' 117464  '],[' 68156   '],"[' 204464   (Atom=Atom', ' 60056 Body=Body', ' 34548 Other', ' 109860)']",[' Yes'],"[' 11320    (Eliminated', '    0 Frozen', ' 11320)']","[' 6429     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.51648'],[' 0'], ,[' 612.962'],[' 0'],[' 24.221'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.23139e+09'],[' 1.05845e+09'],[' 0'],[' 5.58408e+10'],[' 0'],[' 0'],[' 1243 '],[' 2400 '],[' 3604 '],[' 3 '],[' 0 ']
UNKNOWN,TA62,[' 4999+'],[' 2503'],"[' 1003.242s (Solving', ' 986.71s 1st Model', ' 203.48s Unsat', ' 0.00s)']",[' 1002.109s'], ,[' 399261132'],"[' 6572979  (Analyzed', ' 5793452)']","[' 12959    (Average', ' 447.06 Last', ' 261467)']",[' 4831.5  '],"[' 2503     (Average Length', ' 1187.54 Splits', ' 0)']","[' 5793452  (Deleted', ' 5702387)']","[' 364      (Ratio', '   0.01%)']","[' 48901    (Ratio', '   0.84%)']","[' 5793452  (Average Length', '   17.7 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 5793452  (Average', ' 67.26 Max', ' 4615 Sum', ' 389679134)']","[' 5792725  (Average', ' 67.11 Max', ' 4615 Sum', ' 388820045 Ratio', '  99.78%)']","[' 727      (Average', ' 1181.69 Max', ' 1524 Sum', ' 859089 Ratio', '   0.22%)']", ,[' 117411  '],[' 9261    '],[' 118675  '],[' 69059   '],"[' 207173   (Atom=Atom', ' 60796 Body=Body', ' 34711 Other', ' 111666)']",[' Yes'],"[' 11525    (Eliminated', '    0 Frozen', ' 11525)']","[' 7325     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.71878'],[' 0'], ,[' 533.382'],[' 0'],[' 26.072'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.54702e+09'],[' 1.35466e+09'],[' 0'],[' 4.47013e+10'],[' 0'],[' 0'],[' 1345 '],[' 2391 '],[' 3602 '],[' 3 '],[' 0 ']
UNKNOWN,TA63,[' 5421+'],[' 2714'],"[' 1003.730s (Solving', ' 985.79s 1st Model', ' 114.05s Unsat', ' 0.00s)']",[' 1001.422s'], ,[' 367277880'],"[' 8972178  (Analyzed', ' 8127246)']","[' 16426    (Average', ' 494.78 Last', ' 130793)']",[' 4894.8  '],"[' 2714     (Average Length', ' 1279.86 Splits', ' 0)']","[' 8127246  (Deleted', ' 8019256)']","[' 410      (Ratio', '   0.01%)']","[' 41663    (Ratio', '   0.51%)']","[' 8127246  (Average Length', '   16.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8127246  (Average', ' 43.88 Max', ' 4561 Sum', ' 356619818)']","[' 8126586  (Average', ' 43.77 Max', ' 4561 Sum', ' 355730218 Ratio', '  99.75%)']","[' 660      (Average', ' 1347.88 Max', ' 1770 Sum', ' 889600 Ratio', '   0.25%)']", ,[' 116511  '],[' 9094    '],[' 117955  '],[' 68287   '],"[' 204857   (Atom=Atom', ' 60191 Body=Body', ' 34544 Other', ' 110122)']",[' Yes'],"[' 11538    (Eliminated', '    0 Frozen', ' 11538)']","[' 5800     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.76699'],[' 0'], ,[' 604.38'],[' 0'],[' 25.0636'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.26348e+09'],[' 1.08926e+09'],[' 0'],[' 5.3408e+10'],[' 0'],[' 0'],[' 1221 '],[' 2221 '],[' 3410 '],[' 3 '],[' 0 ']
UNKNOWN,TA64,[' 5173+'],[' 2590'],"[' 1003.483s (Solving', ' 987.33s 1st Model', ' 303.32s Unsat', ' 0.00s)']",[' 1001.766s'], ,[' 349240218'],"[' 11570585 (Analyzed', ' 10637034)']","[' 21028    (Average', ' 505.85 Last', ' 389177)']",[' 4952.3  '],"[' 2590     (Average Length', ' 1206.60 Splits', ' 0)']","[' 10637034 (Deleted', ' 10518949)']","[' 358      (Ratio', '   0.00%)']","[' 42009    (Ratio', '   0.39%)']","[' 10637034 (Average Length', '   18.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10637034 (Average', ' 31.82 Max', ' 4704 Sum', ' 338443022)']","[' 10636407 (Average', ' 31.74 Max', ' 4704 Sum', ' 337671510 Ratio', '  99.77%)']","[' 627      (Average', ' 1230.48 Max', ' 1612 Sum', ' 771512 Ratio', '   0.23%)']", ,[' 116612  '],[' 9120    '],[' 117853  '],[' 68541   '],"[' 205619   (Atom=Atom', ' 60419 Body=Body', ' 34570 Other', ' 110630)']",[' Yes'],"[' 11361    (Eliminated', '    0 Frozen', ' 11361)']","[' 6044     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.75694'],[' 0'], ,[' 632.691'],[' 0'],[' 24.3585'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.10791e+09'],[' 9.45976e+08'],[' 0'],[' 5.45048e+10'],[' 0'],[' 0'],[' 1313 '],[' 2418 '],[' 3463 '],[' 3 '],[' 0 ']
UNKNOWN,TA65,[' 4487+'],[' 2247'],"[' 1002.586s (Solving', ' 987.01s 1st Model', ' 40.39s Unsat', ' 0.00s)']",[' 1001.344s'], ,[' 333006408'],"[' 11169504 (Analyzed', ' 10536723)']","[' 20092    (Average', ' 524.42 Last', ' 48371)']",[' 4794.0  '],"[' 2247     (Average Length', ' 1081.60 Splits', ' 0)']","[' 10536723 (Deleted', ' 10413704)']","[' 307      (Ratio', '   0.00%)']","[' 41493    (Ratio', '   0.39%)']","[' 10536723 (Average Length', '   17.6 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 10536723 (Average', ' 30.75 Max', ' 4672 Sum', ' 323981957)']","[' 10536046 (Average', ' 30.68 Max', ' 4672 Sum', ' 323254621 Ratio', '  99.78%)']","[' 677      (Average', ' 1074.35 Max', ' 1443 Sum', ' 727336 Ratio', '   0.22%)']", ,[' 116384  '],[' 9172    '],[' 117463  '],[' 68264   '],"[' 204788   (Atom=Atom', ' 60090 Body=Body', ' 34622 Other', ' 110076)']",[' Yes'],"[' 11251    (Eliminated', '    0 Frozen', ' 11251)']","[' 6315     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.30635'],[' 0'], ,[' 650.496'],[' 0'],[' 24.1277'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.05956e+09'],[' 9.08416e+08'],[' 0'],[' 5.80886e+10'],[' 0'],[' 0'],[' 1171 '],[' 2413 '],[' 3550 '],[' 3 '],[' 0 ']
UNKNOWN,TA66,[' 5025+'],[' 2516'],"[' 1002.964s (Solving', ' 986.57s 1st Model', ' 230.73s Unsat', ' 0.00s)']",[' 1001.625s'], ,[' 395063477'],"[' 8332747  (Analyzed', ' 7655918)']","[' 16598    (Average', ' 461.26 Last', ' 259825)']",[' 4857.6  '],"[' 2516     (Average Length', ' 1190.59 Splits', ' 0)']","[' 7655918  (Deleted', ' 7561783)']","[' 356      (Ratio', '   0.00%)']","[' 43463    (Ratio', '   0.57%)']","[' 7655918  (Average Length', '   17.3 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7655918  (Average', ' 50.33 Max', ' 4759 Sum', ' 385348581)']","[' 7655247  (Average', ' 50.23 Max', ' 4759 Sum', ' 384540666 Ratio', '  99.79%)']","[' 671      (Average', ' 1204.05 Max', ' 1565 Sum', ' 807915 Ratio', '   0.21%)']", ,[' 116947  '],[' 9201    '],[' 118211  '],[' 68968   '],"[' 206900   (Atom=Atom', ' 60765 Body=Body', ' 34651 Other', ' 111484)']",[' Yes'],"[' 11465    (Eliminated', '    0 Frozen', ' 11465)']","[' 6585     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.63913'],[' 0'], ,[' 571.222'],[' 0'],[' 26.0655'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.3735e+09'],[' 1.18466e+09'],[' 0'],[' 4.93398e+10'],[' 0'],[' 0'],[' 1137 '],[' 2251 '],[' 3504 '],[' 3 '],[' 0 ']
UNKNOWN,TA67,[' 4983+'],[' 2495'],"[' 1003.539s (Solving', ' 987.39s 1st Model', ' 212.32s Unsat', ' 0.00s)']",[' 1002.484s'], ,[' 367469473'],"[' 9235668  (Analyzed', ' 8622520)']","[' 18097    (Average', ' 476.46 Last', ' 861935)']",[' 4919.3  '],"[' 2495     (Average Length', ' 1187.88 Splits', ' 0)']","[' 8622520  (Deleted', ' 8511619)']","[' 370      (Ratio', '   0.00%)']","[' 41910    (Ratio', '   0.49%)']","[' 8622520  (Average Length', '   16.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8622520  (Average', ' 41.47 Max', ' 4855 Sum', ' 357613171)']","[' 8621925  (Average', ' 41.39 Max', ' 4855 Sum', ' 356903390 Ratio', '  99.80%)']","[' 595      (Average', ' 1192.91 Max', ' 1491 Sum', ' 709781 Ratio', '   0.20%)']", ,[' 116518  '],[' 9122    '],[' 117793  '],[' 68774   '],"[' 206318   (Atom=Atom', ' 60650 Body=Body', ' 34572 Other', ' 111096)']",[' Yes'],"[' 11397    (Eliminated', '    0 Frozen', ' 11397)']","[' 5934     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.68033'],[' 0'], ,[' 608.889'],[' 0'],[' 25.1653'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.22339e+09'],[' 1.04927e+09'],[' 0'],[' 5.30946e+10'],[' 0'],[' 0'],[' 1287 '],[' 2521 '],[' 3571 '],[' 3 '],[' 0 ']
UNKNOWN,TA68,[' 4213+'],[' 2110'],"[' 1002.800s (Solving', ' 988.58s 1st Model', ' 66.32s Unsat', ' 0.00s)']",[' 1002.078s'], ,[' 328076894'],"[' 14457934 (Analyzed', ' 13744384)']","[' 25821    (Average', ' 532.29 Last', ' 56649)']",[' 4819.5  '],"[' 2110     (Average Length', ' 1014.22 Splits', ' 0)']","[' 13744384 (Deleted', ' 13598584)']","[' 356      (Ratio', '   0.00%)']","[' 38763    (Ratio', '   0.28%)']","[' 13744384 (Average Length', '   18.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13744384 (Average', ' 23.22 Max', ' 4736 Sum', ' 319130472)']","[' 13743640 (Average', ' 23.16 Max', ' 4736 Sum', ' 318384738 Ratio', '  99.77%)']","[' 744      (Average', ' 1002.33 Max', ' 1294 Sum', ' 745734 Ratio', '   0.23%)']", ,[' 115938  '],[' 9096    '],[' 116882  '],[' 67881   '],"[' 203639   (Atom=Atom', ' 59783 Body=Body', ' 34546 Other', ' 109310)']",[' Yes'],"[' 11040    (Eliminated', '    0 Frozen', ' 11040)']","[' 5447     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.16184'],[' 0'], ,[' 667.231'],[' 0'],[' 23.3809'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 9.79807e+08'],[' 8.34976e+08'],[' 0'],[' 5.83483e+10'],[' 0'],[' 0'],[' 1346 '],[' 2614 '],[' 3759 '],[' 3 '],[' 0 ']
UNKNOWN,TA69,[' 4635+'],[' 2321'],"[' 1002.698s (Solving', ' 986.88s 1st Model', ' 52.71s Unsat', ' 0.00s)']",[' 1000.016s'], ,[' 325750792'],"[' 10575409 (Analyzed', ' 9921417)']","[' 19336    (Average', ' 513.11 Last', ' 65463)']",[' 4855.7  '],"[' 2321     (Average Length', ' 1120.28 Splits', ' 0)']","[' 9921417  (Deleted', ' 9808152)']","[' 355      (Ratio', '   0.00%)']","[' 40403    (Ratio', '   0.41%)']","[' 9921417  (Average Length', '   18.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9921417  (Average', ' 31.89 Max', ' 4623 Sum', ' 316409233)']","[' 9920727  (Average', ' 31.82 Max', ' 4623 Sum', ' 315716427 Ratio', '  99.78%)']","[' 690      (Average', ' 1004.07 Max', ' 1403 Sum', ' 692806 Ratio', '   0.22%)']", ,[' 116783  '],[' 9187    '],[' 117941  '],[' 68373   '],"[' 205115   (Atom=Atom', ' 60184 Body=Body', ' 34637 Other', ' 110294)']",[' Yes'],"[' 11345    (Eliminated', '    0 Frozen', ' 11345)']","[' 6781     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.56111'],[' 0'], ,[' 647.807'],[' 0'],[' 23.2806'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.06581e+09'],[' 9.15127e+08'],[' 0'],[' 5.97578e+10'],[' 0'],[' 0'],[' 1393 '],[' 2603 '],[' 3803 '],[' 3 '],[' 0 ']
UNKNOWN,TA70,[' 4505+'],[' 2256'],"[' 1002.808s (Solving', ' 988.41s 1st Model', ' 49.36s Unsat', ' 0.00s)']",[' 1001.047s'], ,[' 316439946'],"[' 7653469  (Analyzed', ' 7134574)']","[' 14316    (Average', ' 498.36 Last', ' 129969)']",[' 4654.3  '],"[' 2256     (Average Length', ' 1090.52 Splits', ' 0)']","[' 7134574  (Deleted', ' 7032560)']","[' 350      (Ratio', '   0.00%)']","[' 41583    (Ratio', '   0.58%)']","[' 7134574  (Average Length', '   17.1 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 7134574  (Average', ' 43.20 Max', ' 4784 Sum', ' 308242054)']","[' 7133860  (Average', ' 43.09 Max', ' 4784 Sum', ' 307410214 Ratio', '  99.73%)']","[' 714      (Average', ' 1165.04 Max', ' 1491 Sum', ' 831840 Ratio', '   0.27%)']", ,[' 116703  '],[' 9189    '],[' 117799  '],[' 68494   '],"[' 205478   (Atom=Atom', ' 60303 Body=Body', ' 34639 Other', ' 110536)']",[' Yes'],"[' 11285    (Eliminated', '    0 Frozen', ' 11285)']","[' 6626     (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 3.17194'],[' 0'], ,[' 643.491'],[' 0'],[' 22.2932'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 1.15667e+09'],[' 1.01267e+09'],[' 0'],[' 5.89028e+10'],[' 0'],[' 0'],[' 1191 '],[' 2500 '],[' 3791 '],[' 3 '],[' 0 ']
